Affy ID	Gene Title	Gene Symbol	q-value	Fold-Change	non metastatic vs. Metastatic
Cfa.9738.1.S1_s_at	protein kinase, AMP-activated, alpha 1 catalytic subunit	PRKAA1	0.000791747	-1.84079	non metastatic down vs metastatic
Cfa.14046.1.A1_s_at	similar to neurobeachin-like 1	NBEAL1	0.00065996	-1.8399	non metastatic down vs metastatic
CfaAffx.7429.1.S1_at	SET domain, bifurcated 2	SETDB2	0.000312561	-1.83784	non metastatic down vs metastatic
Cfa.723.1.A1_s_at	phosphodiesterase 6D, cGMP-specific, rod, delta	PDE6D	5.30E-05	-1.83621	non metastatic down vs metastatic
Cfa.3884.1.S1_at	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	DDOST	2.01E-05	-1.83409	non metastatic down vs metastatic
CfaAffx.9999.1.S1_s_at	ubiquitin-fold modifier 1	UFM1	5.83E-06	-1.83311	non metastatic down vs metastatic
Cfa.17004.1.S1_at	mitochondrial ribosomal protein L40	MRPL40	0.000309499	-1.83295	non metastatic down vs metastatic
Cfa.18333.1.S1_s_at	SAP30 binding protein	SAP30BP	0.000743717	-1.83169	non metastatic down vs metastatic
CfaAffx.21441.1.S1_s_at	N-myristoyltransferase 1	NMT1	9.81E-05	-1.83116	non metastatic down vs metastatic
CfaAffx.16810.1.S1_s_at	similar to Calcitonin gene-related peptide-receptor component protein (CGRP-rece	CRCP	0.000227684	-1.82889	non metastatic down vs metastatic
CfaAffx.20325.1.S1_at	UDP-N-acteylglucosamine pyrophosphorylase 1	UAP1	0.000144393	-1.81971	non metastatic down vs metastatic
Cfa.19095.1.S1_s_at	RB1-inducible coiled-coil 1	RB1CC1	0.000899658	-1.81887	non metastatic down vs metastatic
CfaAffx.4685.1.S1_s_at	peptidylprolyl isomerase H (cyclophilin H)	PPIH	0.000107643	-1.81865	non metastatic down vs metastatic
CfaAffx.19266.1.S1_at	Sjogren syndrome antigen B (autoantigen La)	SSB	9.96E-05	-1.81639	non metastatic down vs metastatic
Cfa.10482.1.A1_at	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	SGTB	0.000330456	-1.81514	non metastatic down vs metastatic
Cfa.19116.1.S1_s_at	seryl-tRNA synthetase	SARS	6.03E-05	-1.81303	non metastatic down vs metastatic
CfaAffx.936.1.S1_at	mitochondrial ribosomal protein 63	MRP63	0.000323835	-1.81192	non metastatic down vs metastatic
Cfa.1011.1.S1_at	RAP1B, member of RAS oncogene family	RAP1B	0.00085758	-1.8113	non metastatic down vs metastatic
CfaAffx.15655.1.S1_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	PSMD14	0.000129054	-1.81103	non metastatic down vs metastatic
Cfa.1926.1.A1_s_at	dynamin 1-like	DNM1L	2.89E-05	-1.80987	non metastatic down vs metastatic
CfaAffx.18006.1.S1_s_at	similar to Cytochrome c-type heme lyase (CCHL) (Holocytochrome c-type synthase)	HCCS	0.000553096	-1.80782	non metastatic down vs metastatic
Cfa.20433.1.S1_s_at	histidyl-tRNA synthetase	HARS	5.93E-05	-1.80663	non metastatic down vs metastatic
Cfa.20877.2.S1_s_at	HD domain containing 3	HDDC3	0.000725894	-1.80607	non metastatic down vs metastatic
Cfa.20945.1.S1_s_at	sorting and assembly machinery component 50 homolog (S. cerevisiae)	SAMM50	0.000667883	-1.80486	non metastatic down vs metastatic
CfaAffx.22285.1.S1_s_at	nucleoporin 35kDa	NUP35	0.000119771	-1.80425	non metastatic down vs metastatic
CfaAffx.26850.1.S1_s_at	cleavage stimulation factor, 3 pre-RNA, subunit 2, 64kDa	CSTF2	5.40E-05	-1.80348	non metastatic down vs metastatic
CfaAffx.18719.1.S1_at	RAE1 RNA export 1 homolog (S. pombe)	RAE1	0.000332296	-1.80279	non metastatic down vs metastatic
Cfa.20672.1.S1_s_at	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	POLR2C	0.00089866	-1.80161	non metastatic down vs metastatic
Cfa.11552.1.S1_a_at	ubiquitin-conjugating enzyme E2 variant 1	UBE2V1	0.000316833	-1.80102	non metastatic down vs metastatic
CfaAffx.29602.1.S1_at	similar to ELG protein	C17orf85	0.00030375	-1.80057	non metastatic down vs metastatic
CfaAffx.29198.1.S1_s_at	glyoxalase domain containing 4	GLOD4	0.000261307	-1.79668	non metastatic down vs metastatic
CfaAffx.15816.1.S1_s_at	similar to Zinc finger protein 90 (Zfp-90) (Zinc finger protein NK10)	ZFP90	0.000864089	-1.79123	non metastatic down vs metastatic
CfaAffx.26979.1.S1_at	transmembrane emp24 protein transport domain containing 1	TMED1	0.000866404	-1.79047	non metastatic down vs metastatic
CfaAffx.2759.1.S1_at	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	TAF11	0.000102535	-1.79037	non metastatic down vs metastatic
CfaAffx.25349.1.S1_s_at	LAS1-like (S. cerevisiae)	LAS1L	0.00098424	-1.79031	non metastatic down vs metastatic
Cfa.20165.1.S1_at	dehydrogenase/reductase (SDR family) member 7B	DHRS7B	0.000818864	-1.78988	non metastatic down vs metastatic
CfaAffx.2900.1.S1_s_at	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	ISCA1	0.000320709	-1.78961	non metastatic down vs metastatic
CfaAffx.20520.1.S1_at	G protein-coupled receptor 155	GPR155	0.000609116	-1.78874	non metastatic down vs metastatic
Cfa.20195.1.S1_s_at	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	APPBP2	0.000338442	-1.78751	non metastatic down vs metastatic
Cfa.1143.1.S1_at	Sec23 homolog B (S. cerevisiae)	SEC23B	0.000859141	-1.78562	non metastatic down vs metastatic
Cfa.18497.1.S1_s_at	eukaryotic translation initiation factor 1A, X-linked	EIF1AX	0.000235082	-1.78415	non metastatic down vs metastatic
CfaAffx.28683.1.S1_s_at	N-terminal asparagine amidase	NTAN1	0.000924638	-1.78402	non metastatic down vs metastatic
Cfa.8202.1.A1_at	mitochondrial intermediate peptidase	MIPEP	0.00073238	-1.77865	non metastatic down vs metastatic
Cfa.8821.1.A1_at	hypothetical protein LOC611164	LOC611164	0.000233161	-1.77847	non metastatic down vs metastatic
Cfa.16981.1.S1_s_at	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	UCHL3	0.000466407	-1.77723	non metastatic down vs metastatic
Cfa.19804.1.S1_s_at	hypothetical LOC479586	LOC479586	7.43E-05	-1.77478	non metastatic down vs metastatic
Cfa.5198.1.A1_s_at	coiled-coil-helix-coiled-coil-helix domain containing 1	CHCHD1	0.000119821	-1.77431	non metastatic down vs metastatic
CfaAffx.26317.1.S1_s_at	NudC domain containing 2	NUDCD2	0.000451596	-1.77192	non metastatic down vs metastatic
Cfa.19507.1.S1_at	DPH5 homolog (S. cerevisiae)	DPH5	0.000580204	-1.77121	non metastatic down vs metastatic
CfaAffx.3979.1.S1_at	similar to D19Bwg1357e protein	LOC476337	0.000308197	-1.77114	non metastatic down vs metastatic
Cfa.12625.1.A1_s_at	proteasome (prosome, macropain) subunit, beta type, 3	PSMB3	1.23E-05	-1.77094	non metastatic down vs metastatic
Cfa.19728.1.S1_at	nucleoporin 43kDa	NUP43	0.000347146	-1.76866	non metastatic down vs metastatic
CfaAffx.15852.1.S1_s_at	coiled-coil domain containing 56	CCDC56	0.00073238	-1.76831	non metastatic down vs metastatic
Cfa.20627.1.S1_s_at	ribosomal L1 domain containing 1	RSL1D1	7.87E-05	-1.7674	non metastatic down vs metastatic
CfaAffx.22305.1.S1_s_at	dual specificity phosphatase 3	DUSP3	0.000844271	-1.76715	non metastatic down vs metastatic
CfaAffx.31065.1.S1_at	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	SYDE2	0.000321087	-1.76687	non metastatic down vs metastatic
CfaAffx.30582.1.S1_x_at	similar to cDNA sequence BC005624	LOC480697	6.81E-05	-1.76621	non metastatic down vs metastatic
Cfa.17936.1.S1_at	deoxynucleotidyltransferase, terminal, interacting protein 1	DNTTIP1	1.95E-05	-1.76533	non metastatic down vs metastatic
CfaAffx.7654.1.S1_s_at	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM3	4.76E-05	-1.7649	non metastatic down vs metastatic
Cfa.18335.1.S1_s_at	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	SGTA	0.000260666	-1.76424	non metastatic down vs metastatic
CfaAffx.6214.1.S1_at	proteasome (prosome, macropain) subunit, alpha type, 2	PSMA2	0.000793769	-1.76317	non metastatic down vs metastatic
CfaAffx.8194.1.S1_at	asparagine-linked glycosylation 8 homolog (S. cerevisiae, alpha-1,3-glucosyltran	ALG8	6.03E-05	-1.76288	non metastatic down vs metastatic
Cfa.15207.1.S1_s_at	transmembrane protein 41B	TMEM41B	0.000308664	-1.76274	non metastatic down vs metastatic
CfaAffx.29516.1.S1_s_at	THO complex 6 homolog (Drosophila)	THOC6	0.000281062	-1.76234	non metastatic down vs metastatic
CfaAffx.1424.1.S1_s_at	splicing factor 3b, subunit 5, 10kDa	SF3B5	0.000364953	-1.76063	non metastatic down vs metastatic
Cfa.11221.1.A1_at	3(2), 5-bisphosphate nucleotidase 1	BPNT1	0.000899828	-1.75884	non metastatic down vs metastatic
Cfa.14007.1.A1_x_at	latexin	LXN	0.000435004	-1.75766	non metastatic down vs metastatic
CfaAffx.14053.1.S1_at	protein tyrosine phosphatase, non-receptor type 11	PTPN11	0.000402273	-1.7569	non metastatic down vs metastatic
Cfa.1748.1.S1_at	similar to Probable dimethyladenosine transferase (S-adenosylmethionine-6-N,N-ad	DIMT1L	2.83E-05	-1.75655	non metastatic down vs metastatic
CfaAffx.20818.1.S1_s_at	transmembrane and coiled-coil domains 1	TMCO1	0.000143772	-1.75377	non metastatic down vs metastatic
Cfa.1028.1.A1_s_at	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinoca	PAICS	0.000952173	-1.75303	non metastatic down vs metastatic
CfaAffx.21831.1.S1_s_at	similar to DiGeorge syndrome critical region protein 6	DGCR6	0.000924887	-1.75236	non metastatic down vs metastatic
CfaAffx.2194.1.S1_s_at	FGFR1 oncogene partner	FGFR1OP	0.000300539	-1.75132	non metastatic down vs metastatic
CfaAffx.14554.1.S1_x_at	lactate dehydrogenase A	LDHA	0.000263104	-1.75126	non metastatic down vs metastatic
CfaAffx.5745.1.S1_s_at	similar to acid phosphatase 1, soluble	ACP1	0.000163702	-1.74913	non metastatic down vs metastatic
Cfa.17612.1.S1_s_at	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM4	0.000199472	-1.74438	non metastatic down vs metastatic
CfaAffx.8873.1.S1_s_at	RNA pseudouridylate synthase domain containing 3	RPUSD3	0.000641559	-1.74376	non metastatic down vs metastatic
CfaAffx.5487.1.S1_s_at	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3	0.000815627	-1.74302	non metastatic down vs metastatic
Cfa.15117.1.S1_at	ring finger protein 7	RNF7	4.17E-06	-1.74286	non metastatic down vs metastatic
Cfa.18764.1.S1_s_at	coatomer protein complex, subunit beta 2 (beta prime)	COPB2	0.000844636	-1.74195	non metastatic down vs metastatic
CfaAffx.19065.1.S1_s_at	similar to 14-3-3 protein theta (14-3-3 protein tau) (14-3-3 protein T-cell) (HS	YWHAQ	9.99E-05	-1.73993	non metastatic down vs metastatic
CfaAffx.10630.1.S1_at	leucyl-tRNA synthetase	LARS	0.000809766	-1.7397	non metastatic down vs metastatic
Cfa.943.1.A1_s_at	katanin p60 (ATPase-containing) subunit A 1	KATNA1	0.000192152	-1.73887	non metastatic down vs metastatic
Cfa.1034.1.S1_at	chaperonin containing TCP1, subunit 8 (theta)	CCT8	0.000561138	-1.73874	non metastatic down vs metastatic
CfaAffx.2289.1.S1_at	malonyl CoA:ACP acyltransferase (mitochondrial)	MCAT	0.00080663	-1.73669	non metastatic down vs metastatic
Cfa.11409.3.S1_s_at	hypothetical LOC477569	LOC477569	0.000539787	-1.73652	non metastatic down vs metastatic
Cfa.18509.1.S1_s_at	nuclear assembly factor 1 homolog (S. cerevisiae)	NAF1	0.00037326	-1.73619	non metastatic down vs metastatic
Cfa.18255.1.S1_s_at	peroxisomal biogenesis factor 13	PEX13	0.000561138	-1.73564	non metastatic down vs metastatic
Cfa.21589.1.S1_s_at	cell division cycle 37 homolog (S. cerevisiae)	CDC37	0.000330676	-1.73479	non metastatic down vs metastatic
CfaAffx.21027.1.S1_at	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	TAF1A	0.00065996	-1.73303	non metastatic down vs metastatic
Cfa.10769.1.S1_at	similar to Calgizzarin (S100 calcium-binding protein A11) (S100C protein) (MLN 7	S100A11	0.00017369	-1.7302	non metastatic down vs metastatic
Cfa.11469.1.A1_s_at	growth factor, augmenter of liver regeneration	GFER	0.000552789	-1.72784	non metastatic down vs metastatic
CfaAffx.30489.1.S1_s_at	COX4 neighbor	COX4NB	0.000403325	-1.72711	non metastatic down vs metastatic
Cfa.20852.1.S1_s_at	stress-induced-phosphoprotein 1	STIP1	0.000457027	-1.72532	non metastatic down vs metastatic
CfaAffx.3457.1.S1_at	hypothetical protein LOC608611	LOC608611	0.000456084	-1.72439	non metastatic down vs metastatic
CfaAffx.20857.1.S1_at	N-ethylmaleimide-sensitive factor	NSF	0.000348079	-1.72395	non metastatic down vs metastatic
CfaAffx.30583.1.S1_at	torsin family 1, member A (torsin A)	TOR1A	0.000346897	-1.72393	non metastatic down vs metastatic
Cfa.16192.1.S1_at	transmembrane protein 157	TMEM157	0.000802776	-1.72238	non metastatic down vs metastatic
CfaAffx.25055.1.S1_s_at	cornichon homolog 4 (Drosophila)	CNIH4	2.20E-05	-1.72219	non metastatic down vs metastatic
CfaAffx.16920.1.S1_at	ribosomal RNA processing 15 homolog (S. cerevisiae)	RRP15	1.39E-05	-1.7209	non metastatic down vs metastatic
CfaAffx.23731.1.S1_s_at	similar to ribosomal protein S15a	RPS15A	0.000332536	-1.71849	non metastatic down vs metastatic
Cfa.7938.1.A1_s_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	0.000118342	-1.71838	non metastatic down vs metastatic
Cfa.19645.1.S1_s_at	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa	EIF2S1	0.000102535	-1.71773	non metastatic down vs metastatic
CfaAffx.1520.1.S1_at	peptidylprolyl isomerase (cyclophilin)-like 4	PPIL4	0.000210274	-1.71641	non metastatic down vs metastatic
Cfa.11354.1.A1_s_at	similar to small nuclear ribonucleoprotein D3	SNRPD3	0.000263104	-1.71531	non metastatic down vs metastatic
Cfa.12423.2.A1_s_at	COBW domain containing 2	CBWD2	0.000102049	-1.70975	non metastatic down vs metastatic
Cfa.20946.2.S1_a_at	RNA terminal phosphate cyclase domain 1	RTCD1	0.000187479	-1.70941	non metastatic down vs metastatic
Cfa.8913.1.A1_at	similar to CG12750-PA	LOC488427	0.000508642	-1.70824	non metastatic down vs metastatic
CfaAffx.1907.1.S1_s_at	similar to Cytoplasmic dynein light chain (T-complex testis-specific protein 1 h	DYNLT1	0.000435004	-1.70817	non metastatic down vs metastatic
Cfa.17926.1.S1_s_at	programmed cell death 10	PDCD10	0.000527787	-1.70817	non metastatic down vs metastatic
CfaAffx.23004.1.S1_s_at	ribosomal protein L22-like 1	RPL22L1	0.000296573	-1.70758	non metastatic down vs metastatic
Cfa.18612.1.S1_at	glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial)	GATC	0.000785993	-1.70652	non metastatic down vs metastatic
CfaAffx.21190.1.S1_s_at	ZW10, kinetochore associated, homolog (Drosophila)	ZW10	0.000177003	-1.70632	non metastatic down vs metastatic
CfaAffx.13833.1.S1_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	DDX23	0.000336538	-1.70629	non metastatic down vs metastatic
Cfa.9601.1.A1_at	akirin 2	AKIRIN2	0.000156836	-1.70502	non metastatic down vs metastatic
Cfa.10274.1.S1_s_at	nudix (nucleoside diphosphate linked moiety X)-type motif 5	NUDT5	0.000400517	-1.7047	non metastatic down vs metastatic
CfaAffx.21251.1.S1_s_at	elongation factor Tu GTP binding domain containing 1	EFTUD1	0.000111451	-1.70192	non metastatic down vs metastatic
Cfa.6533.1.A1_at	small nuclear ribonucleoprotein polypeptide E	SNRPE	2.83E-05	-1.70184	non metastatic down vs metastatic
Cfa.21488.1.S1_s_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzy	HADHA	0.000931207	-1.70076	non metastatic down vs metastatic
CfaAffx.11794.1.S1_at	SFRS12-interacting protein 1	SFRS12IP1	0.000818864	-1.70047	non metastatic down vs metastatic
Cfa.3146.1.A1_at	hypothetical LOC480615	LOC480615	0.000103245	-1.70023	non metastatic down vs metastatic
Cfa.17776.1.S1_at	LUC7-like 2 (S. cerevisiae)	LUC7L2	0.000225677	1.70011	non metastatic up vs metastatic
Cfa.6134.1.S1_at	F-box and WD repeat domain containing 4	FBXW4	0.000141087	1.7015	non metastatic up vs metastatic
CfaAffx.20226.1.S1_at	cation channel, sperm associated 1	CATSPER1	1.69E-05	1.70392	non metastatic up vs metastatic
CfaAffx.1653.1.S1_at	transmembrane protein 19	TMEM19	0.000667934	1.70509	non metastatic up vs metastatic
Cfa.3462.1.A1_s_at	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene	THRB	0.000773393	1.70519	non metastatic up vs metastatic
Cfa.10972.2.A1_s_at	RNA binding motif protein 9	RBM9	0.00085884	1.70797	non metastatic up vs metastatic
Cfa.1583.1.S1_at	RNA binding motif protein, X-linked	RBMX	0.000369831	1.71686	non metastatic up vs metastatic
CfaAffx.1302.1.S1_s_at	YTH domain containing 2	YTHDC2	0.000975044	1.72061	non metastatic up vs metastatic
Cfa.1465.1.S1_at	sulfotransferase family 1E, estrogen-preferring, member 1	SULT1E1	8.28E-05	1.72092	non metastatic up vs metastatic
Cfa.1636.1.A1_s_at	single-stranded DNA binding protein 2	SSBP2	0.000941379	1.72194	non metastatic up vs metastatic
Cfa.9386.1.S1_s_at	sperm associated antigen 16	SPAG16	0.000382625	1.72448	non metastatic up vs metastatic
CfaAffx.28766.1.S1_s_at	InaD-like (Drosophila)	INADL	0.00082176	1.72795	non metastatic up vs metastatic
CfaAffx.3548.1.S1_s_at	kelch domain containing 3	KLHDC3	0.000850922	1.7284	non metastatic up vs metastatic
Cfa.10358.2.S1_s_at	SON DNA binding protein	SON	1.98E-06	1.73475	non metastatic up vs metastatic
CfaAffx.23492.1.S1_at	T-box 19	TBX19	0.000282472	1.73605	non metastatic up vs metastatic
CfaAffx.30888.1.S1_at	bromodomain, testis-specific	BRDT	0.000159826	1.73923	non metastatic up vs metastatic
CfaAffx.17985.1.S1_s_at	bromodomain PHD finger transcription factor	BPTF	0.000144393	1.74012	non metastatic up vs metastatic
Cfa.10879.1.S1_at	fibronectin type III and SPRY domain containing 1-like	FSD1L	0.00077631	1.74085	non metastatic up vs metastatic
CfaAffx.17370.1.S1_at	zinc finger, CCHC domain containing 17	ZCCHC17	0.000254759	1.74846	non metastatic up vs metastatic
CfaAffx.16077.1.S1_at	musashi homolog 1 (Drosophila)	MSI1	0.000224695	1.75103	non metastatic up vs metastatic
CfaAffx.6320.1.S1_s_at	zinc finger, MYM-type 1 /// zinc finger, MYM-type 4	ZMYM1	0.000376789	1.76143	non metastatic up vs metastatic
CfaAffx.12168.1.S1_at	metallophosphoesterase domain containing 2	MPPED2	0.000319607	1.77027	non metastatic up vs metastatic
Cfa.15221.1.S1_at	TRAF-type zinc finger domain containing 1	TRAFD1	0.000299782	1.77467	non metastatic up vs metastatic
Cfa.1419.1.A1_at	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	POLR2A	0.000114848	1.77772	non metastatic up vs metastatic
Cfa.464.2.S1_at	similar to ZK1058.5 /// methyltransferase like 6	METTL6	0.000811037	1.79057	non metastatic up vs metastatic
CfaAffx.23904.1.S1_at	similar to B0511.12	LOC480341	0.000661947	1.79222	non metastatic up vs metastatic
Cfa.19567.1.S1_at	uronyl-2-sulfotransferase	UST	0.000231574	1.79429	non metastatic up vs metastatic
CfaAffx.16999.1.S1_s_at	RNA binding motif protein 5	RBM5	0.000147663	1.79579	non metastatic up vs metastatic
Cfa.17595.1.S1_s_at	myosin, heavy chain 7B, cardiac muscle, beta	MYH7B	0.000144139	1.80302	non metastatic up vs metastatic
CfaAffx.23050.1.S1_s_at	eukaryotic translation initiation factor 4 gamma, 3	EIF4G3	0.00040402	1.80486	non metastatic up vs metastatic
Cfa.1233.2.S1_at	HscB iron-sulfur cluster co-chaperone homolog (E. coli)	HSCB	0.000133391	1.81716	non metastatic up vs metastatic
CfaAffx.25704.1.S1_at	RNA binding motif protein 25	RBM25	0.000334462	1.82474	non metastatic up vs metastatic
CfaAffx.15213.1.S1_at	dysbindin (dystrobrevin binding protein 1) domain containing 2	DBNDD2	0.000335165	1.82528	non metastatic up vs metastatic
Cfa.10253.2.S1_at	ADP-ribosylation factor-like 3	ARL3	2.61E-05	1.84813	non metastatic up vs metastatic
CfaAffx.15479.1.S1_at	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	SLC6A5	0.000432756	1.84952	non metastatic up vs metastatic
CfaAffx.24848.1.S1_at	similar to Enabled protein homolog	ENAH	2.65E-06	1.85007	non metastatic up vs metastatic
CfaAffx.8570.1.S1_at	intraflagellar transport 172 homolog (Chlamydomonas)	IFT172	0.000708199	1.85186	non metastatic up vs metastatic
Cfa.11950.1.A1_at	IQ motif containing F1	IQCF1	0.000263994	1.85277	non metastatic up vs metastatic
CfaAffx.3922.1.S1_at	phosphatidylinositol glycan anchor biosynthesis, class O	PIGO	0.00076342	1.85497	non metastatic up vs metastatic
Cfa.8057.1.A1_at	protein phosphatase 1, regulatory (inhibitor) subunit 12B	PPP1R12B	0.000188387	1.85731	non metastatic up vs metastatic
CfaAffx.9708.1.S1_s_at	amyloid beta (A4) precursor protein-binding, family B, member 3	APBB3	0.000447972	1.86273	non metastatic up vs metastatic
CfaAffx.26406.1.S1_at	ubiquitin associated protein 2-like	UBAP2L	0.000239044	1.86374	non metastatic up vs metastatic
Cfa.15617.1.A1_at	nuclear transcription factor Y, gamma	NFYC	0.000373907	1.86599	non metastatic up vs metastatic
CfaAffx.18727.1.S1_s_at	calpain 9	CAPN9	8.00E-05	1.86635	non metastatic up vs metastatic
Cfa.2477.1.S1_at	bromodomain adjacent to zinc finger domain, 2B	BAZ2B	0.000815219	1.86956	non metastatic up vs metastatic
CfaAffx.892.1.S1_at	hypothetical protein LOC609747	LOC609747	0.000764498	1.88538	non metastatic up vs metastatic
CfaAffx.15030.1.S1_at	dynamin binding protein	DNMBP	0.000345838	1.89844	non metastatic up vs metastatic
CfaAffx.3959.1.S1_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subf	SMARCA2	1.39E-05	1.91367	non metastatic up vs metastatic
Cfa.2756.1.S1_at	WD repeat domain 26	WDR26	7.53E-05	1.91391	non metastatic up vs metastatic
CfaAffx.16978.1.S1_s_at	tet oncogene family member 2	TET2	0.000712463	1.91691	non metastatic up vs metastatic
Cfa.8576.1.A1_at	RUN and SH3 domain containing 1	RUSC1	0.000299782	1.91745	non metastatic up vs metastatic
Cfa.19134.1.S1_a_at	fatty acid amide hydrolase	FAAH	0.000256404	1.92503	non metastatic up vs metastatic
CfaAffx.2417.1.S1_s_at	triadin	TRDN	0.000724355	1.92735	non metastatic up vs metastatic
CfaAffx.27133.1.S1_at	similar to nuclear RNA export factor 2	NXF2	5.63E-05	1.92855	non metastatic up vs metastatic
CfaAffx.28811.1.S1_at	protein tyrosine phosphatase, non-receptor type 2	PTPN2	1.43E-05	1.93121	non metastatic up vs metastatic
CfaAffx.3525.1.S1_at	synapsin III	SYN3	0.000107693	1.93444	non metastatic up vs metastatic
CfaAffx.15055.1.S1_at	similar to Zinc finger BED domain containing protein 4	ZBED4	0.00089866	1.94353	non metastatic up vs metastatic
Cfa.10351.1.A1_a_at	golgin B1, golgi integral membrane protein	GOLGB1	0.000224695	1.95663	non metastatic up vs metastatic
CfaAffx.30445.1.S1_at	transcription termination factor, RNA polymerase I	TTF1	0.000757022	1.95724	non metastatic up vs metastatic
Cfa.15579.1.A1_at	zinc finger protein 280C	ZNF280C	0.000996987	1.96525	non metastatic up vs metastatic
Cfa.13699.1.A1_at	WNK lysine deficient protein kinase 1	WNK1	0.000395592	1.96644	non metastatic up vs metastatic
CfaAffx.5753.1.S1_at	FK506 binding protein 15, 133kDa	FKBP15	1.44E-05	1.96706	non metastatic up vs metastatic
Cfa.10577.1.S1_s_at	hect domain and RLD 2	HERC2	0.000271037	1.96844	non metastatic up vs metastatic
CfaAffx.21007.1.S1_at	melanoma inhibitory activity family, member 3	MIA3	0.000173409	1.97263	non metastatic up vs metastatic
Cfa.20330.1.S1_at	galactosidase, beta 1-like	GLB1L	0.000170866	1.98017	non metastatic up vs metastatic
Cfa.11243.1.A1_at	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	GOT1	0.000293506	1.98519	non metastatic up vs metastatic
CfaAffx.7325.1.S1_s_at	UDP-glucose ceramide glucosyltransferase-like 1	UGCGL1	0.00077631	1.98665	non metastatic up vs metastatic
CfaAffx.27477.1.S1_at	TBC1 domain family, member 8B (with GRAM domain)	TBC1D8B	0.000218271	1.99581	non metastatic up vs metastatic
CfaAffx.29399.1.S1_s_at	cyclin L2	CCNL2	1.92E-05	1.99683	non metastatic up vs metastatic
Cfa.1712.1.A1_at	Wolf-Hirschhorn syndrome candidate 1-like 1	WHSC1L1	0.000146041	2.0244	non metastatic up vs metastatic
CfaAffx.15354.1.S1_s_at	hect domain and RLD 3	HERC3	0.000355463	2.04513	non metastatic up vs metastatic
Cfa.15454.1.A1_at	insulin-like growth factor 2 receptor	IGF2R	0.000647023	2.05842	non metastatic up vs metastatic
CfaAffx.14858.1.S1_at	cyclin M1	CNNM1	1.95E-05	2.05885	non metastatic up vs metastatic
Cfa.9459.1.A1_s_at	B-cell CLL/lymphoma 6	BCL6	0.000565264	2.06581	non metastatic up vs metastatic
CfaAffx.17055.1.S1_s_at	suppressor of variegation 4-20 homolog 1 (Drosophila)	SUV420H1	0.000438762	2.0709	non metastatic up vs metastatic
CfaAffx.9443.1.S1_s_at	NIMA (never in mitosis gene a)- related kinase 10	NEK10	0.000959807	2.0719	non metastatic up vs metastatic
Cfa.14257.1.A1_at	coiled-coil domain containing 8	CCDC8	0.000107016	2.07625	non metastatic up vs metastatic
CfaAffx.20214.1.S1_s_at	EPH receptor B3	EPHB3	0.000580204	2.0763	non metastatic up vs metastatic
Cfa.9846.1.A1_x_at	coiled-coil domain containing 55	CCDC55	0.00048705	2.07795	non metastatic up vs metastatic
Cfa.5764.2.S1_s_at	kinesin family member 5A	KIF5A	0.000498112	2.08403	non metastatic up vs metastatic
Cfa.8390.1.S1_a_at	KH domain containing, RNA binding, signal transduction associated 1	KHDRBS1	8.04E-05	2.08617	non metastatic up vs metastatic
Cfa.18382.1.S1_at	TSC22 domain family, member 4	TSC22D4	0.000636731	2.08684	non metastatic up vs metastatic
CfaAffx.8542.1.S1_at	inter-alpha (globulin) inhibitor H2	ITIH2	5.60E-05	2.08939	non metastatic up vs metastatic
CfaAffx.1996.1.S1_at	asparagine-linked glycosylation 12 homolog (S. cerevisiae, alpha-1,6-mannosyltra	ALG12	1.08E-05	2.1066	non metastatic up vs metastatic
CfaAffx.694.1.S1_at	GTF2I repeat domain containing 2	GTF2IRD2	0.000908215	2.11202	non metastatic up vs metastatic
CfaAffx.25307.1.S1_s_at	similar to CG15120-PA	CG15120-PA	0.000791918	2.11637	non metastatic up vs metastatic
