ProbeUID	ProbeName	GeneName	SystematicName	Description	AverageLog	Average P-value
124562	A_68_P30423310	Hdac10	chr15:088954969-088955019	INSIDE	0.921440271	1.21E-10
71181	A_68_P32684303	Esx1	chrX:132469053-132469112	PROMOTER	0.747658325	1.22E-10
216350	A_68_P27956338	Myo1d	chr11:080596601-080596656	PROMOTER	0.851411882	1.26E-10
185229	A_68_P20918822	Ush2a	chr1:189963467-189963526	PROMOTER	0.811369686	1.28E-10
194833	A_68_P23189542	Lrrc42	chr4:106749925-106749984	INSIDE	0.749792347	1.28E-10
234325	A_68_P25100383	Sergef	chr7:046505736-046505795	INSIDE	0.784941256	1.30E-10
219970	A_68_P32681974	Tceal1	chrX:132053478-132053537	PROMOTER	0.76606593	1.34E-10
55983	A_68_P30380528	Polr3h-Csdc2	chr15:081760260-081760316	DIVERGENT_PROMOTER	0.762701247	1.35E-10
68545	A_68_P31253491	Sh3gl1-Chaf1a	chr17:055633435-055633494	DIVERGENT_PROMOTER	0.787114602	1.38E-10
10288	A_68_P27325804	Chpt1	chr10:087932026-087932085	INSIDE	0.770970565	1.38E-10
1957	A_68_P26593998	Usp3	chr9:066391232-066391281	PROMOTER	0.866390192	1.38E-10
76984	A_68_P22591163	Gbp5	chr3:142433399-142433458	PROMOTER	1.107383977	1.39E-10
166045	A_68_P24215216	Slc25a13	chr6:006170247-006170306	PROMOTER	0.747904525	1.40E-10
125940	A_68_P32745103	ORF34	chrX:146683981-146684040	PROMOTER	0.886111647	1.47E-10
82316	A_68_P29659742	Neil2	chr14:062149214-062149271	PROMOTER	0.792031757	1.49E-10
164943	A_68_P22831610	Orc3l	chr4:034799159-034799218	INSIDE	0.787606777	1.51E-10
49140	A_68_P25702256	Spag11	chr8:019159098-019159157	INSIDE	1.090855248	1.52E-10
21801	A_68_P31101415	BC054438	chr17:024807060-024807107	INSIDE	0.773258147	1.53E-10
121344	A_68_P25271583	Rps17	chr7:081221968-081222027	PROMOTER	0.768428378	1.54E-10
52629	A_68_P32670527	Nox1	chrX:129457971-129458030	INSIDE	1.074680265	1.56E-10
106179	A_68_P24402002	Olfr435	chr6:043127849-043127907	PROMOTER	0.811789693	1.57E-10
218934	A_68_P20836774	Olfr1404	chr1:175053824-175053883	DOWNSTREAM	1.066425317	1.61E-10
135612	A_68_P24425112	AI894139	chr6:047885330-047885384	INSIDE	0.76166895	1.64E-10
47596	A_68_P25313850	Tmem126b	chr7:090353967-090354026	PROMOTER	0.829458429	1.65E-10
102477	A_68_P21131541	AI182371	chr2:034924465-034924524	PROMOTER	0.775307906	1.65E-10
97332	A_68_P31677650	Ticam2	chr18:046698591-046698650	INSIDE	0.81204658	1.85E-10
199207	A_68_P23232396	Ptch2	chr4:116594397-116594452	INSIDE	1.504617765	1.94E-10
170306	A_68_P29510426	Nisch	chr14:030032926-030032976	INSIDE	0.937295657	2.00E-10
155771	A_68_P31653319	Sh3rf2	chr18:042180373-042180432	INSIDE	0.827980682	2.03E-10
180095	A_68_P30351113	Rpl8	chr15:076733755-076733810	DOWNSTREAM	0.875000664	2.04E-10
59557	A_68_P30427164	Syt10	chr15:089668981-089669040	INSIDE	0.915535609	2.07E-10
178190	A_68_P31357213	Rasgrp3	chr17:075366681-075366740	PROMOTER	0.829665951	2.10E-10
233859	A_68_P29006981	Gm1574	chr13:046286238-046286297	INSIDE	0.753052806	2.11E-10
134519	A_68_P32027269	Dock8	chr19:025119730-025119788	INSIDE	0.827592182	2.12E-10
232219	A_68_P24890041	Pik3c2g	chr6:139549798-139549857	PROMOTER	0.827120978	2.13E-10
85441	A_68_P20168243	Map4k4	chr1:039840643-039840702	PROMOTER	1.063086299	2.20E-10
191618	A_68_P20558170	Epb4.1l5	chr1:121474158-121474217	INSIDE	0.792555159	2.22E-10
155399	A_68_P30061051	Cdh12	chr15:021055707-021055766	PROMOTER	0.862380471	2.22E-10
197583	A_68_P24269364	St7	chr6:017698061-017698120	PROMOTER	0.880112958	2.28E-10
135798	A_68_P20561102	Steap3	chr1:122095399-122095455	PROMOTER	0.7877515	2.31E-10
89662	A_68_P28864269	Gpr141	chr13:019829629-019829688	INSIDE	0.885678176	2.35E-10
236310	A_68_P25962815	F2rl3	chr8:075654418-075654477	PROMOTER	0.887938743	2.36E-10
65246	A_68_P29230934	Arsb	chr13:094871819-094871878	PROMOTER	0.758345885	2.36E-10
35610	A_68_P25678409	BB014433	chr8:015044855-015044914	INSIDE	0.78673821	2.39E-10
196174	A_68_P22351759	Gpr89	chr3:096992405-096992464	PROMOTER	0.848547031	2.47E-10
89542	A_68_P30955569	Sod1	chr16:090106331-090106390	PROMOTER	0.850599441	2.52E-10
230104	A_68_P23247336	Hivep3	chr4:119308858-119308917	PROMOTER	0.875482002	2.79E-10
28691	A_68_P32463015	Atp2b3	chrX:069750771-069750821	PROMOTER	0.890443399	2.81E-10
84822	A_68_P29144988	Ahrr	chr13:074679481-074679540	INSIDE	0.805031894	2.82E-10
180363	A_68_P26630598	Ccpg1	chr9:072778311-072778370	PROMOTER	0.937998329	2.85E-10
123812	A_68_P28041133	Abi3	chr11:095657874-095657933	INSIDE	0.834455099	2.90E-10
238187	A_68_P29628407	Il17d	chr14:056477718-056477777	PROMOTER	0.864701813	3.15E-10
27356	A_68_P25023769	Ech1	chr7:028532642-028532699	PROMOTER	0.798371073	3.24E-10
73219	A_68_P28635707	Gtf2a1	chr12:091992978-091993037	INSIDE	0.826427358	3.36E-10
198733	A_68_P24154032	Actb	chr5:143176427-143176478	PROMOTER	0.904667424	3.38E-10
229924	A_68_P28832905	Ero1lb	chr13:012620305-012620364	PROMOTER	0.913557972	3.39E-10
157897	A_68_P27452765	Caps2	chr10:111565098-111565157	PROMOTER	0.789327127	3.42E-10
31083	A_68_P23645911	C1qtnf7	chr5:043803080-043803139	PROMOTER	0.785461447	3.51E-10
198630	A_68_P21224241	Arl6ip6	chr2:053016336-053016395	INSIDE	0.839761109	3.52E-10
43004	A_68_P27920030	Olfr411	chr11:074169013-074169072	PROMOTER	0.795173068	3.57E-10
217070	A_68_P26521226	Atm	chr9:053301658-053301717	PROMOTER	0.789282474	3.67E-10
41047	A_68_P32370538	Olfr1322	chrX:046130203-046130262	INSIDE	1.04816775	3.68E-10
121341	A_68_P25366107	Kcne3	chr7:100050803-100050854	PROMOTER	0.751220515	3.69E-10
235973	A_68_P20192797	Ercc5	chr1:044090203-044090261	PROMOTER	0.815626804	3.84E-10
154123	A_68_P21071901	Npdc1	chr2:025223580-025223632	PROMOTER	0.810544275	4.01E-10
213736	A_68_P31936735	Kcnk4	chr19:006996280-006996339	INSIDE	0.859659696	4.02E-10
44526	A_68_P24354182	Slc35b4	chr6:034106128-034106187	INSIDE	0.75513255	4.48E-10
7469	A_68_P26898872	Cnksr3	chr10:003132479-003132538	PROMOTER	0.793176188	4.51E-10
146412	A_68_P24117185	Rhbdd2	chr5:135931731-135931775	DOWNSTREAM	0.973927806	4.93E-10
219078	A_68_P28883030	Hfe	chr13:023718288-023718334	PROMOTER	0.869457016	5.07E-10
50996	A_68_P29904236	Slitrk5	chr14:110553714-110553773	PROMOTER	0.819239485	5.12E-10
186759	A_68_P32669429	Tspan6	chrX:129244560-129244619	INSIDE	0.893169629	5.41E-10
47309	A_68_P30678369	Fbxo40	chr16:036899833-036899888	PROMOTER	0.828973861	5.43E-10
56447	A_68_P26167402	Glg1	chr8:114149366-114149424	PROMOTER	0.82854321	5.54E-10
47215	A_68_P30092462	Ank	chr15:027410871-027410918	PROMOTER	0.754138681	5.58E-10
34532	A_68_P24990779	P42pop	chr7:018149386-018149442	PROMOTER	1.068592302	5.61E-10
149187	A_68_P30137018	Polr2k	chr15:036109074-036109132	PROMOTER	0.851722036	5.62E-10
165176	A_68_P22729525	Rbm35a	chr4:011311267-011311326	INSIDE	0.999477383	5.67E-10
142197	A_68_P22388934	Rsbn1	chr3:104094709-104094768	INSIDE	1.011571436	5.78E-10
153647	A_68_P30142993	Grhl2	chr15:037179560-037179616	INSIDE	1.12617968	6.02E-10
173925	A_68_P28814390	Larp5	chr13:009091678-009091737	PROMOTER	0.925938947	6.16E-10
23020	A_68_P27898191	Cldn7	chr11:069779951-069780010	PROMOTER	0.772612498	6.39E-10
232722	A_68_P29941868	Dnajc3	chr14:118086950-118087008	INSIDE	0.760976169	7.04E-10
24605	A_68_P32090663	Hectd2	chr19:036615190-036615243	PROMOTER	0.858747468	7.40E-10
47642	A_68_P30183883	Kcnv1	chr15:044942416-044942475	INSIDE	0.807052549	7.64E-10
152537	A_68_P32200563	Nrap-Casp7	chr19:056449119-056449178	DIVERGENT_PROMOTER	0.865889385	7.90E-10
189455	A_68_P21001424	Sfmbt2	chr2:010427288-010427347	INSIDE	1.026600159	7.93E-10
29157	A_68_P26351660	Anln	chr9:022140664-022140723	PROMOTER	0.843848672	8.29E-10
40222	A_68_P28122582	Abca9	chr11:109982548-109982607	INSIDE	0.8320728	8.66E-10
52805	A_68_P31678579	Ap3s1	chr18:046870720-046870779	INSIDE	1.457028759	8.77E-10
190450	A_68_P27453278	Kcnc2	chr10:111670894-111670953	PROMOTER	1.034728099	9.07E-10
141890	A_68_P21410135	Olfr1186	chr2:088323196-088323255	PROMOTER	0.838862492	9.11E-10
72407	A_68_P31108423	Tmem8	chr17:025848884-025848931	INSIDE	0.774364588	9.44E-10
149813	A_68_P26497843	Ttc12	chr9:049242476-049242535	PROMOTER	0.941613265	1.04E-09
60104	A_68_P30250688	Rnf139	chr15:058715235-058715294	PROMOTER	0.751608733	1.06E-09
7485	A_68_P28184012	Actg1-Fscn2	chr11:120172538-120172587	DIVERGENT_PROMOTER	0.790219095	1.08E-09
176323	A_68_P20230123	Gdf8	chr1:053003253-053003312	PROMOTER	0.866477865	1.10E-09
26588	A_68_P29600019	Rnase4	chr14:050012001-050012060	PROMOTER	0.811660729	1.13E-09
231072	A_68_P29139996	Aytl2	chr13:073932915-073932974	PROMOTER	0.806405295	1.15E-09
173584	A_68_P24863742	Crebl2	chr6:134790487-134790546	PROMOTER	0.920353607	1.20E-09
228229	A_68_P29952546	Ranbp5	chr14:120042356-120042415	PROMOTER	0.830753672	1.26E-09
226310	A_68_P23966246	Tgfbr3	chr5:107533718-107533777	PROMOTER	0.842793361	1.26E-09
28637	A_68_P25047334	Cebpg	chr7:034768041-034768100	PROMOTER	0.811421631	1.27E-09
99397	A_68_P28118812	Slc16a6	chr11:109292167-109292226	PROMOTER	0.760535022	1.28E-09
83603	A_68_P24389171	Tas2r137	chr6:040417475-040417534	PROMOTER	0.785143969	1.29E-09
13205	A_68_P24398463	Olfr458	chr6:042389334-042389393	DOWNSTREAM	0.756702137	1.40E-09
103416	A_68_P20457745	Neu4	chr1:095846563-095846622	PROMOTER	0.773500265	1.41E-09
206702	A_68_P31208525	Pex6	chr17:046175679-046175738	INSIDE	0.847215478	1.45E-09
169240	A_68_P26268794	Nrp1	chr8:131246622-131246681	INSIDE	0.767991431	1.54E-09
17450	A_68_P22882291	Exosc3	chr4:045342435-045342487	PROMOTER	0.889607154	1.55E-09
80010	A_68_P20353320	Dnpep	chr1:075201421-075201480	PROMOTER	0.806084825	1.55E-09
227058	A_68_P23474527	Grm3	chr5:009731730-009731782	PROMOTER	0.808516436	1.56E-09
236594	A_68_P24275508	Lsm8	chr6:018799232-018799291	INSIDE	0.753699868	1.58E-09
117192	A_68_P29650866	Trim13	chr14:060551997-060552056	PROMOTER	0.809872528	1.68E-09
214631	A_68_P22399848	Adora3	chr3:106029888-106029947	PROMOTER	0.75421824	1.72E-09
81014	A_68_P26742988	Pcolce2	chr9:095449188-095449247	INSIDE	0.890627941	1.73E-09
16689	A_68_P23973586	Fgfrl1	chr5:108931300-108931359	PROMOTER	1.054153043	1.84E-09
62322	A_68_P30742841	Retnlg	chr16:048788521-048788580	PROMOTER	1.100098579	1.85E-09
239445	A_68_P22409632	Gstm6	chr3:108069802-108069857	INSIDE	0.805849301	1.92E-09
38298	A_68_P22552026	Zcd2-Ube2d3	chr3:135370705-135370764	DIVERGENT_PROMOTER	0.762665455	1.95E-09
194291	A_68_P20442001	BC056923	chr1:093195856-093195908	PROMOTER	0.826307841	1.98E-09
3834	A_68_P23155614	Dnajc6	chr4:101048855-101048909	INSIDE	0.95982997	2.02E-09
206112	A_68_P29875601	Rbm26	chr14:104061614-104061673	INSIDE	0.939848701	2.12E-09
171332	A_68_P25810925	Frg1	chr8:042916349-042916408	PROMOTER	0.994981919	2.31E-09
109341	A_68_P30486147	BC035295	chr15:100323627-100323686	PROMOTER	0.834138681	2.33E-09
10951	A_68_P25836695	Mlf1ip	chr8:048050504-048050556	PROMOTER	0.757000694	2.34E-09
122958	A_68_P28883981	Slc17a1	chr13:023877732-023877789	PROMOTER	0.870986611	2.39E-09
198960	A_68_P22422601	Ntng1	chr3:110274803-110274862	PROMOTER	0.96458016	2.50E-09
30927	A_68_P31845724	Pias2	chr18:077270407-077270461	INSIDE	0.904785812	2.66E-09
164544	A_68_P28901883	Dtprp	chr13:027350245-027350304	PROMOTER	0.767584477	2.82E-09
164333	A_68_P27891974	Rpl26	chr11:068712707-068712766	PROMOTER	1.078740015	2.83E-09
117538	A_68_P20849164	Fh1-Kmo	chr1:177464663-177464721	DIVERGENT_PROMOTER	1.085581395	3.10E-09
86160	A_68_P28615066	Ahsa1	chr12:088156219-088156263	INSIDE	0.864633166	3.12E-09
45286	A_68_P20411402	B3gnt7	chr1:088129409-088129468	PROMOTER	0.890054011	3.23E-09
25582	A_68_P21127578	Mapkap1	chr2:034252161-034252220	PROMOTER	0.968256212	3.41E-09
99490	A_68_P32182234	Smndc1	chr19:053441788-053441847	INSIDE	0.923680352	3.51E-09
34833	A_68_P20820937	Uap1	chr1:172013153-172013203	PROMOTER	0.925660179	3.63E-09
239027	A_68_P32039556	Vldlr	chr19:027279538-027279595	PROMOTER	0.884704014	4.17E-09
143002	A_68_P32675855	Tceal6	chrX:130557491-130557550	PROMOTER	0.863372549	4.45E-09
232868	A_68_P24168919	Gpr12	chr5:146897151-146897204	PROMOTER	0.779816707	4.62E-09
34403	A_68_P28469877	Sip1	chr12:059932989-059933048	INSIDE	0.750336779	5.07E-09
119024	A_68_P30363976	Galr3	chr15:078866415-078866459	PROMOTER	0.871634881	5.07E-09
140472	A_68_P20439610	Rab17	chr1:092803619-092803674	PROMOTER	0.811761095	5.09E-09
8548	A_68_P26467012	Tmem24-Dpagt1	chr9:044076939-044076988	DIVERGENT_PROMOTER	0.802168977	5.13E-09
198818	A_68_P27965950	Tmem132e	chr11:082207339-082207398	INSIDE	0.916693323	5.17E-09
40943	A_68_P24265227	Tes	chr6:017013853-017013912	PROMOTER	0.937751108	5.50E-09
187641	A_68_P22152023	Sohlh2	chr3:055271269-055271328	INSIDE	0.75581934	5.57E-09
110133	A_68_P25511154	Bag3	chr7:128313809-128313868	PROMOTER	1.026754385	5.58E-09
167292	A_68_P31351698	Yipf4	chr17:074396731-074396790	INSIDE	0.748931766	5.59E-09
101295	A_68_P24811546	Clec4a2	chr6:123090797-123090856	INSIDE	0.834034793	6.08E-09
202948	A_68_P26476656	Pcsk7	chr9:045656561-045656620	PROMOTER	1.014860269	6.10E-09
88725	A_68_P23176942	Ppap2b	chr4:104650334-104650390	PROMOTER	0.754737685	6.19E-09
35361	A_68_P23541903	Tmub1	chr5:023956467-023956526	INSIDE	0.748874472	6.38E-09
137295	A_68_P25798758	Tusc3	chr8:040476170-040476229	INSIDE	0.761241122	6.53E-09
183795	A_68_P31193422	Clic5	chr17:043647636-043647695	PROMOTER	1.132441889	7.91E-09
85655	A_68_P27558553	Mtmr3	chr11:004496704-004496759	PROMOTER	0.895646959	8.25E-09
77156	A_68_P31676059	Pggt1b	chr18:046406760-046406819	PROMOTER	1.180690302	8.54E-09
139641	A_68_P23523147	Phtf2	chr5:020392932-020392991	INSIDE	0.84240657	8.57E-09
77780	A_68_P31210120	Ubr2	chr17:046473062-046473121	INSIDE	0.788845576	8.62E-09
201428	A_68_P26478709	Apoc3-Apoa4	chr9:045988283-045988342	DIVERGENT_PROMOTER	1.030107513	8.70E-09
112642	A_68_P29420245	Olfr31	chr14:013120865-013120924	PROMOTER	0.895660065	8.81E-09
94782	A_68_P31103121	Tpsab1	chr17:025071827-025071885	INSIDE	1.373513691	9.17E-09
76092	A_68_P32319264	Pgrmc1	chrX:033029081-033029136	PROMOTER	0.870005026	9.18E-09
37134	A_68_P24613535	Gfpt1	chr6:087009830-087009889	INSIDE	0.825026125	9.42E-09
216881	A_68_P31933633	Ehd1	chr19:006276617-006276665	PROMOTER	0.857649597	9.49E-09
190037	A_68_P27893929	Gucy2e	chr11:069057647-069057706	PROMOTER	0.820700315	9.69E-09
219110	A_68_P28593199	Wdr21	chr12:084414330-084414383	PROMOTER	0.808959316	9.82E-09
142413	A_68_P22460920	Dpyd	chr3:118550548-118550607	PROMOTER	1.111157909	9.99E-09
84868	A_68_P22373295	Ptgfrn	chr3:101242520-101242579	PROMOTER	0.796239962	1.03E-08
104078	A_68_P23796139	Fryl	chr5:073449385-073449443	PROMOTER	1.239105063	1.04E-08
30781	A_68_P20449366	Ndufa10	chr1:094307998-094308057	PROMOTER	0.869036014	1.07E-08
20891	A_68_P21221455	Stam2	chr2:052567580-052567639	PROMOTER	0.850765527	1.07E-08
240056	A_68_P20946950	Syt14	chr1:194741452-194741511	PROMOTER	1.155434943	1.08E-08
189328	A_68_P31102463	Gnptg	chr17:024963525-024963577	INSIDE	0.846818133	1.14E-08
39486	A_68_P21332459	Chrna1	chr2:073381334-073381393	PROMOTER	0.781357063	1.23E-08
189507	A_68_P32176240	Ins1	chr19:052316112-052316171	PROMOTER	0.892531176	1.33E-08
195637	A_68_P20036894	Sulf1	chr1:012698664-012698723	PROMOTER	0.760541379	1.39E-08
19216	A_68_P28063006	Krt40	chr11:099358640-099358699	INSIDE	0.766408563	1.53E-08
151614	A_68_P23351071	Akr7a5	chr4:138587421-138587480	INSIDE	0.788636113	1.64E-08
239434	A_68_P31932529	Tm7sf2	chr19:006070412-006070462	PROMOTER	0.985594168	1.76E-08
51922	A_68_P28301685	Rnf144	chr12:027001965-027002024	PROMOTER	1.026920115	1.79E-08
92870	A_68_P29020463	AW456874	chr13:048636193-048636247	INSIDE	0.78803277	1.86E-08
140205	A_68_P25272398	BC048679	chr7:081370920-081370967	INSIDE	0.837768714	1.87E-08
39725	A_68_P29596696	Olfr730	chr14:049108998-049109056	INSIDE	0.791411379	2.02E-08
148482	A_68_P26398432	Zbtb44	chr9:030817938-030817997	INSIDE	0.946540834	2.33E-08
46653	A_68_P32458868	Gabra3	chrX:068912214-068912273	PROMOTER	0.749964637	2.34E-08
12804	A_68_P24942886	Tera	chr6:148901595-148901650	INSIDE	0.918360582	2.36E-08
88616	A_68_P25829983	BC035537	chr8:046878817-046878876	INSIDE	0.76679738	2.51E-08
69954	A_68_P26816159	Prkar2a	chr9:108547826-108547885	PROMOTER	0.806120828	2.59E-08
139194	A_68_P21040949	BC061194	chr2:018614408-018614467	PROMOTER	1.016519438	2.64E-08
118329	A_68_P31781195	Malt1	chr18:065551065-065551124	PROMOTER	0.819637698	2.68E-08
130097	A_68_P20186975	Tgfbrap1	chr1:043041633-043041692	INSIDE	0.758554416	2.80E-08
219535	A_68_P25591639	Tollip	chr7:141714095-141714154	PROMOTER	0.753027557	2.93E-08
33726	A_68_P23868407	Sult1d1	chr5:088641064-088641123	INSIDE	1.008656644	2.97E-08
181842	A_68_P24222137	Asns	chr6:007643599-007643658	PROMOTER	0.908445262	3.02E-08
189	A_68_P31168471	Olfr105	chr17:036989033-036989089	PROMOTER	0.783537374	3.10E-08
134463	A_68_P31083691	V1re6	chr17:020434819-020434878	PROMOTER	1.051917449	4.05E-08
173330	A_68_P28963692	Slc35b3	chr13:038967235-038967294	INSIDE	0.870814003	4.08E-08
82326	A_68_P26013524	Tbc1d9	chr8:086056738-086056797	INSIDE	0.998292447	4.19E-08
203906	A_68_P31755234	Cdx1-Pdgfrb	chr18:061165403-061165457	DIVERGENT_PROMOTER	1.055231531	4.23E-08
46044	A_68_P25095748	Tmem143	chr7:045769072-045769131	INSIDE	0.917547558	4.28E-08
43709	A_68_P20830822	Ncstn	chr1:173915783-173915842	INSIDE	0.994803606	4.28E-08
3905	A_68_P23226789	Dmbx1	chr4:115435778-115435835	INSIDE	1.177992896	4.45E-08
142829	A_68_P32710921	Ammecr1	chrX:138217501-138217560	PROMOTER	1.014096773	4.84E-08
112503	A_68_P32682227	BC065397	chrX:132092214-132092273	DOWNSTREAM	0.79922561	4.87E-08
119440	A_68_P25542022	Mmp21	chr7:133520472-133520531	PROMOTER	0.786711374	5.02E-08
51073	A_68_P24467538	Crhr2	chr6:055067185-055067234	PROMOTER	0.907001896	5.11E-08
109422	A_68_P24840150	Klrb1a	chr6:128593352-128593411	PROMOTER	0.914850149	5.14E-08
88594	A_68_P23059258	Zdhhc21	chr4:082335098-082335157	PROMOTER	0.913643877	5.39E-08
78562	A_68_P31920106	Aldh3b1	chr19:003928894-003928938	INSIDE	0.878307349	5.70E-08
6611	A_68_P28555613	Spnb1	chr12:077627128-077627184	INSIDE	0.869300417	5.90E-08
198192	A_68_P22331237	Sprr2i	chr3:092488545-092488604	PROMOTER	0.859227216	5.97E-08
239822	A_68_P27708850	Rars	chr11:035676472-035676531	INSIDE	0.829550999	6.01E-08
92663	A_68_P21103126	Ppp2r4	chr2:030241622-030241681	INSIDE	0.838122222	6.09E-08
134698	A_68_P26700790	Mod1	chr9:086494112-086494171	PROMOTER	1.097527605	6.18E-08
51933	A_68_P25389540	Dub1a	chr7:104713845-104713904	DOWNSTREAM	0.808722575	6.23E-08
99391	A_68_P23803981	Fip1l1	chr5:074818866-074818925	INSIDE	0.842656765	6.46E-08
215295	A_68_P21116128	Dpm2	chr2:032393979-032394038	INSIDE	0.849097229	6.77E-08
154432	A_68_P25025805	Psmd8	chr7:028889428-028889474	PROMOTER	0.883949061	6.80E-08
41963	A_68_P29025857	Aspn	chr13:049554812-049554871	PROMOTER	0.999819888	7.05E-08
237632	A_68_P22972938	Tnfsf8	chr4:063349574-063349633	PROMOTER	0.850884427	7.29E-08
6492	A_68_P20935088	Rps6kc1	chr1:192611477-192611536	INSIDE	0.803371363	7.47E-08
187385	A_68_P25260035	Abhd2	chr7:079143810-079143859	PROMOTER	0.793214782	7.60E-08
222393	A_68_P29503295	Chdh	chr14:028848045-028848100	PROMOTER	0.757353603	7.63E-08
148461	A_68_P31964162	Olfr1466	chr19:013407196-013407255	PROMOTER	0.801361243	7.98E-08
18491	A_68_P29215852	Rps23	chr13:091399386-091399445	DOWNSTREAM	0.84084841	8.38E-08
113039	A_68_P27469172	Tmem19	chr10:114769173-114769230	PROMOTER	0.786277797	8.43E-08
50748	A_68_P25842955	Ing2	chr8:049174693-049174742	PROMOTER	0.768722999	8.71E-08
109244	A_68_P25471471	Cdr2	chr7:120775129-120775188	PROMOTER	1.074425199	9.12E-08
205988	A_68_P25259331	Hapln3	chr7:079006123-079006169	PROMOTER	0.82617335	9.20E-08
147114	A_68_P20421164	Usp40	chr1:089837313-089837372	INSIDE	0.752203062	9.48E-08
1220	A_68_P24398556	Olfr457	chr6:042402205-042402264	PROMOTER	0.777774658	9.68E-08
185869	A_68_P27010251	Enpp1	chr10:024403681-024403740	PROMOTER	1.031106093	9.70E-08
127275	A_68_P20240121	Coq10b	chr1:054992792-054992851	PROMOTER	0.774288121	9.75E-08
77817	A_68_P32559465	Dgat2l4	chrX:096620034-096620090	PROMOTER	0.771031637	9.93E-08
166359	A_68_P30780909	Abi3bp	chr16:056398181-056398239	PROMOTER	0.764031144	1.02E-07
93619	A_68_P23470073	Abcb4	chr5:008899514-008899567	PROMOTER	0.766545806	1.02E-07
95430	A_68_P26432409	Olfr875	chr9:037521888-037521947	PROMOTER	0.863073015	1.05E-07
77044	A_68_P28167172	Tmc6	chr11:117596676-117596731	PROMOTER	0.966250595	1.09E-07
202954	A_68_P31382207	Dhx57	chr17:080200018-080200074	PROMOTER	0.761973757	1.09E-07
82089	A_68_P32365828	Gpr119	chrX:044917004-044917063	INSIDE	0.764572409	1.12E-07
160790	A_68_P28697291	Otub2	chr12:103791498-103791551	INSIDE	1.024885416	1.14E-07
68000	A_68_P27996141	Bzrap1	chr11:087593233-087593283	PROMOTER	0.986584865	1.16E-07
14971	A_68_P23883547	Afm	chr5:091593986-091594045	PROMOTER	0.769986304	1.17E-07
63603	A_68_P24875247	Arhgdib	chr6:136889130-136889189	INSIDE	0.822285031	1.18E-07
98145	A_68_P29599129	Osgep	chr14:049841522-049841581	INSIDE	0.809333769	1.22E-07
179320	A_68_P21042859	Pip5k2a	chr2:018914195-018914254	INSIDE	0.764005218	1.25E-07
147594	A_68_P29937497	Sox21	chr14:117121498-117121557	PROMOTER	0.825366788	1.25E-07
40967	A_68_P20956480	Plxna2	chr1:196321822-196321881	INSIDE	0.812438149	1.31E-07
68304	A_68_P23297736	Txlna	chr4:129141056-129141111	INSIDE	0.888574238	1.33E-07
164160	A_68_P22788550	Gpr63	chr4:025065291-025065347	INSIDE	0.968311591	1.33E-07
143476	A_68_P23869637	Csn1s2b	chr5:088885145-088885204	INSIDE	0.886785723	1.34E-07
158118	A_68_P28901677	Prlpb	chr13:027317440-027317499	PROMOTER	0.769269846	1.42E-07
98090	A_68_P24569766	Pap	chr6:078296381-078296440	PROMOTER	0.772267527	1.46E-07
17624	A_68_P30486842	BC004728	chr15:100466109-100466156	PROMOTER	0.932620934	1.47E-07
84117	A_68_P31167790	Olfr94	chr17:036805572-036805617	INSIDE	1.029515638	1.50E-07
180334	A_68_P28581719	Med6	chr12:082517723-082517782	PROMOTER	0.921816238	1.52E-07
30291	A_68_P27782292	Olfr1393	chr11:049121323-049121382	PROMOTER	0.839992609	1.59E-07
108637	A_68_P23854781	Epha5	chr5:085490022-085490074	INSIDE	0.844766383	1.72E-07
198991	A_68_P26248368	Exoc8	chr8:127788884-127788938	PROMOTER	0.77884853	1.78E-07
67889	A_68_P30625126	Uts2d	chr16:027287993-027288050	PROMOTER	0.890543525	1.89E-07
226624	A_68_P24903957	BC027061	chr6:142304018-142304077	INSIDE	0.749080684	1.94E-07
181296	A_68_P21575392	Capn3	chr2:120153332-120153391	PROMOTER	0.78478239	2.03E-07
10847	A_68_P21579933	Trp53bp1	chr2:120968232-120968284	PROMOTER	0.756019986	2.04E-07
45860	A_68_P30721010	Ccdc52	chr16:044262447-044262506	PROMOTER	0.77529861	2.13E-07
7721	A_68_P24538869	Ptcd3	chr6:071834868-071834927	INSIDE	0.761026687	2.20E-07
234622	A_68_P26587463	Rasl12	chr9:065195743-065195801	PROMOTER	0.796700837	2.22E-07
169303	A_68_P26492125	Rbm7	chr9:048245497-048245556	INSIDE	0.827429719	2.38E-07
223670	A_68_P30008960	Prlr	chr15:010120344-010120393	PROMOTER	0.788740015	2.42E-07
94662	A_68_P21866734	Bmp7	chr2:172586477-172586535	PROMOTER	0.931682249	2.43E-07
51704	A_68_P29618391	Pck2	chr14:054496126-054496185	INSIDE	0.830296652	2.43E-07
179470	A_68_P21633720	Cenpb-Cdc25b	chr2:130876336-130876394	DIVERGENT_PROMOTER	0.753956378	2.44E-07
89848	A_68_P20348191	Slc11a1	chr1:074306191-074306244	PROMOTER	1.001712972	2.45E-07
114778	A_68_P27882252	Myh8	chr11:067094255-067094306	INSIDE	1.083804095	2.50E-07
22856	A_68_P20597377	Rab3gap1	chr1:129691532-129691591	PROMOTER	0.76197706	2.60E-07
202330	A_68_P31229029	Plcl2	chr17:049975837-049975896	INSIDE	0.811854232	2.77E-07
135407	A_68_P24063303	Ccdc92	chr5:125155599-125155658	PROMOTER	0.7983977	2.84E-07
