Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
1569494_at	Homo sapiens, clone IMAGE:5170504, mRNA	---	---	+1.84037530124975	0.011705339	+2.35381347443754	0.000406077
1569664_at	Homo sapiens, clone IMAGE:5519764, mRNA	---	---	+1.79005014185595	0.243822715	+5.16941132254997	4.0772E-05
1569681_at	CDNA clone IMAGE:5209417	---	---	+2.14354692507259	0.037531554	+3.85037777240701	0.009080927
1569923_s_at	hypothetical protein LOC285708	LOC285708	chr5q21.2	+1.07922823650443	0.731780975	+6.25495714502875	0.003530386
1570020_at	acetoacetyl-CoA synthetase-like	AACSL	chr5q35.3	+2.0491136460656	0.024878454	+9.51365692002178	5.54599E-05
1570098_at	Homo sapiens, clone IMAGE:3933453, mRNA	---	---	+1.11728713807222	0.211961155	+2.34566989846376	0.001689017
1570397_x_at	family with sequence similarity 66, member C	FAM66C	chr12p13.31	+1.43395524801583	0.025916373	+2.14354692507259	0.004749754
1570422_at	syntrophin, gamma 2	SNTG2	chr2p25.3	+1.63580411711556	0.010791551	+2.15845647300885	0.000760485
200000_s_at	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	PRPF8	chr17p13.3	+1.09809281378705	0.631134662	+2.08493152168224	0.008213658
200023_s_at	eukaryotic translation initiation factor 3, subunit F	EIF3F	chr11p15.4	+1.3240889103954	0.655926882	+2.36198532285906	0.003944891
200036_s_at	ribosomal protein L10a	RPL10A	chr6p21.3-p21.2	+1.59107296750984	0.01470036	+2.39495740923786	0.0008547
200044_at	splicing factor, arginine/serine-rich 9	SFRS9	chr12q24.31	+1.38031735339663	0.023464068	+2.1361308160957	0.001065862
200052_s_at	interleukin enhancer binding factor 2, 45kDa	ILF2	chr1q21.3	+1.30585978708892	0.090249527	+2.73208051350879	0.00069973
200082_s_at	ribosomal protein S7 /// similar to 40S ribosomal protein S7 (S8)	LOC644315 /// RPS7	chr17q21.32 /// chr2p25	+1.33792755478611	0.141766949	+2.9485384345822	0.001458858
200083_at	ubiquitin specific peptidase 22	USP22	chr17p11.2	+1.29235283063749	0.274386548	+2.59367910930202	0.000754491
200651_at	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	GNB2L1	chr5q35.3	+1.50524674741107	0.045906211	+2.14354692507259	0.003992585
200750_s_at	RAN, member RAS oncogene family	RAN	chr12q24.3	+1.16070391438372	0.155242699	+2.32140782876744	0.000161745
200790_at	ornithine decarboxylase 1	ODC1	chr2p25	+1.52625920896056	0.04333068	+3.6553258009176	0.000464134
200831_s_at	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	chr10q23-q24	+1.03885910329766	0.316229202	+3.60500185044332	0.000195913
200910_at	chaperonin containing TCP1, subunit 3 (gamma)	CCT3	chr1q23	+1.10573065332027	0.41691144	+2.06336635860272	0.002176445
200932_s_at	dynactin 2 (p50)	DCTN2	chr12q13.2-q13.3	+1.14076371586842	0.212673588	+2.41998817843859	0.001020313
200951_s_at	cyclin D2	CCND2	chr12p13	+1.63580411711556	0.082162045	+3.77113814367296	0.001214465
200952_s_at	cyclin D2	CCND2	chr12p13	+2.78948733270081	0.023360847	+3.9176811903477	0.000327683
200953_s_at	cyclin D2	CCND2	chr12p13	+2.54030196507758	0.015866872	+3.54307007640944	0.001108661
200956_s_at	structure specific recognition protein 1	SSRP1	chr11q12	+1.1328838852958	0.421285603	+2.1361308160957	8.77279E-05
200957_s_at	structure specific recognition protein 1	SSRP1	chr11q12	+1.20580782769076	0.175912138	+2.32140782876744	0.000117915
200990_at	tripartite motif-containing 28	TRIM28	chr19q13.4	+1.05336103595484	0.964997956	+2.1361308160957	0.0073349
200998_s_at	cytoskeleton-associated protein 4	CKAP4	chr12q23.3	+1.31950791077289	0.296900137	+2.56685179512581	0.001987897
200999_s_at	cytoskeleton-associated protein 4	CKAP4	chr12q23.3	+1.3707828049797	0.206639075	+2.5227548176625	0.00064996
201014_s_at	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	PAICS	chr4q12	+1.45902034424018	0.032153	+2.47083727425386	1.63608E-05
201033_x_at	ribosomal protein, large, P0	RPLP0	chr12q24.2	+1.44894215455488	0.097956971	+2.77983643968467	0.001107038
201043_s_at	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A	chr15q22.3-q23	+1.27015098253879	0.287896374	+2.05622765331213	0.009769126
201064_s_at	poly(A) binding protein, cytoplasmic 4 (inducible form)	PABPC4	chr1p32-p36	+1.01395947979003	0.953269719	+2.23457427614444	0.002855707
201072_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	chr3p23-p21	+1.26137740883125	0.03723141	+2.39495740923786	0.000265012
201073_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	chr3p23-p21	+1.16473358646846	0.070453077	+2.56685179512581	0.003096541
201090_x_at	tubulin, alpha 1b	TUBA1B	chr12q13.12	+1.43893358001082	0.314989873	+2.58470566127498	0.007804425
201115_at	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	POLD2	chr7p13	+1.06437018245336	0.417138557	+2.61171957417784	0.009191863
201160_s_at	cold shock domain protein A	CSDA	chr12p13.1	+1.27898558127743	0.342527187	+3.0314331330208	0.000270708
201313_at	enolase 2 (gamma, neuronal)	ENO2	chr12p13	+1.70526978353591	0.081044387	+6.49801917084988	2.6874E-05
201387_s_at	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	UCHL1	chr4p14	+1.15268634679886	0.657947302	+4.14105969536551	0.004169555
201488_x_at	KH domain containing, RNA binding, signal transduction associated 1	KHDRBS1	chr1p32	+1.21419488439505	0.114264999	+2.25792880961226	0.001231989
201528_at	replication protein A1, 70kDa	RPA1	chr17p13.3	+2.2657677705916	0.023275298	+2.08493152168224	0.006568941
201555_at	minichromosome maintenance complex component 3	MCM3	chr6p12	+1.14076371586842	0.360818973	+2.89788430910976	0.000135598
201577_at	non-metastatic cells 1, protein (NM23A) expressed in	NME1	chr17q21.3	+1.36604025675439	0.073717972	+3.43426174575101	2.33294E-05
201600_at	prohibitin 2	PHB2	chr12p13	+1.47938750924884	0.039313057	+3.42238010273041	0.000479158
201727_s_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	ELAVL1	chr19p13.2	+1.14472416059868	0.314081492	+2.12874036490672	0.006135821
201770_at	small nuclear ribonucleoprotein polypeptide A	SNRPA	chr19q13.1	+1.34723357686569	0.157417128	+2.54912125463852	0.004311648
201774_s_at	non-SMC condensin I complex, subunit D2	NCAPD2	chr12p13.3	+1.18920711500272	0.253665118	+3.79736848380207	3.01454E-06
201892_s_at	IMP (inosine monophosphate) dehydrogenase 2	IMPDH2	chr3p21.2	+1.42405019559707	0.047676193	+2.70382166605625	0.000134959
201897_s_at	CDC28 protein kinase regulatory subunit 1B	CKS1B	chr1q21.2	+1.62450479271247	0.058536337	+2.61171957417783	0.000206163
201939_at	polo-like kinase 2 (Drosophila)	PLK2	chr5q12.1-q13.2	+1.29235283063749	0.601793653	+2.20381023175322	0.000325819
202107_s_at	minichromosome maintenance complex component 2	MCM2	chr3q21	+1.27456062731926	0.098302488	+7.33603234563737	2.93994E-07
202167_s_at	MMS19 nucleotide excision repair homolog (S. cerevisiae)	MMS19	chr10q24-q25	+1.08297504552592	0.771555927	+2.62988552041014	0.002088904
202191_s_at	growth arrest-specific 7	GAS7	chr17p13.1	+1.52097875324101	0.087938587	+2.82842712474619	0.000122095
202199_s_at	SFRS protein kinase 1	SRPK1	chr6p21.3-p21.2	+1.14076371586842	0.394450485	+2.4032720990537	0.002887387
202235_at	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	SLC16A1	chr1p12	+1.9251888862035	0.037376572	+3.94493081797344	0.004049674
202246_s_at	cyclin-dependent kinase 4	CDK4	chr12q14	+1.14869835499704	0.682112701	+3.98616105131147	3.5036E-05
202279_at	chromosome 14 open reading frame 2	C14orf2	chr14q32.33	+1.89211529345119	0.027327272	+2.41998817843858	0.009847466
202326_at	euchromatic histone-lysine N-methyltransferase 2	EHMT2	chr6p21.31	+1.15268634679886	0.129134593	+2.70382166605625	0.00335818
202345_s_at	fatty acid binding protein 5 (psoriasis-associated) /// fatty acid binding protein 5-like 7 /// fatty acid binding protein 5-like 2	FABP5 /// FABP5L2 /// FABP5L7	chr11q12.1 /// chr13q14.3 /// chr8q21.13	+1.07549439045738	0.302208944	+2.98969849726988	0.000179334
202397_at	nuclear transport factor 2	NUTF2	chr16q22.1	+1.30585978708892	0.172798544	+2.18101546533052	0.001905543
202478_at	tribbles homolog 2 (Drosophila)	TRIB2	chr2p25.1-p24.3	+1.13681697323601	0.213042347	+2.41998817843859	0.004216426
202479_s_at	tribbles homolog 2 (Drosophila)	TRIB2	chr2p25.1-p24.3	+1.18509277094158	0.37223563	+2.90794503464062	0.000851657
202483_s_at	RAN binding protein 1	RANBP1	chr22q11.21	+1.16070391438372	0.267454304	+3.04195750648202	0.000537189
202533_s_at	dihydrofolate reductase /// similar to Dihydrofolate reductase	DHFR /// LOC643509	chr18q11.2 /// chr5q11.2-q13.2	+1.33792755478611	0.062581733	+2.41161565538152	0.001885248
202575_at	cellular retinoic acid binding protein 2	CRABP2	chr1q21.3	+1.97931331283041	0.012493539	+13.0864329369245	1.13012E-06
202580_x_at	forkhead box M1	FOXM1	chr12p13	+1.38991821984234	0.054970506	+5.5404378724437	4.50213E-08
202613_at	CTP synthase	CTPS	chr1p34.1	+1.19747870461893	0.170602197	+2.41161565538152	0.001296336
202669_s_at	ephrin-B2	EFNB2	chr13q33	+1.02811382665607	0.558234967	+2.11403608112276	0.001870893
202689_at	RNA binding motif protein 15B	RBM15B	chr3p21.2	+1.05701804056138	0.753345302	+2.00694349701901	0.006066722
202774_s_at	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	SFRS8	chr12q24.33	+1.14869835499704	0.285167906	+2.20381023175322	5.86828E-05
202806_at	drebrin 1	DBN1	chr5q35.3	+1.65290063630842	0.074769824	+5.16941132254997	4.74752E-05
202870_s_at	cell division cycle 20 homolog (S. cerevisiae)	CDC20	chr1p34.1	+1.59107296750984	0.022613795	+4.43827788827138	4.46737E-06
202876_s_at	pre-B-cell leukemia homeobox 2	PBX2	chr6p21.3	+1.16473358646846	0.406775863	+2.4032720990537	0.004693738
202925_s_at	pleiomorphic adenoma gene-like 2	PLAGL2	chr20q11.21	+1.21841026367519	0.46816368	+2.01391110011344	0.005026011
202926_at	neuroblastoma-amplified protein	NAG	chr2p24	+1.4896774631227	0.100668676	+2.48802330659694	0.003636341
202969_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	DYRK2	chr12q15	+1.7111900513652	0.119737416	+3.38698124945011	3.87854E-05
202970_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	DYRK2	chr12q15	+1.34723357686569	0.034217574	+2.53151318794056	5.51693E-05
202971_s_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	DYRK2	chr12q15	+1.50003898928582	0.02979434	+3.63007662126864	5.68307E-06
203022_at	ribonuclease H2, subunit A	RNASEH2A	chr19p13.13	+1.32868581409651	0.039350543	+4.42292261328107	3.1463E-06
203082_at	BMS1 homolog, ribosome assembly protein (yeast)	BMS1	chr10q11.21	+1.0034717485095	0.524396225	+2	0.001732528
203120_at	tumor protein p53 binding protein, 2	TP53BP2	chr1q42.1	+1.34723357686569	0.056387476	+2.09216987958506	9.23413E-05
203129_s_at	kinesin family member 5C	KIF5C	chr2q23.1	+1.2834258975629	0.270239173	+2.67585510957222	1.56896E-05
203210_s_at	replication factor C (activator 1) 5, 36.5kDa	RFC5	chr12q24.2-q24.3	+1.12505848468881	0.769387511	+2.38667148606344	0.000944729
203214_x_at	cell division cycle 2, G1 to S and G2 to M	CDC2	chr10q21.1	+1.3995858655952	0.076910783	+4.72397064571812	1.54268E-07
203221_at	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1	chr9q21.32	+2.33755449712249	0.036964241	+2.31337636781058	0.008748549
203297_s_at	jumonji, AT rich interactive domain 2	JARID2	chr6p24-p23	+1.3707828049797	0.026010602	+2.9690471412581	1.20845E-05
203348_s_at	ets variant gene 5 (ets-related molecule)	ETV5	chr3q28	+1.30134185544193	0.202060356	+2.61171957417783	0.000417546
203413_at	NEL-like 2 (chicken)	NELL2	chr12q13.11-q13.12	+2.03495938420537	0.01677621	+43.5620517279831	9.25856E-08
203417_at	microfibrillar-associated protein 2	MFAP2	chr1p36.1-p35	+1.02101212570719	0.903761103	+6.34227309288227	0.000187977
203423_at	retinol binding protein 1, cellular	RBP1	chr3q23	+1.34257250278026	0.634200833	+4.53153554118319	0.00265952
203441_s_at	cadherin 2, type 1, N-cadherin (neuronal)	CDH2	chr18q11.2	+1.18920711500272	0.263608221	+2.69446715373138	0.002105649
203563_at	actin filament associated protein 1	AFAP1	chr4p16	+1.18099266142953	0.144806578	+2.15098878091476	1.02279E-05
203564_at	Fanconi anemia, complementation group G	FANCG	chr9p13	+1.35191083302813	0.050544095	+3.34035167771348	1.14036E-05
203604_at	zinc finger protein 516	ZNF516	chr18q23	+1.13681697323601	0.41237014	+3.42238010273041	9.08308E-08
203616_at	polymerase (DNA directed), beta	POLB	chr8p11.2	+1.4742692172911	0.038574574	+2.21146130664054	0.00271646
203619_s_at	Fas apoptotic inhibitory molecule 2	FAIM2	chr12q13	+1.13681697323601	0.365841813	+10.1260527517622	9.24734E-05
203626_s_at	S-phase kinase-associated protein 2 (p45)	SKP2	chr5p13	+1.26137740883125	0.016867518	+3.3987399965546	8.64932E-07
203637_s_at	midline 1 (Opitz/BBB syndrome)	MID1	chrXp22	+1.31494276020507	0.076556489	+2.01391110011344	8.32468E-05
203655_at	X-ray repair complementing defective repair in Chinese hamster cells 1	XRCC1	chr19q13.2	+1.00695555005672	0.823422693	+2.41998817843859	0.004582588
203703_s_at	---	---	---	+1.16070391438372	0.312762626	+2.76063470679326	0.000577164
203795_s_at	B-cell CLL/lymphoma 7A	BCL7A	chr12q24.13	+1.46916863327831	0.052227446	+2.90794503464062	0.0018982
203825_at	bromodomain containing 3	BRD3	chr9q34	+1.01395947979003	0.563295222	+2.03495938420537	0.006432645
203832_at	small nuclear ribonucleoprotein polypeptide F	SNRPF	chr12q22	+1.28788162950983	0.352680139	+3.931282394181	0.000146157
203849_s_at	kinesin family member 1A	KIF1A	chr2q37.3	+1.20999408921929	0.291583961	+7.6211039843515	0.000510184
203889_at	secretogranin V (7B2 protein)	SCG5	chr15q13-q14	+4.70762694887507	0.020332078	+11.1966869247616	0.002222988
203895_at	phospholipase C, beta 4	PLCB4	chr20p12	+1.76540599258131	0.023927122	+4.64281565753488	5.48659E-05
203975_s_at	chromatin assembly factor 1, subunit A (p150)	CHAF1A	chr19p13.3	+1.01747969210269	0.456546312	+2.25792880961226	0.001122754
204011_at	sprouty homolog 2 (Drosophila)	SPRY2	chr13q31.1	+1.01045144648676	0.773498145	+2.37018554188316	6.14055E-06
204030_s_at	schwannomin interacting protein 1	SCHIP1	chr3q25.33	+2.79917173119039	0.018363535	+5.42641730979068	0.004189208
204031_s_at	poly(rC) binding protein 2	PCBP2	chr12q13.12-q13.13	+1.3240889103954	0.092314489	+2.37841423000544	0.001731862
204033_at	thyroid hormone receptor interactor 13	TRIP13	chr5p15.33	+1.2268849772538	0.28569665	+4.04180578594705	0.000281843
204042_at	WAS protein family, member 3	WASF3	chr13q12	+1.97931331283041	0.012083022	+7.80825408620979	2.39919E-07
204052_s_at	secreted frizzled-related protein 4	SFRP4	chr7p14.1	+1.17690673721877	0.576919961	+5.045509635325	0.000111622
204082_at	pre-B-cell leukemia homeobox 3	PBX3	chr9q33-q34	+1.82133966718396	0.022106593	+2.35381347443753	0.001465768
204086_at	preferentially expressed antigen in melanoma	PRAME	chr22q11.22	+1.26575659397028	0.233975022	+30.8030221792561	2.02569E-06
204126_s_at	CDC45 cell division cycle 45-like (S. cerevisiae)	CDC45L	chr22q11.21	+1.08673486252606	0.428349918	+2.35381347443754	0.000479376
204173_at	myosin, light chain 6B, alkali, smooth muscle and non-muscle	MYL6B	chr12q13.13	+1.26575659397028	0.249770844	+4.05583791916011	0.000140507
204179_at	myoglobin	MB	chr22q13.1	+1.20163604952685	0.555040093	+4.74037108376633	9.29652E-06
204239_s_at	neuronatin	NNAT	chr20q11.2-q12	+1.17283494923188	0.057098985	+17.5694850205928	8.30227E-09
204252_at	cyclin-dependent kinase 2	CDK2	chr12q13	+1.14869835499704	0.206285419	+3.22656703688851	4.8953E-06
204318_s_at	G-2 and S-phase expressed 1	GTSE1	chr22q13.2-q13.3	+1.3707828049797	0.084684384	+4.62675273562115	6.7807E-06
204358_s_at	fibronectin leucine rich transmembrane protein 2	FLRT2	chr14q24-q32	+1.54221082540794	0.043029035	+2.88785839104499	3.44041E-05
204372_s_at	KH-type splicing regulatory protein (FUSE binding protein 2)	KHSRP	chr19p13.3	+1.30134185544193	0.029422028	+2.09216987958506	0.000170659
204432_at	SRY (sex determining region Y)-box 12	SOX12	chr20p13	+1.04971668362307	0.944692218	+2.89788430910976	0.006201388
204464_s_at	endothelin receptor type A	EDNRA	chr4q31.23	+2.18101546533052	0.023697777	+3.0314331330208	0.007049091
204492_at	Rho GTPase activating protein 11A	ARHGAP11A	chr15q13.2	+1.46916863327831	0.091317142	+2.44528055538414	0.001071481
204521_at	chromosome 12 open reading frame 24	C12orf24	chr12q24.11	+1.23541863712693	0.060584409	+3.45814892523146	8.10752E-07
204525_at	PHD finger protein 14	PHF14	chr7p21.3	+1.41912335620038	0.104630938	+2.51402674904366	3.85559E-05
204526_s_at	TBC1 domain family, member 8 (with GRAM domain)	TBC1D8	chr2q11.2	+1.5691681957935	0.026655877	+2.83824671240076	0.00178426
204530_s_at	thymocyte selection-associated high mobility group box	TOX	chr8q12.1	+1.67017583885674	0.025795184	+2.0491136460656	0.008424493
204558_at	RAD54-like (S. cerevisiae)	RAD54L	chr1p32	+1.19747870461893	0.922987303	+2.54912125463853	0.001720565
204649_at	trophinin associated protein (tastin)	TROAP	chr12q13.12	+1.12116607802851	0.184208719	+2.03495938420537	0.007288099
204695_at	cell division cycle 25 homolog A (S. pombe)	CDC25A	chr3p21	+1.58556827322057	0.040909741	+10.2318846502194	8.91149E-08
204709_s_at	kinesin family member 23	KIF23	chr15q23	+1.34257250278026	0.069278242	+2.6665973541824	9.83487E-06
204712_at	WNT inhibitory factor 1	WIF1	chr12q14.3	+2.14354692507259	0.02097794	+38.3193185478057	2.28726E-09
204724_s_at	collagen, type IX, alpha 3	COL9A3	chr20q13.3	+1.15268634679886	0.371696414	+4.30197756182951	0.000247116
204768_s_at	flap structure-specific endonuclease 1	FEN1	chr11q12	+1.10573065332027	0.508609773	+2.64817782079079	5.09185E-05
204773_at	interleukin 11 receptor, alpha	IL11RA	chr9p13	+1.29235283063749	0.109443575	+3.09512998708478	0.000448448
204776_at	thrombospondin 4	THBS4	chr5q13	+1.35191083302813	0.084997487	+23.917587978159	1.95499E-10
204795_at	proline rich 3	PRR3	chr6p21.33	+1.10190511587661	0.658452712	+3.56771407768037	0.000125647
204798_at	v-myb myeloblastosis viral oncogene homolog (avian)	MYB	chr6q22-q23	+3.4822022531845	0.010966382	+5.38893430746276	0.001806066
204823_at	neuron navigator 3	NAV3	chr12q14.3	+1.75321144263207	0.084380872	+25.3690923715291	7.55248E-08
204919_at	proline rich 4 (lacrimal)	PRR4	chr12p13	+1.4742692172911	0.079959592	+2.32140782876744	0.000538565
205005_s_at	N-myristoyltransferase 2	NMT2	chr10p13	+1.30585978708892	0.055359924	+2.62988552041014	0.00073272
205008_s_at	calcium and integrin binding family member 2	CIB2	chr15q24	+1.61328351844425	0.066517791	+2.85798827948219	0.001977361
205023_at	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	RAD51	chr15q15.1	+1.46916863327831	0.010482513	+2.91804068848035	2.47427E-06
205024_s_at	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	RAD51	chr15q15.1	+1.21419488439505	0.315187144	+5.87667453311324	3.84922E-09
205028_at	trophinin	TRO	chrXp11.22-p11.21	+1.44894215455488	0.028641062	+2.93833726655662	0.002270588
205029_s_at	fatty acid binding protein 7, brain	FABP7	chr6q22-q23	+1.14472416059868	0.286534206	+2.51402674904366	0.003894745
205031_at	ephrin-B3	EFNB3	chr17p13.1-p11.2	+2.07771820659533	0.023911395	+2.92817139189125	0.000173009
205034_at	cyclin E2	CCNE2	chr8q22.1	+1.94530989482457	0.016286686	+2.23457427614444	0.004824141
205046_at	centromere protein E, 312kDa	CENPE	chr4q24-q25	+1.46916863327831	0.033479386	+4.75682846001088	3.05969E-05
205054_at	nebulin	NEB	chr2q22	+1.19747870461893	0.378064731	+2.41161565538152	0.000125941
205129_at	nucleophosmin/nucleoplasmin, 3	NPM3	chr10q24.31	+1.19333574303172	0.50959343	+3.70635224756148	0.000141171
205138_s_at	uronyl-2-sulfotransferase	UST	chr6q25.1	+1.19747870461893	0.228204576	+2.83824671240076	0.00065602
205139_s_at	uronyl-2-sulfotransferase	UST	chr6q25.1	+1.85317612378074	0.020245571	+5.44525646599789	0.00011132
205150_s_at	KIAA0644 gene product	KIAA0644	chr7p15.1	+1.45902034424018	0.187152587	+2.56685179512581	0.00445282
205151_s_at	KIAA0644 gene product	KIAA0644	chr7p15.1	+1.15668818390529	0.377666931	+3.18214593501967	0.002817236
205167_s_at	cell division cycle 25 homolog C (S. pombe)	CDC25C	chr5q31	+1.27898558127743	0.059070783	+3.54307007640944	4.46305E-07
205181_at	zinc finger protein 193	ZNF193	chr6p21.3	+1.10956947206784	0.191405003	+2.31337636781057	0.002389013
205226_at	platelet-derived growth factor receptor-like	PDGFRL	chr8p22-p21.3	+1.03526492384138	0.888591755	+2.06336635860272	0.001148069
205257_s_at	amphiphysin	AMPH	chr7p14-p13	+1.35191083302813	0.0283356	+3.89061978964914	1.17628E-07
205279_s_at	glycine receptor, beta	GLRB	chr4q31.3	+1.14472416059868	0.540418508	+2.72262823299895	0.000264963
205280_at	glycine receptor, beta	GLRB	chr4q31.3	+1.15268634679886	0.448075068	+2.39495740923786	1.34339E-06
205348_s_at	dynein, cytoplasmic 1, intermediate chain 1	DYNC1I1	chr7q21.3-q22.1	+1.14869835499704	0.991682049	+2.14354692507259	0.000171323
205358_at	glutamate receptor, ionotropic, AMPA 2	GRIA2	chr4q32-q33	+1.20999408921929	0.420844247	+2.06336635860272	0.001079076
205368_at	family with sequence similarity 131, member B	FAM131B	chr7q34	+1.27456062731926	0.210213084	+3.02094517112565	0.00027486
205372_at	pleiomorphic adenoma gene 1	PLAG1	chr8q12	+1.43893358001082	0.032356028	+4.04180578594705	0.002518441
205449_at	SAC3 domain containing 1	SAC3D1	chr11q13.1	+1.64718203453515	0.034761966	+3.24900958542494	0.006495272
205515_at	protease, serine, 12 (neurotrypsin, motopsin)	PRSS12	chr4q28.1	+1.08673486252606	0.86655431	+7.18505898307148	4.33235E-05
205559_s_at	proprotein convertase subtilisin/kexin type 5	PCSK5	chr9q21.3	+1.27898558127743	0.258372951	+2.23457427614444	0.006814368
205567_at	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	CHST1	chr11p11.2-p11.1	+2.74156560995941	0.026104741	+8.60395512365902	0.000632567
205578_at	receptor tyrosine kinase-like orphan receptor 2	ROR2	chr9q22	+1.55293775000208	0.10420555	+6.964404506369	5.95037E-06
205606_at	low density lipoprotein receptor-related protein 6	LRP6	chr12p11-p13	+1.18099266142953	0.128745601	+2.20381023175322	0.006222682
205637_s_at	SH3-domain GRB2-like 3	SH3GL3	chr15q24	+1.60213975517924	0.111872789	+11.3529868496031	6.29378E-06
205696_s_at	GDNF family receptor alpha 1	GFRA1	chr10q26	+3.58010028371189	0.019701449	+5.37029001112105	0.006648498
205723_at	ciliary neurotrophic factor receptor	CNTFR	chr9p13	+1.21419488439505	0.096858593	+2.17346972505212	0.006220834
205735_s_at	AF4/FMR2 family, member 3	AFF3	chr2q11.2-q12	+1.16473358646846	0.378195703	+2.91804068848035	0.004902615
205741_s_at	dystrobrevin, alpha	DTNA	chr18q12	+1.42405019559707	0.055540061	+3.91768119034771	6.55291E-06
205818_at	deleted in bladder cancer 1	DBC1	chr9q32-q33	+1.57461595313841	0.21445144	+3.86374531569938	0.006721365
205848_at	growth arrest-specific 2	GAS2	chr11p14.3-p15.2	+1.72907446261573	0.245649563	+13.2691127330311	0.000368317
205881_at	zinc finger protein 74	ZNF74	chr22q11.2|22q11.21	+1.57461595313841	0.053279305	+3.81055199217575	0.000141187
205888_s_at	janus kinase and microtubule interacting protein 2	JAKMIP2	chr5q32	+1.12116607802851	0.089105169	+2.55797116255486	4.30366E-05
205895_s_at	nucleolar and coiled-body phosphoprotein 1	NOLC1	chr10q24.32	+1.01747969210269	0.756971939	+2.23457427614444	0.004508507
205938_at	protein phosphatase 1E (PP2C domain containing)	PPM1E	chr17q22	+1.5691681957935	0.343481481	+3.4822022531845	0.001493083
206023_at	neuromedin U	NMU	chr4q12	+1.42899413974109	0.054045933	+3.38698124945011	9.59815E-05
206051_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)	ELAVL4	chr1p34	+1.09050773266526	0.468676669	+10.0561069961746	2.09642E-05
206105_at	AF4/FMR2 family, member 2	AFF2	chrXq28	+1.16473358646846	0.634710411	+6.10503683584224	0.000121428
206157_at	pentraxin-related gene, rapidly induced by IL-1 beta	PTX3	chr3q25	+1.39474366635041	0.305573406	+2.18101546533052	0.003968099
206261_at	zinc finger protein 239	ZNF239	chr10q11.22-q11.23	+1.4896774631227	0.06480708	+3.28296643524199	0.000362814
206268_at	left-right determination factor 1	LEFTY1	chr1q42.1	+1.37554181813974	0.132540573	+4.85677953758019	5.19414E-05
206291_at	neurotensin	NTS	chr12q21	+1.12505848468881	0.757227804	+10.8528346195814	0.00036463
206320_s_at	SMAD family member 9	SMAD9	chr13q12-q14	+1.3332986770912	0.278329913	+2.04202425141439	0.001798558
206377_at	forkhead box F2	FOXF2	chr6p25.3	+1.25266443862413	0.400923786	+2.64817782079079	0.000766397
206424_at	cytochrome P450, family 26, subfamily A, polypeptide 1	CYP26A1	chr10q23-q24	+1.0034717485095	0.910762906	+3.43426174575102	3.16591E-07
206439_at	epiphycan	EPYC	chr12q21	+1.10573065332027	0.866731996	+16.9122886489821	0.001529281
206445_s_at	protein arginine methyltransferase 1	PRMT1	chr19q13.3	+1.07922823650443	0.904150816	+3.16016524745351	0.006699177
206501_x_at	ets variant gene 1	ETV1	chr7p21.3	+1.29235283063749	0.134312546	+5.20536742176773	0.000167652
206511_s_at	SIX homeobox 2	SIX2	chr2p16-p15	+2.21146130664054	0.029973061	+22.0850776543461	4.33849E-05
206558_at	single-minded homolog 2 (Drosophila)	SIM2	chr21q22.2|21q22.13	+2.33755449712249	0.042463659	+13.2232050904674	3.41635E-05
206571_s_at	mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	chr2q11.2-q12	+1.25701337452183	0.06381638	+2.47941539987797	3.29632E-05
206633_at	cholinergic receptor, nicotinic, alpha 1 (muscle)	CHRNA1	chr2q24-q32	+1.3240889103954	0.237221255	+15.6165081724196	1.20069E-07
206757_at	phosphodiesterase 5A, cGMP-specific	PDE5A	chr4q25-q27	+1.6759742693359	0.094131181	+2.16595009105185	0.00593289
206805_at	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	SEMA3A	chr7p12.1	+1.73507737430414	0.068810451	+7.6211039843515	8.19249E-07
