Gene	GeneID	Probeset	Is.Sense	Fold.change	P.Adj	Symbol	Symbol.alt	Chromosome	Alternative symbols	Official full name
PLAGL2	5326	ADXCRAD_BM682519_s_at	TRUE	0.677313271	0.008456018	PLAGL2	PLAGL2	20q11.21	FLJ23283|ZNF900	pleiomorphic adenoma gene-like 2
RHOBTB3	22836	ADXCRAD_BP268103_s_at	TRUE	-0.769135147	0.008467843	RHOBTB3	RHOBTB3	5q15	KIAA0878	Rho-related BTB domain containing 3
AXIN2	8313	ADXCRSS.Hs#S1918491_at	FALSE	0.845493089	0.008532355	AXIN2	AXIN2	17q23-q24	AXIL|DKFZp781B0869|MGC10366|MGC126582	axin 2
ACE2	59272	ADXCRAD_BX097236_x_at	FALSE	0.879513293	0.009010039	ACE2	ACE2	Xp22	ACEH|DKFZp434A014	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
ISX	91464	ADXCRAD_BQ649633_s_at	TRUE	0.996743972	0.009056746	ISX	ISX	22q12.3	DKFZp781N2395|MGC138417|Pix-1|RAXLX	intestine-specific homeobox
NT5E	4907	ADXCRAG_NM_002526_s_at	TRUE	-1.039061602	0.009065941	NT5E	NT5E	6q14-q21	CD73|E5NT|NT|NT5|NTE|eN|eNT	5-nucleotidase, ecto (CD73)
DTX1	1840	ADXCRAD_BE254961_x_at	TRUE	-0.727314326	0.009087764	DTX1	DTX1	12q24.13	hDx-1	deltex homolog 1 (Drosophila)
AHR	196	ADXCRAG_BC070080_x_at	TRUE	-0.748498379	0.009087764	AHR	AHR	7p15	bHLHe76	aryl hydrocarbon receptor
ZNF532	55205	ADXCRAD_CN345235_at	TRUE	-0.611589403	0.009112905	ZNF532	ZNF532	18q21.32	FLJ10697	zinc finger protein 532
CEACAM5	1048	ADXCRAD_NM_004363_s_at	TRUE	0.910203795	0.009136424	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
LOC439949	439949	ADXCRAG_AY007155_at	TRUE	0.731009606	0.009172095	LOC439949		10p14		hypothetical LOC439949
SCNN1B	6338	ADXCRPD.4403.C1_s_at	TRUE	1.200382425	0.00923185	SCNN1B	SCNN1B	16p12.2-p12.1	BESC1|ENaCb|ENaCbeta|SCNEB	sodium channel, nonvoltage-gated 1, beta
GPX2	2877	ADXCRPD.10475.C1_at	TRUE	0.668316766	0.00927157	GPX2	GPX2	14q24.1	GI-GPx|GPRP|GSHPX-GI|GSHPx-2	glutathione peroxidase 2 (gastrointestinal)
PSMG1	8624	ADXCRIH.1835.C1_s_at	TRUE	0.775905584	0.009415675	PSMG1	PSMG1	21q22.3	C21LRP|DSCR2|LRPC21|PAC1	proteasome (prosome, macropain) assembly chaperone 1
ENOX2	10495	ADXCRAD_BG575147_s_at	TRUE	0.849761666	0.009515725	ENOX2	ENOX2	Xq25	APK1|COVA1|tNOX	ecto-NOX disulfide-thiol exchanger 2
DHX40	79665	ADXCRAD_CN333629_s_at	TRUE	0.710987366	0.00973938	DHX40	DHX40	17q23.1	DDX40|FLJ22060|FLJ34015|PAD	DEAH (Asp-Glu-Ala-His) box polypeptide 40
CDC6	990	ADXCRAG_BC025232_at	TRUE	0.981271005	0.009772738	CDC6	CDC6	17q21.3	CDC18L|HsCDC18|HsCDC6	cell division cycle 6 homolog (S. cerevisiae)
ABCC1	4363	ADXCRAG_BC001636_at	TRUE	0.669498081	0.009802542	ABCC1	ABCC1	16p13.1	ABC29|ABCC|DKFZp686N04233|DKFZp781G125|GS-X|MRP|MRP1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1
GRM8	2918	RDCR187_D04_at	FALSE	0.875733277	0.009853734	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
RARRES1	5918	ADXCRAD_CV573016_s_at	TRUE	-0.616164079	0.009923423	RARRES1	RARRES1	3q25.32	TIG1	retinoic acid receptor responder (tazarotene induced) 1
