probe set	Gene	Gene	Accession	EntrezGene	CEF NY315/CEF RCAS	CEF SRA/CEF RCAS	CEF SRA/CEF NY315	min p-value
GgaAffx.13094.1.S1_at	ZDHHC18	zinc finger, DHHC-type containing 18	AJ720991	419575	-0.25	-1	-0.75	0.001191
GgaAffx.12642.1.S1_at	RCJMB04_19o2	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	AJ720539	427166	-0.26	-1.01	-0.75	0.010793
Gga.4530.1.S1_at	ACTA2	actin, alpha 2, smooth muscle, aorta	BU266671	423787	-0.63	-1.38	-0.75	0.000186
Gga.2819.1.S1_at		Finished cDNA, clone ChEST571o14	CR405749.1	0	-0.77	-1.51	-0.75	0.00191
Gga.371.1.A1_at	TCRDV	Clone TCRDV1.11 T-cell receptor V segment (TCRDV)	AF175445.1	0	-1.44	-2.19	-0.75	0.000156
GgaAffx.4562.1.S1_at	LOC416640	hypothetical LOC416640	ENSGALT00000011834.1	416640	-0.28	-1.05	-0.76	0.013136
Gga.1205.1.S2_at	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	BU254591	395816	-0.36	-1.12	-0.76	0.002332
Gga.6365.1.S1_at		Finished cDNA, clone ChEST578m13	BX950671.2	0	-0.37	-1.13	-0.76	0.002935
Gga.19116.1.S1_at	LOC423451	hypothetical LOC423451	CR405754.1	0	-0.41	-1.18	-0.76	0.00382
Gga.2362.1.S1_s_at	SMCR8	Smith-Magenis syndrome chromosome region, candidate 8	BX934706.2	416519	-0.52	-1.28	-0.76	0.011239
Gga.9326.1.S1_a_at	LOC420305 /// LOC768399 /// LOC768966 /// LOC769447 /// LOC769521 /// LOC770129 /// LOC770294 /// LOC770738 /// LOC770851 /// LOC771252 /// LOC771338 /// LOC771654	hypothetical gene supported by CR354113; CR389233 /// similar to Pro-Pol-dUTPase polyprotein; RNaseH; dUTPase; integrase; protease; reverse transcriptase /// similar to RNase H, putative /// hypothetical protein LOC770851	CR354113.1	420305	-0.6	-1.36	-0.76	0.000781
Gga.16620.1.S1_at		Transcribed locus	BU231189	0	-0.86	-1.62	-0.76	0.000288
GgaAffx.11170.1.A1_at			ENSGALT00000028129.1	0	-0.98	-1.74	-0.76	0.000145
Gga.5126.1.S1_s_at	GRIA2	glutamate receptor, ionotropic, AMPA 2	BU139034	414894	-1.26	-2.02	-0.76	0.00001
GgaAffx.20738.1.S1_s_at	TPM1	tropomyosin 1 (alpha)	CR523877.1	396366	-0.3	-1.07	-0.77	0.004966
Gga.105.1.S1_at	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	AB006785.1	374147	-0.32	-1.08	-0.77	0.003275
Gga.1108.1.S1_s_at	RCJMB04_3c23	limb bud and heart development homolog (mouse)	CR353947.1	421301	-0.37	-1.14	-0.77	0.022198
Gga.6218.1.S1_at	LOC418256	similar to Microfibrillar associated protein 5	BU415687	418256	-1.02	-1.79	-0.77	0.004715
Gga.19639.1.S1_at	LOC416803	similar to G protein coupled receptor 133	CR406282.1	416803	-0.41	-1.18	-0.78	0.001652
Gga.12701.1.S1_at	LOC423061	similar to MGC84061 protein	CN219651	423061	-0.5	-1.29	-0.78	0.000759
Gga.16409.1.S1_at		Finished cDNA, clone ChEST350d21	BU272591	0	-0.66	-1.44	-0.78	0.001258
Gga.10205.1.S1_at	LOC422264	similar to protocadherin	BX935027.2	422264	-0.69	-1.47	-0.78	0.005119
Gga.14965.1.S1_at	LOC420952	Similar to KIAA1695 protein	CR386285.1	0	-0.93	-1.71	-0.78	0.000267
GgaAffx.4344.1.S1_at	LOC417233	similar to KIAA1870 protein	ENSGALT00000011258.1	417233	-0.24	-1.03	-0.79	0.001943
GgaAffx.3373.1.S1_at			ENSGALT00000008625.1	424473	-0.34	-1.13	-0.79	0.000323
Gga.2839.2.S1_a_at	COL2A1	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	M74435.1	395069	-0.35	-1.14	-0.79	0.010765
Gga.237.1.S1_at	NR1I3	nuclear receptor subfamily 1, group I, member 3	NM_204702.1	395439	-0.54	-1.33	-0.79	0.001221
GgaAffx.9957.1.S1_at	LACTB2 /// LOC776621	lactamase, beta 2 /// similar to CGI-83 protein	ENSGALT00000025193.1	420178	-0.8	-1.59	-0.79	0.000112
GgaAffx.8255.1.S1_at	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	ENSGALT00000021253.1	395891	-0.88	-1.67	-0.79	0.000323
Gga.18791.1.A1_at		Finished cDNA, clone ChEST771j1	CR391470.1	0	-1.55	-2.35	-0.8	0.000045
GgaAffx.6729.1.S1_at	LOC769288	similar to storkhead box 2	ENSGALT00000017319.1	0	-0.23	-1.04	-0.81	0.028721
GgaAffx.20930.1.S1_s_at		Finished cDNA, clone ChEST836k22	CR523685.1	0	-0.27	-1.08	-0.81	0.012546
Gga.14999.1.S1_at	PXDN	peroxidasin homolog (Drosophila)	BU250875	0	-0.41	-1.22	-0.81	0.000061
GgaAffx.25521.1.S1_s_at	COL5A2	collagen, type V, alpha 2	ENSGALT00000003956.1	423986	-0.91	-1.72	-0.81	0.00432
Gga.15106.1.A1_at			BU454618	0	-0.27	-1.09	-0.82	0.005982
Gga.7689.2.S1_x_at	LOC418565	similar to calcium/calmodulin-dependent serine protein kinase (MAGUK family)	BU224493	0	-0.17	-1	-0.83	0.001571
Gga.16727.1.S1_at	LOC429030	similar to myosin 10	BU418549	429030	-0.27	-1.1	-0.83	0.019967
Gga.16151.1.S1_at		Finished cDNA, clone ChEST328k6	CR387887.1	0	-0.33	-1.16	-0.83	0.003004
GgaAffx.6745.2.S1_s_at	LOC429106	similar to glutamate transporter 5A	ENSGALT00000017364.1	429106	-0.51	-1.34	-0.83	0.003076
GgaAffx.26498.1.S1_s_at	LOC428948	similar to Pdlim1 protein	ENSGALT00000008709.1	428948	-0.73	-1.57	-0.83	0.001395
Gga.3300.3.S1_at		Finished cDNA, clone ChEST318a16	BX932294.2	0	-1.1	-1.93	-0.83	0.002402
GgaAffx.3461.1.S1_at	LOC428844	hypothetical LOC428844	ENSGALT00000008860.1	428844	-1.21	-2.04	-0.83	0.001221
Gga.3522.2.S1_a_at	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	BX933988.1	424882	-0.33	-1.17	-0.84	0.001612
GgaAffx.12834.1.S1_at	RCJMB04_24e23	heterogeneous nuclear ribonucleoprotein K	AJ720731	426516	-0.42	-1.25	-0.84	0.022203
Gga.12492.1.S1_at	TMEFF1	transmembrane protein with EGF-like and two follistatin-like domains 1	BU354060	420985	-0.85	-1.69	-0.84	0.000309
Gga.4176.1.S1_at	EIF5A2	eukaryotic translation initiation factor 5A2	NM_205532.1	396545	-0.2	-1.06	-0.85	0.019073
GgaAffx.12659.1.S1_at	RCJMB04_20d5	MAX dimerization protein 1	AJ720556	426299	-0.24	-1.09	-0.85	0.004587
Gga.3811.1.S2_at	BOK	BCL2-related ovarian killer	BU345248	395445	-0.41	-1.26	-0.85	0.005436
Gga.8236.1.S1_at			BX259354	0	-0.55	-1.39	-0.85	0.00683
GgaAffx.10384.1.S1_at	LOC418579	similar to ETX1	ENSGALT00000026212.1	418579	-0.6	-1.46	-0.85	0.000268
GgaAffx.4789.1.S1_at	LOC420498	similar to Enkurin	ENSGALT00000012450.1	420498	-1.59	-2.45	-0.85	0.000146
GgaAffx.23780.1.S1_at	LOC421601	similar to sarcoma antigen NY-SAR-79	ENSGALT00000019767.1	421602	-0.33	-1.19	-0.86	0.001552
GgaAffx.9368.2.S1_at	LOC427160	similar to ADAM metallopeptidase with thrombospondin type 1 motif, 6 preproprotein	ENSGALT00000023785.1	427160	-0.32	-1.19	-0.86	0.001272
GgaAffx.22982.1.S1_at	TGFB2	transforming growth factor, beta 2	ENSGALT00000015664.1	421352	-0.42	-1.29	-0.86	0.021178
Gga.4581.2.S1_at	BAG2	BCL2-associated athanogene 2	BX933957.2	421880	-0.21	-1.08	-0.87	0.000216
Gga.9978.1.S1_at		Finished cDNA, clone ChEST748c5	BU372200	0	-0.22	-1.09	-0.87	0.007779
Gga.15978.1.S1_at		Finished cDNA, clone ChEST599e2	BU295427	0	-0.31	-1.18	-0.87	0.007186
Gga.2013.2.S1_a_at	SRF	Serum response factor (c-fos serum response element-binding transcription factor)	CR389867.1	396103	-0.31	-1.18	-0.87	0.002838
GgaAffx.11103.1.S1_at	LOC419060	similar to testis spermatogenesis apoptosis related protein 1	ENSGALT00000027986.1	419060	-0.4	-1.27	-0.87	0.012892
GgaAffx.26432.2.S1_at	COL11A1	collagen, type XI, alpha 1	ENSGALT00000008322.1	374046	-0.55	-1.42	-0.87	0.017405
GgaAffx.3860.2.S1_s_at	LOC770787	similar to Four and a half LIM domains a	ENSGALT00000009987.1	0	-0.55	-1.42	-0.87	0.000481
GgaAffx.26392.1.S1_at	LOC417627	similar to partner of PIX 1	ENSGALT00000008115.1	417627	-0.6	-1.47	-0.87	0.0112
GgaAffx.6147.1.S1_at	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	ENSGALT00000015938.1	421362	-0.65	-1.52	-0.87	0.000135
GgaAffx.9644.1.S1_at	PCSK5	proprotein convertase subtilisin/kexin type 5	ENSGALT00000024471.1	395456	-0.23	-1.1	-0.88	0.006707
Gga.3696.1.S1_at	SOX11	SRY (sex determining region Y)-box 11	AB012237.1	396104	-0.23	-1.11	-0.88	0.020548
Gga.312.1.S1_at	FZD2	frizzled homolog 2 (Drosophila)	NM_204222.1	374061	-0.28	-1.17	-0.88	0.00423
Gga.9675.1.S1_at	PDGFD	platelet derived growth factor D	BX935095.1	418978	-0.29	-1.18	-0.88	0.021862
Gga.7533.1.S1_at	TMEM46	transmembrane protein 46	NM_204501.1	395162	-0.73	-1.61	-0.88	0.003074
Gga.12157.1.S1_at	LOC421390	hypothetical LOC421390	BU485193	421390	-0.14	-1.03	-0.89	0.015538
GgaAffx.24639.1.S1_at	LOC769163	similar to GPBP-interacting protein 130b	ENSGALT00000024648.1	0	-0.37	-1.26	-0.89	0.009225
Gga.12186.1.S1_at	XLKD1	extracellular link domain containing 1	BX932088.2	423038	-0.38	-1.27	-0.89	0.000254
GgaAffx.1527.1.S1_at	LOC427076	similar to KIAA1913 protein	ENSGALT00000003584.1	427076	-1.03	-1.92	-0.89	0.000618
GgaAffx.21105.1.S1_at	LOC424312	similar to Rho8 protein	CR523510.1	0	-0.41	-1.3	-0.9	0.024522
Gga.8420.2.S1_a_at	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	BX930568.2	417428	-0.44	-1.34	-0.9	0.001512
GgaAffx.6997.2.S1_s_at	LOC424181	hypothetical LOC424181	ENSGALT00000018003.1	424181	-0.48	-1.38	-0.9	0.000176
Gga.10774.1.S1_at		Finished cDNA, clone ChEST620o13	BU299265	0	-0.59	-1.5	-0.91	0.000549
Gga.12509.1.S1_s_at		Finished cDNA, clone ChEST37d4	BU447486	0	-0.68	-1.59	-0.91	0.004107
Gga.18289.1.S1_at		Finished cDNA, clone ChEST930g18	CR390178.1	0	-0.8	-1.71	-0.91	0.000095
Gga.16194.1.S1_at	LOC421711	similar to human phosphotyrosine phosphatase kappa	BU282162	0	-0.97	-1.88	-0.91	0.000668
GgaAffx.5070.1.S1_s_at	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	ENSGALT00000013112.1	423178	-0.09	-1.01	-0.92	0.013101
Gga.15998.1.S1_at	COLEC12	collectin sub-family member 12	BU206620	421061	-0.39	-1.31	-0.92	0.011884
Gga.3398.2.S1_a_at	PITX2	paired-like homeodomain transcription factor 2	BX935055.1	395862	-0.41	-1.33	-0.92	0.000707
GgaAffx.20643.1.S1_at	LOC424366	similar to photomedin-2	CR523972.1	0	-0.52	-1.45	-0.92	0.000121
GgaAffx.21974.1.S1_at	LOC421181	hypothetical LOC421181	ENSGALT00000001059.1	395970 /// 424551	-0.57	-1.49	-0.92	0.003297
GgaAffx.24928.1.S1_s_at	LOC418592	hypothetical LOC418592	ENSGALT00000026305.1	418592	-0.79	-1.71	-0.92	0.00052
Gga.2375.1.S1_at	CTNNA2	catenin (cadherin-associated protein), alpha 2	NM_205136.1	396035	-0.64	-1.58	-0.93	0.000314
Gga.3818.1.S1_at	TNC	tenascin C (hexabrachion)	J04519.1	396440	-0.93	-1.86	-0.93	0.002504
GgaAffx.8895.1.S1_at	LOC421703	similar to protein 4.1-G	ENSGALT00000022686.1	0	-0.22	-1.16	-0.94	0.000087
Gga.7965.1.S1_at			BU361043	420786	-0.2	-1.15	-0.95	0.010605
Gga.13788.1.S1_at	RCJMB04_6i10	PC4 and SFRS1 interacting protein 1	BU211672	431605	-0.24	-1.19	-0.95	0.015888
GgaAffx.7033.1.S1_at			ENSGALT00000005810.1	429067	-0.35	-1.3	-0.95	0.018639
GgaAffx.22602.1.S1_s_at	LOC768444	similar to voltage-gated calcium channel alpha2/delta-1 subunit	ENSGALT00000013829.1	0	-0.36	-1.32	-0.95	0.000413
Gga.2617.1.S1_at	MYH6	myosin, heavy polypeptide 6, cardiac muscle, alpha	NM_204766.1	395534	-0.7	-1.66	-0.95	0.0028
Gga.14180.1.S1_s_at	LOC420792	similar to tensin	BU485072	420792	-1.03	-1.98	-0.95	0.000048
Gga.9195.1.S1_at		Transcribed locus	CK608363	0	-0.06	-1.02	-0.96	0.027499
Gga.17047.1.S1_at		Finished cDNA, clone ChEST932n14	CR390278.1	0	-0.27	-1.23	-0.96	0.000183
Gga.2465.1.S1_at		Finished cDNA, clone ChEST832k3	BU356857	0	-0.4	-1.36	-0.96	0.000313
Gga.2803.1.S1_s_at		Finished cDNA, clone ChEST581b8	BU120476	0	-0.48	-1.45	-0.96	0.001817
GgaAffx.10781.1.S1_at	COL4A1	collagen, type IV, alpha 1	ENSGALT00000027199.1	395530	-0.52	-1.48	-0.96	0.000119
Gga.520.1.S1_at	LOC396126	activin beta B	AF055478.1	396126	-0.57	-1.53	-0.96	0.00298
Gga.14205.1.S1_s_at	SLITRK1	SLIT and NTRK-like family, member 1	BU362159	418798	-0.61	-1.56	-0.96	0.000022
Gga.3106.1.S1_at		Finished cDNA, clone ChEST380j3	BU406228	0	-0.12	-1.08	-0.97	0.029062
GgaAffx.23641.3.S1_s_at	KALRN	kalirin, RhoGEF kinase	ENSGALT00000019181.1	0	-0.16	-1.14	-0.97	0.003778
Gga.5043.1.A1_at		Clone cDNA44A, forward sequence, reverse contains microsatellite MCW149	AJ395598	0	-1.18	-2.15	-0.97	0.003331
Gga.5669.1.S1_at	ZMYND19	zinc finger, MYND-type containing 19	NM_204443.1	395088	-0.23	-1.2	-0.98	0.010086
GgaAffx.3789.1.S1_at	LOC422234	similar to Glypican 4	ENSGALT00000009812.1	422234	-0.34	-1.32	-0.98	0.027132
Gga.19407.1.S1_at		Finished cDNA, clone ChEST751d6	CR407095.1	0	-0.55	-1.53	-0.98	0.004026
Gga.14123.1.S1_at	LOC416740	similar to secreted protein Isthmin	CR353215.1	416740	-0.56	-1.54	-0.98	0.000115
Gga.2957.1.S1_s_at	CD9	CD9 molecule	NM_204762.1	395527	-0.12	-1.11	-0.99	0.004572
Gga.18109.1.S1_at	RCJMB04_10j11	similar to CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2) (MSTP046) (HSPC131)	BU399446	417851	-0.54	-1.53	-0.99	0.000769
Gga.13038.1.S1_at	RCJMB04_2p14	similar to NADPH cytochrome B5 oxidoreductase; flavohemoprotein b5+b5R	CR338954.2	421837	-0.56	-1.55	-0.99	0.045131
Gga.4975.1.S1_a_at	TPM3	tropomyosin 3	NM_205446.1	396430	-0.61	-1.6	-0.99	0.003861
Gga.4091.2.S1_a_at	MYLK	myosin, light chain kinase	M96655.1	396445	-0.92	-1.91	-0.99	0.017643
GgaAffx.21005.1.S1_at		Finished cDNA, clone ChEST331i1	CR523610.1	0	-0.29	-1.29	-1	0.025893
Gga.5043.1.S1_at		Clone cDNA44A, forward sequence, reverse contains microsatellite MCW149	AJ395598	0	-0.58	-1.58	-1	0.00215
Gga.16589.1.S1_at	LSP1	lymphocyte-specific protein 1	NM_204342.1	374254	-0.61	-1.61	-1	0.000967
Gga.4087.1.S1_at	FZD1	frizzled homolog 1 (Drosophila)	AF031830.1	374062	-0.84	-1.84	-1	0.003051
Gga.17354.1.S1_at	LOC770136	similar to zinc-finger protein NOLZ1	BU353167	0	0.34	-0.68	-1.01	0.011479
Gga.9903.1.S1_at		Transcribed locus	BU207407	0	0.25	-0.76	-1.01	0.001109
Gga.13009.1.S1_at		Finished cDNA, clone ChEST546i22	BU217382	0	-0.1	-1.1	-1.01	0.004901
Gga.15793.1.S1_at	LOC418654	Similar to Steryl-sulfatase precursor (Steroid sulfatase) (Steryl-sulfate sulfohydrolase) (Arylsulfatase C) (ASC)	BU224644	0	-0.2	-1.21	-1.01	0.000048
Gga.4108.1.S1_at	TPM1	tropomyosin 1 (alpha)	NM_205401.1	396366	-0.48	-1.49	-1.01	0.007516
Gga.14849.1.A1_at		Finished cDNA, clone ChEST298l12	CR386696.1	0	-0.82	-1.83	-1.01	0.007068
Gga.1438.1.S1_at		Finished cDNA, clone ChEST364n9	BU393127	0	0.2	-0.83	-1.02	0.009943
GgaAffx.21179.1.S1_at		Finished cDNA, clone ChEST760c16	CR523436.1	0	0.09	-0.93	-1.02	0.008287
Gga.11975.1.S1_at		Finished cDNA, clone ChEST881g3	BX934212.1	0	0.06	-0.96	-1.02	0.002671
Gga.8786.1.S1_at	LOC428605	similar to Leucine-rich repeat-containing G protein-coupled receptor 4 precursor	BU226024	428605	-0.27	-1.29	-1.02	0.027186
Gga.2870.1.S1_at	PPAT	phosphoribosyl pyrophosphate amidotransferase	M60069.1	422743	-0.63	-1.65	-1.02	0.007561
Gga.10300.1.S1_s_at	THBS1	thrombospondin 1	BU420112	373987	-1.27	-2.29	-1.02	0.0005
GgaAffx.10587.1.A1_s_at		Finished cDNA, clone ChEST563g24	ENSGALT00000026693.1	0	0.44	-0.59	-1.03	0.00481
Gga.14870.1.S1_at		Finished cDNA, clone ChEST290o22	CR386592.1	0	0.42	-0.61	-1.03	0.020275
Gga.19734.1.S1_at		Finished cDNA, clone ChEST901p5	BU251303	0	0.18	-0.85	-1.03	0.03824
GgaAffx.23024.1.S1_at	ZRANB1	zinc finger, RAN-binding domain containing 1	ENSGALT00000015830.1	0	0.04	-0.99	-1.03	0.018203
Gga.9185.2.S1_at	LOC427196	Similar to MGC83563 protein	BU113717	427196	-0.12	-1.14	-1.03	0.027136
Gga.7297.1.S1_at		Transcribed locus, weakly similar to XP_224344.3  similar to Docking protein 2 (Downstream of tyrosine kinase 2) (p56(dok-2)) (Dok-related protein) (Dok-R) (IL-four receptor interacting protein) (FRIP) [Rattus norvegicus]	BX272457	0	-0.11	-1.15	-1.03	0.010848
Gga.3477.1.S2_at	FGFR2	fibroblast growth factor receptor 2	BU330174	396259	-0.23	-1.26	-1.03	0.009955
GgaAffx.12921.1.S1_at	RCJMB04_26g24	similar to hypothetical protein FLJ22557	AJ720818	423287	-0.36	-1.39	-1.03	0.002915
GgaAffx.5598.1.S1_at	LOC427776	hypothetical LOC427776	ENSGALT00000014472.1	427776	-0.62	-1.65	-1.03	0.003168
GgaAffx.13038.1.S1_at	PRPS2	phosphoribosyl pyrophosphate synthetase 2	AJ720935	418639	-0.78	-1.81	-1.03	0.000118
Gga.1879.1.S1_at	LOC420779	similar to LanC lantibiotic synthetase component C-like 2 (bacterial)	BU319600	420779	0.18	-0.86	-1.04	0.020386
Gga.2731.1.S1_at		Finished cDNA, clone ChEST793k15	CR391586.1	0	-0.06	-1.09	-1.04	0.002456
GgaAffx.23967.1.S1_at	LOC418074	similar to KIAA0537 protein	ENSGALT00000020666.1	418074	-0.5	-1.54	-1.04	0.022853
Gga.16844.2.S1_at	COL3A1	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	BU413584	396340	0.04	-1.01	-1.05	0.01966
Gga.6056.1.S1_at	LOC420239	hypothetical LOC420239	BU489805	420239	-0.01	-1.06	-1.05	0.003446
GgaAffx.24778.1.S1_at	LOC418485	similar to ubiquitin specific protease 16	ENSGALT00000025494.1	418485	-0.02	-1.07	-1.05	0.001788
Gga.7098.1.S1_at	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	BU309707	423487	-0.35	-1.4	-1.05	0.016222
GgaAffx.1584.1.S1_at	RCJMB04_16a12	solute carrier family 9 (sodium/hydrogen exchanger), member 9	ENSGALT00000003741.1	424772	-0.43	-1.48	-1.05	0.00536
Gga.4491.1.A1_at	LSP1	Lymphocyte-specific protein 1	CR387714.1	374254	-0.81	-1.86	-1.05	0.006869
Gga.10343.1.S1_a_at	TPPP	tubulin polymerization promoting protein	BU246202	420800	-1.27	-2.32	-1.05	0.00051
Gga.5574.1.S1_at	HIC2	hypermethylated in cancer 2	BX929888.1	416768	-0.1	-1.15	-1.06	0.017755
GgaAffx.9575.1.S1_at	LOC771047	hypothetical protein LOC771047	ENSGALT00000024315.1	421763	-0.12	-1.18	-1.06	0.030983
Gga.10172.1.S1_at	LOC418180	similar to hypothetical protein FLJ22655	BU301512	418180	-0.18	-1.23	-1.06	0.000065
GgaAffx.10372.1.S1_at			ENSGALT00000026186.1	0	-0.4	-1.47	-1.06	0.000647
GgaAffx.12403.1.S1_s_at	PDLIM7	PDZ and LIM domain 7 (enigma)	AJ720300	416362	-0.54	-1.6	-1.06	0.01116
Gga.247.1.S1_at	PCSK5	proprotein convertase subtilisin/kexin type 5	AJ252169.1	395456	-0.74	-1.8	-1.06	0.004273
Gga.7895.1.S1_at	LOC427326	similar to EGF-like repeats and discoidin I-like domains 3	BX273550	0	-0.85	-1.91	-1.06	0.000185
GgaAffx.5918.1.S1_at			ENSGALT00000015273.1	0	0.28	-0.79	-1.07	0.001208
Gga.17034.1.S1_s_at	YPEL2	yippee-like 2 (Drosophila)	BU475817	417632	-0.04	-1.11	-1.07	0.001105
GgaAffx.10365.1.S1_s_at	LOC418565	similar to calcium/calmodulin-dependent serine protein kinase (MAGUK family)	ENSGALT00000026166.1	0	-0.04	-1.11	-1.07	0.000899
Gga.19725.1.S1_at		Finished cDNA, clone ChEST653g24	CR406602.1	0	-0.31	-1.38	-1.07	0.001807
GgaAffx.8525.6.S1_at			ENSGALT00000011111.1	0	-0.51	-1.58	-1.07	0.00212
Gga.714.1.S1_at	FMN1	formin 1	NM_204423.1	386747	-0.59	-1.66	-1.07	0.004345
Gga.2724.1.S1_at		Finished cDNA, clone ChEST446j8	BU274023	0	-0.82	-1.89	-1.07	0.005415
Gga.12536.1.A1_at		Finished cDNA, clone ChEST423i4	BX933706.2	0	0.36	-0.72	-1.08	0.018804
Gga.12997.1.S1_s_at	PRRX2	paired related homeobox 2	BU402866	0	0.26	-0.83	-1.09	0.003179
Gga.9314.1.S1_at	SOX4	SRY (sex determining region Y)-box 4	NM_204484.1	395143	-0.19	-1.28	-1.09	0.017277
Gga.5362.1.S1_a_at	LOC428948	similar to Pdlim1 protein	BX932965.1	0	-0.45	-1.53	-1.09	0.008186
Gga.18457.1.S1_at		Finished cDNA, clone ChEST629l13	BU339328	0	-0.68	-1.77	-1.09	0.000079
Gga.19737.1.S1_at		Finished cDNA, clone ChEST766e4	BU413957	0	-0.15	-1.25	-1.1	0.012799
GgaAffx.13080.1.S1_at	YPEL2	yippee-like 2 (Drosophila)	AJ720977	417632	-0.29	-1.4	-1.1	0.011942
Gga.9160.1.S1_at			CD727603	420448	-0.46	-1.56	-1.1	0.004202
Gga.4851.1.S1_at	COL3A1	Collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	CR389359.1	0	0.12	-0.99	-1.11	0.011957
Gga.17428.1.S1_at		Finished cDNA, clone ChEST933h9	BU237730	0	-0.09	-1.2	-1.11	0.004246
Gga.18410.1.A1_at		Finished cDNA, clone ChEST784l21	BU392437	0	-0.57	-1.68	-1.11	0.017666
Gga.9004.1.S1_at	LOC418565	similar to calcium/calmodulin-dependent serine protein kinase (MAGUK family)	CR390227.1	0	0.31	-0.81	-1.12	0.00155
Gga.3074.1.S1_a_at	C-16	galectin CG-16	NM_206905.1	404269	0.3	-0.82	-1.12	0.002969
Gga.11752.1.S1_a_at	RABL2B	RAB, member of RAS oncogene family-like 2B	BU134148	426865	0.29	-0.83	-1.12	0.003841
Gga.8869.1.S1_at		Transcribed locus	CD738686	0	-0.1	-1.22	-1.12	0.000424
Gga.6265.1.S1_at	LOC769847	similar to Glutathione S-transferase theta 1	BX935098.2	0	-0.19	-1.31	-1.12	0.005263
GgaAffx.8046.1.S1_s_at	RCJMB04_32e4	solute carrier family 41, member 2	ENSGALT00000020732.1	427913	-0.15	-1.28	-1.13	0.002604
Gga.3957.2.S1_a_at	ENAH	enabled homolog (Drosophila)	AB017437.1	374180	-0.28	-1.41	-1.13	0.000991
Gga.19728.1.S1_at		Finished cDNA, clone ChEST761l4	CR406616.1	0	-0.4	-1.53	-1.13	0.000418
GgaAffx.22984.1.S1_x_at		Finished cDNA, clone ChEST216o6	ENSGALT00000015666.1	396243	-0.47	-1.6	-1.13	0.000744
Gga.15969.1.S1_at	LOC418550 /// LOC768607 /// LOC777139	similar to 1-acylglycerol-3-phosphate O-acyltransferase 3 /// hypothetical protein LOC768607	BU142561	418550	-0.49	-1.62	-1.13	0.000055
GgaAffx.20674.1.S1_at	SKIL	SKI-like oncogene	CR523941.1	396087	0.42	-0.72	-1.14	0.00009
Gga.4531.1.S1_at	LOC419119	similar to RP5-977B1.6	BX257248	0	0.07	-1.07	-1.14	0.034526
Gga.684.1.S1_at	TNC	tenascin C (hexabrachion)	X73833.1	396440	-0.03	-1.17	-1.14	0.018915
Gga.8797.1.S1_at		Finished cDNA, clone ChEST189k11	CD764248	0	-0.24	-1.37	-1.14	0.026852
Gga.5591.1.S1_at		Transcribed locus, moderately similar to XP_219805.4  similar to protein kinase, cGMP-dependent, type I alpha isoform [Rattus norvegicus]	BX275675	0	-0.27	-1.4	-1.14	0.000334
Gga.5973.1.S1_at	APCDD1L	adenomatosis polyposis coli down-regulated 1-like	BU349310	419316	-0.39	-1.53	-1.14	0.002365
GgaAffx.8303.1.S1_at	LOC418173	similar to RAS-like, estrogen-regulated, growth inhibitor	ENSGALT00000021352.1	418173	-0.74	-1.88	-1.14	0.000372
Gga.7492.2.S1_a_at	LOC422756	similar to RAS-like, family 11, member B	BX934127.2	0	-1.09	-2.23	-1.14	0.000015
GgaAffx.26463.1.S1_at	LOC424815	hypothetical LOC424815	ENSGALT00000008461.1	424815	0.03	-1.12	-1.15	0.02013
GgaAffx.7330.2.S1_s_at	RCJMB04_4h22	SCY1-like 2 (S. cerevisiae)	ENSGALT00000018870.1	417930	-0.31	-1.45	-1.15	0.000432
Gga.5816.2.S1_a_at	LOC428738	similar to RBP-MS/type 1	BU356064	428738	-0.38	-1.53	-1.15	0.011039
GgaAffx.13151.1.S1_at	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	AJ721048	423178	0.17	-0.99	-1.16	0.016509
Gga.17200.1.S1_at		Finished cDNA, clone ChEST936d10	BU352261	0	-0.27	-1.43	-1.16	0.003984
Gga.6732.1.S1_at		Transcribed locus	BX266767	0	-0.97	-2.13	-1.16	0.001868
Gga.11646.1.S1_at	FAM20A	family with sequence similarity 20, member A	CR353950.1	417439	-1.12	-2.28	-1.16	0.006041
Gga.7107.1.S1_at		Finished cDNA, clone ChEST386j20	BU390163	0	0.24	-0.93	-1.17	0.00767
Gga.17021.1.S1_at	LOC769894	similar to Transmembrane anchor protein 1	BU412398	0	-0.49	-1.65	-1.17	0.004063
