FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
28494	26022	A_32_P721983	A_32_P721983	A_32_P721983	Unknown	-0.291578078	6.76063553	-4.833645728	9.42918E-05	0.005121991
2653	2229	A_24_P216313	ERGIC3	NM_015966	Homo sapiens ERGIC and golgi 3 (ERGIC3), transcript variant 2, mRNA [NM_015966]	-0.857796727	10.90165475	-4.828676976	9.53962E-05	0.005123387
16844	15416	A_24_P600622	A_24_P600622	A_24_P600622	Unknown	-0.779055728	9.129239712	-4.813538209	9.88422E-05	0.005123387
43624	39800	A_32_P327750	A_32_P327750	A_32_P327750	Unknown	-0.706135039	9.252438794	-4.81186038	9.92318E-05	0.005123387
1650	1330	A_24_P749042	A_24_P749042	A_24_P749042	Unknown	-0.662679604	8.599264583	-4.816840743	9.80799E-05	0.005123387
30359	27711	A_23_P411806	SLC44A1	NM_022109	Homo sapiens solute carrier family 44, member 1 (SLC44A1), transcript variant 1, mRNA [NM_022109]	-0.652074373	8.874451684	-4.814052575	9.87231E-05	0.005123387
40709	37315	A_24_P135579	LOC344382	XM_293026	PREDICTED: Homo sapiens similar to Serine-threonine kinase receptor-associated protein (UNR-interacting protein) (WD-40 repeat protein PT-WD) (MAP activator with WD repeats) (LOC344382), mRNA [XM_293026]	-0.620188529	9.002839921	-4.821990625	9.6903E-05	0.005123387
10291	9345	A_23_P134347	CPVL	NM_031311	Homo sapiens carboxypeptidase, vitellogenic-like (CPVL), transcript variant 1, mRNA [NM_031311]	-0.576808381	8.329192164	-4.816794381	9.80906E-05	0.005123387
11323	10301	A_23_P10305	CTPS2	NM_175859	Homo sapiens CTP synthase II (CTPS2), transcript variant 2, mRNA [NM_175859]	-0.552511141	8.344812163	-4.812260573	9.91388E-05	0.005123387
30595	27986	A_23_P103084	TOM1	NM_005488	Homo sapiens target of myb1 (chicken) (TOM1), mRNA [NM_005488]	-0.474862949	7.745496282	-4.823814992	9.64895E-05	0.005123387
31270	28610	A_23_P79545	SUCLG1	NM_003849	Homo sapiens succinate-CoA ligase, GDP-forming, alpha subunit (SUCLG1), mRNA [NM_003849]	-0.47315563	10.83351381	-4.825743054	9.60544E-05	0.005123387
27233	24945	A_24_P67929	C12orf41	NM_017822	Homo sapiens chromosome 12 open reading frame 41 (C12orf41), mRNA [NM_017822]	-0.470692684	7.979225546	-4.813797114	9.87823E-05	0.005123387
32435	29661	A_24_P73389	STK24	NM_003576	Homo sapiens serine/threonine kinase 24 (STE20 homolog, yeast) (STK24), transcript variant 1, mRNA [NM_003576]	-0.463227124	8.253067692	-4.818057247	9.78006E-05	0.005123387
31796	29111	A_23_P502174	DYNC2LI1	NM_015522	Homo sapiens dynein, cytoplasmic 2, light intermediate chain 1 (DYNC2LI1), transcript variant 2, mRNA [NM_015522]	-0.451950851	9.808699666	-4.823306017	9.66046E-05	0.005123387
20034	18302	A_23_P502196	IDH3B	NM_174855	Homo sapiens isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_174855]	-0.4376873	9.73968469	-4.824289712	9.63821E-05	0.005123387
10977	9976	A_32_P532216	QARS	NM_005051	Homo sapiens glutaminyl-tRNA synthetase (QARS), mRNA [NM_005051]	-0.411769123	9.55319376	-4.817465438	9.79364E-05	0.005123387
9874	9047	A_24_P386622	ARRB1	NM_004041	Homo sapiens arrestin, beta 1 (ARRB1), transcript variant 1, mRNA [NM_004041]	-0.393285358	8.129907598	-4.813137312	9.89352E-05	0.005123387
2784	2478	A_24_P15754	TOMM40	NM_006114	Homo sapiens translocase of outer mitochondrial membrane 40 homolog (yeast) (TOMM40), mRNA [NM_006114]	-0.378036194	8.106081182	-4.825252014	9.6165E-05	0.005123387
6312	5769	A_23_P54313	CD276	NM_001024736	Homo sapiens CD276 molecule (CD276), transcript variant 1, mRNA [NM_001024736]	-0.374820977	8.504154578	-4.81377295	9.87879E-05	0.005123387
3772	3388	A_24_P283288	MAPK14	NM_139013	Homo sapiens mitogen-activated protein kinase 14 (MAPK14), transcript variant 3, mRNA [NM_139013]	-0.367256567	7.545791187	-4.821517505	9.70105E-05	0.005123387
10265	9446	A_23_P50331	FAM32A	NM_014077	Homo sapiens family with sequence similarity 32, member A (FAM32A), mRNA [NM_014077]	-0.347058029	10.92332419	-4.824683843	9.62932E-05	0.005123387
8900	8193	A_24_P328969	YIPF5	NM_030799	Homo sapiens Yip1 domain family, member 5 (YIPF5), transcript variant 2, mRNA [NM_030799]	-0.588782694	9.900203549	-4.806764637	0.000100425	0.005156396
3597	3215	A_23_P154199	PPP1R7	NM_002712	Homo sapiens protein phosphatase 1, regulatory subunit 7 (PPP1R7), mRNA [NM_002712]	-0.358540357	11.74095607	-4.806254321	0.000100545	0.005156396
29805	27321	A_32_P22883	C21orf70	NM_058190	Homo sapiens chromosome 21 open reading frame 70 (C21orf70), mRNA [NM_058190]	-0.372357548	10.66543219	-4.802985666	0.000101319	0.005181776
33609	30715	A_24_P251351	RAB1A	NM_004161	Homo sapiens RAB1A, member RAS oncogene family (RAB1A), mRNA [NM_004161]	-0.647055225	10.30343877	-4.796704629	0.000102822	0.005203784
31575	28861	A_23_P70384	RNF8	NM_003958	Homo sapiens ring finger protein 8 (RNF8), transcript variant 1, mRNA [NM_003958]	-0.506123263	9.21664164	-4.7957735	0.000103047	0.005203784
18100	16620	A_24_P381136	PACSIN3	NM_016223	Homo sapiens protein kinase C and casein kinase substrate in neurons 3 (PACSIN3), mRNA [NM_016223]	-0.428380402	9.38779034	-4.795890129	0.000103019	0.005203784
9468	8615	A_24_P159866	STK11	NM_000455	Homo sapiens serine/threonine kinase 11 (STK11), mRNA [NM_000455]	-0.400338808	8.836057883	-4.79928567	0.000102202	0.005203784
23800	21771	A_23_P20107	GSTK1	NM_015917	Homo sapiens glutathione S-transferase kappa 1 (GSTK1), mRNA [NM_015917]	-0.453090928	10.00333559	-4.791692147	0.000104038	0.005212686
35505	32468	A_23_P161615	POLA2	NM_002689	Homo sapiens polymerase (DNA directed), alpha 2 (70kD subunit) (POLA2), mRNA [NM_002689]	-0.435405	8.492945418	-4.792721973	0.000103787	0.005212686
35247	32304	A_23_P116840	C12orf44	NM_021934	Homo sapiens chromosome 12 open reading frame 44 (C12orf44), mRNA [NM_021934]	-0.638691529	10.28652786	-4.785784927	0.00010549	0.005237029
4096	3680	A_23_P104607	PSMC3	NM_002804	Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 3 (PSMC3), mRNA [NM_002804]	-0.540667334	11.43458204	-4.786382391	0.000105342	0.005237029
37494	34231	A_24_P142473	DULLARD	NM_015343	Homo sapiens dullard homolog (Xenopus laevis) (DULLARD), mRNA [NM_015343]	-0.3954726	9.803119214	-4.787445533	0.00010508	0.005237029
13605	12449	A_23_P92261	MGC2408	NM_032331	Homo sapiens hypothetical protein MGC2408 (MGC2408), mRNA [NM_032331]	-0.37019623	10.07080131	-4.786593759	0.00010529	0.005237029
26328	24057	A_24_P268160	TMEM77	NM_178454	Homo sapiens transmembrane protein 77 (TMEM77), mRNA [NM_178454]	-0.352762339	10.7256793	-4.784933377	0.000105701	0.00523791
37716	34482	A_24_P75700	A_24_P75700	A_24_P75700	Unknown	-0.525228138	8.755621243	-4.780440195	0.000106822	0.005283766
35773	32801	A_23_P98252	ARL2	NM_001667	Homo sapiens ADP-ribosylation factor-like 2 (ARL2), mRNA [NM_001667]	-0.357246678	10.87478414	-4.778345404	0.000107348	0.00528631
29984	27488	A_23_P71948	AKNA	NM_030767	Homo sapiens AT-hook transcription factor (AKNA), mRNA [NM_030767]	-0.244549656	7.069336978	-4.77790857	0.000107458	0.00528631
23215	21163	A_23_P323836	C9orf75	NM_173691	Homo sapiens chromosome 9 open reading frame 75 (C9orf75), mRNA [NM_173691]	-0.363495017	9.225646275	-4.767058703	0.00011023	0.005372357
10132	9207	A_32_P169505	RP11-130N24.1	NM_001008537	Homo sapiens KIAA2022 protein (KIAA2022), mRNA [NM_001008537]	-0.256146568	6.921296177	-4.76067666	0.000111894	0.005429018
35948	32970	A_23_P15247	C16orf5	NM_013399	Homo sapiens chromosome 16 open reading frame 5 (C16orf5), mRNA [NM_013399]	-0.336727336	7.556704326	-4.75596283	0.000113139	0.005456834
19580	17938	A_32_P201496	POLR3H	NM_001018052	Homo sapiens polymerase (RNA) III (DNA directed) polypeptide H (22.9kD) (POLR3H), transcript variant 2, mRNA [NM_001018052]	-0.471633538	8.671814466	-4.752570027	0.000114044	0.00549071
33156	30350	A_24_P74981	AOF2	NM_015013	Homo sapiens amine oxidase (flavin containing) domain 2 (AOF2), transcript variant 2, mRNA [NM_015013]	-0.439829801	9.48234079	-4.751560629	0.000114314	0.005493982
28144	25694	A_23_P48610	TMEM55B	NM_144568	Homo sapiens transmembrane protein 55B (TMEM55B), mRNA [NM_144568]	-0.239174552	10.87563844	-4.748594811	0.000115113	0.005522589
6485	5931	A_24_P101617	tcag7.441	XM_930141	PREDICTED: Homo sapiens similar to Ubiquinol-cytochrome c reductase iron-sulfur subunit, mitochondrial precursor (Rieske iron-sulfur protein) (RISP) (Liver regeneration-related protein LRRGT00195) (LOC647123), mRNA [XM_930141]	-0.629413481	8.953321838	-4.741642907	0.000117008	0.005525483
32308	29583	A_24_P202717	PLEKHJ1	NM_018049	Homo sapiens pleckstrin homology domain containing, family J member 1 (PLEKHJ1), mRNA [NM_018049]	-0.557683961	10.00982258	-4.744459311	0.000116237	0.005525483
38864	35508	A_23_P148410	FTHL17	NM_031894	Homo sapiens ferritin, heavy polypeptide-like 17 (FTHL17), mRNA [NM_031894]	-0.557153168	12.18211527	-4.747029209	0.000115537	0.005525483
13727	12517	A_23_P67748	RAB11B	NM_004218	Homo sapiens RAB11B, member RAS oncogene family (RAB11B), mRNA [NM_004218]	-0.346417023	7.098046613	-4.74179318	0.000116967	0.005525483
32484	29747	A_32_P12454	BC041686	BC041686	Homo sapiens cDNA clone IMAGE:5287818. [BC041686]	-0.23054807	6.494175849	-4.745990008	0.00011582	0.005525483
30800	28214	A_24_P451992	A_24_P451992	A_24_P451992	Unknown	-0.56459381	7.687499334	-4.737983498	0.000118018	0.005534615
38911	35596	A_24_P372048	YKT6	NM_006555	Homo sapiens YKT6 v-SNARE homolog (S. cerevisiae) (YKT6), mRNA [NM_006555]	-0.512837189	11.40069924	-4.738120446	0.00011798	0.005534615
39400	36018	A_23_P212458	SEC61A1	NM_013336	Homo sapiens Sec61 alpha 1 subunit (S. cerevisiae) (SEC61A1), mRNA [NM_013336]	-0.29507679	11.97462823	-4.738348935	0.000117917	0.005534615
36358	33251	A_32_P232865	BCR	NM_021574	Homo sapiens breakpoint cluster region (BCR), transcript variant 2, mRNA [NM_021574]	-0.395816841	9.421146934	-4.735047491	0.000118835	0.005544144
39441	36090	A_23_P354591	C9orf28	NM_033446	Homo sapiens chromosome 9 open reading frame 28 (C9orf28), transcript variant 1, mRNA [NM_033446]	-0.286003163	8.182502761	-4.73577994	0.000118631	0.005544144
10483	9535	A_23_P102420	CCT4	NM_006430	Homo sapiens chaperonin containing TCP1, subunit 4 (delta) (CCT4), mRNA [NM_006430]	-0.352506726	15.16524475	-4.732482829	0.000119553	0.005568066
3724	3297	A_23_P68892	C22orf28	NM_014306	Homo sapiens chromosome 22 open reading frame 28 (C22orf28), mRNA [NM_014306]	-0.531686875	11.3628407	-4.731745657	0.000119761	0.00556815
11512	10488	A_24_P210399	TM9SF2	NM_004800	Homo sapiens transmembrane 9 superfamily member 2 (TM9SF2), mRNA [NM_004800]	-0.700497459	11.10687059	-4.730768398	0.000120036	0.005571393
38039	34769	A_23_P200073	C1orf128	NM_020362	Homo sapiens chromosome 1 open reading frame 128 (C1orf128), mRNA [NM_020362]	-0.416468009	8.70043664	-4.726551597	0.000121231	0.005617248
23817	21801	A_23_P33119	C8orf33	NM_023080	Homo sapiens chromosome 8 open reading frame 33 (C8orf33), mRNA [NM_023080]	-0.764716044	7.916404544	-4.724495877	0.000121818	0.005625216
32013	29352	A_24_P408704	DOCK2	NM_004946	Homo sapiens dedicator of cytokinesis 2 (DOCK2), mRNA [NM_004946]	-0.524422746	7.293748001	-4.725120151	0.00012164	0.005625216
22739	20760	A_24_P7380	A_24_P7380	A_24_P7380	Unknown	-0.571187937	11.45017613	-4.723277661	0.000122167	0.005631748
33052	30319	A_23_P68884	DRG1	NM_004147	Homo sapiens developmentally regulated GTP binding protein 1 (DRG1), mRNA [NM_004147]	-0.553508826	10.78810714	-4.716086348	0.00012425	0.005654492
15191	13942	A_24_P277747	TNRC5	NM_006586	Homo sapiens trinucleotide repeat containing 5 (TNRC5), transcript variant 1, mRNA [NM_006586]	-0.488357655	8.255044948	-4.718231825	0.000123625	0.005654492
30244	27654	A_23_P135437	EXOC4	NM_021807	Homo sapiens exocyst complex component 4 (EXOC4), transcript variant 1, mRNA [NM_021807]	-0.474673297	10.18155028	-4.715812402	0.00012433	0.005654492
44222	40356	A_23_P141847	UBE2M	NM_003969	Homo sapiens ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast) (UBE2M), mRNA [NM_003969]	-0.445066625	10.57723846	-4.71683496	0.000124031	0.005654492
33189	30412	A_23_P121215	CAMK1	NM_003656	Homo sapiens calcium/calmodulin-dependent protein kinase I (CAMK1), mRNA [NM_003656]	-0.389972506	7.231738219	-4.719335492	0.000123304	0.005654492
33998	31116	A_23_P29248	TST	NM_003312	Homo sapiens thiosulfate sulfurtransferase (rhodanese) (TST), nuclear gene encoding mitochondrial protein, mRNA [NM_003312]	-0.291034882	12.8847504	-4.716558041	0.000124112	0.005654492
25937	23657	A_23_P166421	TBC1D10A	NM_031937	Homo sapiens TBC1 domain family, member 10A (TBC1D10A), mRNA [NM_031937]	-0.251018869	11.10236285	-4.717752304	0.000123764	0.005654492
34594	31736	A_24_P276791	LRRC42	NM_052940	Homo sapiens leucine rich repeat containing 42 (LRRC42), mRNA [NM_052940]	-0.62658486	8.920065518	-4.713510081	0.000125004	0.00567565
38283	35068	A_24_P356130	MAP2K5	NM_002757	Homo sapiens mitogen-activated protein kinase kinase 5 (MAP2K5), transcript variant B, mRNA [NM_002757]	-0.405191487	7.775702836	-4.712469591	0.00012531	0.005680033
14024	12913	A_23_P74269	SRM	NM_003132	Homo sapiens spermidine synthase (SRM), mRNA [NM_003132]	-0.363161666	10.69181396	-4.707382031	0.000126818	0.005738771
26053	23867	A_24_P293120	ZNF576	NM_024327	Homo sapiens zinc finger protein 576 (ZNF576), mRNA [NM_024327]	-0.379225228	8.706755776	-4.705803861	0.000127289	0.005740933
7043	6493	A_23_P253389	SLC4A2	NM_003040	Homo sapiens solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1) (SLC4A2), mRNA [NM_003040]	-0.406278539	8.398569717	-4.700751063	0.00012881	0.005779987
20156	18365	A_23_P152487	KARS	NM_005548	Homo sapiens lysyl-tRNA synthetase (KARS), mRNA [NM_005548]	-0.616124269	9.503503856	-4.69896388	0.000129353	0.005785864
38006	34707	A_23_P155360	HDAC11	NM_024827	Homo sapiens histone deacetylase 11 (HDAC11), mRNA [NM_024827]	-0.371750566	8.831803906	-4.697772758	0.000129715	0.005792532
3256	2889	A_23_P153441	HOOK2	NM_013312	Homo sapiens hook homolog 2 (Drosophila) (HOOK2), mRNA [NM_013312]	-0.3362381	12.14830169	-4.695059749	0.000130546	0.005820013
30519	27849	A_23_P56529	AAMP	NM_001087	Homo sapiens angio-associated, migratory cell protein (AAMP), mRNA [NM_001087]	-0.462376121	11.64850802	-4.691304054	0.000131704	0.005861999
32401	29600	A_23_P500799	CASP6	NM_001226	Homo sapiens caspase 6, apoptosis-related cysteine peptidase (CASP6), transcript variant alpha, mRNA [NM_001226]	-0.478272558	10.4093023	-4.685034048	0.00013366	0.005929606
20657	18802	A_23_P55045	SLC25A19	NM_021734	Homo sapiens solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19 (SLC25A19), mRNA [NM_021734]	-0.330997359	8.222183478	-4.684233727	0.000133912	0.00593107
3632	3282	A_24_P370156	MAN2B1	NM_000528	Homo sapiens mannosidase, alpha, class 2B, member 1 (MAN2B1), mRNA [NM_000528]	-0.301383891	9.694812788	-4.683407998	0.000134172	0.005932906
21533	19637	A_23_P29263	CSNK1E	NM_152221	Homo sapiens casein kinase 1, epsilon (CSNK1E), transcript variant 1, mRNA [NM_152221]	-0.445244797	9.152197117	-4.682345556	0.000134508	0.005937628
30602	27999	A_23_P406424	RHOC	NM_175744	Homo sapiens ras homolog gene family, member C (RHOC), mRNA [NM_175744]	-0.435522381	11.7116087	-4.681657814	0.000134726	0.005937628
37498	34239	A_23_P133923	BAT4	NM_033177	Homo sapiens HLA-B associated transcript 4 (BAT4), mRNA [NM_033177]	-0.26615923	12.6479202	-4.680994139	0.000134936	0.005937628
32883	30169	A_24_P48495	LYPD3	NM_014400	Homo sapiens LY6/PLAUR domain containing 3 (LYPD3), mRNA [NM_014400]	-0.969136537	8.32027388	-4.678925304	0.000135594	0.005956923
41007	37543	A_24_P281264	A_24_P281264	A_24_P281264	Unknown	-0.57630896	8.311009077	-4.676785171	0.000136279	0.005977299
20374	18600	A_24_P21985	FOXJ2	NM_018416	Homo sapiens forkhead box J2 (FOXJ2), mRNA [NM_018416]	-0.392945334	8.399325677	-4.675628496	0.00013665	0.005983903
19716	18032	A_24_P283320	PCMT1	NM_005389	Homo sapiens protein-L-isoaspartate (D-aspartate) O-methyltransferase (PCMT1), mRNA [NM_005389]	-0.719094703	9.62025063	-4.673843157	0.000137225	0.00598707
26037	23839	A_24_P714134	AK126814	AK126814	Homo sapiens cDNA FLJ44864 fis, clone BRALZ2013621, moderately similar to Heterogeneous nuclear ribonucleoprotein K. [AK126814]	-0.634250288	8.683889892	-4.665895658	0.000139815	0.005987171
40666	37231	A_23_P433016	FBLN1	NM_001996	Homo sapiens fibulin 1 (FBLN1), transcript variant C, mRNA [NM_001996]	-0.567944857	10.2994396	-4.667282069	0.00013936	0.005987171
24265	22155	A_24_P237443	CXorf9	NM_018990	Homo sapiens chromosome X open reading frame 9 (CXorf9), mRNA [NM_018990]	-0.547857769	8.365648031	-4.668999713	0.000138798	0.005987171
26532	24275	A_23_P75255	VPS26A	NM_004896	Homo sapiens vacuolar protein sorting 26 homolog A (yeast) (VPS26A), transcript variant 1, mRNA [NM_004896]	-0.536479277	11.18950532	-4.670266955	0.000138385	0.005987171
7527	6914	A_24_P106953	PTGES2	NM_198939	Homo sapiens prostaglandin E synthase 2 (PTGES2), transcript variant 3, mRNA [NM_198939]	-0.455904253	8.198636829	-4.671444938	0.000138002	0.005987171
1355	1115	A_24_P127051	A_24_P127051	A_24_P127051	Unknown	-0.451788904	15.28879763	-4.666943211	0.000139471	0.005987171
31059	28378	A_24_P155815	COG8	NM_032382	Homo sapiens component of oligomeric golgi complex 8 (COG8), mRNA [NM_032382]	-0.433608746	7.764252182	-4.669573931	0.00013861	0.005987171
10462	9496	A_23_P89799	ACAA2	NM_006111	Homo sapiens acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) (ACAA2), nuclear gene encoding mitochondrial protein, mRNA [NM_006111]	-0.425038853	10.28305284	-4.671607054	0.000137949	0.005987171
25385	23261	A_23_P109593	TBC1D22A	NM_014346	Homo sapiens TBC1 domain family, member 22A (TBC1D22A), mRNA [NM_014346]	-0.276485529	9.284989246	-4.666018677	0.000139775	0.005987171
44006	40157	A_24_P178523	A_24_P178523	A_24_P178523	Unknown	-0.351462325	8.059253427	-4.66352122	0.000140599	0.006001675
41034	37594	A_24_P936605	U87972	U87972	Human NAD+-isocitrate dehydrogenase mRNA, partial cds. [U87972]	-0.382867416	7.990854786	-4.661752343	0.000141185	0.00600821
25595	23339	A_24_P128683	C2orf24	NM_015680	Homo sapiens chromosome 2 open reading frame 24 (C2orf24), mRNA [NM_015680]	-0.292986045	9.106915085	-4.659659173	0.000141882	0.006027988
32428	29647	A_24_P766205	A_24_P766205	A_24_P766205	Unknown	-0.721862007	12.72502255	-4.65314047	0.000144076	0.006054366
25297	23104	A_24_P148811	RUVBL1	NM_003707	Homo sapiens RuvB-like 1 (E. coli) (RUVBL1), mRNA [NM_003707]	-0.693441491	8.394111335	-4.656114515	0.000143071	0.006054366
19573	17924	A_24_P294832	PTP4A1	NM_003463	Homo sapiens protein tyrosine phosphatase type IVA, member 1 (PTP4A1), mRNA [NM_003463]	-0.655229155	10.35539708	-4.654869697	0.00014349	0.006054366
578	513	A_24_P378368	MBTPS1	NM_003791	Homo sapiens membrane-bound transcription factor peptidase, site 1 (MBTPS1), transcript variant 1, mRNA [NM_003791]	-0.606666006	8.45676861	-4.652269725	0.000144371	0.006054366
35971	32855	A_24_P338145	STOML2	NM_013442	Homo sapiens stomatin (EPB72)-like 2 (STOML2), mRNA [NM_013442]	-0.565273364	9.971445781	-4.651851693	0.000144513	0.006054366
4715	4204	A_24_P79054	TGFB1	NM_000660	Homo sapiens transforming growth factor, beta 1 (Camurati-Engelmann disease) (TGFB1), mRNA [NM_000660]	-0.403992616	8.472316381	-4.762712806	0.000144474	0.006054366
3891	3452	A_23_P74799	SLC25A24	NM_213651	Homo sapiens solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 (SLC25A24), transcript variant 2, mRNA [NM_213651]	-0.395209978	11.91542617	-4.655067643	0.000143424	0.006054366
4261	3832	A_23_P1615	FIBP	NM_004214	Homo sapiens fibroblast growth factor (acidic) intracellular binding protein (FIBP), transcript variant 2, mRNA [NM_004214]	-0.518082849	9.290524953	-4.650693712	0.000144908	0.006058041
3401	3005	A_23_P11224	TMEM32	NM_173470	Homo sapiens transmembrane protein 32 (TMEM32), mRNA [NM_173470]	-0.490081518	11.04609131	-4.649628385	0.000145271	0.006058041
13702	12472	A_23_P94174	MRPL15	NM_014175	Homo sapiens mitochondrial ribosomal protein L15 (MRPL15), nuclear gene encoding mitochondrial protein, mRNA [NM_014175]	-0.383954433	12.05560043	-4.649761242	0.000145226	0.006058041
9570	8803	A_23_P54223	RABGGTA	NM_004581	Homo sapiens Rab geranylgeranyltransferase, alpha subunit (RABGGTA), transcript variant 2, mRNA [NM_004581]	-0.322926701	8.050407861	-4.647956209	0.000145844	0.00607259
25336	23173	A_32_P234459	HLA-H	NR_001434	Homo sapiens major histocompatibility complex, class I, H (pseudogene) (HLA-H) on chromosome 6 [NR_001434]	-0.617980968	14.78477142	-4.642525341	0.000147721	0.006099357
10769	9905	A_23_P145463	SLC35B3	NM_015948	Homo sapiens solute carrier family 35, member B3 (SLC35B3), mRNA [NM_015948]	-0.48164433	9.649690797	-4.641383091	0.000148119	0.006099357
24066	21946	A_24_P333357	RAB40C	AK090463	Homo sapiens mRNA for FLJ00384 protein. [AK090463]	-0.434130497	8.977947622	-4.645260732	0.000146773	0.006099357
42626	38954	A_32_P155506	UBE2E2	NM_152653	Homo sapiens ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast) (UBE2E2), mRNA [NM_152653]	-0.339396121	8.140733974	-4.644730741	0.000146956	0.006099357
2491	2083	A_23_P17144	XAB1	NM_007266	Homo sapiens XPA binding protein 1, GTPase (XAB1), mRNA [NM_007266]	-0.309128245	11.99172677	-4.642649028	0.000147678	0.006099357
13866	12623	A_24_P278637	FADD	NM_003824	Homo sapiens Fas (TNFRSF6)-associated via death domain (FADD), mRNA [NM_003824]	-0.670688352	9.137939252	-4.638425448	0.000149153	0.006107376
8142	7421	A_24_P144275	A_24_P144275	A_24_P144275	Unknown	-0.431396527	10.94322404	-4.639478492	0.000148784	0.006107376
23168	21233	A_23_P77440	NFATC3	NM_173164	Homo sapiens nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 (NFATC3), transcript variant 4, mRNA [NM_173164]	-0.582010988	8.555392533	-4.633911859	0.000150747	0.006124773
43504	39747	A_24_P134816	BCL9L	NM_182557	Homo sapiens B-cell CLL/lymphoma 9-like (BCL9L), mRNA [NM_182557]	-0.400309524	8.586973777	-4.636483697	0.000149837	0.006124773
5040	4497	A_24_P581618	A_24_P581618	A_24_P581618	Unknown	-0.39682374	7.827269103	-4.633514879	0.000150888	0.006124773
17994	16430	A_24_P163405	RFP	NM_030950	Homo sapiens ret finger protein (RFP), transcript variant beta, mRNA [NM_030950]	-0.34445357	9.974392801	-4.631415445	0.000151636	0.006134679
27098	24856	A_32_P57237	RPL21	NM_000982	Homo sapiens ribosomal protein L21 (RPL21), mRNA [NM_000982]	-0.528063733	15.0062007	-4.628700483	0.000152608	0.006162232
30147	27631	A_23_P80213	TOP3B	NM_003935	Homo sapiens topoisomerase (DNA) III beta (TOP3B), mRNA [NM_003935]	-0.300415436	7.69782197	-4.6282465	0.000152771	0.006162232
6838	6270	A_23_P97265	GPATC4	NM_182679	Homo sapiens G patch domain containing 4 (GPATC4), transcript variant 2, mRNA [NM_182679]	-0.452087406	11.27488697	-4.624181598	0.000154241	0.006212258
6401	5778	A_23_P72853	MFSD5	NM_032889	Homo sapiens major facilitator superfamily domain containing 5 (MFSD5), mRNA [NM_032889]	-0.53870429	10.31186748	-4.621212646	0.000155323	0.006234532
13158	12099	A_23_P109410	THAP7	NM_030573	Homo sapiens THAP domain containing 7 (THAP7), transcript variant 1, mRNA [NM_030573]	-0.320544451	8.113195193	-4.620773267	0.000155484	0.006234532
23725	21636	A_32_P22401	RPRC1	NM_018067	Homo sapiens arginine/proline rich coiled-coil 1 (RPRC1), mRNA [NM_018067]	-0.315045015	12.43810903	-4.621942099	0.000155056	0.006234532
8157	7447	A_32_P331700	A_32_P331700	A_32_P331700	Unknown	-0.643835781	9.185021393	-4.619186663	0.000156066	0.006240011
41771	38166	A_24_P187750	ARF3	NM_001659	Homo sapiens ADP-ribosylation factor 3 (ARF3), mRNA [NM_001659]	-0.508121169	8.942408279	-4.619145916	0.000156081	0.006240011
18069	16570	A_23_P6119	SEC23B	NM_032986	Homo sapiens Sec23 homolog B (S. cerevisiae) (SEC23B), transcript variant 3, mRNA [NM_032986]	-0.725443729	9.649348154	-4.616189635	0.000157171	0.006246554
28446	26088	A_23_P145718	AOAH	NM_001637	Homo sapiens acyloxyacyl hydrolase (neutrophil) (AOAH), mRNA [NM_001637]	-0.44055563	7.11180903	-4.616421375	0.000157086	0.006246554
6407	5790	A_24_P272886	A_24_P272886	A_24_P272886	Unknown	-0.565243245	10.69161741	-4.614310161	0.000157869	0.006249402
23187	21270	A_24_P766716	AK126405	AK126405	Homo sapiens cDNA FLJ44441 fis, clone UTERU2020242. [AK126405]	-0.510120851	10.23471844	-4.614146487	0.00015793	0.006249402
10732	9836	A_23_P39971	C2orf30	NM_015701	Homo sapiens chromosome 2 open reading frame 30 (C2orf30), mRNA [NM_015701]	-0.620203105	10.55893843	-4.606192831	0.000160916	0.006270258
27826	25418	A_24_P940537	STK35	NM_080836	Homo sapiens serine/threonine kinase 35 (STK35), mRNA [NM_080836]	-0.524391146	7.852710872	-4.606341269	0.00016086	0.006270258
15681	14365	A_23_P6474	JOSD1	NM_014876	Homo sapiens Josephin domain containing 1 (JOSD1), mRNA [NM_014876]	-0.519922351	7.103569043	-4.604751212	0.000161464	0.006270258
14370	13081	A_23_P218434	ZNF226	NM_015919	Homo sapiens zinc finger protein 226 (ZNF226), transcript variant 4, mRNA [NM_015919]	-0.489988535	10.07599067	-4.60496941	0.000161381	0.006270258
34437	31448	A_23_P216655	TRIM14	NM_014788	Homo sapiens tripartite motif-containing 14 (TRIM14), transcript variant 1, mRNA [NM_014788]	-0.421091459	9.450739947	-4.605195677	0.000161295	0.006270258
