ProbeUID	ProbeName	GeneName	SystematicName	Description	AverageLog	AveragePV
95024	A_68_P21626139	Pdyn	chr2:129396148-129396201	PROMOTER	1.294379028	3.40E-08
78159	A_68_P24907691	St8sia1	chr6:142923349-142923408	PROMOTER	1.007887536	3.43E-08
49702	A_68_P22829245	Cnr1	chr4:034250704-034250763	PROMOTER	1.029213367	3.44E-08
152935	A_68_P21143395	Strbp	chr2:037474548-037474607	INSIDE	0.976368815	3.53E-08
108893	A_68_P29631124	Efha1	chr14:056955227-056955286	PROMOTER	1.153001411	3.55E-08
65322	A_68_P32056999	Gldc	chr19:030245596-030245655	PROMOTER	0.946756447	3.65E-08
213794	A_68_P28879970	V1rh14	chr13:023124796-023124855	PROMOTER	1.018958644	3.82E-08
109511	A_68_P23350147	Capzb	chr4:138461359-138461418	PROMOTER	1.261455631	3.92E-08
161267	A_68_P27672196	Efemp1	chr11:028769158-028769217	INSIDE	0.955342226	3.97E-08
194817	A_68_P31150964	Zbtb22	chr17:033527576-033527621	INSIDE	0.894341705	4.01E-08
177242	A_68_P26129684	Tlm	chr8:107550256-107550313	PROMOTER	1.331799119	4.01E-08
11870	A_68_P27901224	Pld2	chr11:070356625-070356669	INSIDE	1.037362929	4.20E-08
175435	A_68_P21010248	Itga8	chr2:012218212-012218271	INSIDE	1.019254734	4.23E-08
209247	A_68_P32111300	Ccnj	chr19:040880929-040880978	PROMOTER	1.098537345	4.32E-08
95310	A_68_P27286262	Lmnb2	chr10:080309383-080309432	INSIDE	1.076335068	4.32E-08
216938	A_68_P24953513	V1rd11	chr7:005488631-005488690	PROMOTER	1.019268794	4.39E-08
237083	A_68_P24402012	Olfr435	chr6:043129134-043129193	PROMOTER	0.947696694	4.43E-08
121702	A_68_P29611634	Dad1	chr14:053211600-053211651	INSIDE	0.903713283	4.48E-08
182119	A_68_P23893606	Cxcl9	chr5:093402456-093402515	INSIDE	1.211449905	4.50E-08
32366	A_68_P21416574	Olfr1273	chr2:090098436-090098495	PROMOTER	1.012705848	4.52E-08
99735	A_68_P26972797	Heca	chr10:017640277-017640336	PROMOTER	0.957079049	4.58E-08
167433	A_68_P20331584	Atic	chr1:071488218-071488277	PROMOTER	1.13855066	4.75E-08
157898	A_68_P28156344	Sap30bp	chr11:115754178-115754230	INSIDE	1.024415465	4.92E-08
199769	A_68_P22331539	Sprr3	chr3:092544391-092544450	PROMOTER	1.077662617	5.05E-08
87595	A_68_P22386708	Syt6	chr3:103700679-103700738	PROMOTER	0.925477813	5.06E-08
63585	A_68_P26595498	Aph1c	chr9:066638414-066638473	PROMOTER	1.373853032	5.25E-08
181905	A_68_P27848459	Zfp179	chr11:061269378-061269428	INSIDE	0.913347381	5.35E-08
120174	A_68_P27846347	Kcnj12	chr11:060884189-060884243	INSIDE	1.244581831	5.70E-08
238581	A_68_P21199146	Acvr2a	chr2:048638456-048638509	INSIDE	0.927703344	5.80E-08
42383	A_68_P30479852	Tegt	chr15:099216621-099216680	PROMOTER	1.128501362	6.06E-08
38424	A_68_P22292322	Tmem154	chr3:084748490-084748549	PROMOTER	1.007694757	6.10E-08
65428	A_68_P30474630	Olfr281	chr15:098280731-098280781	PROMOTER	1.198594652	6.15E-08
5548	A_68_P30642628	Lsg1-BC022623	chr16:030514275-030514333	DIVERGENT_PROMOTER	0.982325674	6.24E-08
108934	A_68_P25382970	Olfr600	chr7:103222570-103222629	PROMOTER	0.858212394	6.49E-08
59165	A_68_P28184849	Hgs	chr11:120300032-120300091	INSIDE	1.038210023	6.50E-08
100752	A_68_P21815203	Rims4	chr2:163610883-163610938	PROMOTER	0.862085608	6.65E-08
172680	A_68_P26624026	Cgnl1	chr9:071571148-071571207	PROMOTER	0.920521685	7.15E-08
234451	A_68_P23141907	Angptl3	chr4:098522388-098522447	PROMOTER	1.037503832	7.25E-08
118445	A_68_P24449438	Hoxa11	chr6:052179438-052179497	PROMOTER	1.113215342	7.30E-08
47855	A_68_P25103276	Ptpn5	chr7:047003662-047003710	PROMOTER	0.919634371	7.30E-08
218469	A_68_P30488504	Scn8a	chr15:100758291-100758350	INSIDE	1.129115617	7.60E-08
36505	A_68_P21973833	Armc1	chr3:019357272-019357331	PROMOTER	1.081067648	7.93E-08
152037	A_68_P30578499	Zdhhc8	chr16:018149043-018149095	PROMOTER	1.32204894	8.15E-08
99744	A_68_P27482581	Mdm2	chr10:117116704-117116756	PROMOTER	0.986255997	8.25E-08
220065	A_68_P30984776	Kcnj6	chr16:095110816-095110875	PROMOTER	0.929726525	8.45E-08
181485	A_68_P29250255	Enc1	chr13:098343614-098343673	INSIDE	0.949067547	8.45E-08
60263	A_68_P25004270	Zfp94	chr7:024027267-024027319	PROMOTER	0.882309197	8.50E-08
42318	A_68_P22834498	Ifnk	chr4:035335853-035335912	PROMOTER	0.889855668	8.61E-08
575	A_68_P23090680	Ptplad2	chr4:087911701-087911760	PROMOTER	1.06928767	8.95E-08
125295	A_68_P24777675	Rassf4	chr6:116642498-116642553	PROMOTER	1.2046656	9.00E-08
14976	A_68_P24815590	C1rl	chr6:124455647-124455691	PROMOTER	1.079471206	9.10E-08
224641	A_68_P29032292	Edg3	chr13:051418877-051418928	PROMOTER	1.050646262	9.25E-08
111207	A_68_P23532208	Orc5l	chr5:022064537-022064588	PROMOTER	0.892332467	9.25E-08
208870	A_68_P29512035	Sh3bp5	chr14:030262500-030262559	INSIDE	0.886191665	9.30E-08
78527	A_68_P27565764	Gck	chr11:005848132-005848185	INSIDE	1.115974786	9.35E-08
73686	A_68_P23887074	Areg	chr5:092213053-092213112	PROMOTER	1.080038587	9.66E-08
170306	A_68_P29510426	Nisch	chr14:030032926-030032976	INSIDE	1.065150752	1.06E-07
139122	A_68_P21554578	Tmco5	chr2:116568888-116568947	PROMOTER	0.88144494	1.13E-07
32222	A_68_P27805749	Il4	chr11:053465791-053465846	PROMOTER	1.020350092	1.15E-07
115746	A_68_P20137144	Dst	chr1:034105332-034105381	INSIDE	0.973639995	1.19E-07
138314	A_68_P32453961	Cd99l2	chrX:067752807-067752866	INSIDE	1.260284542	1.20E-07
44370	A_68_P32227594	Sfxn4	chr19:060915842-060915889	INSIDE	0.94561506	1.23E-07
110888	A_68_P25030888	Alkbh6	chr7:030016730-030016789	PROMOTER	1.182575946	1.24E-07
201680	A_68_P32288222	Rp2h	chrX:019521942-019521986	INSIDE	0.898716327	1.25E-07
196986	A_68_P31932863	Snx15	chr19:006127020-006127079	INSIDE	1.00830399	1.25E-07
99377	A_68_P22690587	Gpr177	chr3:159777084-159777137	INSIDE	1.25295457	1.25E-07
187611	A_68_P32219570	Emx2	chr19:059512568-059512612	INSIDE	1.165161955	1.26E-07
158633	A_68_P25937490	Nat1	chr8:070420230-070420286	INSIDE	0.890222236	1.29E-07
90108	A_68_P22276375	Ctso	chr3:082020740-082020799	INSIDE	0.899701662	1.30E-07
205820	A_68_P27367713	Eea1	chr10:095367473-095367532	PROMOTER	1.309635074	1.37E-07
145330	A_68_P27902157	AI842396	chr11:070506442-070506501	INSIDE	1.576101512	1.38E-07
201297	A_68_P22659669	Rabggtb	chr3:153851050-153851109	PROMOTER	1.19267508	1.41E-07
109774	A_68_P30014081	Adamts12	chr15:011006094-011006152	PROMOTER	0.859901825	1.41E-07
198703	A_68_P22182556	Rap2b	chr3:061449454-061449513	PROMOTER	1.615126633	1.42E-07
143792	A_68_P24294797	Aass	chr6:023088102-023088161	PROMOTER	0.978480662	1.46E-07
160283	A_68_P25616732	Map2k7	chr8:004239356-004239415	INSIDE	1.347883381	1.60E-07
30770	A_68_P31928910	Efemp2	chr19:005475396-005475440	INSIDE	0.8668645	1.67E-07
36937	A_68_P32036050	Smarca2	chr19:026669170-026669229	PROMOTER	0.859802439	1.82E-07
60276	A_68_P23092714	Ifne1	chr4:088352079-088352138	PROMOTER	0.976309648	1.86E-07
55033	A_68_P26434021	Olfr894	chr9:037966332-037966391	PROMOTER	1.006915929	1.87E-07
19967	A_68_P24010202	Pxn	chr5:115816636-115816681	INSIDE	0.893588363	1.89E-07
96561	A_68_P27947431	Ksr1	chr11:078965837-078965892	PROMOTER	0.974264035	1.90E-07
13921	A_68_P27027645	Ptprk	chr10:027765845-027765904	INSIDE	0.993931787	2.02E-07
148169	A_68_P28914816	E2f3	chr13:029996944-029997003	PROMOTER	1.269766565	2.07E-07
37661	A_68_P30718946	Gramd1c	chr16:043902597-043902656	INSIDE	1.230216848	2.09E-07
10993	A_68_P26643318	Gnb5	chr9:075094707-075094758	PROMOTER	1.234597185	2.14E-07
160921	A_68_P21481073	Pdhx	chr2:102873354-102873413	INSIDE	1.134671515	2.23E-07
150051	A_68_P28357583	Sostdc1	chr12:036819354-036819413	PROMOTER	0.907339412	2.25E-07
128752	A_68_P21776612	Manbal	chr2:157056828-157056887	PROMOTER	0.886689862	2.36E-07
222336	A_68_P25313867	Tmem126b	chr7:090356650-090356709	PROMOTER	0.98783398	2.41E-07
233807	A_68_P27900267	Alox15	chr11:070167363-070167407	INSIDE	0.990959686	2.42E-07
22391	A_68_P27896317	Sox15	chr11:069470662-069470721	PROMOTER	0.87087505	2.50E-07
57943	A_68_P28048145	Sp6	chr11:096829519-096829568	PROMOTER	1.163309112	2.62E-07
29913	A_68_P24482323	Abcg2	chr6:058524602-058524653	PROMOTER	0.876157069	2.81E-07
179825	A_68_P32694911	Rnf128	chrX:134953398-134953457	PROMOTER	0.92349115	2.84E-07
200851	A_68_P26139646	Zfp90	chr8:109299439-109299498	PROMOTER	0.88745153	2.88E-07
111623	A_68_P26553651	Arih1	chr9:059286968-059287027	PROMOTER	1.520536911	2.90E-07
120828	A_68_P32457118	Magea4	chrX:068474158-068474211	PROMOTER	0.877368501	3.07E-07
232624	A_68_P30723345	Gtpbp8	chr16:044667103-044667159	PROMOTER	1.080459844	3.13E-07
31469	A_68_P29596018	Olfr722	chr14:048825494-048825547	PROMOTER	0.965604533	3.15E-07
195299	A_68_P28517736	Sav1	chr12:070910140-070910199	PROMOTER	0.903941665	3.19E-07
47401	A_68_P27006483	Taar7f	chr10:023738487-023738541	PROMOTER	0.928138747	3.30E-07
85653	A_68_P29952583	Ranbp5	chr14:120047472-120047531	INSIDE	0.982347411	3.46E-07
121379	A_68_P25026459	Neud4	chr7:029012354-029012413	PROMOTER	1.099873492	3.47E-07
58991	A_68_P30587609	Abcc5	chr16:020339357-020339416	INSIDE	0.920082626	3.57E-07
117794	A_68_P25366098	Kcne3	chr7:100049723-100049775	PROMOTER	1.077954876	3.72E-07
55800	A_68_P32226965	Nanos1	chr19:060805806-060805865	PROMOTER	0.93231172	3.74E-07
201455	A_68_P26235229	Cbfa2t3h	chr8:125583417-125583471	INSIDE	1.081533813	3.78E-07
48144	A_68_P30964458	Donson	chr16:091579678-091579737	PROMOTER	0.860430812	3.78E-07
20729	A_68_P27484969	Mdm1	chr10:117548037-117548094	INSIDE	0.941031648	3.86E-07
189960	A_68_P22347862	Otud7b	chr3:096246362-096246415	INSIDE	0.872476131	3.87E-07
91564	A_68_P20352175	Slc23a3	chr1:075015624-075015683	INSIDE	1.244714064	4.03E-07
32597	A_68_P27537991	Admr-Rdh1	chr10:127162557-127162611	DIVERGENT_PROMOTER	1.198537865	4.05E-07
182494	A_68_P30332148	Gpr20	chr15:073538386-073538440	PROMOTER	0.960848089	4.32E-07
58686	A_68_P25083657	Klk14	chr7:043558871-043558929	INSIDE	1.268781066	4.49E-07
225705	A_68_P31161693	Mrps18b	chr17:035523795-035523844	INSIDE	0.86291477	4.57E-07
217881	A_68_P26891489	D9Ertd402e	chr9:122649575-122649634	PROMOTER	1.29369972	4.72E-07
145235	A_68_P30792747	Cpox	chr16:058614171-058614230	INSIDE	1.027886086	4.82E-07
134932	A_68_P24113789	Wbscr28	chr5:135189022-135189073	INSIDE	1.059270574	4.89E-07
37329	A_68_P23610968	Wfs1	chr5:037280481-037280540	PROMOTER	1.008316523	4.98E-07
6618	A_68_P27964636	Ccl1	chr11:081998376-081998435	PROMOTER	1.087216021	5.05E-07
78989	A_68_P30594921	Map3k13	chr16:021801599-021801646	PROMOTER	1.053351344	5.10E-07
235021	A_68_P27944875	Nlk	chr11:078511969-078512018	INSIDE	0.932400179	5.10E-07
86414	A_68_P25665735	F10	chr8:013038893-013038947	INSIDE	0.934136748	5.20E-07
63475	A_68_P32030703	Dmrt3	chr19:025675374-025675433	PROMOTER	0.940782319	5.20E-07
56143	A_68_P21747908	Tcf15	chr2:151835378-151835422	INSIDE	1.192867145	5.35E-07
211194	A_68_P30365844	Maff	chr15:079169538-079169595	PROMOTER	1.339952638	5.40E-07
163768	A_68_P28187052	Fasn	chr11:120642641-120642692	PROMOTER	0.940995541	5.40E-07
86113	A_68_P31708173	Lox	chr18:052652655-052652714	INSIDE	0.950193202	5.53E-07
148664	A_68_P21732439	Cst13	chr2:148521793-148521852	INSIDE	0.959336491	5.79E-07
201502	A_68_P28698644	Serpina10	chr12:104031074-104031124	PROMOTER	0.865887873	5.83E-07
103750	A_68_P21814251	Ada	chr2:163442177-163442233	PROMOTER	1.117490507	5.90E-07
9172	A_68_P27809142	Il3	chr11:054110512-054110567	INSIDE	1.326156274	0.0000006
153723	A_68_P20828417	Cd244	chr1:173392051-173392110	PROMOTER	1.041438396	6.10E-07
132887	A_68_P29675619	Pbk	chr14:064759297-064759356	PROMOTER	1.262150503	6.15E-07
204602	A_68_P23440866	Mxra8	chr4:154677374-154677430	PROMOTER	1.407132749	6.20E-07
130442	A_68_P28271063	Odc1	chr12:017565992-017566050	PROMOTER	1.144632599	6.20E-07
212510	A_68_P23895026	D5Ertd593e	chr5:093677284-093677337	PROMOTER	0.92518025	6.25E-07
92777	A_68_P26811545	Rbm6	chr9:107730353-107730404	INSIDE	0.906583772	6.30E-07
129958	A_68_P21744637	Sdcbp2	chr2:151266286-151266340	INSIDE	1.063292023	6.40E-07
13232	A_68_P25401624	Olfr472	chr7:107691486-107691427	PROMOTER	1.125062697	6.50E-07
108817	A_68_P29145899	AI595366	chr13:074832928-074832987	PROMOTER	1.600162347	6.55E-07
41948	A_68_P20612396	Il24	chr1:132715731-132715784	PROMOTER	1.03244339	6.55E-07
140429	A_68_P22359904	Zfp697	chr3:098465583-098465640	PROMOTER	0.990327661	6.70E-07
154555	A_68_P25603203	Nadsyn1	chr7:143630829-143630888	INSIDE	0.957883524	6.80E-07
219437	A_68_P28931354	Wrnip1	chr13:032804994-032805046	PROMOTER	0.86278803	6.90E-07
132578	A_68_P20442005	BC056923	chr1:093196510-093196566	PROMOTER	0.948805156	7.20E-07
142818	A_68_P31099860	Hagh	chr17:024578614-024578673	INSIDE	1.107670949	7.22E-07
152500	A_68_P22412262	Psrc1	chr3:108509870-108509929	PROMOTER	1.082916589	7.22E-07
58946	A_68_P29661161	Blk	chr14:062370973-062371019	INSIDE	1.088036013	7.30E-07
33034	A_68_P28877507	V1rh4	chr13:022389066-022389125	PROMOTER	0.872105345	7.30E-07
108896	A_68_P27294754	Chst11	chr10:082413222-082413277	PROMOTER	1.176935293	7.55E-07
177267	A_68_P28947087	Lyrm4	chr13:036120103-036120162	INSIDE	1.09494112	7.65E-07
95047	A_68_P21630880	Prosapip1	chr2:130328543-130328587	INSIDE	0.956174836	8.10E-07
89634	A_68_P30343344	Top1mt	chr15:075509932-075509986	PROMOTER	0.93831126	8.30E-07
85538	A_68_P31153527	Btnl1	chr17:033982930-033982989	PROMOTER	1.10433262	8.60E-07
26137	A_68_P31144781	Brd4	chr17:032018388-032018447	PROMOTER	0.914966149	8.85E-07
108078	A_68_P30481643	Accn2	chr15:099500104-099500153	INSIDE	0.946264646	8.95E-07
22073	A_68_P21666862	Jag1	chr2:136809559-136809618	PROMOTER	1.0099476	9.10E-07
20946	A_68_P25188307	Aldh1a3	chr7:066309247-066309306	PROMOTER	1.089480139	9.14E-07
176266	A_68_P21942775	Snx16	chr3:010425660-010425719	PROMOTER	1.508318899	9.70E-07
161246	A_68_P29080232	Agtpbp1	chr13:059572126-059572183	PROMOTER	1.039392934	9.80E-07
238190	A_68_P21732440	Cst9	chr2:148521979-148522038	PROMOTER	1.1624167	9.80E-07
49367	A_68_P25725406	Plekha2	chr8:026570750-026570809	PROMOTER	0.878808999	9.95E-07
5045	A_68_P26317479	Jmjd2d	chr9:014249396-014249455	INSIDE	0.985784887	1.02E-06
88201	A_68_P32095046	Ide	chr19:037400747-037400806	PROMOTER	0.894223421	1.03E-06
133588	A_68_P28071201	Ptrf	chr11:100784353-100784405	INSIDE	1.041092982	1.03E-06
207267	A_68_P20633046	Tmem183a	chr1:136182672-136182731	PROMOTER	0.859489677	1.04E-06
154078	A_68_P26426674	Stt3a	chr9:036516266-036516325	INSIDE	1.164772621	1.05E-06
149585	A_68_P32057208	Mbl2	chr19:030299405-030299464	INSIDE	1.047228058	1.07E-06
134847	A_68_P30512773	Mgrn1	chr16:004853028-004853074	INSIDE	0.890983982	1.14E-06
40203	A_68_P23249582	Edn2	chr4:119654847-119654906	PROMOTER	0.972292665	1.14E-06
130016	A_68_P32193347	Zdhhc6	chr19:055365396-055365444	INSIDE	0.862206731	1.17E-06
169572	A_68_P31178245	Cenpq-Mut	chr17:040399965-040400024	DIVERGENT_PROMOTER	0.87682785	1.17E-06
53405	A_68_P30485942	Letmd1	chr15:100296414-100296470	PROMOTER	1.487667863	1.22E-06
153754	A_68_P26470851	Cd3e	chr9:044759507-044759563	INSIDE	1.152966493	1.22E-06
8624	A_68_P24486177	Gprin3	chr6:059357102-059357161	PROMOTER	1.164672289	1.29E-06
47403	A_68_P27186939	Ddx21	chr10:062001692-062001751	PROMOTER	1.355638276	1.35E-06
134039	A_68_P23269481	Pou3f1	chr4:124155200-124155254	PROMOTER	1.069535155	1.37E-06
218897	A_68_P31187104	Tnfrsf21	chr17:042474535-042474586	PROMOTER	1.335763287	1.38E-06
94486	A_68_P25956643	Nr2f6	chr8:074311920-074311967	PROMOTER	1.043497215	0.0000014
144023	A_68_P32643824	Gm382	chrX:122505525-122505584	PROMOTER	0.965115743	1.40E-06
221355	A_68_P31928866	Ctsw	chr19:005467936-005467986	INSIDE	1.236010212	1.43E-06
183745	A_68_P24828604	Kcna6	chr6:126704155-126704202	INSIDE	1.012740176	1.43E-06
207565	A_68_P23537563	Srpk2	chr5:023133664-023133723	PROMOTER	0.999476375	1.45E-06
96961	A_68_P26030513	Lonp2	chr8:089515421-089515480	INSIDE	1.331906882	1.50E-06
7865	A_68_P24986981	Ceacam11	chr7:017128455-017128514	PROMOTER	0.906501813	1.54E-06
131825	A_68_P30577213	Dgcr6	chr16:017965545-017965604	PROMOTER	1.151512301	1.54E-06
132815	A_68_P24771672	Tsen2	chr6:115507878-115507937	PROMOTER	1.424595461	1.59E-06
85512	A_68_P23415865	Phf13	chr4:150836965-150837024	PROMOTER	1.106744918	1.60E-06
111556	A_68_P21614044	Kcnip3	chr2:127216761-127216816	PROMOTER	1.046201799	1.62E-06
57282	A_68_P25939698	Psd3	chr8:070840731-070840786	PROMOTER	1.09305358	1.65E-06
9768	A_68_P29617973	Dhrs4	chr14:054434247-054434292	INSIDE	1.002491712	1.66E-06
40874	A_68_P28326647	Tmem18	chr12:031168873-031168931	PROMOTER	1.631306001	1.67E-06
53454	A_68_P31537135	Dsc3	chr18:020148822-020148881	PROMOTER	0.984920483	1.67E-06
13392	A_68_P24367067	Chrm2	chr6:036450543-036450602	PROMOTER	0.989935077	1.69E-06
46120	A_68_P27081767	BC021785	chr10:039680795-039680849	PROMOTER	0.876313837	1.70E-06
218485	A_68_P31095217	Pdpk1	chr17:023801855-023801914	INSIDE	1.097399108	1.73E-06
52262	A_68_P31539536	Dsg4	chr18:020580513-020580570	INSIDE	1.20907274	1.78E-06
224044	A_68_P23265203	Mycbp	chr4:123410279-123410338	INSIDE	0.858431228	1.78E-06
144683	A_68_P24777367	Zfp422	chr6:116598799-116598853	PROMOTER	0.987643691	1.85E-06
43496	A_68_P21140433	Olfr354	chr2:036729574-036729630	INSIDE	0.887001169	1.87E-06
125989	A_68_P28744672	Eif5	chr12:111989444-111989503	INSIDE	1.40969608	1.95E-06
75437	A_68_P30728911	Phldb2	chr16:045762291-045762350	INSIDE	0.884699111	2.11E-06
172167	A_68_P27377020	Kera	chr10:097035672-097035731	PROMOTER	1.044438938	2.11E-06
26747	A_68_P27784443	Cnot6	chr11:049554716-049554772	INSIDE	0.880783459	2.12E-06
22072	A_68_P21405658	Olfr1120	chr2:087158226-087158285	PROMOTER	1.018417935	2.15E-06
15578	A_68_P23970982	Dr1	chr5:108510362-108510416	INSIDE	1.120546444	2.25E-06
84560	A_68_P27102654	Rtn4ip1	chr10:043585869-043585921	PROMOTER	0.858949978	2.25E-06
209569	A_68_P22450150	Sass6	chr3:116585485-116585544	PROMOTER	0.872935518	2.25E-06
4983	A_68_P26587617	Ostb	chr9:065222281-065222336	PROMOTER	0.98251556	2.26E-06
68570	A_68_P30146855	Rrm2b	chr15:037909294-037909353	PROMOTER	0.970262474	2.28E-06
19106	A_68_P20192545	Kdelc1	chr1:044052137-044052196	INSIDE	0.88497948	2.46E-06
78047	A_68_P28060054	Igfbp4	chr11:098853299-098853358	PROMOTER	0.890429565	2.49E-06
48053	A_68_P32825351	Eif2s3y	chrY:000345336-000345395	PROMOTER	0.977534404	2.55E-06
180234	A_68_P29232475	Lhfpl2	chr13:095157675-095157730	PROMOTER	0.86856978	2.62E-06
92041	A_68_P23237404	St3gal3	chr4:117431182-117431234	INSIDE	0.900803553	2.66E-06
13092	A_68_P22370662	Man1a2	chr3:100812613-100812672	INSIDE	0.940993001	2.68E-06
227559	A_68_P20304065	Rpe	chr1:066630281-066630340	PROMOTER	1.038133976	2.81E-06
91238	A_68_P26392285	Hnt	chr9:029713788-029713842	PROMOTER	0.972392439	2.85E-06
3206	A_68_P24476808	Kbtbd2	chr6:056710757-056710816	PROMOTER	1.108581314	2.90E-06
96184	A_68_P29230414	Bhmt2	chr13:094772867-094772926	INSIDE	1.103105667	2.94E-06
14021	A_68_P31169349	Olfr115	chr17:037219842-037219901	PROMOTER	1.235914716	2.99E-06
153886	A_68_P26239258	Fanca-Spire2	chr8:126214069-126214126	DIVERGENT_PROMOTER	0.975516498	3.10E-06
105792	A_68_P27273726	Agpat3	chr10:077754670-077754729	INSIDE	0.952954572	3.14E-06
202680	A_68_P32016059	Klf9	chr19:023204849-023204908	PROMOTER	1.067059306	3.19E-06
99750	A_68_P32119352	Marveld1	chr19:042211557-042211611	DOWNSTREAM	1.19556782	3.24E-06
180258	A_68_P31296445	Man2a1	chr17:064494651-064494710	PROMOTER	0.923385457	3.27E-06
208051	A_68_P23392723	Fbxo44	chr4:146999857-146999912	INSIDE	1.064414819	3.36E-06
124305	A_68_P26560503	Larp6	chr9:060512720-060512771	INSIDE	1.183797847	0.0000034
76499	A_68_P24195261	Stard13	chr5:151460755-151460814	PROMOTER	1.258468255	3.51E-06
79709	A_68_P23194812	Echdc2	chr4:107663768-107663812	INSIDE	1.122380295	0.0000039
63979	A_68_P29145370	Ahrr	chr13:074756115-074756167	INSIDE	0.895869116	3.91E-06
43886	A_68_P28223205	Slc7a15	chr12:008566357-008566416	PROMOTER	1.059139421	3.92E-06
189877	A_68_P30393140	Samm50	chr15:084018878-084018937	PROMOTER	0.963819086	3.98E-06
183259	A_68_P25501458	Nupr1	chr7:126419398-126419457	PROMOTER	0.959765865	4.04E-06
100968	A_68_P27863357	Cox10	chr11:063896504-063896563	PROMOTER	1.153957603	4.29E-06
32328	A_68_P21642516	Crls1	chr2:132537783-132537842	PROMOTER	1.035371127	4.41E-06
183711	A_68_P24973502	Zscan22	chr7:011796764-011796818	PROMOTER	1.109012862	4.42E-06
154655	A_68_P25508431	Fus	chr7:127772156-127772215	INSIDE	1.005644639	4.47E-06
109193	A_68_P23244570	Cldn19	chr4:118755897-118755955	INSIDE	1.032274314	4.50E-06
87032	A_68_P23223350	Pdzk1ip1	chr4:114585473-114585528	PROMOTER	1.234138648	4.64E-06
207986	A_68_P24170903	Gtf3a	chr5:147253659-147253707	PROMOTER	0.902161425	4.81E-06
150260	A_68_P25367899	AU020772	chr7:100342673-100342720	INSIDE	0.877821519	4.84E-06
113722	A_68_P26469694	BC021608	chr9:044559043-044559094	PROMOTER	1.006172194	5.05E-06
13577	A_68_P28149422	Dnaic2	chr11:114546891-114546947	INSIDE	1.045457536	5.25E-06
152234	A_68_P26756465	Clstn2	chr9:097846049-097846108	PROMOTER	0.883290617	5.25E-06
163287	A_68_P22294039	Fbxw7	chr3:085037196-085037255	PROMOTER	0.962534962	5.28E-06
86028	A_68_P30453197	Twf1	chr15:094416914-094416973	INSIDE	0.971913402	5.45E-06
107624	A_68_P28614762	Tmed8	chr12:088090855-088090912	PROMOTER	1.181425419	5.50E-06
4972	A_68_P28063045	Krtap3-3	chr11:099367491-099367550	PROMOTER	0.977239242	5.58E-06
144913	A_68_P31020000	Snx9	chr17:005896694-005896738	DOWNSTREAM	1.069971137	5.85E-06
179601	A_68_P27687518	Rhbdf1-Mpg	chr11:032124352-032124402	DIVERGENT_PROMOTER	0.963743077	6.05E-06
109778	A_68_P25402175	Olfr480	chr7:107858358-107858417	PROMOTER	0.86520686	6.12E-06
184956	A_68_P25259463	Mfge8	chr7:079028025-079028075	PROMOTER	0.926141475	6.20E-06
78587	A_68_P21568411	Zfyve19	chr2:118902702-118902746	INSIDE	1.012156492	6.55E-06
217700	A_68_P27862284	Hs3st3b1	chr11:063736665-063736714	INSIDE	0.894170616	6.55E-06
90125	A_68_P21828034	Sulf2	chr2:165847011-165847057	PROMOTER	1.038533317	0.0000066
123445	A_68_P29387737	Pxk	chr14:006886093-006886152	PROMOTER	0.914004211	6.65E-06
31858	A_68_P21132670	Gsn	chr2:035103384-035103437	PROMOTER	1.180106015	6.75E-06
101050	A_68_P27543368	Ormdl2	chr10:128223504-128223563	INSIDE	0.928053954	6.85E-06
20643	A_68_P27547865	Olfr818	chr10:129350274-129350333	PROMOTER	0.910218539	7.05E-06
45512	A_68_P25467414	Zp2	chr7:119937128-119937187	PROMOTER	1.499533799	0.0000072
189870	A_68_P28194553	Rab10	chr12:003311299-003311358	PROMOTER	1.106055106	0.0000077
161468	A_68_P20439222	Mlph	chr1:092747638-092747688	INSIDE	0.957185182	0.0000079
125013	A_68_P27610142	Vstm2	chr11:016153988-016154036	PROMOTER	0.896406229	7.95E-06
73963	A_68_P21975403	Dnajc5b	chr3:019698797-019698853	PROMOTER	1.005948845	7.95E-06
15729	A_68_P30010864	Rad1	chr15:010435477-010435536	INSIDE	1.207868732	8.25E-06
199416	A_68_P21403595	Olfr1093	chr2:086584585-086584644	PROMOTER	1.011012985	8.32E-06
187037	A_68_P26512447	Fdx1	chr9:051719516-051719573	PROMOTER	1.30633042	8.45E-06
155199	A_68_P28067141	Krt42	chr11:100085009-100085068	INSIDE	1.111038682	8.60E-06
131436	A_68_P26242968	AK122209	chr8:126911248-126911307	INSIDE	1.148740349	8.75E-06
233948	A_68_P22488138	Prss12	chr3:123439803-123439862	INSIDE	1.091792852	0.0000089
1264	A_68_P20970765	Sephs1	chr2:004798246-004798305	PROMOTER	1.31555692	0.000009
230039	A_68_P23760665	Nsun7	chr5:066536330-066536389	PROMOTER	0.862272094	9.65E-06
121957	A_68_P26665733	Col12a1	chr9:079508097-079508152	PROMOTER	0.931323074	9.90E-06
175145	A_68_P26528704	Chrna5	chr9:054775258-054775317	PROMOTER	1.015886599	9.90E-06
5775	A_68_P22199746	Ssr3	chr3:065484451-065484502	PROMOTER	0.877727564	9.95E-06
96685	A_68_P24759886	Prrt3	chr6:113466572-113466624	INSIDE	0.965106728	1.02E-05
104057	A_68_P29715854	Rcbtb2	chr14:071872614-071872673	PROMOTER	1.609313723	0.0000102
