Ensembl ID	External gene Id	Chr	Gene start (bp)	MYC-binding sites
ENSG00000141485	SLC13A5	17	6588032	0
ENSG00000244283	RP11-609D21.1	17	6653037	0
ENSG00000132530	XAF1	17	6659156	0
ENSG00000177294	FBXO39	17	6679551	0
ENSG00000167858	TEKT1	17	6701312	0
ENSG00000215067	AC_027763.2	17	6888442	0
ENSG00000108839	ALOX12	17	6899384	0
ENSG00000219200	RNASEK	17	6915798	0
ENSG00000161939	C17orf49	17	6918073	0
ENSG00000232607	AC_027763.1	17	6919137	0
ENSG00000207929	hsa-mir-195	17	6920934	0
ENSG00000207791	hsa-mir-497	17	6921230	0
ENSG00000161940	BCL6B	17	6926369	0
ENSG00000174327	SLC16A13	17	6939477	0
ENSG00000174326	SLC16A11	17	6944949	0
ENSG00000132514	CLEC10A	17	6977857	0
ENSG00000161944	ASGR2	17	7004641	0
ENSG00000213876	CTD-2545G14.1	17	7044249	0
ENSG00000141505	ASGR1	17	7076750	0
ENSG00000132535	DLG4	17	7093209	0
ENSG00000072778	ACADVL	17	7123131	0
ENSG00000199053	hsa-mir-324	17	7126616	0
ENSG00000004975	DVL2	17	7128660	0
ENSG00000170296	GABARAP	17	7143333	0
ENSG00000175826	DULLARD	17	7146906	0
ENSG00000181885	CLDN7	17	7162666	0
ENSG00000202251	Y_RNA	17	7169374	0
ENSG00000181856	SLC2A4	17	7185053	0
ENSG00000132522	GPS2	17	7215978	0
ENSG00000215041	NEURL4	17	7218951	0
ENSG00000224647	AC_026954.6	17	7233771	0
ENSG00000072818	ACAP1	17	7239848	0
ENSG00000213859	KCTD11	17	7255208	0
ENSG00000182896	TMEM95	17	7258442	0
ENSG00000174292	TNK1	17	7284365	0
ENSG00000205544	C17orf61	17	7306294	0
ENSG00000169992	NLGN2	17	7311502	0
ENSG00000181323	SPEM1	17	7323679	0
ENSG00000184560	C17orf74	17	7328935	0
ENSG00000161958	FGF11	17	7342689	0
ENSG00000170175	CHRNB1	17	7348380	0
ENSG00000174282	ZBTB4	17	7362685	0
ENSG00000231260	AMAC1L3	17	7384715	0
ENSG00000201489	Y_RNA	17	7440413	0
ENSG00000239697	TNFSF12	17	7452208	0
ENSG00000248871	TNFSF12-TNFSF13	17	7452416	0
ENSG00000161955	TNFSF13	17	7461609	0
ENSG00000209582	SNORA48	17	7478031	0
ENSG00000238917	snoU6-77	17	7480129	0
ENSG00000207152	SNORA67	17	7481273	0
ENSG00000129226	CD68	17	7482922	0
ENSG00000233223	AC_113189.5	17	7485282	0
ENSG00000129255	MPDU1	17	7486974	0
ENSG00000129194	SOX15	17	7491498	0
ENSG00000129245	FXR2	17	7494548	0
ENSG00000251860	snoU13	17	7514499	0
ENSG00000242442	AC_007421.2	17	7524457	0
ENSG00000141504	SAT2	17	7529552	0
ENSG00000129214	SHBG	17	7531374	0
ENSG00000129244	ATP1B2	17	7554254	0
ENSG00000141499	WRAP53	17	7589389	0
ENSG00000108947	EFNB3	17	7608520	0
ENSG00000183914	DNAH2	17	7623039	0
ENSG00000240480	RPL29P2	17	7657638	0
ENSG00000248291	AC_104581.1	17	7771136	0
ENSG00000252835	SCARNA21	17	7809440	0
ENSG00000179859	AC_025335.1	17	7816658	0
ENSG00000170049	KCNAB3	17	7825177	0
ENSG00000170043	TRAPPC1	17	7833663	0
ENSG00000170037	CNTROB	17	7835473	0
ENSG00000238676	snoU13	17	7937805	0
ENSG00000179593	ALOX15B	17	7942358	0
ENSG00000179477	ALOX12B	17	7975954	0
ENSG00000214999	AC_129492.6	17	7982800	0
ENSG00000179148	ALOXE3	17	7999218	0
ENSG00000179029	TMEM107	17	8076296	0
ENSG00000200463	U8	17	8076772	0
ENSG00000196544	C17orf59	17	8091652	0
ENSG00000178977	C17orf44	17	8123960	0
ENSG00000178971	C17orf68	17	8128140	0
ENSG00000125434	SLC25A35	17	8191082	0
ENSG00000108961	RANGRF	17	8191989	0
ENSG00000198844	ARHGEF15	17	8213559	0
ENSG00000226871	AC_135178.7	17	8221406	0
ENSG00000212206	SNORA69	17	8232901	0
ENSG00000184650	ODF4	17	8243182	0
ENSG00000184619	KRBA2	17	8271955	0
ENSG00000189051	RNF222	17	8294027	0
ENSG00000166579	NDEL1	17	8339179	0
ENSG00000133026	MYH10	17	8377523	0
ENSG00000252363	U7	17	8414443	0
ENSG00000241708	AC_025518.1	17	8450233	0
ENSG00000244604	RP11-713H12.1	17	8464548	0
ENSG00000161973	CCDC42	17	8633252	0
ENSG00000183318	SPDYE4	17	8656424	0
ENSG00000185156	MFSD6L	17	8700481	0
ENSG00000174083	PIK3R6	17	8706041	0
ENSG00000141506	PIK3R5	17	8782228	0
ENSG00000065320	NTN1	17	8924859	0
ENSG00000170310	STX8	17	9153789	0
ENSG00000225751	AC_087501.1	17	9364561	0
ENSG00000166596	WDR16	17	9479944	0
ENSG00000241654	RP11-565F19.1	17	9493219	0
ENSG00000154914	USP43	17	9548950	0
ENSG00000184544	DHRS7C	17	9674770	0
ENSG00000214978	AC_027045.1	17	9705880	0
ENSG00000065325	GLP2R	17	9728868	0
ENSG00000109047	RCVRN	17	9799637	0
ENSG00000007237	GAS7	17	9813926	0
ENSG00000221486	AC_000003.1	17	9974207	0
ENSG00000242692	RP11-462C21.1	17	10162079	0
ENSG00000006788	MYH13	17	10204183	0
ENSG00000249095	AC_002347.1	17	10286461	0
ENSG00000133020	MYH8	17	10293639	0
ENSG00000141048	MYH4	17	10346607	0
ENSG00000109061	MYH1	17	10395624	0
ENSG00000125414	MYH2	17	10424467	0
ENSG00000214970	AC_005323.1	17	10438391	0
ENSG00000109063	MYH3	17	10531844	0
ENSG00000133028	SCO1	17	10583654	0
ENSG00000170222	C17orf48	17	10600931	0
ENSG00000187824	TMEM220	17	10616612	0
ENSG00000240813	RP11-963H4.2	17	10648835	0
ENSG00000205351	AC_002347.2	17	10698230	0
ENSG00000233670	PIRT	17	10728549	0
ENSG00000207242	U6	17	10761216	0
ENSG00000244753	RP11-963H4.1	17	10763848	0
ENSG00000252741	AC_015908.2	17	10789620	0
ENSG00000221701	AC_005284.1	17	10957105	0
ENSG00000252100	AC_005548.2	17	11034319	0
ENSG00000243346	AC_005548.1	17	11060772	0
ENSG00000188803	SHISA6	17	11144580	0
ENSG00000253002	AC_005725.1	17	11170622	0
ENSG00000007174	DNAH9	17	11501748	0
ENSG00000154957	ZNF18	17	11880762	0
ENSG00000241185	RP11-1096G20.1	17	11914057	0
ENSG00000065559	MAP2K4	17	11924141	0
ENSG00000252707	U11	17	11939813	0
ENSG00000243726	AC_005410.2	17	11980411	0
ENSG00000211589	hsa-mir-744	17	11985216	0
ENSG00000179136	AC_005358.1	17	12453286	0
ENSG00000141052	MYOCD	17	12569214	0
ENSG00000227274	AC_005358.3	17	12575179	0
ENSG00000246154	AC_005358.1	17	12663457	0
ENSG00000006740	AC_005277.1	17	12692829	0
ENSG00000234634	AC_003664.1	17	13202501	0
ENSG00000153976	HS3ST3A1	17	13399006	0
ENSG00000221698	hsa-mir-548h-3	17	13446846	0
ENSG00000236088	AC_015842.1	17	13679951	0
ENSG00000233852	AC_005304.1	17	13836037	0
ENSG00000141028	AC_005304.2	17	13927802	0
ENSG00000006695	COX10	17	13972846	0
ENSG00000252305	SNORA74	17	14080448	0
ENSG00000234552	CDRT15P	17	14095430	0
ENSG00000231595	AC_005224.2	17	14113805	0
ENSG00000223510	CDRT15	17	14138990	0
ENSG00000245153	AC_005224.1	17	14198829	0
ENSG00000125430	HS3ST3B1	17	14204400	0
ENSG00000230647	AC_022816.2	17	14277456	0
ENSG00000230897	AC_013248.1	17	14608393	0
ENSG00000226130	AC_013248.2	17	14629046	0
ENSG00000205325	AC_005863.1	17	14670900	0
ENSG00000238212	AC_005863.2	17	14741279	0
ENSG00000226156	AC_005773.1	17	14851058	0
ENSG00000232058	AC_005772.2	17	14918122	0
ENSG00000227767	CDRT7	17	14934292	0
ENSG00000109099	PMP22	17	15133095	0
ENSG00000238806	snoU13	17	15141102	0
ENSG00000230971	AC_005703.3	17	15170778	0
ENSG00000237377	AC_005703.2	17	15179879	0
ENSG00000125409	TEKT3	17	15207128	0
ENSG00000200437	U6	17	15214662	0
ENSG00000239888	AC_005703.3	17	15311701	0
ENSG00000239704	CDRT4	17	15339332	0
ENSG00000175106	FAM18B2	17	15341258	0
ENSG00000234324	AC_005517.2	17	15346953	0
ENSG00000250010	AC_005517.1	17	15380825	0
ENSG00000223878	AC_005517.3	17	15410180	0
ENSG00000241322	CDRT1	17	15468798	0
ENSG00000181464	AC_005838.2	17	15468847	0
ENSG00000251537	RP11-385D13.1	17	15474805	0
ENSG00000252129	SNORA74	17	15477333	0
ENSG00000223544	AC_005838.2	17	15492166	0
ENSG00000221926	TRIM16	17	15531274	0
ENSG00000248550	AC_005324.1	17	15555480	0
ENSG00000108452	ZNF29P	17	15578790	0
ENSG00000187607	ZNF286	17	15602891	0
ENSG00000233966	AC_005324.4	17	15607546	0
ENSG00000214946	TBC1D26	17	15635561	0
ENSG00000233002	AC_005324.6	17	15638337	0
ENSG00000251684	AC_005324.2	17	15638663	0
ENSG00000233193	AC_005324.7	17	15664928	0
ENSG00000227255	AC_015922.1	17	15668017	0
ENSG00000235430	AC_015922.2	17	15672031	0
ENSG00000251829	5S_rRNA	17	15685655	0
ENSG00000227018	IL6STP1	17	15686602	0
ENSG00000179277	MEIS3P1	17	15689932	0
ENSG00000233090	AC_015922.7	17	15696176	0
ENSG00000237057	AC_015922.6	17	15709980	0
ENSG00000227790	AC_015922.5	17	15732683	0
ENSG00000170425	ADORA2B	17	15848231	0
ENSG00000011295	TTC19	17	15902782	0
ENSG00000141027	NCOR1	17	15934718	0
ENSG00000227782	AC_002553.2	17	15943505	0
ENSG00000243686	AC_002553.2	17	15947935	0
ENSG00000233979	AC_002553.4	17	15987356	0
ENSG00000252383	U6	17	16002018	0
ENSG00000199674	U6	17	16041082	0
ENSG00000239221	AC_005971.2	17	16095146	0
ENSG00000221355	hsa-mir-1288	17	16185328	0
ENSG00000250690	AC_005971.1	17	16220016	0
ENSG00000225436	AC_005971.3	17	16229799	0
ENSG00000170315	UBB	17	16284113	0
ENSG00000249281	AC_093484.6	17	16285881	0
ENSG00000187688	TRPV2	17	16318888	0
ENSG00000239203	AC_093484.4	17	16330788	0
ENSG00000202042	SNORD49	17	16342819	0
ENSG00000206956	SNORD49	17	16343350	0
ENSG00000212381	SNORD65	17	16344540	0
ENSG00000181350	C17orf76	17	16344891	0
ENSG00000141040	ZNF287	17	16453631	0
ENSG00000235554	AC_005822.1	17	16520162	0
ENSG00000197566	ZNF624	17	16524051	0
ENSG00000231458	AC_098850.1	17	16586751	0
ENSG00000170160	CCDC144A	17	16592851	0
ENSG00000252446	U6	17	16595112	0
ENSG00000244007	AC_098850.2	17	16613375	0
ENSG00000226478	UPF3AP1	17	16648945	0
ENSG00000188933	AC_022596.1	17	16689803	0
ENSG00000249185	AC_098850.4	17	16699354	0
ENSG00000226145	AC_022596.6	17	16721297	0
ENSG00000227300	KRT16P2	17	16733313	0
ENSG00000131885	KRT17P1	17	16744057	0
ENSG00000205312	AC_022596.2	17	16751166	0
ENSG00000229749	AC_022596.7	17	16757249	0
ENSG00000128438	TBC1D27	17	16826229	0
ENSG00000240505	TNFRSF13B	17	16836379	0
ENSG00000230709	AC_104024.1	17	16879313	0
ENSG00000133030	MPRIP	17	16946074	0
ENSG00000225442	AC_079111.1	17	16979352	0
ENSG00000214899	C17orf84	17	17072078	0
ENSG00000206859	U6	17	17073397	0
ENSG00000243370	AC_055811.1	17	17081733	0
ENSG00000154803	FLCN	17	17115526	0
ENSG00000226359	AC_055811.5	17	17145324	0
ENSG00000215030	AC_073621.1	17	17286691	0
ENSG00000227158	AC_073621.2	17	17325995	0
ENSG00000230865	AC_073621.3	17	17359741	0
ENSG00000201741	Y_RNA	17	17363758	0
ENSG00000141026	MED9	17	17380300	0
ENSG00000108551	RASD1	17	17397751	0
ENSG00000206730	U6	17	17481945	0
ENSG00000223979	SMCR2	17	17577340	0
ENSG00000207839	hsa-mir-33b	17	17717150	0
ENSG00000175662	TOM1L2	17	17750139	0
ENSG00000236214	AC_122129.1	17	17757877	0
ENSG00000197815	AC_122129.2	17	17761910	0
ENSG00000203520	AC_122129.3	17	17766241	0
ENSG00000171962	LRRC48	17	17876127	0
ENSG00000230273	AC_087163.3	17	17884506	0
ENSG00000201378	Y_RNA	17	17904415	0
ENSG00000232344	AC_087163.2	17	17913957	0
ENSG00000141034	C17orf39	17	17942736	0
ENSG00000091536	MYO15A	17	18012020	0
ENSG00000249596	AC_087164.3	17	18022482	0
ENSG00000238691	snoU13	17	18049866	0
ENSG00000246628	AC_087164.2	17	18079879	0
ENSG00000091542	ALKBH5	17	18086867	0
ENSG00000131899	LLGL1	17	18128901	0
ENSG00000229329	AC_109515.1	17	18129231	0
ENSG00000177427	SMCR7	17	18163869	0
ENSG00000228000	AC_127537.6	17	18215218	0
ENSG00000237382	AC_127537.7	17	18216074	0
ENSG00000176994	SMCR8	17	18218716	0
ENSG00000176974	SHMT1	17	18231187	0
ENSG00000214860	EVPLL	17	18281079	0
ENSG00000204471	AL353997.2	17	18296794	0
ENSG00000240506	AL353997.1	17	18309911	0
ENSG00000220161	AL353997.2	17	18314473	0
ENSG00000205266	AL353997.3	17	18319042	0
ENSG00000240279	AL353997.4	17	18324133	0
ENSG00000186831	AL353997.5	17	18330120	0
ENSG00000214856	KRT16P1	17	18343299	0
ENSG00000229526	KRT16P4	17	18353558	0
ENSG00000227919	AL353997.11	17	18356269	0
ENSG00000230662	AL353997.7	17	18363705	0
ENSG00000171916	LGALS9C	17	18380102	0
ENSG00000167494	AL353997.9	17	18400409	0
ENSG00000233327	AC_107983.1	17	18414535	0
ENSG00000249250	AC_107983.2	17	18416599	0
ENSG00000227689	SRP68P2	17	18430871	0
ENSG00000154874	AC_107983.3	17	18431900	0
ENSG00000240329	AC_107983.6	17	18445402	0
ENSG00000227077	AC_107983.4	17	18476066	0
ENSG00000189375	TBC1D28	17	18538842	0
ENSG00000174977	AC_026271.5	17	18553508	0
ENSG00000249459	AC_026271.6	17	18565250	0
ENSG00000213688	FOXO3B	17	18566485	0
ENSG00000248683	AC_026271.1	17	18573265	0
ENSG00000240445	AC_026271.4	17	18574217	0
ENSG00000224126	AC_026271.3	17	18580574	0
ENSG00000108448	TRIM16L	17	18601328	0
ENSG00000240984	AC_026271.1	17	18601367	0
ENSG00000236220	AC_026271.7	17	18610008	0
ENSG00000171931	FBXW10	17	18647326	0
ENSG00000171928	FAM18B	17	18684519	0
ENSG00000250111	AC_107982.4	17	18739020	0
ENSG00000141127	PRPSAP2	17	18743398	0
ENSG00000235672	AC_090286.2	17	18811592	0
ENSG00000212618	snoMBII-202	17	18847312	0
ENSG00000154025	SLC5A10	17	18853989	0
ENSG00000196893	AC_090286.4	17	18854938	0
ENSG00000188522	FAM83G	17	18872102	0
ENSG00000154016	GRAP	17	18923997	0
ENSG00000200229	U3	17	18965225	0
ENSG00000201750	U3	17	18967234	0
ENSG00000230197	AC_007952.1	17	18981088	0
ENSG00000237535	AC_007952.3	17	18985725	0
ENSG00000228157	AC_007952.5	17	18996287	0
ENSG00000199663	U3	17	19015734	0
ENSG00000189152	AC_007952.7	17	19030782	0
ENSG00000250766	GRAPL	17	19030933	0
ENSG00000214844	AC_007952.1	17	19041448	0
ENSG00000197665	AC_007952.6	17	19059040	0
ENSG00000243608	AC_007952.2	17	19067522	0
ENSG00000242495	AC_007952.4	17	19070209	0
ENSG00000202364	U3	17	19091329	0
ENSG00000199298	U3	17	19093343	0
ENSG00000236022	AC_106017.1	17	19107138	0
ENSG00000237830	AC_106017.2	17	19111897	0
ENSG00000230493	AC_106017.3	17	19122456	0
ENSG00000072134	EPN2	17	19140690	0
ENSG00000226966	AC_106017.4	17	19174706	0
ENSG00000235397	AC_107982.5	17	19199909	0
ENSG00000240686	AC_124066.1	17	19214670	0
ENSG00000108641	B9D1	17	19244550	0
ENSG00000221540	hsa-mir-1180	17	19247819	0
ENSG00000166484	MAPK7	17	19281034	0
ENSG00000166482	MFAP4	17	19286755	0
ENSG00000128482	RNF112	17	19314507	0
ENSG00000227078	AC_004448.2	17	19322348	0
ENSG00000189343	AC_004448.3	17	19349283	0
ENSG00000240117	AC_004448.1	17	19355539	0
ENSG00000231477	AC_004448.7	17	19360403	0
ENSG00000232820	AC_004448.6	17	19374432	0
ENSG00000228331	AC_004448.4	17	19400256	0
ENSG00000142494	SLC47A1	17	19437167	0
ENSG00000238977	ACA59	17	19460873	0
ENSG00000243820	AC_025627.6	17	19483256	0
ENSG00000228983	AC_025627.7	17	19483520	0
ENSG00000240799	AC_025627.5	17	19484740	0
ENSG00000242606	AC_025627.7	17	19501874	0
ENSG00000240945	AC_025627.3	17	19502898	0
ENSG00000240544	AC_025627.9	17	19505153	0
ENSG00000242347	AC_025627.5	17	19505527	0
ENSG00000227225	AC_025627.2	17	19505572	0
ENSG00000242752	AC_025627.6	17	19506587	0
ENSG00000241780	AC_025627.4	17	19506660	0
ENSG00000228725	AC_025627.3	17	19506750	0
ENSG00000244506	AC_025627.1	17	19508439	0
ENSG00000240802	AC_025627.2	17	19508508	0
ENSG00000243821	AC_025627.8	17	19508680	0
ENSG00000224254	AC_025627.4	17	19508758	0
ENSG00000231625	AC_115989.1	17	19532764	0
ENSG00000072210	ALDH3A2	17	19551459	0
ENSG00000252349	SNORA31	17	19565313	0
ENSG00000180638	SLC47A2	17	19581628	0
ENSG00000108602	ALDH3A1	17	19641297	0
ENSG00000230607	AC_005722.4	17	19658693	0
ENSG00000083290	ULK2	17	19674143	0
ENSG00000231096	AC_015726.1	17	19743439	0
ENSG00000241733	AC_015726.1	17	19751382	0
ENSG00000128487	CYTSB	17	19912614	0
ENSG00000225681	AC_005730.2	17	19959600	0
ENSG00000225014	AC_007963.1	17	20015137	0
ENSG00000212186	U6	17	20029701	0
ENSG00000252971	U6	17	20193570	0
ENSG00000154898	CCDC144C	17	20224477	0
ENSG00000252836	U6	17	20226314	0
ENSG00000251124	AC_008088.3	17	20241470	0
ENSG00000214832	AC_008088.2	17	20279020	0
ENSG00000237911	SRP68P3	17	20319106	0
ENSG00000205217	FAM106B	17	20320741	0
ENSG00000189423	AC_015818.9	17	20327905	0
ENSG00000230528	AC_015818.7	17	20340137	0
ENSG00000244638	AC_015818.8	17	20344340	0
ENSG00000170298	LGALS9B	17	20352708	0
ENSG00000229586	AC_015818.6	17	20384642	0
ENSG00000232066	AC_015818.5	17	20394651	0
ENSG00000230088	KRT16P5	17	20396947	0
ENSG00000214822	KRT16P3	17	20404829	0
ENSG00000231645	AC_025627.9	17	20415873	0
ENSG00000205215	AC_015818.3	17	20422625	0
ENSG00000242055	AC_015818.1	17	20441083	0
ENSG00000235203	AC_025627.8	17	20446793	0
ENSG00000230339	AC_015818.1	17	20456311	0
ENSG00000235323	COTL1P2	17	20467849	0
ENSG00000214819	CDRT15L2	17	20483037	0
ENSG00000231258	AC_087499.2	17	20487071	0
ENSG00000188013	AC_087499.3	17	20492371	0
ENSG00000232889	AC_087499.4	17	20498850	0
ENSG00000226096	AC_087499.9	17	20512775	0
ENSG00000235546	AC_087499.5	17	20515995	0
ENSG00000227685	AC_087499.10	17	20516225	0
ENSG00000237712	AC_087499.6	17	20520307	0
ENSG00000236504	AC_087499.7	17	20550614	0
ENSG00000227786	AC_087499.8	17	20613740	0
ENSG00000226521	AC_126365.1	17	20619796	0
ENSG00000187870	AC_126365.2	17	20646646	0
ENSG00000218454	AC_126365.3	17	20674379	0
ENSG00000213671	AC_126365.4	17	20678923	0
ENSG00000226549	SCDP1	17	20687958	0
ENSG00000226981	FAM108A7P	17	20744360	0
ENSG00000227287	AC_126365.7	17	20747401	0
ENSG00000205212	CCDC144NL	17	20766708	0
ENSG00000233098	AC_090774.1	17	20771810	0
ENSG00000252483	U6	17	20797845	0
ENSG00000244456	AC_090774.2	17	20859992	0
ENSG00000236819	AC_087393.1	17	20978869	0
ENSG00000109016	DHRS7B	17	21030258	0
ENSG00000178307	TMEM11	17	21101263	0
ENSG00000244582	RP11-822E23.1	17	21407884	0
ENSG00000205203	AC_144838.1	17	21535955	0
ENSG00000248598	AC_138761.1	17	21760936	0
ENSG00000222770	AC_138761.2	17	21821899	0
ENSG00000178130	FAM27L	17	21825370	0
ENSG00000243564	AC_131055.18	17	22018831	0
ENSG00000239409	AC_131055.4	17	22020043	0
ENSG00000243401	AC_131055.12	17	22020111	0
ENSG00000243707	AC_131055.2	17	22021365	0
ENSG00000241366	AC_131055.1	17	22022356	0
ENSG00000243655	AC_131055.3	17	22023985	0
ENSG00000240234	AC_131055.5	17	22025084	0
ENSG00000240259	AC_131055.16	17	22025157	0
ENSG00000240765	AC_131055.8	17	22026261	0
ENSG00000241485	AC_131055.6	17	22026338	0
ENSG00000239529	AC_131055.7	17	22026407	0
ENSG00000241079	AC_131055.11	17	22026512	0
ENSG00000244070	AC_131055.9	17	22026590	0
ENSG00000241225	AC_131055.15	17	22028178	0
ENSG00000240103	AC_131055.13	17	22028251	0
ENSG00000244755	AC_131055.10	17	22029026	0
ENSG00000242359	AC_131055.14	17	22030721	0
ENSG00000232213	AC_069061.1	17	25308720	0
ENSG00000239223	RP11-173M1.1	17	25601133	0
ENSG00000213664	RP11-173M1.2	17	25607457	0
ENSG00000109046	WSB1	17	25621106	0
ENSG00000141068	KSR1	17	25799036	0
ENSG00000168961	LGALS9	17	25956824	0
ENSG00000168937	AC_015688.1	17	25981761	0
ENSG00000007171	NOS2	17	26083792	0
ENSG00000251558	AC_005697.2	17	26201671	0
ENSG00000232859	C17orf108	17	26205386	0
ENSG00000249243	AC_005697.1	17	26256574	0
ENSG00000251818	SCARNA20	17	26345796	0
ENSG00000235210	AC_090287.2	17	26348714	0
ENSG00000202389	SNORA70	17	26349356	0
ENSG00000087095	NLK	17	26369182	0
ENSG00000252283	Vault	17	26388993	0
ENSG00000241845	AC_100852.3	17	26395355	0
ENSG00000240873	RP11-125C16.1	17	26443265	0
ENSG00000203484	AC_100852.4	17	26496027	0
ENSG00000203483	AC_100852.2	17	26506506	0
ENSG00000203482	AC_061975.5	17	26547062	0
ENSG00000237575	PYY2	17	26553840	0
ENSG00000250301	AC_061975.3	17	26554332	0
ENSG00000203480	AC_061975.2	17	26568405	0
ENSG00000126657	PPY2	17	26574470	0
ENSG00000203479	AC_061975.6	17	26581511	0
ENSG00000207844	AC_061975.4	17	26603489	0
ENSG00000203478	AC_061975.3	17	26608165	0
ENSG00000203477	AC_061975.1	17	26631095	0
ENSG00000109083	IFT20	17	26655353	0
ENSG00000109079	TNFAIP1	17	26662730	0
ENSG00000244045	TMEM199	17	26684646	0
ENSG00000203475	AC_002094.2	17	26686704	0
ENSG00000203474	AC_002094.4	17	26687106	0
ENSG00000109072	VTN	17	26691290	0
ENSG00000225996	AC_002094.1	17	26703327	0
ENSG00000203472	AC_002094.5	17	26704832	0
ENSG00000203470	AC_002094.3	17	26710142	0
ENSG00000076351	SLC46A1	17	26721661	0
ENSG00000203468	AC_015917.1	17	26751458	0
ENSG00000203467	AC_015917.3	17	26757559	0
ENSG00000183405	AC_015917.2	17	26794840	0
ENSG00000007216	SLC13A2	17	26800311	0
ENSG00000203466	AC_015917.2	17	26804834	0
ENSG00000203465	AC_005726.2	17	26849414	0
ENSG00000109101	FOXN1	17	26850959	0
ENSG00000109103	UNC119	17	26873725	0
ENSG00000087111	PIGS	17	26880405	0
ENSG00000233779	AC_005726.3	17	26886177	0
ENSG00000203461	AC_005726.5	17	26887545	0
ENSG00000214772	AC_005726.7	17	26889705	0
ENSG00000231111	AC_005726.6	17	26890075	0
ENSG00000205160	AC_005726.4	17	26915815	0
ENSG00000227543	AC_005726.11	17	26925808	0
ENSG00000167524	AC_005726.6	17	26930488	0
ENSG00000203459	AC_005726.1	17	26934512	0
ENSG00000132581	SDF2	17	26975374	0
ENSG00000240494	RP11-192H23.1	17	26982610	0
ENSG00000109111	SUPT6H	17	26989302	0
ENSG00000203456	AC_010761.2	17	26991275	0
ENSG00000234547	AC_010761.3	17	26997654	0
ENSG00000203454	AC_010761.1	17	27006139	0
ENSG00000167525	PROCA1	17	27030215	0
ENSG00000109113	RAB34	17	27041299	0
ENSG00000198242	RPL23A	17	27046411	0
ENSG00000238578	snoZ17	17	27049600	0
ENSG00000238649	SNORD42	17	27050447	0
ENSG00000238597	snoZ17	17	27050700	0
ENSG00000173065	C17orf63	17	27082996	0
ENSG00000243053	AC_010761.3	17	27129468	0
ENSG00000238516	Y_RNA	17	27161740	0
ENSG00000207794	hsa-mir-451	17	27188387	0
ENSG00000207618	hsa-mir-144	17	27188551	0
ENSG00000132589	FLOT2	17	27206353	0
ENSG00000109118	PHF12	17	27232268	0
ENSG00000247313	AC_024267.1	17	27253293	0
ENSG00000063015	SEZ6	17	27281949	0
ENSG00000238007	AC_024619.2	17	27339883	0
ENSG00000179761	PIPOX	17	27369918	0
ENSG00000196535	MYO18A	17	27401498	0
ENSG00000178082	AC_005412.1	17	27530441	0
ENSG00000108255	CRYBA1	17	27573877	0
ENSG00000239256	RP11-22N12.1	17	27667500	0
ENSG00000222363	U4	17	27715578	0
ENSG00000160551	TAOK1	17	27717943	0
ENSG00000253064	U6	17	27751780	0
ENSG00000202205	U6	17	27772318	0
ENSG00000168792	ABHD15	17	27887691	0
ENSG00000198720	ANKRD13B	17	27916801	0
ENSG00000222858	U6	17	27968629	0
ENSG00000240531	RP11-68I3.1	17	28043297	0
ENSG00000240074	RP11-338L22.1	17	28182777	0
ENSG00000239129	snoU13	17	28210024	0
ENSG00000176927	EFCAB5	17	28256218	0
ENSG00000207011	Y_RNA	17	28386070	0
ENSG00000235542	AC_104996.1	17	28395650	0
ENSG00000199071	hsa-mir-423	17	28444097	0
ENSG00000108576	SLC6A4	17	28521337	0
ENSG00000252112	SNORD63	17	28573775	0
ENSG00000222679	U6	17	28615089	0
ENSG00000182271	TMIGD1	17	28643366	0
ENSG00000207132	Y_RNA	17	28671521	0
ENSG00000201255	U6	17	28687481	0
ENSG00000108582	CPD	17	28705942	0
ENSG00000197689	TBC1D29	17	28886584	0
ENSG00000231870	AC_006050.3	17	28894401	0
ENSG00000231421	AC_006050.2	17	28900489	0
ENSG00000214719	LRRC37B2	17	28903526	0
ENSG00000250462	AC_005562.3	17	28903526	0
ENSG00000244111	AC_011840.1	17	28909253	0
ENSG00000248121	AC_005562.2	17	28927883	0
ENSG00000241631	AC_005562.1	17	29029524	0
ENSG00000247185	AC_127024.1	17	29036657	0
ENSG00000242439	CTD-2349P21.1	17	29157919	0
ENSG00000176208	ATAD5	17	29158988	0
ENSG00000212190	U6	17	29188861	0
ENSG00000184060	ADAP2	17	29248698	0
ENSG00000230113	AC_091177.1	17	29283298	0
ENSG00000181481	RNF135	17	29298041	0
ENSG00000250288	AC_138207.1	17	29351203	0
ENSG00000196712	NF1	17	29421945	0
ENSG00000249384	AC_079915.1	17	29422328	0
ENSG00000249749	AC_134669.1	17	29460200	0
ENSG00000244587	AC_004222.1	17	29582821	0
ENSG00000126861	OMG	17	29621665	0
ENSG00000185862	EVI2B	17	29630790	0
ENSG00000232103	AC_135724.1	17	29705666	0
ENSG00000131242	RAB11FIP4	17	29718642	0
ENSG00000239595	AC_003101.2	17	29792561	0
ENSG00000221038	U6atac	17	29890787	0
ENSG00000228768	AC_003101.1	17	29898161	0
ENSG00000199187	hsa-mir-365-2	17	29902430	0
ENSG00000202026	U6	17	30040772	0
ENSG00000172301	C17orf79	17	30178883	0
ENSG00000178691	SUZ12	17	30264056	0
ENSG00000253058	5S_rRNA	17	30290824	0
ENSG00000185158	LRRC37B	17	30348024	0
ENSG00000224737	AC_090616.1	17	30433348	0
