Probe sets	Symbol	Title	P value	Fold
226571_s_at	PTPRS	protein tyrosine phosphatase, receptor type, S	0.03362	0.72
226731_at	PELO	Pelota homolog (Drosophila)	0.03362	1.5
226743_at	SLFN11	schlafen family member 11	0.03362	0.69
226875_at	DOCK11	dedicator of cytokinesis 11	0.03362	0.47
226917_s_at	ANAPC4	anaphase promoting complex subunit 4	0.03362	0.63
226981_at	MLL	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	0.03362	0.75
227360_at	RDH13	Retinol dehydrogenase 13 (all-trans/9-cis)	0.03362	1.24
227403_at	PIGX	Phosphatidylinositol glycan anchor biosynthesis, class X	0.03362	1.15
228016_s_at	MT1P3	Metallothionein 1 pseudogene 3	0.03362	1.26
228238_at	GAS5	growth arrest-specific 5	0.03362	0.45
228394_at	STK10	serine/threonine kinase 10	0.03362	0.79
228939_at	OAF	OAF homolog (Drosophila)	0.03362	1.13
228983_at	228983_at	Transcribed locus	0.03362	1.29
229152_at	C4orf7	chromosome 4 open reading frame 7	0.03362	0.65
229406_at	HRNBP3	hypothetical protein LOC146713	0.03362	1.18
229860_x_at	LOC401115	hypothetical gene supported by BC038466; BC062790	0.03362	0.56
229980_s_at	SNX5	sorting nexin 5	0.03362	0.7
230072_at	230072_at	Transcribed locus	0.03362	1.37
230388_s_at	LOC644246	hypothetical protein LOC644246	0.03362	1.6
230555_s_at	THRAP6	Thyroid hormone receptor associated protein 6	0.03362	1.17
230659_at	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	0.03362	2.06
230693_at	ATP2A1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	0.03362	1.19
230777_s_at	LOC728766 /// PRDM15	PR domain containing 15 /// similar to PR domain containing 15	0.03362	0.7
230821_at	230821_at	CDNA clone IMAGE:3827723	0.03362	1.53
231017_at	STK11	serine/threonine kinase 11	0.03362	1.51
231650_s_at	SEZ6L	Seizure related 6 homolog (mouse)-like	0.03362	0.89
231652_at	231652_at	Homo sapiens, clone IMAGE:5744200, mRNA	0.03362	1.23
231931_at	PRDM15	PR domain containing 15	0.03362	0.8
231961_at	RBPMS	RNA binding protein with multiple splicing	0.03362	1.13
232443_at	LOC441052	hypothetical gene supported by AF131741	0.03362	1.18
232462_s_at	FLJ23569	BC040926	0.03362	1.13
233005_at	C1orf181	Chromosome 1 open reading frame 181	0.03362	0.87
233030_at	PNPLA3	patatin-like phospholipase domain containing 3	0.03362	1.74
234140_s_at	STIM2	stromal interaction molecule 2	0.03362	0.66
234515_at	PCGEM1	prostate-specific non-coding gene	0.03362	1.19
234546_at	234546_at	MRNA; cDNA DKFZp434B238 (from clone DKFZp434B238)	0.03362	1.13
235090_at	ZNF710	Zinc finger protein 710	0.03362	1.23
235407_at	235407_at	NA	0.03362	0.7
235427_at	235427_at	Transcribed locus	0.03362	1.8
235535_x_at	FRG1 /// LOC642236 /// LOC730510 /// MGC72104	FSHD region gene 1 /// similar to FRG1 protein (FSHD region gene 1 protein)	0.03362	0.59
236035_at	236035_at	Transcribed locus	0.03362	0.89
236235_at	ITCH	Itchy homolog E3 ubiquitin protein ligase (mouse)	0.03362	2.05
236282_at	236282_at	CDNA clone IMAGE:4826240	0.03362	1.24
236631_at	C21orf125	chromosome 21 open reading frame 125	0.03362	1.19
236796_at	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	0.03362	0.5
237194_at	237194_at	NA	0.03362	0.75
237308_at	237308_at	Transcribed locus	0.03362	1.19
237337_at	237337_at	Transcribed locus	0.03362	1.19
237569_at	237569_at	NA	0.03362	0.88
237622_at	237622_at	Transcribed locus	0.03362	1.47
237929_at	C17orf50	chromosome 17 open reading frame 50	0.03362	1.23
237996_at	237996_at	NA	0.03362	1.2
238031_at	238031_at	Transcribed locus, moderately similar to XP_871269.1  similar to CG12393-PA, isoform A [Bos taurus]	0.03362	1.35
238134_at	238134_at	NA	0.03362	1.59
238856_s_at	PANK2	Pantothenate kinase 2 (Hallervorden-Spatz syndrome)	0.03362	0.71
239253_at	239253_at	Transcribed locus	0.03362	1.96
239336_at	THBS1	Thrombospondin 1	0.03362	0.8
239392_s_at	239392_s_at	Transcribed locus	0.03362	0.64
239538_at	ZRANB3	zinc finger, RAN-binding domain containing 3	0.03362	0.57
239594_at	LOC145837	hypothetical protein LOC145837	0.03362	3.4
239657_x_at	239657_x_at	NA	0.03362	0.79
239658_at	239658_at	Transcribed locus	0.03362	1.17
239680_at	239680_at	Transcribed locus	0.03362	1.25
239761_at	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	0.03362	1.24
240248_at	240248_at	Transcribed locus	0.03362	1.39
240674_at	240674_at	Transcribed locus	0.03362	0.85
240783_at	240783_at	NA	0.03362	1.26
241095_at	241095_at	NA	0.03362	1.15
241182_at	241182_at	Transcribed locus	0.03362	1.15
241439_at	241439_at	NA	0.03362	1.16
241559_at	241559_at	Transcribed locus	0.03362	1.11
241667_x_at	241667_x_at	Transcribed locus	0.03362	1.21
241729_at	DOK6	docking protein 6	0.03362	0.77
241812_at	LOC26010	viral DNA polymerase-transactivated protein 6	0.03362	0.7
242006_at	C6orf152	chromosome 6 open reading frame 152	0.03362	0.87
242263_at	TMED5	transmembrane emp24 protein transport domain containing 5	0.03362	1.54
242547_at	242547_at	NA	0.03362	0.9
243031_at	243031_at	Transcribed locus	0.03362	0.75
243099_at	NFAM1	NFAT activating protein with ITAM motif 1	0.03362	1.2
243185_at	243185_at	Full-length cDNA clone CS0DL010YP06 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human)	0.03362	1.12
243338_at	CSNK1A1	Casein kinase 1, alpha 1	0.03362	0.6
243619_at	FGFR1OP2	FGFR1 oncogene partner 2	0.03362	0.83
243724_at	243724_at	NA	0.03362	1.36
243971_x_at	LOC731789	similar to amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	0.03362	1.23
244255_at	LOC286114	hypothetical protein LOC286114	0.03362	1.15
244465_at	LOC283033	Hypothetical protein LOC283033	0.03362	1.21
244554_at	244554_at	Transcribed locus	0.03362	1.17
244657_at	244657_at	NA	0.03362	1.14
35156_at	R3HCC1	R3H domain and coiled-coil containing 1	0.03362	1.42
39548_at	NPAS2	neuronal PAS domain protein 2	0.03362	0.76
48808_at	DHFR	dihydrofolate reductase	0.03362	1.92
238798_at	TAPT1	transmembrane anterior posterior transformation 1	0.03989	1.47
201430_s_at	DPYSL3	dihydropyrimidinase-like 3	0.03994	0.75
231377_at	LOC158830	similar to Ab2-183	0.04	1.13
238606_at	ZNF747	zinc finger protein 747	0.04	2.58
243485_at	LOC728173 /// LOC732364	hypothetical protein LOC728173 /// hypothetical protein LOC732364	0.04006	1.13
236331_at	CDKL2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	0.04017	0.88
1552283_s_at	ZDHHC11	zinc finger, DHHC-type containing 11	0.04023	2.6
1552364_s_at	MSI2	musashi homolog 2 (Drosophila)	0.04091	0.77
1552421_a_at	CALR3	calreticulin 3	0.04091	1.14
1552612_at	CDC42SE2	CDC42 small effector 2	0.04091	0.68
1552787_at	HELB	helicase (DNA) B	0.04091	1.34
1552942_at	FLJ30430	hypothetical protein FLJ30430	0.04091	1.15
1553402_a_at	HFE	hemochromatosis	0.04091	0.68
1553879_a_at	GOT1L1	glutamic-oxaloacetic transaminase 1-like 1	0.04091	1.13
1554714_at	RELL1	receptor expressed in lymphoid tissues like 1	0.04091	1.19
1554759_at	SNIP	SNAP25-interacting protein	0.04091	1.11
1554986_a_at	SNX19	sorting nexin 19	0.04091	0.76
1555225_at	C1orf43	chromosome 1 open reading frame 43	0.04091	0.64
1555265_at	ABCC13	ATP-binding cassette, sub-family C (CFTR/MRP), member 13	0.04091	1.17
1555630_a_at	RAB34	RAB34, member RAS oncogene family	0.04091	0.32
1556497_a_at	1556497_a_at	Full length insert cDNA clone YW20C06	0.04091	1.1
1557038_s_at	LOC728213 /// LOC730703	hypothetical protein LOC728213 /// hypothetical protein LOC730703	0.04091	1.22
1557533_at	1557533_at	CDNA FLJ12006 fis, clone HEMBB1001585	0.04091	0.89
1557778_at	1557778_at	CDNA clone IMAGE:4816654	0.04091	1.18
1557875_at	1557875_at	CDNA clone IMAGE:5267277	0.04091	1.13
1558076_at	ANKRD32	Ankyrin repeat domain 32	0.04091	1.17
1558167_a_at	MGC16275	hypothetical protein MGC16275	0.04091	1.23
1558331_at	SIRT2	Sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	0.04091	0.75
1558702_at	TEX10	Testis expressed sequence 10	0.04091	2.02
1559517_a_at	SPIRE1	spire homolog 1 (Drosophila)	0.04091	0.82
1559620_at	hCG_1820801	HCG1820801	0.04091	1.17
1559814_at	1559814_at	CDNA clone IMAGE:6050863	0.04091	1.25
1559970_at	LOC730034	Hypothetical protein LOC730034	0.04091	0.86
1560019_at	MGC11082	Hypothetical protein MGC11082	0.04091	1.17
1560047_s_at	LOC439962	hypothetical LOC439962	0.04091	1.21
1560817_at	1560817_at	CDNA FLJ20814 fis, clone ADSE01064	0.04091	1.27
1560935_s_at	LOC284669	hypothetical protein LOC284669	0.04091	1.26
1561200_at	MGC26733	hypothetical protein MGC26733	0.04091	1.16
1561262_at	1561262_at	CDNA clone IMAGE:5295934	0.04091	1.11
1561990_at	LOC157931	hypothetical protein LOC157931	0.04091	1.15
1563346_at	D21S2089E	D21S2089E	0.04091	1.16
1563821_at	LOC170425	hypothetical protein LOC170425	0.04091	1.16
1564338_at	1564338_at	CDNA FLJ40450 fis, clone TESTI2040944	0.04091	1.17
1564426_x_at	LOC389634	hypothetical LOC389634	0.04091	1.11
1565567_at	1565567_at	Full length insert cDNA YN68A11	0.04091	0.74
1565752_at	FGD2	FYVE, RhoGEF and PH domain containing 2	0.04091	0.83
1566967_at	1566967_at	CDNA: FLJ20903 fis, clone ADSE00222	0.04091	1.21
1567008_at	1567008_at	Full length insert cDNA clone YU51G05	0.04091	1.11
1567704_at	TFE3	Transcription factor binding to IGHM enhancer 3	0.04091	1.14
1569065_s_at	LOC643338	hypothetical LOC643338	0.04091	1.23
1569274_at	LOC283551	Hypothetical protein LOC283551	0.04091	1.25
1569470_a_at	FRMD5	FERM domain containing 5	0.04091	1.16
1570226_at	LOC728852	Hypothetical protein LOC728852	0.04091	1.1
1570298_at	1570298_at	Homo sapiens, clone IMAGE:4042783, mRNA	0.04091	1.11
200026_at	RPL34	ribosomal protein L34	0.04091	0.82
201062_at	STOM	stomatin	0.04091	1.14
201448_at	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	0.04091	0.62
201887_at	IL13RA1	interleukin 13 receptor, alpha 1	0.04091	1.48
201919_at	SLC25A36	Solute carrier family 25, member 36	0.04091	0.65
201936_s_at	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	0.04091	0.73
201975_at	CLIP1	CAP-GLY domain containing linker protein 1	0.04091	1.61
202353_s_at	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	0.04091	1.65
202454_s_at	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	0.04091	1.74
202564_x_at	ARL2	ADP-ribosylation factor-like 2	0.04091	0.71
202735_at	EBP	emopamil binding protein (sterol isomerase)	0.04091	1.94
202819_s_at	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	0.04091	0.72
202979_s_at	CREBZF	CREB/ATF bZIP transcription factor	0.04091	0.54
203060_s_at	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	0.04091	1.74
203532_x_at	CUL5	cullin 5	0.04091	0.66
203731_s_at	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	0.04091	1.19
203865_s_at	ADARB1	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	0.04091	0.7
203962_s_at	NEBL	nebulette	0.04091	2.6
204155_s_at	KIAA0999	KIAA0999 protein	0.04091	0.75
204259_at	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	0.04091	0.38
204333_s_at	AGA	aspartylglucosaminidase	0.04091	0.56
204484_at	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide	0.04091	0.7
204554_at	PPP1R3D	protein phosphatase 1, regulatory (inhibitor) subunit 3D	0.04091	0.65
204704_s_at	ALDOB	aldolase B, fructose-bisphosphate	0.04091	4.19
204779_s_at	HOXB7	homeobox B7	0.04091	0.71
204812_at	ZW10	ZW10, kinetochore associated, homolog (Drosophila)	0.04091	0.65
205026_at	STAT5B	signal transducer and activator of transcription 5B	0.04091	0.77
205042_at	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	0.04091	2.19
205177_at	TNNI1	troponin I type 1 (skeletal, slow)	0.04091	1.16
205300_s_at	U1SNRNPBP	U11/U12 snRNP 35K	0.04091	1.34
205786_s_at	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	0.04091	0.58
206390_x_at	PF4	platelet factor 4 (chemokine (C-X-C motif) ligand 4)	0.04091	1.23
206441_s_at	COMMD4	COMM domain containing 4	0.04091	1.23
206454_s_at	RHO	rhodopsin (opsin 2, rod pigment) (retinitis pigmentosa 4, autosomal dominant)	0.04091	1.17
206456_at	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	0.04091	0.89
206526_at	RIBC2	RIB43A domain with coiled-coils 2	0.04091	1.33
206826_at	PMP2	peripheral myelin protein 2	0.04091	1.15
206979_at	C8B	complement component 8, beta polypeptide	0.04091	2.79
207071_s_at	ACO1	aconitase 1, soluble	0.04091	1.7
207097_s_at	SLC17A2	solute carrier family 17 (sodium phosphate), member 2	0.04091	3.48
207344_at	AKAP3	A kinase (PRKA) anchor protein 3	0.04091	1.25
207390_s_at	SMTN	smoothelin	0.04091	0.63
207876_s_at	FLNC	filamin C, gamma (actin binding protein 280)	0.04091	0.68
207887_s_at	CALCR	calcitonin receptor	0.04091	1.19
207968_s_at	MEF2C	myocyte enhancer factor 2C	0.04091	0.77
208510_s_at	PPARG	peroxisome proliferator-activated receptor gamma	0.04091	0.63
208780_x_at	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	0.04091	0.78
209333_at	ULK1	unc-51-like kinase 1 (C. elegans)	0.04091	1.61
209368_at	EPHX2	epoxide hydrolase 2, cytoplasmic	0.04091	2.08
209395_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	0.04091	0.13
209779_at	C12orf31	Chromosome 12 open reading frame 31	0.04091	1.16
209791_at	PADI2	peptidyl arginine deiminase, type II	0.04091	0.84
209930_s_at	NFE2	nuclear factor (erythroid-derived 2), 45kDa	0.04091	1.24
210219_at	SP100	SP100 nuclear antigen	0.04091	0.83
210254_at	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)	0.04091	1.13
210344_at	OSBPL7	oxysterol binding protein-like 7	0.04091	1.12
210730_s_at	NPY2R	neuropeptide Y receptor Y2	0.04091	1.2
210848_at	210848_at	NA	0.04091	1.11
210894_s_at	CEP250	centrosomal protein 250kDa	0.04091	1.13
211045_s_at	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	0.04091	1.24
211677_x_at	CADM3	cell adhesion molecule 3	0.04091	1.19
211959_at	IGFBP5	insulin-like growth factor binding protein 5	0.04091	0.4
212203_x_at	IFITM3	interferon induced transmembrane protein 3 (1-8U)	0.04091	1.32
212420_at	ELF1	E74-like factor 1 (ets domain transcription factor)	0.04091	0.68
212631_at	STX7	Syntaxin 7	0.04091	0.71
212655_at	ZCCHC14	zinc finger, CCHC domain containing 14	0.04091	1.56
213023_at	UTRN	utrophin	0.04091	0.72
213194_at	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	0.04091	0.3
213837_at	L3MBTL	l(3)mbt-like (Drosophila)	0.04091	0.85
213930_at	213930_at	MRNA from chromosome 5q21-22, clone:843Ex	0.04091	1.45
213935_at	ABHD5	abhydrolase domain containing 5	0.04091	1.52
213957_s_at	CEP350	centrosomal protein 350kDa	0.04091	1.49
213999_at	YIPF4	Yip1 domain family, member 4	0.04091	1.15
214141_x_at	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa	0.04091	0.72
214143_x_at	RPL24 /// SLC36A2	ribosomal protein L24 /// solute carrier family 36 (proton/amino acid symporter), member 2	0.04091	0.82
214152_at	CCPG1	cell cycle progression 1	0.04091	1.62
214417_s_at	FETUB	Fetuin B	0.04091	1.44
214441_at	STX6	syntaxin 6	0.04091	0.82
214498_at	ASIP	agouti signaling protein, nonagouti homolog (mouse)	0.04091	0.88
214724_at	DIXDC1	DIX domain containing 1	0.04091	0.54
214814_at	YTHDC1	YTH domain containing 1	0.04091	0.74
215000_s_at	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	0.04091	0.6
215033_at	TM4SF1	transmembrane 4 L six family member 1	0.04091	0.62
215705_at	PPP5C	protein phosphatase 5, catalytic subunit	0.04091	0.88
215776_at	INSRR	insulin receptor-related receptor	0.04091	1.17
216565_x_at	LOC391020	similar to Interferon-induced transmembrane protein 3 (Interferon-inducible protein 1-8U)	0.04091	1.5
216854_at	GDF11	growth differentiation factor 11	0.04091	1.1
216938_x_at	DRD2	dopamine receptor D2	0.04091	1.14
217585_at	NEBL	nebulette	0.04091	1.5
217732_s_at	ITM2B	integral membrane protein 2B	0.04091	0.62
217808_s_at	MAPKAP1	mitogen-activated protein kinase associated protein 1	0.04091	1.33
218108_at	C14orf130	chromosome 14 open reading frame 130	0.04091	1.4
218125_s_at	CCDC25	coiled-coil domain containing 25	0.04091	1.6
218264_at	BCCIP	BRCA2 and CDKN1A interacting protein	0.04091	1.45
218300_at	C16orf53	chromosome 16 open reading frame 53	0.04091	1.22
219108_x_at	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	0.04091	0.77
219206_x_at	TMBIM4	transmembrane BAX inhibitor motif containing 4	0.04091	1.5
219248_at	THUMPD2	THUMP domain containing 2	0.04091	0.71
219268_at	ETNK2	ethanolamine kinase 2	0.04091	2.14
219504_s_at	C1orf82	chromosome 1 open reading frame 82	0.04091	1.22
219512_at	DSN1	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)	0.04091	1.51
219550_at	ROBO3	roundabout, axon guidance receptor, homolog 3 (Drosophila)	0.04091	0.7
219694_at	FAM105A	family with sequence similarity 105, member A	0.04091	0.74
219710_at	SH3TC2	SH3 domain and tetratricopeptide repeats 2	0.04091	1.23
219774_at	CCDC93	coiled-coil domain containing 93	0.04091	0.7
220172_at	C2orf37	chromosome 2 open reading frame 37	0.04091	0.72
220419_s_at	USP25	ubiquitin specific peptidase 25	0.04091	0.75
220594_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	0.04091	0.84
220721_at	ZNF614	zinc finger protein 614	0.04091	0.7
220767_at	220767_at	NA	0.04091	1.13
221475_s_at	RPL15	ribosomal protein L15	0.04091	0.71
221820_s_at	MYST1	MYST histone acetyltransferase 1	0.04091	1.53
221822_at	CCDC101	coiled-coil domain containing 101	0.04091	1.37
221842_s_at	ZNF131	zinc finger protein 131	0.04091	0.63
221848_at	ZGPAT	zinc finger, CCCH-type with G patch domain	0.04091	3.1
222018_at	NACA /// NACA3P /// NACAP1	nascent polypeptide-associated complex alpha subunit /// nascent-polypeptide-associated complex alpha polypeptide pseudogene 1 /// NACA family member 3 pseudogene	0.04091	0.68
222267_at	FLJ14803	hypothetical protein FLJ14803	0.04091	0.85
222294_s_at	222294_s_at	CDNA clone IMAGE:5745639	0.04091	2.2
222327_x_at	OR7E156P	olfactory receptor, family 7, subfamily E, member 156 pseudogene	0.04091	1.19
222792_s_at	CCDC59	coiled-coil domain containing 59	0.04091	1.44
223182_s_at	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	0.04091	1.63
223386_at	FAM118B	family with sequence similarity 118, member B	0.04091	0.61
223453_s_at	DKFZP564J0863	DKFZP564J0863 protein	0.04091	1.11
223711_s_at	THYN1	thymocyte nuclear protein 1	0.04091	0.69
223737_x_at	CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	0.04091	0.37
223877_at	C1QTNF7	C1q and tumor necrosis factor related protein 7	0.04091	1.17
224046_s_at	PDE7A	phosphodiesterase 7A	0.04091	0.68
224148_at	224148_at	NA	0.04091	0.89
224678_at	KIAA1219	KIAA1219	0.04091	0.8
224714_at	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	0.04091	0.64
224799_at	NDFIP2	Nedd4 family interacting protein 2	0.04091	0.61
224866_at	MLSTD2	male sterility domain containing 2	0.04091	0.61
225189_s_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.04091	1.59
225328_at	225328_at	CDNA FLJ39585 fis, clone SKMUS2006633	0.04091	0.54
225358_at	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	0.04091	1.74
225359_at	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	0.04091	1.42
225367_at	PGM2	phosphoglucomutase 2	0.04091	0.49
225481_at	FRMD6	FERM domain containing 6	0.04091	0.42
225564_at	SPATA13	spermatogenesis associated 13	0.04091	0.6
225768_at	NR1D2	nuclear receptor subfamily 1, group D, member 2	0.04091	1.66
225980_at	C14orf43	chromosome 14 open reading frame 43	0.04091	0.7
226568_at	FAM102B	family with sequence similarity 102, member B	0.04091	0.62
226796_at	LOC116236	hypothetical protein LOC116236	0.04091	1.75
226858_at	CSNK1E	casein kinase 1, epsilon	0.04091	0.66
226902_at	226902_at	CDNA FLJ34165 fis, clone FCBBF3014770	0.04091	1.34
227019_at	FLJ13137	hypothetical gene supported by AK125122	0.04091	1.88
227114_at	RNF214	ring finger protein 214	0.04091	0.76
227415_at	LOC283508	hypothetical protein LOC283508	0.04091	0.59
227995_at	227995_at	MRNA; cDNA DKFZp564O0862 (from clone DKFZp564O0862)	0.04091	0.65
228002_at	IDI2	isopentenyl-diphosphate delta isomerase 2	0.04091	1.42
228640_at	PCDH7	protocadherin 7	0.04091	0.62
228706_s_at	CLDN23	claudin 23	0.04091	1.5
228783_at	BVES	blood vessel epicardial substance	0.04091	0.85
228804_at	DGCR5	DiGeorge syndrome critical region gene 5 (non-coding)	0.04091	1.27
228967_at	EIF1	Eukaryotic translation initiation factor 1	0.04091	1.48
228979_at	LOC253970	hypothetical protein LOC253970	0.04091	1.11
229182_at	229182_at	Full-length cDNA clone CS0DI067YF23 of Placenta Cot 25-normalized of Homo sapiens (human)	0.04091	1.28
229789_at	TIGD3	tigger transposable element derived 3	0.04091	1.32
229805_at	ZDHHC22	Zinc finger, DHHC-type containing 22	0.04091	1.15
230326_s_at	C11orf73	chromosome 11 open reading frame 73	0.04091	0.74
230355_at	41165	septin 13	0.04091	1.24
230518_at	EVA1	epithelial V-like antigen 1	0.04091	0.56
230541_at	LOC149134	hypothetical LOC149134	0.04091	1.36
230686_s_at	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	0.04091	0.7
230937_at	LOC285835	hypothetical protein LOC285835	0.04091	1.47
231044_at	C1orf194	chromosome 1 open reading frame 194	0.04091	1.2
231300_at	LOC90835	hypothetical protein LOC90835	0.04091	1.21
231318_at	C15orf51	chromosome 15 open reading frame 51	0.04091	1.15
231386_at	FLJ30851	hypothetical LOC653140	0.04091	1.15
231427_at	LOC284648	hypothetical protein LOC284648	0.04091	1.18
231434_at	LOC728460 /// LOC730724	similar to zinc finger protein 474	0.04091	1.12
231891_at	STAMBPL1	STAM binding protein-like 1	0.04091	1.29
231942_at	LOC643837	hypothetical protein LOC643837	0.04091	1.14
232100_at	232100_at	CDNA FLJ13522 fis, clone PLACE1005884	0.04091	0.85
232336_at	ZSWIM5	zinc finger, SWIM-type containing 5	0.04091	0.43
232366_at	KIAA0232	KIAA0232 gene product	0.04091	1.76
232387_at	AP1GBP1	AP1 gamma subunit binding protein 1	0.04091	0.82
232753_at	ZNF346	Zinc finger protein 346	0.04091	1.21
232822_x_at	MGC16121	Hypothetical protein MGC16121	0.04091	1.17
232931_at	ASCC3L1	activating signal cointegrator 1 complex subunit 3-like 1	0.04091	0.76
232992_at	C6orf64	Chromosome 6 open reading frame 64	0.04091	1.1
233187_s_at	233187_s_at	Clone IMAGE:113308 mRNA sequence	0.04091	1.13
233200_at	233200_at	NA	0.04091	1.16
233287_at	SLC6A17	solute carrier family 6, member 17	0.04091	1.15
233879_at	LOC374491	TPTE and PTEN homologous inositol lipid phosphatase pseudogene	0.04091	1.13
233920_at	233920_at	CDNA FLJ12016 fis, clone HEMBB1001707	0.04091	1.19
234151_at	234151_at	CDNA: FLJ20976 fis, clone ADSU01764	0.04091	0.82
234428_at	234428_at	MRNA; cDNA DKFZp564I1316 (from clone DKFZp564I1316)	0.04091	1.12
234663_at	234663_at	CDNA: FLJ23060 fis, clone LNG04601	0.04091	1.14
234722_x_at	OBP2A /// OBP2B	odorant binding protein 2B /// odorant binding protein 2A	0.04091	1.16
235082_at	PCNX	Pecanex homolog (Drosophila)	0.04091	1.23
235252_at	KSR1	Kinase suppressor of ras 1	0.04091	0.65
235255_at	ATP6V0A2	ATPase, H+ transporting, lysosomal V0 subunit a2	0.04091	1.24
235290_at	ZNF782	Zinc finger protein 782	0.04091	1.31
235610_at	ALKBH8	AlkB, alkylation repair homolog 8 (E. coli)	0.04091	0.8
235794_at	MOBP	myelin-associated oligodendrocyte basic protein	0.04091	1.19
235940_at	C9orf64	chromosome 9 open reading frame 64	0.04091	1.64
235994_s_at	PLAC2	Placenta-specific 2	0.04091	1.17
236294_at	HUWE1	HECT, UBA and WWE domain containing 1	0.04091	1.25
236310_at	236310_at	Transcribed locus	0.04091	1.46
236334_at	236334_at	Transcribed locus	0.04091	1.21
236505_at	NUP62	Nucleoporin 62kDa	0.04091	0.87
236774_at	236774_at	Transcribed locus	0.04091	1.17
236810_at	236810_at	Full-length cDNA clone CS0DI068YG03 of Placenta Cot 25-normalized of Homo sapiens (human)	0.04091	1.18
236824_at	TMEM132B	transmembrane protein 132B	0.04091	0.9
236929_at	236929_at	Transcribed locus	0.04091	1.15
236935_at	236935_at	CDNA clone IMAGE:4813920	0.04091	0.78
237050_at	237050_at	Transcribed locus, weakly similar to XP_217075.4  similar to potassium channel tetramerisation domain containing 17 [Rattus norvegicus]	0.04091	1.11
237095_at	ASXL2	additional sex combs like 2 (Drosophila)	0.04091	1.14
237303_at	237303_at	Transcribed locus	0.04091	1.24
238166_s_at	C17orf51	chromosome 17 open reading frame 51	0.04091	1.16
238370_x_at	238370_x_at	MRNA; cDNA DKFZp686L18111 (from clone DKFZp686L18111)	0.04091	1.11
238512_at	238512_at	Transcribed locus	0.04091	0.81
238515_at	238515_at	CDNA FLJ34034 fis, clone FCBBF2004671	0.04091	1.54
238592_at	PDLIM3	PDZ and LIM domain 3	0.04091	0.81
238838_at	TCERG1	Transcription elongation regulator 1	0.04091	0.8
239176_at	239176_at	Transcribed locus	0.04091	2.36
239181_at	239181_at	NA	0.04091	1.22
239390_at	GTDC1	glycosyltransferase-like domain containing 1	0.04091	0.78
239764_at	239764_at	MRNA; cDNA DKFZp686D1113 (from clone DKFZp686D1113)	0.04091	0.75
239800_at	239800_at	Transcribed locus	0.04091	1.36
240021_at	240021_at	NA	0.04091	1.17
240110_at	HMGCS2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	0.04091	2.31
240929_at	240929_at	NA	0.04091	1.26
240940_at	240940_at	NA	0.04091	1.11
241058_at	241058_at	NA	0.04091	1.18
241114_s_at	241114_s_at	Transcribed locus	0.04091	2.22
