Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
224579_at	solute carrier family 38, member 1	SLC38A1	0.041	-4.58	Miscellaneous
225277_at	solute carrier family 39 (zinc transporter), member 13	SLC39A13	0.046	-1.84	Miscellaneous
226629_at	solute carrier family 43, member 2	SLC43A2	0.006	-1.5	Miscellaneous
222364_at	solute carrier family 44, member 1	SLC44A1	0.025	-1.51	Miscellaneous
228754_at	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	SLC6A6	0.003	-3.42	Miscellaneous
202752_x_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	SLC7A8	0.022	-1.8	Miscellaneous
216092_s_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	SLC7A8	0.001	-3.11	Miscellaneous
209897_s_at	slit homolog 2 (Drosophila)	SLIT2	0.044	-1.91	Miscellaneous
231718_at	SLU7 splicing factor homolog (S. cerevisiae)	SLU7	0.022	-2.55	Miscellaneous
223197_s_at	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	SMARCAD1	0.021	-1.66	Miscellaneous
1558747_at	structural maintenance of chromosomes flexible hinge domain containing 1	SMCHD1	0.031	-1.78	Miscellaneous
227305_s_at	Smith-Magenis syndrome chromosome region, candidate 8	SMCR8	0.048	-2.74	Miscellaneous
201794_s_at	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	SMG7	0.003	-1.81	Miscellaneous
202043_s_at	spermine synthase	SMS	0.037	-2.7	Miscellaneous
236838_at	SNAP25-interacting protein	SNIP	0.028	-2.76	Miscellaneous
205300_s_at	small nuclear ribonucleoprotein 35kDa (U11/U12)	SNRNP35	0.049	-1.62	Miscellaneous
1553274_a_at	small nuclear ribonucleoprotein 48kDa (U11/U12)	SNRNP48	0.001	-2.38	Miscellaneous
201221_s_at	small nuclear ribonucleoprotein 70kDa (U1)	SNRNP70	0.041	-2.98	Miscellaneous
206055_s_at	small nuclear ribonucleoprotein polypeptide A	SNRPA1	0.038	-2.6	Miscellaneous
242146_at	Small nuclear ribonucleoprotein polypeptide A	SNRPA1	0	-1.97	Miscellaneous
1560741_at	small nuclear ribonucleoprotein polypeptide N	SNRPN	0.001	-2.61	Miscellaneous
240204_at	small nuclear ribonucleoprotein polypeptide N	SNRPN	0.003	-2.03	Miscellaneous
201575_at	SNW domain containing 1	SNW1	0.038	-1.81	Miscellaneous
53912_at	sorting nexin 11	SNX11	0.045	-1.55	Miscellaneous
229618_at	sorting nexin 16	SNX16	0.003	-2.5	Miscellaneous
226572_at	suppressor of cytokine signaling 7	SOCS7	0.004	-2.07	Miscellaneous
228194_s_at	sortilin-related VPS10 domain containing receptor 1	SORCS1	0.026	-2.38	Miscellaneous
212468_at	sperm associated antigen 9	SPAG9	0.006	-1.87	Miscellaneous
214965_at	spermatogenesis associated 2-like	SPATA2L	0.002	-1.66	Miscellaneous
222593_s_at	spermatogenesis associated, serine-rich 2	SPATS2	0.002	-2.77	Miscellaneous
1559747_at	spastic paraplegia 11 (autosomal recessive)	SPG11	0.046	2.12	Miscellaneous
217827_s_at	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	SPG21	0.05	-1.68	Miscellaneous
214494_s_at	spastic paraplegia 7 (pure and complicated autosomal recessive)	SPG7	0.025	-2.92	Miscellaneous
230885_at	spastic paraplegia 7 (pure and complicated autosomal recessive)	SPG7	0.018	-1.99	Miscellaneous
223173_at	spinster homolog 1 (Drosophila)	SPNS1	0.029	-1.57	Miscellaneous
225671_at	spinster homolog 2 (Drosophila)	SPNS2	0.003	-2	Miscellaneous
202277_at	serine palmitoyltransferase, long chain base subunit 1	SPTLC1	0.035	-2.95	Miscellaneous
229594_at	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	SPTY2D1	0.031	-1.84	Miscellaneous
204675_at	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	SRD5A1	0.013	-3.43	Miscellaneous
211056_s_at	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	SRD5A1	0.019	-1.6	Miscellaneous
208095_s_at	signal recognition particle 72kDa	SRP72	0.022	-2.18	Miscellaneous
203181_x_at	SFRS protein kinase 2	SRPK2	0.035	-2.14	Miscellaneous
201224_s_at	serine/arginine repetitive matrix 1	SRRM1	0.014	-2.09	Miscellaneous
201225_s_at	serine/arginine repetitive matrix 1	SRRM1	0.028	-2.28	Miscellaneous
207435_s_at	serine/arginine repetitive matrix 2	SRRM2	0.027	-1.96	Miscellaneous
208610_s_at	serine/arginine repetitive matrix 2	SRRM2	0.004	-3.89	Miscellaneous
239295_at	serine-arginine repressor protein (35 kDa)	SRrp35	0.022	-1.84	Miscellaneous
201138_s_at	Sjogren syndrome antigen B (autoantigen La)	SSB	0.023	-1.55	Miscellaneous
203019_x_at	synovial sarcoma, X breakpoint 2 interacting protein	SSX2IP	0.028	-2.34	Miscellaneous
210871_x_at	synovial sarcoma, X breakpoint 2 interacting protein	SSX2IP	0.034	-2.1	Miscellaneous
228821_at	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	ST6GAL2	0.012	-2.12	Miscellaneous
230836_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	ST8SIA4	0.023	-1.61	Miscellaneous
227607_at	STAM binding protein-like 1	STAMBPL1	0.041	-2.56	Miscellaneous
225289_at	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	0.012	-1.57	Miscellaneous
225713_at	serine/threonine kinase 11 interacting protein	STK11IP	0.017	-1.57	Miscellaneous
36019_at	serine/threonine kinase 19	STK19	0.032	-1.64	Miscellaneous
33736_at	stomatin (EPB72)-like 1	STOML1	0.025	-2.5	Miscellaneous
209238_at	syntaxin 3	STX3	0.016	-1.61	Miscellaneous
210580_x_at	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 /// sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4	SULT1A3 /// SULT1A4	0.046	-2.6	Miscellaneous
215452_x_at	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	SUMO2	0.05	-1.69	Miscellaneous
215452_x_at	SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)	SUMO4	0.05	-1.69	Miscellaneous
212894_at	suppressor of var1, 3-like 1 (S. cerevisiae)	SUPV3L1	0.003	-2.57	Miscellaneous
222978_at	surfeit 4	SURF4	0.043	-1.85	Miscellaneous
225038_s_at	surfeit 6	SURF6	0.041	-1.55	Miscellaneous
230005_at	small VCP/p97-interacting protein	SVIP	0.023	-4.26	Miscellaneous
209024_s_at	synaptotagmin binding, cytoplasmic RNA interacting protein	SYNCRIP	0.022	-1.83	Miscellaneous
230297_x_at	synaptic Ras GTPase activating protein 1 homolog (rat)	SYNGAP1	0.01	-1.73	Miscellaneous
228072_at	synaptotagmin XII	SYT12	0.009	-2.03	Miscellaneous
214903_at	synaptotagmin II	SYT2	0.018	-2.64	Miscellaneous
227891_s_at	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	TAF15	0.01	-1.65	Miscellaneous
235020_at	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	TAF4B	0.006	-2.05	Miscellaneous
227407_at	transmembrane anterior posterior transformation 1	TAPT1	0.031	-3	Miscellaneous
44696_at	TBC1 domain family, member 13	TBC1D13	0.003	-2.05	Miscellaneous
227632_at	TBC1 domain family, member 24	TBC1D24	0	-2.16	Miscellaneous
204526_s_at	TBC1 domain family, member 8 (with GRAM domain)	TBC1D8	0.006	-2.1	Miscellaneous
208398_s_at	TBP-like 1	TBPL1	0.037	-2.43	Miscellaneous
202384_s_at	Treacher Collins-Franceschetti syndrome 1	TCOF1	0.021	-1.8	Miscellaneous
214028_x_at	tudor domain containing 3	TDRD3	0.026	-1.8	Miscellaneous
227580_s_at	tectonin beta-propeller repeat containing 1	TECPR1	0.037	-2.13	Miscellaneous
227581_at	tectonin beta-propeller repeat containing 1	TECPR1	0.021	-1.63	Miscellaneous
204307_at	tectonin beta-propeller repeat containing 2	TECPR2	0.046	-1.71	Miscellaneous
204308_s_at	tectonin beta-propeller repeat containing 2	TECPR2	0.019	-2.75	Miscellaneous
218872_at	tescalcin	TESC	0.004	-1.85	Miscellaneous
218099_at	testis expressed 2	TEX2	0.044	-2.36	Miscellaneous
208691_at	transferrin receptor (p90, CD71)	TFRC	0.03	-2.52	Miscellaneous
212994_at	THO complex 2	THOC2	0.001	-1.66	Miscellaneous
222122_s_at	THO complex 2	THOC2	0.027	-2.01	Miscellaneous
226626_at	THO complex 2	THOC2	0.007	-2.42	Miscellaneous
226320_at	THO complex 4	THOC4	0.042	-1.64	Miscellaneous
206555_s_at	THUMP domain containing 1	THUMPD1	0.035	-1.62	Miscellaneous
219184_x_at	translocase of inner mitochondrial membrane 22 homolog (yeast)	TIMM22	0.001	-1.63	Miscellaneous
203092_at	translocase of inner mitochondrial membrane 44 homolog (yeast)	TIMM44	0.013	-1.75	Miscellaneous
1553677_a_at	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	TIPRL	0.013	-2.05	Miscellaneous
214773_x_at	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	TIPRL	0.015	-3.26	Miscellaneous
228619_x_at	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	TIPRL	0.024	-3.11	Miscellaneous
204276_at	thymidine kinase 2, mitochondrial	TK2	0.018	-1.82	Miscellaneous
200087_s_at	transmembrane emp24 domain trafficking protein 2	TMED2	0.049	-2.31	Miscellaneous
209404_s_at	transmembrane emp24 protein transport domain containing 7	TMED7	0.049	-2.53	Miscellaneous
225343_at	transmembrane emp24 protein transport domain containing 8	TMED8	0.021	-2.77	Miscellaneous
205812_s_at	transmembrane emp24 protein transport domain containing 9	TMED9	0.029	-2.39	Miscellaneous
224496_s_at	transmembrane protein 107	TMEM107	0.004	-1.7	Miscellaneous
219460_s_at	transmembrane protein 127	TMEM127	0.001	-1.68	Miscellaneous
225588_s_at	transmembrane protein 129	TMEM129	0.001	-2.66	Miscellaneous
236824_at	transmembrane protein 132B	TMEM132B	0.011	-2.99	Miscellaneous
218531_at	transmembrane protein 134	TMEM134	0.017	-1.84	Miscellaneous
213338_at	transmembrane protein 158	TMEM158	0.028	-2.11	Miscellaneous
229302_at	transmembrane protein 178	TMEM178	0.032	-5.45	Miscellaneous
223186_at	transmembrane protein 189 ///	TMEM189 /// UBE2V1	0.014	-1.59	Miscellaneous
	ubiquitin-conjugating enzyme E2 variant 1				Miscellaneous
222896_at	transmembrane protein 38A	TMEM38A	0.001	-2.02	Miscellaneous
212622_at	transmembrane protein 41B	TMEM41B	0.014	-2.28	Miscellaneous
241364_at	transmembrane protein 57	TMEM57	0.038	-1.72	Miscellaneous
226483_at	transmembrane protein 68	TMEM68	0.022	-2.11	Miscellaneous
65630_at	transmembrane protein 80	TMEM80	0.023	-1.72	Miscellaneous
226604_at	transmembrane and tetratricopeptide repeat containing 3	TMTC3	0.048	-1.82	Miscellaneous
207657_x_at	transportin 1	TNPO1	0.009	-2	Miscellaneous
209225_x_at	transportin 1	TNPO1	0.007	-2.42	Miscellaneous
221829_s_at	transportin 1	TNPO1	0.006	-2.6	Miscellaneous
225765_at	transportin 1	TNPO1	0.015	-1.69	Miscellaneous
226428_at	transportin 2	TNPO2	0.02	-1.51	Miscellaneous
212317_at	transportin 3	TNPO3	0.008	-2.4	Miscellaneous
215045_at	trinucleotide repeat containing 4	TNRC4	0.037	-2.58	Miscellaneous
1558142_at	trinucleotide repeat containing 6B	TNRC6B	0.034	-2.27	Miscellaneous
213254_at	trinucleotide repeat containing 6B	TNRC6B	0.011	-1.84	Miscellaneous
229036_at	trinucleotide repeat containing 6B	TNRC6B	0.044	-1.88	Miscellaneous
222820_at	trinucleotide repeat containing 6C	TNRC6C	0.006	-2.63	Miscellaneous
222243_s_at	transducer of ERBB2, 2	TOB2	0.009	-2.11	Miscellaneous
201870_at	translocase of outer mitochondrial membrane 34	TOMM34	0.05	-1.65	Miscellaneous
202264_s_at	translocase of outer mitochondrial membrane 40 homolog (yeast)	TOMM40	0.003	-1.97	Miscellaneous
208900_s_at	topoisomerase (DNA) I	TOP1	0.001	-2.59	Miscellaneous
211987_at	topoisomerase (DNA) II beta 180kDa	TOP2B	0.019	-3.77	Miscellaneous
217914_at	two pore segment channel 1	TPCN1	0.007	-2.22	Miscellaneous
231978_at	two pore segment channel 2	TPCN2	0.004	-1.58	Miscellaneous
214195_at	tripeptidyl peptidase I	TPP1	0.019	-1.59	Miscellaneous
203374_s_at	tripeptidyl peptidase II	TPP2	0.005	-1.66	Miscellaneous
203375_s_at	tripeptidyl peptidase II	TPP2	0.035	-1.71	Miscellaneous
204658_at	transformer 2 alpha homolog (Drosophila)	TRA2A	0.008	-2.34	Miscellaneous
213593_s_at	transformer 2 alpha homolog (Drosophila)	TRA2A	0.039	-1.75	Miscellaneous
229574_at	transformer 2 alpha homolog (Drosophila)	TRA2A	0	-2.24	Miscellaneous
215269_at	trafficking protein particle complex 10	TRAPPC10	0.011	-1.81	Miscellaneous
203512_at	trafficking protein particle complex 3	TRAPPC3	0.002	-2.4	Miscellaneous
226566_at	tripartite motif-containing 11	TRIM11	0.039	-1.82	Miscellaneous
202341_s_at	tripartite motif-containing 2	TRIM2	0.034	-2.32	Miscellaneous
224806_at	tripartite motif-containing 25	TRIM25	0.006	-1.71	Miscellaneous
212435_at	tripartite motif-containing 33	TRIM33	0.034	-3.99	Miscellaneous
238147_at	tripartite motif-containing 46	TRIM46	0.018	-2.11	Miscellaneous
203701_s_at	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	TRMT1	0.048	-1.59	Miscellaneous
222768_s_at	tRNA methyltransferase 6 homolog (S. cerevisiae)	TRMT6	0.024	-1.55	Miscellaneous
213634_s_at	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	TRMU	0.008	-1.77	Miscellaneous
208763_s_at	TSC22 domain family, member 3	TSC22D3	0.018	-2.42	Miscellaneous
218132_s_at	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	TSEN34	0.012	-1.84	Miscellaneous
1558304_s_at	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	TSEN54	0.011	-1.5	Miscellaneous
241402_at	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	TSEN54	0.016	-1.58	Miscellaneous
225485_at	testis specific, 14	TSGA14	0.038	-2.88	Miscellaneous
225178_at	tetratricopeptide repeat domain 14	TTC14	0.014	-3.14	Miscellaneous
232323_s_at	tetratricopeptide repeat domain 17	TTC17	0.01	-1.57	Miscellaneous
208661_s_at	tetratricopeptide repeat domain 3	TTC3	0.012	-3.1	Miscellaneous
208662_s_at	tetratricopeptide repeat domain 3	TTC3	0.024	-3.2	Miscellaneous
208663_s_at	tetratricopeptide repeat domain 3	TTC3	0.022	-2.67	Miscellaneous
208664_s_at	tetratricopeptide repeat domain 3	TTC3	0.005	-1.75	Miscellaneous
216768_x_at	Tetratricopeptide repeat domain 38	TTC38	0.04	-1.51	Miscellaneous
232000_at	Tetratricopeptide repeat domain 39B	TTC39B	0.012	-2.11	Miscellaneous
238480_at	tetratricopeptide repeat domain 39C	TTC39C	0.024	-2	Miscellaneous
46167_at	tetratricopeptide repeat domain 4	TTC4	0.038	-1.81	Miscellaneous
228031_at	tocopherol (alpha) transfer protein-like	TTPAL	0.015	-1.6	Miscellaneous
239742_at	Tubby like protein 4	TULP4	0.038	-1.54	Miscellaneous
1564386_at	thioredoxin domain containing 8 (spermatozoa)	TXNDC8	0.023	1.55	Miscellaneous
243664_at	Thioredoxin-like 1	TXNL1	0.012	-1.63	Miscellaneous
202858_at	U2 small nuclear RNA auxiliary factor 1	U2AF1	0.013	-2.11	Miscellaneous
231904_at	U2 small nuclear RNA auxiliary factor 1	U2AF1	0.015	-1.56	Miscellaneous
218381_s_at	U2 small nuclear RNA auxiliary factor 2	U2AF2	0.016	-2.52	Miscellaneous
243916_x_at	ubiquitin-like domain containing CTD phosphatase 1	UBLCP1	0.008	-2.3	Miscellaneous
209088_s_at	ubinuclein 1	UBN1	0.003	-1.7	Miscellaneous
225444_at	ubinuclein 2	UBN2	0.008	-2.3	Miscellaneous
225445_at	ubinuclein 2	UBN2	0.028	-1.85	Miscellaneous
238350_at	ubinuclein 2	UBN2	0.002	-2.18	Miscellaneous
224834_at	ubiquitin domain containing 2	UBTD2	0.033	1.8	Miscellaneous
212007_at	UBX domain protein 4	UBXN4	0.001	-2.47	Miscellaneous
212840_at	UBX domain protein 7	UBXN7	0.003	-1.62	Miscellaneous
223141_at	uridine-cytidine kinase 1	UCK1	0.05	-1.68	Miscellaneous
222569_at	UDP-glucose ceramide glucosyltransferase-like 1	UGCGL1	0.038	-1.76	Miscellaneous
225067_at	unc-51-like kinase 3 (C. elegans)	ULK3	0.041	-2.51	Miscellaneous
236448_at	unc-5 homolog A (C. elegans)	UNC5A	0.048	-2.91	Miscellaneous
226899_at	unc-5 homolog B (C. elegans)	UNC5B	0.044	-1.63	Miscellaneous
231325_at	Unc-5 homolog D (C. elegans)	UNC5D	0.029	-1.53	Miscellaneous
229908_s_at	unkempt homolog (Drosophila)-like	UNKL	0.014	-2.71	Miscellaneous
203519_s_at	UPF2 regulator of nonsense transcripts homolog (yeast)	UPF2	0.027	-1.92	Miscellaneous
203234_at	uridine phosphorylase 1	UPP1	0.045	-2.01	Miscellaneous
226902_at	ubiquitin specific peptidase 13 (isopeptidase T-3)	USP13	0.003	-1.56	Miscellaneous
230623_x_at	ubiquitin specific peptidase 28	USP28	0.009	-1.87	Miscellaneous
227572_at	ubiquitin specific peptidase 30	USP30	0.034	-2.03	Miscellaneous
226035_at	ubiquitin specific peptidase 31	USP31	0.029	-1.59	Miscellaneous
226176_s_at	ubiquitin specific peptidase 42	USP42	0.009	-1.82	Miscellaneous
221518_s_at	ubiquitin specific peptidase 47	USP47	0.024	-1.98	Miscellaneous
222032_s_at	ubiquitin specific peptidase 7 (herpes virus-associated)	USP7	0.033	-1.53	Miscellaneous
209486_at	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)	UTP3	0.021	-1.8	Miscellaneous
213326_at	vesicle-associated membrane protein 1 (synaptobrevin 1)	VAMP1	0.009	-6.54	Miscellaneous
201557_at	vesicle-associated membrane protein 2 (synaptobrevin 2)	VAMP2	0.04	-2.8	Miscellaneous
226200_at	valyl-tRNA synthetase 2, mitochondrial (putative)	VARS2	0.046	-1.98	Miscellaneous
226481_at	Vpr (HIV-1) binding protein	VPRBP	0.046	-1.59	Miscellaneous
214852_x_at	vacuolar protein sorting 13 homolog A (S. cerevisiae)	VPS13A	0.005	-1.97	Miscellaneous
236254_at	vacuolar protein sorting 13 homolog B (yeast)	VPS13B	0.002	-1.79	Miscellaneous
212323_s_at	vacuolar protein sorting 13 homolog D (S. cerevisiae)	VPS13D	0.003	-2.75	Miscellaneous
222387_s_at	vacuolar protein sorting 35 homolog (S. cerevisiae)	VPS35	0.01	-1.57	Miscellaneous
222388_s_at	vacuolar protein sorting 35 homolog (S. cerevisiae)	VPS35	0.05	-4.2	Miscellaneous
226973_at	V-set and transmembrane domain containing 2 like	VSTM2L	0.042	-1.82	Miscellaneous
238864_at	von Willebrand factor A domain containing 3A	VWA3A	0.03	-1.6	Miscellaneous
210102_at	von Willebrand factor A domain containing 5A	VWA5A	0.026	-1.56	Miscellaneous
212267_at	wings apart-like homolog (Drosophila)	WAPAL	0.034	-2.09	Miscellaneous
203597_s_at	WW domain binding protein 4 (formin binding protein 21)	WBP4	0.019	-1.69	Miscellaneous
224800_at	WD repeat and FYVE domain containing 1	WDFY1	0.003	-1.92	Miscellaneous
209461_x_at	WD repeat domain 18	WDR18	0.017	-1.7	Miscellaneous
224897_at	WD repeat domain 26	WDR26	0.034	-2.39	Miscellaneous
241937_s_at	WD repeat domain 4	WDR4	0.016	-1.95	Miscellaneous
223833_at	WD repeat domain 55	WDR55	0.04	-1.68	Miscellaneous
235850_at	WD repeat domain 5B	WDR5B	0.002	-2.51	Miscellaneous
215156_at	WD repeat domain 61	WDR61	0.04	-1.55	Miscellaneous
224721_at	WD repeat domain 75	WDR75	0.024	-1.88	Miscellaneous
225586_at	WD repeat domain 85	WDR85	0.009	-1.72	Miscellaneous
227894_at	WD repeat domain 90	WDR90	0.049	-1.57	Miscellaneous
222799_at	WD repeat domain 91	WDR91	0.045	-1.62	Miscellaneous
224465_s_at	within bgcn homolog (Drosophila)	WIBG	0.017	-1.68	Miscellaneous
229849_at	WAS/WASL interacting protein family, member 3	WIPF3	0.008	-2.36	Miscellaneous
204710_s_at	WD repeat domain, phosphoinositide interacting 2	WIPI2	0.02	-1.7	Miscellaneous
52005_at	widely interspaced zinc finger motifs	WIZ	0.029	-1.87	Miscellaneous
201294_s_at	WD repeat and SOCS box-containing 1	WSB1	0.038	-2.11	Miscellaneous
201296_s_at	WD repeat and SOCS box-containing 1	WSB1	0.021	-2.7	Miscellaneous
210561_s_at	WD repeat and SOCS box-containing 1	WSB1	0.034	-2.37	Miscellaneous
213734_at	WD repeat and SOCS box-containing 2	WSB2	0.042	-2.48	Miscellaneous
229032_at	WSC domain containing 2	WSCD2	0.006	-2.67	Miscellaneous
1553640_at	XK, Kell blood group complex subunit-related family, member 6	XKR6	0	-3.51	Miscellaneous
209045_at	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	XPNPEP1	0.021	-2.14	Miscellaneous
211982_x_at	exportin 6	XPO6	0.026	-2.57	Miscellaneous
214784_x_at	exportin 6	XPO6	0.019	-2.85	Miscellaneous
225814_at	5-3 exoribonuclease 1	XRN1	0.013	-2.88	Miscellaneous
233632_s_at	5-3 exoribonuclease 1	XRN1	0.012	-1.95	Miscellaneous
219401_at	xylosyltransferase II	XYLT2	0.012	-1.86	Miscellaneous
221203_s_at	YEATS domain containing 2	YEATS2	0.048	-2.38	Miscellaneous
1568680_s_at	YTH domain containing 2	YTHDC2	0.042	-1.6	Miscellaneous
227430_at	zinc finger CCCH-type containing 10	ZC3H10	0.006	-1.7	Miscellaneous
213064_at	zinc finger CCCH-type containing 14	ZC3H14	0.018	-2.32	Miscellaneous
201593_s_at	zinc finger CCCH-type containing 15	ZC3H15	0.004	-2.63	Miscellaneous
227809_at	zinc finger CCCH-type containing 6	ZC3H6	0.017	-1.89	Miscellaneous
219062_s_at	zinc finger, CCHC domain containing 2	ZCCHC2	0.029	-1.78	Miscellaneous
222816_s_at	zinc finger, CCHC domain containing 2	ZCCHC2	0.024	-1.83	Miscellaneous
232417_x_at	zinc finger, DHHC-type containing 11	ZDHHC11	0.049	-2.58	Miscellaneous
219296_at	zinc finger, DHHC-type containing 13	ZDHHC13	0.023	-1.91	Miscellaneous
219247_s_at	zinc finger, DHHC-type containing 14	ZDHHC14	0.01	-2.01	Miscellaneous
229923_at	zinc finger, DHHC-type containing 21	ZDHHC21	0.036	-1.7	Miscellaneous
225744_at	zinc finger, DHHC-type containing 8	ZDHHC8	0.006	-2.42	Miscellaneous
202452_at	zer-1 homolog (C. elegans)	ZER1	0.01	-1.7	Miscellaneous
225218_at	zinc finger, FYVE domain containing 27	ZFYVE27	0.01	-2.45	Miscellaneous
226194_at	zinc finger protein 828	ZNF828	0.022	-1.68	Miscellaneous
225959_s_at	zinc and ring finger 1	ZNRF1	0.04	-1.9	Miscellaneous
225338_at	zyg-11 homolog B (C. elegans)	ZYG11B	0.016	-2.89	Miscellaneous
225350_s_at	zyg-11 homolog B (C. elegans)	ZYG11B	0.023	-2.75	Miscellaneous
1555303_at			0.039	-1.7	Miscellaneous
1556194_a_at			0.038	-2.75	Miscellaneous
1556211_a_at			0.01	-2.29	Miscellaneous
1556212_x_at			0.036	-1.55	Miscellaneous
1556432_at			0.016	-1.54	Miscellaneous
1556650_at			0.027	-1.54	Miscellaneous
1556682_s_at			0.007	-1.61	Miscellaneous
1556685_at			0.003	-2.2	Miscellaneous
1556735_at			0.003	-1.98	Miscellaneous
1557506_a_at			0.044	-1.5	Miscellaneous
1557745_at			0.032	-2.21	Miscellaneous
1557812_a_at			0.014	-1.52	Miscellaneous
1558170_at			0.036	-2.08	Miscellaneous
1558445_at			0.011	-2.1	Miscellaneous
1558515_at			0.011	-1.69	Miscellaneous
1558695_at			0.004	-1.63	Miscellaneous
1558854_a_at			0.041	-1.84	Miscellaneous
1559491_at			0.005	-1.61	Miscellaneous
1560297_at			0.003	-1.76	Miscellaneous
1561341_at			0.027	-2.04	Miscellaneous
1561642_at			0.018	-2.09	Miscellaneous
1562473_at			0.014	-2.39	Miscellaneous
1562600_at			0.036	-1.67	Miscellaneous
1562828_at			0.019	-1.97	Miscellaneous
1562891_at			0.006	1.93	Miscellaneous
1562946_at			0.027	-1.77	Miscellaneous
1563130_a_at			0.02	-1.54	Miscellaneous
1563165_at			0.016	1.57	Miscellaneous
1563431_x_at			0.047	-2.16	Miscellaneous
1563494_at			0.005	-1.56	Miscellaneous
1563611_at			0.019	-1.61	Miscellaneous
1564841_at			0.008	-2.39	Miscellaneous
1565567_at			0.017	-1.63	Miscellaneous
1565669_at			0.001	-1.53	Miscellaneous
1566469_at			0.021	-1.9	Miscellaneous
1566638_at			0.002	-2.18	Miscellaneous
1566867_at			0	-3.37	Miscellaneous
1568867_x_at			0.026	-1.62	Miscellaneous
1569180_at			0	-2.18	Miscellaneous
1569181_x_at			0	-2.03	Miscellaneous
1569238_a_at			0.047	-1.61	Miscellaneous
1569482_at			0.002	-1.68	Miscellaneous
1570143_at			0.001	-2	Miscellaneous
210848_at			0.004	-5.1	Miscellaneous
213642_at			0.004	-1.57	Miscellaneous
213686_at			0.013	-2.3	Miscellaneous
213808_at			0.016	-4.81	Miscellaneous
213879_at			0.022	-2.09	Miscellaneous
214238_at			0.014	-1.55	Miscellaneous
214405_at			0.005	-2.88	Miscellaneous
215290_at			0.028	-1.59	Miscellaneous
215385_at			0.002	-2.03	Miscellaneous
215448_at			0.037	-1.63	Miscellaneous
215736_at			0.006	-1.9	Miscellaneous
215753_at			0.019	-2.25	Miscellaneous
216022_at			0.017	-1.6	Miscellaneous
216173_at			0.009	-1.52	Miscellaneous
216456_at			0.041	-2.21	Miscellaneous
217604_at			0.02	-1.71	Miscellaneous
221071_at			0.01	-1.66	Miscellaneous
224216_at			0.01	-1.81	Miscellaneous
224254_x_at			0.044	-2.32	Miscellaneous
225197_at			0.003	-4.19	Miscellaneous
225896_at			0.023	-1.69	Miscellaneous
226203_at			0.008	-2.64	Miscellaneous
226282_at			0.039	-1.72	Miscellaneous
226316_at			0.033	-2.79	Miscellaneous
226345_at			0.015	-3.22	Miscellaneous
226348_at			0.043	-1.72	Miscellaneous
226520_at			0.025	-2.84	Miscellaneous
226542_at			0.034	-1.55	Miscellaneous
226873_at			0.024	-2.34	Miscellaneous
227126_at			0.005	-1.93	Miscellaneous
227319_at			0.047	-1.82	Miscellaneous
227499_at			0.031	-2.81	Miscellaneous
227505_at			0.041	-1.74	Miscellaneous
227509_x_at			0.039	-2.05	Miscellaneous
227576_at			0.01	-3.8	Miscellaneous
227665_at			0.024	-2.12	Miscellaneous
227755_at			0.008	-1.57	Miscellaneous
227853_at			0.047	-1.74	Miscellaneous
228070_at			0.008	-1.72	Miscellaneous
228105_at			0.02	-1.83	Miscellaneous
228156_at			0	-2.24	Miscellaneous
228175_at			0.018	-2.7	Miscellaneous
228191_at			0.006	-3.31	Miscellaneous
228218_at			0.04	-1.99	Miscellaneous
228315_at			0.007	-2.51	Miscellaneous
228471_at			0.023	-1.63	Miscellaneous
228694_at			0.024	-1.52	Miscellaneous
228710_at			0.001	-2.04	Miscellaneous
