Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1374196_at	1374196_at	lanC (bacterial lantibiotic synthetase component C)-like 1	0.69	0.57	0.83	
RAE230A:1376084_a_at	1376084_a_at	"Similar to extra spindle poles like 1 (LOC315330), mRNA"	1.55	1.28	0.83	
RAE230A:1373850_at	1373850_at	"Similar to RIKEN cDNA 1110054A24 (LOC362619), mRNA"	1.95	1.61	0.83	
RAE230A:1387539_at	1387539_at	Sucrase-isomaltase	34.46	28.42	0.82	
RAE230A:1372189_at	1372189_at	"Similar to mKIAA0678 protein (LOC363127), mRNA"	0.57	0.47	0.82	
RAE230A:1367776_at	1367776_at	cell division cycle 2 homolog A (S. pombe)	1.71	1.41	0.82	
RAE230A:1373770_at	1373770_at	no description	1.36	1.12	0.82	
RAE230A:1387658_at	1387658_at	eukaryotic elongation factor-2 kinase	0.68	0.56	0.82	
RAE230A:1371401_at	1371401_at	Transcribed sequence with strong similarity to protein ref:NP_008844.1 (H.sapiens) ring finger protein 5 [Homo sapiens]	1.53	1.26	0.82	
RAE230A:1374449_at	1374449_at	"Similar to Gene rich cluster, C8 gene (LOC297594), mRNA"	1.47	1.21	0.82	
RAE230A:1377173_at	1377173_at	Transcribed sequences	1.52	1.25	0.82	
RAE230A:1388393_at	1388393_at	proteolipid protein 2	1.35	1.11	0.82	
RAE230A:1385035_at	1385035_at	"Similar to Ubiquitin carboxyl-terminal hydrolase 12 (Ubiquitin thiolesterase 12) (Ubiquitin-specific processing protease 12) (Deubiquitinating enzyme 12) (Ubiquitin hydrolyzing enzyme 1) (LOC360763), mRNA"	1.46	1.2	0.82	
RAE230A:1373120_at	1373120_at	Transcribed sequence with moderate similarity to protein sp:Q9UM82 (H.sapiens) SAT2_HUMAN Spermatogenesis associated protein 2	1.57	1.29	0.82	
RAE230A:1388643_at	1388643_at	"Similar to Fut8 protein (LOC314254), mRNA"	1.79	1.47	0.82	
RAE230A:1375535_at	1375535_at	Transcribed sequences	27.04	22.2	0.82	
RAE230A:1390731_at	1390731_at	Transcribed sequences	1.73	1.42	0.82	
RAE230A:1371113_a_at	1371113_a_at	transferrin receptor	1.56	1.28	0.82	
RAE230A:1375013_at	1375013_at	zinc-finger/leucine-zipper co-transducer NIF-1	1.83	1.5	0.82	
RAE230A:1387549_at	1387549_at	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	1.44	1.18	0.82	
RAE230A:1376616_at	1376616_at	"casein kinase II, alpha 1 polypeptide"	1.49	1.22	0.82	
RAE230A:1367748_at	1367748_at	ADP-ribosylation factor 5	1.54	1.26	0.82	
RAE230A:1389269_at	1389269_at	"Similar to RIKEN cDNA 4933433P14 gene (LOC362778), mRNA"	1.59	1.3	0.82	
RAE230A:1372244_at	1372244_at	"Similar to MO25 protein (LOC301574), mRNA"	1.42	1.16	0.82	
RAE230A:1371580_at	1371580_at	"Similar to band 7 protein (35.3 kD) (4N53) (LOC293939), mRNA"	1.58	1.29	0.82	
RAE230A:1370575_a_at	1370575_a_at	ornithine decarboxylase antizyme inhibitor	1.63	1.33	0.82	
RAE230A:1372331_at	1372331_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.41	1.15	0.82	
RAE230A:1389219_at	1389219_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.68	1.37	0.82	
RAE230A:1389446_at	1389446_at	"Similar to U2 small nuclear ribonucleoprotein polypeptide A (LOC292997), mRNA"	1.68	1.37	0.82	
RAE230A:1373169_at	1373169_at	"Similar to 1-acylglycerolphosphate acyltransferase-epsilon (LOC306582), mRNA"	1.4	1.14	0.81	
RAE230A:1377191_at	1377191_at	"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e"	1.77	1.44	0.81	
RAE230A:1367620_at	1367620_at	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3"	1.34	1.09	0.81	
RAE230A:1374310_at	1374310_at	"Similar to protein phosphatase 2C zeta (LOC295341), mRNA"	0.32	0.26	0.81	
RAE230A:1388522_at	1388522_at	"Similar to T-cell activation protein phosphatase 2C (LOC304488), mRNA"	1.44	1.17	0.81	
RAE230A:1373929_at	1373929_at	mitchondrial ribosomal protein S7	1.44	1.17	0.81	
RAE230A:1375197_at	1375197_at	Transcribed sequence with moderate similarity to protein sp:O14957 (H.sapiens) UCRY_HUMAN Ubiquinol-cytochrome C reductase complex 6.4 kDa protein	1.33	1.08	0.81	
RAE230A:1383698_at	1383698_at	"Similar to pyruvate dehydrogenase (LOC306640), mRNA"	1.59	1.29	0.81	
RAE230A:1375344_at	1375344_at	R.norvegicus mRNA for parathyroid hormone regulated sequence (215bp)	2.17	1.76	0.81	
RAE230A:1388996_at	1388996_at	"Similar to RIKEN cDNA 3110052N05 (LOC361351), mRNA"	1.64	1.33	0.81	
RAE230A:1367775_at	1367775_at	alpha-methylacyl-CoA racemase	1.64	1.33	0.81	
RAE230A:1371414_at	1371414_at	"Similar to Gelsolin precursor, plasma (Actin-depolymerizing factor) (ADF) (Brevin) (LOC296654), mRNA"	1.42	1.15	0.81	
RAE230A:1371604_at	1371604_at	"Similar to mitochondrial ribosomal protein L34 (L34mt) (LOC290632), mRNA"	1.42	1.15	0.81	
RAE230A:1373070_at	1373070_at	Transcribed sequence with strong similarity to protein sp:Q9UHC7 (H.sapiens) MKR1_HUMAN Makorin 1	1.52	1.23	0.81	
RAE230A:1388074_at	1388074_at	cytokeratin 21	3.24	2.62	0.81	
RAE230A:1368748_at	1368748_at	testis-specific kinase 2	2.09	1.69	0.81	
RAE230A:1367589_at	1367589_at	mitochondrial aconitase (nuclear aco2 gene)	1.41	1.14	0.81	
RAE230A:1387361_s_at	1387361_s_at	phosphoglycerate kinase 1	1.67	1.35	0.81	
RAE230A:1387528_at	1387528_at	mannose-binding protein C (liver)	0.52	0.42	0.81	
RAE230A:1369336_at	1369336_at	hairless	1.5	1.21	0.81	
RAE230A:1390214_a_at	1390214_a_at	"Similar to Cip1-interacting zinc finger protein (LOC296639), mRNA"	0.62	0.5	0.81	
RAE230A:1377303_at	1377303_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	0.62	0.5	0.81	
RAE230A:1374325_at	1374325_at	Transcribed sequences	1.6	1.29	0.81	
RAE230A:1368834_at	1368834_at	"calcium/calmodulin-dependent protein kinase II, delta"	1.39	1.12	0.81	
RAE230A:1387084_at	1387084_at	dipeptidylpeptidase 4	1.75	1.41	0.81	
RAE230A:1371421_at	1371421_at	"Similar to Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor 1 A-1) (eEF1A-1) (Elongation factor Tu) (EF-Tu) (LOC310360), mRNA"	1.44	1.16	0.81	
RAE230A:1390332_at	1390332_at	"Similar to hypothetical protein FLJ20531 (LOC303164), mRNA"	1.49	1.2	0.81	
RAE230A:1369150_at	1369150_at	pyruvate dehydrogenate kinase 4	2.15	1.73	0.8	
RAE230A:1376039_at	1376039_at	serine/threonine kinase 6	1.84	1.48	0.8	
RAE230A:1389522_at	1389522_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.43	1.15	0.8	
RAE230A:1382200_at	1382200_at	"Hypothetical LOC287390 (LOC287390), mRNA"	1.43	1.15	0.8	
RAE230A:1368074_at	1368074_at	"galactose-4-epimerase, UDP"	1.94	1.56	0.8	
RAE230A:1387913_at	1387913_at	cytochrome P450 2d18	1.68	1.35	0.8	
RAE230A:1386934_at	1386934_at	choline transporter	1.37	1.1	0.8	
RAE230A:1380650_at	1380650_at	Transcribed sequence	1.51	1.21	0.8	
RAE230A:1389794_at	1389794_at	Transcribed sequences	1.66	1.33	0.8	
RAE230A:1368181_at	1368181_at	C1-tetrahydrofolate synthase	2.11	1.69	0.8	
RAE230A:1371089_at	1371089_at	"glutathione-S-transferase, alpha type2"	3.31	2.65	0.8	
RAE230A:1380748_at	1380748_at	Transcribed sequences	0.15	0.12	0.8	
RAE230A:1375856_at	1375856_at	"Transcribed sequence with moderate similarity to protein ref:NP_065580.1 (M.musculus) hypothetical protein, I54 [Mus musculus]"	3.5	2.8	0.8	
RAE230A:1373780_at	1373780_at	"Similar to RIKEN cDNA 9030418M05 (LOC298436), mRNA"	1.78	1.42	0.8	
RAE230A:1377089_a_at	1377089_a_at	"Similar to Transmembrane 4 superfamily, member 8 (Tetraspanin 5) (Tspan-5) (Tetraspan NET-4) (LOC362048), mRNA"	1.53	1.22	0.8	
RAE230A:1375881_at	1375881_at	"Similar to sid23p (LOC296197), mRNA"	1.38	1.1	0.8	
RAE230A:1374105_at	1374105_at	hypoxia induced gene 1	2.02	1.61	0.8	
RAE230A:1375531_at	1375531_at	"Similar to hypothetical protein FLJ90440 (LOC299830), mRNA"	1.97	1.57	0.8	
RAE230A:1367527_at	1367527_at	no description	1.47	1.17	0.8	
RAE230A:1373365_at	1373365_at	"Similar to UMP-CMP kinase (LOC298410), mRNA"	1.32	1.05	0.8	
RAE230A:1373490_at	1373490_at	"glia maturation factor, gamma"	1.51	1.2	0.79	
RAE230A:1368060_at	1368060_at	heat-responsive protein 12	1.51	1.2	0.79	
RAE230A:1367994_at	1367994_at	dihydropyrimidine dehydrogenase	1.8	1.43	0.79	
RAE230A:1381341_at	1381341_at	no description	1.65	1.31	0.79	
RAE230A:1388697_at	1388697_at	Transcribed sequences	1.89	1.5	0.79	
RAE230A:1373901_at	1373901_at	"Similar to S-CaBP2 (LOC361693), mRNA"	1.84	1.46	0.79	
RAE230A:1387948_at	1387948_at	intestinal cell kinase	1.54	1.22	0.79	
RAE230A:1371853_at	1371853_at	"Similar to RIKEN cDNA 2900055D03 (LOC367117), mRNA"	1.38	1.09	0.79	
RAE230A:1387901_at	1387901_at	"protein tyrosine phosphatase, receptor type, D"	0.38	0.3	0.79	
RAE230A:1368647_at	1368647_at	G protein-coupled receptor kinase 6	1.47	1.16	0.79	
RAE230A:1372697_at	1372697_at	"Similar to 28S ribosomal protein S15, mitochondrial precursor (MPR-S15) (DC37) (LOC298517), mRNA"	1.61	1.27	0.79	
RAE230A:1368056_at	1368056_at	tuberous sclerosis 2	0.71	0.56	0.79	
RAE230A:1373098_at	1373098_at	band 83	2.27	1.79	0.79	
RAE230A:1370406_a_at	1370406_a_at	decay-accelarating factor	1.56	1.23	0.79	
RAE230A:1369415_at	1369415_at	"basic helix-loop-helix domain containing, class B2"	0.33	0.26	0.79	
RAE230A:1369195_at	1369195_at	fatty acid binding protein 1	1.31	1.03	0.79	
RAE230A:1372243_at	1372243_at	"Similar to MO25 protein (LOC301574), mRNA"	1.59	1.25	0.79	
RAE230A:1371942_at	1371942_at	"Similar to Glutathione S-transferase, theta 3 (LOC361827), mRNA"	1.59	1.25	0.79	
RAE230A:1368342_at	1368342_at	adenosine monophosphate deaminase 3	7.53	5.91	0.78	
RAE230A:1369700_at	1369700_at	chloride channel 7	0.51	0.4	0.78	
RAE230A:1368124_at	1368124_at	MAP-kinase phosphatase (cpg21)	2.04	1.6	0.78	
RAE230A:1371638_at	1371638_at	"Similar to zinc RING finger protein SAG (LOC300948), mRNA"	1.39	1.09	0.78	
RAE230A:1389844_at	1389844_at	FK506 binding protein 4 (59 kDa)	1.62	1.27	0.78	
RAE230A:1369485_at	1369485_at	cytoplasmic acetyl-CoA hydrolase	1.99	1.56	0.78	
RAE230A:1387882_at	1387882_at	Kruppel-like factor 9	0.37	0.29	0.78	
RAE230A:1373997_at	1373997_at	Transcribed sequences	1.85	1.45	0.78	
RAE230A:1373646_at	1373646_at	Transcribed sequence with weak similarity to protein sp:P24407 (H.sapiens) RAB8_HUMAN RAS-RELATED PROTEIN RAB-8	1.48	1.16	0.78	
RAE230A:1376780_at	1376780_at	"Similar to RIKEN cDNA 2610204K14 (LOC293058), mRNA"	6.15	4.82	0.78	
RAE230A:1368115_at	1368115_at	claudin 3	3.64	2.85	0.78	
RAE230A:1387017_at	1387017_at	squalene epoxidase	0.46	0.36	0.78	
RAE230A:1373312_at	1373312_at	"Similar to brain protein 17 (LOC316518), mRNA"	1.79	1.4	0.78	
RAE230A:1388896_at	1388896_at	"Similar to Vdu1-pending protein (LOC310960), mRNA"	1.56	1.22	0.78	
RAE230A:1372318_at	1372318_at	fatty acid elongase 2	1.69	1.32	0.78	
RAE230A:1373046_at	1373046_at	"Similar to DAZ-associated protein 1 (LOC309292), mRNA"	1.46	1.14	0.78	
RAE230A:1374098_at	1374098_at	Transcribed sequence with moderate similarity to protein ref:NP_085155.1 (H.sapiens) NG3 protein [Homo sapiens]	1.55	1.21	0.78	
RAE230A:1370054_at	1370054_at	cyclin dependent kinase inhibitor 2C	1.54	1.2	0.78	
RAE230A:1370346_at	1370346_at	cyclin B1	1.9	1.48	0.78	
RAE230A:1367704_at	1367704_at	"adaptor-related protein complex 2, beta 1 subunit"	1.4	1.09	0.78	
RAE230A:1373935_at	1373935_at	"Similar to polymerase (DNA directed), delta 2, regulatory subunit (LOC289758), mRNA"	1.58	1.23	0.78	
RAE230A:1376327_at	1376327_at	Transcribed sequences	1.8	1.4	0.78	
RAE230A:1392694_at	1392694_at	"Hypothetical LOC295337 (LOC295337), mRNA"	1.62	1.26	0.78	
RAE230A:1387747_at	1387747_at	gap junction membrane channel protein beta 3	1.8	1.4	0.78	
RAE230A:1372107_at	1372107_at	four and a half LIM domains 1	1.75	1.36	0.78	
RAE230A:1371365_at	1371365_at	"Similar to RIKEN cDNA 6720465F12 (LOC292588), mRNA"	1.61	1.25	0.78	
RAE230A:1369705_at	1369705_at	X transporter protein 3	2.68	2.08	0.78	
RAE230A:1373729_at	1373729_at	Transcribed sequences	1.56	1.21	0.78	
RAE230A:1373823_at	1373823_at	Transcribed sequence with strong similarity to protein pir:B36670 (H.sapiens) B36670 cell division control protein CKS2 - human	1.69	1.31	0.78	
RAE230A:1388774_at	1388774_at	"Similar to methyl-CpG binding domain protein 2 (LOC291525), mRNA"	1.51	1.17	0.77	
RAE230A:1370510_a_at	1370510_a_at	aryl hydrocarbon receptor nuclear translocator-like	1.64	1.27	0.77	
RAE230A:1388787_at	1388787_at	"Similar to hypothetical protein FLJ13855 (LOC303478), mRNA"	1.59	1.23	0.77	
RAE230A:1374489_at	1374489_at	"Similar to bA22I24.2.1 (GTP binding protein 2) (LOC363195), mRNA"	1.41	1.09	0.77	
RAE230A:1370392_at	1370392_at	melastatin like 2 protein	2.55	1.97	0.77	
RAE230A:1374806_at	1374806_at	"Similar to 14-3-3 protein sigma (LOC313017), mRNA"	2.14	1.65	0.77	
RAE230A:1373138_at	1373138_at	"Similar to nudix (nucleoside diphosphate linked moiety X)-type motif 5 (LOC361274), mRNA"	3.31	2.55	0.77	
RAE230A:1371237_a_at	1371237_a_at	Metallothionein	0.74	0.57	0.77	
RAE230A:1377137_at	1377137_at	"Similar to tyrosyl-DNA phodphodiesterase 1 (LOC314380), mRNA"	1.69	1.3	0.77	
RAE230A:1373400_at	1373400_at	"protein kinase, cAMP-dependent, regulatory, type 2, alpha"	1.6	1.23	0.77	
RAE230A:1370464_at	1370464_at	"ATP-binding cassette, sub-family B (MDR/TAP), member 1A"	3.24	2.49	0.77	
RAE230A:1375189_at	1375189_at	endothelial differentiation-related factor 1	2.59	1.99	0.77	
RAE230A:1372469_at	1372469_at	no description	1.51	1.16	0.77	
RAE230A:1370062_at	1370062_at	hypoxia induced gene 1	1.42	1.09	0.77	
RAE230A:1372777_at	1372777_at	Transcribed sequences	1.72	1.32	0.77	
RAE230A:1371164_at	1371164_at	mast cell protease 9	5.71	4.38	0.77	
RAE230A:1390523_at	1390523_at	Transcribed sequences	0.6	0.46	0.77	
RAE230A:1367600_at	1367600_at	desmin	1.97	1.51	0.77	
RAE230A:1369799_at	1369799_at	4-aminobutyrate aminotransferase	3.68	2.82	0.77	
RAE230A:1376990_at	1376990_at	"Similar to HCDI protein (LOC361044), mRNA"	1.54	1.18	0.77	
RAE230A:1389791_at	1389791_at	"Similar to neuronal ceroid lipofuscinosis type 8 (LOC306619), mRNA"	0.47	0.36	0.77	
RAE230A:1371785_at	1371785_at	"tumor necrosis factor receptor superfamily, member 12a"	2.09	1.6	0.77	
RAE230A:1387843_at	1387843_at	follistatin	2.6	1.99	0.77	
RAE230A:1372248_at	1372248_at	"Similar to Sestrin 1 (p53-regulated protein PA26) (LOC294518), mRNA"	1.49	1.14	0.77	
RAE230A:1371379_at	1371379_at	"Similar to Brain protein 44 (0-44 protein) (LOC289182), mRNA"	1.66	1.27	0.77	
RAE230A:1367575_at	1367575_at	"enolase 1, alpha"	1.95	1.49	0.76	
RAE230A:1367982_at	1367982_at	aminolevulinic acid synthase 1	0.72	0.55	0.76	
RAE230A:1390129_at	1390129_at	Transcribed sequence with weak similarity to protein pir:S10889 (H.sapiens) S10889 proline-rich protein - human	0.72	0.55	0.76	
RAE230A:1370071_at	1370071_at	adenosine deaminase	6.01	4.58	0.76	
RAE230A:1387790_at	1387790_at	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole succinocarboxamide synthetase"	1.47	1.12	0.76	
RAE230A:1386321_s_at	1386321_s_at	kinase	2.1	1.6	0.76	
RAE230A:1370202_at	1370202_at	HRAS like suppressor	1.72	1.31	0.76	
RAE230A:1375412_at	1375412_at	arylsulfatase B	0.67	0.51	0.76	
RAE230A:1390221_at	1390221_at	Transcribed sequence with weak similarity to protein sp:P10632 (H.sapiens) CPC8_HUMAN Cytochrome P450 2C8	0.5	0.38	0.76	
RAE230A:1373769_at	1373769_at	"Similar to hypothetical protein FLJ10983 (LOC289632), mRNA"	3.12	2.37	0.76	
RAE230A:1383855_at	1383855_at	"Similar to RIKEN cDNA 2210008A03 gene (LOC314438), mRNA"	1.87	1.42	0.76	
RAE230A:1387239_a_at	1387239_a_at	"peptidyl arginine deiminase, type 4"	0.29	0.22	0.76	
RAE230A:1387296_at	1387296_at	CYP2J4	2.85	2.16	0.76	
RAE230A:1369747_at	1369747_at	N-Acetyltransferase-2	2.56	1.94	0.76	
RAE230A:1371775_at	1371775_at	Transcribed sequences	1.65	1.25	0.76	
RAE230A:1389059_at	1389059_at	"Similar to Lyl-1 protein (Lymphoblastic leukemia derived sequence 1) (LOC304663), mRNA"	1.72	1.3	0.76	
RAE230A:1373628_at	1373628_at	Transcribed sequences	1.75	1.32	0.75	
RAE230A:1388204_at	1388204_at	matrix metalloproteinase 13	2.93	2.21	0.75	
RAE230A:1374680_at	1374680_at	no description	1.78	1.34	0.75	
RAE230A:1372343_at	1372343_at	"Similar to Exosome complex exonuclease RRP43 (Ribosomal RNA processing protein 43) (LOC295050), mRNA"	1.49	1.12	0.75	
RAE230A:1371922_at	1371922_at	Transcribed sequences	2	1.5	0.75	
RAE230A:1372044_at	1372044_at	"Similar to Ser/Thr-rich protein T10 in DGCR region (LOC360738), mRNA"	1.59	1.19	0.75	
RAE230A:1376877_at	1376877_at	Transcribed sequences	1.47	1.1	0.75	
RAE230A:1387895_s_at	1387895_s_at	cell cycle protein p55CDC	1.74	1.3	0.75	
RAE230A:1373751_at	1373751_at	"Similar to Kif21b (LOC289397), mRNA"	1.62	1.21	0.75	
RAE230A:1371245_a_at	1371245_a_at	hemoglobin beta chain complex	1.5	1.12	0.75	
RAE230A:1372642_at	1372642_at	Transcribed sequences	1.89	1.41	0.75	
RAE230A:1377995_at	1377995_at	"Similar to hypothetical protein DKFZp761D0211 (LOC360502), mRNA"	1.73	1.29	0.75	
RAE230A:1372968_at	1372968_at	"Similar to SET binding factor 1 (Sbf1) (Myotubularin-related protein 5) (LOC300147), mRNA"	2	1.49	0.75	
RAE230A:1374241_at	1374241_at	Transcribed sequences	0.43	0.32	0.74	
RAE230A:1374570_at	1374570_at	"Estrogen-regulated protein CBL20, 20.4kD"	1.44	1.07	0.74	
RAE230A:1389507_at	1389507_at	"neural precursor cell expressed, developmentally down-regulated 4-like"	1.44	1.07	0.74	
RAE230A:1374547_at	1374547_at	"Similar to RIKEN cDNA A930015D22 (LOC311358), mRNA"	1.47	1.09	0.74	
RAE230A:1387145_at	1387145_at	gap junction membrane channel protein beta 1	2.07	1.53	0.74	
RAE230A:1370288_a_at	1370288_a_at	"tropomyosin 1, alpha"	1.38	1.02	0.74	
RAE230A:1372814_at	1372814_at	Transcribed sequences	1.38	1.02	0.74	
RAE230A:1370818_at	1370818_at	"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"	1.57	1.16	0.74	
RAE230A:1371813_at	1371813_at	"Similar to hypothetical protein B130036O03 (LOC361650), mRNA"	1.53	1.13	0.74	
RAE230A:1387253_at	1387253_at	uroguanylin	1.64	1.21	0.74	
RAE230A:1373321_at	1373321_at	Transcribed sequences	1.83	1.35	0.74	
RAE230A:1372875_at	1372875_at	Transcribed sequences	1.59	1.17	0.74	
RAE230A:1386995_at	1386995_at	"B-cell translocation gene 2, anti-proliferative"	1.66	1.22	0.73	
RAE230A:1371239_s_at	1371239_s_at	tropomyosin isoform 6	1.58	1.16	0.73	
RAE230A:1388403_at	1388403_at	"Similar to NADP+-specific isocitrate dehydrogenase (LOC293043), mRNA"	1.54	1.13	0.73	
RAE230A:1374848_at	1374848_at	"Similar to RIKEN cDNA 2410016F19 (LOC361858), mRNA"	1.54	1.13	0.73	
RAE230A:1388945_at	1388945_at	"Similar to 1300014I06Rik protein (LOC361238), mRNA"	1.65	1.21	0.73	
RAE230A:1377265_at	1377265_at	"Similar to holocytochrome c-type synthetase (LOC317444), mRNA"	1.57	1.15	0.73	
RAE230A:1368890_at	1368890_at	acyl-CoA:dihydroxyacetonephosphate acyltransferase	1.49	1.09	0.73	
RAE230A:1367838_at	1367838_at	CTL target antigen	4.35	3.18	0.73	
RAE230A:1367953_at	1367953_at	TYRO3 protein tyrosine kinase 3	1.97	1.44	0.73	
RAE230A:1373942_at	1373942_at	no description	1.41	1.03	0.73	
RAE230A:1387187_a_at	1387187_a_at	N-acetyltransferase 1 (arylamine N-acetyltransferase)	1.52	1.11	0.73	
RAE230A:1370504_a_at	1370504_a_at	peripheral myelin protein 22	4.04	2.95	0.73	
RAE230A:1389800_at	1389800_at	Transcribed sequences	0.63	0.46	0.73	
RAE230A:1386883_at	1386883_at	glycogen synthase kinase 3 alpha	1.59	1.16	0.73	
RAE230A:1368894_at	1368894_at	adenylyl cyclase-associated protein 2	1.84	1.34	0.73	
RAE230A:1387052_at	1387052_at	glutamic-pyruvate transaminase (alanine aminotransferase)	23.5	17.11	0.73	
RAE230A:1368583_a_at	1368583_a_at	histidine-rich glycoprotein	1.76	1.28	0.73	
RAE230A:1374139_at	1374139_at	"Similar to cerebellar degeneration-related 2 (LOC308958), mRNA"	1.5	1.09	0.73	
RAE230A:1372093_at	1372093_at	Transcribed sequence with moderate similarity to protein sp:P50539 (H.sapiens) MXI1_HUMAN MAX INTERACTING PROTEIN 1	1.5	1.09	0.73	
RAE230A:1373970_at	1373970_at	"Similar to RIKEN cDNA 9230117N10 (LOC361749), mRNA"	1.46	1.06	0.73	
RAE230A:1371099_at	1371099_at	polymeric immunoglobulin receptor	2.48	1.8	0.73	
RAE230A:1388162_a_at	1388162_a_at	"potassium voltage gated channel, Shaw-related subfamily, member 3"	1.86	1.35	0.73	
RAE230A:1373026_at	1373026_at	"Similar to RIKEN cDNA 2410030K01 (LOC363028), mRNA"	1.53	1.11	0.73	
RAE230A:1372380_at	1372380_at	"Similar to RNA-binding protein with multiple splicing (RBP-MS) (LOC361161), mRNA"	1.42	1.03	0.73	
RAE230A:1380854_at	1380854_at	vascular endothelial growth factor B	0.54	0.39	0.72	
RAE230A:1387190_at	1387190_at	"diacylglycerol kinase, alpha (80 kDa)"	3.49	2.52	0.72	
RAE230A:1372904_at	1372904_at	"Similar to MOB-LAK (LOC362833), mRNA"	1.94	1.4	0.72	
RAE230A:1374802_at	1374802_at	"Similar to chromosome 14 open reading frame 94 (LOC305882), mRNA"	1.47	1.06	0.72	
RAE230A:1375417_at	1375417_at	"Similar to 3632413B07Rik protein (LOC296374), mRNA"	1.75	1.26	0.72	
RAE230A:1370999_at	1370999_at	sperm associated antigen 5	1.78	1.28	0.72	
RAE230A:1398463_at	1398463_at	Transcribed sequences	1.6	1.15	0.72	
RAE230A:1368930_at	1368930_at	intermediate conductance calcium-activated potassium channel	2.38	1.71	0.72	
RAE230A:1369069_at	1369069_at	A kinase (PRKA) anchor protein 1	1.91	1.37	0.72	
RAE230A:1398881_at	1398881_at	damage-specific DNA binding protein 1	2.58	1.85	0.72	
RAE230A:1389566_at	1389566_at	"Similar to cyclin B2 (LOC309558), mRNA"	1.8	1.29	0.72	
RAE230A:1388298_at	1388298_at	"Similar to Myl9 protein (LOC296313), mRNA"	1.34	0.96	0.72	
RAE230A:1370180_at	1370180_at	diphosphoinositol polyphosphate phosphohydolase type II	1.62	1.16	0.72	
RAE230A:1371416_at	1371416_at	"Similar to NADH dehydrogenase (ubiquinone) flavoprotein 1 (LOC293655), mRNA"	1.44	1.03	0.72	
RAE230A:1374590_at	1374590_at	"Similar to Plcl2 protein (LOC301173), mRNA"	1.58	1.13	0.72	
RAE230A:1376828_at	1376828_at	"Similar to retinoic acid inducible protein 3 (LOC312790), mRNA"	3.13	2.23	0.71	
RAE230A:1371065_at	1371065_at	"RT1 class II, locus Bb"	0.59	0.42	0.71	
RAE230A:1369268_at	1369268_at	activating transcription factor 3	6.45	4.59	0.71	
RAE230A:1389071_at	1389071_at	"Similar to tangerin (LOC309169), mRNA"	1.59	1.13	0.71	
RAE230A:1370278_at	1370278_at	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"	1.52	1.08	0.71	
RAE230A:1373494_at	1373494_at	"Similar to breakpoint cluster region protein (LOC309696), mRNA"	1.55	1.1	0.71	
RAE230A:1371393_at	1371393_at	"Similar to calsyntenin-1 protein (LOC313717), mRNA"	1.41	1	0.71	
RAE230A:1382581_at	1382581_at	"Similar to EHF (LOC295965), mRNA"	1.89	1.34	0.71	
RAE230A:1388790_at	1388790_at	"Similar to hypothetical protein D5Ertd33e (LOC304542), mRNA"	1.51	1.07	0.71	
RAE230A:1381467_at	1381467_at	Transcribed sequences	1.68	1.19	0.71	
RAE230A:1372856_at	1372856_at	"hepatoma-derived growth factor, related protein 2"	1.98	1.4	0.71	
RAE230A:1374816_at	1374816_at	"Similar to hypothetical protein FLJ30973 (LOC363091), mRNA"	3.85	2.72	0.71	
RAE230A:1387357_at	1387357_at	"trimethyllysine hydroxylase, epsilon"	2.04	1.44	0.71	
RAE230A:1369779_at	1369779_at	myosin IC	2.07	1.46	0.71	
RAE230A:1388792_at	1388792_at	"Similar to GROWTH ARREST AND DNA-DAMAGE-INDUCIBLE PROTEIN GADD45 GAMMA (LOC291005), mRNA"	1.73	1.22	0.71	
RAE230A:1388055_at	1388055_at	cytochrome P450 4F5	2.74	1.93	0.7	
RAE230A:1370247_a_at	1370247_a_at	peripheral myelin protein 22	4.67	3.27	0.7	
RAE230A:1367474_at	1367474_at	alpha3-fucosyltransferase 11	1.4	0.98	0.7	
RAE230A:1370429_at	1370429_at	"RT1 class Ib, locus Aw2"	0.3	0.21	0.7	
RAE230A:1373722_at	1373722_at	"Similar to rabkinesin-6 (LOC361308), mRNA"	1.53	1.07	0.7	
RAE230A:1388650_at	1388650_at	topoisomerase (DNA) 2 alpha	2.06	1.44	0.7	
