UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P016103	||  || A_01_P016103 ||  || Homo sapiens cardiotrophin 1 (CTF1), mRNA. [NM_001330] ||  ||  || 6283574	-0.17	-1.32	-1.4	0.09	0.24	0.57	0.68	0.45	0.43
A_01_P009477	||  || A_01_P009477 ||  || Homo sapiens Bardet-Biedl syndrome 2 (BBS2), mRNA. [NM_031885] ||  ||  || 6268554	-1.79	-2.06	-1.39	-0.55	0.49	-0.69	-0.48	-0.45	-0.59
A_01_P013295	||  || A_01_P013295 ||  || Homo sapiens protein kinase substrate MK2S4 (MK2S4), mRNA [NM_052862] ||  ||  || 6285690	-0.92	-0.1	0.01	1.35	0.7	1.33	0.87	0.55	1.26
A_01_P000942	||  || A_01_P000942 ||  || Homo sapiens chromosome 20 open reading frame 158 (C20orf158), mRNA. [NM_152302] ||  ||  || 6270535	-0.99	-0.68	-1.77	0.5	0.1	0.4	0.28	-0.3	0.02
A_01_P000637	||  || A_01_P000637 ||  || Homo sapiens mindbomb homolog 1 (Drosophila) (MIB1), mRNA [NM_020774] ||  ||  || 6281352	-1.21	-1.08	-2.22	0.24	-0.44	-0.24	0.24	-0.38	-0.13
A_01_P011690	||  || A_01_P011690 ||  || Homo sapiens transducer of ERBB2, 2 (TOB2), mRNA. [NM_016272] ||  ||  || 6286335	-0.68	-1.07	-0.83	0.51	0.72	-0.26	0.25	0.02	0.45
A_01_P010391	||  || A_01_P010391 ||  || ILLUMIGEN_MCQ_34467 Katze_MMPL1 Macaca mulatta cDNA clone IBIUW:11942 5 similar to Bases 1 to 784 highly similar to human DKC1 (Hs.4747), mRNA sequence [CN804369] ||  ||  || 6289603	-1.95	-1.49	-1.14	0.66	-0.14	0.16	0.51	-0.84	0
A_01_P001836	||  || A_01_P001836 ||  || Homo sapiens PDZK1 interacting protein 1 (PDZK1IP1), mRNA. [NM_005764] ||  ||  || 6292402	-0.12	0.7	0.93	2.95	1.24	2.88	2.63	2.02	2.67
A_01_P001942	||  || A_01_P001942 ||  || Homo sapiens hypothetical protein LOC285331 (LOC285331), mRNA. [NM_001012506] ||  ||  || 6285684	-2.58	-2.5	-1.96	-1.25	-1.13	-1.25	-1.81	-1.2	-1.12
A_01_P019240	||  || A_01_P019240 ||  || PREDICTED: Macaca mulatta similar to ATP-dependent RNA helicase DDX19A (DEAD box protein 19A) (DDX19-like protein) (LOC712525), mRNA [XR_012642] ||  ||  || 6269859	-0.52	-0.78	-1.86	0.64	0.18	0.94	0.18	0.26	0.36
A_01_P011620	||  || A_01_P011620 ||  || Homo sapiens ubiquitin fusion degradation 1 like (yeast) (UFD1L), transcript variant 1, mRNA [NM_005659] ||  ||  || 6280060	-0.99	-1.1	-0.26	0.44	0.67	0.34	0.63	-0.08	0.35
A_01_P017689	||  || A_01_P017689 ||  || Homo sapiens ribosomal protein S18 (RPS18), mRNA [NM_022551] ||  ||  || 6280600	-1.56	-1.25	-1.15	-0.8	-0.12	-0.36	-0.05	-0.45	-0.24
A_01_P011778	||  || A_01_P011778 ||  || Homo sapiens dynamin 1-like (DNM1L), transcript variant 3, mRNA. [NM_005690] ||  ||  || 6269964	-1.08	-1.06	-0.78	-0.1	0.01	-0.22	-0.13	-0.41	-0.39
A_01_P013255	||  || A_01_P013255 ||  || Homo sapiens serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 9 (SERPINB9), mRNA [NM_004155] ||  ||  || 6289215	-1.38	-1.36	-1.64	1.51	0.83	1.77	0.31	-0.61	0.4
A_01_P007829	||  || A_01_P007829 ||  || Homo sapiens KIAA0999 protein (KIAA0999), mRNA [NM_025164] ||  ||  || 6286950	-1.69	-2.85	-2.19	-0.8	-0.73	-0.8	-1.21	-1.16	-1.23
A_01_P007726	||  || A_01_P007726 ||  || Homo sapiens hypothetical protein FLJ21908 (FLJ21908), mRNA. [NM_024604] ||  ||  || 6274589	-0.71	-0.27	-1.65	1.42	0.89	0.62	1.07	0.13	0.55
A_01_P005820	||  || A_01_P005820 ||  || Homo sapiens tumor necrosis factor receptor superfamily, member 17 (TNFRSF17), mRNA. [NM_001192] ||  ||  || 6287969	-1.62	0.35	-1.35	4.68	0.74	5.11	4.43	1.66	4.83
A_01_P009607	||  || A_01_P009607 ||  || Homo sapiens zinc finger protein 180 (HHZ168) (ZNF180), mRNA. [NM_013256] ||  ||  || 6271638	-2.5	-0.93	-0.93	0.21	0.74	0	-0.02	0.62	0.04
A_01_P003181	||  || A_01_P003181 ||  || Homo sapiens hypermethylated in cancer 2 (HIC2), mRNA. [NM_015094] ||  ||  || 6284700	-2.4	-1.83	-1.39	-0.25	-1.01	-0.39	-0.44	-0.84	-0.78
A_01_P017296	||  || A_01_P017296 ||  || PREDICTED: Macaca mulatta similar to 10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (CPN10) (LOC703345), mRNA [XR_011928] ||  ||  || 6287415	-0.41	-0.61	-0.16	0.32	0.72	0.6	0.3	0.32	0.34
A_01_P009935	||  || A_01_P009935 ||  || Homo sapiens COX15 homolog, cytochrome c oxidase assembly protein (yeast) (COX15), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA. [NM_078470] ||  ||  || 6286428	-0.69	-1.47	-1.66	-0.47	0.15	-0.25	0.38	0.09	0.05
A_01_P011725	||  || A_01_P011725 ||  || Homo sapiens chromosome 21 open reading frame 13 (C21orf13), mRNA [NM_152505] ||  ||  || 6285776	-0.7	-1.15	-0.35	0.06	0.73	0.21	0.35	0.55	0.94
A_01_P010980	||  || A_01_P010980 ||  || Homo sapiens N-acetyltransferase 8 (camello like) (NAT8), mRNA. [NM_003960] ||  ||  || 6275766	-1.14	-0.98	-1.11	2.93	-0.48	2.22	2.45	1.49	2.95
A_01_P008607	||  || A_01_P008607 ||  || Homo sapiens Ras homolog enriched in brain like 1 (RHEBL1), mRNA. [NM_144593] ||  ||  || 6291809	-1.62	-1.26	-1.56	0.63	-0.56	0.43	-0.41	0.03	1.12
A_01_P013341	||  || A_01_P013341 ||  || Homo sapiens NCK adaptor protein 1 (NCK1), mRNA [NM_006153] ||  ||  || 6267930	-0.7	-0.36	-1.06	0.58	0.28	0.23	0.86	0.06	0.88
A_01_P007549	||  || A_01_P007549 ||  || PREDICTED: Homo sapiens hypothetical protein MGC5139, transcript variant 1 (MGC5139), mRNA [XM_930036] ||  ||  || 6277311	-1.02	-1.03	-1.01	-0.08	-0.5	0.26	0.14	-0.33	0
A_01_P011192	||  || A_01_P011192 ||  || Homo sapiens tumor protein p53 inducible nuclear protein 1 (TP53INP1), mRNA [NM_033285] ||  ||  || 6280976	-0.21	0.27	0.69	0.9	1.67	1.39	1.57	1.36	1.51
A_01_P012338	||  || A_01_P012338 ||  || Homo sapiens chemokine (C-C motif) ligand 20 (CCL20), mRNA. [NM_004591] ||  ||  || 6275040	-1.31	-1.08	-1.2	5.79	-0.63	3.88	4.18	5.49	4.74
A_01_P004650	||  || A_01_P004650 ||  || Homo sapiens formyl peptide receptor 1 (FPR1), mRNA [NM_002029] ||  ||  || 6268174	-1.08	-0.69	-0.96	2.49	-0.29	1.6	1.36	1.1	1.64
A_01_P011542	||  || A_01_P011542 ||  || Homo sapiens chromosome 6 open reading frame 167 (C6orf167), mRNA. [NM_198468] ||  ||  || 6289274	-0.85	-0.62	-0.78	1.14	0.13	0.88	0.65	-0.11	0.71
A_01_P005233	||  || A_01_P005233 ||  || Homo sapiens similar to RIKEN cDNA 5730578N08 gene (MGC15397), mRNA [NM_080652] ||  ||  || 6269927	-0.22	-0.54	-1.02	0.64	0.27	0.84	0.59	0.17	0.99
A_01_P014715	||  || A_01_P014715 ||  || Homo sapiens interferon gamma receptor 1 (IFNGR1), mRNA. [NM_000416] ||  ||  || 6276876	-0.41	-0.83	-0.48	1.41	0.57	0.96	1.45	0.03	1.01
A_01_P006222	||  || A_01_P006222 ||  || Homo sapiens zinc finger, DHHC domain containing 13 (ZDHHC13), transcript variant 1, mRNA [NM_019028] ||  ||  || 6279626	-0.77	-0.28	-1.01	0.51	0.51	0.44	0.98	-0.01	1.04
A_01_P019766	||  || A_01_P019766 ||  || PREDICTED: Homo sapiens similar to 40S ribosomal protein S16 (LOC388519), mRNA [XM_371151] ||  ||  || 6273766	-0.99	-0.51	-0.62	0.07	0.15	0.03	0.09	-0.16	0
A_01_P011003	||  || A_01_P011003 ||  ||  ||  ||  || 6280171	-0.79	-1.18	-0.87	0.81	-0.47	1.33	1.19	0.57	1.07
A_01_P008167	||  || A_01_P008167 ||  || Homo sapiens programmed cell death 1 (PDCD1), mRNA [NM_005018] ||  ||  || 6269479	-0.73	-0.73	-1.55	2.76	-0.32	1.83	1.88	1.22	1.55
A_01_P007697	||  || A_01_P007697 ||  || Homo sapiens cathepsin L (CTSL), transcript variant 1, mRNA [NM_001912] ||  ||  || 6274237	-0.97	-0.69	-0.64	1.31	0.27	2.09	1.02	0.37	0.7
A_01_P013505	||  || A_01_P013505 ||  || Homo sapiens chromosome X open reading frame 6 (CXorf6), mRNA [NM_005491] ||  ||  || 6281685	-0.89	-1.05	-0.94	-0.02	-0.38	0.02	0.03	0.64	0.43
A_01_P000574	||  || A_01_P000574 ||  || Homo sapiens smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) (SMU1), mRNA. [NM_018225] ||  ||  || 6270141	-1.48	-0.28	0.02	1.2	0.35	0.89	1.09	1.04	1.25
A_01_P013530	||  || A_01_P013530 ||  || Homo sapiens RAB30, member RAS oncogene family (RAB30), mRNA. [NM_014488] ||  ||  || 6275367	-2.65	-1.45	-0.19	0.72	1.05	0.51	0.29	0.26	0.66
A_01_P015949	||  || A_01_P015949 ||  || Homo sapiens phosphatidylinositol-4-phosphate 5-kinase, type II, alpha (PIP5K2A), mRNA [NM_005028] ||  ||  || 6272786	-1.14	-1.49	-0.63	1.34	-0.21	0.72	0.92	-0.07	0.99
A_01_P000161	||  || A_01_P000161 ||  || Homo sapiens DNase II-like acid DNase (DLAD), transcript variant 1, mRNA [NM_021233] ||  ||  || 6270534	-1.04	0.03	-0.72	1.85	0.24	1	1.64	0.93	1.99
A_01_P007832	||  || A_01_P007832 ||  || PREDICTED: Homo sapiens similar to SMT3 suppressor of mif two 3 homolog 2 (LOC441512), mRNA [XM_497144] ||  ||  || 6285726	0.25	0.05	0.18	0.88	0.77	0.83	1.01	0.6	0.76
A_01_P009704	||  || A_01_P009704 ||  || Homo sapiens mRNA for vascular endothelial growth factor variant protein [AB209485] ||  ||  || 6288210	-3.18	-1.84	-2.08	-1.21	0.05	-1	-0.6	-0.17	-1.03
A_01_P008946	||  || A_01_P008946 ||  || Homo sapiens chemokine (C-C motif) receptor 7 (CCR7), mRNA [NM_001838] ||  ||  || 6279764	-3.27	-2.13	-0.43	2.59	-0.61	2.79	1.08	1.1	1.83
A_01_P006050	||  || A_01_P006050 ||  || Homo sapiens POM (POM121 homolog, rat) and ZP3 fusion (POMZP3), transcript variant 1, mRNA. [NM_012230] ||  ||  || 6279580	0.3	0.04	0.15	2.69	1.7	2.69	3.81	1.01	2.94
A_01_P009171	||  || A_01_P009171 ||  || Homo sapiens major histocompatibility complex, class II, DR beta 5 (HLA-DRB5), mRNA [NM_002125] ||  ||  || 6284394	-0.86	-0.3	1.12	1.76	1.17	2.47	2.61	1.82	2.09
A_01_P010382	||  || A_01_P010382 ||  || Homo sapiens solute carrier family 35, member A5 (SLC35A5), mRNA. [NM_017945] ||  ||  || 6289533	-0.36	-1.09	-0.97	0.65	-0.05	0.67	0.92	0	0.67
A_01_P002180	||  || A_01_P002180 ||  || Homo sapiens similar to RIKEN cDNA 1110018M03 (LOC387758), mRNA. [NM_203371] ||  ||  || 6268412	-2.19	-1.73	-2	-0.92	-1.11	-0.5	0.26	-0.31	0.46
A_01_P016501	||  || A_01_P016501 ||  || Homo sapiens Spi-C transcription factor (Spi-1/PU.1 related) (SPIC), mRNA. [NM_152323] ||  ||  || 6269759	-1.61	-1	-1.16	-0.04	-0.72	0.1	-0.37	-0.11	0.03
A_01_P001398	||  || A_01_P001398 ||  || Homo sapiens hypothetical protein FLJ11171 (FLJ11171), mRNA [NM_018348] ||  ||  || 6274191	-1.38	-0.85	-1.05	0.62	0.29	1.21	0.62	-0.5	1.28
A_01_P016225	||  || A_01_P016225 ||  || Homo sapiens ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e (ATP6V0E), mRNA [NM_003945] ||  ||  || 6272059	-0.57	-0.59	-1.09	0.2	0.04	0.06	0.05	-0.08	-0.12
A_01_P016344	||  || A_01_P016344 ||  || Homo sapiens Down syndrome critical region gene 1 (DSCR1), transcript variant 1, mRNA. [NM_004414] ||  ||  || 6276413	-0.71	-1.17	-1.51	-0.32	-0.45	-0.07	0.15	-0.03	-0.02
A_01_P004479	||  || A_01_P004479 ||  || Homo sapiens pleiomorphic adenoma gene-like 2 (PLAGL2), mRNA [NM_002657] ||  ||  || 6284937	-0.67	-1.49	-2.12	0.25	-0.34	0.17	0.08	-0.41	0.34
A_01_P016196	||  || A_01_P016196 ||  || Homo sapiens guanine nucleotide binding protein-like 3 (nucleolar) (GNL3), transcript variant 1, mRNA. [NM_014366] ||  ||  || 6291930	-1.8	-2.41	-1.5	0.18	-0.71	0.44	-0.4	-0.99	-0.56
A_01_P018460	||  || A_01_P018460 ||  || Homo sapiens arginyltransferase 1 (ATE1), transcript variant 1, mRNA. [NM_001001976] ||  ||  || 6285558	-0.71	-0.44	-0.59	0.84	0.64	0.82	0.58	-0.19	0.47
A_01_P006385	||  || A_01_P006385 ||  || Homo sapiens SLAM family member 8 (SLAMF8), mRNA. [NM_020125] ||  ||  || 6268274	-0.55	-0.37	-0.67	3.39	-0.1	2.44	2.17	2.38	2.91
A_01_P008630	||  || A_01_P008630 ||  || Homo sapiens leucine rich repeat containing 25 (LRRC25), mRNA. [NM_145256] ||  ||  || 6291429	-1.07	-0.84	-0.63	3.72	0.05	3.84	2.2	1.49	2.63
A_01_P005911	||  || A_01_P005911 ||  ||  ||  ||  || 6289435	-0.74	-1.31	-1.07	0.04	-0.19	-0.35	0.5	-0.17	0.13
A_01_P018531	||  || A_01_P018531 ||  || Homo sapiens regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (RCBTB2), mRNA. [NM_001268] ||  ||  || 6293685	-2.54	-0.05	-0.41	1.17	0.77	1.38	1.17	0.79	1.19
A_01_P015468	||  || A_01_P015468 ||  || Homo sapiens ribonuclease, RNase A family, k6 (RNASE6), mRNA. [NM_005615] ||  ||  || 6270440	-1.41	-1.06	-1.18	2.28	-0.68	1.95	2.07	0.74	1.88
A_01_P007243	||  || A_01_P007243 ||  || Homo sapiens paired immunoglobin-like type 2 receptor alpha (PILRA), transcript variant 1, mRNA. [NM_013439] ||  ||  || 6273251	-0.46	-0.11	-0.41	1.42	0.22	0.81	0.67	1.22	1.29
A_01_P004637	||  || A_01_P004637 ||  || Homo sapiens glycerol kinase 2 (GK2), mRNA [NM_033214] ||  ||  || 6272650	-0.73	-0.8	-1	0.86	0.22	0.52	0.82	-0.35	1.03
A_01_P009028	||  || A_01_P009028 ||  || Homo sapiens COX4 neighbor (COX4NB), mRNA. [NM_006067] ||  ||  || 6292737	-1.43	-1.41	-1.7	0.43	-0.27	-0.8	-0.06	-0.65	0.33
A_01_P000926	||  || A_01_P000926 ||  || Homo sapiens similar to RIKEN cDNA 2510006C20 gene (LOC494143), mRNA. [NM_001008708] ||  ||  || 6269191	-1.42	-0.63	-0.95	0.82	-0.19	0.52	0.97	0.05	0.08
A_01_P010283	||  || A_01_P010283 ||  || ILLUMIGEN_MCQ_38180 Katze_MMBR Macaca mulatta cDNA clone IBIUW:14662 5 similar to Bases 4 to 1019 highly similar to human MEF2C (Hs.368950), mRNA sequence [CN802373] ||  ||  || 6277992	-1.77	-1.18	-1.43	0.24	-0.56	-0.63	0.57	-0.34	-0.05
A_01_P006524	||  || A_01_P006524 ||  || Homo sapiens signal recognition particle 72kDa (SRP72), mRNA [NM_006947] ||  ||  || 6268820	-1.75	-1.62	-1.27	0.34	-0.73	0.42	0.79	-0.6	-0.14
A_01_P012114	||  || A_01_P012114 ||  || Homo sapiens histone 1, H4f (HIST1H4F), mRNA [NM_003540] ||  ||  || 6278581	-0.6	-1.15	-1.32	0.03	-0.23	0.1	0.05	0.72	-0.06
A_01_P010146	||  || A_01_P010146 ||  || Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 (DDX18), mRNA [NM_006773] ||  ||  || 6276068	-1.22	-1.8	-0.94	0.57	-0.2	0.06	0.6	-0.66	0.44
A_01_P014980	||  || A_01_P014980 ||  || Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 50 (DDX50), mRNA [NM_024045] ||  ||  || 6281571	-0.98	-0.78	-0.79	-0.07	-0.17	-0.45	-0.2	-0.19	-0.27
A_01_P001523	||  || A_01_P001523 ||  || Homo sapiens hypothetical protein FLJ20203 (FLJ20203), mRNA. [NM_032292] ||  ||  || 6275273	-3.07	-2.07	-1.89	-0.96	-1.3	-1.27	-1.27	-0.69	-1.06
A_01_P018328	||  || A_01_P018328 ||  || Homo sapiens zinc finger protein 318 (ZNF318), mRNA. [NM_014345] ||  ||  || 6282533	-1.78	-1.55	-1.59	-0.36	-0.11	-1.14	-0.74	-0.32	-0.7
A_01_P015026	||  || A_01_P015026 ||  || Homo sapiens RAD51 homolog C (S. cerevisiae) (RAD51C), transcript variant 3, mRNA. [NM_058217] ||  ||  || 6283074	-0.64	-1.31	-1.99	0.55	-0.59	0.49	0.32	0.04	0.42
A_01_P019505	||  || A_01_P019505 ||  || Homo sapiens pleiomorphic adenoma gene-like 1 (PLAGL1), transcript variant 1, mRNA. [NM_002656] ||  ||  || 6281793	-2.4	-1.55	-1.79	0.04	-1.25	-0.6	-0.61	-0.73	-0.37
A_01_P010298	||  || A_01_P010298 ||  || PREDICTED: Macaca mulatta similar to kelch-like 9 (LOC710804), mRNA [XR_012293] ||  ||  || 6272944	-2.53	-1.71	-1.07	-0.65	-0.38	-0.66	-0.01	-0.46	0.02
A_01_P015273	||  || A_01_P015273 ||  || Homo sapiens general transcription factor IIH, polypeptide 1 (62kD subunit) (GTF2H1), mRNA [NM_005316] ||  ||  || 6270424	-0.33	-0.42	-0.29	0.27	0.34	0.21	0.16	0.05	0.18
A_01_P003744	||  || A_01_P003744 ||  || Homo sapiens BTB (POZ) domain containing 11 (BTBD11), transcript variant 1, mRNA. [NM_152322] ||  ||  || 6288914	-1.36	-0.96	-1.19	2.41	-0.12	2.51	1.21	0.89	0.48
A_01_P010090	||  || A_01_P010090 ||  || Homo sapiens peroxisomal biogenesis factor 5 (PEX5), mRNA. [NM_000319] ||  ||  || 6277154	-2.55	-1.77	-1.6	-0.48	-1.33	-0.73	-0.02	-0.01	-0.32
A_01_P010528	||  || A_01_P010528 ||  || Homo sapiens G protein-coupled receptor 2 (GPR2), mRNA [NM_016602] ||  ||  || 6289472	-0.54	0.74	0.48	3.67	0.87	4.27	4.02	2.57	4.01
A_01_P001743	||  || A_01_P001743 ||  || Homo sapiens RNA binding motif protein 18 (RBM18), mRNA [NM_033117] ||  ||  || 6281113	-0.68	-1.36	-1.71	0.2	0.66	-0.7	0.48	0.32	0.67
A_01_P001421	||  || A_01_P001421 ||  || Homo sapiens heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA [NM_006597] ||  ||  || 6268311	-1.09	-0.99	-0.8	0.05	-0.44	-0.23	0.3	0.43	0.08
A_01_P016758	||  || A_01_P016758 ||  || Homo sapiens G protein-coupled receptor 84 (GPR84), mRNA [NM_020370] ||  ||  || 6284758	-0.76	-0.43	-0.44	2.53	-0.09	2.48	1.43	2.51	1.87
A_01_P002324	||  || A_01_P002324 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC707802 (LOC707802), mRNA [XR_011785] ||  ||  || 6267753	-1.41	-0.72	0.37	0.97	0.79	0.78	0.84	0.89	1.43
A_01_P005481	||  || A_01_P005481 ||  || Homo sapiens hypothetical protein MGC24132 (MGC24132), mRNA [NM_152396] ||  ||  || 6283763	-1.24	-1.46	-0.83	-0.47	-0.14	-0.49	-0.4	-0.22	-0.43
A_01_P005653	||  || A_01_P005653 ||  || Homo sapiens mRNA for hepatoma-derived growth factor-related protein 2 isoform 1 variant protein [AB208892] ||  ||  || 6280311	-1.52	-1.51	-1.19	-0.69	-0.63	-0.71	-0.98	-0.68	-0.56
A_01_P005277	||  || A_01_P005277 ||  || PREDICTED: Macaca mulatta similar to epithelial stromal interaction 1 isoform 1 (LOC700208), mRNA [XR_011279] ||  ||  || 6278064	0.79	0.15	-0.47	2.35	0.95	3.01	2.45	1.65	3.04
A_01_P013693	||  || A_01_P013693 ||  || Homo sapiens eukaryotic translation initiation factor 4E (EIF4E), mRNA. [NM_001968] ||  ||  || 6277034	-0.12	-0.3	0	0.66	0.54	1.22	1.14	0.48	0.95
A_01_P012251	||  || A_01_P012251 ||  || Homo sapiens centrosome-associated protein 350 (CAP350), mRNA. [NM_014810] ||  ||  || 6268753	-2.15	-1.34	-2.07	0.02	-0.64	-1.25	-0.05	-0.55	-0.36
A_01_P018277	||  || A_01_P018277 ||  || Homo sapiens similar to RIKEN cDNA 4930429O20 (LOC388730), mRNA. [NM_203376] ||  ||  || 6293271	-1.03	-1.69	-1.64	-0.18	-0.02	-0.64	-0.77	0.23	-0.2
A_01_P011209	||  || A_01_P011209 ||  || Homo sapiens fibrinogen-like 2 (FGL2), mRNA [NM_006682] ||  ||  || 6286112	-2.35	-2.04	-0.92	0.97	-0.89	0.9	0.84	-0.41	0.8
A_01_P001700	||  || A_01_P001700 ||  || Homo sapiens interleukin 2 receptor, gamma (severe combined immunodeficiency) (IL2RG), mRNA [NM_000206] ||  ||  || 6272751	-0.88	0.26	-1.51	1.42	0.41	0.58	1.57	1.19	1.02
A_01_P009175	||  || A_01_P009175 ||  || ILLUMIGEN_MCQ_23948 Katze_MMSP Macaca mulatta cDNA clone IBIUW:10215 5 similar to Bases 6 to 1026 highly similar to human HLA-DRB3 (Hs.308026), mRNA sequence [CN645399] ||  ||  || 6291431	-0.81	-1.12	1.02	1.97	0.71	2.7	2.72	1.86	2.28
A_01_P006021	||  || A_01_P006021 ||  || Homo sapiens phosphoribosyl transferase domain containing 1 (PRTFDC1), mRNA [NM_020200] ||  ||  || 6279916	-0.97	-0.66	-1.8	0.37	-0.05	0.11	0.32	-0.36	0.05
A_01_P009616	||  || A_01_P009616 ||  || Homo sapiens 5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled) (HTR7), transcript variant d, mRNA [NM_019859] ||  ||  || 6279695	-1.54	-0.13	-0.89	0.9	0.23	0.27	1.26	1.51	1.79
A_01_P006932	||  || A_01_P006932 ||  || Homo sapiens heat shock 60kDa protein 1 (chaperonin) (HSPD1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_002156] ||  ||  || 6282935	-0.92	-0.79	-0.75	0.48	-0.26	0.01	0.22	-0.18	0.01
A_01_P011600	||  || A_01_P011600 ||  || Homo sapiens chloride intracellular channel 2 (CLIC2), mRNA [NM_001289] ||  ||  || 6293294	-0.18	0.5	0.49	1.88	1.45	1.87	1.48	0.78	1.65
A_01_P020043	||  || A_01_P020043 ||  || Homo sapiens SCIRP10-related protein (SCIRP10), mRNA. [NM_013349] ||  ||  || 6279635	-0.05	-1.01	-1.2	1.24	0.64	1.67	1.04	0.88	-0.01
A_01_P019471	||  || A_01_P019471 ||  || Homo sapiens NMDA receptor-regulated gene 2 (NARG2), mRNA [NM_024611] ||  ||  || 6272756	0.94	-0.42	0.69	1.5	2.1	1.72	1.44	1.76	1.97
A_01_P003882	||  || A_01_P003882 ||  || Homo sapiens leupaxin (LPXN), mRNA. [NM_004811] ||  ||  || 6286233	-1.05	-0.43	-1	2.44	-0.15	2.97	2.13	0.93	2.24
A_01_P019559	||  || A_01_P019559 ||  ||  ||  ||  || 6269780	-0.62	-1.65	-1.89	0.22	-0.32	-0.21	0.21	-0.29	-0.23
A_01_P016542	||  || A_01_P016542 ||  || Homo sapiens zinc finger protein 285 (ZNF285), mRNA [NM_152354] ||  ||  || 6286605	-1.49	-1.62	-1.98	-0.96	-0.51	0.41	-0.49	-0.29	-0.68
A_01_P008608	||  || A_01_P008608 ||  || Homo sapiens discs, large homolog 1 (Drosophila) (DLG1), mRNA [NM_004087] ||  ||  || 6278250	-0.37	-1.59	-0.75	0.37	-0.15	0.42	0.65	0.56	0.3
A_01_P009258	||  || A_01_P009258 ||  || Homo sapiens zinc finger protein 313 (ZNF313), mRNA [NM_018683] ||  ||  || 6278860	-0.95	-1.21	-0.76	-0.14	0.21	-0.4	0.31	-0.26	-0.01
A_01_P008570	||  || A_01_P008570 ||  || Homo sapiens potassium channel modulatory factor 1 (KCMF1), mRNA [NM_020122] ||  ||  || 6288456	-2.36	-1.44	-1.37	-0.1	-1.02	-0.63	0.19	0.1	-0.2
A_01_P002692	||  || A_01_P002692 ||  || Homo sapiens G protein-coupled receptor 126 (GPR126), mRNA. [NM_020455] ||  ||  || 6282252	-1.33	-1.15	-0.76	1.27	0.02	0.74	1.07	-0.47	0.89
A_01_P019243	||  || A_01_P019243 ||  || ILLUMIGEN_MCQ_42698 Katze_MMPB2 Macaca mulatta cDNA clone IBIUW:24552 5 similar to Bases 19 to 523 highly similar to human SYTL3 (Hs.436977), mRNA sequence [CO649104] ||  ||  || 6286200	-2.17	-0.19	-0.47	1.53	0.38	1.6	1.73	0.34	1.4
A_01_P017471	||  || A_01_P017471 ||  || Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 (DDX31), transcript variant 1, mRNA. [NM_022779] ||  ||  || 6271495	-1.08	-0.64	-0.28	0.56	0.23	0.56	0.38	-0.1	0.51
A_01_P010723	||  || A_01_P010723 ||  || Homo sapiens synovial sarcoma translocation gene on chromosome 18-like 1 (SS18L1), transcript variant 1, mRNA [NM_198935] ||  ||  || 6271798	-1.81	-2.23	-2.11	-1.33	-0.3	-0.56	-1.27	-0.87	-1.06
A_01_P014023	||  || A_01_P014023 ||  || PREDICTED: Homo sapiens FCH domain only 2 (FCHO2), mRNA [XM_291142] ||  ||  || 6275081	-0.75	-0.86	-0.49	1.74	1.55	0.48	1.66	-0.14	1.44
A_01_P011818	||  || A_01_P011818 ||  || Homo sapiens hypothetical protein FLJ20331 (FLJ20331), mRNA [NM_017768] ||  ||  || 6271946	-1.67	-1.53	-1.46	-0.63	0.44	0.77	-0.52	-0.25	-0.47
A_01_P009806	||  || A_01_P009806 ||  || Homo sapiens eukaryotic translation initiation factor 5 (EIF5), transcript variant 1, mRNA. [NM_001969] ||  ||  || 6267869	-1.24	-0.56	-1.77	0.25	0.16	0.13	-0.16	0.99	-0.08
A_01_P003394	||  || A_01_P003394 ||  || Homo sapiens tumor necrosis factor (ligand) superfamily, member 5 (hyper-IgM syndrome) (TNFSF5), mRNA [NM_000074] ||  ||  || 6287903	-1.47	-1.05	-1.19	2.27	-0.48	0.61	1.3	0.75	0.62
A_01_P006762	||  || A_01_P006762 ||  || Homo sapiens RNA binding motif protein 13 (RBM13), mRNA. [NM_032509] ||  ||  || 6270553	-0.9	-0.93	-1.2	-0.37	-0.57	-0.17	-0.04	-0.05	-0.25
A_01_P010823	||  || A_01_P010823 ||  || Homo sapiens hypothetical gene supported by BC031673 (LOC389199), mRNA. [NM_203423] ||  ||  || 6275952	-0.52	0	-0.8	1.08	0.89	1.4	0.23	0.53	0.75
