Probeset	P Value	FDR	Fold change	Direction	Symbol	Name
200813_s_at	0.0545	0.04	1.7	UP	PAFAH1B1	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa
201014_s_at	0.0553	0.0404	1.68	UP	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
210283_x_at	0.0066	0.011	1.64	UP	PAIP1	poly(A) binding protein interacting protein 1
218947_s_at	0.0005	0.0025	2.09	UP	PAPD1	PAP associated domain containing 1
229043_at	0.0014	0.0043	1.57	UP	PAPD5	PAP associated domain containing 5
212720_at	0.0264	0.0254	2.09	UP	PAPOLA	poly(A) polymerase alpha
222839_s_at	0.0018	0.0051	1.53	UP	PAPOLG	poly(A) polymerase gamma
225468_at	0.002	0.0054	1.94	UP	PATL1	protein associated with topoisomerase II homolog 1 (yeast)
229467_at	0.0002	0.0014	1.56	UP	PCBP2	poly(rC) binding protein 2
213263_s_at	0.0023	0.0059	1.72	UP	PCBP2	poly(rC) binding protein 2
213517_at	0.0171	0.0194	1.61	UP	PCBP2	poly(rC) binding protein 2
203378_at	0.0049	0.0092	1.66	UP	PCF11	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)
225149_at	0.043	0.0343	1.8	UP	PCID2	PCI domain containing 2
208857_s_at	0.0204	0.0215	1.55	UP	PCMT1	L-isoaspartyl/D-aspartyl protein carboxylmethyltransferase
212406_s_at	0.0395	0.0326	1.59	UP	PCMTD2	L-isoaspartyl/D-aspartyl proteinmethyltransferase homologue FLJ10883
215175_at	0.0145	0.0175	2.21	UP	PCNX	pecanex homolog (Drosophila)
205560_at	0.0019	0.0053	1.61	UP	PCSK5	Prohormone convertase 5 (PC6A protease)
232521_at	0.0211	0.022	1.82	UP	PCSK7	Subtilisin-like protease PC8
227751_at	0.0005	0.0022	1.52	UP	PDCD5	programmed cell death 5
231809_x_at	0.0312	0.0282	1.6	UP	PDCD7	programmed cell death 7
203708_at	0.0005	0.0024	1.54	UP	PDE4B	PDE4B (cAMP-specific phosphodiesterase 4B/ HSPDE4B)
211302_s_at	0.0213	0.0222	1.88	UP	PDE4B	PDE4B (cAMP-specific phosphodiesterase 4B/ HSPDE4B)
214129_at	0.0001	0.0011	1.59	UP	PDE4DIP	phosphodiesterase 4D interacting protein
224046_s_at	0.0595	0.0423	2.2	UP	PDE7A	PDE7A (cAMP-specific phosphodiesterase7A / HSPDE7A)
212522_at	0.0068	0.0112	1.55	UP	PDE8A	PDE8A (cAMP-specific phosphodiesterase8A / HSPDE8A)
200979_at	0	0.0001	1.62	UP	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
203067_at	0.0106	0.0145	1.59	UP	PDHX	Dihydrolipoamide acetyltransferase(Pyruvate dehydrogenase complex protein X subunit)
227255_at	0.0033	0.0072	1.54	UP	PDIK1L	Serine/threonine protein kinase7477207CD1
203243_s_at	0.0253	0.0248	1.74	UP	PDLIM5	PDZ and LIM domain 5
208983_s_at	0.0706	0.0472	1.6	UP	PECAM1	platelet/endothelial cell adhesion molecule
221142_s_at	0.0253	0.0248	1.54	UP	PECR	peroxisomal trans-2-enoyl-CoA reductase
232304_at	0	0.0003	1.91	UP	PELI1	pellino homolog 1 (Drosophila)
218319_at	0.0001	0.0011	1.66	UP	PELI1	pellino homolog 1 (Drosophila)
232213_at	0.0049	0.0091	1.66	UP	PELI1	pellino homolog 1 (Drosophila)
222392_x_at	0.0077	0.0121	1.56	UP	PERP	PERP, TP53 apoptosis effector
215023_s_at	0.0223	0.0228	1.51	UP	PEX1	peroxisome biogenesis factor 1
203970_s_at	0.001	0.0035	1.55	UP	PEX3	peroxisomal biogenesis factor 3
204545_at	0.0562	0.0408	1.52	UP	PEX6	peroxisomal biogenesis factor 6
207384_at	0.0014	0.0043	2.14	UP	PGLYRP1	peptidoglycan recognition protein 1
229256_at	0	0.0005	1.57	UP	PGM2L1	phosphoglucomutase 2-like 1
201120_s_at	0.0707	0.0473	1.68	UP	PGRMC1	progesterone receptor membrane component 1
201701_s_at	0.0108	0.0147	1.63	UP	PGRMC2	progesterone receptor membrane component 2
204049_s_at	0.0124	0.0159	1.68	UP	PHACTR2	phosphatase and actin regulator 2
219235_s_at	0.0077	0.0121	1.84	UP	PHACTR4	phosphatase and actin regulator 4
225005_at	0.0041	0.0082	1.5	UP	PHF13	PHD finger protein 13
225820_at	0.004	0.0081	1.68	UP	PHF17	PHD finger protein 17
227523_s_at	0.0053	0.0096	1.65	UP	PHF20L1	PHD finger protein 20-like 1
1555789_s_at	0.0388	0.0322	1.72	UP	PHF23	PHD finger protein 23
217951_s_at	0.0002	0.0015	1.63	UP	PHF3	PHD finger protein 3
202739_s_at	0	0.0004	1.78	UP	PHKB	Phosphorylase B kinase beta regulatorychain
202738_s_at	0.027	0.0258	1.53	UP	PHKB	Phosphorylase B kinase beta regulatorychain
210417_s_at	0.0083	0.0126	1.54	UP	PI4KB	Phosphatidylinositol 4-kinase
242760_x_at	0.0125	0.016	1.51	UP	PIGB	phosphatidylinositol glycan anchor biosynthesis, class B
241905_at	0	0.0002	1.84	UP	PIK3C2A	Phosphoinositide-3-kinase, class 2, alphapolypeptide, (PIK3C2A)
213070_at	0.005	0.0093	1.5	UP	PIK3C2A	Phosphoinositide-3-kinase, class 2, alphapolypeptide, (PIK3C2A)
226094_at	0.0057	0.0101	1.99	UP	PIK3C2A	Phosphoinositide-3-kinase, class 2, alphapolypeptide, (PIK3C2A)
204369_at	0.0014	0.0044	1.69	UP	PIK3CA	Phosphatidylinositol 3-kinase catalyticsubunit alpha (PI3 kinase alpha)
235980_at	0.005	0.0093	1.64	UP	PIK3CA	Phosphatidylinositol 3-kinase catalyticsubunit alpha (PI3 kinase alpha)
212240_s_at	0.0161	0.0187	1.88	UP	PIK3R1	Phosphatidylinositol 3-kinase regulatoryalpha subunit
204269_at	0.0167	0.0191	1.79	UP	PIM2	Serine/threonine protein kinase PIM-2
213111_at	0.028	0.0264	1.58	UP	PIP5K3	FYVE finger-containing phosphoinositidekinase (KIAA0981) (incyte)
238649_at	0.0026	0.0063	1.85	UP	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
201133_s_at	0.0196	0.021	2.29	UP	PJA2	praja 2, RING-H2 motif containing
201251_at	0.0309	0.028	1.59	UP	PKM2	Pyruvate kinase M1
201929_s_at	0.0027	0.0065	1.57	UP	PKP4	plakophilin 4
209318_x_at	0.0002	0.0014	1.53	UP	PLAGL1	pleiomorphic adenoma gene-like 1
216218_s_at	0.0401	0.0329	2.05	UP	PLCL2	Phospholipase C-L2 (PLC-L2) (KIAA1092)
224883_at	0.0209	0.0219	1.7	UP	PLDN	pallidin homolog (mouse)
219024_at	0.0076	0.012	1.78	UP	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
209504_s_at	0.0151	0.018	1.87	UP	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1
222699_s_at	0.0538	0.0397	1.63	UP	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2
205871_at	0	0.0003	1.67	UP	PLGLB1	plasminogen-like B1
201136_at	0.0043	0.0085	2.14	UP	PLP2	proteolipid protein 2 (colonic epithelium-enriched)
227246_at	0.0002	0.0013	2.06	UP	PLRG1	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)
242201_at	0.0125	0.016	1.63	UP	PMS2L5	postmeiotic segregation increased 2-like 5
203622_s_at	0.0233	0.0235	1.71	UP	PNO1	partner of NOB1 homolog (S. cerevisiae)
222406_s_at	0.0124	0.0159	1.61	UP	PNRC2	proline-rich nuclear receptor coactivator 2
218229_s_at	0.0057	0.0101	2.07	UP	POGK	pogo transposable element with KRAB domain
223260_s_at	0.0081	0.0124	1.55	UP	POLK	polymerase (DNA directed) kappa
1552622_s_at	0.0005	0.0023	2.28	UP	POLR2J2	DNA directed RNA polymerase II polypeptide J-related
1552621_at	0.0014	0.0043	2.07	UP	POLR2J2	DNA directed RNA polymerase II polypeptide J-related
231763_at	0.0081	0.0124	1.52	UP	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa
212178_s_at	0.0526	0.0391	1.76	UP	POM121	POM121 membrane glycoprotein (rat)
204353_s_at	0.0132	0.0165	1.5	UP	POT1	POT1 protection of telomeres 1 homolog (S. pombe)
228343_at	0.0033	0.0072	1.63	UP	POU2F2	POU class 2 homeobox 2
209147_s_at	0.0381	0.0319	1.61	UP	PPAP2A	Phosphatidic acid phosphatase 2a
226384_at	0	0.0002	1.61	UP	PPAPDC1B	Phosphatidic acid phosphatase homologueHTPAP
209434_s_at	0.0049	0.0092	1.55	UP	PPAT	Amidophosphoribosyltransferase
209433_s_at	0.0218	0.0225	1.76	UP	PPAT	Amidophosphoribosyltransferase
210235_s_at	0.0136	0.0168	1.51	UP	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), al
1559263_s_at	0	0.0004	1.85	UP	PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4
235113_at	0.0091	0.0132	1.5	UP	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5
235061_at	0.007	0.0114	1.92	UP	PPM1K	Protein phosphatase 2C homologue8124196CD1 (incyte)
201409_s_at	0.0044	0.0086	1.56	UP	PPP1CB	PP1-beta Serine/threonine proteinphosphatase
1566303_s_at	0.0125	0.016	1.8	UP	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11
225124_at	0.0041	0.0083	1.74	UP	PPP1R9B	protein phosphatase 1, regulatory (inhibitor) subunit 9B
202429_s_at	0.0035	0.0075	1.54	UP	PPP3CA	Serine/threonine protein phosphatase 2Balpha (Calcineurin A alpha)
206174_s_at	0.0284	0.0266	1.79	UP	PPP6C	Serine/threonine protein phosphatase 6
225426_at	0.0356	0.0306	1.67	UP	PPP6C	Serine/threonine protein phosphatase 6
201619_at	0.0679	0.046	1.58	UP	PRDX3	peroxiredoxin 3
225985_at	0	0.0003	1.54	UP	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit isoform 2
1558027_s_at	0.0306	0.0279	1.53	UP	PRKAB2	AMP-activated protein kinase beta 2 non-catalytic subunit
202742_s_at	0.0429	0.0343	2.38	UP	PRKACB	Protein kinase A beta-catalytic subunit
209678_s_at	0.0068	0.0112	1.92	UP	PRKCI	Protein kinase C iota type  (NPKC-iota)
210039_s_at	0.0192	0.0207	1.68	UP	PRKCQ	Protein kinase C theta type  (NPKC-theta)
200707_at	0.0295	0.0273	1.54	UP	PRKCSH	protein kinase C substrate 80K-H
218236_s_at	0.033	0.0292	1.53	UP	PRKD3	Protein kinase C Mu-like protein EPK2
210543_s_at	0.0399	0.0328	1.52	UP	PRKDC	DNA-dependent protein kinase catalyticsubunit (DNA-PKcs)
204061_at	0.0008	0.0032	2.32	UP	PRKX	Protein kinase PKX1
213320_at	0.0004	0.0021	1.77	UP	PRMT3	Arginine N-methyltransferase 3(fragment)
223275_at	0.041	0.0333	1.64	UP	PRMT6	Arginine N-methyltransferase homologueFLJ10559
221547_at	0.0767	0.0498	1.6	UP	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)
220553_s_at	0.0287	0.0268	1.56	UP	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)
209162_s_at	0.0741	0.0488	1.83	UP	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)
226687_at	0.0001	0.0011	1.54	UP	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)
233080_s_at	0.0375	0.0315	1.6	UP	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)
211090_s_at	0.0621	0.0435	2.15	UP	PRPF4B	Serine/threonine protein kinase PRP4
208447_s_at	0.0394	0.0325	2.13	UP	PRPS1	phosphoribosyl pyrophosphate synthetase 1
226611_s_at	0.0466	0.0362	1.64	UP	PRR6	proline rich 6
224643_at	0.012	0.0156	1.6	UP	PRRC1	proline-rich coiled-coil 1
210988_s_at	0.0083	0.0126	1.72	UP	PRUNE	prune homolog (Drosophila)
223062_s_at	0.0223	0.0229	1.58	UP	PSAT1	Phosphoserine aminotransferase (PSA)
203460_s_at	0.0407	0.0332	1.5	UP	PSEN1	Presenilin 1 (PS-1)
210758_at	0	0	1.76	UP	PSIP1	PC4 and SFRS1 interacting protein 1
201067_at	0.0173	0.0195	1.62	UP	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2
208777_s_at	0.0743	0.0488	1.55	UP	PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
202353_s_at	0	0.0001	1.52	UP	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
238738_at	0.0154	0.0182	1.61	UP	PSMD7	Proteasome regulatory subunitS12/p40/Mov34
201052_s_at	0.0587	0.042	1.58	UP	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)
235484_at	0.0547	0.0401	1.6	UP	PTAR1	protein prenyltransferase alpha subunit repeat containing 1
233314_at	0.0001	0.001	1.57	UP	PTEN	PTEN Protein-tyrosine-phosphatase
233254_x_at	0.0037	0.0078	1.64	UP	PTEN	PTEN Protein-tyrosine-phosphatase
218967_s_at	0.0007	0.0029	2.32	UP	PTER	ADME: Phosphotriesterase-related protein(incyte)
206631_at	0.0086	0.0129	1.66	UP	PTGER2	Prostaglandin E2 receptor EP2 subtype(Prostanoid EP2 receptor)
212032_s_at	0.0003	0.0017	1.72	UP	PTOV1	prostate tumor overexpressed gene 1
217777_s_at	0.0031	0.0071	2.15	UP	PTPLAD1	Tyrosine phosphatase B-ind1
234000_s_at	0.0105	0.0145	1.56	UP	PTPLAD1	Tyrosine phosphatase B-ind1
206060_s_at	0.0442	0.0349	1.59	UP	PTPN22	Lymphoid phosphatase LyP1
201165_s_at	0.0247	0.0244	1.73	UP	PUM1	pumilio homolog 1 (Drosophila)
218984_at	0	0.0002	1.72	UP	PUS7	pseudouridylate synthase 7 homolog (S. cerevisiae)
231715_s_at	0.0531	0.0393	1.56	UP	PYCR2	pyrroline-5-carboxylate reductase family, member 2
202990_at	0.0086	0.0129	1.68	UP	PYGL	Liver glycogen phosphorylase
1555154_a_at	0.024	0.024	1.63	UP	QKI	quaking homolog, KH domain RNA binding (mouse)
205174_s_at	0.004	0.0081	1.52	UP	QPCT	glutaminyl-peptide cyclotransferase
218949_s_at	0.0102	0.0142	1.65	UP	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
200864_s_at	0.0095	0.0136	1.72	UP	RAB11A	RAB11A, member RAS oncogene family
211503_s_at	0.0154	0.0182	1.52	UP	RAB14	RAB14, member RAS oncogene family
200927_s_at	0.0194	0.0209	2.12	UP	RAB14	RAB14, member RAS oncogene family
203885_at	0.0103	0.0142	1.85	UP	RAB21	RAB21, member RAS oncogene family
212932_at	0.0097	0.0138	1.67	UP	RAB3GAP1	RAB3 GTPase activating protein subunit 1 (catalytic)
238853_at	0	0	1.62	UP	RAB3IP	RAB3A interacting protein (rabin3)
203582_s_at	0.0393	0.0325	1.76	UP	RAB4A	RAB4A, member RAS oncogene family
201276_at	0	0.0003	1.53	UP	RAB5B	RAB5B, member RAS oncogene family
201156_s_at	0.0493	0.0375	1.73	UP	RAB5C	RAB5C, member RAS oncogene family
225064_at	0.0171	0.0194	1.6	UP	RABEP1	rabaptin, RAB GTPase binding effector protein 1
210826_x_at	0.0242	0.0241	1.51	UP	RAD17	RAD17 homolog (S. pombe)
211228_s_at	0.0569	0.0412	1.53	UP	RAD17	RAD17 homolog (S. pombe)
200607_s_at	0.0338	0.0296	1.73	UP	RAD21	RAD21 homolog (S. pombe)
201039_s_at	0.0389	0.0323	1.54	UP	RAD23A	RAD23 homolog A (S. cerevisiae)
201222_s_at	0	0.0002	1.54	UP	RAD23B	RAD23 homolog B (S. cerevisiae)
209051_s_at	0.0374	0.0315	1.57	UP	RALGDS	ral guanine nucleotide dissociation stimulator
202583_s_at	0.0191	0.0207	2.31	UP	RANBP9	RAN binding protein 9
1555247_a_at	0.0308	0.028	2.03	UP	RAPGEF6	Rap guanine nucleotide exchange factor (GEF) 6
210621_s_at	0.0017	0.005	1.91	UP	RASA1	RAS p21 protein activator (GTPase activating protein) 1
206636_at	0.0134	0.0167	1.64	UP	RASA2	RAS p21 protein activator 2
208534_s_at	0.0707	0.0473	1.6	UP	RASA4	RAS p21 protein activator 4
202033_s_at	0.0164	0.0189	1.76	UP	RB1CC1	RB1-inducible coiled-coil 1
205169_at	0.0595	0.0423	1.57	UP	RBBP5	retinoblastoma binding protein 5
223504_at	0.0001	0.001	1.87	UP	RBJ	rab and DnaJ domain containing
205296_at	0.0002	0.0014	1.56	UP	RBL1	retinoblastoma-like 1 (p107)
51228_at	0.0012	0.0041	1.5	UP	RBM12B	RNA binding motif protein 12B
225751_at	0.064	0.0444	1.67	UP	RBM17	RNA binding motif protein 17
222527_s_at	0.0137	0.0169	2.04	UP	RBM22	RNA binding motif protein 22
224068_x_at	0.0744	0.0489	1.71	UP	RBM22	RNA binding motif protein 22
212028_at	0.0115	0.0152	1.59	UP	RBM25	RNA binding motif protein 25
227223_at	0.0011	0.0039	1.7	UP	RBM39	RNA binding motif protein 39
219754_at	0.0005	0.0023	1.72	UP	RBM41	RNA binding motif protein 41
209936_at	0.0001	0.0011	1.87	UP	RBM5	RNA binding motif protein 5
230742_at	0	0.0004	2.01	UP	RBM6	RNA binding motif protein 6
217856_at	0.0169	0.0192	1.8	UP	RBM8A	RNA binding motif protein 8A
209868_s_at	0.0353	0.0304	1.64	UP	RBMS1	RNA binding motif, single stranded interacting protein 1
207785_s_at	0.0015	0.0046	1.79	UP	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
220202_s_at	0.0065	0.0109	1.5	UP	RC3H2	ring finger and CCCH-type zinc finger domains 2
219864_s_at	0.0153	0.0181	1.53	UP	RCAN3	RCAN family member 3
218352_at	0.024	0.024	1.51	UP	RCBTB1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
235300_x_at	0.0001	0.001	1.54	UP	RCHY1	ring finger and CHY zinc finger domain containing 1
201485_s_at	0.0703	0.0471	1.93	UP	RCN2	reticulocalbin 2, EF-hand calcium binding domain
212612_at	0.0068	0.0112	1.57	UP	RCOR1	REST corepressor 1
205091_x_at	0.0099	0.0139	2.02	UP	RECQL	RecQ protein-like (DNA helicase Q1-like)
210568_s_at	0.0755	0.0493	1.69	UP	RECQL	RecQ protein-like (DNA helicase Q1-like)
209878_s_at	0.0079	0.0123	1.58	UP	RELA	NF-kB (p65 DNA binding subunit, TF65)
215201_at	0.0001	0.0009	1.9	UP	REPS1	RALBP1 associated Eps domain containing 1
220570_at	0.0045	0.0086	1.82	UP	RETN	resistin
222629_at	0.0051	0.0094	1.66	UP	REV1	REV1 homolog (S. cerevisiae)
238736_at	0.0004	0.0022	1.5	UP	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)
208070_s_at	0.0017	0.0049	1.55	UP	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)
203225_s_at	0.0017	0.0049	1.71	UP	RFK	riboflavin kinase
210676_x_at	0.0001	0.0008	1.96	UP	RGPD8	RANBP2-like and GRIP domain containing 8
1555780_a_at	0.0411	0.0333	1.81	UP	RHEB	Ras homolog enriched in brain
204951_at	0.0327	0.029	1.66	UP	RHOH	ras homolog gene family, member H
226310_at	0.0188	0.0205	2.35	UP	RICTOR	rapamycin-insensitive companion of mTOR
236620_at	0.002	0.0054	1.78	UP	RIF1	RAP1 interacting factor homolog (yeast)
226503_at	0.0033	0.0072	1.69	UP	RIF1	RAP1 interacting factor homolog (yeast)
218535_s_at	0.0007	0.0029	1.7	UP	RIOK2	RIO kinase 2 (yeast)
209941_at	0.0084	0.0127	1.55	UP	RIPK1	Serine/threonine protein kinase RIP(RECEPTOR INTERACTING PROTEIN)
214663_at	0.0009	0.0034	1.64	UP	RIPK5	receptor interacting protein kinase 5
206851_at	0.0053	0.0097	2.45	UP	RNASE3	ribonuclease, RNase A family, 3 (eosinophil cationic protein)
200867_at	0.0311	0.0281	1.65	UP	RNF114	ring finger protein 114
221430_s_at	0.0302	0.0276	1.63	UP	RNF146	ring finger protein 146
213038_at	0.0035	0.0075	1.57	UP	RNF19B	ring finger protein 19B
218425_at	0.0006	0.0027	1.74	UP	RNF216	ring finger protein 216
218528_s_at	0.0078	0.0122	1.51	UP	RNF38	ring finger protein 38
221194_s_at	0.057	0.0412	1.69	UP	RNFT1	ring finger protein, transmembrane 1
226975_at	0.0035	0.0075	2.08	UP	RNPC3	RNA-binding region (RNP1, RRM) containing 3
234405_s_at	0.0553	0.0404	1.6	UP	RNUXA	RNA U, small nuclear RNA export adaptor (phosphorylation regulated)
214578_s_at	0.026	0.0252	1.9	UP	ROCK1	p160ROCK protein kinase (ROCK1)
202762_at	0.0034	0.0074	1.54	UP	ROCK2	Rho kinase (ROCK2)
210479_s_at	0.03	0.0275	1.65	UP	RORA	Nuclear receptor ROR-alpha-1
1556088_at	0.0032	0.0071	1.6	UP	RPAIN	RPA interacting protein
200962_at	0.0182	0.0201	1.59	UP	RPL31	ribosomal protein L31
214041_x_at	0.005	0.0093	2.27	UP	RPL37A	ribosomal protein L37a
222559_s_at	0.0046	0.0088	1.6	UP	RPRD1A	Regulation of nuclear pre-mRNA domain containing 1A
214001_x_at	0.0013	0.0041	2.25	UP	RPS10	ribosomal protein S10
1563014_at	0	0.0001	1.56	UP	RPS15	ribosomal protein S15
227722_at	0.012	0.0156	2.02	UP	RPS23	ribosomal protein S23
236621_at	0	0.0003	1.88	UP	RPS27	ribosomal protein S27 (metallopanstimulin 1)
204171_at	0.0003	0.0018	1.58	UP	RPS6KB1	Ribosomal protein S6 kinase
222204_s_at	0.0061	0.0105	1.58	UP	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
222789_at	0	0.0004	1.79	UP	RSBN1	round spermatid basic protein 1
222791_at	0.0001	0.0007	1.77	UP	RSBN1	round spermatid basic protein 1
218166_s_at	0.004	0.0081	1.65	UP	RSF1	remodeling and spacing factor 1
223818_s_at	0.0319	0.0286	1.73	UP	RSF1	remodeling and spacing factor 1
212019_at	0.0014	0.0044	2.06	UP	RSL1D1	ribosomal L1 domain containing 1
201614_s_at	0.041	0.0333	1.52	UP	RUVBL1	RuvB-like 1 (E. coli)
205863_at	0.0512	0.0384	2.03	UP	S100A12	S100 calcium binding protein A12
214370_at	0	0.0002	1.87	UP	S100A8	S100 calcium binding protein A8
202917_s_at	0.02	0.0213	1.67	UP	S100A8	S100 calcium binding protein A8
203535_at	0.0106	0.0145	2.04	UP	S100A9	S100 calcium binding protein A9
209686_at	0.0457	0.0357	2.69	UP	S100B	S100 calcium binding protein B
204351_at	0.0081	0.0124	2.06	UP	S100P	S100 calcium binding protein P
1559882_at	0.0001	0.0009	2.72	UP	SAMHD1	SAM domain and HD domain 1
1559883_s_at	0.0111	0.0149	2.47	UP	SAMHD1	SAM domain and HD domain 1
220330_s_at	0.0042	0.0083	1.64	UP	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
1555638_a_at	0.0154	0.0182	1.99	UP	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
202792_s_at	0	0.0001	1.52	UP	SAPS2	SAPS domain family, member 2
232312_at	0.0037	0.0077	1.6	UP	SAPS3	SAPS domain family, member 3
226169_at	0	0	1.53	UP	SBF2	SET binding factor 2
209146_at	0.0021	0.0056	1.53	UP	SC4MOL	sterol-C4-methyl oxidase-like
1556471_at	0.0049	0.0091	1.55	UP	SCML4	sex comb on midleg-like 4 (Drosophila)
1569225_a_at	0.0268	0.0257	1.74	UP	SCML4	sex comb on midleg-like 4 (Drosophila)
202541_at	0.0258	0.0251	1.65	UP	SCYE1	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)
1557950_at	0.0574	0.0414	1.84	UP	SDCCAG1	serologically defined colon cancer antigen 1
221972_s_at	0.0175	0.0197	2.04	UP	SDF4	stromal cell derived factor 4
236268_at	0.0245	0.0243	1.75	UP	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)
201583_s_at	0.0174	0.0196	1.5	UP	SEC23B	Sec23 homolog B (S. cerevisiae)
209175_at	0.0588	0.042	1.64	UP	SEC23IP	Putative phospholipase A1
215009_s_at	0.0434	0.0346	1.81	UP	SEC31A	SEC31 homolog A (S. cerevisiae)
229969_at	0.0001	0.0008	1.82	UP	SEC63	SEC63 homolog (S. cerevisiae)
201916_s_at	0.0334	0.0294	1.56	UP	SEC63	SEC63 homolog (S. cerevisiae)
201914_s_at	0.0398	0.0327	1.72	UP	SEC63	SEC63 homolog (S. cerevisiae)
215113_s_at	0.0329	0.0291	1.64	UP	SENP3	sentrin/SUMO-specific protease 3 (SENP3)
202319_at	0.0037	0.0077	1.61	UP	SENP6	sentrin/SUMO-specific protease 6 (SENP6)
208939_at	0.0094	0.0135	1.53	UP	SEPHS1	selenophosphate synthetase 1
227982_at	0.001	0.0036	1.59	UP	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
200778_s_at	0.0098	0.0139	1.92	UP	41154	septin 2
212413_at	0.0058	0.0102	1.73	UP	41158	septin 6
1555526_a_at	0.0097	0.0138	3.13	UP	41158	septin 6
214298_x_at	0.0099	0.0139	1.74	UP	41158	septin 6
1559025_at	0.0285	0.0267	1.7	UP	41161	septin 9
228129_at	0	0	1.99	UP	SERBP1	SERPINE1 mRNA binding protein 1
208671_at	0.0232	0.0234	1.52	UP	SERINC1	serine incorporator 1
211769_x_at	0.0253	0.0248	1.78	UP	SERINC3	serine incorporator 3
221473_x_at	0.0293	0.0271	1.68	UP	SERINC3	serine incorporator 3
215038_s_at	0.004	0.0081	1.67	UP	SETD2	SET domain containing 2
1554555_a_at	0.0188	0.0205	1.55	UP	SETD6	SET domain containing 6
206554_x_at	0.0193	0.0208	1.56	UP	SETMAR	SET domain and mariner transposase fusion gene
210172_at	0.0005	0.0024	2.76	UP	SF1	splicing factor 1
208313_s_at	0.0607	0.0429	1.56	UP	SF1	splicing factor 1
214305_s_at	0.0126	0.016	1.54	UP	SF3B1	splicing factor 3b, subunit 1, 155kDa
201070_x_at	0.0152	0.018	1.54	UP	SF3B1	splicing factor 3b, subunit 1, 155kDa
221768_at	0.0017	0.0049	1.58	UP	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)
212000_at	0.0003	0.0018	1.79	UP	SFRS14	splicing factor, arginine/serine-rich 14
230375_at	0.0096	0.0137	1.61	UP	SFRS18	splicing factor, arginine/serine-rich 18
206989_s_at	0.0656	0.045	1.63	UP	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein
242837_at	0.0049	0.0092	1.6	UP	SFRS4	splicing factor, arginine/serine-rich 4
232055_at	0.0086	0.0129	1.63	UP	SFXN1	Tricarboxylate carrier (incyte)
217538_at	0.003	0.0069	1.63	UP	SGSM2	small G protein signaling modulator 2
214437_s_at	0.0708	0.0473	1.71	UP	SHMT2	Nuclear encoded mitochondrial serinehydroxymethyltransferase
219734_at	0.0022	0.0057	1.77	UP	SIDT1	SID1 transmembrane family, member 1
204270_at	0.0192	0.0208	1.52	UP	SKI	v-ski sarcoma viral oncogene homolog (avian)
225619_at	0.0019	0.0053	1.59	UP	SLAIN1	SLAIN motif family, member 1
1552497_a_at	0.0008	0.0031	1.57	UP	SLAMF6	SLAM family member 6
202236_s_at	0.0006	0.0025	1.89	UP	SLC16A1	Monocarboxylate transporter 1 (MCT1)
219915_s_at	0.0026	0.0063	1.92	UP	SLC16A10	Monocarboxylate transporter 7481461CD1
