Metaprobe	Entrez Gene ID	Gene Symbol	Gene Name	Chromosome	Cytoband	SAM Score	Numerator(r)	Denominator(s+s0)	Fold Change	Fold Change1	expression	DEG Jones-Lenburg	FC Jones-Lenburg
60677_at	60677	BRUNOL6	bruno-like 6, RNA binding protein (Drosophila)	15	15q24	-4.25	-0.56	0.13	0.67	-1.5	down	N/A	N/A
63027_at	63027	C6orf85	chromosome 6 open reading frame 85	6	6p25.2	-5.05	-0.33	0.07	0.79	-1.26	down	N/A	N/A
63891_at	63891	RNF123	ring finger protein 123	3	3p24.3	-4.37	-0.68	0.16	0.64	-1.56	down	N/A	N/A
63928_at	63928	LOC63928	hepatocellular carcinoma antigen gene 520	16	16p12.1	-7.18	-0.95	0.13	0.5	-1.98	down	N/A	N/A
63933_at	63933	CCDC90A	coiled-coil domain containing 90A	6	6p24.3-p23	-7.32	-1.14	0.16	0.46	-2.17	down	N/A	N/A
63976_at	63976	PRDM16	PR domain containing 16	1	1p36.23-p33	-5.64	-1	0.18	0.53	-1.89	down	N/A	N/A
64077_at	64077	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	10	10q26.13	-8.04	-1.03	0.13	0.48	-2.07	down	N/A	N/A
64081_at	64081	PBLD	phenazine biosynthesis-like protein domain containing	10	10pter-q25.3	-5.95	-1.86	0.31	0.3	-3.31	down	N/A	N/A
64084_at	64084	CLSTN2	calsyntenin 2	3	3q23-q24	-7.36	-1.05	0.14	0.46	-2.16	down	N/A	N/A
64101_at	64101	LRRC4	leucine rich repeat containing 4	7	7q31.3	-6.09	-0.48	0.08	0.72	-1.39	down	N/A	N/A
64118_at	64118	DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)	17	17q25.3	-4.89	-0.62	0.13	0.67	-1.5	down	N/A	N/A
64147_at	64147	KIF9	kinesin family member 9	3	3p21.31	-9.42	-1.4	0.15	0.39	-2.55	down	N/A	N/A
64207_at	64207	C14orf4	chromosome 14 open reading frame 4	14	14q24.3	-7.59	-1.58	0.21	0.36	-2.78	down	N/A	N/A
64216_at	64216	TFB2M	transcription factor B2, mitochondrial	1	1q44	-5.34	-0.87	0.16	0.56	-1.8	down	N/A	N/A
64220_at	64220	STRA6	stimulated by retinoic acid gene 6 homolog (mouse)	15	15q24.1	-9.04	-1.73	0.19	0.29	-3.48	down	N/A	N/A
64284_at	64284	RAB17	RAB17, member RAS oncogene family	2	2q37.3	-4.19	-0.72	0.17	0.63	-1.58	down	N/A	N/A
64319_at	64319	FBS1	fibrosin 1	16	16p11.2	-4.73	-0.35	0.07	0.79	-1.27	down	N/A	N/A
64377_at	64377	CHST8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	19	19q13.1	-5.37	-0.61	0.11	0.66	-1.51	down	N/A	N/A
64386_at	64386	MMP25	matrix metallopeptidase 25	16	16p13.3	-4.35	-0.41	0.09	0.76	-1.32	down	N/A	N/A
64398_at	64398	MPP5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	14	14q23.3	-6.05	-0.88	0.15	0.54	-1.86	down	N/A	N/A
64429_at	64429	ZDHHC6	zinc finger, DHHC-type containing 6	10	10q25.2	-5.32	-0.68	0.13	0.61	-1.65	down	N/A	N/A
64432_at	64432	MRPS25	mitochondrial ribosomal protein S25	3	3p25	-5.25	-1.04	0.2	0.54	-1.85	down	N/A	N/A
64756_at	64756	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	1	1p33-p32.3	-4.76	-0.85	0.18	0.57	-1.75	down	N/A	N/A
64798_at	64798	DEPDC6	DEP domain containing 6	8	8q24.12	-6.43	-1.41	0.22	0.4	-2.52	down	N/A	N/A
64799_at	64799	IQCH	IQ motif containing H	15	15q23	-4.29	-0.27	0.06	0.83	-1.2	down	N/A	N/A
2710_at	2710	GK	glycerol kinase	X	Xp21.3	-4.77	-0.49	0.1	0.71	-1.4	down	yes	-4.24
64850_at	64850	AGXT2L1	alanine-glyoxylate aminotransferase 2-like 1	4	4q25	-7.74	-3.36	0.43	0.17	-5.75	down	N/A	N/A
64902_at	64902	AGXT2	alanine-glyoxylate aminotransferase 2	5	5p13	-5.07	-2.51	0.5	0.22	-4.53	down	N/A	N/A
64922_at	64922	LRRC19	leucine rich repeat containing 19	9	9p21.2	-7.47	-3.23	0.43	0.16	-6.18	down	N/A	N/A
64960_at	64960	MRPS15	mitochondrial ribosomal protein S15	1	1p35-p34.1	-6.12	-0.87	0.14	0.55	-1.81	down	N/A	N/A
64975_at	64975	MRPL41	mitochondrial ribosomal protein L41	9	9q34.3	-4.26	-1.07	0.25	0.56	-1.78	down	N/A	N/A
65010_at	65010	SLC26A6	solute carrier family 26, member 6	3	3p21.3	-9.42	-1.18	0.13	0.43	-2.33	down	N/A	N/A
65125_at	65125	WNK1	WNK lysine deficient protein kinase 1	12	12p13.3	-5.72	-1.58	0.28	0.32	-3.1	down	N/A	N/A
65260_at	65260	C1orf163	chromosome 1 open reading frame 163	1	1p32.3	-5.33	-0.66	0.12	0.65	-1.55	down	N/A	N/A
65266_at	65266	WNK4	WNK lysine deficient protein kinase 4	17	17q21-q22	-11.92	-2.09	0.18	0.22	-4.52	down	N/A	N/A
65975_at	65975	STK33	serine/threonine kinase 33	11	11p15.3	-7.62	-1.5	0.2	0.38	-2.65	down	N/A	N/A
65997_at	65997	RASL11B	RAS-like, family 11, member B	4	4q12	-12.41	-2.29	0.18	0.2	-4.91	down	N/A	N/A
66002_at	66002	CYP4F12	cytochrome P450, family 4, subfamily F, polypeptide 12	19	19p13.1	-7.58	-1.12	0.15	0.46	-2.17	down	N/A	N/A
78986_at	78986	DUSP26	dual specificity phosphatase 26 (putative)	8	8p12	-6.24	-0.62	0.1	0.65	-1.54	down	N/A	N/A
78989_at	78989	COLEC11	collectin sub-family member 11	2	2p25.3	-6.85	-2.17	0.32	0.24	-4.11	down	N/A	N/A
79058_at	79058	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	17	17q25	-5.14	-0.48	0.09	0.72	-1.38	down	N/A	N/A
79090_at	79090	TRAPPC6A	trafficking protein particle complex 6A	19	19q13.32	-5.23	-0.78	0.15	0.6	-1.67	down	N/A	N/A
79098_at	79098	C1orf116	chromosome 1 open reading frame 116	1	1q32.1	-6.46	-1.24	0.19	0.4	-2.5	down	N/A	N/A
79109_at	79109	MAPKAP1	mitogen-activated protein kinase associated protein 1	9	9q33.3	-5.87	-0.89	0.15	0.54	-1.85	down	N/A	N/A
79135_at	79135	APOO	apolipoprotein O	X	Xp22.11	-5.6	-1.39	0.25	0.44	-2.25	down	yes	-2.47
79153_at	79153	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	16	16p11.2	-9.15	-1.98	0.22	0.25	-4.05	down	N/A	N/A
79154_at	79154	MGC4172	short-chain dehydrogenase/reductase	17	17q12	-9.62	-1.47	0.15	0.36	-2.78	down	N/A	N/A
79170_at	79170	ATAD4	ATPase family, AAA domain containing 4	17	17q21.32	-6.37	-2.58	0.41	0.17	-5.79	down	N/A	N/A
79192_at	79192	IRX1	iroquois homeobox protein 1	5	5p15.3	-9.27	-2.63	0.28	0.13	-7.76	down	N/A	N/A
79442_at	79442	LRRC2	leucine rich repeat containing 2	3	3p21.31	-10.34	-0.86	0.08	0.55	-1.81	down	N/A	N/A
79568_at	79568	C2orf47	chromosome 2 open reading frame 47	2	2q33.1	-8.45	-0.88	0.1	0.55	-1.83	down	N/A	N/A
79584_at	79584	FLJ12684	hypothetical protein FLJ12684	4	4q12	-11.89	-1.95	0.16	0.25	-4.06	down	N/A	N/A
79608_at	79608	RIC3	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	11	11p15.4	-5.72	-0.39	0.07	0.77	-1.31	down	N/A	N/A
79632_at	79632	C6orf60	chromosome 6 open reading frame 60	6	6q22.31	-6.59	-1.05	0.16	0.49	-2.05	down	N/A	N/A
79639_at	79639	TMEM53	transmembrane protein 53	1	1p34.1	-5.86	-0.68	0.12	0.64	-1.57	down	N/A	N/A
79641_at	79641	ROGDI	rogdi homolog (Drosophila)	16	16p13.3	-4.59	-0.79	0.17	0.6	-1.67	down	N/A	N/A
79661_at	79661	NEIL1	nei endonuclease VIII-like 1 (E. coli)	15	15q24.2	-4.3	-0.56	0.13	0.68	-1.46	down	N/A	N/A
79674_at	79674	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish)	3	3q24-q25	-5.31	-1.23	0.23	0.47	-2.13	down	N/A	N/A
79679_at	79679	VTCN1	V-set domain containing T cell activation inhibitor 1	1	1p13.1	-16.58	-3.14	0.19	0.11	-9.21	down	N/A	N/A
79714_at	79714	CCDC51	coiled-coil domain containing 51	3	3p21.31	-6.45	-1.04	0.16	0.5	-2	down	N/A	N/A
79731_at	79731	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	11	11q14.1	-4.54	-0.67	0.15	0.65	-1.54	down	N/A	N/A
79746_at	79746	ECHDC3	enoyl Coenzyme A hydratase domain containing 3	10	10p14	-5.13	-1.65	0.32	0.36	-2.8	down	N/A	N/A
79777_at	79777	ACBD4	acyl-Coenzyme A binding domain containing 4	17	17q21.31	-4.43	-0.46	0.1	0.73	-1.38	down	N/A	N/A
79783_at	79783	C7orf10	chromosome 7 open reading frame 10	7	7p14.1	-7.14	-2.09	0.29	0.25	-3.93	down	N/A	N/A
79789_at	79789	CLMN	calmin (calponin-like, transmembrane)	14	14q32.13	-4.74	-0.94	0.2	0.55	-1.82	down	N/A	N/A
79814_at	79814	AGMAT	agmatine ureohydrolase (agmatinase)	1	1p36.21	-9.54	-3.04	0.32	0.13	-7.44	down	N/A	N/A
79837_at	79837	PIP5K2C	phosphatidylinositol-4-phosphate 5-kinase, type II, gamma	12	12q13.3	-4.46	-0.7	0.16	0.64	-1.57	down	N/A	N/A
79849_at	79849	PDZD3	PDZ domain containing 3	11	11q23.3	-6.77	-0.86	0.13	0.55	-1.82	down	N/A	N/A
79861_at	79861	TUBAL3	tubulin, alpha-like 3	10	10p15.1	-12.75	-3.06	0.24	0.11	-9.44	down	N/A	N/A
79919_at	79919	FLJ22671	hypothetical protein FLJ22671	2	2q37.3	-4.4	-0.79	0.18	0.54	-1.85	down	N/A	N/A
5256_at	5256	PHKA2	phosphorylase kinase, alpha 2 (liver)	X	Xp22.2-p22.1	7.48	1.49	0.2	2.97	2.97	up	yes	2.99
79944_at	79944	L2HGDH	L-2-hydroxyglutarate dehydrogenase	14	14q22.1	-4.7	-0.7	0.15	0.61	-1.64	down	N/A	N/A
79946_at	79946	C10orf95	chromosome 10 open reading frame 95	10	10q24.32	-4.24	-0.42	0.1	0.74	-1.35	down	N/A	N/A
79953_at	79953	C20orf39	chromosome 20 open reading frame 39	20	20p11.21	-5.02	-1.48	0.29	0.38	-2.61	down	N/A	N/A
79971_at	79971	GPR177	G protein-coupled receptor 177	1	1p31.3	-4.93	-1.08	0.22	0.5	-2	down	N/A	N/A
79981_at	79981	FRMD1	FERM domain containing 1	6	6q27	-6.7	-0.72	0.11	0.6	-1.66	down	N/A	N/A
80004_at	80004	RBM35B	RNA binding motif protein 35B	16	16q22.1	-5.46	-1.2	0.22	0.48	-2.09	down	N/A	N/A
80031_at	80031	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	15	15q21.1	-5.45	-1.07	0.2	0.47	-2.14	down	N/A	N/A
80036_at	80036	TRPM3	transient receptor potential cation channel, subfamily M, member 3	9	9q21.11-q21.12	-6.83	-0.79	0.12	0.57	-1.74	down	N/A	N/A
80054_at	80054	FLJ12355	hypothetical protein FLJ12355	19	19q13.11	-5.28	-0.46	0.09	0.73	-1.37	down	N/A	N/A
51284_at	51284	TLR7	toll-like receptor 7	X	Xp22.3	7.93	1.31	0.17	2.58	2.58	up	yes	4.48
80195_at	80195	C10orf57	chromosome 10 open reading frame 57	10	10q22.3	-4.3	-0.5	0.12	0.71	-1.4	down	N/A	N/A
7512_at	7512	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	X	Xq25	-19.08	-4.76	0.25	0.03	-31.02	down	yes	-3.41
2273_at	2273	FHL1	four and a half LIM domains 1	X	Xq26	4.16	1.67	0.4	4.29	4.29	up	yes	3.58
80339_at	80339	PNPLA3	patatin-like phospholipase domain containing 3	22	22q13.31	-9.81	-2.57	0.26	0.15	-6.6	down	N/A	N/A
80344_at	80344	WDR23	WD repeat domain 23	14	14q12	-7.19	-0.65	0.09	0.64	-1.56	down	N/A	N/A
80705_at	80705	TSGA10	testis specific, 10	2	2q11.2	-4.77	-0.57	0.12	0.68	-1.47	down	N/A	N/A
80724_at	80724	ACAD10	acyl-Coenzyme A dehydrogenase family, member 10	12	12q24.12	-4.76	-0.45	0.09	0.73	-1.37	down	N/A	N/A
80775_at	80775	TMEM177	transmembrane protein 177	2	2q14.2	-5.93	-1.07	0.18	0.49	-2.05	down	N/A	N/A
80823_at	80823	BHLHB9	basic helix-loop-helix domain containing, class B, 9	X	Xq23	-4.42	-0.66	0.15	0.65	-1.54	down	N/A	N/A
80896_at	80896	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	1	1q25	-4.44	-2.02	0.46	0.25	-3.94	down	N/A	N/A
81033_at	81033	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	17	17q23.3	-6.71	-0.61	0.09	0.65	-1.54	down	N/A	N/A
81537_at	81537	SGPP1	sphingosine-1-phosphate phosphatase 1	14	14q23.2	-4.71	-0.79	0.17	0.56	-1.79	down	N/A	N/A
81571_at	81571	C9orf45	chromosome 9 open reading frame 45	9	9q33.2	-4.49	-0.45	0.1	0.74	-1.36	down	N/A	N/A
81609_at	81609	SNX27	sorting nexin family member 27	1	1q21.3	-4.34	-0.48	0.11	0.72	-1.39	down	N/A	N/A
81616_at	81616	ACSBG2	acyl-CoA synthetase bubblegum family member 2	19	19p13.3	-8.56	-1.04	0.12	0.48	-2.09	down	N/A	N/A
81693_at	81693	AMN	amnionless homolog (mouse)	14	14q32.3	-4.87	-0.51	0.1	0.7	-1.43	down	N/A	N/A
81788_at	81788	NUAK2	NUAK family, SNF1-like kinase, 2	1	1q32.1	-5.86	-1.53	0.26	0.39	-2.56	down	N/A	N/A
81932_at	81932	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3	9	9q32	-9.63	-1.63	0.17	0.32	-3.15	down	N/A	N/A
83478_at	83478	ARHGAP24	Rho GTPase activating protein 24	4	4q21.23-q21.3	-9.18	-1.26	0.14	0.42	-2.4	down	N/A	N/A
83543_at	83543	C9orf58	chromosome 9 open reading frame 58	9	9q34.13-q34.3	-6.15	-1.32	0.21	0.42	-2.35	down	N/A	N/A
83636_at	83636	C19orf12	chromosome 19 open reading frame 12	19	19q12	-4.66	-0.73	0.16	0.58	-1.72	down	N/A	N/A
83648_at	83648	C8orf13	chromosome 8 open reading frame 13	8	8p23-p22	-9.62	-2.22	0.23	0.22	-4.53	down	N/A	N/A
83660_at	83660	TLN2	talin 2	15	15q15-q21	-6.25	-0.88	0.14	0.54	-1.86	down	N/A	N/A
83667_at	83667	SESN2	sestrin 2	1	1p35.3	-6.03	-0.8	0.13	0.58	-1.72	down	N/A	N/A
83697_at	83697	SLC4A9	solute carrier family 4, sodium bicarbonate cotransporter, member 9	5	5q31	-7.65	-1.08	0.14	0.46	-2.15	down	N/A	N/A
83715_at	83715	ESPN	espin	1	1p36.31-p36.11	-5.74	-0.64	0.11	0.64	-1.56	down	N/A	N/A
83723_at	83723	FAM57B	family with sequence similarity 57, member B	16	16p11.2	-5.07	-0.63	0.12	0.65	-1.54	down	N/A	N/A
83758_at	83758	RBP5	retinol binding protein 5, cellular	12	12p13.31	-4.5	-1.82	0.4	0.32	-3.08	down	N/A	N/A
83855_at	83855	KLF16	Kruppel-like factor 16	19	19p13.3	-4.18	-0.39	0.09	0.76	-1.32	down	N/A	N/A
83869_at	83869	TTTY14	testis-specific transcript, Y-linked 14	Y	Yq11.222	-4.23	-0.57	0.14	0.68	-1.48	down	N/A	N/A
83876_at	83876	MRO	maestro	18	18q21	-11.28	-2.17	0.19	0.21	-4.8	down	N/A	N/A
83953_at	83953	FCAMR	Fc receptor, IgA, IgM, high affinity	1	1q32.1	-6.81	-3.61	0.53	0.1	-9.62	down	N/A	N/A
83959_at	83959	SLC4A11	solute carrier family 4, sodium bicarbonate transporter-like, member 11	20	20p12	-5.7	-0.76	0.13	0.6	-1.67	down	N/A	N/A
83983_at	83983	TSSK6	testis-specific serine kinase 6	19	19p13.11	-4.24	-0.42	0.1	0.74	-1.34	down	N/A	N/A
84059_at	84059	GPR98	G protein-coupled receptor 98	5	5q13	-4.33	-0.37	0.09	0.77	-1.29	down	N/A	N/A
84069_at	84069	PLEKHN1	pleckstrin homology domain containing, family N member 1	1	1p36.33	-5.96	-0.53	0.09	0.69	-1.44	down	N/A	N/A
84152_at	84152	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B (dopamine and cAMP regulated phosphoprotein, DARPP-32)	17	17q12	-4.96	-0.53	0.11	0.68	-1.47	down	N/A	N/A
84217_at	84217	ZMYND12	zinc finger, MYND-type containing 12	1	1p34.2	-7.45	-1.55	0.21	0.36	-2.77	down	N/A	N/A
84263_at	84263	HSDL2	hydroxysteroid dehydrogenase like 2	9	9q32	-4.34	-1.1	0.25	0.5	-2	down	N/A	N/A
84275_at	84275	SLC25A33	solute carrier family 25, member 33	1	1p36.22	-6.21	-1.42	0.23	0.39	-2.6	down	N/A	N/A
84276_at	84276	NICN1	nicolin 1	3	3p21.31	-6.68	-1.23	0.18	0.45	-2.24	down	N/A	N/A
84299_at	84299	C17orf37	chromosome 17 open reading frame 37	17	17q12	-4.18	-0.59	0.14	0.68	-1.46	down	N/A	N/A
84300_at	84300	C6orf125	chromosome 6 open reading frame 125	6	6p21.31	-4.99	-0.6	0.12	0.67	-1.5	down	N/A	N/A
84315_at	84315	MON1A	MON1 homolog A (yeast)	3	3p21.31	-4.47	-0.72	0.16	0.61	-1.65	down	N/A	N/A
84417_at	84417	C2orf40	chromosome 2 open reading frame 40	2	2q12.2	-4.61	-2.79	0.6	0.25	-3.99	down	N/A	N/A
84440_at	84440	RAB11FIP4	RAB11 family interacting protein 4 (class II)	17	-	-4.19	-0.57	0.14	0.7	-1.44	down	N/A	N/A
84461_at	84461	KIAA1787	KIAA1787 protein	17	17p13	-4.55	-0.37	0.08	0.77	-1.29	down	N/A	N/A
84517_at	84517	ARPM1	actin related protein M1	3	3q26.2	-4.9	-0.89	0.18	0.55	-1.82	down	N/A	N/A
84560_at	84560	MT4	metallothionein 4	16	16q13	-6.63	-1.51	0.23	0.37	-2.7	down	N/A	N/A
84619_at	84619	ZGPAT	zinc finger, CCCH-type with G patch domain	20	20q13.3	-9	-2.29	0.25	0.19	-5.23	down	N/A	N/A
84647_at	84647	PLA2G12B	phospholipase A2, group XIIB	10	10q22.1	-4.4	-1.43	0.32	0.43	-2.34	down	N/A	N/A
84676_at	84676	TRIM63	tripartite motif-containing 63	1	1p34-p33	-8.16	-2.07	0.25	0.21	-4.84	down	N/A	N/A
84681_at	84681	HINT2	histidine triad nucleotide binding protein 2	9	9p13.3	-7.02	-1.19	0.17	0.46	-2.19	down	N/A	N/A
84693_at	84693	MCEE	methylmalonyl CoA epimerase	2	2p13.3	-8.15	-0.92	0.11	0.53	-1.88	down	N/A	N/A
84706_at	84706	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2	16	16q12.1	-6.8	-2.17	0.32	0.24	-4.16	down	N/A	N/A
84735_at	84735	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	18	18q22.3	-11.15	-3.19	0.29	0.12	-8.07	down	N/A	N/A
84787_at	84787	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila)	19	19q13.42	-4.63	-0.62	0.13	0.65	-1.53	down	N/A	N/A
84803_at	84803	MAG1	lung cancer metastasis-associated protein	4	4q21.23	-7.25	-2.62	0.36	0.21	-4.69	down	N/A	N/A
84812_at	84812	PLCD4	phospholipase C, delta 4	2	2q35	-5.66	-1.8	0.32	0.35	-2.84	down	N/A	N/A
84818_at	84818	IL17RC	interleukin 17 receptor C	3	3p25.3	-4.91	-0.37	0.07	0.77	-1.29	down	N/A	N/A
84836_at	84836	ABHD14B	abhydrolase domain containing 14B	3	3p21.1	-10.09	-1.22	0.12	0.43	-2.33	down	N/A	N/A
84858_at	84858	ZNF503	zinc finger protein 503	10	10q22.2	-5.63	-0.54	0.1	0.68	-1.46	down	N/A	N/A
84866_at	84866	TMEM25	transmembrane protein 25	11	11q23.3	-4.31	-0.64	0.15	0.65	-1.53	down	N/A	N/A
84869_at	84869	CBR4	carbonyl reductase 4	4	4q32.3	-5.83	-0.79	0.14	0.59	-1.69	down	N/A	N/A
84895_at	84895	FAM73B	family with sequence similarity 73, member B	9	9q34.11	-4.45	-0.67	0.15	0.65	-1.55	down	N/A	N/A
84915_at	84915	C12orf34	chromosome 12 open reading frame 34	12	12q24.11	-4.84	-1.01	0.21	0.53	-1.88	down	N/A	N/A
84929_at	84929	FIBCD1	fibrinogen C domain containing 1	9	9q34.12-q34.13	-4.23	-0.46	0.11	0.73	-1.38	down	N/A	N/A
84947_at	84947	SERAC1	serine active site containing 1	6	6q25.3	-4.73	-0.74	0.16	0.61	-1.65	down	N/A	N/A
84952_at	84952	CGNL1	cingulin-like 1	15	15q21.3	-6.18	-2.72	0.44	0.24	-4.17	down	N/A	N/A
84971_at	84971	ATG4D	ATG4 autophagy related 4 homolog D (S. cerevisiae)	19	19p13.2	-4.19	-0.5	0.12	0.71	-1.42	down	N/A	N/A
84987_at	84987	C12orf62	chromosome 12 open reading frame 62	12	12q13.13	-4.77	-0.85	0.18	0.57	-1.74	down	N/A	N/A
85446_at	85446	ZFHX2	zinc finger homeobox 2	14	14q11.2	-4.75	-0.44	0.09	0.73	-1.36	down	N/A	N/A
85477_at	85477	SCIN	scinderin	7	7p21.3	-4.48	-2.07	0.46	0.41	-2.47	down	N/A	N/A
89801_at	89801	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	X	Xp11.23	-4.21	-0.35	0.08	0.79	-1.27	down	N/A	N/A
89882_at	89882	TPD52L3	tumor protein D52-like 3	9	9p24.1	-4.36	-0.38	0.09	0.76	-1.31	down	N/A	N/A
89927_at	89927	C16orf45	chromosome 16 open reading frame 45	16	16p13.11	-4.63	-0.75	0.16	0.61	-1.64	down	N/A	N/A
89944_at	89944	LOC89944	hypothetical protein BC008326	11	11q25	-4.4	-1.42	0.32	0.42	-2.41	down	N/A	N/A
90161_at	90161	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	X	Xq26.2	-23.1	-4.54	0.2	0.04	-26.23	down	N/A	N/A
90167_at	90167	FRMD7	FERM domain containing 7	X	Xq26-q27	-7.92	-1.04	0.13	0.48	-2.08	down	N/A	N/A
90226_at	90226	UCN2	urocortin 2	3	3p21.3	-4.38	-0.34	0.08	0.79	-1.26	down	N/A	N/A
90293_at	90293	KLHL13	kelch-like 13 (Drosophila)	X	Xq23-q24	-5.44	-1.81	0.33	0.36	-2.8	down	N/A	N/A
90507_at	90507	SCRN2	secernin 2	17	17q21.32	-8.66	-1.75	0.2	0.3	-3.36	down	N/A	N/A
90668_at	90668	C14orf121	chromosome 14 open reading frame 121	14	14q11.2-q12	-4.89	-0.43	0.09	0.74	-1.34	down	N/A	N/A
90736_at	90736	FAM104B	family with sequence similarity 104, member B	X	Xp11.21	-7.58	-1.32	0.17	0.4	-2.52	down	N/A	N/A
91614_at	91614	DEPDC7	DEP domain containing 7	11	11p13	-4.22	-1.7	0.4	0.36	-2.77	down	N/A	N/A
91689_at	91689	C22orf32	chromosome 22 open reading frame 32	22	22q13.2	-5.76	-0.73	0.13	0.61	-1.64	down	N/A	N/A
91703_at	91703	ACY3	aspartoacylase (aminocyclase) 3	11	11q13.2	-5.3	-1.16	0.22	0.47	-2.11	down	N/A	N/A
91894_at	91894	C11orf52	chromosome 11 open reading frame 52	11	11q23.1	-7.95	-1.56	0.2	0.35	-2.85	down	N/A	N/A
92086_at	92086	GGTLA4	gamma-glutamyltransferase-like activity 4	20	20p11.1	-4.39	-1.11	0.25	0.5	-1.99	down	N/A	N/A
92129_at	92129	RP11-321G1.2	hypothetical protein BC007652	X	Xq22.3	-5.06	-0.42	0.08	0.74	-1.35	down	N/A	N/A
92196_at	92196	LOC92196	death-associated protein-like 1	2	2q24.1	-4.5	-0.58	0.13	0.67	-1.48	down	N/A	N/A
92255_at	92255	LMBRD2	LMBR1 domain containing 2	5	5p13.2	-5.14	-0.71	0.14	0.62	-1.61	down	N/A	N/A
92292_at	92292	GLYATL1	glycine-N-acyltransferase-like 1	11	11q12.1	-6.24	-2.41	0.39	0.22	-4.5	down	N/A	N/A
92293_at	92293	TMEM132C	transmembrane protein 132C	12	12q24.32	-5.63	-0.52	0.09	0.7	-1.43	down	N/A	N/A
92558_at	92558	CCDC64	coiled-coil domain containing 64	12	12q24.23	-7.97	-1.58	0.2	0.35	-2.88	down	N/A	N/A
92737_at	92737	DNER	delta/notch-like EGF repeat containing	2	2q36.3	-12.36	-3.41	0.28	0.12	-8.49	down	N/A	N/A
92840_at	92840	REEP6	receptor accessory protein 6	19	19p13.3	-12.82	-3.12	0.24	0.1	-9.64	down	N/A	N/A
92960_at	92960	PEX11G	peroxisomal biogenesis factor 11 gamma	19	19p13.2	-5.42	-0.66	0.12	0.63	-1.58	down	N/A	N/A
93058_at	93058	COQ10A	coenzyme Q10 homolog A (S. cerevisiae)	12	12q13.2	-5.89	-1.13	0.19	0.49	-2.06	down	N/A	N/A
93100_at	93100	NAPRT1	nicotinate phosphoribosyltransferase domain containing 1	8	8q24.3	-5.47	-0.67	0.12	0.63	-1.59	down	N/A	N/A
93661_at	93661	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	12	12p12.3	-4.39	-0.39	0.09	0.76	-1.32	down	N/A	N/A
93664_at	93664	CADPS2	Ca2+-dependent activator protein for secretion 2	7	7q31.3	-4.92	-0.76	0.16	0.6	-1.66	down	N/A	N/A
93973_at	93973	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	3	-	-5.13	-0.51	0.1	0.71	-1.41	down	N/A	N/A
93974_at	93974	ATPIF1	ATPase inhibitory factor 1	1	-	-8.78	-0.87	0.1	0.55	-1.82	down	N/A	N/A
94097_at	94097	SFXN5	sideroflexin 5	2	-	-7.45	-0.72	0.1	0.6	-1.66	down	N/A	N/A
112483_at	112483	39174	spermidine/spermine N1-acetyltransferase 2	17	17p13.1	-10.23	-1.85	0.18	0.28	-3.58	down	N/A	N/A
112609_at	112609	C6orf117	chromosome 6 open reading frame 117	6	6q14.3	-14.68	-2.52	0.17	0.17	-5.86	down	N/A	N/A
112817_at	112817	C10orf65	chromosome 10 open reading frame 65	10	10q24.1	-7.47	-3.28	0.44	0.19	-5.23	down	N/A	N/A
112885_at	112885	PHF21B	PHD finger protein 21B	22	22q13.31	-5.46	-0.47	0.09	0.72	-1.39	down	N/A	N/A
112939_at	112939	BTBD14B	BTB (POZ) domain containing 14B	19	19p13.13	-4.75	-0.44	0.09	0.74	-1.35	down	N/A	N/A
113220_at	113220	KIF12	kinesin family member 12	9	9q32	-5.08	-0.76	0.15	0.6	-1.67	down	N/A	N/A
113230_at	113230	LOC113230	hypothetical protein LOC113230	19	19p13.12	-5.7	-0.67	0.12	0.62	-1.6	down	N/A	N/A
113251_at	113251	LARP4	La ribonucleoprotein domain family, member 4	12	12q13.13	-4.97	-0.67	0.14	0.64	-1.57	down	N/A	N/A
113278_at	113278	C20orf54	chromosome 20 open reading frame 54	20	20p13	-8.27	-0.91	0.11	0.54	-1.86	down	N/A	N/A
