Probe set	Symbol	Title	p value	Fold
206382_s_at	BDNF	brain-derived neurotrophic factor	0.008884	0.88
230583_s_at	ZNF75	zinc finger protein 75 (D8C6)	0.008884	0.79
243099_at	NFAM1	NFAT activating protein with ITAM motif 1	0.008884	0.76
244387_at	244387_at	Transcribed locus	0.008884	0.69
1553581_s_at	P18SRP	P18SRP protein	0.008888	0.73
1554692_at	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	0.008888	0.86
1563608_a_at	KCNT1	potassium channel, subfamily T, member 1	0.008888	0.91
201451_x_at	RHEB	Ras homolog enriched in brain	0.008888	0.71
224148_at	224148_at	---	0.008888	0.88
234277_at	234277_at	---	0.008888	0.9
237080_at	237080_at	Transcribed locus	0.008888	0.88
202190_at	CSTF1	cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa	0.008893	1.72
222966_at	222966_at	---	0.008893	0.87
231151_at	DLGAP3	discs, large (Drosophila) homolog-associated protein 3	0.008981	0.82
212925_at	C19orf21	chromosome 19 open reading frame 21	0.008984	0.77
243674_at	243674_at	---	0.009007	0.87
220889_s_at	CA10	carbonic anhydrase X	0.009203	0.9
216283_s_at	PVR	poliovirus receptor	0.009204	1.38
232226_at	LRRC4C	leucine rich repeat containing 4C	0.009204	0.68
215539_at	215539_at	---	0.009204	0.9
1438_at	EPHB3	EPH receptor B3	0.009256	0.85
1552274_at	PXK	PX domain containing serine/threonine kinase	0.009256	1.55
1552497_a_at	SLAMF6	SLAM family member 6	0.009256	0.68
1552619_a_at	ANLN	anillin, actin binding protein	0.009256	2.46
1552927_at	MAP3K7IP3	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	0.009256	1.7
1553163_at	ADPRHL1	ADP-ribosylhydrolase like 1	0.009256	0.88
1553600_at	TMIE	transmembrane inner ear	0.009256	0.83
1553623_at	MGC15705	hypothetical protein MGC15705	0.009256	0.86
1554327_a_at	CANT1	calcium activated nucleotidase 1	0.009256	1.41
1554508_at	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	0.009256	2.13
1554643_at	RGS11	regulator of G-protein signaling 11	0.009256	0.82
1554999_at	RASGEF1B	RasGEF domain family, member 1B	0.009256	0.77
1555266_a_at	ASXL2	additional sex combs like 2 (Drosophila)	0.009256	1.33
1555460_a_at	SLC39A6	solute carrier family 39 (zinc transporter), member 6	0.009256	1.85
1555612_s_at	G6PC	glucose-6-phosphatase, catalytic subunit	0.009256	2.56
1555811_at	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	0.009256	0.84
1556037_s_at	HHIP	hedgehog interacting protein	0.009256	0.87
1556178_x_at	TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	0.009256	1.28
1557867_s_at	C9orf117	chromosome 9 open reading frame 117	0.009256	0.84
1558201_s_at	SLC4A1AP	solute carrier family 4 (anion exchanger), member 1, adaptor protein	0.009256	1.36
1558661_at	1558661_at	Homo sapiens, clone IMAGE:5539086, mRNA	0.009256	0.88
1558906_a_at	1558906_a_at	CDNA clone IMAGE:5265020	0.009256	1.4
1558972_s_at	C6orf190	chromosome 6 open reading frame 190	0.009256	0.76
1559324_at	LOC220594	TL132 protein	0.009256	0.84
1559517_a_at	SPIRE1	spire homolog 1 (Drosophila)	0.009256	0.85
1559806_at	1559806_at	Homo sapiens, clone IMAGE:5166543, mRNA	0.009256	0.82
1561221_x_at	LOC728099	hypothetical protein LOC728099	0.009256	0.83
1562386_s_at	ZNF501	zinc finger protein 501	0.009256	1.23
1562817_at	1562817_at	CDNA clone IMAGE:5303547	0.009256	0.86
1562888_at	GLB1L3	galactosidase, beta 1 like 3	0.009256	0.88
1566809_a_at	1566809_a_at	CDNA clone IMAGE:5272727	0.009256	0.8
1568249_at	SNORA71B	small nucleolar RNA, H/ACA box 71B	0.009256	0.77
1568941_a_at	1568941_a_at	---	0.009256	1.17
1569294_at	RNF187	Ring finger protein 187	0.009256	1.17
1569703_a_at	1569703_a_at	Homo sapiens, clone IMAGE:4043297, mRNA	0.009256	0.65
200662_s_at	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	0.009256	1.79
200862_at	DHCR24	24-dehydrocholesterol reductase	0.009256	1.49
201075_s_at	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	0.009256	1.77
201160_s_at	CSDA	cold shock domain protein A	0.009256	0.53
201218_at	CTBP2	C-terminal binding protein 2	0.009256	0.57
201308_s_at	41163	septin 11	0.009256	1.58
201325_s_at	EMP1	epithelial membrane protein 1	0.009256	0.48
201493_s_at	PUM2	pumilio homolog 2 (Drosophila)	0.009256	1.26
201578_at	PODXL	podocalyxin-like	0.009256	0.56
201618_x_at	GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	0.009256	1.4
201693_s_at	EGR1	early growth response 1	0.009256	0.29
201705_at	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	0.009256	1.59
201708_s_at	NIPSNAP1	nipsnap homolog 1 (C. elegans)	0.009256	1.42
201720_s_at	LAPTM5	lysosomal associated multispanning membrane protein 5	0.009256	0.55
201815_s_at	TBC1D5	TBC1 domain family, member 5	0.009256	1.32
202000_at	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	0.009256	1.46
202019_s_at	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	0.009256	1.4
202107_s_at	MCM2	minichromosome maintenance complex component 2	0.009256	2.06
202139_at	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	0.009256	1.84
202413_s_at	USP1	ubiquitin specific peptidase 1	0.009256	1.48
202436_s_at	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1	0.009256	0.37
202540_s_at	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.009256	1.89
202601_s_at	HTATSF1	HIV-1 Tat specific factor 1	0.009256	1.48
202650_s_at	KIAA0195	KIAA0195	0.009256	1.23
202992_at	C7	complement component 7	0.009256	0.21
203165_s_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	0.009256	1.81
203311_s_at	ARF6	ADP-ribosylation factor 6	0.009256	1.38
203449_s_at	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	0.009256	1.62
203621_at	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa	0.009256	1.44
203731_s_at	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	0.009256	1.19
203741_s_at	ADCY7	adenylate cyclase 7	0.009256	0.54
203821_at	HBEGF	heparin-binding EGF-like growth factor	0.009256	0.75
203830_at	C17orf75	chromosome 17 open reading frame 75	0.009256	1.67
203870_at	USP46	ubiquitin specific peptidase 46	0.009256	1.61
203998_s_at	SYT1	synaptotagmin I	0.009256	1.63
204094_s_at	TSC22D2	TSC22 domain family, member 2	0.009256	0.68
204111_at	HNMT	histamine N-methyltransferase	0.009256	1.49
204114_at	NID2	nidogen 2 (osteonidogen)	0.009256	0.61
204150_at	STAB1	stabilin 1	0.009256	0.64
204226_at	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	0.009256	1.59
204316_at	RGS10	regulator of G-protein signaling 10	0.009256	0.74
204436_at	PLEKHQ1	pleckstrin homology domain containing, family Q member 1	0.009256	0.71
204509_at	CA12	carbonic anhydrase XII	0.009256	0.87
204822_at	TTK	TTK protein kinase	0.009256	2.62
204961_s_at	NCF1 /// NCF1B /// NCF1C	neutrophil cytosolic factor 1, (chronic granulomatous disease, autosomal 1) /// neutrophil cytosolic factor 1B pseudogene /// neutrophil cytosolic factor 1C pseudogene	0.009256	0.7
204965_at	GC	group-specific component (vitamin D binding protein)	0.009256	1.42
205140_at	FPGT	fucose-1-phosphate guanylyltransferase	0.009256	1.68
205170_at	STAT2	signal transducer and activator of transcription 2, 113kDa	0.009256	1.52
205664_at	KIN	KIN, antigenic determinant of recA protein homolog (mouse)	0.009256	1.5
205683_x_at	TPSAB1 /// TPSB2	tryptase alpha/beta 1 /// tryptase beta 2	0.009256	0.72
205717_x_at	############	protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily C, 5 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 1	0.009256	0.66
205778_at	KLK7	kallikrein-related peptidase 7	0.009256	0.85
206146_s_at	RHAG	Rh-associated glycoprotein	0.009256	0.79
206280_at	CDH18	cadherin 18, type 2	0.009256	0.81
206723_s_at	EDG4	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4	0.009256	0.71
207170_s_at	LETMD1	LETM1 domain containing 1	0.009256	1.41
207338_s_at	ZNF200	zinc finger protein 200	0.009256	1.46
207637_at	WSCD2	WSC domain containing 2	0.009256	0.84
207643_s_at	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	0.009256	0.69
207659_s_at	MOBP	myelin-associated oligodendrocyte basic protein	0.009256	0.89
207709_at	PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	0.009256	1.62
207741_x_at	TPSAB1 /// TPSB2	tryptase alpha/beta 1 /// tryptase beta 2	0.009256	0.75
207962_at	CAPN11	calpain 11	0.009256	0.89
208104_s_at	TSC22D4	TSC22 domain family, member 4	0.009256	0.75
208217_at	GABRR2	gamma-aminobutyric acid (GABA) receptor, rho 2	0.009256	0.85
208485_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	0.009256	1.29
208538_at	ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	0.009256	0.8
208723_at	USP11	ubiquitin specific peptidase 11	0.009256	1.39
208846_s_at	VDAC3	voltage-dependent anion channel 3	0.009256	1.72
208853_s_at	CANX	calnexin	0.009256	1.76
208948_s_at	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	0.009256	1.34
208979_at	NCOA6	nuclear receptor coactivator 6	0.009256	1.35
209036_s_at	MDH2	malate dehydrogenase 2, NAD (mitochondrial)	0.009256	1.48
209096_at	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2	0.009256	1.75
209233_at	EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)	0.009256	1.58
209266_s_at	SLC39A8	solute carrier family 39 (zinc transporter), member 8	0.009256	0.79
209277_at	TFPI2	tissue factor pathway inhibitor 2	0.009256	0.75
209278_s_at	TFPI2	tissue factor pathway inhibitor 2	0.009256	0.41
209532_at	PLAA	phospholipase A2-activating protein	0.009256	1.42
209833_at	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	0.009256	1.57
209860_s_at	ANXA7	annexin A7	0.009256	1.49
210210_at	MPZL1	myelin protein zero-like 1	0.009256	0.64
210279_at	GPR18	G protein-coupled receptor 18	0.009256	0.77
210805_x_at	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	0.009256	0.77
210807_s_at	SLC16A7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)	0.009256	2.26
210974_s_at	AP3D1	adaptor-related protein complex 3, delta 1 subunit	0.009256	1.48
211121_s_at	DOK1	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	0.009256	0.82
211136_s_at	CLPTM1	cleft lip and palate associated transmembrane protein 1	0.009256	1.67
211162_x_at	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	0.009256	3.6
211230_s_at	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	0.009256	0.7
211370_s_at	MAP2K5	mitogen-activated protein kinase kinase 5	0.009256	1.46
211384_s_at	CASR	calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)	0.009256	0.93
211484_s_at	DSCAM	Down syndrome cell adhesion molecule	0.009256	0.83
211559_s_at	CCNG2	cyclin G2	0.009256	1.69
211597_s_at	HOP	homeodomain-only protein	0.009256	0.5
211663_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)	0.009256	0.48
211776_s_at	EPB41L3	erythrocyte membrane protein band 4.1-like 3	0.009256	0.71
211797_s_at	NFYC	nuclear transcription factor Y, gamma	0.009256	1.76
211925_s_at	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	0.009256	1.53
212168_at	RBM12	RNA binding motif protein 12	0.009256	1.63
212565_at	STK38L	serine/threonine kinase 38 like	0.009256	0.67
212627_s_at	EXOSC7	exosome component 7	0.009256	1.27
212998_x_at	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	0.009256	0.45
213031_s_at	WDR73	WD repeat domain 73	0.009256	1.25
213242_x_at	KIAA0284	KIAA0284	0.009256	0.73
213469_at	PGAP1	GPI deacylase	0.009256	1.57
213590_at	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	0.009256	0.86
213642_at	213642_at	---	0.009256	0.68
214054_at	DOK2	docking protein 2, 56kDa	0.009256	0.78
214290_s_at	HIST2H2AA3 /// HIST2H2AA4	histone cluster 2, H2aa3 /// histone cluster 2, H2aa4	0.009256	2.25
214659_x_at	YLPM1	YLP motif containing 1	0.009256	1.54
214691_x_at	FAM63B	family with sequence similarity 63, member B	0.009256	1.59
214701_s_at	FN1	fibronectin 1	0.009256	2.33
214774_x_at	TOX3	TOX high mobility group box family member 3	0.009256	2.65
214787_at	DENND4A	DENN/MADD domain containing 4A	0.009256	1.6
214831_at	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	0.009256	1.45
214959_s_at	API5	apoptosis inhibitor 5	0.009256	1.61
215207_x_at	LOC646208 /// LOC654174 /// LOC729148 /// YDD19	YDD19 protein /// hypothetical LOC646208 /// similar to CG4775-PA /// similar to lethal (2) k00619 CG4775-PA	0.009256	1.61
215225_s_at	GPR17	G protein-coupled receptor 17	0.009256	0.86
216445_at	PRDM2	PR domain containing 2, with ZNF domain	0.009256	0.85
216907_x_at	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	0.009256	0.78
216962_at	OR5T2 /// RPAIN	RPA interacting protein /// olfactory receptor, family 5, subfamily T, member 2	0.009256	1.15
217160_at	TSPY1	testis specific protein, Y-linked 1	0.009256	0.84
217463_s_at	C11orf9	chromosome 11 open reading frame 9	0.009256	1.12
217539_at	C18orf25	chromosome 18 open reading frame 25	0.009256	1.15
217986_s_at	BAZ1A	bromodomain adjacent to zinc finger domain, 1A	0.009256	0.66
218001_at	MRPS2	mitochondrial ribosomal protein S2	0.009256	1.5
218162_at	OLFML3	olfactomedin-like 3	0.009256	0.42
218541_s_at	C8orf4	chromosome 8 open reading frame 4	0.009256	0.39
218589_at	P2RY5	purinergic receptor P2Y, G-protein coupled, 5	0.009256	0.65
218597_s_at	CISD1	CDGSH iron sulfur domain 1	0.009256	1.76
219001_s_at	WDR32	WD repeat domain 32	0.009256	1.71
219104_at	RNF141	ring finger protein 141	0.009256	1.46
219137_s_at	C2orf33	chromosome 2 open reading frame 33	0.009256	1.66
219262_at	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	0.009256	1.2
219267_at	GLTP	glycolipid transfer protein	0.009256	1.5
219385_at	SLAMF8	SLAM family member 8	0.009256	0.68
219407_s_at	LAMC3	laminin, gamma 3	0.009256	0.67
219621_at	CLSPN	claspin homolog (Xenopus laevis)	0.009256	0.83
219812_at	PVRIG	poliovirus receptor related immunoglobulin domain containing	0.009256	0.61
219868_s_at	ANKFY1	ankyrin repeat and FYVE domain containing 1	0.009256	1.41
219911_s_at	SLCO4A1	solute carrier organic anion transporter family, member 4A1	0.009256	0.79
220395_at	DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	0.009256	0.85
220433_at	PRRG3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)	0.009256	0.84
220491_at	HAMP	hepcidin antimicrobial peptide	0.009256	0.21
220742_s_at	NGLY1	N-glycanase 1	0.009256	1.34
221229_s_at	FLJ20628	hypothetical protein FLJ20628	0.009256	1.36
221353_at	OR3A1	olfactory receptor, family 3, subfamily A, member 1	0.009256	0.88
221396_at	TAS2R7	taste receptor, type 2, member 7	0.009256	0.88
221555_x_at	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	0.009256	1.7
221658_s_at	IL21R	interleukin 21 receptor	0.009256	0.78
221695_s_at	MAP3K2	mitogen-activated protein kinase kinase kinase 2	0.009256	1.72
222557_at	STMN3	stathmin-like 3	0.009256	0.66
222577_at	CCDC90B	Coiled-coil domain containing 90B	0.009256	1.14
222624_s_at	ZNF639	zinc finger protein 639	0.009256	1.6
222843_at	FIGNL1	fidgetin-like 1	0.009256	1.93
222899_at	ITGA11	integrin, alpha 11	0.009256	0.7
223001_at	DC2	DC2 protein	0.009256	1.43
223014_at	UBE2R2	ubiquitin-conjugating enzyme E2R 2	0.009256	1.28
223015_at	EIF2A	eukaryotic translation initiation factor 2A, 65kDa	0.009256	1.3
223207_x_at	PHPT1	phosphohistidine phosphatase 1	0.009256	1.51
223229_at	UBE2T	ubiquitin-conjugating enzyme E2T (putative)	0.009256	2.16
223275_at	PRMT6	protein arginine methyltransferase 6	0.009256	2.29
223656_s_at	C1orf91	chromosome 1 open reading frame 91	0.009256	1.16
223758_s_at	GTF2H2	general transcription factor IIH, polypeptide 2, 44kDa	0.009256	1.97
223947_s_at	MED23	mediator complex subunit 23	0.009256	1.45
224430_s_at	MTO1	mitochondrial translation optimization 1 homolog (S. cerevisiae)	0.009256	1.7
224865_at	MLSTD2	male sterility domain containing 2	0.009256	0.7
225024_at	C20orf77	chromosome 20 open reading frame 77	0.009256	1.46
225253_s_at	METTL2A /// METTL2B	methyltransferase like 2B /// methyltransferase like 2A	0.009256	2.11
225438_at	NUDCD1	NudC domain containing 1	0.009256	1.49
225456_at	MED1	mediator complex subunit 1	0.009256	1.62
225597_at	SLC45A4	solute carrier family 45, member 4	0.009256	0.61
225644_at	CCDC117	coiled-coil domain containing 117	0.009256	1.6
225702_at	C8orf76	chromosome 8 open reading frame 76	0.009256	1.8
225774_at	RSPRY1	ring finger and SPRY domain containing 1	0.009256	1.65
225840_at	TEF	thyrotrophic embryonic factor	0.009256	1.53
225954_s_at	MIDN	midnolin	0.009256	0.56
226236_at	LOC388789	hypothetical gene supported by AF147354	0.009256	1.45
226287_at	CCDC34	coiled-coil domain containing 34	0.009256	1.76
226357_at	USP19	ubiquitin specific peptidase 19	0.009256	1.25
226561_at	LOC285086	hypothetical protein LOC285086	0.009256	1.53
226648_at	HIF1AN	hypoxia-inducible factor 1, alpha subunit inhibitor	0.009256	2.03
226698_at	FCHSD1	FCH and double SH3 domains 1	0.009256	0.71
226829_at	AFAP1L2	actin filament associated protein 1-like 2	0.009256	0.86
226868_at	GLT8D3	glycosyltransferase 8 domain containing 3	0.009256	1.49
227396_at	PTPRJ	protein tyrosine phosphatase, receptor type, J	0.009256	1.31
227480_at	SUSD2	sushi domain containing 2	0.009256	0.41
227733_at	TMEM63C	transmembrane protein 63C	0.009256	0.88
228067_at	C2orf55	chromosome 2 open reading frame 55	0.009256	0.57
228181_at	SLC30A1	solute carrier family 30 (zinc transporter), member 1	0.009256	2.27
228211_at	C9orf102	chromosome 9 open reading frame 102	0.009256	1.19
228376_at	GGTA1 /// LOC731515	glycoprotein, alpha-galactosyltransferase 1 /// similar to glycoprotein galactosyltransferase alpha 1, 3	0.009256	0.7
228665_at	CYYR1	cysteine/tyrosine-rich 1	0.009256	0.57
228823_at	POLR2J2	DNA directed RNA polymerase II polypeptide J-related	0.009256	0.71
228903_at	FLJ37464	hypothetical protein FLJ37464	0.009256	0.72
229459_at	FAM19A5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	0.009256	0.51
230185_at	THAP9	THAP domain containing 9	0.009256	1.42
230526_at	230526_at	CDNA clone IMAGE:5286005	0.009256	0.83
230640_at	230640_at	Transcribed locus	0.009256	0.75
230758_at	GEMIN8	gem (nuclear organelle) associated protein 8	0.009256	1.48
230800_at	ADCY4	adenylate cyclase 4	0.009256	0.76
231071_at	231071_at	Transcribed locus, strongly similar to XP_531135.1  hypothetical protein XP_531135 [Pan troglodytes]	0.009256	1.34
231112_at	SNRPE	small nuclear ribonucleoprotein polypeptide E	0.009256	1.39
231529_at	MEG3	Maternally expressed 3	0.009256	0.83
231947_at	MYCT1	myc target 1	0.009256	0.67
232306_at	CDH26	cadherin-like 26	0.009256	0.83
232416_at	BRUNOL5	bruno-like 5, RNA binding protein (Drosophila)	0.009256	0.81
232568_at	MGC24103	hypothetical protein MGC24103	0.009256	0.81
232654_s_at	UGT1A6	UDP glucuronosyltransferase 1 family, polypeptide A6	0.009256	4.61
233208_x_at	CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	0.009256	1.52
233292_s_at	ANKHD1 /// MASK-BP3	ankyrin repeat and KH domain containing 1 /// MASK-4E-BP3 alternate reading frame gene	0.009256	1.56
233573_s_at	WDR6	WD repeat domain 6	0.009256	1.35
233606_at	233606_at	CDNA FLJ11424 fis, clone HEMBA1001026	0.009256	0.88
233706_at	233706_at	CDNA: FLJ21147 fis, clone CAS09371	0.009256	0.76
233904_at	233904_at	Clone IMAGE:115304 mRNA sequence	0.009256	0.91
234061_at	234061_at	CDNA FLJ12400 fis, clone MAMMA1002782	0.009256	0.84
234360_at	234360_at	---	0.009256	1.12
234926_s_at	C20orf43	chromosome 20 open reading frame 43	0.009256	1.43
234997_x_at	234997_x_at	CDNA clone IMAGE:4794941	0.009256	0.66
235051_at	CCDC50	coiled-coil domain containing 50	0.009256	1.58
235331_x_at	PCGF5	polycomb group ring finger 5	0.009256	1.99
235489_at	RHOJ	ras homolog gene family, member J	0.009256	0.56
235879_at	MBNL1	Muscleblind-like (Drosophila)	0.009256	0.53
236298_at	PDSS1	Prenyl (decaprenyl) diphosphate synthase, subunit 1	0.009256	0.79
236341_at	CTLA4	cytotoxic T-lymphocyte-associated protein 4	0.009256	0.69
236457_at	236457_at	Full length insert cDNA clone ZD45E09	0.009256	0.73
237000_at	237000_at	Transcribed locus	0.009256	0.85
237367_x_at	CFLAR	CASP8 and FADD-like apoptosis regulator	0.009256	0.73
237551_at	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	0.009256	0.89
237624_at	237624_at	Transcribed locus	0.009256	0.6
237773_at	237773_at	Transcribed locus	0.009256	0.82
238028_at	FLJ90086	similar to AI661453 protein	0.009256	0.77
238051_x_at	PWWP2	PWWP domain containing 2	0.009256	0.73
238388_x_at	238388_x_at	Transcribed locus	0.009256	0.8
238417_at	PGM2L1	phosphoglucomutase 2-like 1	0.009256	0.8
239042_at	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	0.009256	1.38
239053_at	CIAO1	Cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)	0.009256	1.23
239135_at	239135_at	Transcribed locus	0.009256	1.73
239352_at	SLC6A15	solute carrier family 6, member 15	0.009256	0.84
239669_at	239669_at	Transcribed locus	0.009256	1.49
239694_at	TRIM7	tripartite motif-containing 7	0.009256	0.75
239778_x_at	239778_x_at	Transcribed locus	0.009256	0.59
239876_at	239876_at	Transcribed locus	0.009256	0.59
239909_at	ADAMTSL1	ADAMTS-like 1	0.009256	0.81
239969_at	239969_at	Transcribed locus	0.009256	0.74
240083_at	MEG8	Maternally expressed (in Callipyge) 8	0.009256	0.87
240151_at	LOC404266	Hypothetical LOC404266	0.009256	0.83
240527_at	240527_at	---	0.009256	0.75
240852_at	240852_at	---	0.009256	0.89
241381_at	CXorf36	chromosome X open reading frame 36	0.009256	0.81
241612_at	241612_at	Full length insert cDNA clone ZD20D09	0.009256	0.88
242064_at	SDK2	sidekick homolog 2 (chicken)	0.009256	0.78
242184_s_at	SFRS12	Splicing factor, arginine/serine-rich 12	0.009256	0.79
242360_at	LDB2	LIM domain binding 2	0.009256	0.87
243410_at	243410_at	Transcribed locus	0.009256	0.48
243981_at	STK4	serine/threonine kinase 4	0.009256	0.53
244171_at	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	0.009256	1.22
244825_at	SHROOM4	shroom family member 4	0.009256	0.75
44790_s_at	C13orf18	chromosome 13 open reading frame 18	0.009256	0.77
90610_at	LRCH4	leucine-rich repeats and calponin homology (CH) domain containing 4	0.009256	0.81
219890_at	CLEC5A	C-type lectin domain family 5, member A	0.009504	0.77
207671_s_at	BEST1	bestrophin 1	0.00961	0.78
232984_at	HYDIN	hydrocephalus inducing homolog (mouse)	0.00961	0.81
233532_x_at	IFT52	intraflagellar transport 52 homolog (Chlamydomonas)	0.00961	1.31
1562550_at	1562550_at	CDNA FLJ40549 fis, clone THYMU2001916	0.009618	0.87
216145_at	216145_at	Velo-cardio-facial syndrome 22q11 region mRNA sequence	0.009618	0.86
229172_at	HSPA12B	heat shock 70kD protein 12B	0.009618	0.74
230464_at	EDG8	endothelial differentiation, sphingolipid G-protein-coupled receptor, 8	0.009618	0.83
241471_at	LOC730236 /// LOC730635	hypothetical protein LOC730236 /// hypothetical protein LOC730635	0.009618	0.86
225618_at	ARHGAP27	Rho GTPase activating protein 27	0.009623	0.78
210755_at	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	0.009627	0.8
231918_s_at	GFM2	G elongation factor, mitochondrial 2	0.009627	2.48
243470_at	243470_at	---	0.009627	0.65
231133_at	C2orf39	chromosome 2 open reading frame 39	0.010299	0.85
1555653_at	HNRPA3	heterogeneous nuclear ribonucleoprotein A3	0.010432	0.77
203684_s_at	BCL2	B-cell CLL/lymphoma 2	0.010432	0.81
210133_at	CCL11	chemokine (C-C motif) ligand 11	0.010432	0.75
216233_at	CD163	CD163 molecule	0.010432	0.61
217595_at	217595_at	CDNA FLJ38048 fis, clone CTONG2014264	0.010432	1.16
223670_s_at	HEMGN	hemogen	0.010432	0.81
241548_at	241548_at	---	0.010432	0.84
1563916_at	LOC283089	hypothetical protein LOC283089	0.010435	0.84
1569401_at	CLEC12A	C-type lectin domain family 12, member A	0.010435	0.85
238603_at	LOC254559	hypothetical protein LOC254559	0.010435	0.86
209738_x_at	PSG6	pregnancy specific beta-1-glycoprotein 6	0.010441	0.86
213673_x_at	NENF	Neuron derived neurotrophic factor	0.010441	0.77
222823_at	IPPK	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	0.010441	0.85
235134_at	235134_at	CDNA FLJ30156 fis, clone BRACE2000487	0.010441	1.78
241068_at	241068_at	Transcribed locus	0.010441	0.83
1566916_at	HPYR1	Helicobacter pylori responsive 1	0.01045	0.89
206684_s_at	ATF7	activating transcription factor 7	0.01045	0.88
238078_at	238078_at	Transcribed locus	0.01045	1.29
1561360_at	1561360_at	CDNA clone IMAGE:5272441	0.010801	0.88
240154_at	240154_at	Transcribed locus	0.010801	0.8
1552501_a_at	GPBAR1	G protein-coupled bile acid receptor 1	0.010857	0.75
1552667_a_at	SH2D3C	SH2 domain containing 3C	0.010857	0.76
1552749_a_at	KLC3	kinesin light chain 3	0.010857	0.78
1552899_at	RP4-662A9.2	hypothetical protein MGC34034	0.010857	0.81
1552928_s_at	MAP3K7IP3	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	0.010857	2.05
