NCBI.refseq	mouse.gene.symbol	chr	num.cellline.eligible	num.cellline.mono	num.cellline.mono.trend
NM_009275	Srprb	chr9	4	0	0
NM_013761	Srr	chr11	2	0	0
NM_027323	Srrd	chr5	4	0	1
NM_016799	Srrm1	chr4	0	0	0
NM_001109910	Srrt	chr5	0	0	0
NM_029688	Srxn1	chr2	4	0	0
NM_178750	Ss18l1	chr2	4	0	0
NM_212468	Ssbp1	chr6	0	0	0
NM_080558	Ssfa2	chr2	4	0	0
NM_198109	Ssh1	chr5	4	0	0
NM_177710	Ssh2	chr11	4	0	0
NM_198113	Ssh3	chr19	0	0	0
NM_023464	Ssna1	chr2	4	0	0
NM_010656	Sspn	chr6	4	0	0
NM_025965	Ssr1	chr13	4	0	0
NM_025448	Ssr2	chr3	4	0	0
NM_026155	Ssr3	chr3	4	0	0
NM_182990	Ssrp1	chr2	2	0	0
NM_026899	Ssu72	chr4	4	0	0
NM_138744	Ssx2ip	chr3	4	0	0
NM_133726	St13	chr15	4	0	0
NM_011176	St14	chr9	0	0	0
NM_173868	St18	chr1	1	0	1
NM_009177	St3gal1	chr15	0	0	0
NM_009176	St3gal3	chr4	0	0	0
NM_009178	St3gal4	chr9	4	0	0
NM_018784	St3gal6	chr16	4	2	0
NM_001001326	St5	chr7	1	0	0
NM_145933	St6gal1	chr16	4	0	1
NM_172829	St6gal2	chr17	4	1	0
NM_011372	St6galnac3	chr3	3	0	0
NM_011373	St6galnac4	chr2	4	0	0
NM_012028	St6galnac5	chr3	0	0	0
NM_001025310	St6galnac6	chr2	0	0	0
NM_016973	St6galnac6	chr2	0	0	0
NM_153091	St7l	chr3	4	0	0
NM_009183	St8sia4	chr1	0	0	0
NM_009282	Stag1	chr9	4	0	0
NM_001077712	Stag2	chrX	0	0	0
NM_011484	Stam	chr2	4	0	1
NM_019667	Stam2	chr2	4	0	0
NM_024239	Stambp	chr6	4	0	0
NM_029682	Stambpl1	chr19	4	0	0
NM_145934	Stap2	chr17	0	0	0
NM_011485	Star	chr8	0	0	0
NM_019990	Stard10	chr7	4	0	0
NM_021547	Stard3	chr11	4	0	0
NM_024270	Stard3nl	chr13	4	0	0
NM_133774	Stard4	chr18	4	0	0
NM_023377	Stard5	chr7	3	0	0
NM_029019	Stard6	chr18	1	0	0
NM_139308	Stard7	chr2	4	0	0
NM_199018	Stard8	chrX	0	0	0
NM_009283	Stat1	chr1	4	0	1
NM_019963	Stat2	chr10	4	0	0
NM_025303	Stau2	chr1	0	0	0
NM_009285	Stc1	chr14	2	0	1
NM_009185	Stil	chr4	3	0	0
NM_009287	Stim1	chr7	4	0	0
NM_001081103	Stim2	chr5	4	0	0
NM_016737	Stip1	chr19	4	0	0
NM_009288	Stk10	chr11	3	0	1
NM_011492	Stk11	chr10	4	0	0
NM_027886	Stk11ip	chr1	4	0	0
NM_011494	Stk16	chr1	4	0	1
NM_133810	Stk17b	chr1	4	0	1
NM_019442	Stk19	chr17	4	0	0
NM_145465	Stk24	chr14	4	0	1
NM_021537	Stk25	chr1	4	0	1
NM_019635	Stk3	chr15	4	0	0
NM_011973	Stk30	chr12	2	0	0
NM_178749	Stk32a	chr18	1	0	1
NM_022416	Stk32b	chr5	2	0	1
NM_175031	Stk36	chr1	1	0	0
NM_134115	Stk38	chr17	4	0	0
NM_016866	Stk39	chr2	4	0	0
NM_021420	Stk4	chr2	4	0	0
NM_019641	Stmn1	chr4	4	2	1
NR_029430	Stmn1-rs1	chr9	0	0	0
NM_025285	Stmn2	chr3	0	0	0
NM_013515	Stom	chr2	4	3	1
NM_023231	Stoml2	chr4	4	0	0
NM_029858	Ston1	chr17	4	0	2
NM_175367	Ston2	chr12	0	0	0
NM_001033260	Stox1	chr10	0	0	0
NM_001114311	Stox2	chr8	0	0	0
NM_028126	Strada	chr11	4	0	0
NM_172656	Stradb	chr1	4	0	0
NM_009261	Strbp	chr2	4	0	0
NM_008408	Stt3a	chr9	4	0	0
NM_019719	Stub1	chr17	2	0	1
NM_133887	Stx12	chr4	4	0	0
NM_026343	Stx17	chr4	4	0	0
NM_026959	Stx18	chr5	4	0	0
NM_016801	Stx1a	chr5	2	0	0
NM_024414	Stx1b	chr7	3	0	0
NM_007941	Stx2	chr5	4	0	0
NM_009294	Stx4a	chr7	4	0	0
NM_001167799	Stx5a	chr19	0	0	0
NM_019829	Stx5a	chr19	0	0	0
NM_021433	Stx6	chr1	4	0	2
NM_016797	Stx7	chr10	4	0	0
NM_018768	Stx8	chr11	4	0	0
NM_009295	Stxbp1	chr2	0	0	0
NM_011503	Stxbp2	chr8	1	0	1
NM_011504	Stxbp3a	chr3	4	0	0
NM_011505	Stxbp4	chr11	4	0	1
NM_001081344	Stxbp5	chr10	2	0	0
NM_144552	Stxbp6	chr12	3	0	0
NM_019637	Styx	chr14	4	0	0
NM_011294	Sub1	chr15	4	0	1
NM_011506	Sucla2	chr14	4	0	0
NM_019879	Suclg1	chr6	4	0	0
NM_011507	Suclg2	chr6	4	0	0
NM_001122666	Suds3	chr5	0	0	0
NM_178622	Suds3	chr5	3	0	2
NM_026474	Sugt1	chr14	4	0	0
NM_172294	Sulf1	chr1	0	0	0
NM_028072	Sulf2	chr2	4	0	0
NM_145937	Sumf1	chr6	4	0	0
NM_026445	Sumf2	chr5	4	0	0
NM_133354	Sumo2	chr11	4	0	0
NM_019929	Sumo3	chr10	4	0	0
NM_024451	Sun1	chr5	4	0	0
NM_194342	Sun2	chr15	4	0	0
NM_173733	Suox	chr10	4	0	0
NM_033618	Supt16h	chr14	4	0	0
NM_178652	Supt3h	chr17	3	0	0
NM_009296	Supt4h1	chr11	4	4	0
NM_013676	Supt5h	chr7	4	0	0
NM_009297	Supt6h	chr11	4	0	0
NM_028150	Supt7l	chr5	4	0	0
NM_181423	Supv3l1	chr10	4	0	0
NM_013677	Surf1	chr2	4	0	0
NM_013678	Surf2	chr2	4	0	0
NM_011512	Surf4	chr2	4	0	0
NM_009298	Surf6	chr2	4	0	0
NM_001163288	Susd1	chr4	0	0	0
NM_027890	Susd2	chr10	0	0	0
NM_144796	Susd4	chr1	3	0	0
NM_001101510	Susd5	chr9	1	0	0
NM_011514	Suv39h1	chrX	4	4	0
NM_022030	Sv2a	chr3	4	0	0
NM_029210	Sv2c	chr13	0	0	0
NM_022814	Svep1	chr4	1	0	0
NM_153153	Svil	chr18	4	0	0
NM_026805	Svop	chr5	4	0	0
NM_009302	Swap70	chr7	4	0	0
NM_025932	Syap1	chrX	4	4	0
NM_011517	Sycp3	chr10	0	0	0
NM_027875	Syde1	chr10	3	0	0
NM_001166064	Syde2	chr3	2	0	0
NM_026780	Syf2	chr4	4	0	0
NM_011518	Sykb	chr13	3	2	0
NM_026605	Sympk	chr7	4	0	0
NM_001111015	Syn2	chr6	3	0	1
NM_013681	Syn2	chr6	4	0	1
NM_013722	Syn3	chr10	0	0	0
NM_023485	Sync	chr4	1	1	0
NM_019796	Syncrip	chr9	4	1	1
NM_001079686	Syne1	chr10	3	0	0
NM_153399	Syne1	chr10	2	0	0
NM_001005510	Syne2	chr12	3	0	0
NM_009303	Syngr1	chr15	4	0	1
NM_207708	Syngr1	chr15	0	0	0
NM_009304	Syngr2	chr11	4	0	1
NM_025292	Synj2bp	chr12	3	0	0
NM_001109975	Synpo	chr18	0	0	0
NM_001115009	Synrg	chr11	1	0	0
NM_194341	Synrg	chr11	3	0	1
NM_009305	Syp	chrX	2	2	0
NM_025575	Sys1	chr2	4	0	1
NM_009306	Syt1	chr10	0	0	0
NM_018804	Syt11	chr3	4	0	0
NM_030725	Syt13	chr2	2	0	0
NM_172804	Syt16	chr12	3	0	0
NM_138649	Syt17	chr7	1	0	0
NM_009308	Syt4	chr18	0	0	0
NM_018800	Syt6	chr3	0	0	0
NM_021889	Syt9	chr7	3	0	1
NM_001040086	Sytl2	chr7	0	0	0
NM_013757	Sytl4	chrX	0	0	0
NM_177704	Sytl5	chrX	0	0	0
NM_028769	Syvn1	chr19	0	0	0
NM_001161832	T2	chr17	0	0	0
NM_025609	Tab1	chr15	4	0	0
NM_138667	Tab2	chr10	4	0	0
NM_025729	Tab3	chrX	4	4	0
NM_177089	Tacc1	chr8	0	0	0
NM_001040435	Tacc3	chr5	4	0	0
NM_027346	Taco1	chr11	4	0	1
NM_030245	Tada1	chr1	4	0	1
NM_172562	Tada2a	chr11	4	0	0
NM_133932	Tada3	chr6	4	0	0
NM_001081008	Taf1	chrX	4	4	0
NM_020024	Taf10	chr7	4	0	0
NM_026836	Taf11	chr17	4	0	2
NM_025579	Taf12	chr4	4	0	0
NM_025444	Taf13	chr3	4	0	0
NM_027427	Taf15	chr11	0	0	0
NM_027261	Taf1d	chr9	0	0	0
NR_028401	Taf1d	chr9	3	0	0
NM_001081288	Taf2	chr15	4	0	0
NM_027748	Taf3	chr2	4	0	0
NM_001081092	Taf4a	chr2	0	0	0
NM_001100449	Taf4b	chr18	2	1	0
NM_177342	Taf5	chr19	3	0	1
NM_133966	Taf5l	chr8	4	0	0
NM_009315	Taf6	chr5	4	0	0
NM_146092	Taf6l	chr19	0	0	0
NM_175770	Taf7	chr18	4	1	0
NM_022015	Taf8	chr17	4	0	0
NM_027592	Taf9	chr13	4	0	0
NM_145968	Tagap	chr17	0	0	0
NM_147155	Tagap1	chr17	4	0	0
NM_178598	Tagln2	chr1	4	0	0
NM_011527	Tal1	chr4	0	0	0
NM_011528	Taldo1	chr7	4	0	0
NM_198294	Tanc1	chr2	4	0	0
NM_181071	Tanc2	chr11	2	0	0
NM_001164071	Tank	chr2	0	0	0
NM_144825	Taok1	chr11	4	0	0
NM_001163774	Taok2	chr7	3	0	0
NM_001163775	Taok2	chr7	4	0	0
NM_001081308	Taok3	chr5	4	0	1
NM_013683	Tap1	chr17	0	0	0
NM_011530	Tap2	chr17	3	0	1
NM_145391	Tapbpl	chr6	3	0	0
NM_173764	Tapt1	chr5	4	0	0
NM_001159907	Tarbp1	chr8	3	0	0
NM_009319	Tarbp2	chr15	4	0	0
NM_033074	Tars	chr15	4	0	0
NM_172310	Tarsl2	chr7	4	0	1
NM_175151	Tatdn1	chr15	4	0	3
NM_001033463	Tatdn2	chr6	4	0	0
NM_025816	Tax1bp1	chr6	4	0	0
NM_029564	Tax1bp3	chr11	4	0	0
NM_019636	Tbc1d1	chr5	4	0	0
NM_134023	Tbc1d10a	chr11	4	0	0
NM_144522	Tbc1d10b	chr7	4	0	0
NM_145952	Tbc1d12	chr19	4	0	0
NM_146252	Tbc1d13	chr2	4	0	0
NM_025706	Tbc1d15	chr10	4	0	0
NM_172443	Tbc1d16	chr11	4	0	1
NM_001042655	Tbc1d17	chr7	4	0	0
NM_144517	Tbc1d19	chr5	4	0	0
NM_198664	Tbc1d2	chr4	0	0	0
NM_024196	Tbc1d20	chr2	4	0	0
NM_145476	Tbc1d22a	chr15	4	0	0
NM_198647	Tbc1d22b	chr17	4	0	1
NM_026254	Tbc1d23	chr16	4	0	0
NM_194334	Tbc1d2b	chr9	4	0	0
NM_029057	Tbc1d30	chr10	0	0	0
NM_001081278	Tbc1d4	chr14	2	0	0
NM_028162	Tbc1d5	chr17	4	0	0
NM_025935	Tbc1d7	chr13	4	0	0
NM_018775	Tbc1d8	chr1	4	0	0
NM_001081499	Tbc1d8b	chrX	3	3	0
NM_029745	Tbc1d9b	chr11	4	0	0
NM_009321	Tbca	chr13	4	0	0
NM_025548	Tbcb	chr7	4	0	0
NM_178385	Tbcc	chr17	4	0	0
NM_001081368	Tbccd1	chr16	4	0	1
NM_029878	Tbcd	chr11	4	0	0
NM_178337	Tbce	chr13	4	0	1
NM_173038	Tbcel	chr9	4	0	0
NM_001163455	Tbck	chr3	3	0	0
NM_019786	Tbk1	chr10	4	0	4
NM_198100	Tbkbp1	chr11	3	0	1
NM_020601	Tbl1x	chrX	4	4	0
NM_030732	Tbl1xr1	chr3	4	0	0
NM_013763	Tbl2	chr5	4	0	0
NM_013684	Tbp	chr17	4	0	0
NM_011603	Tbpl1	chr10	4	0	2
NM_025289	Tbrg1	chr9	4	0	0
NM_134011	Tbrg4	chr11	4	0	0
NM_023814	Tbx18	chr9	1	1	0
NM_009326	Tcea2	chr2	1	0	1
NM_146236	Tceal1	chrX	2	2	0
NM_001029978	Tceal3	chrX	2	2	0
NM_026456	Tceb1	chr1	4	0	0
NM_013736	Tceb3	chr4	4	0	0
NM_001039474	Tcerg1	chr18	4	0	0
NM_011544	Tcf12	chr9	4	0	0
NM_001037878	Tcf25	chr8	4	0	0
NM_025804	Tcf25	chr8	0	0	0
NM_001083967	Tcf4	chr18	0	0	0
NM_013685	Tcf4	chr18	0	0	0
NM_009331	Tcf7	chr11	2	0	1
NM_031182	Tcfap4	chr16	0	0	0
NM_033476	Tcfcp2	chr15	4	0	0
NM_023755	Tcfcp2l1	chr1	0	0	0
NM_001105196	Tcfe3	chrX	0	0	0
NM_029992	Tchp	chr5	4	0	2
NM_001136091	Tcirg1	chr19	0	0	0
NM_011552	Tcof1	chr18	4	0	0
NM_013686	Tcp1	chr17	4	0	0
NM_177190	Tcp11l1	chr2	4	0	2
NM_146008	Tcp11l2	chr10	3	0	1
NM_133986	Tcta	chr9	4	0	0
NM_022311	Tcte2	chr17	0	0	0
NM_025329	Tctex1d2	chr16	4	0	1
NM_001039153	Tctn1	chr5	4	0	1
NM_026486	Tctn2	chr5	4	0	0
NM_026260	Tctn3	chr19	4	0	3
NM_028354	Tdp1	chr12	4	0	0
NM_146142	Tdrd7	chr4	4	0	0
NM_028307	Tdrkh	chr3	4	0	1
NM_011565	Tead2	chr7	4	0	0
NM_027410	Tecpr1	chr5	4	0	0
NM_001081057	Tecpr2	chr12	4	0	0
NM_027179	Tecr	chr8	0	0	0
NM_134118	Tecr	chr8	3	0	0
NM_178244	Teddm1	chr1	0	0	0
NM_017376	Tef	chr15	0	0	0
NM_153484	Tef	chr15	0	0	0
NM_011902	Tekt2	chr4	0	0	0
NM_153533	Tenc1	chr15	2	0	0
NM_009351	Tep1	chr14	0	0	0
NM_009352	Terf1	chr1	4	0	1
NM_001083118	Terf2	chr8	0	0	0
NM_009353	Terf2	chr8	0	0	0
NM_207176	Tes	chr6	0	0	0
NM_021344	Tesc	chr5	0	0	0
NM_011571	Tesk1	chr4	4	0	0
NM_146151	Tesk2	chr4	1	0	0
NM_027384	Tet1	chr10	4	0	0
NM_001040400	Tet2	chr3	4	0	0
NM_183138	Tet3	chr6	3	0	0
NM_172304	Tex10	chr4	4	0	0
NM_198292	Tex2	chr11	4	0	0
NM_009357	Tex261	chr6	4	0	0
NM_009359	Tex9	chr9	4	0	0
NM_009360	Tfam	chr10	4	0	0
NM_146074	Tfb1m	chr17	3	0	1
NM_008249	Tfb2m	chr1	4	0	0
NM_009361	Tfdp1	chr8	4	0	0
NM_019678	Tfg	chr16	4	0	0
NM_018783	Tfip11	chr5	4	0	0
NM_023524	Tfpt	chr7	4	0	0
NM_011638	Tfrc	chr16	4	0	0
NM_029578	Tgds	chr14	4	0	0
NM_031199	Tgfa	chr6	2	1	0
NM_011577	Tgfb1	chr7	0	0	0
NM_009365	Tgfb1i1	chr7	1	0	0
NM_009367	Tgfb2	chr1	4	0	0
NM_009368	Tgfb3	chr12	3	0	0
NM_009370	Tgfbr1	chr4	4	0	0
NM_011578	Tgfbr3	chr5	0	0	0
NM_001013025	Tgfbrap1	chr1	4	0	0
NM_009372	Tgif1	chr17	1	1	0
NM_173396	Tgif2	chr2	4	0	1
NM_009373	Tgm2	chr2	1	0	1
NM_177911	Tgm4	chr9	2	0	0
NM_009443	Tgoln1	chr6	4	0	0
NM_054089	Tgs1	chr4	4	0	0
NM_020580	Th1l	chr2	4	0	0
NM_027919	Tha1	chr11	0	0	0
NM_183021	Thada	chr17	4	0	1
NM_199042	Thap1	chr8	4	0	1
NM_021513	Thap11	chr8	0	0	0
NM_025780	Thap2	chr10	4	0	2
NM_175152	Thap3	chr4	0	0	0
NM_025920	Thap4	chr1	4	0	0
NR_028429	Thap6	chr5	3	0	0
NM_026909	Thap7	chr16	2	0	0
NM_013691	Thbs3	chr3	2	0	1
NM_029431	Them4	chr3	4	0	0
NM_001080969	Thg1l	chr11	4	0	2
NM_177588	Thnsl1	chr2	1	0	0
NM_153552	Thoc1	chr18	4	0	0
NM_001033422	Thoc2	chrX	4	4	0
NM_028597	Thoc3	chr13	4	0	0
NM_011568	Thoc4	chr11	4	0	1
NM_172438	Thoc5	chr11	4	0	0
NM_001008425	Thoc6	chr17	4	0	0
NM_001013578	Thoc7	chr14	0	0	0
NM_025435	Thoc7	chr14	4	0	0
NM_022653	Thop1	chr10	4	0	0
NM_178060	Thra	chr11	4	0	0
NM_146153	Thrap3	chr4	4	0	0
NM_001113417	Thrb	chr14	0	0	0
NM_009381	Thrsp	chr7	3	1	2
NM_019576	Thsd1	chr8	0	0	0
NM_001164805	Thsd7a	chr6	3	0	0
NM_172485	Thsd7b	chr1	0	0	0
NM_153083	Thtpa	chr14	4	0	0
NM_145585	Thumpd1	chr7	4	0	0
NM_028138	Thumpd2	chr17	4	0	1
NM_008188	Thumpd3	chr6	4	0	0
NM_009382	Thy1	chr9	3	3	0
NM_144543	Thyn1	chr9	4	0	2
NM_009383	Tial1	chr7	4	0	0
NM_174989	Ticam1	chr17	4	0	0
NM_145133	Tifa	chr3	0	0	0
NM_001081145	Tigd2	chr6	3	0	1
NM_198634	Tigd3	chr19	0	0	0
NM_178646	Tigd5	chr15	0	0	0
NM_013895	Timm13	chr10	4	0	0
NM_011590	Timm17a	chr1	4	0	2
NM_011591	Timm17b	chrX	4	4	0
NM_019818	Timm22	chr11	3	0	0
NM_016897	Timm23	chr14	4	0	0
NM_011592	Timm44	chr8	4	0	0
NM_025616	Timm50	chr7	4	0	0
NM_013898	Timm8a1	chrX	4	4	0
NM_011594	Timp2	chr11	4	0	0
NM_011595	Timp3	chr10	3	1	0
NM_080639	Timp4	chr6	4	0	0
NM_145705	Tinf2	chr14	4	0	0
NM_178892	Tiparp	chr3	4	0	1
NM_025372	Tipin	chr9	4	0	0
NM_145513	Tiprl	chr1	4	0	1
NM_001177847	Tirap	chr9	0	0	0
NM_028751	Tjap1	chr17	4	0	1
NM_011597	Tjp2	chr19	4	0	0
NM_009388	Tkt	chr14	4	0	0
NM_026708	Tlcd1	chr11	4	0	0
NM_011599	Tle1	chr4	4	0	1
NM_019725	Tle2	chr10	4	0	0
NM_011600	Tle4	chr19	4	0	0
NM_053254	Tle6	chr10	4	0	0
NM_172664	Tlk1	chr2	4	0	0
NM_011602	Tln1	chr4	4	0	0
NM_001081242	Tln2	chr9	4	0	0
NM_126166	Tlr3	chr8	4	1	1
NM_021297	Tlr4	chr4	2	0	1
NM_011604	Tlr6	chr5	0	0	0
NM_053157	Tm2d1	chr4	4	0	2
NM_027194	Tm2d2	chr8	4	0	0
NM_026795	Tm2d3	chr7	3	0	0
NM_178056	Tm2d3	chr7	0	0	0
NM_008536	Tm4sf1	chr3	3	3	0
NM_145375	Tm6sf1	chr7	0	0	0
NM_028454	Tm7sf2	chr19	4	0	0
NM_026281	Tm7sf3	chr6	4	0	0
NM_028780	Tm9sf1	chr14	4	0	0
NM_080556	Tm9sf2	chr14	4	0	0
NM_133352	Tm9sf3	chr19	4	0	0
NM_133847	Tm9sf4	chr2	4	0	1
NM_027154	Tmbim1	chr1	4	0	0
NM_026617	Tmbim4	chr10	4	0	0
NM_001171036	Tmbim6	chr15	0	0	0
NM_026669	Tmbim6	chr15	4	0	0
NM_181820	Tmc4	chr7	1	1	0
NM_145439	Tmc6	chr11	2	0	0
NM_172476	Tmc7	chr7	4	0	0
NM_177412	Tmcc1	chr6	4	0	0
NM_178874	Tmcc2	chr1	4	0	1
NM_172051	Tmcc3	chr10	0	0	0
NM_172282	Tmco3	chr8	4	0	0
NM_028036	Tmco6	chr18	4	0	1
NM_173037	Tmco7	chr8	1	0	0
NM_010744	Tmed1	chr9	4	0	0
NM_026775	Tmed10	chr12	4	0	1
NM_019770	Tmed2	chr5	4	0	0
NM_025360	Tmed3	chr9	4	0	1
NM_134020	Tmed4	chr11	4	0	0
NM_028876	Tmed5	chr5	4	0	0
NM_025698	Tmed7	chr18	4	0	0
NM_001033475	Tmed8	chr12	4	0	0
NM_026211	Tmed9	chr13	4	0	0
NM_021436	Tmeff1	chr4	4	0	2
NM_019790	Tmeff2	chr1	3	1	2
NM_029649	Tmem101	chr11	4	0	0
NM_001033393	Tmem104	chr11	2	0	0
NM_027992	Tmem106b	chr6	4	0	0
NM_201359	Tmem106c	chr15	4	0	0
NM_028336	Tmem107	chr11	0	0	0
NM_178638	Tmem108	chr9	2	0	0
NM_134142	Tmem109	chr19	4	0	0
NM_001168507	Tmem11	chr11	0	0	0
NM_028839	Tmem110	chr14	4	0	0
NM_175101	Tmem111	chr6	4	0	0
NM_019704	Tmem115	chr9	3	0	1
NM_178789	Tmem117	chr15	1	0	0
NM_172541	Tmem120a	chr5	4	0	0
NM_001039723	Tmem120b	chr5	3	0	0
NM_153776	Tmem121	chr12	4	4	0
NM_133739	Tmem123	chr9	4	0	0
NM_026734	Tmem126b	chr7	4	0	0
NM_175145	Tmem127	chr2	4	0	0
NM_025480	Tmem128	chr5	4	0	1
NM_026698	Tmem129	chr5	4	0	0
NM_018872	Tmem131	chr1	4	0	1
NM_133804	Tmem132a	chr19	4	0	0
NM_028343	Tmem135	chr7	4	0	0
NM_001034863	Tmem136	chr9	4	0	1
NM_028411	Tmem138	chr19	4	0	0
NM_001109993	Tmem141	chr2	0	0	0
NM_144801	Tmem143	chr7	4	0	1
NM_027495	Tmem144	chr3	0	0	0
NM_027215	Tmem147	chr7	2	0	1
NM_029398	Tmem14a	chr1	4	2	1
NM_025387	Tmem14c	chr13	4	0	0
NM_144916	Tmem150a	chr6	3	0	0
NM_001001885	Tmem151a	chr19	0	0	0
NM_001013749	Tmem151b	chr17	2	0	1
NM_001002267	Tmem158	chr9	4	0	3
NM_145586	Tmem159	chr7	1	1	0
NM_026938	Tmem160	chr7	4	0	0
NM_028135	Tmem163	chr1	0	0	0
NM_177592	Tmem164	chrX	4	4	0
NM_011626	Tmem165	chr5	4	0	0
NM_025335	Tmem167	chr13	4	0	0
NM_026198	Tmem167b	chr3	4	0	0
NM_028990	Tmem168	chr6	4	0	0
NM_175564	Tmem169	chr1	0	0	0
NM_153596	Tmem17	chr11	4	0	0
NM_001163572	Tmem170b	chr13	4	0	0
NM_028261	Tmem173	chr18	4	0	0
NM_001164209	Tmem176b	chr6	1	0	0
NM_175106	Tmem177	chr1	4	0	1
NM_026516	Tmem178	chr17	1	0	0
NM_029186	Tmem180	chr19	3	0	0
NM_001033178	Tmem181a	chr17	4	0	1
NR_033520	Tmem181b	chr17	4	0	2
NM_172608	Tmem184b	chr15	4	0	0
NM_145599	Tmem184c	chr8	4	0	0
NM_146103	Tmem185b	chr1	4	1	0
NM_025708	Tmem186	chr16	4	0	1
NM_029074	Tmem188	chr8	4	0	0
NM_145538	Tmem189	chr2	4	0	0
NM_133683	Tmem19	chr10	4	0	0
NM_177473	Tmem191c	chr16	4	0	0
NM_028427	Tmem192	chr8	4	0	0
NM_178767	Tmem195	chr12	3	1	0
NM_177056	Tmem198	chr1	2	0	1
NM_029881	Tmem200a	chr10	2	0	2
NM_001025106	Tmem201	chr4	1	0	0
NM_177672	Tmem201	chr4	4	0	0
NM_177344	Tmem203	chr2	4	0	1
NM_178577	Tmem205	chr9	4	0	1
NM_025864	Tmem206	chr1	4	0	1
NM_178625	Tmem209	chr6	4	0	0
NM_144525	Tmem214	chr5	4	0	0
NM_026798	Tmem216	chr19	4	1	1
NM_025464	Tmem218	chr9	4	0	2
NM_001101483	Tmem22	chr9	0	0	0
NM_025791	Tmem223	chr19	3	1	1
NM_177013	Tmem229a	chr6	4	0	2
NM_001170401	Tmem229b	chr12	0	0	0
NM_178745	Tmem229b	chr12	0	0	0
NM_001033321	Tmem231	chr8	1	1	0
NM_027865	Tmem25	chr9	3	0	0
NM_001164683	Tmem29	chrX	1	0	1
NM_001164684	Tmem29	chrX	0	0	0
NM_001164686	Tmem29	chrX	4	3	1
NM_133718	Tmem30a	chr9	4	0	0
NM_028975	Tmem33	chr5	1	0	0
NM_026239	Tmem35	chrX	3	3	0
NM_019432	Tmem37	chr1	0	0	0
NM_028053	Tmem38b	chr4	1	0	0
NM_026407	Tmem39a	chr16	4	0	0
NM_025693	Tmem41a	chr16	4	0	1
NM_153525	Tmem41b	chr7	4	0	0
NM_025339	Tmem42	chr9	1	0	0
NM_028766	Tmem43	chr6	4	0	0
NM_172614	Tmem44	chr16	4	0	1
NM_019631	Tmem45a	chr16	0	0	0
NM_138751	Tmem47	chrX	2	2	0
NM_028355	Tmem48	chr4	4	0	0
NM_029478	Tmem49	chr11	4	0	1
NM_153059	Tmem5	chr10	4	0	0
NM_027935	Tmem50a	chr4	4	0	1
NM_030018	Tmem50b	chr16	4	0	0
NM_145402	Tmem51	chr4	4	1	1
NM_026837	Tmem53	chr4	4	0	0
NM_028264	Tmem55a	chr4	4	0	0
NM_001033271	Tmem55b	chr14	4	0	0
NM_178936	Tmem56	chr3	0	0	0
NM_025382	Tmem57	chr4	4	0	0
NM_029565	Tmem59	chr4	4	0	0
NM_177601	Tmem60	chr5	4	0	0
NM_144794	Tmem63a	chr1	4	0	1
NM_198167	Tmem63b	chr17	4	0	0
NM_181401	Tmem64	chr4	4	0	0
NM_175212	Tmem65	chr15	4	0	1
NM_177861	Tmem67	chr4	3	0	0
NM_028097	Tmem68	chr4	4	0	0
NM_177670	Tmem69	chr4	4	0	0
NM_026392	Tmem70	chr1	0	0	0
NM_027415	Tmem70	chr1	1	0	0
NM_021793	Tmem8	chr17	1	0	1
NR_024509	Tmem80	chr7	1	0	1
NM_029025	Tmem81	chr1	3	0	0
NM_026519	Tmem85	chr2	4	0	0
NM_026436	Tmem86a	chr7	4	0	1
NM_023440	Tmem86b	chr7	2	1	0
NM_028248	Tmem87b	chr2	4	0	0
NM_025915	Tmem88	chr11	0	0	0
NM_001033394	Tmem88b	chr4	1	0	0
NM_001085508	Tmem8b	chr4	2	0	0
NM_001033334	Tmem90a	chr12	0	0	0
NM_133706	Tmem97	chr11	4	0	0
NM_029537	Tmem98	chr11	4	0	0
NM_001081111	Tmf1	chr6	4	0	0
NM_146260	Tmie	chr9	2	0	0
NM_021883	Tmod1	chr4	0	0	0
NM_016963	Tmod3	chr9	4	0	0
NM_001080129	Tmpo	chr10	3	0	0
NM_001080132	Tmpo	chr10	0	0	0
NM_001080134	Tmpo	chr10	1	0	0
NM_011605	Tmpo	chr10	4	0	1
NM_001081983	Tmsb15b1	chrX	1	1	0
NM_198967	Tmtc1	chr6	1	0	0
NM_177368	Tmtc2	chr10	4	0	0
NM_028651	Tmtc4	chr14	1	0	0
NM_022418	Tmub1	chr5	3	0	0
NM_028076	Tmub2	chr11	4	0	0
NM_028339	Tmx1	chr12	4	0	0
NM_025868	Tmx2	chr2	4	0	0
NM_198295	Tmx3	chr18	4	0	0
NM_029148	Tmx4	chr2	4	0	0
NM_011607	Tnc	chr4	4	0	0
NM_009398	Tnfaip6	chr2	0	0	0
NM_025566	Tnfaip8l1	chr17	2	0	1
NM_020275	Tnfrsf10b	chr14	4	0	2
NM_009399	Tnfrsf11a	chr1	0	0	0
NM_013869	Tnfrsf19	chr14	0	0	0
NM_011609	Tnfrsf1a	chr6	4	0	0
NM_178589	Tnfrsf21	chr17	4	0	0
NM_023680	Tnfrsf22	chr7	4	0	4
NM_024290	Tnfrsf23	chr7	0	0	0
NM_011614	Tnfsf12	chr11	2	1	1
NM_033622	Tnfsf13b	chr8	0	0	0
NM_001163009	Tnik	chr3	0	0	0
NM_026910	Tnik	chr3	0	0	0
