Gene ID	Name	Functional Class	Mean 635	Mean 532	Abundance class	SG enrichment (log2-fold)
AAEL014970	conserved hypothetical protein	UKN	102.14567	94.75408438	Low	0.672686612
AAEL008196	serine collagenase 1 precursor, putative	IMM	102.1387213	99.42436875	Low	0.73169132
AAEL007532	conserved hypothetical protein	UKN	102.13213	95.1790175	Low	0.46357821
AAEL012946	conserved hypothetical protein	UKN	102.1205088	89.53792125	Low	0.863966268
AAEL016445	tRNA-Phe	RTT	102.103	117.7608325	Low	0.23826766
AAEL003307	receptor protein tyrosine phosphatase, putative	DIV	102.0997594	98.64350563	Low	0.610062292
AAEL012302	conserved hypothetical protein	UKN	102.0641888	96.95392	Low	0.65415786
AAEL009797	hypothetical protein	UKN	102.0631775	106.996465	Low	0.488883829
AAEL004569	hypothetical protein	UKN	102.06056	231.571025	Low	-0.943220404
AAEL010466	mitogen activated protein kinase kinase kinase 4, mapkkk4, mekk4	DIV	102.0499638	111.8757338	Low	0.326529576
AAEL007814	n-twist	RTT	102.048255	94.95120125	Low	0.65203446
AAEL010805	deformed wings, putative	DIV	102.0423613	336.1630438	Low	-1.449526843
AAEL012493	attractin	DIV	102.0314317	149.8907417	Low	-0.420048284
AAEL014645	conserved hypothetical protein	UKN	102.0253756	191.462755	Low	-0.501233422
AAEL014612	cytochrome P450	RSM	102.002415	87.25625125	Low	0.932232881
AAEL010684	conserved hypothetical protein	DIV	101.9928625	234.3234	Low	-0.838498712
AAEL000774	conserved hypothetical protein	DIV	101.96724	169.1452263	Low	-0.401366396
AAEL010339	orf 140; significant similarity to ORF next to beta-keto adipate succinyl CoA transferase from P. putida, putative	DIV	101.9650342	175.8255333	Low	-0.681706301
AAEL001988	protein serine/threonine kinase, putative	DIV	101.9159763	139.8801469	Low	-0.169026861
AAEL011360	conserved hypothetical protein	DIV	101.9143913	90.97253625	Low	0.666900252
AAEL011714	conserved hypothetical protein	DIV	101.8768575	158.7618375	Low	-0.440518197
AAEL002251	conserved hypothetical protein	DIV	101.864805	165.8644325	Low	-0.537760701
AAEL010186	conserved hypothetical protein	UKN	101.8608675	855.234975	Low	-2.718405893
AAEL003973	conserved hypothetical protein	DIV	101.85258	110.5173775	Low	0.462215255
AAEL005908	rolling pebbles	DIV	101.8402363	115.72001	Low	0.191610213
AAEL007805	hypothetical protein	UKN	101.8177717	135.1017425	Low	-0.321715688
AAEL005297	guanine nucleotide exchange factor	DIV	101.8094838	212.1059075	Low	-0.613172831
AAEL006428	ferredoxin, putative	DIV	101.7922513	180.253525	Low	-0.404761948
AAEL006921	calmodulin	DIV	101.7895333	153.5808258	Low	-0.571085479
AAEL017032	Hypothetical protein	UKN	101.783315	110.150985	Low	0.515318364
AAEL002651	hypothetical protein	UKN	101.7784213	172.3538083	Low	-0.578209233
AAEL011868	conserved hypothetical protein	DIV	101.7637063	309.5113375	Low	-1.365988426
AAEL000389	brain chitinase and chia	MET	101.7557525	98.4143	Low	0.496594151
AAEL005850	expressed protein (HR4)	DIV	101.74193	184.2471375	Low	-0.471222867
AAEL015087	serine protease	IMM	101.7234225	95.74053063	Low	0.39745567
AAEL002054	hypothetical protein	UKN	101.7186425	101.5735963	Low	0.507592709
AAEL010941	conserved hypothetical protein	UKN	101.7072188	114.2408425	Low	0.281149613
AAEL008312	hypothetical protein	CS	101.705945	97.421685	Low	0.8011048
AAEL013436	conserved hypothetical protein	UKN	101.6975738	106.5879725	Low	0.762455286
AAEL002853	ccaat/enhancer binding protein	RTT	101.6955813	45.3724925	Low	1.824458732
AAEL005374	sensory neuron membrane protein-1	IMM	101.6884225	92.4128325	Low	0.74226638
AAEL010257	conserved hypothetical protein	DIV	101.6857881	92.39789813	Low	0.707796735
AAEL006202	Odorant receptor 43b, putative	CSR	101.6830175	106.3627994	Low	0.383618413
AAEL002919	conserved hypothetical protein	DIV	101.6553663	129.9525088	Low	-0.211296061
AAEL014986	conserved hypothetical protein	CS	101.6523092	93.39079333	Low	0.625197603
AAEL004735	conserved hypothetical protein	UKN	101.6389231	102.1579038	Low	0.485029613
AAEL007664	nicotinic acetylcholine receptor subunit	DIV	101.6242738	122.99926	Low	0.282129391
AAEL005618	chitin synthase	DIV	101.6140813	370.0103875	Low	-1.395513777
AAEL010319	heat shock transcription factor (hsf)	RSM	101.5994875	164.3777813	Low	-0.172988895
AAEL006163	aldehyde oxidase	RSM	101.5534525	91.3856925	Low	0.859145313
AAEL001400	DNA-directed RNA polymerases III 12.5 kDa polypeptide, putative	RTT	101.5429088	140.3060063	Low	-0.189769296
AAEL008627	abc transporter	TRP	101.5418963	105.2121456	Low	0.41045621
AAEL005314	conserved hypothetical protein	UKN	101.52893	152.3461713	Low	-0.19371743
AAEL001787	DNA photolyase	RSM	101.5189767	119.8724817	Low	0.325907371
AAEL007121	tartan	IMM	101.5009925	75.09248	Low	1.190227505
AAEL006911	microtubule-associated protein	CS	101.5001233	146.1401675	Low	-0.137337061
AAEL006590	hypothetical protein	DIV	101.4907513	108.660075	Low	0.428624559
AAEL007117	conserved hypothetical protein	CS	101.4851675	119.0677263	Low	0.310084365
AAEL003417	mitochondrial ATPase inhibitor, putative	RSM	101.48359	265.7817638	Low	-0.699290196
AAEL013735	conserved hypothetical protein	DIV	101.4806388	166.3263	Low	-0.582321385
AAEL005449	protein kinase c alpha binding protein	DIV	101.47907	177.6969	Low	-0.234491058
AAEL009468	hypothetical protein	UKN	101.4723044	114.8272288	Low	0.537283081
AAEL007058	conserved hypothetical protein	UKN	101.459895	248.966325	Low	-0.920860963
AAEL017194	Protein binding, zinc ion binding, molecular function	DIV	101.4396488	265.368325	Low	-0.655150049
AAEL002079	TATA binding protein, putative	RTT	101.4261475	229.8502375	Low	-0.972655531
AAEL008807	inositol 5-phosphatase	DIV	101.4254138	116.8806275	Low	0.322178448
AAEL006770	hypothetical protein	UKN	101.4054256	91.98949063	Low	0.517417553
AAEL004032	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate	TRP	101.4031438	129.95746	Low	0.20617927
AAEL014164	conserved hypothetical protein	UKN	101.3954038	101.9806825	Low	0.707461854
AAEL001953	conserved hypothetical protein	UKN	101.3926225	335.7158375	Low	-1.090615488
AAEL009392	chromosome region maintenance protein 5/exportin	DIV	101.386855	199.78235	Low	-0.634833754
AAEL003681	hypothetical protein	UKN	101.3834725	523.6790925	Low	-2.187094229
AAEL000561	hypothetical protein	UKN	101.381795	161.5127375	Low	-0.733709221
AAEL010195	trypsin	PROT	101.374605	203.0635225	Low	-0.701935631
AAEL001879	conserved hypothetical protein	DIV	101.373765	154.2216375	Low	0.003599579
AAEL001564	taz protein (tafazzin)	MET	101.3693983	174.911325	Low	-0.582601317
AAEL005714	prolyl 4-hydroxylase alpha subunit 1, putative	MET	101.3605463	82.6863425	Low	0.799715023
AAEL013028	zinc finger protein	DIV	101.3517819	150.8009375	Low	-0.425444673
AAEL011100	hypothetical protein	UKN	101.3376794	260.9526063	Low	-0.952872428
AAEL003893	DNA repair protein xp-c / rad4	RTT	101.320655	357.380125	Low	-1.756772971
AAEL016961	Hypothetical protein	MET	101.318605	138.48185	Low	-0.721358587
AAEL002564	conserved hypothetical protein	DIV	101.3020719	66.65665688	Low	1.276858626
AAEL005523	Selenoprotein G, putative	DIV	101.3010563	83.39907625	Low	1.102740173
AAEL007893	short chain type dehydrogenase	MET	101.2988413	108.700365	Low	0.508894319
AAEL002363	hypothetical protein	UKN	101.2851588	174.9714425	Low	-0.236820992
AAEL016648	tRNA-Lys	RTT	101.283895	175.418775	Low	-0.406280093
AAEL004212	conserved hypothetical protein	DIV	101.2781238	207.222025	Low	-0.653300499
AAEL004154	conserved hypothetical protein	DIV	101.2752663	362.5573125	Low	-1.474248683
AAEL012153	conserved hypothetical protein	PROT	101.2559813	125.0612638	Low	0.244674394
AAEL002810	DNA replication licensing factor MCM5	RTT	101.2370388	240.2065375	Low	-0.916918975
AAEL005348	hypothetical protein	DIV	101.2102063	639.7546688	Low	-2.317454155
AAEL006250	insulin receptor tyrosine kinase substrate	PROT	101.2026088	84.1425325	Low	1.626720725
AAEL014688	conserved hypothetical protein	DIV	101.1939438	102.8820538	Low	0.480727698
AAEL004429	conserved hypothetical protein	UKN	101.1888894	233.731825	Low	-0.822658313
AAEL010849	hypothetical protein	TRP	101.1818188	167.3911038	Low	-0.200716417
AAEL003825	conserved hypothetical protein	UKN	101.1198592	164.4169408	Low	-0.295953398
AAEL003420	conserved hypothetical protein	UKN	101.0768788	114.8292188	Low	0.361857824
AAEL017173	Hypothetical protein	UKN	101.0647738	115.0347963	Low	0.400076821
AAEL000943	conserved hypothetical protein	UKN	101.0622567	108.9772575	Low	0.369598301
AAEL008864	conserved hypothetical protein	RSM	101.0485963	235.88085	Low	-0.938376639
AAEL003974	hypothetical protein	PROT	101.03892	94.65352625	Low	0.616056628
AAEL011877	protein arginine n-methyltransferase	DIV	101.0247813	181.3797125	Low	-0.654441891
AAEL009766	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase	MET	101.0087775	159.7688056	Low	-0.512828958
AAEL001512	hypothetical protein	DIV	100.99713	105.115845	Low	0.566501946
AAEL000107	hypothetical protein	DIV	100.9816781	195.7085625	Low	-0.55593118
AAEL006823	AMP dependent ligase	MET	100.9702588	254.6622375	Low	-0.639657892
AAEL004842	conserved hypothetical protein	DIV	100.9445488	251.07155	Low	-0.92444148
AAEL004606	Mod(mdg4)-54.5, putative	DIV	100.9435575	291.2268625	Low	-1.136688962
AAEL006140	mitosis inhibitor protein kinase	DIV	100.916925	171.38828	Low	-0.756175697
AAEL008028	monocarboxylate transporter	TRP	100.9164363	85.45092125	Low	0.858098321
AAEL001071	glutathione-s-transferase theta, gst	RSM	100.8765825	89.57589125	Low	0.938539551
AAEL009221	conserved hypothetical protein	UKN	100.8755425	162.3115888	Low	-0.433101891
AAEL003961	short-chain dehydrogenase	RSM	100.8569363	346.6059375	Low	-1.621277349
AAEL017155	Hypothetical protein	UKN	100.8519508	99.87777333	Low	0.53185219
AAEL017887	U5 spliceosomal RNA	RTT	100.8415175	664.5837538	Low	-2.462684767
AAEL000765	hexamerin 2 beta	IMM	100.8332988	90.76498625	Low	0.626625399
AAEL005814	conserved hypothetical protein	DIV	100.8218413	101.2930738	Low	0.594087659
AAEL017513	conserved hypothetical protein	UKN	100.8153438	362.24035	Low	-1.533899637
AAEL012688	conserved hypothetical protein	DIV	100.8111588	106.4953425	Low	0.466724766
AAEL001263	predicted protein	UKN	100.7962763	111.8482756	Low	0.430021279
AAEL014018	conserved hypothetical protein	UKN	100.79355	111.2143188	Low	0.501890013
AAEL014868	diaphanous	DIV	100.7799863	150.072485	Low	-0.589636226
AAEL005752	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1)	MET	100.774845	618.9560917	Low	-2.003627268
AAEL012961	vacuolar protein sorting 26, vps26	TRP	100.7066638	124.2396	Low	0.258706992
AAEL008376	hypothetical protein	UKN	100.6900544	73.7709375	Low	0.893817588
AAEL010961	roundabout	DIV	100.6608325	105.7674888	Low	0.529582585
AAEL013419	conserved hypothetical protein	CSR	100.649215	93.0926675	Low	0.731356999
AAEL017071	Alpha-esterase, putative	RSM	100.6442288	267.9671375	Low	-1.148233283
AAEL005041	wdpeat protein	DIV	100.6395725	200.7517125	Low	-0.546477248
AAEL002902	conserved hypothetical protein	DIV	100.6388725	121.1171588	Low	0.258707707
AAEL009168	conserved hypothetical protein	DIV	100.6226313	242.8125375	Low	-0.863494698
AAEL002299	high affinity copper transporter, putative	TRP	100.6010338	89.6155725	Low	0.789655277
AAEL003300	hypothetical protein	UKN	100.600375	116.1938475	Low	0.443247823
AAEL012948	conserved hypothetical protein	UKN	100.599125	101.5974975	Low	0.33676297
AAEL007338	hypothetical protein	UKN	100.5889233	142.0358975	Low	-0.130846564
AAEL017374	GPCR Methuselah Family	DIV	100.587385	126.3478813	Low	0.328342047
AAEL007156	conserved hypothetical protein	UKN	100.581515	128.5345456	Low	-0.084205786
AAEL007836	hypothetical protein	UKN	100.5276	104.7771863	Low	0.199955306
AAEL002579	hypothetical protein	UKN	100.5148375	116.30666	Low	0.291558531
AAEL007849	conserved hypothetical protein	UKN	100.5112675	122.573125	Low	0.424075866
AAEL004742	pupal cuticle protein, putative	CS	100.5078575	98.96894188	Low	0.550549312
AAEL008281	conserved hypothetical protein	DIV	100.49678	190.3726363	Low	-0.354158219
AAEL013311	hypothetical protein	DIV	100.4929163	101.7951775	Low	0.603438507
AAEL003923	conserved hypothetical protein	UKN	100.4870238	78.02319	Low	0.790141113
AAEL009588	expressed protein (HR3)	DIV	100.483795	84.39661625	Low	0.99909487
AAEL012395	ATP-binding cassette transporter	TRP	100.45587	100.9201575	Low	0.691769946
AAEL011675	hypothetical protein	DIV	100.4523638	95.80644625	Low	0.8551931
AAEL017958	U2 spliceosomal RNA	RTT	100.4178638	115.4184925	Low	0.184016018
AAEL011603	prokaryotic DNA topoisomerase	MET	100.4131313	162.0781938	Low	-0.65219501
AAEL005539	conserved hypothetical protein	RTT	100.4089613	96.62580875	Low	0.295361752
AAEL006843	conserved hypothetical protein	UKN	100.4023488	123.6408063	Low	0.157834263
AAEL010540	alpha-amylase	DIG	100.397065	134.0002031	Low	0.130364905
AAEL000439	hypothetical protein	DIV	100.3892738	170.8084625	Low	-1.221791622
AAEL004418	hypothetical protein	RTT	100.383975	103.2891788	Low	0.660229516
AAEL007492	conserved hypothetical protein	DIV	100.3820238	106.0023388	Low	0.021274508
AAEL007085	adult cuticle protein, putative	CS	100.3756975	91.9194975	Low	0.923570689
AAEL011849	hypothetical protein	DIV	100.3389775	635.4176375	Low	-2.392096789
AAEL001834	hypothetical protein	UKN	100.3258538	100.8024325	Low	0.421803943
AAEL013591	dynactin, p27-subunit, putative	DIV	100.2936763	165.81919	Low	-0.181275608
AAEL004905	monocarboxylate transporter	TRP	100.2929963	98.63250125	Low	0.480727398
AAEL003679	conserved hypothetical protein	DIV	100.2902588	206.41865	Low	-0.633602341
AAEL015080	conserved hypothetical protein	DIV	100.2877625	138.739585	Low	0.269723606
AAEL011981	glutamate decarboxylase	IMM	100.2802425	111.534575	Low	0.352133662
AAEL008916	conserved hypothetical protein	UKN	100.2536275	125.2540825	Low	0.219401823
AAEL017522	hyppothetical protein	UKN	100.2312663	94.5154175	Low	0.497899523
AAEL004794	conserved hypothetical protein	UKN	100.2105113	84.69820875	Low	0.765819483
AAEL002066	conserved hypothetical protein	UKN	100.2104788	42.497735	Low	2.460446378
AAEL017737	U2 spliceosomal RNA	RTT	100.1914725	777.7152625	Low	-2.767654168
AAEL011964	hypothetical protein	DIV	100.18377	170.2542488	Low	-0.047304697
AAEL002478	double-stranded binding protein, putative	DIV	100.1625588	196.6545	Low	-0.751357128
AAEL014486	conserved hypothetical protein	DIV	100.1556275	59.813185	Low	1.333785094
AAEL004516	conserved hypothetical protein	CSR	100.1441663	112.097275	Low	0.436867158
AAEL006399	tektin, putative	DIV	100.1258288	108.3802025	Low	0.347915697
AAEL000381	syntrophin	DIV	100.1060588	110.6335475	Low	0.056639447
AAEL004939	tubulin beta chain	CS	100.0877313	37.9989525	Low	0.31903047
AAEL002877	kinesin-like protein KIF17	CS	100.078475	116.85066	Low	0.272479467
AAEL008529	conserved hypothetical protein	DIV	100.0753038	127.1629575	Low	-0.219930074
AAEL003996	conserved hypothetical protein	UKN	100.0724942	121.4847567	Low	0.307732455
AAEL007726	hypothetical protein	UKN	100.072385	181.272635	Low	-0.428801284
AAEL005304	conserved hypothetical protein	UKN	100.0663138	164.23575	Low	-0.108454704
AAEL004335	secreted ferritin G subunit precursor, putative	DIV	100.0468913	167.1953	Low	-0.478411277
AAEL003894	gram-negative bacteria binding protein	IMM	100.0395188	120.4207819	Low	-0.19934779
AAEL004123	conserved hypothetical protein	UKN	100.0296838	205.414875	Low	-1.8937111
AAEL004334	hypothetical protein	UKN	100.0242238	98.42630625	Low	0.45242453
AAEL000243	leucinech transmembrane protein	IMM	100.0185075	112.6629238	Low	0.561161168
AAEL001757	iduronate 2-sulfatase precursor	MET	100.0037663	88.41507188	Low	0.868766328
AAEL007607	conserved hypothetical protein	UKN	99.97203813	114.2174725	Low	0.254323361
AAEL017561	DNA ligase (ATP) activity, ATP binding, intracellular, DNA replication, DNA repair DNA recombination.	DIV	99.95892625	94.16355	Low	0.494142843
AAEL011043	conserved hypothetical protein	CS	99.95681375	91.82139625	Low	0.701997415
AAEL006277	conserved hypothetical protein	UKN	99.9383225	154.0368413	Low	-0.020303859
AAEL017270	Alcohol dehydrogenase, with different specificities, transport, catabolism.	RSM	99.93237	99.6217075	Low	-0.351511496
AAEL003080	hypothetical protein	DIV	99.91890563	139.5566863	Low	-0.233042406
AAEL010083	conserved hypothetical protein	IMM	99.91049125	94.07061375	Low	0.7524176
AAEL002690	beat protein	DIV	99.90562688	78.70894188	Low	0.834253162
AAEL008633	hypothetical protein	UKN	99.89119625	114.7851363	Low	0.33903645
AAEL013736	conserved hypothetical protein	DIV	99.87194625	99.10000625	Low	0.846598485
AAEL005367	myotubularinlated protein 2	DIV	99.8642475	166.6360125	Low	-0.587486843
AAEL004703	conserved hypothetical protein	UKN	99.86174125	83.3771525	Low	0.650571202
AAEL001586	glucosyl/glucuronosyl transferases	MET	99.8402875	156.1269419	Low	-0.348086884
AAEL017446	AaGr33a	CSR	99.84004438	127.6188875	Low	0.3895359
AAEL012070	hypothetical protein	UKN	99.83803375	119.2411138	Low	0.297614416
AAEL000519	hypothetical protein	UKN	99.78469917	111.3927808	Low	0.336999867
AAEL005230	conserved hypothetical protein	UKN	99.7712425	105.431525	Low	0.465901609
AAEL005532	RHO kinase, putative	DIV	99.7353625	161.7890025	Low	-0.364860438
AAEL011065	hypothetical protein	DIV	99.7352525	86.04721125	Low	1.651232044
AAEL014874	conserved hypothetical protein	CSR	99.70286313	93.8016325	Low	0.750622655
AAEL014760	conserved hypothetical protein	UKN	99.70065875	157.6885875	Low	-0.435553408
AAEL017491	hypothetical protein	UKN	99.65324625	2924.564375	Low	-4.516096338
AAEL012118	slowpoke binding protein	DIV	99.64290563	64.05365125	Low	1.423761028
AAEL012549	atpase, class vi, type 11c	TRP	99.63734375	279.570275	Low	-1.139869168
AAEL017864	U2 spliceosomal RNA	RTT	99.63548	947.9975125	Low	-2.985018892
AAEL003516	conserved hypothetical protein	DIV	99.63021625	126.4628994	Low	0.157826265
AAEL001761	exonuclease	RTT	99.6297025	298.584825	Low	-1.169098327
AAEL004760	pupal cuticle protein, putative	CS	99.62735375	105.7058688	Low	0.517960751
AAEL002271	26S proteasome regulatory subunit S3	DIV	99.60941583	126.4953975	Low	0.934522492
AAEL007235	mitochondrial uncoupling protein	RSM	99.60782625	288.4599975	Low	-1.116418992
AAEL008313	hypothetical protein	CS	99.60353917	104.6004392	Low	0.382677516
AAEL008674	conserved hypothetical protein	DIV	99.58391125	137.2868975	Low	0.007673088
AAEL007863	conserved hypothetical protein	DIV	99.57442	250.788025	Low	-0.84736164
AAEL002250	terminal deoxycytidyl transferase rev1	DIV	99.5687825	183.7973788	Low	-0.319422455
AAEL011017	conserved hypothetical protein	UKN	99.52605375	68.37186	Low	1.389235886
AAEL001958	hypothetical protein	DIV	99.51993938	240.869825	Low	-0.577059847
AAEL000638	hypothetical protein	UKN	99.51984125	248.509675	Low	-1.011960066
AAEL008256	cyclin A3, putative	DIV	99.50360813	339.5377563	Low	-1.584664426
AAEL014234	conserved hypothetical protein	UKN	99.49907625	270.1700563	Low	-1.080093287
AAEL001908	hypothetical protein	UKN	99.4865625	394.5793625	Low	-1.625453495
AAEL009515	conserved hypothetical protein	UKN	99.48186	114.7486688	Low	1.070688175
AAEL008501	hypothetical protein	UKN	99.47898625	157.5282963	Low	-0.337586736
AAEL007496	DNA-directed RNA polymerase III, 62-kS-subunit, putative	RTT	99.4727425	244.586025	Low	-1.01525514
AAEL005440	conserved hypothetical protein	UKN	99.46320813	127.7574906	Low	0.200198815
AAEL000005	hypothetical protein	DIV	99.45449938	603.0188813	Low	-2.184417362
AAEL003097	calmodulin-binding transcription activator (camta), drome	DIV	99.45123125	107.9711113	Low	0.342076525
AAEL003950	helicase	RTT	99.43713563	809.0392688	Low	-2.778183753
AAEL006367	conserved hypothetical protein	DIV	99.35548	165.13275	Low	-0.553156821
AAEL003466	cullin	MET	99.3179375	192.0903619	Low	-0.549496452
AAEL004604	hypothetical protein	UKN	99.29392625	257.492975	Low	-0.830903674
AAEL008362	sulfatase-1, sulf-1	MET	99.28765875	109.02597	Low	0.610670528
AAEL002242	conserved hypothetical protein	DIV	99.25367125	103.2063275	Low	0.393506176
AAEL013104	conserved hypothetical protein	DIV	99.24300438	105.0385081	Low	0.467619919
AAEL004402	alpha-l-iduronidase	MET	99.2083175	112.4328475	Low	0.158379404
AAEL005750	nicotinic acetylcholine receptor subunit	TRP	99.196425	108.0549438	Low	0.5461918
AAEL009428	conserved hypothetical protein	PROT	99.1947475	218.6500583	Low	-0.778347066
AAEL017245	Hypothetical protein	UKN	99.1943875	103.9079088	Low	0.358038311
AAEL002676	angiotensin-converting enzyme	PROT	99.17933444	100.8693928	Low	0.472183394
AAEL007289	NBP2b protein, putative	DIV	99.17325313	226.6677569	Low	-0.801235233
AAEL009100	mitochondrial oxodicarboxylate carrier	RSM	99.13924625	118.6121638	Low	0.33412629
AAEL014080	aldehyde dehydrogenase	MET	99.13089125	140.271065	Low	0.191493057
AAEL010619	conserved hypothetical protein	DIV	99.13010625	111.4100963	Low	0.257435937
AAEL008747	hypothetical protein	UKN	99.10807875	87.6470475	Low	0.809590283
AAEL009785	protein kinase protein	DIV	99.08348625	91.461775	Low	0.440211798
AAEL010699	hypothetical protein	UKN	99.01979625	96.17310375	Low	0.702926843
AAEL002819	conserved hypothetical protein	DIV	98.93577083	172.1060067	Low	-0.344249042
AAEL002037	hypothetical protein	DIV	98.93401875	86.0046425	Low	0.497632717
AAEL008031	carbonic anhydrase	MET	98.92143167	139.64472	Low	-0.573298072
AAEL012435	tripartite motif protein	DIV	98.904655	109.1613688	Low	0.383089191
AAEL010511	conserved hypothetical protein	DIV	98.9029825	130.0297963	Low	0.35830789
AAEL000810	protein kinase c	DIV	98.89736375	120.9100638	Low	0.305583536
AAEL003513	conserved hypothetical protein	CSR	98.89216125	97.28387	Low	0.687577708
AAEL015392	conserved hypothetical protein	DIV	98.8738	181.6083663	Low	-0.471036007
AAEL010687	conserved hypothetical protein	UKN	98.85398938	85.19326313	Low	0.73420076
AAEL013965	conserved hypothetical protein	DIV	98.851205	162.104675	Low	-0.489314208
AAEL008433	hypothetical protein	UKN	98.8507125	163.3677	Low	-0.405655696
AAEL001031	conserved hypothetical protein	PROT	98.8438525	164.2702663	Low	-0.919213767
AAEL007879	hypothetical protein	UKN	98.8253825	234.1368375	Low	-0.992419664
AAEL010196	trypsin	PROT	98.80271167	401.0951	Low	-1.666352734
AAEL012645	conserved hypothetical protein	CS	98.7909725	110.2392775	Low	0.343141255
AAEL004264	conserved hypothetical protein	UKN	98.778525	336.4181375	Low	-1.399036383
AAEL000989	hypothetical protein	UKN	98.77681875	104.69377	Low	0.382996888
AAEL007409	xylosyltransferase	DIV	98.770265	98.343605	Low	0.678506114
AAEL014274	conserved hypothetical protein	UKN	98.75717	100.8423725	Low	0.546496826
AAEL013784	hypothetical protein	UKN	98.75522125	110.4552438	Low	0.297185917
AAEL011385	hypothetical protein	UKN	98.74989875	171.0548125	Low	-0.389893864
AAEL001686	conserved hypothetical protein	UKN	98.73396	91.506375	Low	0.846228644
AAEL007027	sodium/solute symporter	TRP	98.72700063	388.57995	Low	-0.995147077
AAEL011562	ecdysone-inducible caspase, putative	MET	98.722495	167.0572375	Low	-0.456896581
AAEL002366	conserved hypothetical protein	DIV	98.70657875	321.9983875	Low	-1.378099778
AAEL011020	conserved hypothetical protein	UKN	98.70626625	91.366605	Low	0.833237535
AAEL008182	conserved hypothetical protein	UKN	98.69500625	2248.056125	Low	-4.278339368
AAEL017126	GPCR Serotonin Family	DIV	98.69126375	108.6685388	Low	0.423455841
AAEL006762	conserved hypothetical protein	UKN	98.670885	147.537585	Low	-0.22037311
AAEL004601	hypothetical protein	DIV	98.65621313	151.3691988	Low	-0.396317628
AAEL013959	hypothetical protein	DIV	98.650265	115.7180225	Low	0.314283921
AAEL010343	aryl hydrocarbon receptor nuclear translocator (arnt protein) (hypoxia-inducible factor 1 beta)	MET	98.64456125	454.0195375	Low	-1.108091173
AAEL011285	conserved hypothetical protein	DIV	98.61265188	316.9181063	Low	-1.374919579
AAEL003314	hypothetical protein	RSM	98.6114275	92.90292875	Low	0.434472791
AAEL005995	hypothetical protein	UKN	98.58054625	135.6005	Low	0.132108077
AAEL014481	conserved hypothetical protein	DIV	98.57361813	92.25282313	Low	0.538058973
AAEL002021	protein serine/threonine kinase, putative	CSR	98.55898625	125.0633213	Low	0.395974578
AAEL006996	conserved hypothetical protein	UKN	98.54973625	303.3755375	Low	-1.533525124
AAEL009016	glutathione-s-transferase theta, gst	RSM	98.54058125	130.0527625	Low	-0.054800628
AAEL001809	conserved hypothetical protein	UKN	98.53760667	100.5324792	Low	0.59210566
AAEL009269	conserved hypothetical protein	UKN	98.50617375	79.524465	Low	0.626847337
AAEL003044	Fasciclin-1 precursor	DIV	98.5011725	110.4692363	Low	0.575577687
AAEL005067	conserved hypothetical protein	UKN	98.49869875	146.9919625	Low	-0.341555023
AAEL006874	prophenoloxidase	IMM	98.491345	97.71973	Low	-0.053915816
AAEL001027	hypothetical protein	UKN	98.47744375	119.5342575	Low	0.3024716
AAEL016089	tRNA-Ala	RTT	98.4733675	102.3463175	Low	0.41719981
AAEL009494	polypeptide of 976 aa, putative	DIV	98.45930375	115.6568313	Low	0.318459959
AAEL013278	ga binding protein beta chain (transcription factor e4tf1-47)	DIV	98.435525	231.666875	Low	-0.778824165
AAEL008137	hypothetical protein	UKN	98.4115925	736.7168	Low	-3.754980623
AAEL005301	conserved hypothetical protein	UKN	98.40802688	127.6543831	Low	0.249062441
AAEL014013	conserved hypothetical protein	UKN	98.4061	114.0760625	Low	0.376768553
AAEL003474	conserved hypothetical protein	UKN	98.40565938	290.3911125	Low	-1.372873005
AAEL014112	hypothetical protein	DIV	98.40437375	74.123615	Low	1.640826033
AAEL017825	U2 spliceosomal RNA	RTT	98.399745	946.2201125	Low	-3.098378321
AAEL001424	mitochondrial inner membrane protease subunit	RSM	98.3991275	191.01295	Low	-0.869676821
AAEL011528	triacylglycerol lipase, putative	MET	98.3586225	83.63389625	Low	1.031509973
AAEL012226	conserved hypothetical protein	UKN	98.35309	93.6897575	Low	0.488395286
AAEL007631	conserved hypothetical protein	UKN	98.34832333	99.51975917	Low	0.479173658
AAEL000764	hypothetical protein	DIV	98.3465375	118.2710563	Low	0.220554646
AAEL006864	conserved hypothetical protein	DIV	98.3322375	126.7126338	Low	-0.081660962
AAEL010796	transmembrane protein 1/tmem1b	DIV	98.31383	143.6792725	Low	-0.246943075
AAEL012550	hypothetical protein	UKN	98.306725	252.54608	Low	-1.050855106
AAEL000691	conserved hypothetical protein	DIV	98.2969025	128.2119125	Low	0.247994276
AAEL001269	anion exchange protein 2, slc4a2	CS	98.287145	82.36172	Low	0.838239589
AAEL005100	hypothetical protein	UKN	98.28555	307.4990125	Low	-1.429690744
AAEL006858	hypothetical protein	DIV	98.27662875	193.1716375	Low	-0.660548141
AAEL008640	conserved hypothetical protein	CSR	98.25188938	78.27614063	Low	0.921929422
AAEL003892	conserved hypothetical protein	UKN	98.22152875	103.7002875	Low	0.558182183
AAEL013899	protease m1 zinc metalloprotease	PROT	98.21909313	497.479975	Low	-1.766392368
AAEL001111	zinc finger protein	DIV	98.21688875	216.67335	Low	-0.485678936
