Gene Symbol	Rank	Gene Name	P-Value	Q-Value
ATF7IP2	1382	3647827_ATF7IP2	0.02613267	0.353572969
FCHSD2	1383	3381377_FCHSD2	0.02613962	0.353572969
GSDML	1384	3755903_GSDML	0.02616528	0.353572969
CCDC15	1385	3354389_CCDC15	0.02621659	0.353572969
FOSL1	1386	3377988_FOSL1	0.02625615	0.353572969
CCT2	1387	3421630_CCT2	0.02625775	0.353572969
FBXL11	1388	3336696_FBXL11	0.0262631	0.353572969
SFRS9	1389	3474502_SFRS9	0.02626951	0.353572969
HIST1H4A	1390	2899095_HIST1H4A	0.02628448	0.353572969
ETS2	1391	3921068_ETS2	0.02628929	0.353572969
OR4C15	1392	3330685_OR4C15	0.02631334	0.353642241
C1orf164	1393	2333907_C1orf164	0.02634916	0.353869347
SKAP1	1394	3761164_SKAP1	0.02649455	0.355566714
SYNJ2BP	1395	3570475_SYNJ2BP	0.02656831	0.356246418
C9orf127	1396	3168210_C9orf127	0.02658328	0.356246418
CBFA2T2	1397	3882533_CBFA2T2	0.02664475	0.356814603
GOLIM4	1398	2704267_GOLIM4	0.02670141	0.357235714
VAMP1	1399	3441941_VAMP1	0.02672333	0.357235714
SNRPE	1400	2375877_SNRPE	0.02673348	0.357235714
DSN1	1401	3904566_DSN1	0.02688689	0.358987883
PSMG1	1402	3932131_PSMG1	0.02691255	0.358987883
KIAA0913	1403	3251926_KIAA0913	0.02692217	0.358987883
GLTP	1404	3470964_GLTP	0.02704886	0.360420228
PIK3R3	1405	2410470_PIK3R3	0.02711781	0.361081851
STARD13	1406	3508898_STARD13	0.0271563	0.361130064
ZNF211	1407	3843419_ZNF211	0.02716004	0.361130064
THUMPD3	1408	2609560_THUMPD3	0.02722258	0.361297872
ORC1L	1409	2412799_ORC1L	0.02722311	0.361297872
QTRTD1	1410	2636726_QTRTD1	0.0272306	0.361297872
WDR3	1411	2354082_WDR3	0.02727176	0.361587527
TUBB6	1412	3779579_TUBB6	0.02734178	0.362259207
CCNG2	1413	2732391_CCNG2	0.02746472	0.363630573
C7orf26	1414	2989141_C7orf26	0.02752298	0.363964789
DDIT4	1415	3251393_DDIT4	0.02753474	0.363964789
EIF1	1416	3721400_EIF1	0.02757163	0.363964789
SUV39H1	1417	3976797_SUV39H1	0.02760316	0.363964789
PIM1	1418	2905404_PIM1	0.02762401	0.363964789
LOC554203	1419	3981735_LOC554203	0.02762561	0.363964789
TRIM32	1420	3186745_TRIM32	0.02762615	0.363964789
EME1	1421	3726375_EME1	0.02766357	0.364201267
KIAA0133	1422	2384705_KIAA0133	0.02768441	0.364202389
BRD9	1423	2845591_BRD9	0.02770259	0.364202389
CDC123	1424	3235461_CDC123	0.02774054	0.364445225
C11orf61	1425	3396144_C11orf61	0.02777742	0.364673684
ZNF791	1426	3821603_ZNF791	0.02780361	0.364758234
G3BP1	1427	2835960_G3BP1	0.02782286	0.364758234
PHF12	1428	3751184_PHF12	0.02790517	0.365328671
CCDC100	1429	2873168_CCDC100	0.02791159	0.365328671
CALML4	1430	3630668_CALML4	0.02792495	0.365328671
DENND1A	1431	3224650_DENND1A	0.02799498	0.365988819
MAP3K7IP3	1432	4003954_MAP3K7IP3	0.02805752	0.366317992
CENTB1	1433	3708462_CENTB1	0.02807409	0.366317992
AADACL1	1434	2705748_AADACL1	0.0280789	0.366317992
HIST1H4I	1435	2899768_HIST1H4I	0.02810402	0.366390244
CYFIP2	1436	2837266_CYFIP2	0.02815908	0.3668125
CNNM2	1437	3261971_CNNM2	0.02818527	0.3668125
PPTC7	1438	3471300_PPTC7	0.02821734	0.3668125
FAM72A	1439	4052881_FAM72A	0.02822803	0.3668125
ORAI1	1440	3434888_ORAI1	0.02823445	0.3668125
CEACAM21	1441	3834257_CEACAM21	0.02825796	0.366851595
OAS3	1442	3432467_OAS3	0.02827667	0.366851595
HEATR1	1443	2462511_HEATR1	0.02832585	0.367070637
DLD	1444	3018696_DLD	0.0283328	0.367070637
TRNT1	1445	2608156_TRNT1	0.02838251	0.367365145
SSH2	1446	3751625_SSH2	0.0283948	0.367365145
FAM117A	1447	3761989_FAM117A	0.02847659	0.367460427
SMG5	1448	2438042_SMG5	0.02850225	0.367460427
TFAM	1449	3247784_TFAM	0.02851775	0.367460427
C18orf25	1450	3787031_C18orf25	0.02851828	0.367460427
DHX9	1451	2370991_DHX9	0.0285263	0.367460427
KIAA0082	1452	2905512_KIAA0082	0.02853164	0.367460427
PPAN	1453	3820342_PPAN	0.02853966	0.367460427
MFN2	1454	2320619_MFN2	0.02858991	0.367854195
FJX1	1455	3326826_FJX1	0.02864015	0.367865477
CRBN	1456	2660648_CRBN	0.02864978	0.367865477
SNRPB2	1457	3877776_SNRPB2	0.02864978	0.367865477
---	1458	2459405_---	0.02870857	0.36823852
FAM82C	1459	3619595_FAM82C	0.0287182	0.36823852
ITGA10	1460	2356218_ITGA10	0.02874118	0.368280822
SMAD3	1461	3598959_SMAD3	0.02884488	0.36861528
ARID4A	1462	3537884_ARID4A	0.02884702	0.36861528
KLF16	1463	3845553_KLF16	0.02885717	0.36861528
WDR74	1464	3376235_WDR74	0.0288684	0.36861528
TPCN1	1465	3432678_TPCN1	0.02888069	0.36861528
RNASEH1	1466	2538000_RNASEH1	0.0288855	0.36861528
HIST1H1D	1467	2946353_HIST1H1D	0.02892452	0.368861622
NCKAP1L	1468	3416577_NCKAP1L	0.02903891	0.370013615
CBX3	1469	2993639_CBX3	0.02905442	0.370013615
RNF214	1470	3350850_RNF214	0.02913246	0.37044837
ACTN4	1471	3832643_ACTN4	0.02914047	0.37044837
TRPC4AP	1472	3903708_TRPC4AP	0.02914796	0.37044837
CCDC34	1473	3367036_CCDC34	0.02919767	0.370738983
PHLDB3	1474	3864390_PHLDB3	0.02921638	0.370738983
IFNA17	1475	3201242_IFNA17	0.02923028	0.370738983
LY6G5B	1476	2902574_LY6G5B	0.02933451	0.371691475
C2CD2	1477	3933331_C2CD2	0.02935856	0.371691475
RNUXA	1478	2827156_RNUXA	0.02936498	0.371691475
SLC35F2	1479	3389976_SLC35F2	0.02939545	0.371825558
DNAJA3	1480	3646164_DNAJA3	0.02948044	0.372427512
OR1J2	1481	3188147_OR1J2	0.02948578	0.372427512
---	1482	3190331_---	0.02951678	0.372427512
IRF7	1483	3358174_IRF7	0.02952266	0.372427512
POLR1C	1484	2908052_POLR1C	0.02961247	0.373308625
VPS52	1485	2950515_VPS52	0.02974129	0.374680135
C5orf24	1486	2829542_C5orf24	0.02980062	0.375174966
ENDOGL1	1487	2617796_ENDOGL1	0.0299102	0.375891421
HIST1H3D	1488	2946324_HIST1H3D	0.02993532	0.375891421
BRD8	1489	2877257_BRD8	0.02997274	0.375891421
SF3A3	1490	2407439_SF3A3	0.02997648	0.375891421
EPM2AIP1	1491	2669157_EPM2AIP1	0.02997808	0.375891421
DDX55	1492	3435902_DDX55	0.02997808	0.375891421
MGC72080	1493	3062665_MGC72080	0.03001871	0.376148694
RBM16	1494	2932360_RBM16	0.03005452	0.376167224
POLE2	1495	3563395_POLE2	0.0300604	0.376167224
HIST1H1E	1496	2899171_HIST1H1E	0.03011546	0.376604278
NCOR1	1497	3746881_NCOR1	0.0301764	0.377114228
PA2G4	1498	3417309_PA2G4	0.03023519	0.377596796
RFWD3	1499	3699044_RFWD3	0.03025871	0.377638426
FAM122C	1500	3991814_FAM122C	0.0303143	0.37808
USP16	1501	3917155_USP16	0.03034851	0.378254497
MGC29506	1502	2877893_MGC29506	0.03045275	0.379081836
CENPE	1503	2780172_CENPE	0.03045542	0.379081836
SLC39A14	1504	3089360_SLC39A14	0.0304907	0.379268617
PFN4	1505	2544219_PFN4	0.03056019	0.379628154
DGCR8	1506	3937183_DGCR8	0.03056019	0.379628154
LOC90826	1507	2788800_LOC90826	0.03062861	0.380225614
LMAN2L	1508	2565484_LMAN2L	0.03071467	0.381041114
FANCG	1509	3204463_FANCG	0.0307462	0.381179589
AKAP13	1510	3606304_AKAP13	0.03076972	0.381218543
LOC201229	1511	3750430_LOC201229	0.03083333	0.381753805
SS18L2	1512	2619323_SS18L2	0.03089374	0.382095175
ANXA4	1513	2487412_ANXA4	0.03090175	0.382095175
PUS7	1514	3066436_PUS7	0.0310418	0.383573316
COQ6	1515	3543935_COQ6	0.03109686	0.384
UHRF1BP1	1516	2904270_UHRF1BP1	0.03114978	0.384374177
NUP54	1517	2773997_NUP54	0.0311749	0.384374177
KLHL28	1518	3562671_KLHL28	0.0311888	0.384374177
STX17	1519	3182019_STX17	0.03127004	0.384849081
HIST1H2BG	1520	2946345_HIST1H2BG	0.03129838	0.384849081
TEX10	1521	3217807_TEX10	0.03130639	0.384849081
ADI1	1522	2538600_ADI1	0.03134755	0.384849081
POLR2J3	1523	3065121_POLR2J3	0.03135076	0.384849081
JMJD2C	1524	3161566_JMJD2C	0.03135076	0.384849081
SPATS2	1525	3413950_SPATS2	0.03137909	0.384944262
WDR21B	1526	2725332_WDR21B	0.03149294	0.385867714
GNGT2	1527	3761714_GNGT2	0.03149562	0.385867714
ZMYM6	1528	2405992_ZMYM6	0.03163459	0.387234181
NUTF2	1529	3665857_NUTF2	0.03164903	0.387234181
REC8	1530	3529725_REC8	0.0316827	0.387234181
DTNBP1	1531	2943236_DTNBP1	0.0317121	0.387234181
MGC27345	1532	3071630_MGC27345	0.03171852	0.387234181
ARL6IP5	1533	2628682_ARL6IP5	0.03173134	0.387234181
GMIP	1534	3855868_GMIP	0.03178373	0.387272135
TNFSF9	1535	3818468_TNFSF9	0.03178801	0.387272135
RACGAP1	1536	3454223_RACGAP1	0.03179656	0.387272135
VRK1	1537	3550485_VRK1	0.03183184	0.387449577
DHX58	1538	3757602_DHX58	0.03186124	0.387555267
RFC3	1539	3485074_RFC3	0.0320093	0.389103314
FLI1	1540	3355733_FLI1	0.03206062	0.389474026
---	1541	2969796_---	0.03211995	0.389941596
UBL7	1542	3632940_UBL7	0.03215149	0.390025924
NOTCH1	1543	3230141_NOTCH1	0.03216859	0.390025924
MED20	1544	2953852_MED20	0.03227496	0.391062176
THEM4	1545	2435347_THEM4	0.0323343	0.391527508
REL	1546	2484358_REL	0.03236263	0.391617076
CEP63	1547	2643530_CEP63	0.03242837	0.392104584
SRRD	1548	3941010_SRRD	0.03245456	0.392104584
TSR2	1549	3978424_TSR2	0.03246579	0.392104584
EEF1AL7	1550	3192640_EEF1AL7	0.03260103	0.393483871
HEATR1	1551	2462456_HEATR1	0.03262241	0.393488072
UNQ1887	1552	3474697_UNQ1887	0.03271916	0.394400773
HIST1H3G	1553	2946369_HIST1H3G	0.0327662	0.394633205
MYBBP1A	1554	3742130_MYBBP1A	0.03278063	0.394633205
ZFAND5	1555	3209623_ZFAND5	0.03283248	0.395003215
C10orf99	1556	3255284_C10orf99	0.0328576	0.395009622
LCE1E	1557	2359433_LCE1E	0.03290517	0.395009622
RPP14	1558	2626141_RPP14	0.03291159	0.395009622
ARHGEF1	1559	3834519_ARHGEF1	0.03291747	0.395009622
CCT7	1560	2488732_CCT7	0.03295221	0.395173077
IFFO	1561	3441986_IFFO	0.03298856	0.395355541
C16orf80	1562	3693511_C16orf80	0.03307088	0.395860525
HECTD3	1563	2409970_HECTD3	0.03307302	0.395860525
C1orf174	1564	2393816_C1orf174	0.03313021	0.39629156
MAP2K1IP1	1565	2779408_MAP2K1IP1	0.03320772	0.396964856
IFT122	1566	2641667_IFT122	0.03323765	0.397068966
HIST4H4	1567	3445643_HIST4H4	0.03337877	0.398500319
MYO1B	1568	2520429_MYO1B	0.03352256	0.399961735
NUF2	1569	2364438_NUF2	0.03361022	0.400752071
ICK	1570	2957499_ICK	0.03370056	0.401573248
TMEM38A	1571	3823842_TMEM38A	0.03372514	0.401610439
TOB1	1572	3762473_TOB1	0.0338096	0.402269549
SBF2	1573	3362468_SBF2	0.0338235	0.402269549
CDAN1	1574	3620741_CDAN1	0.03389513	0.402709391
PPIL5	1575	3534785_PPIL5	0.03391223	0.402709391
CMBL	1576	2848265_CMBL	0.03392506	0.402709391
JAK3	1577	3854627_JAK3	0.03396782	0.402961319
NDUFS3	1578	3329904_NDUFS3	0.03407045	0.403632371
NOL12	1579	3944902_NOL12	0.03414368	0.403632371
MX1	1580	3922100_MX1	0.03417468	0.403632371
LOC63920	1581	2884647_LOC63920	0.03418858	0.403632371
CCNB2	1582	3595979_CCNB2	0.03418858	0.403632371
LOC440104	1583	3416996_LOC440104	0.03421691	0.403632371
ZNF195	1584	3359751_ZNF195	0.034226	0.403632371
YARS2	1585	3450180_YARS2	0.034226	0.403632371
PARL	1586	2708229_PARL	0.03427411	0.403632371
ENTPD5	1587	3571667_ENTPD5	0.03432435	0.403632371
NCOA2	1588	3139722_NCOA2	0.03433932	0.403632371
TMEM50A	1589	2325781_TMEM50A	0.03434467	0.403632371
ZNF493	1590	3826601_ZNF493	0.03436337	0.403632371
FAM120AOS	1591	3215245_FAM120AOS	0.03437727	0.403632371
SDHA	1592	2798538_SDHA	0.03437941	0.403632371
POLA2	1593	3335029_POLA2	0.03438262	0.403632371
UNQ9368	1594	2796623_UNQ9368	0.03439117	0.403632371
FLJ14154	1595	3645901_FLJ14154	0.03441683	0.403680251
DKFZp451M2119	1596	2588889_DKFZp451M2119	0.03451999	0.404210855
GNL1	1597	2948379_GNL1	0.0345216	0.404210855
COMMD2	1598	2700500_COMMD2	0.03456863	0.404210855
CHD6	1599	3906160_CHD6	0.03458467	0.404210855
MCM9	1600	2971678_MCM9	0.03459429	0.404210855
SETX	1601	3228007_SETX	0.03459589	0.404210855
NANS	1602	3181460_NANS	0.03462636	0.404210855
NAT10	1603	3326252_NAT10	0.03463492	0.404210855
NDUFC1	1604	2786578_NDUFC1	0.03467875	0.404287492
RAB35	1605	3474228_RAB35	0.03469585	0.404287492
WDR90	1606	3643196_WDR90	0.03472685	0.404287492
ADH7	1607	2779302_ADH7	0.03472792	0.404287492
DPH2	1608	2333635_DPH2	0.03479902	0.404798762
SPANXA2	1609	4024483_SPANXA2	0.03485621	0.404798762
HERC2	1610	3614901_HERC2	0.03486476	0.404798762
NUDCD2	1611	2885099_NUDCD2	0.03486637	0.404798762
FAM35A	1612	3256279_FAM35A	0.03490753	0.404798762
RAB1A	1613	2556667_RAB1A	0.03492249	0.404798762
CDCA2	1614	3090697_CDCA2	0.03493158	0.404798762
SLC20A2	1615	3133345_SLC20A2	0.03494494	0.404798762
F8	1616	4027639_F8	0.03505025	0.405767327
CDKN2AIP	1617	2753880_CDKN2AIP	0.03516731	0.406718171
PPP1R3B	1618	3123675_PPP1R3B	0.03517586	0.406718171
CCDC43	1619	3759305_CCDC43	0.03531644	0.407932099
GPER	1620	2987038_GPER	0.03532446	0.407932099
DDX58	1621	3203086_DDX58	0.03542495	0.408840222
FAM13C1	1622	3290649_FAM13C1	0.03550086	0.409379607
MRPS2	1623	3193900_MRPS2	0.03552651	0.409379607
DTX2	1624	3009472_DTX2	0.03554201	0.409379607
AES	1625	3846114_AES	0.03556981	0.409379607
ZNF234	1626	3835467_ZNF234	0.03560402	0.409379607
TMEM50A	1627	2325941_TMEM50A	0.03560776	0.409379607
RPL5	1628	2346863_RPL5	0.03562487	0.409379607
GTPBP8	1629	2636272_GTPBP8	0.0356703	0.409650092
FPGT	1630	2342176_FPGT	0.03578523	0.410717791
---	1631	3829150_---	0.0359071	0.411425949
TM2D1	1632	2415728_TM2D1	0.03592367	0.411425949
DOCK4	1633	3068097_DOCK4	0.03592634	0.411425949
HIST1H4E	1634	2899216_HIST1H4E	0.03593489	0.411425949
SEC22C	1635	2670784_SEC22C	0.03597071	0.411448655
MRPL1	1636	2732611_MRPL1	0.03598086	0.411448655
UBR1	1637	3620880_UBR1	0.03612412	0.412496955
BUB1B	1638	3589697_BUB1B	0.03613053	0.412496955
C7orf24	1639	3044129_C7orf24	0.03615352	0.412496955
RNMT	1640	3780287_RNMT	0.03619147	0.412496955
XRCC1	1641	3864445_XRCC1	0.03619575	0.412496955
IFI30	1642	3824874_IFI30	0.03620483	0.412496955
SIRT3	1643	3357785_SIRT3	0.03624653	0.412720633
CECR5	1644	3951732_CECR5	0.03632403	0.413351582
METAP2	1645	3426917_METAP2	0.03639887	0.413908046
MX2	1646	3922037_MX2	0.03648065	0.413908046
EXOSC3	1647	3205586_EXOSC3	0.03648118	0.413908046
PSMD11	1648	3717737_PSMD11	0.03649027	0.413908046
TPST2	1649	3955915_TPST2	0.03649989	0.413908046
TMEM30A	1650	2961317_TMEM30A	0.03654372	0.413908046
HBS1L	1651	2975287_HBS1L	0.03655335	0.413908046
PALB2	1652	3685329_PALB2	0.03655709	0.413908046
MTHFSD	1653	3703408_MTHFSD	0.03657205	0.413908046
NUDT3	1654	2951087_NUDT3	0.03667041	0.414694864
CFLP1	1655	3256669_CFLP1	0.03668591	0.414694864
POMT2	1656	3572982_POMT2	0.03679228	0.415646135
VKORC1L1	1657	3005280_VKORC1L1	0.03683077	0.415829813
DTYMK	1658	2607373_DTYMK	0.03693179	0.416528029
IKIP	1659	3467315_IKIP	0.03693714	0.416528029
AKAP3	1660	3441280_AKAP3	0.0370077	0.417072289
FGFR1OP	1661	2936564_FGFR1OP	0.03704511	0.417178099
COG2	1662	2384956_COG2	0.03706168	0.417178099
KIF2C	1663	2334098_KIF2C	0.03712209	0.417297297
FDPS	1664	2360850_FDPS	0.03712743	0.417297297
CSAD	1665	3456006_CSAD	0.03713919	0.417297297
C1orf124	1666	2385258_C1orf124	0.03726213	0.418427371
INPP5A	1667	3272205_INPP5A	0.03742517	0.420005999
GLE1	1668	3190514_GLE1	0.03753849	0.42102518
C7orf23	1669	3060051_C7orf23	0.03773894	0.422964072
CP110	1670	3651018_CP110	0.03775657	0.422964072
ERAL1	1671	3715874_ERAL1	0.03780736	0.423279473
C14orf131	1672	3553103_C14orf131	0.03788165	0.423837418
KLF6	1673	3274361_KLF6	0.0379025	0.423837418
CXorf39	1674	3985866_CXorf39	0.03796504	0.424283154
DLGAP4	1675	3883819_DLGAP4	0.03819863	0.425988095
METTL8	1676	2586744_METTL8	0.03820772	0.425988095
ISY1	1677	2694617_ISY1	0.03822803	0.425988095
LOC152217	1678	2659676_LOC152217	0.03823819	0.425988095
PTGES3	1679	3458057_PTGES3	0.03823979	0.425988095
RHEB	1680	4037903_RHEB	0.03825422	0.425988095
ARSB	1681	2863964_ARSB	0.03831516	0.426224852
LCMT2	1682	3621140_LCMT2	0.03836166	0.426224852
H1FX	1683	2694675_H1FX	0.03837289	0.426224852
BCCIP	1684	3269662_BCCIP	0.03840603	0.426224852
EIF3A	1685	3309215_EIF3A	0.0384365	0.426224852
SIPA1	1686	3335465_SIPA1	0.03844933	0.426224852
GNA11	1687	3816778_GNA11	0.03847979	0.426224852
VASP	1688	3836317_VASP	0.03850118	0.426224852
ANKRD26	1689	3282117_ANKRD26	0.03850225	0.426224852
SH2D3C	1690	3226041_SH2D3C	0.03850331	0.426224852
SLC38A5	1691	4007437_SLC38A5	0.03861396	0.426985816
UBXD6	1692	3092605_UBXD6	0.0386177	0.426985816
ZNF160	1693	3870054_ZNF160	0.03864924	0.427082103
ZNF256	1694	3872560_ZNF256	0.03870216	0.427215339
TMEM62	1695	3591281_TMEM62	0.03870697	0.427215339
C17orf79	1696	3752424_C17orf79	0.03875027	0.427441038
GLMN	1697	2422885_GLMN	0.03879891	0.427527958
CABIN1	1698	3939707_CABIN1	0.03881815	0.427527958
EIF3G	1699	3850040_EIF3G	0.03882671	0.427527958
TYMS	1700	3775842_TYMS	0.03901219	0.429317647
SLC35C2	1701	3907786_SLC35C2	0.03918056	0.430716804
GAS5	1702	2444451_GAS5	0.03918538	0.430716804
STIM1	1703	3317915_STIM1	0.03930083	0.431732237
JTV1	1704	2988882_JTV1	0.03933504	0.431740914
KIAA1279	1705	3250093_KIAA1279	0.03934841	0.431740914
CENPP	1706	3179359_CENPP	0.03937086	0.431740914
FEZ2	1707	2548172_FEZ2	0.0394954	0.432668227
RBM8A	1708	2356181_RBM8A	0.0395248	0.432668227
PRPF4B	1709	2892738_PRPF4B	0.0395248	0.432668227
WDR82	1710	2676041_WDR82	0.03958681	0.432768065
NUDT13	1711	3251619_NUDT13	0.03960979	0.432768065
TGFBRAP1	1712	2568630_TGFBRAP1	0.03965523	0.432768065
STRAP	1713	3406421_STRAP	0.03968677	0.432768065
AATF	1714	3719362_AATF	0.03969051	0.432768065
NMNAT1	1715	2319518_NMNAT1	0.03969425	0.432768065
UNC93B1	1716	3379269_UNC93B1	0.03969585	0.432768065
C7orf49	1717	3074101_C7orf49	0.03975518	0.433162493
ZBED4	1718	3950405_ZBED4	0.03980276	0.433228621
C8orf5	1719	3124333_C8orf5	0.03980757	0.433228621
ELOVL1	1720	2409310_ELOVL1	0.03984392	0.433372093
PIK3C2B	1721	2452069_PIK3C2B	0.03989684	0.433695526
FAM133B	1722	3061268_FAM133B	0.03992089	0.433704994
GGA2	1723	3685183_GGA2	0.04008446	0.435229251
GMPPB	1724	2674653_GMPPB	0.04015448	0.435662999
SNRPB	1725	3894995_SNRPB	0.04020098	0.435662999
PITPNM1	1726	3378895_PITPNM1	0.04021328	0.435662999
TNFRSF1A	1727	3441849_TNFRSF1A	0.04021755	0.435662999
DEPDC4	1728	3467788_DEPDC4	0.04027475	0.43592721
FBXL20	1729	3755655_FBXL20	0.04030468	0.43592721
CC2D1A	1730	3822444_CC2D1A	0.04031751	0.43592721
ZC3H8	1731	2571217_ZC3H8	0.04033515	0.43592721
INPP5B	1732	4043943_INPP5B	0.04042549	0.43665127
GUSB	1733	3053691_GUSB	0.04050406	0.437247548
SLC25A15	1734	3486728_SLC25A15	0.04065266	0.438424382
KDELC1	1735	3523881_KDELC1	0.04067992	0.438424382
HNRNPH3	1736	3249738_HNRNPH3	0.04072857	0.438424382
PTENP1	1737	3203665_PTENP1	0.04074888	0.438424382
OR4K1	1738	3527332_OR4K1	0.04074888	0.438424382
PRUNE	1739	2358623_PRUNE	0.04075369	0.438424382
TCIRG1	1740	3337390_TCIRG1	0.04085204	0.438668962
ZFYVE20	1741	2664123_ZFYVE20	0.04086113	0.438668962
PSTPIP2	1742	3806211_PSTPIP2	0.04086487	0.438668962
ARHGEF7	1743	3501661_ARHGEF7	0.04087022	0.438668962
HMBS	1744	3351841_HMBS	0.04095895	0.439369266
OIP5	1745	3619945_OIP5	0.04106853	0.440234286
C10orf68	1746	3241601_C10orf68	0.04112038	0.440234286
LRRC47	1747	2393711_LRRC47	0.04112786	0.440234286
MAFK	1748	2987211_MAFK	0.04113695	0.440234286
UBE2G2	1749	3934652_UBE2G2	0.0411765	0.440234286
ANAPC10	1750	2788143_ANAPC10	0.04118078	0.440234286
C5orf28	1751	2855578_C5orf28	0.04127058	0.440942319
HMGCS1	1752	2855501_HMGCS1	0.04130693	0.441078767
STK35	1753	3873699_STK35	0.04136252	0.441420422
NHP2L1	1754	3962054_NHP2L1	0.04157687	0.443046697
STAU1	1755	3908786_STAU1	0.041579	0.443046697
HIST1H2BO	1756	2900116_HIST1H2BO	0.04158595	0.443046697
C1orf211	1757	2318212_C1orf211	0.04163299	0.443230944
IFRD1	1758	3019519_IFRD1	0.04165063	0.443230944
TAF9	1759	2860666_TAF9	0.04173776	0.4436875
PHF21A	1760	3371339_PHF21A	0.04174097	0.4436875
ALDH6A1	1761	3571727_ALDH6A1	0.04178213	0.4438728
SLC16A1	1762	2428501_SLC16A1	0.0418436	0.444273553
FGD2	1763	2905327_FGD2	0.04191148	0.444741917
EMP3	1764	3837731_EMP3	0.04200823	0.445515873
TCF12	1765	3595096_TCF12	0.04205794	0.445790368
POLD1	1766	3839305_POLD1	0.04210498	0.445953594
DHODH	1767	3667811_DHODH	0.04212102	0.445953594
FARSB	1768	2601021_FARSB	0.04221777	0.446668549
ERP29	1769	3432225_ERP29	0.04224503	0.446668549
DDX20	1770	2351940_DDX20	0.04228138	0.446668549
MYCBP2	1771	3518496_MYCBP2	0.04228405	0.446668549
LPIN2	1772	3796335_LPIN2	0.04241341	0.44768018
EXOSC1	1773	3302328_EXOSC1	0.04243265	0.44768018
C3orf34	1774	2713016_C3orf34	0.04248557	0.44768018
SLC20A1	1775	2500919_SLC20A1	0.04249305	0.44768018
TRIM3	1776	3360901_TRIM3	0.04249947	0.44768018
KIAA1267	1777	3760137_KIAA1267	0.04255025	0.447962859
RCL1	1778	3160773_RCL1	0.04259408	0.448172103
SUDS3	1779	3433843_SUDS3	0.04268121	0.448836425
RASGEF1B	1780	2775259_RASGEF1B	0.04284317	0.450072993
CD24	1781	4035833_CD24	0.04284691	0.450072993
UCHL5IP	1782	4026487_UCHL5IP	0.04290678	0.450448934
GNA15	1783	3816815_GNA15	0.04298054	0.450970275
ZNF654	1784	2632036_ZNF654	0.04301101	0.451036996
C1orf109	1785	2407250_C1orf109	0.04303881	0.45107563
MALAT1	1786	7385515_MALAT1	0.04309279	0.451325503
VPS53	1787	3739668_VPS53	0.04313182	0.451325503
C1orf142	1788	2383557_C1orf142	0.04313502	0.451325503
PYDC1	1789	3688324_PYDC1	0.0432585	0.452364449
CAD	1790	2474341_CAD	0.04330554	0.452603352
XPNPEP3	1791	3946510_XPNPEP3	0.04336006	0.452920156
PSMD3	1792	3720636_PSMD3	0.04339374	0.453018973
NDUFAF2	1793	2811247_NDUFAF2	0.04343383	0.453184607
NIF3L1	1794	2522509_NIF3L1	0.04352363	0.453816156
EIF2C2	1795	3156193_EIF2C2	0.04354287	0.453816156
USP39	1796	2491702_USP39	0.04362145	0.45438196
GBF1	1797	3261544_GBF1	0.04371552	0.455108514
REST	1798	2728408_REST	0.04376791	0.455400445
RNPS1	1799	3676669_RNPS1	0.04379838	0.455464147
TRIM8	1800	3261820_TRIM8	0.04388123	0.455776915
FXYD5	1801	3830216_FXYD5	0.04389192	0.455776915
BZW1	1802	2522439_BZW1	0.04390154	0.455776915
H2AFY	1803	2876479_H2AFY	0.04396889	0.456222962
DDX19B	1804	3667155_DDX19B	0.04410787	0.457411308
TUG1	1805	3942648_TUG1	0.04413459	0.457434903
FGD3	1806	3179551_FGD3	0.04438957	0.459613473
NDUFS1	1807	2596201_NDUFS1	0.04441255	0.459613473
SMARCA4	1808	3820921_SMARCA4	0.04443981	0.459613473
PAQR4	1809	3645477_PAQR4	0.04447349	0.459613473
KIAA0355	1810	3829638_KIAA0355	0.0444922	0.459613473
GSN	1811	3187686_GSN	0.0444922	0.459613473
GPX4	1812	3815538_GPX4	0.04467821	0.461130099
ELF4	1813	4021433_ELF4	0.04469692	0.461130099
APITD1	1814	2319832_APITD1	0.04471296	0.461130099
RAPGEFL1	1815	3720817_RAPGEFL1	0.04474931	0.461250689
IRAK4	1816	3412296_IRAK4	0.0449273	0.462748763
KIAA1539	1817	3204558_KIAA1539	0.04496579	0.462748763
FAM48A	1818	3509910_FAM48A	0.04498129	0.462748763
MSN	1819	3979659_MSN	0.04499359	0.462748763
ST5	1820	3361971_ST5	0.0450433	0.463005495
C13orf27	1821	3523855_C13orf27	0.04507323	0.463058759
PEX5	1822	3403299_PEX5	0.0451951	0.463960505
SLC25A42	1823	3825523_SLC25A42	0.04521061	0.463960505
SYT14	1824	2378256_SYT14	0.04531591	0.464491247
SOD2	1825	2982319_SOD2	0.04536829	0.464491247
UCK1	1826	3227645_UCK1	0.0453699	0.464491247
GPR82	1827	3974957_GPR82	0.0453731	0.464491247
DDR1	1828	2901970_DDR1	0.04538647	0.464491247
SUMO3	1829	3934669_SUMO3	0.04553988	0.46561988
JUN	1830	2415084_JUN	0.04556179	0.46561988
JMJD2A	1831	2333429_JMJD2A	0.04557141	0.46561988
STAG3	1832	3015338_STAG3	0.04566068	0.466277293
C15orf48	1833	3592401_C15orf48	0.04570344	0.466459356
IFRG15	1834	2446240_IFRG15	0.04573765	0.466490463
