Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
219889_at	Hs.126057	frequently rearranged in advanced T-cell lymphomas	FRAT1	-3.4950328	0.04710401
201939_at	Hs.398157	polo-like kinase 2 (Drosophila)	PLK2	-3.538554	0.021697633
220255_at	Hs.302003	Fanconi anemia, complementation group E	FANCE	-3.5549521	0.023740016
211821_x_at	Hs.434973	glycophorin A (includes MN blood group)	GYPA	-3.5582159	0.04564745
227088_at	Hs.370661	Phosphodiesterase 5A, cGMP-specific	PDE5A	-3.5847077	0.041256994
227632_at	Hs.353087	KIAA1171 protein	KIAA1171	-3.60236	0.022307223
1554588_a_at	Hs.447659	hypothetical protein FLJ30990	FLJ30990	-3.610824	0.035541326
227647_at	Hs.523899	potassium voltage-gated channel, Isk-related family, member 3	KCNE3	-3.6207044	0.011828822
228834_at	Hs.531550	transducer of ERBB2, 1	TOB1	-3.672158	0.031311072
204674_at	Hs.124922	lymphoid-restricted membrane protein	LRMP	-3.7114668	0.03737253
221864_at	Hs.460617	hypothetical protein MGC13024	MGC13024	-3.7716715	0.006577192
1563894_at	Hs.112808	hypothetical protein LOC154222	LOC154222	-3.7955697	0.03491343
204066_s_at	Hs.435039	centaurin, gamma 2	CENTG2	-3.8160107	0.026099706
1566448_at	Hs.502710	CD6 antigen	CD6	-3.8537562	0.009870851
204039_at	Hs.76171	CCAAT/enhancer binding protein (C/EBP), alpha	CEBPA	-3.8761184	0.00717258
216917_s_at	Hs.112743	synaptonemal complex protein 1	SYCP1	-3.895175	0.022779243
208440_at	Hs.194283	putative GR6 protein	GR6	-3.9129064	0.015157508
1552553_a_at	Hs.546417	caspase recruitment domain family, member 12	CARD12	-3.9174917	0.037460916
57715_at	Hs.241545	family with sequence similarity 26, member B	FAM26B	-3.9342403	0.012796527
223553_s_at	Hs.153343	docking protein 3	DOK3	-4.0296717	0.006686891
228403_at	Hs.522085	GAAI470	UNQ470	-4.030145	0.033142783
235916_at	Hs.135978	yippee-like 4 (Drosophila)	YPEL4	-4.0643854	0.01133809
209864_at	Hs.140720	frequently rearranged in advanced T-cell lymphomas 2	FRAT2	-4.2498536	0.019177428
218589_at	Hs.123464	purinergic receptor P2Y, G-protein coupled, 5	P2RY5	-4.2901697	0.015081124
227002_at	Hs.143878	chromosome 9 open reading frame 59	C9orf59	-4.3786316	0.006343846
1564318_at	Hs.436896	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	POLR3A	-4.425244	0.008029508
1556472_s_at	Hs.486109	sex comb on midleg-like 4 (Drosophila)	SCML4	-4.437214	0.004190052
1555798_at	Hs.448930	hypothetical protein DKFZp761D1918	DKFZp761D1918	-4.500214	0.003215502
238532_at	Hs.162868	D4, zinc and double PHD fingers, family 3	DPF3	-4.5687428	0.02189081
1554141_s_at	Hs.49421	hypothetical protein FLJ23129	FLJ23129	-4.613233	0.024980787
211093_at	Hs.93173	phosphodiesterase 6C, cGMP-specific, cone, alpha prime	PDE6C	-4.696218	0.046158444
216307_at	Hs.487619	diacylglycerol kinase, beta 90kDa	DGKB	-4.7837343	0.016253792
1552858_at	Hs.376011	melanoma antigen family B, 6	MAGEB6	-4.8360143	0.008443492
218300_at	Hs.460568	hypothetical protein MGC4606	MGC4606	-4.870233	0.010882537
202286_s_at	Hs.23582	tumor-associated calcium signal transducer 2	TACSTD2	-4.8966303	0.029499754
213848_at	Hs.3843	Dual specificity phosphatase 7	DUSP7	-4.9078207	0.047875993
226559_at	Hs.529857	immediate early response 5-like	IER5L	-4.9419727	0.024843577
232693_s_at	Hs.435535	zinc finger protein 395 /// F-box protein 16	ZNF395 /// FBXO16	-5.0095863	0.015744988
208231_at	Hs.453951	neuregulin 1	NRG1	-5.0289507	0.007127839
214502_at	Hs.132550	histone 1, H2bj	HIST1H2BJ	-5.078211	0.03795449
225167_at	Hs.439488	FERM domain containing 4A	FRMD4A	-5.1030436	0.000683656
205782_at	Hs.122006	fibroblast growth factor 7 (keratinocyte growth factor)	FGF7	-5.1550794	0.003578186
206159_at	Hs.2171	growth differentiation factor 10	GDF10	-5.3615055	0.022982663
209262_s_at	Hs.466148	nuclear receptor subfamily 2, group F, member 6	NR2F6	-5.516899	0.015238476
1556942_at	Hs.372492	KIAA1126 protein	KIAA1126	-5.5670643	0.023327576
213506_at	Hs.154299	coagulation factor II (thrombin) receptor-like 1	F2RL1	-5.624126	0.04942665
204689_at	Hs.118651	hematopoietically expressed homeobox	HHEX	-5.7206945	0.008399353
218149_s_at	Hs.435535	zinc finger protein 395	ZNF395	-5.72251	0.002523746
204011_at	Hs.18676	sprouty homolog 2 (Drosophila)	SPRY2	-6.2805433	0.00880847
237282_s_at	Hs.184993	A kinase (PRKA) anchor protein 14	AKAP14	-6.6194286	0.013750166
1566970_at	Hs.403917	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	FARP1	-7.8791122	0.031251524
1554619_at	Hs.64004	similar to metallo-beta-lactamase superfamily protein	LOC153364	-8.153465	0.034089606
219369_s_at	Hs.278815	OTU domain, ubiquitin aldehyde binding 2	OTUB2	-8.460164	0.032355104
224073_at	Hs.534461	hypothetical protein FLJ20464	FLJ20464	-9.813006	0.003529288
