rank	Probe set	Gene symbol	Parameric p-value	FDR	Geom mean of intensities in ABC	Geom mean of intensities in GCB	Ratio of geom means ABC/GCB	log2 ratio ABC/GCB	Description
613	230056_at	BPTF	0.0004422	0.0394409	104.9884583	196.1270598	0.5353084	-0.901557803	bromodomain PHD finger transcription factor
614	1569422_at	FAM129C	0.0004431	0.0394568	373.7688072	115.8897872	3.2252092	1.689392743	family with sequence similarity 129, member C
615	230363_s_at	INPP5F	0.000444	0.0394727	1150.686393	509.1284842	2.26011	1.176392991	inositol polyphosphate-5-phosphatase F
616	1557359_at	LOC285758	0.0004463	0.0396127	159.0689458	41.7769624	3.8075757	1.92887272	hypothetical protein LOC285758
617	219355_at	CXorf57	0.0004485	0.0396416	106.7252971	402.1489224	0.2653875	-1.913827675	chromosome X open reading frame 57
618	227089_at		0.0004486	0.0396416	259.5817997	373.9689482	0.6941266	-0.526729279	Transcribed locus
619	229173_at	KIAA1715	0.0004488	0.0396416	287.1107081	418.6538754	0.6857949	-0.544150919	KIAA1715
620	213627_at	MAGED2	0.0004498	0.0396658	474.360855	710.7943449	0.6673672	-0.583447313	melanoma antigen family D, 2
621	203068_at	KLHL21	0.0004522	0.0398133	634.9998707	252.3835433	2.5160114	1.331138459	kelch-like 21 (Drosophila)
622	240898_at	SPAG16	0.0004533	0.0398459	22.1271916	106.3277206	0.2081037	-2.264625479	sperm associated antigen 16
623	207172_s_at	CDH11	0.0004603	0.0403963	95.0539575	245.8251612	0.386673	-1.370814065	cadherin 11, type 2, OB-cadherin (osteoblast)
624	226700_at	U2AF1L4	0.000464	0.0406558	574.4657384	308.6889551	1.8609857	0.89606697	U2 small nuclear RNA auxiliary factor 1-like 4
625	242264_at		0.000466	0.0407657	572.8273146	279.1801434	2.0518197	1.036903962
626	206896_s_at	GNG7	0.0004691	0.0409583	121.0907345	322.1034643	0.3759374	-1.411435646	guanine nucleotide binding protein (G protein), gamma 7
627	206105_at	AFF2	0.0004697	0.0409583	87.6853967	227.2715373	0.3858178	-1.37400839	AF4/FMR2 family, member 2
628	218954_s_at	BRF2	0.0004711	0.041015	101.1581858	212.207525	0.4766946	-1.068862812	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like
629	226809_at	FLJ30428	0.0004809	0.0418016	109.0057791	386.8769182	0.2817583	-1.827469985	similar to hypothetical protein A230046P18; cDNA sequence BC055759
630	229362_at	PUS10	0.0004828	0.0418255	444.3032492	934.2104307	0.4755923	-1.072202737	Pseudouridylate synthase 10
631	219280_at	BRWD1	0.0004844	0.0418255	136.2287892	266.7261805	0.510744	-0.969327744	bromodomain and WD repeat domain containing 1
632	202363_at	SPOCK1	0.0004848	0.0418255	41.5845733	127.1053802	0.3271661	-1.611904827	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1
633	210369_at	SWAP70	0.000485	0.0418255	279.4692033	730.799835	0.3824155	-1.386787095	SWAP-70 protein
634	204073_s_at	C11orf9	0.000485	0.0418255	95.0057469	29.8522528	3.1825319	1.670174975	chromosome 11 open reading frame 9
635	229332_at	HPDL	0.000487	0.0419319	185.5465148	55.5197504	3.3419912	1.740707935	4-hydroxyphenylpyruvate dioxygenase-like
636	209457_at	DUSP5	0.000488	0.0419519	674.5745419	329.5170311	2.0471614	1.03362485	dual specificity phosphatase 5
637	243040_at		0.00049	0.0420577	33.2562662	101.4516162	0.3278042	-1.609093756
638	236089_at		0.0004923	0.0421656	29.6977056	67.3453459	0.4409764	-1.181226647	Transcribed locus
639	229802_at		0.0004928	0.0421656	183.0283168	416.5318282	0.4394102	-1.186359736	CDNA FLJ14388 fis, clone HEMBA1002716
640	207949_s_at	ICA1	0.0004996	0.0426807	178.1917631	383.2395819	0.4649618	-1.104815902	islet cell autoantigen 1, 69kDa
641	243977_at	IL6 /// LOC541472	0.0005039	0.0429419	241.6313302	103.4739184	2.3351907	1.22354037	interleukin 6 (interferon, beta 2) /// hypothetical LOC541472
642	222985_at	YWHAG	0.0005055	0.0429419	10913.56597	8133.991336	1.3417233	0.424087179	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide
643	213142_x_at	tcag7.1314	0.0005056	0.0429419	3601.68423	2420.718677	1.4878574	0.573236262	hypothetical protein LOC54103
644	209302_at	POLR2H	0.0005058	0.0429419	4777.130736	2782.211237	1.7170266	0.77991239	polymerase (RNA) II (DNA directed) polypeptide H
645	208787_at	MRPL3	0.0005085	0.0430785	12914.86556	7990.608235	1.6162556	0.692655369	mitochondrial ribosomal protein L3
646	222243_s_at	TOB2	0.0005106	0.0430785	832.1672511	1370.182686	0.6073404	-0.719422755	transducer of ERBB2, 2
647	224374_s_at	EMILIN2	0.0005109	0.0430785	1426.22295	734.7384147	1.9411302	0.956896889	elastin microfibril interfacer 2
648	224694_at	ANTXR1	0.0005112	0.0430785	536.1721226	1244.387406	0.4308723	-1.214667742	anthrax toxin receptor 1
649	201352_at	YME1L1	0.0005132	0.0430785	5200.050613	6385.798107	0.8143149	-0.296341294	YME1-like 1 (S. cerevisiae)
650	243797_at	STK17B	0.000514	0.0430785	98.0848916	213.4114014	0.4596047	-1.121534544	serine/threonine kinase 17b
651	225545_at	EEF2K	0.0005142	0.0430785	1420.023364	892.731584	1.5906499	0.669616335	eukaryotic elongation factor-2 kinase
652	208734_x_at	RAB2A	0.0005142	0.0430785	1936.013709	2524.589828	0.7668627	-0.382959796	RAB2A, member RAS oncogene family
653	209250_at	DEGS1	0.0005145	0.0430785	3594.867899	5121.251747	0.701951	-0.510557769	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)
654	200951_s_at	CCND2	0.0005195	0.0434307	581.1233772	174.7918555	3.3246594	1.733206549	cyclin D2
655	212664_at	TUBB4	0.0005217	0.043548	136.7705032	58.8074954	2.3257325	1.217685171	tubulin, beta 4
656	241453_at	PTK2	0.0005255	0.0437983	76.6616502	171.2159661	0.4477483	-1.15924014	PTK2 protein tyrosine kinase 2
657	212378_at	GART	0.0005288	0.0439391	2577.552263	1772.299199	1.454355	0.540379466	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
658	231213_at	PDE1A	0.0005293	0.0439391	38.2571924	91.4853431	0.4181784	-1.25780955	phosphodiesterase 1A, calmodulin-dependent
659	226874_at	KLHL8	0.0005296	0.0439391	1446.828931	1092.838076	1.3239189	0.404814749	kelch-like 8 (Drosophila)
660	209512_at	HSDL2	0.0005306	0.0439554	303.2752584	513.0218705	0.5911546	-0.758392618	hydroxysteroid dehydrogenase like 2
661	212627_s_at	EXOSC7	0.0005349	0.0442446	1915.822425	1325.363589	1.4455071	0.531575695	exosome component 7
662	236179_at	CDH11	0.0005393	0.0444542	37.2452095	112.4431958	0.3312358	-1.594069487	cadherin 11, type 2, OB-cadherin (osteoblast)
663	206572_x_at	ZNF85	0.0005401	0.0444542	788.7515	1242.875774	0.6346181	-0.656039426	zinc finger protein 85
664	222622_at	LOC283871	0.0005402	0.0444542	813.3136992	616.5829305	1.3190662	0.399516971	hypothetical protein LOC283871
665	210230_at		0.0005411	0.0444542	205.6988578	489.7852512	0.4199776	-1.251615713	CDNA: FLJ23438 fis, clone HRC13275
666	207678_s_at	SOX30	0.0005415	0.0444542	99.4823293	35.5062954	2.8018223	1.486365459	SRY (sex determining region Y)-box 30
667	204174_at	ALOX5AP	0.000546	0.044714	4516.407302	8140.267215	0.554823	-0.8499005	arachidonate 5-lipoxygenase-activating protein
668	1556332_at		0.0005463	0.044714	74.2811783	172.2285456	0.4312942	-1.21325578	CDNA FLJ38412 fis, clone FEBRA2009385
669	218440_at	MCCC1	0.0005473	0.0447289	1507.065044	1031.969213	1.4603779	0.546341742	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
670	1563770_at	RP1-27O5.1	0.0005523	0.0450702	20.1899023	57.4234073	0.3515971	-1.508004924	zinc finger and BTB domain containing 8-like
671	1555420_a_at	KLF7	0.0005542	0.0451578	102.8488179	219.3337769	0.4689146	-1.092602896	Kruppel-like factor 7 (ubiquitous)
672	221549_at	GRWD1	0.000556	0.0452186	616.621856	405.2126908	1.5217239	0.605706621	glutamate-rich WD repeat containing 1
673	219419_at	C18orf22	0.0005566	0.0452186	649.9372058	389.6011962	1.6682115	0.738302209	chromosome 18 open reading frame 22
674	210137_s_at	DCTD	0.0005635	0.0457112	1411.860155	972.7044521	1.4514791	0.537523799	dCMP deaminase
675	1560132_a_at		0.000567	0.045927	52.1674466	195.4420687	0.2669203	-1.905519064	Homo sapiens, clone IMAGE:5750475, mRNA
676	209798_at	NPAT	0.0005695	0.0460613	1359.954726	1766.726429	0.7697597	-0.377519953	nuclear protein, ataxia-telangiectasia locus
677	1552634_a_at	ZNF101	0.0005709	0.0461063	1980.579421	1050.732089	1.8849519	0.914527709	zinc finger protein 101
678	200665_s_at	SPARC	0.0005754	0.0464012	5008.767584	9351.585462	0.5356062	-0.900755434	secreted protein, acidic, cysteine-rich (osteonectin)
679	209100_at	IFRD2	0.0005766	0.0464295	1215.888121	613.786809	1.9809616	0.986200915	interferon-related developmental regulator 2
680	201519_at	TOMM70A	0.0005777	0.0464496	3339.953997	2632.448346	1.2687634	0.343423059	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
681	209123_at	QDPR	0.0005794	0.0465179	1528.420789	938.0250838	1.6294029	0.704343381	quinoid dihydropteridine reductase
682	223366_at		0.0005812	0.0465457	93.7767162	206.7411061	0.4535949	-1.140523675	Homo sapiens, clone IMAGE:3618365, mRNA
683	225446_at	BRWD1	0.0005818	0.0465457	312.6654639	563.7773096	0.5545904	-0.850505451	bromodomain and WD repeat domain containing 1
684	201571_s_at	DCTD	0.0005823	0.0465457	1254.90831	751.1123392	1.6707332	0.740481367	dCMP deaminase
685	1554014_at	CHD2	0.0005847	0.0466693	464.4149858	272.1982592	1.7061644	0.770756666	chromodomain helicase DNA binding protein 2
686	236442_at	DPF3	0.000588	0.0468643	56.6037692	114.8287565	0.4929407	-1.020513992	D4, zinc and double PHD fingers, family 3
687	223342_at	RRM2B	0.0005928	0.0471781	955.1728093	1434.993531	0.6656287	-0.587210455	ribonucleotide reductase M2 B (TP53 inducible)
688	206117_at	TPM1	0.0005938	0.047189	28.7390261	76.6943246	0.3747217	-1.416108569	tropomyosin 1 (alpha)
689	210148_at	HIPK3	0.0005967	0.0473506	48.0587808	117.7815065	0.4080333	-1.293241198	homeodomain interacting protein kinase 3
690	213172_at	TTC9	0.000602	0.0476826	59.0682837	169.044127	0.3494252	-1.516944438	tetratricopeptide repeat domain 9
691	224755_at		0.0006027	0.0476826	820.1609099	1274.455486	0.6435383	-0.635902082	Transcribed locus
692	228171_s_at	PLEKHG4	0.0006035	0.0476826	305.0027604	176.7581998	1.7255367	0.787045158	pleckstrin homology domain containing, family G (with RhoGef domain) member 4
693	233621_s_at	ARHGEF12	0.0006089	0.0480398	19.0530271	6.8555242	2.7792225	1.474681339	Rho guanine nucleotide exchange factor (GEF) 12
694	201972_at	ATP6V1A	0.0006164	0.0485231	4458.621808	6072.15309	0.7342736	-0.445610364	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A
695	235791_x_at	CHD1	0.0006168	0.0485231	1563.730146	1041.391439	1.5015777	0.58647913	chromodomain helicase DNA binding protein 1
696	244121_at	UBR3	0.0006198	0.0486427	84.2764598	267.0877846	0.3155384	-1.664112508	Ubiquitin protein ligase E3 component n-recognin 3
697	227189_at	CPNE5	0.0006201	0.0486427	599.4397606	1346.100778	0.4453157	-1.167099619	copine V
698	229713_at		0.0006211	0.0486514	1070.881415	2799.454097	0.3825322	-1.386346902	Transcribed locus, strongly similar to XP_001145575.1 PREDICTED: hypothetical protein [Pan troglodytes]
699	227037_at	LOC201164	0.0006262	0.0489807	439.2519749	286.1277581	1.5351603	0.618389308	similar to CG12314 gene product
700	223058_at	FAM107B	0.0006274	0.0490044	3418.049324	4983.537696	0.6858681	-0.543996938	family with sequence similarity 107, member B
701	230788_at	GCNT2	0.000629	0.0490593	603.7806978	1115.359115	0.541333	-0.885411757	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
702	209517_s_at	ASH2L	0.0006341	0.0492619	1631.305635	2113.297932	0.7719241	-0.373469094	ash2 (absent, small, or homeotic)-like (Drosophila)
703	219714_s_at	CACNA2D3	0.0006341	0.0492619	41.6090895	114.0080901	0.3649661	-1.45416563	calcium channel, voltage-dependent, alpha 2/delta subunit 3
704	206364_at	KIF14	0.0006343	0.0492619	1219.965679	740.2564982	1.648031	0.72074338	kinesin family member 14
705	222482_at	LOC100131851 /// LOC100134497 /// LOC401002 /// LOC646674 /// SSBP3	0.0006369	0.0493936	171.6919416	349.9744471	0.4905842	-1.027427324	single stranded DNA binding protein 3 /// similar to single stranded DNA binding protein 3 /// hypothetical LOC646674 /// hypothetical protein LOC100131851 /// hypothetical protein LOC100134497
706	200830_at	PSMD2	0.000641	0.0496412	4077.875431	2931.77049	1.3909259	0.476045564	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2
707	43427_at	ACACB	0.0006431	0.0497334	100.2151823	226.4453792	0.4425579	-1.176061879	acetyl-Coenzyme A carboxylase beta
708	241439_at		0.0006475	0.0500029	11.3707405	33.3229999	0.341228	-1.551192061	Transcribed locus
709	238068_at	ARIH2	0.0006489	0.0500403	595.7064995	422.6618491	1.4094163	0.495097804	Ariadne homolog 2 (Drosophila)
710	205298_s_at	BTN2A2	0.0006509	0.0501239	1063.805484	1750.547095	0.6076989	-0.718571414	butyrophilin, subfamily 2, member A2
711	208224_at	HOXB1	0.000654	0.0502918	62.6496694	30.3660187	2.0631506	1.044849135	homeobox B1
712	201572_x_at	DCTD	0.0006567	0.0503808	1341.871239	916.5185227	1.4640961	0.550010252	dCMP deaminase
713	223248_at	HSDL1	0.000657	0.0503808	317.53134	437.3653012	0.7260094	-0.461939867	hydroxysteroid dehydrogenase like 1
714	213170_at	GPX7	0.0006583	0.0504097	1803.894979	924.0547732	1.9521516	0.965065094	glutathione peroxidase 7
715	242934_at		0.0006635	0.0507369	27.4893952	90.6210229	0.3033446	-1.720970465	Transcribed locus
716	236866_at	GALNS	0.0006673	0.0509562	60.7689246	29.6342091	2.0506343	1.036070232	galactosamine (N-acetyl)-6-sulfate sulfatase (Morquio syndrome, mucopolysaccharidosis type IVA)
717	222305_at	HK2	0.0006696	0.0510605	171.5443372	71.241605	2.4079235	1.267789558	hexokinase 2
718	219676_at	ZSCAN16	0.0006765	0.0515148	332.985604	554.923054	0.6000573	-0.736827823	zinc finger and SCAN domain containing 16
719	212297_at	ATP13A3	0.0006824	0.0518918	3254.261504	1988.005742	1.6369477	0.711008229	ATPase type 13A3
720	203857_s_at	PDIA5	0.0006848	0.051945	1031.665249	652.9316709	1.5800509	0.659971034	protein disulfide isomerase family A, member 5
721	224700_at	STT3B	0.000685	0.051945	5184.643059	3867.892432	1.340431	0.422696957	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)
722	225624_at	SNX29	0.0006873	0.0519904	569.7576606	1085.165839	0.525042	-0.929495261	sorting nexin 29
723	235099_at	CMTM8	0.0006875	0.0519904	361.2943486	161.5853816	2.2359346	1.160877991	CKLF-like MARVEL transmembrane domain containing 8
724	242104_at		0.0006917	0.0521713	361.7623081	901.4626766	0.4013059	-1.317225728	Transcribed locus
725	233814_at		0.0006918	0.0521713	35.3614979	143.0483703	0.2471996	-2.016251686	CDNA: FLJ22256 fis, clone HRC02860
726	204922_at	C11orf80	0.0006934	0.0522199	223.4309503	92.1281758	2.4252184	1.278114673	chromosome 11 open reading frame 80
727	238004_at	PGBD2	0.0006961	0.0523168	170.8110306	256.1667519	0.6667963	-0.584681996	piggyBac transposable element derived 2
728	218702_at	SARS2	0.0006966	0.0523168	405.6244608	260.3456827	1.5580226	0.639716161	seryl-tRNA synthetase 2, mitochondrial
729	218497_s_at	RNASEH1	0.0007017	0.0524865	2078.037624	1465.538552	1.4179345	0.50379089	ribonuclease H1
730	223659_at	TMPRSS13	0.0007023	0.0524865	86.6057317	34.9727902	2.4763747	1.308229625	transmembrane protease, serine 13
731	201216_at	ERP29	0.0007026	0.0524865	6510.280764	4716.792957	1.3802346	0.464913504	endoplasmic reticulum protein 29
732	203964_at	NMI	0.0007027	0.0524865	5120.359874	3503.360731	1.4615566	0.5475057	N-myc (and STAT) interactor
733	205311_at	DDC	0.0007064	0.0526909	62.8428272	20.6307421	3.0460769	1.606952364	dopa decarboxylase (aromatic L-amino acid decarboxylase)
734	201760_s_at	WSB2	0.0007084	0.0527681	4649.007454	3279.925361	1.4174126	0.503259779	WD repeat and SOCS box-containing 2
735	225219_at	SMAD5	0.0007099	0.0527807	788.1890647	1244.325734	0.6334266	-0.658750642	SMAD family member 5
736	227014_at	ASPHD2	0.0007105	0.0527807	919.0897856	570.0304677	1.612352	0.68916674	aspartate beta-hydroxylase domain containing 2
737	203072_at	MYO1E	0.0007157	0.0530948	311.8150355	508.9790599	0.6126284	-0.706915846	myosin IE
738	209711_at	SLC35D1	0.0007219	0.0534822	480.2710841	899.577131	0.5338854	-0.905397998	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1
739	213358_at	KIAA0802	0.0007248	0.0536244	454.9740827	183.3520169	2.4814239	1.311168211	KIAA0802
740	219985_at	HS3ST3A1	0.0007276	0.0536863	185.6189065	436.657028	0.4250908	-1.234157059	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
741	218344_s_at	RCOR3	0.0007276	0.0536863	396.0827158	652.6437846	0.6068896	-0.720493997	REST corepressor 3
742	211576_s_at	SLC19A1	0.0007295	0.0536963	529.2311846	322.1091574	1.6430181	0.716348374	solute carrier family 19 (folate transporter), member 1
743	237292_at		0.0007297	0.0536963	10.1138003	24.0304052	0.4208751	-1.248535936	Transcribed locus, strongly similar to NP_001377.1 dihydropyrimidinase-like 2 [Homo sapiens]
744	204709_s_at	KIF23	0.000732	0.0537576	620.0245093	345.2772322	1.7957295	0.844570046	kinesin family member 23
745	209967_s_at	CREM	0.0007325	0.0537576	715.3264234	1576.816526	0.4536523	-1.140341122	cAMP responsive element modulator
746	224869_s_at	MRPS25	0.0007365	0.0539787	1946.852606	1412.153822	1.3786406	0.463246407	mitochondrial ribosomal protein S25
747	224967_at	UGCG	0.0007386	0.0540602	7447.448453	5618.877572	1.3254335	0.406464289	UDP-glucose ceramide glucosyltransferase
748	201174_s_at	TERF2IP	0.0007416	0.0541494	1827.972223	2671.839781	0.6841624	-0.547589276	telomeric repeat binding factor 2, interacting protein
749	206170_at	ADRB2	0.0007418	0.0541494	609.4353698	227.6546177	2.6770174	1.420626516	adrenergic, beta-2-, receptor, surface
750	213342_at	YAP1	0.0007431	0.054172	82.8244166	175.7703743	0.4712081	-1.085563756	Yes-associated protein 1, 65kDa
751	215903_s_at	MAST2	0.0007474	0.0544129	482.1023838	751.9280372	0.641155	-0.641254923	microtubule associated serine/threonine kinase 2
752	244407_at	CYP39A1	0.0007514	0.0545372	21.0560707	100.337192	0.2098531	-2.25254832	cytochrome P450, family 39, subfamily A, polypeptide 1
753	210986_s_at	TPM1	0.0007515	0.0545372	1427.860329	2816.537425	0.5069559	-0.980067842	tropomyosin 1 (alpha)
754	219366_at	AVEN	0.0007521	0.0545372	579.5433366	388.0107478	1.493627	0.578819912	apoptosis, caspase activation inhibitor
755	209810_at	SFTPB	0.000762	0.0551819	120.8941306	34.2126101	3.5336132	1.821144127	surfactant, pulmonary-associated protein B
756	203474_at	IQGAP2	0.0007642	0.055268	1610.223756	1035.929898	1.5543752	0.636334788	IQ motif containing GTPase activating protein 2
757	226416_at	THEX1	0.0007658	0.0553106	654.4983343	894.1542174	0.7319748	-0.450134114	three prime histone mRNA exonuclease 1
758	223130_s_at	MYLIP	0.0007693	0.0554901	776.1326596	1267.376049	0.6123933	-0.707469596	myosin regulatory light chain interacting protein
759	53071_s_at	FLJ22222	0.0007724	0.0556403	1296.962172	920.9800897	1.4082413	0.493894559	hypothetical protein FLJ22222
760	235230_at		0.0007764	0.0558548	576.6788315	329.0660302	1.7524715	0.809390982	CDNA FLJ34317 fis, clone FEBRA2008475
761	1560941_a_at		0.0007872	0.0565574	125.3519318	34.1418973	3.6714987	1.876369089	CDNA FLJ32834 fis, clone TESTI2003236
762	204935_at	PTPN2	0.0008009	0.0574267	274.1456598	143.8313297	1.9060219	0.930564696	protein tyrosine phosphatase, non-receptor type 2
763	232798_at	DNAJC5B	0.0008014	0.0574267	470.2667591	1385.985177	0.3393014	-1.559360712	DnaJ (Hsp40) homolog, subfamily C, member 5 beta
764	203283_s_at	HS2ST1	0.0008079	0.0578167	450.1883725	796.5459079	0.5651757	-0.823228657	heparan sulfate 2-O-sulfotransferase 1
765	218017_s_at	HGSNAT	0.0008102	0.0579055	376.6424131	677.8401398	0.5556508	-0.847749592	heparan-alpha-glucosaminide N-acetyltransferase
766	229487_at	EBF1	0.0008129	0.057991	216.7421235	451.2025315	0.4803655	-1.057795555	early B-cell factor 1
767	217872_at	PIH1D1	0.0008153	0.057991	2963.120385	2316.283751	1.2792562	0.355305225	PIH1 domain containing 1
768	208918_s_at	NADK	0.0008163	0.057991	3527.05417	2492.791856	1.4149012	0.500701316	NAD kinase
769	216247_at	RPS20	0.0008165	0.057991	41.7660682	82.0110023	0.509274	-0.97348603	ribosomal protein S20
770	213638_at	PHACTR1	0.0008167	0.057991	953.5972885	404.0913641	2.3598556	1.238698584	phosphatase and actin regulator 1
771	201753_s_at	ADD3	0.0008186	0.0580505	4083.809985	5825.009535	0.7010821	-0.512344694	adducin 3 (gamma)
772	203303_at	DYNLT3	0.0008205	0.0580869	1826.772236	2672.799786	0.6834677	-0.549054936	dynein, light chain, Tctex-type 3
773	209474_s_at	ENTPD1	0.0008221	0.0580869	1046.605726	548.8881173	1.9067742	0.93113401	ectonucleoside triphosphate diphosphohydrolase 1
774	201866_s_at	NR3C1	0.0008223	0.0580869	723.4945093	1066.916949	0.678117	-0.560393882	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
775	225747_at	COQ10A	0.0008249	0.0581626	467.7317858	702.0802986	0.6662084	-0.58595455	coenzyme Q10 homolog A (S. cerevisiae)
776	209482_at	POP7	0.0008255	0.0581626	2283.788304	1498.742803	1.5238027	0.607676117	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)
777	207738_s_at	NCKAP1	0.0008311	0.0584488	368.5465697	698.0448829	0.5279697	-0.921472959	NCK-associated protein 1
778	230130_at		0.0008317	0.0584488	178.9444725	397.6478622	0.4500074	-1.151979369	Transcribed locus
779	243194_at	ZNF551	0.0008331	0.0584721	166.677857	63.6465079	2.618806	1.388909189	zinc finger protein 551
780	201752_s_at	ADD3	0.0008374	0.0586584	2273.238054	3558.762897	0.638772	-0.64662702	adducin 3 (gamma)
781	243713_at		0.0008379	0.0586584	44.7633312	174.2323977	0.2569174	-1.960623493	Transcribed locus
782	224185_at		0.0008451	0.0589391	521.0866095	313.5271156	1.6620145	0.732932969	CDNA FLJ39726 fis, clone SMINT2015306
783	208091_s_at	ECOP	0.000846	0.0589391	11639.07692	7596.409462	1.5321814	0.615587113	EGFR-coamplified and overexpressed protein
784	227438_at	ALPK1	0.0008466	0.0589391	250.8271804	504.3663209	0.4973115	-1.007778302	alpha-kinase 1
785	235632_at		0.0008466	0.0589391	12.6970327	37.8919156	0.3350855	-1.577398836
786	229937_x_at	LILRB1	0.0008473	0.0589391	3253.202217	1752.473115	1.8563493	0.892468201	Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
787	232352_at	ISL2	0.0008503	0.0589911	252.4232343	84.650398	2.9819498	1.576255971	ISL LIM homeobox 2
788	224811_at		0.0008512	0.0589911	840.6453709	1597.009151	0.5263873	-0.925803413	CDNA FLJ30652 fis, clone DFNES2000011
789	219699_at	LGI2	0.0008525	0.0589911	24.821821	61.092465	0.4062992	-1.299385571	leucine-rich repeat LGI family, member 2
790	229544_at		0.0008552	0.0589911	441.3356223	279.4318145	1.5794036	0.659379884	CDNA clone IMAGE:4791887 /// Transcribed locus
791	204781_s_at	FAS	0.0008553	0.0589911	1312.050303	2342.470609	0.5601139	-0.836207864	Fas (TNF receptor superfamily, member 6)
792	219864_s_at	RCAN3	0.0008555	0.0589911	44.3209076	96.6125797	0.4587488	-1.124223711	RCAN family member 3
793	1557099_at		0.0008556	0.0589911	111.1639244	50.390814	2.2060355	1.141456007	CDNA FLJ35092 fis, clone PLACE6006077
794	203325_s_at	COL5A1	0.0008583	0.0590094	152.8532763	389.1342363	0.3928035	-1.34812031	collagen, type V, alpha 1
795	228929_at	DNASE1	0.0008588	0.0590094	94.3263957	283.3940087	0.3328454	-1.587075865	deoxyribonuclease I
796	230976_at	C9orf98	0.0008603	0.0590094	76.3672311	207.8012313	0.3675013	-1.444178742	chromosome 9 open reading frame 98
797	230233_at		0.0008616	0.0590094	570.2217833	1391.586247	0.4097639	-1.287135206	Transcribed locus
798	244268_x_at	PAK2	0.0008621	0.0590094	477.3860627	319.0199809	1.4964143	0.581509658	p21 (CDKN1A)-activated kinase 2
799	228114_x_at	C16orf13	0.0008627	0.0590094	681.3570095	523.9655595	1.3003851	0.378938931	chromosome 16 open reading frame 13
800	235037_at	TMEM41A	0.0008641	0.0590094	635.9464586	476.9644151	1.3333206	0.415023721	transmembrane protein 41A
801	204670_x_at	Multiple Gene Symbols	0.0008645	0.0590094	24895.83793	37817.45857	0.658316	-0.603147833
802	201160_s_at	CSDA	0.0008675	0.0591404	6343.015363	3368.281708	1.8831606	0.913156041	cold shock domain protein A
803	233546_at		0.0008711	0.0593118	14.9212982	41.4215313	0.3602305	-1.473007758	CDNA FLJ13003 fis, clone NT2RP3000418
804	244097_at	CR2	0.0008725	0.0593149	15.6126412	45.4878734	0.3432264	-1.54276757	complement component (3d/Epstein Barr virus) receptor 2
805	218884_s_at	GUF1	0.0008742	0.0593149	341.7973631	210.7358555	1.6219232	0.697705508	GUF1 GTPase homolog (S. cerevisiae)
806	1554258_a_at	DNAJC5B	0.0008744	0.0593149	478.2766411	1233.558743	0.387721	-1.366909217	DnaJ (Hsp40) homolog, subfamily C, member 5 beta
807	239697_x_at	C3orf67	0.0008789	0.0595132	17.586339	76.1513745	0.2309392	-2.114415016	chromosome 3 open reading frame 67
808	209903_s_at	ATR	0.0008795	0.0595132	3303.539712	2471.625185	1.336586	0.418552668	ataxia telangiectasia and Rad3 related
809	218513_at	FLJ11184	0.0008813	0.0595613	665.2725093	414.4460527	1.6052089	0.68276106	hypothetical protein FLJ11184
810	232820_s_at	GTSF1L	0.0008856	0.0597515	162.1550216	59.0599841	2.7455988	1.457120827	gametocyte specific factor 1-like
811	204880_at	MGMT	0.0008863	0.0597515	484.1269494	936.2976605	0.5170652	-0.951581884	O-6-methylguanine-DNA methyltransferase
812	232377_at	NXPH1	0.0008919	0.060055	8.1287617	23.9719304	0.339095	-1.560238583	neurexophilin 1
813	221563_at	DUSP10	0.0009004	0.0605527	420.1601268	704.8952392	0.5960604	-0.746469566	dual specificity phosphatase 10
814	201338_x_at	GTF3A	0.0009047	0.0607672	24318.97733	15216.26885	1.5982221	0.676467909	general transcription factor IIIA
815	214532_x_at	POU5F1P1	0.0009076	0.0608872	339.0040135	176.7610245	1.9178663	0.939502149	POU class 5 homeobox 1 pseudogene 1
816	207977_s_at	DPT	0.000909	0.0609063	166.2711034	363.2431026	0.4577406	-1.127397835	dermatopontin
817	210325_at	CD1A	0.0009108	0.0609523	104.7585975	204.451807	0.5123877	-0.964692251	CD1a molecule
818	231855_at	KIAA1524	0.0009142	0.061105	698.4364438	336.635627	2.074755	1.052940984	KIAA1524
