Rank	Parametric p-value	FDR	Geom mean of intensities in Controls	Geom mean of intensities 1.25 Gy	Geom mean of intensities 3.75 Gy	Unique id	Description	Gene symbol
1144	0.0003202	0.0055151	87.898508	141.2014298	160.3910229	A_23_P121011	Homo sapiens AXIN1 up-regulated 1 (AXUD1), mRNA [NM_033027]	AXUD1
1145	0.0003225	0.0055498	126.7593611	84.3820398	64.3067531	A_23_P162525	Homo sapiens UTP20, small subunit (SSU) processome component, homolog (yeast) (UTP20), mRNA [NM_014503]	UTP20
1146	0.0003248	0.0055845	40.6798657	67.5113038	54.5060543	A_24_P160088	Homo sapiens pyridoxal (pyridoxine, vitamin B6) kinase (PDXK), mRNA [NM_003681]	PDXK
1147	0.0003256	0.0055934	58.9712432	31.8791867	30.4896823	A_23_P152047	Homo sapiens secretory carrier membrane protein 5 (SCAMP5), mRNA [NM_138967]	SCAMP5
1148	0.0003276	0.005618	9597.353691	11447.67458	14924.77039	A_23_P160849	Homo sapiens Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide (FCER1G), mRNA [NM_004106]	FCER1G
1149	0.0003276	0.005618	259.8933641	154.3457437	143.7802363	A_23_P71867	Homo sapiens interleukin 11 receptor, alpha (IL11RA), transcript variant 2, mRNA [NM_147162]	IL11RA
1150	0.0003279	0.0056182	8154.688727	4839.193954	7600.991837	A_23_P44674	Homo sapiens cysteine-rich protein 1 (intestinal) (CRIP1), mRNA [NM_001311]	CRIP1
1151	0.0003305	0.0056578	140.6581719	99.4500948	83.4287893	A_24_P113686	Homo sapiens chromosome 1 open reading frame 181 (C1orf181), mRNA [NM_017953]	C1orf181
1152	0.0003312	0.0056649	672.8806336	391.2744589	328.6280341	A_24_P135092	Ankyrin repeat domain-containing protein 36B. [Source:Uniprot/SWISSPROT;Acc:Q8N2N9] [ENST00000359901]	LOC731085
1153	0.0003333	0.0056959	1345.848401	1875.151092	2318.569716	A_24_P336577	Homo sapiens chromosome 1 open reading frame 183 (C1orf183), transcript variant 1, mRNA [NM_019099]	C1orf183
1154	0.0003344	0.0057097	148.0578259	93.9674126	60.5773528	A_23_P88731	Homo sapiens RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae) (RAD51), transcript variant 1, mRNA [NM_002875]	RAD51
1155	0.0003351	0.0057152	358.4273572	583.1127257	503.0553012	A_23_P207837	Homo sapiens carboxypeptidase D (CPD), mRNA [NM_001304]	CPD
1156	0.0003353	0.0057152	6215.409173	8422.833149	9668.708971	A_23_P333218	Homo sapiens endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (ERGIC1), transcript variant 1, mRNA [NM_001031711]	ERGIC1
1157	0.0003358	0.0057188	3644.110829	4497.535833	6505.458612	A_23_P132388	Homo sapiens SCO cytochrome oxidase deficient homolog 2 (yeast) (SCO2), nuclear gene encoding mitochondrial protein, mRNA [NM_005138]	SCO2
1158	0.0003365	0.0057257	37.1962795	29.3947294	18.4996143	A_23_P134191	Homo sapiens tRNA methyltransferase 11 homolog (S. cerevisiae) (TRMT11), mRNA [NM_001031712]	TRMT11
1159	0.0003382	0.0057447	23.965573	17.699788	10.8078693	A_24_P175612	Homo sapiens sideroflexin 2 (SFXN2), mRNA [NM_178858]	SFXN2
1160	0.0003382	0.0057447	802.6573741	549.1406749	434.9644639	A_23_P210726	Homo sapiens cell division cycle 25 homolog B (S. cerevisiae) (CDC25B), transcript variant 1, mRNA [NM_021873]	CDC25B
1161	0.0003387	0.0057483	43.507822	52.9416697	79.6189265	A_32_P151470	Unknown	A_32_P151470
1162	0.0003392	0.0057518	62.1427956	34.3330464	38.6311253	A_23_P387585	Doublesex- and mab-3-related transcription factor C1. [Source:Uniprot/SWISSPROT;Acc:Q5HYR2] [ENST00000356102]	ENST00000356102
1163	0.0003402	0.0057638	4597.689648	5569.547614	6390.510228	A_23_P120488	Homo sapiens aminopeptidase-like 1 (NPEPL1), mRNA [NM_024663]	NPEPL1
1164	0.0003449	0.0058384	304.1149611	427.6644621	408.7271561	A_32_P74391	Homo sapiens signal-regulatory protein delta (SIRPD), mRNA [NM_178460]	SIRPD
1165	0.000346	0.005852	263.0230044	183.3356555	154.1054024	A_23_P411431	Metastasis-associated protein MTA3. [Source:Uniprot/SWISSPROT;Acc:Q9BTC8] [ENST00000282366]	MTA3
1166	0.0003494	0.0059044	35.3225695	20.6282224	16.3631917	A_24_P926450	Unknown	THC2537217
1167	0.0003519	0.0059416	175.4705096	137.4588187	90.7781777	A_23_P203115	Homo sapiens transmembrane protein 25 (TMEM25), mRNA [NM_032780]	TMEM25
1168	0.0003522	0.0059416	456.6418058	329.4050541	276.6680497	A_23_P152807	Homo sapiens radical S-adenosyl methionine domain containing 1 (RSAD1), mRNA [NM_018346]	RSAD1
1169	0.0003571	0.006019	316.6531561	184.4493888	177.5934118	A_32_P54616	Homo sapiens KIAA1407 (KIAA1407), mRNA [NM_020817]	KIAA1407
1170	0.0003574	0.006019	789.4593703	965.3725179	1247.300017	A_23_P93360	Homo sapiens advanced glycosylation end product-specific receptor (AGER), transcript variant 1, mRNA [NM_001136]	AGER
1171	0.0003581	0.006022	3062.259574	3613.384148	4302.134286	A_23_P59470	Homo sapiens zinc finger protein 467, mRNA (cDNA clone IMAGE:5216914), with apparent retained intron. [BC038972]	ZNF467
1172	0.0003585	0.006022	72.4879482	52.1402783	20.3668982	A_23_P10356	Homo sapiens ADAM metallopeptidase domain 28 (ADAM28), transcript variant 3, mRNA [NM_021777]	ADAM28
1173	0.0003588	0.006022	1052.098702	640.7452054	558.0912986	A_24_P410516	Homo sapiens hypothetical protein LOC440295 (LOC440295), mRNA [NM_198181]	LOC440295
1174	0.0003588	0.006022	240.3267096	199.705335	147.2976968	A_23_P152559	Homo sapiens benzodiazapine receptor (peripheral) associated protein 1 (BZRAP1), mRNA [NM_004758]	BZRAP1
1175	0.0003594	0.0060269	16.0680803	16.238117	9.4862479	A_23_P125033	Voltage-gated potassium channel subunit beta-3 (K(+) channel subunit beta-3) (Kv-beta-3). [Source:Uniprot/SWISSPROT;Acc:O43448] [ENST00000380304]	KCNAB3
1176	0.0003601	0.0060335	111.8527243	82.727483	74.9609122	A_32_P542928	Homo sapiens cDNA FLJ16554 fis, clone SPLEN2016135. [AK131429]	ZNF789
1177	0.0003614	0.0060482	117.3685023	112.5172475	191.5976309	A_23_P45786	Homo sapiens collagen, type IX, alpha 2 (COL9A2), mRNA [NM_001852]	COL9A2
1178	0.0003617	0.0060482	1029.136533	1270.596059	1687.656998	A_23_P167674	Homo sapiens coagulation factor XII (Hageman factor) (F12), mRNA [NM_000505]	F12
1179	0.0003619	0.0060482	1669.481457	1400.672781	987.4699077	A_23_P161338	Homo sapiens pyrophosphatase (inorganic) 1 (PPA1), mRNA [NM_021129]	PPA1
1180	0.0003673	0.0061333	624.5922338	999.8939093	879.888257	A_23_P201538	Homo sapiens jun oncogene (JUN), mRNA [NM_002228]	JUN
1181	0.0003685	0.0061481	55.2031073	47.5665013	34.3556413	A_23_P207537	Homo sapiens dual specificity phosphatase 14 (DUSP14), mRNA [NM_007026]	DUSP14
1182	0.0003699	0.0061663	234.2007737	158.0452473	137.3827341	A_32_P148627	Sequence 197 from Patent WO03048202. [AX775927]	AX775927
1183	0.000372	0.0061958	179.0513967	330.9242052	259.7688617	A_23_P32955	Human cellular proto-oncogene (c-mer) mRNA, complete cds. [U08023]	MERTK
1184	0.0003723	0.0061958	507.5721273	575.628247	835.1640196	A_23_P252125	Unknown	THC2516487
1185	0.0003734	0.0062088	1668.84395	2261.182608	2445.269827	A_23_P316601	Homo sapiens Ras-like without CAAX 1 (RIT1), mRNA [NM_006912]	RIT1
1186	0.0003775	0.0062717	77.2622124	127.5194721	117.4480484	A_23_P251316	Homo sapiens catenin (cadherin-associated protein), delta 1 (CTNND1), mRNA [NM_001331]	CTNND1
1187	0.0003786	0.0062847	939.2737073	1356.202441	1368.968343	A_23_P209995	Homo sapiens interleukin 1 receptor antagonist (IL1RN), transcript variant 1, mRNA [NM_173842]	IL1RN
1188	0.0003793	0.0062874	32.3027982	42.334999	52.9819115	A_24_P884690	Unknown	A_24_P884690
1189	0.0003794	0.0062874	16.1839547	9.2938062	12.3056333	A_24_P418250	Homo sapiens hypothetical protein MGC39606, mRNA (cDNA clone MGC:39606 IMAGE:5260968), complete cds. [BC051704]	ENST00000325900
1190	0.0003813	0.0063136	43.9613445	38.0684853	65.4449471	A_24_P349196	Novel protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q5VVM5] [ENST00000340612]	ENST00000340612
1191	0.0003832	0.0063397	21.3533593	22.0627584	10.9580128	A_32_P200934	helicase, lymphoid-specific [Source:RefSeq_peptide;Acc:NP_060533] [ENST00000371327]	ENST00000371327
1192	0.0003845	0.0063559	15817.11719	26901.2092	28888.12193	A_23_P213385	Homo sapiens brain abundant, membrane attached signal protein 1 (BASP1), mRNA [NM_006317]	BASP1
1193	0.0003872	0.0063951	87.3840963	129.6362118	138.3745347	A_23_P83556	Homo sapiens v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK), transcript variant II, mRNA [NM_016823]	CRK
1194	0.000389	0.0064195	210.996157	152.5950831	107.3043749	A_32_P62371	Unknown	THC2674900
1195	0.0003895	0.0064223	32.887462	32.3436569	55.0227493	A_23_P127013	Homo sapiens transcription factor 7-like 2 (T-cell specific, HMG-box) (TCF7L2), mRNA [NM_030756]	TCF7L2
1196	0.0003905	0.0064297	352.2734923	257.3811884	238.9596373	A_24_P126181	Homo sapiens TR4 orphan receptor associated protein TRA16 (TRA16), mRNA [NM_176880]	TRA16
1197	0.0003906	0.0064297	717.6850155	775.4268386	1315.046372	A_23_P75769	Homo sapiens membrane-spanning 4-domains, subfamily A, member 4 (MS4A4A), transcript variant 1, mRNA [NM_024021]	MS4A4A
1198	0.0003928	0.0064601	6655.065828	9000.690146	10978.21509	A_23_P211445	Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 2b, mRNA [NM_016733]	LIMK2
1199	0.0003931	0.0064601	580.8551594	926.5843352	914.8541009	A_23_P63816	Homo sapiens nuclear receptor binding factor 2 (NRBF2), mRNA [NM_030759]	NRBF2
1200	0.0003946	0.0064793	12.7967093	15.7548324	20.3686107	A_24_P167668	Homo sapiens latent transforming growth factor beta binding protein 2 (LTBP2), mRNA [NM_000428]	LTBP2
1201	0.0003969	0.0065085	708.882594	527.7878254	286.7622979	A_24_P45476	Homo sapiens chemokine (C motif) ligand 1 (XCL1), mRNA [NM_002995]	XCL1
1202	0.0003971	0.0065085	309.7450957	393.4447617	617.8768725	A_32_P163739	Homo sapiens KIAA1257, mRNA (cDNA clone MGC:35174 IMAGE:5170293), complete cds. [BC031632]	KIAA1257
1203	0.0003975	0.0065085	1303.42501	2470.128496	1732.498063	A_24_P154037	Homo sapiens insulin receptor substrate 2 (IRS2), mRNA [NM_003749]	IRS2
1204	0.0003977	0.0065085	147.4682415	129.0047264	65.4892294	A_24_P193093	Homo sapiens killer cell lectin-like receptor subfamily K, member 1 (KLRK1), mRNA [NM_007360]	KLRK1
1205	0.000402	0.0065735	276.2100446	294.4901157	377.2515699	A_23_P148785	Homo sapiens SFT2 domain containing 2 (SFT2D2), mRNA [NM_199344]	SFT2D2
1206	0.0004048	0.0066137	32.2195789	19.0720416	13.6193586	A_32_P152046	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (14%) [THC2729109]	THC2729109
1207	0.0004076	0.006654	451.3521174	374.3430993	324.7674912	A_24_P317835	Homo sapiens inositol polyphosphate-5-phosphatase, 72 kDa (INPP5E), mRNA [NM_019892]	INPP5E
1208	0.0004102	0.0066909	3884.981789	3746.65832	8929.630113	A_23_P91230	Homo sapiens secretory leukocyte peptidase inhibitor (SLPI), mRNA [NM_003064]	SLPI
1209	0.000411	0.0066984	531.0394368	382.8456822	320.3742837	A_23_P8297	Homo sapiens cDNA FLJ36252 fis, clone THYMU2002109, moderately similar to Homo sapiens Sex comb on midleg homolog 1 isoform 1. [AK093571]	SCML4
1210	0.0004124	0.0067134	70.5864964	43.1969022	29.0434095	A_32_P525524	Homo sapiens KIAA1754-like (KIAA1754L), transcript variant 1, mRNA [NM_178495]	KIAA1754L
1211	0.0004126	0.0067134	49.7522932	38.0030478	34.092382	A_24_P623631	Unknown	A_24_P623631
1212	0.0004134	0.0067208	243.345738	202.5280169	177.903089	A_23_P317200	Homo sapiens ataxin 7-like 2 (ATXN7L2), mRNA [NM_153340]	ATXN7L2
1213	0.0004153	0.0067461	20467.38464	19226.07009	27675.40218	A_23_P137984	Homo sapiens S100 calcium binding protein A10 (S100A10), mRNA [NM_002966]	S100A10
1214	0.0004157	0.0067471	450.7509906	335.3999443	263.0256414	A_24_P170186	PREDICTED: Homo sapiens similar to nucleophosmin 1 isoform 1 (LOC652423), mRNA [XR_019315]	LOC652423
1215	0.0004199	0.0068096	247.2525436	181.4287477	159.7103702	A_23_P15603	Homo sapiens mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) (MRM1), mRNA [NM_024864]	MRM1
1216	0.000421	0.0068211	48.4027648	39.4161686	25.2969803	A_23_P332413	Homo sapiens schlafen family member 13 (SLFN13), mRNA [NM_144682]	SLFN13
1217	0.0004213	0.0068211	176.5875128	119.8261727	93.4863495	A_24_P13083	Homo sapiens tetraspanin 18 (TSPAN18), transcript variant 2, mRNA [NM_130783]	TSPAN18
1218	0.0004232	0.0068463	807.6762784	658.2281535	502.5217362	A_23_P161257	RRP5 protein homolog (Programmed cell death protein 11). [Source:Uniprot/SWISSPROT;Acc:Q14690] [ENST00000369797]	PDCD11
1219	0.0004241	0.0068512	132.6605481	192.9808168	223.7819919	A_24_P288685	Homo sapiens interleukin 13 receptor, alpha 1 (IL13RA1), mRNA [NM_001560]	IL13RA1
1220	0.0004242	0.0068512	820.6947673	1167.067833	1341.392308	A_23_P349083	Homo sapiens FCH domain only 2 (FCHO2), mRNA [NM_138782]	FCHO2
1221	0.0004255	0.0068658	938.2962387	610.4539429	458.3784821	A_24_P586264	H.sapiens mRNA (clone ICRFp507I1077). [Z69892]	Z69892
1222	0.0004258	0.0068658	20592.72471	30230.79839	35602.76474	A_23_P106362	Homo sapiens aquaporin 9 (AQP9), mRNA [NM_020980]	AQP9
1223	0.0004283	0.0069004	354.2884631	481.556486	478.081617	A_23_P71430	Homo sapiens ubiquitin-conjugating enzyme E2W (putative) (UBE2W), transcript variant 1, mRNA [NM_001001481]	UBE2W
1224	0.0004289	0.0069044	2052.372104	2711.094317	3547.615527	A_24_P28165	Homo sapiens Rho GTPase activating protein 26 (ARHGAP26), mRNA [NM_015071]	ARHGAP26
1225	0.0004325	0.0069567	634.6867989	395.7206011	325.4879072	A_32_P71744	602658119F1 NCI_CGAP_Skn3 Homo sapiens cDNA clone IMAGE:4800772 5, mRNA sequence [BG695979]	BG695979
1226	0.0004335	0.0069671	68.328006	54.3382276	32.3562082	A_24_P192627	Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (MLLT3), mRNA [NM_004529]	MLLT3
1227	0.0004351	0.0069861	197.3900458	172.7211589	131.2429074	A_23_P68547	Homo sapiens MCM8 minichromosome maintenance deficient 8 (S. cerevisiae) (MCM8), transcript variant 2, mRNA [NM_182802]	MCM8
1228	0.0004354	0.0069861	767.7816596	638.7043339	409.9106325	A_24_P315405	Unknown	A_24_P315405
1229	0.000436	0.0069861	143.1240016	219.8989566	194.5178757	A_23_P98744	Homo sapiens olfactory receptor, family 52, subfamily K, member 2 (OR52K2), mRNA [NM_001005172]	OR52K2
1230	0.0004361	0.0069861	5382.220771	8676.773215	8318.728733	A_24_P201064	Homo sapiens cDNA FLJ34675 fis, clone LIVER2001608. [AK091994]	LOC286044
1231	0.0004374	0.0069979	641.8644876	369.8211883	304.5937114	A_23_P112481	Homo sapiens aquaporin 3 (Gill blood group) (AQP3), mRNA [NM_004925]	AQP3
1232	0.0004376	0.0069979	345.1235424	476.2933429	731.6929804	A_23_P206501	Homo sapiens secretory protein LOC497190 (LOC497190), mRNA [NM_001011880]	LOC497190
1233	0.0004379	0.0069979	23.5114051	35.161068	34.936518	A_24_P767901	PREDICTED: Homo sapiens hypothetical LOC648960 (LOC648960), mRNA [XR_018450]	LOC648960
1234	0.0004431	0.0070752	118.1986495	74.5898584	60.7510977	A_24_P476086	Importin alpha-6 subunit (Karyopherin alpha-5 subunit). [Source:Uniprot/SWISSPROT;Acc:O15131] [ENST00000368564]	KPNA5
1235	0.0004458	0.0071126	1590.014693	1825.796577	2604.454716	A_23_P133133	Homo sapiens alpha-kinase 1 (ALPK1), mRNA [NM_025144]	ALPK1
1236	0.0004476	0.0071355	80.7162392	55.9255037	38.8842333	A_23_P69179	Homo sapiens leprecan-like 1 (LEPREL1), mRNA [NM_018192]	LEPREL1
1237	0.0004508	0.0071787	3227.360101	2462.468112	1979.051625	A_23_P251771	Homo sapiens pseudouridylate synthase 1 (PUS1), transcript variant 1, mRNA [NM_025215]	PUS1
1238	0.0004513	0.0071787	241.7682476	363.3801913	250.2152802	A_24_P291826	Homo sapiens synaptotagmin-like 3 (SYTL3), mRNA [NM_001009991]	SYTL3
1239	0.0004514	0.0071787	812.4949275	1164.917617	1017.960038	A_32_P86400	Homo sapiens LysM, putative peptidoglycan-binding, domain containing 3 (LYSMD3), mRNA [NM_198273]	LYSMD3
1240	0.0004518	0.0071792	39.8547791	19.8183439	36.6177126	A_32_P118348	full-length cDNA clone CS0DF032YA11 of Fetal brain of Homo sapiens (human). [CR622072]	CR622072
1241	0.0004526	0.0071862	159.0295282	90.0879779	92.670806	A_32_P222060	Unknown	A_32_P222060
1242	0.0004532	0.0071899	6100.058091	7111.490054	8826.375426	A_23_P33256	Homo sapiens glycoprotein IX (platelet) (GP9), mRNA [NM_000174]	GP9
1243	0.0004539	0.0071952	141.3528529	103.0239615	100.3708028	A_32_P80901	Homo sapiens cDNA clone IMAGE:4140029, partial cds. [BC068045]	BC068045
1244	0.0004554	0.0072132	788.3036848	632.9884127	464.4920787	A_23_P17204	Homo sapiens anaphase promoting complex subunit 1 (ANAPC1), mRNA [NM_022662]	ANAPC1
1245	0.0004567	0.007228	94.786605	61.3918137	66.4750693	A_24_P65271	Homo sapiens chromosome 16 open reading frame 58 (C16orf58), mRNA [NM_022744]	C16orf58
1246	0.0004573	0.0072317	28.060403	14.7494899	11.0904218	A_32_P21474	Homo sapiens interleukin-1 receptor-associated kinase 1 binding protein 1 (IRAK1BP1), mRNA [NM_001010844]	IRAK1BP1
1247	0.0004589	0.0072511	366.6813498	494.2038082	500.9498905	A_23_P404785	Homo sapiens osteopetrosis associated transmembrane protein 1 (OSTM1), mRNA [NM_014028]	OSTM1
1248	0.0004624	0.0072963	195.3020234	181.6479274	310.6387915	A_32_P738377	CDNA FLJ46757 fis, clone TRACH3023752. [Source:Uniprot/SPTREMBL;Acc:Q6ZR03] [ENST00000343732]	ENST00000343732
1249	0.0004625	0.0072963	353.5618563	579.3820657	607.0853519	A_24_P389994	Homo sapiens NAD kinase (NADK), mRNA [NM_023018]	NADK
1250	0.0004635	0.0073062	267.2596956	263.7263547	178.1720201	A_32_P105195	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 (DDX46), mRNA [NM_014829]	DDX46
1251	0.0004653	0.0073202	135.2050041	89.8892113	91.3729375	A_32_P224040	Unknown	A_32_P224040
1252	0.0004655	0.0073202	130.9866071	113.27746	76.9257176	A_23_P353436	Homo sapiens centrosomal protein 78kDa, mRNA (cDNA clone IMAGE:6194709), complete cds. [BC091515]	CEP78
1253	0.0004655	0.0073202	2218.144815	3592.792713	3548.681391	A_23_P163380	Homo sapiens 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) (MTHFS), mRNA [NM_006441]	MTHFS
1254	0.0004664	0.0073285	128.8303481	81.4040357	67.5896135	A_24_P123245	Homo sapiens heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) (HNRPD), transcript variant 1, mRNA [NM_031370]	HNRPD
1255	0.0004679	0.0073462	650.3165875	504.0117364	410.957243	A_23_P74269	Homo sapiens spermidine synthase (SRM), mRNA [NM_003132]	SRM
1256	0.0004708	0.0073859	1177.795763	871.867156	811.4064781	A_23_P411246	Homo sapiens transmembrane channel-like 8 (TMC8), mRNA [NM_152468]	TMC8
1257	0.0004729	0.0074129	8560.578005	10989.68	5346.875426	A_23_P117602	Homo sapiens granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) (GZMB), mRNA [NM_004131]	GZMB
1258	0.0004777	0.0074822	736.613544	1400.32623	982.2679915	A_23_P208747	Homo sapiens peptidoglycan recognition protein 1 (PGLYRP1), mRNA [NM_005091]	PGLYRP1
1259	0.0004786	0.0074903	318.153069	426.921022	534.6185654	A_23_P95165	Homo sapiens sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B (SEMA4B), transcript variant 1, mRNA [NM_020210]	SEMA4B
1260	0.00048	0.0075063	212.5909621	158.6510848	128.2474242	A_23_P313632	Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 2, mRNA [NM_178154]	FUT8
1261	0.0004826	0.007541	1120.397141	1544.649029	1590.500239	A_23_P250122	Homo sapiens family with sequence similarity 20, member C (FAM20C), mRNA [NM_020223]	FAM20C
1262	0.0004832	0.0075444	1526.47062	1237.967634	910.7735168	A_23_P253317	Homo sapiens G protein-coupled receptor 171 (GPR171), mRNA [NM_013308]	GPR171
1263	0.0004846	0.0075602	1339.047867	2010.00402	2285.339732	A_23_P142205	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2 (LILRA2), mRNA [NM_006866]	LILRA2
1264	0.0004866	0.0075854	44.7275352	37.6386345	25.7840277	A_24_P392742	Unknown	A_24_P392742
1265	0.0004871	0.0075872	24.8537953	35.5229027	38.6055598	A_23_P435521	Homo sapiens transmembrane protein 106A (TMEM106A), mRNA [NM_145041]	TMEM106A
1266	0.0004875	0.0075874	44.3651604	39.0869266	24.8883581	A_24_P84898	Homo sapiens flap structure-specific endonuclease 1 (FEN1), mRNA [NM_004111]	FEN1
1267	0.0004882	0.0075923	123.8605029	98.2791383	54.2901592	A_23_P257365	Homo sapiens growth factor independent 1 (GFI1), mRNA [NM_005263]	GFI1
1268	0.0004894	0.007605	195.9036372	143.5971708	139.1409638	A_32_P155052	Homo sapiens chromosome 18 open reading frame 17, mRNA (cDNA clone IMAGE:5582870), partial cds. [BC032684]	C18orf17
1269	0.0004905	0.0076161	1039.11474	1097.886737	1469.033317	A_23_P369634	Homo sapiens clone pp7882 unknown mRNA. [AF289596]	C8orf73
1270	0.000493	0.007646	392.2958063	375.2796676	628.6003342	A_23_P87011	Homo sapiens transgelin (TAGLN), transcript variant 1, mRNA [NM_001001522]	TAGLN
1271	0.0004932	0.007646	99.3465332	65.2171729	48.4427514	A_23_P385529	Homo sapiens mRNA for KIAA1452 protein, partial cds. [AB040885]	POLR3E
1272	0.0005006	0.0077546	10397.02961	9547.387077	5553.248725	A_23_P121533	Homo sapiens spondin 2, extracellular matrix protein (SPON2), mRNA [NM_012445]	SPON2
1273	0.000505	0.0078166	491.0828288	384.7951872	303.2908107	A_23_P127079	Homo sapiens peroxisome proliferator-activated receptor gamma, coactivator-related 1 (PPRC1), mRNA [NM_015062]	PPRC1
1274	0.0005056	0.0078197	576.5219792	437.5599833	411.9937764	A_23_P65741	Homo sapiens hypothetical protein MGC4562 (MGC4562), mRNA [NM_133375]	MGC4562
1275	0.0005068	0.0078276	514.5149984	811.2311266	857.5570779	A_23_P99253	Homo sapiens lin-7 homolog A (C. elegans) (LIN7A), mRNA [NM_004664]	LIN7A
1276	0.0005071	0.0078276	401.87757	301.3190686	217.3636098	A_23_P54622	Homo sapiens kinesin family member 22 (KIF22), mRNA [NM_007317]	KIF22
1277	0.0005073	0.0078276	58.0396838	38.0509838	33.9546401	A_32_P31666	Transcription initiation protein SPT3 homolog (SPT3-like protein). [Source:Uniprot/SWISSPROT;Acc:O75486] [ENST00000371461]	SUPT3H
1278	0.000509	0.0078477	74.221012	52.9300194	47.1405733	A_32_P19193	Unknown	THC2683295
1279	0.0005099	0.0078554	266.1213736	202.2050773	172.535435	A_23_P18692	Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA [NM_000671]	ADH5
1280	0.0005106	0.00786	524.3804855	600.5179436	388.5729336	A_23_P149775	Homo sapiens Rho GTPase activating protein 12 (ARHGAP12), mRNA [NM_018287]	ARHGAP12
1281	0.0005113	0.0078647	335.1715113	201.9477467	253.2618065	A_23_P428248	Homo sapiens tetratricopeptide repeat domain 21A (TTC21A), mRNA [NM_145755]	TTC21A
1282	0.0005126	0.0078785	490.687416	924.1257701	1424.500896	A_24_P931476	Homo sapiens family with sequence similarity 44, member A, mRNA (cDNA clone IMAGE:5503684), with apparent retained intron. [BC043603]	FAM44A
1283	0.0005134	0.0078785	2062.419793	2971.217997	3215.056394	A_23_P153562	Homo sapiens complement component 5a receptor 1 (C5AR1), mRNA [NM_001736]	C5AR1
1284	0.0005134	0.0078785	1052.990564	778.0758104	780.9875686	A_24_P363087	Homo sapiens hypothetical LOC51149 (LOC51149), transcript variant 3, mRNA [NM_001018062]	LOC51149
1285	0.0005138	0.0078785	65.6853397	45.1753614	28.2079751	A_23_P86900	Homo sapiens UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1 (B3GNT1), mRNA [NM_006876]	B3GNT1
1286	0.0005145	0.0078785	172.0767676	272.8684199	271.7784396	A_23_P66085	Homo sapiens Nedd4 binding protein 1 (N4BP1), mRNA [NM_153029]	N4BP1
1287	0.0005148	0.0078785	548.742344	528.9867983	1225.31574	A_24_P190472	Homo sapiens secretory leukocyte peptidase inhibitor (SLPI), mRNA [NM_003064]	SLPI
1288	0.000515	0.0078785	32.3729503	39.1735076	57.8299645	A_32_P224697	AF150420 Human mRNA from cd34+ stem cells Homo sapiens cDNA clone CBNAZD12, mRNA sequence [AF150420]	LOC643950
1289	0.0005167	0.0078984	665.3544434	403.7403799	595.1748039	A_23_P105442	Homo sapiens GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein (GRASP), mRNA [NM_181711]	GRASP
1290	0.0005198	0.0079396	79.9231941	64.3194117	38.1271899	A_32_P205303	Vacuolar protein sorting-associated protein 13A (Chorein) (Chorea- acanthocytosis protein). [Source:Uniprot/SWISSPROT;Acc:Q96RL7] [ENST00000376646]	VPS13A
1291	0.0005215	0.0079594	22.4073075	11.6508247	9.7292735	A_23_P403195	Homo sapiens microtubule associated monoxygenase, calponin and LIM domain containing 3, mRNA (cDNA clone IMAGE:5540180). [BC064400]	MICAL3
1292	0.0005223	0.0079655	3513.298241	4527.691562	4599.568346	A_23_P79510	Homo sapiens vacuolar protein sorting 24 homolog (S. cerevisiae) (VPS24), transcript variant 1, mRNA [NM_016079]	VPS24
1293	0.0005263	0.0080203	37.1918539	20.971049	22.5136405	A_23_P324523	Homo sapiens IQ motif containing K (IQCK), mRNA [NM_153208]	IQCK
1294	0.0005326	0.00811	142.4344458	137.2837949	92.2783025	A_23_P167040	Homo sapiens protein disulfide isomerase family A, member 5 (PDIA5), mRNA [NM_006810]	PDIA5
1295	0.0005356	0.0081494	68.379638	78.5032723	120.3193036	A_23_P330461	Homo sapiens transmembrane channel-like 4 (TMC4), mRNA [NM_144686]	TMC4
1296	0.0005428	0.0082526	216.7545674	106.4207166	95.3702095	A_32_P48054	Cannabinoid receptor 2 (CB2) (CB-2) (CX5). [Source:Uniprot/SWISSPROT;Acc:P34972] [ENST00000374472]	CNR2
