Accession No.	Gene Symbol	Exon.ID	logFC	t	P.Value	adj.P.Val	B	Transcript.ID	gene_assignment
NM_001198	PRDM1	2919707	0.215608817	2.902223078	0.010333645	0.911648439	-3.162765928	2919669	NM_001198 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639 /// NM_182907 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639 /// ENST00000071246 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639 /// ENST00000369096 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639 /// ENST00000369089 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639 /// AY198414 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639 /// ENST00000369091 // PRDM1 // PR domain containing 1, with ZNF domain // 6q21-q22.1 // 639
NM_182756	SPDYA	2475272	0.181295151	2.902108578	0.010336108	0.911648439	-3.162872961	2475261	NM_182756 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711 /// NM_001008779 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711 /// ENST00000334056 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711 /// ENST00000379579 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711 /// ENST00000296122 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711 /// ENST00000379582 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711 /// BC093005 // SPDYA // speedy homolog A (Drosophila) // 2p23.2 // 245711
NM_001004486	OR13H1	3991028	0.260594504	2.901798956	0.01034277	0.911648439	-3.163162393	3991006	NM_001004486 // OR13H1 // olfactory receptor, family 13, subfamily H, member 1 // Xq26.2 // 347468 /// ENST00000338616 // OR13H1 // olfactory receptor, family 13, subfamily H, member 1 // Xq26.2 // 347468
NM_001079802	FKTN	3183323	0.227316562	2.901620219	0.010346617	0.911648439	-3.163329475	3183305	NM_001079802 // FKTN // fukutin // 9q31-q33 // 2218 /// NM_006731 // FKTN // fukutin // 9q31-q33 // 2218 /// ENST00000374705 // FKTN // fukutin // 9q31-q33 // 2218 /// ENST00000223528 // FKTN // fukutin // 9q31-q33 // 2218 /// AB008226 // FKTN // fukutin // 9q31-q33 // 2218 /// ENST00000357998 // FKTN // fukutin // 9q31-q33 // 2218 /// ENST00000374702 // FKTN // fukutin // 9q31-q33 // 2218 /// ENST00000374707 // FSD1L // fibronectin type III and SPRY domain containing 1-like // 9q31 // 83856
NM_003427	ZNF76	2904553	-0.349586426	-2.901543635	0.010348266	0.911648439	-3.163401066	2904528	NM_003427 // ZNF76 // zinc finger protein 76 (expressed in testis) // 6p21.3-p21.2 // 7629 /// ENST00000373953 // ZNF76 // zinc finger protein 76 (expressed in testis) // 6p21.3-p21.2 // 7629 /// ENST00000229405 // ZNF76 // zinc finger protein 76 (expressed in testis) // 6p21.3-p21.2 // 7629 /// ENST00000339411 // ZNF76 // zinc finger protein 76 (expressed in testis) // 6p21.3-p21.2 // 7629 /// AB208784 // ZNF76 // zinc finger protein 76 (expressed in testis) // 6p21.3-p21.2 // 7629
NM_017945	SLC35A5	2636190	0.256389688	2.901498763	0.010349233	0.911648439	-3.163443012	2636185	NM_017945 // SLC35A5 // solute carrier family 35, member A5 // 3q13.2 // 55032 /// ENST00000261034 // SLC35A5 // solute carrier family 35, member A5 // 3q13.2 // 55032 /// AY358994 // SLC35A5 // solute carrier family 35, member A5 // 3q13.2 // 55032
NM_145172	WDR63	2344771	-0.45485872	-2.901148604	0.010356776	0.911648439	-3.163770342	2344731	NM_145172 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// ENST00000294664 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// AY049724 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// ENST00000370596 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// ENST00000326813 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820
NM_032107	L3MBTL	3886081	0.34880733	2.900864521	0.010362901	0.911648439	-3.164035905	3886072	NM_032107 // L3MBTL // l(3)mbt-like (Drosophila) // 20q13.12 // 26013 /// NM_015478 // L3MBTL // l(3)mbt-like (Drosophila) // 20q13.12 // 26013 /// ENST00000373135 // L3MBTL // l(3)mbt-like (Drosophila) // 20q13.12 // 26013 /// BC039820 // L3MBTL // l(3)mbt-like (Drosophila) // 20q13.12 // 26013 /// ENST00000373134 // L3MBTL // l(3)mbt-like (Drosophila) // 20q13.12 // 26013 /// ENST00000373133 // L3MBTL // l(3)mbt-like (Drosophila) // 20q13.12 // 26013
NM_178839	LRRTM1	2561508	0.299634035	2.900693359	0.010366592	0.911648439	-3.16419591	2561493	NM_178839 // LRRTM1 // leucine rich repeat transmembrane neuronal 1 // 2p12 // 347730 /// ENST00000393874 // LRRTM1 // leucine rich repeat transmembrane neuronal 1 // 2p12 // 347730 /// ENST00000295057 // LRRTM1 // leucine rich repeat transmembrane neuronal 1 // 2p12 // 347730 /// AY358310 // LRRTM1 // leucine rich repeat transmembrane neuronal 1 // 2p12 // 347730
NM_017998	C9orf40	3210114	0.306010673	2.900401038	0.0103729	0.911648439	-3.164469176	3210108	NM_017998 // C9orf40 // chromosome 9 open reading frame 40 // 9q21.13 // 55071 /// ENST00000376854 // C9orf40 // chromosome 9 open reading frame 40 // 9q21.13 // 55071 /// BC039588 // C9orf40 // chromosome 9 open reading frame 40 // 9q21.13 // 55071
NM_004947	DOCK3	2623007	-0.408423514	-2.900380307	0.010373347	0.911648439	-3.164488556	2622970	NM_004947 // DOCK3 // dedicator of cytokinesis 3 // 3p21.31 // 1795 /// ENST00000266037 // DOCK3 // dedicator of cytokinesis 3 // 3p21.31 // 1795 /// AY254099 // DOCK3 // dedicator of cytokinesis 3 // 3p21.31 // 1795
NM_007018	CEP110	3187601	0.4058848	2.900137559	0.010378588	0.911648439	-3.164715481	3187577	NM_007018 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373855 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000238341 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// AF513978 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000394385 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000394368 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373850 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373845 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373847 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373851 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373865 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST00000373844 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064
NM_031277	RNF17	3482002	-0.312542824	-2.900085101	0.010379721	0.911648439	-3.164764521	3481986	NM_031277 // RNF17 // ring finger protein 17 // 13q12.12 // 56163 /// ENST00000255324 // RNF17 // ring finger protein 17 // 13q12.12 // 56163 /// AF285602 // RNF17 // ring finger protein 17 // 13q12.12 // 56163 /// ENST00000381927 // RNF17 // ring finger protein 17 // 13q12.12 // 56163 /// ENST00000255325 // RNF17 // ring finger protein 17 // 13q12.12 // 56163 /// ENST00000381921 // RNF17 // ring finger protein 17 // 13q12.12 // 56163 /// ENST00000255326 // RNF17 // ring finger protein 17 // 13q12.12 // 56163
NM_002532	NUP88	3742675	-0.250968066	-2.899930321	0.010383064	0.911648439	-3.164909213	3742652	NM_002532 // NUP88 // nucleoporin 88kDa // 17p13.2 // 4927 /// ENST00000225696 // NUP88 // nucleoporin 88kDa // 17p13.2 // 4927 /// BC000335 // NUP88 // nucleoporin 88kDa // 17p13.2 // 4927
NM_001002244	ANAPC11	3738295	0.291899646	2.899319056	0.010396278	0.911648439	-3.165480643	3738280	NM_001002244 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// NM_016476 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// NM_001002246 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// NM_001002248 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// NM_001002249 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// NM_001002245 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// NM_001002247 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// ENST00000392377 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// ENST00000357385 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// AK091360 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// ENST00000344877 // LOC100131844 // similar to anaphase promoting complex subunit 11 // --- // 100131844 /// ENST00000344877 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529 /// ENST00000392376 // LOC100131844 // similar to anaphase promoting complex subunit 11 // --- // 100131844 /// ENST00000392376 // ANAPC11 // APC11 anaphase promoting complex subunit 11 homolog (yeast) // 17q25.3 // 51529
NM_012203	GRHPR	3168862	0.246568767	2.899067246	0.010401727	0.911648439	-3.165716045	3168841	NM_012203 // GRHPR // glyoxylate reductase/hydroxypyruvate reductase // 9q12 // 9380 /// ENST00000318158 // GRHPR // glyoxylate reductase/hydroxypyruvate reductase // 9q12 // 9380 /// ENST00000377824 // GRHPR // glyoxylate reductase/hydroxypyruvate reductase // 9q12 // 9380 /// AK024386 // GRHPR // glyoxylate reductase/hydroxypyruvate reductase // 9q12 // 9380
NM_178510	ANKK1	3349539	-0.154892836	-2.899041995	0.010402273	0.911648439	-3.165739651	3349535	NM_178510 // ANKK1 // ankyrin repeat and kinase domain containing 1 // 11q23.1 // 255239 /// ENST00000303941 // ANKK1 // ankyrin repeat and kinase domain containing 1 // 11q23.1 // 255239 /// AF487542 // ANKK1 // ankyrin repeat and kinase domain containing 1 // 11q23.1 // 255239
NM_005923	MAP3K5	2975878	-0.392132682	-2.898905209	0.010405234	0.911648439	-3.165867525	2975867	NM_005923 // MAP3K5 // mitogen-activated protein kinase kinase kinase 5 // 6q22.33 // 4217 /// ENST00000359015 // MAP3K5 // mitogen-activated protein kinase kinase kinase 5 // 6q22.33 // 4217 /// BC088829 // MAP3K5 // mitogen-activated protein kinase kinase kinase 5 // 6q22.33 // 4217
NM_144683	DHRS13	3751165	-0.395975779	-2.898685204	0.010409998	0.911648439	-3.166073196	3751164	NM_144683 // DHRS13 // dehydrogenase/reductase (SDR family) member 13 // 17q11.2 // 147015 /// ENST00000378895 // DHRS13 // dehydrogenase/reductase (SDR family) member 13 // 17q11.2 // 147015 /// AY358566 // DHRS13 // dehydrogenase/reductase (SDR family) member 13 // 17q11.2 // 147015 /// ENST00000394901 // DHRS13 // dehydrogenase/reductase (SDR family) member 13 // 17q11.2 // 147015 /// ENST00000291979 // DHRS13 // dehydrogenase/reductase (SDR family) member 13 // 17q11.2 // 147015
NM_001904	CTNNB1	2618957	0.144057783	2.898426687	0.010415599	0.911648439	-3.16631487	2618940	NM_001904 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// NM_001098209 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// NM_001098210 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// ENST00000349496 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// ENST00000396185 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// ENST00000396183 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// BC058926 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499 /// ENST00000396190 // CTNNB1 // catenin (cadherin-associated protein), beta 1, 88kDa // 3p21 // 1499
NM_003734	AOC3	3722202	-0.301960186	-2.898051236	0.010423738	0.911648439	-3.166665863	3722195	NM_003734 // AOC3 // amine oxidase, copper containing 3 (vascular adhesion protein 1) // 17q21 // 8639 /// ENST00000308423 // AOC3 // amine oxidase, copper containing 3 (vascular adhesion protein 1) // 17q21 // 8639 /// U39447 // AOC3 // amine oxidase, copper containing 3 (vascular adhesion protein 1) // 17q21 // 8639
NM_000956	PTGER2	3535797	-0.46111402	-2.898045396	0.010423865	0.911648439	-3.166671323	3535780	NM_000956 // PTGER2 // prostaglandin E receptor 2 (subtype EP2), 53kDa // 14q22 // 5732 /// ENST00000245457 // PTGER2 // prostaglandin E receptor 2 (subtype EP2), 53kDa // 14q22 // 5732 /// U19487 // PTGER2 // prostaglandin E receptor 2 (subtype EP2), 53kDa // 14q22 // 5732
NM_014314	DDX58	3203101	-0.303574182	-2.897669582	0.010432018	0.911648439	-3.167022657	3203086	NM_014314 // DDX58 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 // 9p12 // 23586 /// ENST00000379883 // DDX58 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 // 9p12 // 23586 /// BC132786 // DDX58 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 // 9p12 // 23586 /// ENST00000379882 // DDX58 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 // 9p12 // 23586 /// ENST00000379868 // DDX58 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 // 9p12 // 23586
NM_003638	ITGA8	3279398	-0.505117148	-2.897373218	0.010438452	0.911648439	-3.167299719	3279313	NM_003638 // ITGA8 // integrin, alpha 8 // 10p13 // 8516 /// ENST00000378076 // ITGA8 // integrin, alpha 8 // 10p13 // 8516
NM_004713	SDCCAG1	3563506	0.253132706	2.897199105	0.010442234	0.911648439	-3.167462493	3563459	NM_004713 // SDCCAG1 // serologically defined colon cancer antigen 1 // 14q22 // 9147 /// ENST00000298310 // SDCCAG1 // serologically defined colon cancer antigen 1 // 14q22 // 9147 /// ENST00000382135 // SDCCAG1 // serologically defined colon cancer antigen 1 // 14q22 // 9147 /// BX648598 // SDCCAG1 // serologically defined colon cancer antigen 1 // 14q22 // 9147
NM_198215	FAM13C1	3290689	0.439954825	2.897184084	0.01044256	0.911648439	-3.167476535	3290649	NM_198215 // FAM13C1 // family with sequence similarity 13, member C1 // 10q21.1 // 220965 /// NM_001001971 // FAM13C1 // family with sequence similarity 13, member C1 // 10q21.1 // 220965 /// ENST00000373868 // FAM13C1 // family with sequence similarity 13, member C1 // 10q21.1 // 220965 /// ENST00000373867 // FAM13C1 // family with sequence similarity 13, member C1 // 10q21.1 // 220965 /// BC036453 // FAM13C1 // family with sequence similarity 13, member C1 // 10q21.1 // 220965 /// ENST00000277705 // FAM13C1 // family with sequence similarity 13, member C1 // 10q21.1 // 220965
NM_021242	MID1IP1	3974102	0.253011299	2.896470045	0.010458084	0.911648439	-3.168144077	3974098	NM_021242 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526 /// NM_001098790 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526 /// NM_001098791 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526 /// ENST00000336949 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526 /// ENST00000378474 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526 /// BC008908 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526 /// CR457220 // MID1IP1 // MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish)) // Xp11.4 // 58526
NM_145759	TRAF5	2378702	-0.285928167	-2.895880462	0.010470918	0.911648439	-3.168695274	2378662	NM_145759 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// NM_004619 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// NM_001033910 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// ENST00000367004 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// ENST00000336184 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// ENST00000261464 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188 /// AB000509 // TRAF5 // TNF receptor-associated factor 5 // 1q32 // 7188
NM_001101802	PHF21A	3371369	-0.171791793	-2.8957675	0.010473379	0.911648439	-3.168800881	3371339	NM_001101802 // PHF21A // PHD finger protein 21A // 11p11.2 // 51317 /// NM_016621 // PHF21A // PHD finger protein 21A // 11p11.2 // 51317 /// ENST00000323180 // PHF21A // PHD finger protein 21A // 11p11.2 // 51317 /// ENST00000257821 // PHF21A // PHD finger protein 21A // 11p11.2 // 51317 /// AK023258 // PHF21A // PHD finger protein 21A // 11p11.2 // 51317
NM_031459	SESN2	2327404	0.313103	2.895594929	0.01047714	0.911648439	-3.168962219	2327391	NM_031459 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// ENST00000253063 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// AY123223 // SESN2 // sestrin 2 // 1p35.3 // 83667
NM_001381	DOK1	2489457	-0.288840917	-2.895590492	0.010477236	0.911648439	-3.168966366	2489440	NM_001381 // DOK1 // docking protein 1, 62kDa (downstream of tyrosine kinase 1) // 2p13 // 1796 /// ENST00000233668 // DOK1 // docking protein 1, 62kDa (downstream of tyrosine kinase 1) // 2p13 // 1796 /// ENST00000340004 // DOK1 // docking protein 1, 62kDa (downstream of tyrosine kinase 1) // 2p13 // 1796 /// AK127656 // DOK1 // docking protein 1, 62kDa (downstream of tyrosine kinase 1) // 2p13 // 1796
NM_033119	NKD1	3660099	-0.230305274	-2.895263467	0.010484366	0.911648439	-3.169272104	3660075	NM_033119 // NKD1 // naked cuticle homolog 1 (Drosophila) // 16q12 // 85407 /// ENST00000268459 // NKD1 // naked cuticle homolog 1 (Drosophila) // 16q12 // 85407 /// BC051288 // NKD1 // naked cuticle homolog 1 (Drosophila) // 16q12 // 85407 /// AK128528 // LOC100130057 // hypothetical protein LOC100130057 // 16q12.1 // 100130057 /// AK000276 // LOC283859 // hypothetical protein LOC283859 // 16q12.1 // 283859
NM_012102	RERE	2395282	-0.296489577	-2.895226146	0.01048518	0.911648439	-3.169306996	2395245	NM_012102 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// NM_001042681 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// NM_001042682 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// ENST00000337907 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// ENST00000400908 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// ENST00000377464 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// ENST00000400907 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473 /// AB036737 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.2-p36.1 // 473
NM_012193	FZD4	3385522	0.205272286	2.894966966	0.010490835	0.911648439	-3.169549305	3385509	NM_012193 // FZD4 // frizzled homolog 4 (Drosophila) // 11q14.2 // 8322 /// ENST00000309186 // FZD4 // frizzled homolog 4 (Drosophila) // 11q14.2 // 8322 /// AB032417 // FZD4 // frizzled homolog 4 (Drosophila) // 11q14.2 // 8322
NM_207414	FLJ43860	3156705	-0.294439063	-2.894854716	0.010493285	0.911648439	-3.169654249	3156655	NM_207414 // FLJ43860 // FLJ43860 protein // 8q24.3 // 389690 /// AK131461 // FLJ43860 // FLJ43860 protein // 8q24.3 // 389690
NM_020121	UGCGL2	3521529	0.224532553	2.894530945	0.010500354	0.911648439	-3.169956948	3521484	NM_020121 // UGCGL2 // UDP-glucose ceramide glucosyltransferase-like 2 // 13q32.1 // 55757 /// ENST00000376747 // UGCGL2 // UDP-glucose ceramide glucosyltransferase-like 2 // 13q32.1 // 55757 /// AF227906 // UGCGL2 // UDP-glucose ceramide glucosyltransferase-like 2 // 13q32.1 // 55757 /// ENST00000376722 // UGCGL2 // UDP-glucose ceramide glucosyltransferase-like 2 // 13q32.1 // 55757 /// ENST00000397618 // UGCGL2 // UDP-glucose ceramide glucosyltransferase-like 2 // 13q32.1 // 55757
BC036762	MGC46336	3688384	-0.35795909	-2.893860593	0.010515005	0.911648439	-3.170583678	3688381	BC036762 // MGC46336 // hypothetical protein MGC46336 // 16p11.2 // 283933 /// ENST00000315678 // MGC46336 // hypothetical protein MGC46336 // 16p11.2 // 283933 /// AK096248 // MGC46336 // hypothetical protein MGC46336 // 16p11.2 // 283933
NM_032539	SLITRK2	3993867	0.324747442	2.893588667	0.010520954	0.911648439	-3.170837911	3993853	NM_032539 // SLITRK2 // SLIT and NTRK-like family, member 2 // Xq27.3 // 84631 /// ENST00000370490 // SLITRK2 // SLIT and NTRK-like family, member 2 // Xq27.3 // 84631 /// ENST00000394024 // SLITRK2 // SLIT and NTRK-like family, member 2 // Xq27.3 // 84631 /// ENST00000335565 // SLITRK2 // SLIT and NTRK-like family, member 2 // Xq27.3 // 84631 /// AB058757 // SLITRK2 // SLIT and NTRK-like family, member 2 // Xq27.3 // 84631 /// ENST00000391439 // LOC100129095 // similar to CXorf2 protein // Xq27.3 // 100129095 /// ENST00000391439 // SLITRK2 // SLIT and NTRK-like family, member 2 // Xq27.3 // 84631
NM_022169	ABCG4	3351987	0.332208892	2.893403695	0.010525003	0.911648439	-3.171010848	3351975	NM_022169 // ABCG4 // ATP-binding cassette, sub-family G (WHITE), member 4 // 11q23.3 // 64137 /// ENST00000307417 // ABCG4 // ATP-binding cassette, sub-family G (WHITE), member 4 // 11q23.3 // 64137 /// BC041091 // ABCG4 // ATP-binding cassette, sub-family G (WHITE), member 4 // 11q23.3 // 64137
NM_018204	CKAP2	3490658	0.621634182	2.893163508	0.010530262	0.911648439	-3.171235409	3490655	NM_018204 // CKAP2 // cytoskeleton associated protein 2 // 13q14 // 26586 /// NM_001098525 // CKAP2 // cytoskeleton associated protein 2 // 13q14 // 26586 /// ENST00000258607 // CKAP2 // cytoskeleton associated protein 2 // 13q14 // 26586 /// ENST00000378037 // CKAP2 // cytoskeleton associated protein 2 // 13q14 // 26586 /// AY062261 // CKAP2 // cytoskeleton associated protein 2 // 13q14 // 26586
NM_002843	PTPRJ	3330075	-0.238536574	-2.893062187	0.010532482	0.911648439	-3.171330138	3329983	NM_002843 // PTPRJ // protein tyrosine phosphatase, receptor type, J // 11p11.2 // 5795 /// NM_001098503 // PTPRJ // protein tyrosine phosphatase, receptor type, J // 11p11.2 // 5795 /// NM_001005470 // OR4B1 // olfactory receptor, family 4, subfamily B, member 1 // 11p11.2 // 119765 /// ENST00000278456 // PTPRJ // protein tyrosine phosphatase, receptor type, J // 11p11.2 // 5795 /// ENST00000309562 // OR4B1 // olfactory receptor, family 4, subfamily B, member 1 // 11p11.2 // 119765 /// U10886 // PTPRJ // protein tyrosine phosphatase, receptor type, J // 11p11.2 // 5795
NM_033631	LUZP1	2401223	-0.220374401	-2.893000924	0.010533824	0.911648439	-3.171387416	2401193	NM_033631 // LUZP1 // leucine zipper protein 1 // 1p36 // 7798 /// ENST00000374623 // LUZP1 // leucine zipper protein 1 // 1p36 // 7798 /// ENST00000302291 // LUZP1 // leucine zipper protein 1 // 1p36 // 7798 /// BC033219 // LUZP1 // leucine zipper protein 1 // 1p36 // 7798 /// ENST00000314174 // LUZP1 // leucine zipper protein 1 // 1p36 // 7798 /// AK094536 // AOF2 // amine oxidase (flavin containing) domain 2 // 1p36.12 // 23028
NM_000284	PDHA1	3970878	0.195921135	2.892987268	0.010534123	0.911648439	-3.171400183	3970833	NM_000284 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160 /// ENST00000355808 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160 /// L48690 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160 /// ENST00000379806 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160 /// ENST00000379815 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160 /// ENST00000379805 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160 /// ENST00000379804 // PDHA1 // pyruvate dehydrogenase (lipoamide) alpha 1 // Xp22.2-p22.1 // 5160
NM_003119	SPG7	3674100	-0.312113513	-2.892667579	0.01054113	0.911648439	-3.171699076	3674048	NM_003119 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687 /// NM_199367 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687 /// ENST00000268704 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687 /// ENST00000341316 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687 /// BC036104 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687 /// ENST00000312613 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687 /// ENST00000312632 // SPG7 // spastic paraplegia 7 (pure and complicated autosomal recessive) // 16q24.3 // 6687
NM_014454	SESN1	2968655	0.29959255	2.89211495	0.010553252	0.911648439	-3.17221576	2968652	NM_014454 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000302071 // SESN1 // sestrin 1 // 6q21 // 27244 /// AF033120 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000356644 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000368971 // SESN1 // sestrin 1 // 6q21 // 27244
NM_017667	CCDC132	3012841	-0.832411514	-2.892091516	0.010553767	0.911648439	-3.17223767	3012819	NM_017667 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610 /// NM_024553 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610 /// ENST00000305866 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610 /// ENST00000251739 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610 /// BC152424 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610 /// ENST00000317751 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610 /// BC035984 // CCDC132 // coiled-coil domain containing 132 // 7q21.3 // 55610
NM_024417	FDXR	3770459	0.379627775	2.891946466	0.010556951	0.911648439	-3.172373286	3770457	NM_024417 // FDXR // ferredoxin reductase // 17q24-q25 // 2232 /// NM_004110 // FDXR // ferredoxin reductase // 17q24-q25 // 2232 /// ENST00000293195 // FDXR // ferredoxin reductase // 17q24-q25 // 2232 /// BC034763 // FDXR // ferredoxin reductase // 17q24-q25 // 2232
