Affymetrix ID	log2_FC	log2_AveExpr	t	P-value	Adjusted p-value	logOdds_diffExpressed	FC	Symbol	Name
202984_s_at	-0.317468796	7.590744597	-5.205927059	0.00021022	0.006886499	0.830467631	-1.246142277	BAG5	BCL2-associated athanogene 5
202542_s_at	-0.316997552	10.14181781	-6.002810277	5.84784E-05	0.003170497	2.102491477	-1.245735302	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
222064_s_at	-0.316796185	8.439788311	-6.308957741	3.66226E-05	0.002386146	2.565851335	-1.245561438	AARSD1	alanyl-tRNA synthetase domain containing 1
203259_s_at	-0.316656544	10.80774197	-4.703064177	0.000493256	0.01202542	-0.019386786	-1.245440884	HDDC2	HD domain containing 2
207396_s_at	-0.316639842	9.661522205	-6.489120645	2.79735E-05	0.002128761	2.83195343	-1.245426465	ALG3	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)
200987_x_at	-0.316618973	10.1866066	-5.932952796	6.51872E-05	0.003403015	1.994781794	-1.24540845	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
213334_x_at	-0.316583998	8.69233225	-6.488695627	2.79912E-05	0.002128761	2.83133138	-1.245378259	HAUS7	HAUS augmin-like complex, subunit 7
204244_s_at	-0.315865463	9.726959623	-4.43523238	0.000787596	0.016099482	-0.4855018	-1.244758151	DBF4	DBF4 homolog (S. cerevisiae)
212603_at	-0.315379645	9.449328706	-3.528730254	0.004074779	0.048711531	-2.11472008	-1.244339058	MRPS31	mitochondrial ribosomal protein S31
218866_s_at	-0.315365379	10.38294093	-7.310969512	8.64256E-06	0.001137391	3.98525283	-1.244326753	POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa
203401_at	-0.315358088	8.978820102	-4.215658019	0.001163564	0.021045205	-0.873772741	-1.244320465	PRPS2	phosphoribosyl pyrophosphate synthetase 2
219751_at	-0.315229187	8.077381453	-5.701950324	9.38084E-05	0.004265987	1.633376199	-1.244209293	SETD6	SET domain containing 6
214594_x_at	-0.315141003	7.512224736	-4.219633896	0.001155312	0.020912938	-0.866697448	-1.244133244	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1
201437_s_at	-0.314846147	8.94066152	-4.060059934	0.001539391	0.025704717	-1.151848256	-1.243878996	EIF4E	eukaryotic translation initiation factor 4E
218256_s_at	-0.313651654	8.60187648	-5.423489458	0.000146934	0.005558808	1.187099929	-1.24284954	NUP54	nucleoporin 54kDa
221580_s_at	-0.313592977	10.63647502	-4.137068582	0.001339808	0.023287791	-1.013942205	-1.242798993	TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa
221688_s_at	-0.313548899	10.20582869	-5.293877524	0.000181738	0.006230261	0.975467143	-1.242761022	IMP3	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)
204405_x_at	-0.313386534	9.487609064	-6.40588659	3.16639E-05	0.002204893	2.709619271	-1.242621166	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
202577_s_at	-0.312721257	8.815563406	-4.48345846	0.000723466	0.015165562	-0.400937272	-1.242048282	DDX19A	DEAD (Asp-Glu-Ala-As) box polypeptide 19A
217140_s_at	-0.312278924	10.62727631	-5.720002911	9.1153E-05	0.004170767	1.661908652	-1.241667526	VDAC1	voltage-dependent anion channel 1
209225_x_at	-0.312201377	9.8584321	-6.740176133	1.93582E-05	0.001749905	3.19471051	-1.241600787	TNPO1	transportin 1
201498_at	-0.311906695	9.621506989	-4.600489241	0.000589434	0.013361511	-0.196866504	-1.241347206	USP7	ubiquitin specific peptidase 7 (herpes virus-associated)
214155_s_at	-0.31130499	8.12255096	-3.9447476	0.001897383	0.029572156	-1.35928921	-1.240829585	LARP4	La ribonucleoprotein domain family, member 4
202706_s_at	-0.311299417	9.18291948	-5.020833315	0.000286593	0.008347924	0.521701741	-1.240824792	UMPS	uridine monophosphate synthetase
200647_x_at	-0.310835761	12.20150305	-6.144159357	4.7039E-05	0.002825259	2.318179695	-1.240426078	NA	NA
204868_at	-0.309413427	9.623339674	-5.502766596	0.000129169	0.005146346	1.315327434	-1.239203761	ICT1	immature colon carcinoma transcript 1
219733_s_at	-0.309267919	8.904634873	-6.132310287	4.79002E-05	0.002861555	2.300214528	-1.239078783	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5
201328_at	-0.3092438	8.494910105	-3.661580432	0.003187474	0.041246501	-1.872577201	-1.239058068	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
208938_at	-0.309230828	8.382714236	-3.800717942	0.002468115	0.035074628	-1.619772122	-1.239046926	PRCC	papillary renal cell carcinoma (translocation-associated)
218128_at	-0.308974079	7.223161489	-5.751765447	8.66718E-05	0.004065911	1.711991191	-1.23882644	NFYB	nuclear transcription factor Y, beta
200956_s_at	-0.308531028	10.67885754	-7.076988173	1.19679E-05	0.001396238	3.666859974	-1.238446055	SSRP1	structure specific recognition protein 1
212279_at	-0.308512918	10.54338911	-4.714648198	0.000483475	0.01192202	0.000572712	-1.238430509	TMEM97	transmembrane protein 97
222104_x_at	-0.308485343	9.383211687	-5.160553356	0.000226714	0.007263409	0.75522695	-1.238406839	GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa
218970_s_at	-0.308390582	9.381094797	-5.273772964	0.00018787	0.006362177	0.94242043	-1.238325498	CUTC	cutC copper transporter homolog (E. coli)
215230_x_at	-0.308064093	11.51631749	-6.895926012	1.54702E-05	0.001552803	3.415093354	-1.238045291	NA	NA
218118_s_at	-0.308047502	9.246490858	-4.688183436	0.000506126	0.012192447	-0.045051779	-1.238031053	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)
200650_s_at	-0.307965465	12.82858204	-4.63252381	0.000557456	0.012962208	-0.141297275	-1.237960657	LDHA	lactate dehydrogenase A
218305_at	-0.307921306	9.284178555	-4.026425267	0.001635966	0.026883654	-1.212243367	-1.237922765	IPO4	importin 4
202613_at	-0.307542669	10.17719574	-5.583535939	0.00011338	0.00481842	1.445010144	-1.237597913	CTPS	CTP synthase
201422_at	-0.30710601	12.03329345	-4.184656479	0.001230033	0.021866402	-0.928995053	-1.237223387	IFI30	interferon, gamma-inducible protein 30
211982_x_at	-0.307049157	10.15504112	-7.071209225	1.20656E-05	0.001400301	3.658897392	-1.237174632	XPO6	exportin 6
204514_at	-0.306600045	9.180211007	-4.662866597	0.000528834	0.012576309	-0.088780723	-1.236789559	DPH2	DPH2 homolog (S. cerevisiae)
201115_at	-0.306575375	9.941274479	-5.185312255	0.000217552	0.007056341	0.796319792	-1.23676841	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa
213149_at	-0.306562213	8.684575724	-5.159140526	0.000227248	0.007265103	0.752879407	-1.236757126	DLAT	dihydrolipoamide S-acetyltransferase
220587_s_at	-0.306451977	9.34917868	-4.998015914	0.000297852	0.008519937	0.483305206	-1.23666263	MLST8	MTOR associated protein, LST8 homolog (S. cerevisiae)
219575_s_at	-0.306449426	9.2838416	-4.563985273	0.000628217	0.013847831	-0.260342622	-1.236660444	NA	NA
218497_s_at	-0.306286531	9.407809024	-5.211173492	0.000208396	0.006886499	0.83914846	-1.23652082	RNASEH1	ribonuclease H1
200969_at	-0.306136755	9.780875754	-3.808857613	0.002431583	0.034754941	-1.60501523	-1.236392455	SERP1	stress-associated endoplasmic reticulum protein 1
201266_at	-0.305850101	10.73441138	-6.128325163	4.81936E-05	0.002871383	2.294167663	-1.236146816	TXNRD1	thioredoxin reductase 1
200841_s_at	-0.305440771	9.081397959	-3.97703278	0.001789254	0.028458205	-1.301102741	-1.235796139	EPRS	glutamyl-prolyl-tRNA synthetase
218420_s_at	-0.305267419	9.628837471	-5.920878447	6.6427E-05	0.003438804	1.976090388	-1.235647656	C13orf23	chromosome 13 open reading frame 23
201926_s_at	-0.305241579	8.37904164	-5.453085461	0.000140019	0.00537011	1.235078891	-1.235625525	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
206499_s_at	-0.305178546	10.16407785	-5.813557039	7.86071E-05	0.003799573	1.808988581	-1.23557154	RCC1	regulator of chromosome condensation 1
213291_s_at	-0.304748146	9.913614572	-5.344544376	0.000167199	0.00594733	1.058489528	-1.235202987	UBE3A	ubiquitin protein ligase E3A
221090_s_at	-0.304690232	9.292208212	-5.807452833	7.93673E-05	0.003819746	1.799432062	-1.235153403	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1
212129_at	-0.304482028	11.0132859	-4.037633205	0.001603109	0.026500053	-1.192107551	-1.234975163	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
201892_s_at	-0.304335111	11.66547455	-5.339853794	0.000168492	0.005969515	1.050819298	-1.234849406	IMPDH2	IMP (inosine 5-monophosphate) dehydrogenase 2
222036_s_at	-0.304298022	10.77123064	-3.613020137	0.003486345	0.043840983	-1.961017788	-1.234817661	MCM4	minichromosome maintenance complex component 4
213757_at	-0.303949134	9.682030999	-4.834050227	0.000393692	0.010308632	0.205288769	-1.23451908	NA	NA
221521_s_at	-0.303473882	10.6202896	-4.103753683	0.001422649	0.024279268	-1.073536816	-1.234112472	GINS2	GINS complex subunit 2 (Psf2 homolog)
203225_s_at	-0.303310647	8.831687042	-6.849558106	1.65325E-05	0.001596511	3.349854334	-1.233972845	RFK	riboflavin kinase
217985_s_at	-0.30307451	8.693800705	-3.695195301	0.00299604	0.039762221	-1.811413167	-1.233770888	BAZ1A	bromodomain adjacent to zinc finger domain, 1A
218877_s_at	-0.30303354	8.850326543	-4.046624318	0.001577243	0.026247721	-1.175962039	-1.233735852	TRMT11	tRNA methyltransferase 11 homolog (S. cerevisiae)
218051_s_at	-0.302927562	9.78873907	-4.328062442	0.000952173	0.018169846	-0.674364442	-1.233645227	NT5DC2	5-nucleotidase domain containing 2
208398_s_at	-0.302909915	9.780494148	-4.18462156	0.00123011	0.021866402	-0.929057308	-1.233630137	TBPL1	TBP-like 1
201338_x_at	-0.302726603	12.2584009	-4.063573246	0.001529648	0.02562793	-1.145545239	-1.233473399	GTF3A	general transcription factor IIIA
204004_at	-0.302657768	9.982791394	-5.14453434	0.000232856	0.007359912	0.728593245	-1.233414548	PAWR	PRKC, apoptosis, WT1, regulator
218872_at	-0.302493518	8.181506384	-5.837476083	7.57017E-05	0.003715553	1.8463813	-1.233274133	TESC	tescalcin
200968_s_at	-0.302319627	10.34682567	-3.840534616	0.002294611	0.033616578	-1.547624726	-1.233125492	PPIB	peptidylprolyl isomerase B (cyclophilin B)
222216_s_at	-0.301827499	9.371696642	-7.156005231	1.07137E-05	0.001297467	3.775254565	-1.232704924	MRPL17	mitochondrial ribosomal protein L17
212766_s_at	-0.301499968	9.905872994	-4.259836833	0.001075204	0.019899307	-0.795243193	-1.232425098	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2
221536_s_at	-0.301476986	9.115397219	-6.017839356	5.71329E-05	0.003120327	2.125567852	-1.232405466	LSG1	large subunit GTPase 1 homolog (S. cerevisiae)
203082_at	-0.301420829	9.698560013	-7.396056865	7.69071E-06	0.001091542	4.099117982	-1.232357496	BMS1	BMS1 homolog, ribosome assembly protein (yeast)
202232_s_at	-0.301254839	10.2526696	-3.830123556	0.002338732	0.034077598	-1.566479961	-1.232215714	EIF3M	eukaryotic translation initiation factor 3, subunit M
206445_s_at	-0.301116406	11.62526816	-6.025848552	5.64293E-05	0.003104728	2.137851647	-1.232097483	PRMT1	protein arginine methyltransferase 1
217912_at	-0.300996267	9.705020507	-5.92984375	6.55041E-05	0.003403015	1.98997101	-1.231994886	DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)
221027_s_at	-0.300349372	7.915210061	-5.267072188	0.000189962	0.006398617	0.931393055	-1.231442591	PLA2G12A	phospholipase A2, group XIIA
205412_at	-0.300299892	10.33128303	-5.960694323	6.24304E-05	0.003307527	2.037643129	-1.231400357	ACAT1	acetyl-CoA acetyltransferase 1
202089_s_at	-0.300295054	9.037866496	-5.102748524	0.000249717	0.00772838	0.658947233	-1.231396228	SLC39A6	solute carrier family 39 (zinc transporter), member 6
210092_at	-0.300274353	10.20572991	-4.635643115	0.000554441	0.012923228	-0.135893141	-1.231378559	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)
211662_s_at	-0.300233115	11.85408971	-4.114432766	0.001395533	0.023975838	-1.054422751	-1.231343362	VDAC2	voltage-dependent anion channel 2
203867_s_at	-0.300060973	9.559692329	-7.477387156	6.88477E-06	0.00105603	4.207010154	-1.231196447	NLE1	notchless homolog 1 (Drosophila)
200779_at	-0.299995664	11.92648942	-6.036900899	5.54734E-05	0.003077645	2.154786872	-1.231140714	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)
203253_s_at	-0.299694893	8.620682396	-3.916664172	0.001996906	0.030540184	-1.409966747	-1.230884074	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
210027_s_at	-0.299527117	11.56875202	-3.82501334	0.002360707	0.03424715	-1.575737455	-1.230740938	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1
212211_at	-0.299083168	8.992306891	-7.474420883	6.91253E-06	0.00105603	4.20309127	-1.23036227	ANKRD17	ankyrin repeat domain 17
218116_at	-0.299046802	8.91182952	-5.551024591	0.000119476	0.004948474	1.392926821	-1.230331257	C9orf78	chromosome 9 open reading frame 78
212673_at	-0.298743948	9.858836543	-5.498113144	0.000130147	0.00516025	1.307826358	-1.23007301	METAP1	methionyl aminopeptidase 1
211042_x_at	-0.298203012	9.41988986	-6.173698846	4.49628E-05	0.002752491	2.36287442	-1.229611882	MCAM	melanoma cell adhesion molecule
203093_s_at	-0.297517886	9.422498138	-6.099345019	5.0385E-05	0.00292529	2.250122392	-1.229028087	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)
221932_s_at	-0.297492294	11.12151843	-5.278083456	0.000186537	0.006355677	0.949510706	-1.229006286	GLRX5	glutaredoxin 5
219166_at	-0.297272819	7.775553532	-3.902391454	0.002049529	0.031088948	-1.435744327	-1.228819333	C14orf104	chromosome 14 open reading frame 104
218732_at	-0.297271207	9.590829289	-4.920901095	0.000339456	0.009315402	0.353006664	-1.22881796	PTRH2	peptidyl-tRNA hydrolase 2
221425_s_at	-0.297236573	8.474119462	-6.054041964	5.40246E-05	0.003063183	2.181015246	-1.22878846	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)
201025_at	-0.297178966	8.735196062	-4.466164225	0.000745815	0.015502023	-0.431231807	-1.228739396	EIF5B	eukaryotic translation initiation factor 5B
212075_s_at	-0.296957644	9.495518381	-6.354378625	3.42036E-05	0.002302593	2.633396254	-1.228550911	CSNK2A1	casein kinase 2, alpha 1 polypeptide
200732_s_at	-0.296877147	9.665760549	-6.795562155	1.78682E-05	0.001681378	3.273487252	-1.228482364	PTP4A1	protein tyrosine phosphatase type IVA, member 1
207614_s_at	-0.296722029	10.19406984	-4.459355664	0.00075481	0.01561412	-0.443167983	-1.228350286	CUL1	cullin 1
215207_x_at	-0.29632872	8.952292694	-4.762597246	0.000445089	0.011270373	0.083005819	-1.228015457	NA	NA
202522_at	-0.29619453	10.21136081	-4.743977775	0.000459603	0.011507105	0.051030939	-1.22790124	PITPNB	phosphatidylinositol transfer protein, beta
209137_s_at	-0.295979326	10.1089393	-4.440481595	0.000780338	0.015996573	-0.4762843	-1.227718091	USP10	ubiquitin specific peptidase 10
36553_at	-0.295843217	8.871586937	-5.142491913	0.000233652	0.007364453	0.725194816	-1.227602268	ASMTL	acetylserotonin O-methyltransferase-like
218235_s_at	-0.295807801	9.791764599	-4.922644024	0.000338452	0.009299283	0.355960637	-1.227572133	UTP11L	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)
218529_at	-0.295617923	9.828353241	-6.443756215	2.99246E-05	0.002158711	2.765406785	-1.227410579	CD320	CD320 molecule
212749_s_at	-0.295555537	8.945165586	-5.920043504	6.65137E-05	0.003438804	1.974797062	-1.227357503	RCHY1	ring finger and CHY zinc finger domain containing 1
203667_at	-0.295467703	11.31336067	-5.481315928	0.000133741	0.005246736	1.280723589	-1.227282782	TBCA	tubulin folding cofactor A
209162_s_at	-0.295140276	9.698904253	-5.587964828	0.000112575	0.00481842	1.452093056	-1.227004275	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)
201407_s_at	-0.295094175	8.457154989	-3.755689485	0.002680638	0.036940415	-1.701476217	-1.226965068	PPP1CB	protein phosphatase 1, catalytic subunit, beta isozyme
204594_s_at	-0.295018757	9.597289011	-4.134884725	0.001345083	0.023324887	-1.017845627	-1.226900928	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like
203584_at	-0.294772827	8.428245464	-4.288789523	0.001021094	0.019200878	-0.743886697	-1.226691802	TTC35	tetratricopeptide repeat domain 35
217833_at	-0.294743203	9.801022324	-5.049791682	0.000272944	0.008174743	0.570327754	-1.226666614	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
212896_at	-0.294543791	10.19928878	-5.427452547	0.000145988	0.005541816	1.193532101	-1.226497073	SKIV2L2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
200708_at	-0.294414904	11.66143464	-5.358648523	0.000163374	0.005881183	1.08153382	-1.226387506	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)
204976_s_at	-0.294157406	8.739354858	-5.464590808	0.000137423	0.005316329	1.253695646	-1.226168634	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
209731_at	-0.29397162	8.510169238	-7.157140877	1.06967E-05	0.001297467	3.776805925	-1.226010742	NTHL1	nth endonuclease III-like 1 (E. coli)
219558_at	-0.293621503	9.412646732	-5.077479226	0.00026053	0.007952583	0.616710085	-1.225713247	ATP13A3	ATPase type 13A3
200709_at	-0.293460271	11.38861258	-3.717431507	0.00287591	0.038721386	-1.770981748	-1.225576272	FKBP1A	FK506 binding protein 1A, 12kDa
220417_s_at	-0.293152948	9.188031912	-7.303796453	8.72835E-06	0.001137391	3.975607278	-1.225315228	THAP4	THAP domain containing 4
211212_s_at	-0.293106866	7.888195551	-4.437647873	0.000784248	0.016047193	-0.481259859	-1.22527609	ORC5L	origin recognition complex, subunit 5-like (yeast)
218082_s_at	-0.292852138	9.809083653	-5.011455483	0.000291166	0.008404201	0.505929718	-1.225059769	UBP1	upstream binding protein 1 (LBP-1a)
218993_at	-0.292789284	8.972606868	-5.032763244	0.000280886	0.008272803	0.541748292	-1.225006398	RNMTL1	RNA methyltransferase like 1
221539_at	-0.29265907	9.122492278	-3.587766197	0.003652935	0.045246444	-2.007045657	-1.224895837	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
202505_at	-0.292514429	10.9891456	-4.233387116	0.001127234	0.020521367	-0.842234981	-1.224773038	SNRPB2	small nuclear ribonucleoprotein polypeptide B
218185_s_at	-0.292415226	9.801541903	-4.70206123	0.000494113	0.012031191	-0.021115691	-1.224688823	ARMC1	armadillo repeat containing 1
217745_s_at	-0.292160903	10.16202091	-3.946512604	0.001891301	0.029553176	-1.356106152	-1.224472949	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit
221606_s_at	-0.291888952	8.372735461	-3.65211828	0.003243583	0.041802643	-1.889802875	-1.224242155	HMGN5	high-mobility group nucleosome binding domain 5
217834_s_at	-0.291854449	9.886467276	-4.338609428	0.000934498	0.017966719	-0.655721811	-1.224212877	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
219363_s_at	-0.291651055	8.677605747	-3.594725505	0.003606232	0.044842453	-1.994359481	-1.224040298	MTERFD1	MTERF domain containing 1
208696_at	-0.291582318	12.07631163	-6.514336448	2.69478E-05	0.00208466	2.868810736	-1.223981979	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)
200733_s_at	-0.291199454	8.227197208	-3.581957609	0.003692388	0.045571793	-2.017635361	-1.223657202	PTP4A1	protein tyrosine phosphatase type IVA, member 1
210927_x_at	-0.291190514	12.20977506	-5.754372803	8.63144E-05	0.004057688	1.716095689	-1.223649618	JTB	jumping translocation breakpoint
201599_at	-0.291167762	9.413786008	-3.811300077	0.002420729	0.034688809	-1.600587919	-1.223630321	OAT	ornithine aminotransferase
201578_at	-0.290838848	8.548011005	-4.511767837	0.000688374	0.014734905	-0.351422992	-1.223351382	PODXL	podocalyxin-like
218722_s_at	-0.290547767	9.609324659	-5.304866609	0.000178476	0.006165846	0.993505549	-1.223104581	CCDC51	coiled-coil domain containing 51
221853_s_at	-0.290506621	9.877084746	-6.730280652	1.9638E-05	0.001749905	3.180588522	-1.223069699	NA	NA
201303_at	-0.290466626	11.54037739	-6.997987138	1.33793E-05	0.001489755	3.557591601	-1.223035793	EIF4A3	eukaryotic translation initiation factor 4A3
204500_s_at	-0.290459654	8.462064669	-4.988177573	0.000302848	0.008618605	0.466727226	-1.223029882	AGTPBP1	ATP/GTP binding protein 1
212265_at	-0.290223774	10.08107505	-4.272883031	0.001050463	0.019620675	-0.772091018	-1.222829934	QKI	quaking homolog, KH domain RNA binding (mouse)
201916_s_at	-0.290160362	9.577777016	-4.255430425	0.001083696	0.019990062	-0.803066882	-1.222776187	SEC63	SEC63 homolog (S. cerevisiae)
219231_at	-0.29005098	8.731412054	-5.02556074	0.000284317	0.008325151	0.529647881	-1.222683482	TGS1	trimethylguanosine synthase 1
209486_at	-0.289894293	9.437587957	-5.265736279	0.000190382	0.006398617	0.929193789	-1.222550697	UTP3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)
200048_s_at	-0.28988861	11.97831376	-5.873570887	7.15301E-05	0.003616524	1.90264533	-1.222545882	JTB	jumping translocation breakpoint
218889_at	-0.289827778	9.336597309	-4.192572346	0.001212696	0.021652647	-0.914885778	-1.222494333	NOC3L	nucleolar complex associated 3 homolog (S. cerevisiae)
201436_at	-0.289685847	7.885466959	-3.59479433	0.003605774	0.044842453	-1.994234028	-1.222374072	EIF4E	eukaryotic translation initiation factor 4E
212985_at	-0.289672892	8.134594238	-5.849274118	7.43106E-05	0.003679695	1.864793485	-1.222363095	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2
218756_s_at	-0.289514984	7.902012715	-6.339486829	3.49775E-05	0.002319651	2.611284898	-1.222229311	DHRS11	dehydrogenase/reductase (SDR family) member 11
220419_s_at	-0.289411099	9.065753282	-5.24556321	0.000196844	0.006558563	0.895952109	-1.222141304	USP25	ubiquitin specific peptidase 25
222231_s_at	-0.288809759	10.65873864	-5.265967808	0.000190309	0.006398617	0.929574967	-1.221632001	LRRC59	leucine rich repeat containing 59
203612_at	-0.28877676	9.944433801	-3.776089103	0.002582124	0.036096278	-1.664446902	-1.221604058	BYSL	bystin-like
216602_s_at	-0.288546694	9.909676051	-6.102576378	5.01355E-05	0.00292529	2.255039819	-1.221409265	FARSA	phenylalanyl-tRNA synthetase, alpha subunit
200992_at	-0.288326302	10.81164811	-5.414524873	0.000149099	0.005593235	1.172541696	-1.221222691	IPO7	importin 7
200098_s_at	-0.288197121	10.95955425	-5.275682002	0.000187279	0.00635694	0.945560916	-1.221113346	ANAPC5	anaphase promoting complex subunit 5
201571_s_at	-0.288036324	8.706619985	-5.477420433	0.000134589	0.005263014	1.274432132	-1.220977254	DCTD	dCMP deaminase
214314_s_at	-0.287876104	7.267159884	-4.423230705	0.000804457	0.016323289	-0.506588264	-1.220841665	EIF5B	eukaryotic translation initiation factor 5B
201397_at	-0.287271008	10.62983378	-5.764382394	8.49568E-05	0.004022366	1.731843292	-1.220329725	PHGDH	phosphoglycerate dehydrogenase
221488_s_at	-0.287242005	11.01384497	-5.209669312	0.000208917	0.006886499	0.836660026	-1.220305193	CUTA	cutA divalent cation tolerance homolog (E. coli)
205241_at	-0.287048369	9.126041671	-4.469422252	0.00074155	0.01545924	-0.425522019	-1.220141417	SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast)
208666_s_at	-0.28691969	8.683350716	-4.815893886	0.000406135	0.010567974	0.174280329	-1.220032594	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
212181_s_at	-0.286849527	9.048777076	-6.372401086	3.32912E-05	0.002275546	2.660111592	-1.219973261	NA	NA
200877_at	-0.286665262	12.58456871	-5.309165655	0.000177216	0.00613184	1.00055758	-1.219817452	CCT4	chaperonin containing TCP1, subunit 4 (delta)
210970_s_at	-0.286467211	8.206830203	-3.746030807	0.002728617	0.037416479	-1.719016519	-1.219650009	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase
204120_s_at	-0.28635125	7.584946681	-3.690991942	0.00301932	0.039897298	-1.819058631	-1.21955198	ADK	adenosine kinase
202467_s_at	-0.286299313	11.20147035	-4.469354935	0.000741638	0.01545924	-0.425639982	-1.219508077	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)
214805_at	-0.28600817	9.067125724	-3.667561445	0.003152519	0.040984591	-1.861690812	-1.219261999	EIF4A1	eukaryotic translation initiation factor 4A1
212073_at	-0.285395137	8.977450771	-6.281194523	3.819E-05	0.002466634	2.524412555	-1.218744017	NA	NA
218526_s_at	-0.285022685	9.469759935	-5.245369229	0.000196907	0.006558563	0.895632178	-1.218429422	RANGRF	RAN guanine nucleotide release factor
202231_at	-0.284710415	10.80832229	-3.643434984	0.003295963	0.042233434	-1.905613871	-1.218165722	EIF3M	eukaryotic translation initiation factor 3, subunit M
201922_at	-0.284684434	11.30677884	-6.243633982	4.04247E-05	0.002553077	2.46816627	-1.218143786	NSA2	NSA2 ribosome biogenesis homolog (S. cerevisiae)
206667_s_at	-0.284082696	7.609612195	-4.60444802	0.000585381	0.013327318	-0.189992474	-1.217635812	SCAMP1	secretory carrier membrane protein 1
203114_at	-0.283735592	9.370944799	-5.540891436	0.000121446	0.004978684	1.376661299	-1.217342891	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1
216187_x_at	-0.283673522	9.578682522	-3.969067778	0.001815326	0.028725244	-1.315450337	-1.217290518	NA	NA
212429_s_at	-0.283584939	10.19028584	-4.63674663	0.000553378	0.012911963	-0.133981613	-1.217215777	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa
218884_s_at	-0.283423028	7.803600959	-5.055660899	0.000270261	0.008130675	0.580168882	-1.217079179	GUF1	GUF1 GTPase homolog (S. cerevisiae)
222010_at	-0.28312676	9.331990444	-5.321960252	0.000173523	0.006060505	1.02152955	-1.216829268	NA	NA
201512_s_at	-0.282970793	9.658285393	-4.165349304	0.001273404	0.022342725	-0.963433573	-1.216697727	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
208708_x_at	-0.282959279	10.55214878	-3.541287493	0.003981075	0.047899722	-2.091809354	-1.216688017	EIF5	eukaryotic translation initiation factor 5
201173_x_at	-0.282407121	10.86778573	-5.60426714	0.000109665	0.004735769	1.478139359	-1.216222446	NUDC	nuclear distribution gene C homolog (A. nidulans)
218830_at	-0.282205219	10.09464099	-5.145919424	0.000232318	0.007354896	0.730897571	-1.216052251	RPL26L1	ribosomal protein L26-like 1
200870_at	-0.281838322	11.27449359	-3.757059682	0.002673902	0.036872681	-1.698988325	-1.215743031	STRAP	serine/threonine kinase receptor associated protein
220925_at	-0.281306645	8.240105911	-5.371175508	0.000160053	0.005827545	1.101976822	-1.215295076	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
208662_s_at	-0.281262335	10.30663766	-5.870292583	7.18988E-05	0.003616524	1.897543262	-1.21525775	TTC3	tetratricopeptide repeat domain 3
201064_s_at	-0.280587284	10.63483545	-6.104091294	5.0019E-05	0.00292529	2.257344652	-1.214689252	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)
