ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI052G01	PTPRJ	Protein tyrosine phosphatase, receptor type, J	Hs.318547	292278	BX114039	0.80	0.00
HSI007H10	IPO13	Importin 13	Hs.158497	126461	BX116797	0.80	0.00
HSI079H08	BPY2IP1	BPY2 interacting protein 1	Hs.66048	795856	BX092352	0.80	0.83
HSI168B09	ANKRD17	Ankyrin repeat domain 17	Hs.518804	1190747	BX095939	0.80	0.54
HSI121H07	LOC283439	Hypothetical protein LOC283439	Hs.21169	30102	BX109535	0.80	0.00
HSI157H03	EST	Transcribed locus	Hs.209641	310031	BX117923	0.80	0.00
HSI179F10	METT5D1	Methyltransferase 5 domain containing 1	Hs.243326	1842559	BX093851	0.80	0.00
HSI005F09	EST	Transcribed locus	Hs.381113	120273	BX116188	0.80	0.00
HSI155D03	STAU2	Staufen, RNA binding protein, homolog 2 (Drosophila)	Hs.561815	294527	BX097398	0.80	0.00
HSI057G11	GLS2	Glutaminase 2 (liver, mitochondrial)	Hs.212606	320497	BX119677	0.80	0.00
HSI110F07	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Hs.287827	39920	BX090915	0.80	0.00
HSI035H03	CLSTN3	Calsyntenin 3	Hs.535378	180785	R87697	0.80	0.29
HSI022C04	ITPK1	Inositol 1,3,4-triphosphate 5/6 kinase	Hs.308122	139207	BX092024	0.80	0.00
HSI170A03	EST	Transcribed locus	Hs.292063	1506167	BX115715	0.80	0.00
HSI002C09	CXorf1	Chromosome X open reading frame 1	Hs.106688	23766	BX115389	0.80	0.00
HSI163D04	EST	Transcribed locus	Hs.116301	744672	BX101303	0.80	0.00
HSI117C05	MLKL	Mixed lineage kinase domain-like	Hs.119878	123976	BX106138	0.80	0.32
HSI007F12	CARM1	Coactivator-associated arginine methyltransferase 1	Hs.371416	127004	BX098148	0.80	0.00
HSI087F01	ABL1	V-abl Abelson murine leukemia viral oncogene homolog 1	Hs.431048	1644270	BX099890	0.80	0.00
HSI032C07	RPUSD1	RNA pseudouridylate synthase domain containing 1	Hs.101742	51604	BX098739	0.80	0.00
HSI047C03	GSTZ1	Glutathione transferase zeta 1 (maleylacetoacetate isomerase)	Hs.26403	265310	BX102837	0.80	0.00
HSI060B02	CIT	Citron (rho-interacting, serine/threonine kinase 21)	Hs.119594	343562	BX111898	0.80	0.00
HSI073B05	CDK5	Cyclin-dependent kinase 5	Hs.166071	742595	BX112764	0.80	0.00
HSI052A02	MGC3207	Hypothetical protein MGC3207	Hs.439370	288719	BX098415	0.80	0.77
HSI112G04	EST	Transcribed locus	Hs.514856	24694	BX093829	0.81	0.00
HSI132C05	PPP2R2D	Protein phosphatase 2, regulatory subunit B, delta isoform	Hs.380372	46404	BX112655	0.81	0.00
HSI017D09	SRCAP	Snf2-related CBP activator protein	Hs.584857	40884	BX092988	0.81	0.00
HSI037E04	CDC42	Cell division cycle 42 (GTP binding protein, 25kDa)	Hs.467637	196533	BX117107	0.81	0.22
HSI077E01	C20orf116	Chromosome 20 open reading frame 116	Hs.471975	770869	BX111989	0.81	0.00
HSI109A06	COMT	Catechol-O-methyltransferase	Hs.370408	2392239	BX113474	0.81	0.00
HSI038C05	ZNF37B	Zinc finger protein 37b (KOX 21)	Hs.278064	199169	BX094419	0.81	0.00
HSI074C04	BAD	BCL2-antagonist of cell death	Hs.370254	746273	BX093156	0.81	0.00
HSI153A09	SEC22L3	SEC22 vesicle trafficking protein-like 3 (S. cerevisiae)	Hs.445892	281127	BX103947	0.81	0.00
HSI039H04	NRD1	Nardilysin (N-arginine dibasic convertase)	Hs.584782	205573	BX106220	0.81	0.00
HSI064E08	FPGS	Folylpolyglutamate synthase	Hs.335084	376180	BX099362	0.81	0.27
HSI163E10	EST	Transcribed locus	Hs.116323	744721	BX110189	0.81	0.00
HSI007C03	HDHD3	Haloacid dehalogenase-like hydrolase domain containing 3	Hs.7739	123756	BX099571	0.81	0.00
HSI012A10	CDH10	Cadherin 10, type 2 (T2-cadherin)	Hs.92489	32431	BX116257	0.81	0.00
HSI072G03	MRPL49	Mitochondrial ribosomal protein L49	Hs.75859	741701	BX102551	0.81	0.00
HSI137D07	EST	Transcribed locus	Hs.550841	196449	BX106559	0.81	0.00
HSI118D10	NFYA	Nuclear transcription factor Y, alpha	Hs.10441	125680	BX101834	0.81	0.00
HSI168B03	EST	Transcribed locus	Hs.585439	1185002	BX112076	0.81	0.00
HSI140D09	CNKSR3	CNKSR family member 3	Hs.16064	205204	BX093584	0.81	0.00
HSI108D10	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	Hs.368563	383958	BX108331	0.81	0.00
HSI011E11	DTNB	Dystrobrevin, beta	Hs.307720	29483	BX105922	0.81	0.00
HSI014G02	LOC197336	Similar to RIKEN cDNA 3230401M21 [Mus musculus]	Hs.511903	35736	BX094034	0.81	0.00
HSI004C04	DPM3	Dolichyl-phosphate mannosyltransferase polypeptide 3	Hs.110477	109278	BX091877	0.81	0.00
HSI030D02	PVRL1	Hypothetical protein MGC16207	Hs.334846	46810	BX117558	0.81	0.00
HSI153H09	KIAA1244	KIAA1244	Hs.194408	283142	BX108434	0.81	0.00
HSI001B11	CALM3	Calmodulin 3 (phosphorylase kinase, delta)	Hs.515487	53107	CR736564	0.81	0.00
HSI026C06	SEMA6A	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	Hs.156967	152207	BX098431	0.81	0.00
HSI122C01	GIT1	G protein-coupled receptor kinase interactor 1	Hs.514051	34476	BX100228	0.81	0.00
HSI101H07	EST	Transcribed locus	Hs.228825	2005318	BX111780	0.81	0.00
HSI123A04	FAM77C	Family with sequence similarity 77, member C	Hs.470259	1622762	BX092253	0.81	0.00
HSI004C11	POLL	Polymerase (DNA directed), lambda	Hs.523230	109689	BX092013	0.81	0.00
HSI005E09	CUEDC1	CUE domain containing 1	Hs.46679	120114	BX092396	0.81	0.00
HSI057G04	DNASE2	Deoxyribonuclease II, lysosomal	Hs.118243	308131	BX104107	0.81	0.00
HSI117A01	MICAL2	Microtubule associated monoxygenase, calponin and LIM domain containing 2	Hs.501928	120815	BX112375	0.81	0.00
HSI065F01	DYRK1A	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	Hs.368240	122871	BX113627	0.81	0.00
HSI045E07	MARVELD2	MARVEL domain containing 2	Hs.444195	247230	CR739191	0.81	0.00
HSI108D07	RGS9	Regulator of G-protein signalling 9	Hs.132327	383501	BX104485	0.81	0.00
HSI077H03	NT5M	5,3-nucleotidase, mitochondrial	Hs.513977	781145	BX116854	0.81	0.00
HSI088H07	DKFZP686A01247	DKFZP686A01247 hypothetical protein	Hs.335163	1707953	BX103068	0.81	0.00
HSI119E02	EST	Transcribed locus	Hs.443928	125335	BX091995	0.81	0.00
HSI006H05	RCL1	RNA terminal phosphate cyclase-like 1	Hs.194121	125148	BX101833	0.81	0.00
HSI074F04	FKSG24	Hypothetical protein MGC12972	Hs.515254	755602	BX115784	0.81	0.00
HSI044G08	NUDT13	Nudix (nucleoside diphosphate linked moiety X)-type motif 13	Hs.533657	243477	BX096147	0.81	0.83
HSI063B01	ULK1	Unc-51-like kinase 1 (C. elegans)	Hs.47061	358141	BX115508	0.81	0.00
HSI166E01	LOC285679	Hypothetical protein LOC285679	Hs.558748	795177	BX088746	0.81	0.00
HSI029A05	IVD	Isovaleryl Coenzyme A dehydrogenase	Hs.513646	44186	BX119684	0.81	0.00
HSI175H04	FLJ45850	FLJ45850 protein	Hs.186970	1736310	BX101601	0.81	0.00
HSI024E10	KIAA0460	KIAA0460	Hs.213666	147139	BX110499	0.81	0.00
HSI081B10	TSC22D4	TSC22 domain family, member 4	Hs.469798	809608	BX098915	0.81	0.00
HSI055D04	RP11-529I10.4	Deleted in a mouse model of primary ciliary dyskinesia	Hs.555926	298505	N70579	0.81	0.50
HSI181B01	EST	Transcribed locus	Hs.530878	1855316	BX103229	0.81	0.01
HSI072A11	LOC112869	Hypothetical protein BC011981	Hs.460487	731086	BX093205	0.81	0.00
HSI081G09	AASDH	2-aminoadipic 6-semialdehyde dehydrogenase	Hs.104347	813717	BX115605	0.81	0.00
HSI006D09	YPEL4	Yippee-like 4 (Drosophila)	Hs.135978	123033	BX106972	0.81	0.00
HSI058E11	SMCX	Smcy homolog, X-linked (mouse)	Hs.334674	322859	BX110463	0.81	0.00
HSI061C11	TEAD4	TEA domain family member 4	Hs.94865	346696	BX089984	0.81	0.00
HSI137G06	MTMR3	Myotubularin related protein 3	Hs.570462	199229	BX103159	0.81	0.00
HSI082B01	ANKRD39	Ankyrin repeat domain 39	Hs.516218	814522	BX091421	0.81	0.00
HSI111G03	CNTN3	Contactin 3 (plasmacytoma associated)	Hs.12723	21699	BX098044	0.81	0.00
HSI004F02	IHPK2	Inositol hexaphosphate kinase 2	Hs.476221	111749	BX109742	0.81	0.00
HSI127H06	CHEK1	CHK1 checkpoint homolog (S. pombe)	Hs.24529	143919	BX114781	0.81	0.00
HSI129A04	POMT2	Protein-O-mannosyltransferase 2	Hs.132989	146101	BX112821	0.81	0.00
HSI100H01	EST	Transcribed locus	Hs.586984	194006	BX095126	0.81	0.00
HSI170H03	EST	Transcribed locus	Hs.205787	1526590	BX119174	0.81	0.98
HSI075F04	PAEP	Progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)	Hs.532325	754534	BX106900	0.81	0.00
HSI023H08	CRTC1	CREB regulated transcription coactivator 1	Hs.371096	143027	BX092870	0.81	0.00
HSI159H01	NCOR1	Nuclear receptor co-repressor 1	Hs.462323	358800	BX097126	0.81	0.00
HSI064G09	FLJ21125	Guanine nucleotide binding protein (G protein), beta polypeptide 1-like	Hs.105642	376333	BX104012	0.81	0.00
HSI072B02	KIF14	Kinesin family member 14	Hs.3104	739983	BX099509	0.81	0.00
HSI135G10	EST	Transcribed locus	Hs.463153	182417	BX107496	0.81	0.00
HSI111A09	EML5	Echinoderm microtubule associated protein like 5	Hs.558671	22274	BX092025	0.81	0.35
HSI166G10	SVIL	Supervillin	Hs.499209	796071	BX115976	0.81	0.00
HSI018B01	TXLNA	Taxilin alpha	Hs.17987	42594	BX118146	0.81	0.14
HSI170C12	C8orf13	Chromosome 8 open reading frame 13	Hs.124299	1525819	BX112780	0.81	0.00
HSI093G11	TIGD5	Tigger transposable element derived 5	Hs.71574	2091522	BX113218	0.81	0.00
HSI056C11	MDC1	Mediator of DNA damage checkpoint 1	Hs.433653	305943	BX118152	0.81	0.00
HSI034F12	SGTA	Small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	Hs.203910	174620	BX117879	0.81	0.00
HSI088H04	IGSF4C	Immunoglobulin superfamily, member 4C	Hs.370984	1705584	AI143069	0.82	0.00
HSI140C02	HIGD1A	HIG1 domain family, member 1A	Hs.7917	205440	BX103885	0.82	0.00
HSI013H09	IFT122	Intraflagellar transport 122 homolog (Chlamydomonas)	Hs.477537	33547	BX093054	0.82	0.00
HSI162B06	EST	Transcribed locus	Hs.97774	742596	BX105255	0.82	0.00
HSI113E03	EST	Transcribed locus	Hs.196180	111002	BX090515	0.82	0.00
HSI135B01	ARIH1	Ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	Hs.268787	173338	BX093328	0.82	0.00
HSI064E06	PCBP4	Poly(rC) binding protein 4	Hs.20930	364955	BX096735	0.82	0.00
HSI033H04	SH3GL1	SH3-domain GRB2-like 1	Hs.97616	173204	BX095033	0.82	0.44
HSI140H02	SLC39A11	Solute carrier family 39 (metal ion transporter), member 11	Hs.221127	208487	BX117610	0.82	0.00
HSI048G07	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	Hs.48823	267436	BX100291	0.82	0.00
HSI074A09	EST	Transcribed locus	Hs.568755	745364	CR739527	0.82	0.00
HSI014E01	LETM1	Leucine zipper-EF-hand containing transmembrane protein 1	Hs.120165	35405	R24989	0.82	0.00
HSI005F06	C15orf39	Chromosome 15 open reading frame 39	Hs.17936	121159	BX115322	0.82	0.00
HSI080B03	KIAA0690	KIAA0690	Hs.434251	796508	BX089217	0.82	0.00
HSI137D01	EST	Transcribed locus	Hs.408371	195816	BX100242	0.82	0.00
HSI015A06	SIAHBP1	Fuse-binding protein-interacting repressor	Hs.521924	34810	BX118718	0.82	0.00
HSI170D08	EST	Transcribed locus	Hs.546907	1519353	BX089820	0.82	0.00
HSI083G09	MSMB	Microseminoprotein, beta-	Hs.255462	1187828	BX109629	0.82	0.78
HSI114D05	ZA20D3	Zinc finger, A20 domain containing 3	Hs.306329	112902	BX108775	0.82	0.00
HSI021F03	OGDH	Oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	Hs.488181	135213	BX089330	0.82	0.00
HSI036E02	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Hs.158560	193901	BX102011	0.82	0.55
HSI173B02	EST	Transcribed locus	Hs.586709	1556895	BX096736	0.82	0.00
HSI115D10	GLUD1	Glutamate dehydrogenase 1	Hs.500409	120243	BX090516	0.82	0.00
HSI039F04	ELOVL2	Elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	Hs.408557	205119	BX109197	0.82	0.00
HSI157C08	ANKRD17	Ankyrin repeat domain 17	Hs.518804	309368	BX115505	0.82	0.00
HSI029F02	LOC133619	Hypothetical protein MGC12103	Hs.483259	47129	BX099255	0.82	0.60
HSI013H06	ARFRP1	ADP-ribosylation factor related protein 1	Hs.389277	32796	BX096996	0.82	0.00
HSI039E04	VNN3	Vanin 3	Hs.183656	204304	BX099428	0.82	0.00
HSI123F08	R3HDM1	R3H domain containing 1	Hs.412462	40491	BX105575	0.82	0.00
HSI006A04	ARHGAP21	Rho GTPase activating protein 21	Hs.524195	120577	BX108777	0.82	0.00
HSI108B03	CCDC28A	Coiled-coil domain containing 28A	Hs.412019	1867614	BX107394	0.82	0.00
HSI018H02	LOC152217	Hypothetical protein BC007882	Hs.118820	42180	BX104969	0.82	0.00
HSI173B07	IL17RB	Interleukin 17 receptor B	Hs.558512	1569921	BX117618	0.82	0.85
HSI057H04	C4orf9	Chromosome 4 open reading frame 9	Hs.398178	321871	BX093602	0.82	0.00
HSI069H09	LZTFL1	Leucine zipper transcription factor-like 1	Hs.30824	726626	BX117541	0.82	0.00
HSI110F09	EST	Transcribed locus	Hs.561454	44377	BX117009	0.82	0.00
HSI109A02	EST	Transcribed locus	Hs.570273	2402659	CR748012	0.82	0.00
HSI138E01	DOCK5	Dedicator of cytokinesis 5	Hs.195403	196779	BX113156	0.82	0.00
HSI052A03	RPL32	Ribosomal protein L32	Hs.265174	284042	BX111033	0.82	0.00
HSI045F03	ABHD14B	Abhydrolase domain containing 14B	Hs.420796	246173	BX098682	0.82	0.00
HSI168A10	RAD54L2	RAD54-like 2 (S. cerevisiae)	Hs.105399	1184179	BX098774	0.82	0.80
HSI178E01	CS	Citrate synthase	Hs.430606	1839734	BX109555	0.82	0.00
HSI047D04	UHMK1	U2AF homology motif (UHM) kinase 1	Hs.127310	262542	CR737591	0.82	0.00
HSI073E06	MGC22793	Hypothetical protein MGC22793	Hs.413359	742116	BX112947	0.82	0.00
HSI047F12	VASP	Vasodilator-stimulated phosphoprotein	Hs.515469	259553	BX096259	0.82	0.00
HSI039D04	ALAS2	Aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia)	Hs.522666	206873	BX096079	0.82	0.00
HSI076E09	FBXO5	F-box protein 5	Hs.520506	756923	BX101150	0.82	0.00
HSI156E02	BRE	Brain and reproductive organ-expressed (TNFRSF1A modulator)	Hs.258314	306058	BX104471	0.82	0.00
HSI160B03	EST	Transcribed locus	Hs.513618	726555	BX109324	0.82	0.06
HSI168B04	FGFR1	Fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	Hs.264887	1190835	AA650325	0.82	0.00
HSI118A09	TBC1D9	TBC1 domain family, member 9	Hs.480819	126534	R06752	0.82	0.00
HSI116B03	PAPD4	PAP associated domain containing 4	Hs.418198	123212	BX106175	0.82	0.00
HSI077D05	LTBR	Lymphotoxin beta receptor (TNFR superfamily, member 3)	Hs.1116	770900	BX113597	0.82	0.72
HSI007B08	ASB9	Ankyrin repeat and SOCS box-containing 9	Hs.19404	124071	BX117678	0.82	0.00
HSI034B03	BTBD14B	BTB (POZ) domain containing 14B	Hs.531614	173288	BX103964	0.82	0.00
HSI008B06	TCF7L2	Transcription factor 7-like 2 (T-cell specific, HMG-box)	Hs.501080	124907	BX103333	0.82	0.00
HSI163F03	C16orf58	Chromosome 16 open reading frame 58	Hs.9003	744764	BX115698	0.82	0.00
HSI013G04	DEAF1	Deformed epidermal autoregulatory factor 1 (Drosophila)	Hs.243994	34481	BX118030	0.82	0.00
HSI078G01	ZNF613	Zinc finger protein 613	Hs.183390	784576	BX118268	0.82	0.00
HSI061B02	HAGH	Hydroxyacylglutathione hydrolase	Hs.157394	341240	BX096077	0.82	0.00
HSI051G05	COQ10A	Coenzyme Q10 homolog A (yeast)	Hs.4096	282002	BX100359	0.82	0.91
HSI162D01	GGN	Gametogenetin	Hs.447948	743245	BX098794	0.82	0.00
HSI007C10	C15orf15	Chromosome 15 open reading frame 15	Hs.274772	124560	BX102256	0.82	0.72
HSI141D02	TSPAN5	Tetraspanin 5	Hs.118118	208904	BX101848	0.82	0.00
HSI056D05	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	Hs.370689	303156	BX105359	0.82	0.00
HSI161G08	EST	Transcribed locus	Hs.193767	731714	BX097183	0.82	0.00
HSI013C01	CTBP2	C-terminal binding protein 2	Hs.501345	32743	BX092168	0.82	0.00
HSI160H03	MBD3	Methyl-CpG binding domain protein 3	Hs.178728	728040	AA398582	0.82	0.00
HSI133B07	EST	Transcribed locus	Hs.159830	49133	BX114508	0.82	0.00
HSI062H03	ST14	Suppression of tumorigenicity 14 (colon carcinoma)	Hs.504315	347271	BX113846	0.83	0.91
HSI100B03	BIRC6	Splicing factor, arginine/serine-rich 12	Hs.150107	122969	BX094411	0.83	0.00
HSI001F09	PGAM1	Phosphoglycerate mutase 1 (brain)	Hs.447492	53046	BX116273	0.83	0.00
HSI034D12	A2BP1	Ataxin 2-binding protein 1	Hs.459842	173002	BX108781	0.83	0.00
HSI122H08	EST	Transcribed locus	Hs.170193	38648	BX109683	0.83	0.00
HSI077B12	LENG4	Leukocyte receptor cluster (LRC) member 4	Hs.467279	769552	BX108570	0.83	0.49
HSI038B05	CHURC1	Churchill domain containing 1	Hs.325531	197547	BX111129	0.83	0.00
HSI028B10	DAPK2	Death-associated protein kinase 2	Hs.237886	158423	BX107492	0.83	0.91
HSI068H02	RCC1	Regulator of chromosome condensation 1	Hs.469723	724615	BX109495	0.83	0.00
HSI075E04	GTF2IRD1	GTF2I repeat domain containing 1	Hs.156302	756238	BX104539	0.83	0.00
HSI060H11	PARK7	Parkinson disease (autosomal recessive, early onset) 7	Hs.419640	343873	BX106037	0.83	0.00
HSI168C03	BRWD3	Bromodomain and WD repeat domain containing 3	Hs.170667	1188556	BX099246	0.83	0.00
HSI070E06	CABIN1	Calcineurin binding protein 1	Hs.517478	724362	BX106467	0.83	0.41
HSI058B10	HK1	Hexokinase 1	Hs.370365	310144	BX107926	0.83	0.51
HSI001F03	ASCC1	Activating signal cointegrator 1 complex subunit 1	Hs.500007	23061	BX109348	0.83	0.00
HSI059C01	SLC4A2	Solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	Hs.433984	323577	W45518	0.83	0.00
HSI025H10	MARK4	MAP/microtubule affinity-regulating kinase 4	Hs.34314	153797	BX116067	0.83	0.00
HSI146D12	PRKG1	Protein kinase, cGMP-dependent, type I	Hs.584791	243414	BX111724	0.83	0.88
HSI078E10	TIMM13	Translocase of inner mitochondrial membrane 13 homolog (yeast)	Hs.75056	785853	BX089908	0.83	0.38
HSI057E04	NPR3	Natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	Hs.237028	308004	BX089843	0.83	0.00
HSI010C10	MARK2	MAP/microtubule affinity-regulating kinase 2	Hs.567261	25665	BX112443	0.83	0.00
HSI120A09	EST	Transcribed locus	Hs.433461	127970	BX090418	0.83	0.00
HSI140H09	ZFPM2	Zinc finger protein, multitype 2	Hs.431009	210348	BX107507	0.83	0.00
HSI172C11	VPS37B	Vacuolar protein sorting 37B (yeast)	Hs.507162	1554137	BX112784	0.83	0.00
HSI151C08	LOC151171	Hypothetical protein LOC151171	Hs.195725	1586430	BX114091	0.83	0.00
HSI096F12	GNAS	GNAS complex locus	Hs.125898	2359915	CR742940	0.83	0.75
HSI071E08	WBSCR16	Williams-Beuren syndrome chromosome region 16	Hs.520955	731217	BX114147	0.83	0.00
HSI086F12	MTL5	Metallothionein-like 5, testis-specific (tesmin)	Hs.145932	1621234	BX095824	0.83	0.00
HSI155A04	EST	Transcribed locus	Hs.586747	296849	CR739459	0.83	0.00
HSI057F01	TTF1	Transcription termination factor, RNA polymerase I	Hs.54780	308100	BX112771	0.83	0.00
HSI079G06	ALS2CR12	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12	Hs.107944	795252	BX095441	0.83	0.46
HSI157F05	C6orf97	Chromosome 6 open reading frame 97	Hs.130239	307995	BX111077	0.83	0.00
HSI038A08	POLE3	Polymerase (DNA directed), epsilon 3 (p17 subunit)	Hs.108112	196369	BX118702	0.83	0.00
HSI116G03	SLC25A37	Solute carrier family 25, member 37	Hs.122514	123774	BX106745	0.83	0.46
HSI151A01	PPP1CB	Protein phosphatase 1, catalytic subunit, beta isoform	Hs.468018	270577	BX110080	0.83	0.00
HSI151G12	ZNRF3	Zinc and ring finger 3	Hs.134473	274410	BX103597	0.83	0.78
HSI063B07	EST	Transcribed locus	Hs.573753	1645497	BX103930	0.83	0.00
HSI044F08	MPHOSPH1	M-phase phosphoprotein 1	Hs.240	241815	BX106419	0.83	0.00
HSI171D05	POLR2A	Polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	Hs.270017	1558589	BX102305	0.83	0.00
HSI110H04	DKFZp547E087	Hypothetical gene LOC283846	Hs.531664	113388	BX115450	0.83	0.00
HSI010A05	NUP210	Nucleoporin 210kDa	Hs.475525	25643	BX097031	0.83	0.36
HSI172C02	NOS1	Nitric oxide synthase 1 (neuronal)	Hs.253420	1557269	BX115063	0.83	0.00
HSI079H05	TMEM93	Transmembrane protein 93	Hs.30011	796117	BX090098	0.83	0.00
HSI002B09	ARL3	ADP-ribosylation factor-like 3	Hs.182215	22985	BX093135	0.83	0.00
HSI056G10	THAP4	THAP domain containing 4	Hs.435759	306093	BX115708	0.83	0.00
HSI084B11	SPACA1	Sperm acrosome associated 1	Hs.161241	1391864	BX089091	0.83	0.81
HSI027A07	UNC84B	Unc-84 homolog B (C. elegans)	Hs.517622	155125	BX095145	0.83	0.00
HSI112G12	EST	Transcribed locus	Hs.559907	67005	BX112402	0.83	0.00
HSI158D02	EST	Transcribed locus	Hs.4892	343404	BX102032	0.84	0.30
HSI159B01	FLJ21901	Hypothetical protein FLJ21901	Hs.529276	346035	BX099219	0.84	0.00
HSI138A10	C9orf153	Chromosome 9 open reading frame 153	Hs.521589	200070	BX115768	0.84	0.00
HSI169A10	EST	Transcribed locus	Hs.586387	1584360	BX112794	0.84	0.00
HSI021E05	RAD51AP1	RAD51 associated protein 1	Hs.504550	135746	BX115402	0.84	0.00
HSI153E12	CHDH	Choline dehydrogenase	Hs.126688	288703	BX094493	0.84	0.00
HSI137H10	EST	Transcribed locus		197093		0.84	0.75
HSI094E10	PMM1	Phosphomannomutase 1	Hs.75835	502499	BX109881	0.84	0.44
HSI138A03	EST	Transcribed locus	Hs.368587	197731	BX118968	0.84	0.11
HSI140H06	MAP3K8	Mitogen-activated protein kinase kinase kinase 8	Hs.432453	210338	BX102018	0.84	0.00
HSI130A12	VDP	Vesicle docking protein p115	Hs.292689	152247	BX115843	0.84	0.00
HSI144A06	EST	Transcribed locus	Hs.579279	221804	BX104413	0.84	0.00
HSI093C12	NEFL	Neurofilament, light polypeptide 68kDa	Hs.521461	2038306	BX099529	0.84	0.25
HSI092H01	NFKBIL1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	Hs.2764	2013642	BX111667	0.84	0.00
HSI155D04	SEC14L1	SEC14-like 1 (S. cerevisiae)	Hs.464184	296189	BX108803	0.84	0.00
HSI130B04	EST	Transcribed locus	Hs.135227	151891	BX108449	0.84	0.00
HSI133E01	TRIM3	Tripartite motif-containing 3	Hs.159408	48916	BX091927	0.84	0.00
HSI113A07	WDR26	WD repeat domain 26	Hs.497873	108811	BX089262	0.84	0.48
HSI029F05	FRAG1	FGF receptor activating protein 1	Hs.133968	45213	BX117872	0.84	0.00
HSI151D06	FRYL	Furry homolog-like (Drosophila)	Hs.446102	275379	BX113957	0.84	0.00
HSI130F02	EST	Transcribed locus	Hs.26192	154483	BX116567	0.84	0.00
HSI008C04	USP31	Ubiquitin specific peptidase 31	Hs.183817	125831	BX115399	0.84	0.00
HSI171C05	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	Hs.369519	1526658	BX102035	0.84	0.00
HSI155F05	FUS	Fusion (involved in t(12;16) in malignant liposarcoma)	Hs.513522	296458	BX093525	0.84	0.00
HSI005H04	LUZP5	Leucine zipper protein 5	Hs.18616	122397	BX098984	0.84	0.00
HSI086F01	C20orf29	Chromosome 20 open reading frame 29	Hs.104806	1602103	BX104804	0.84	0.00
HSI138C06	BCHE	Butyrylcholinesterase	Hs.420483	199602	R96585	0.84	0.00
HSI139H06	TJP1	Tight junction protein 1 (zona occludens 1)	Hs.510833	206528	BX114589	0.84	0.00
HSI016E05	MAST2	Microtubule associated serine/threonine kinase 2	Hs.319481	40173	BX105263	0.84	0.83
HSI134H07	CREM	CAMP responsive element modulator	Hs.200250	172920	BX107178	0.84	0.00
HSI117D11	LOC401577	Hypothetical gene supported by AK125149	Hs.444541	125587	BX110816	0.84	0.00
HSI096G03	CENTB1	Centaurin, beta 1	Hs.337242	2359633	CR745327	0.84	0.89
HSI120E09	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	Hs.480938	129225	BX114421	0.84	0.00
HSI006D01	TNFAIP8L2	Tumor necrosis factor, alpha-induced protein 8-like 2	Hs.16179	123724	BX098426	0.84	0.00
HSI018E06	GCDH	Glutaryl-Coenzyme A dehydrogenase	Hs.532699	42544	BX090910	0.84	0.72
HSI014B06	STX5A	Syntaxin 5A	Hs.524936	31855	BX096023	0.84	0.00
HSI083G01	GGCX	Gamma-glutamyl carboxylase	Hs.77719	1240385	BX088732	0.84	0.00
HSI157D01	SLC39A1	Solute carrier family 39 (zinc transporter), member 1	Hs.7854	307956	BX114661	0.84	0.00
HSI013B12	MAPKAPK3	Mitogen-activated protein kinase-activated protein kinase 3	Hs.234521	31782	BX115491	0.84	0.00
HSI114H05	PARD3	Par-3 partitioning defective 3 homolog (C. elegans)	Hs.131489	113488	BX111367	0.84	0.00
HSI013H12	DGCR9	DiGeorge syndrome critical region gene 9	Hs.106311	33448	BX098047	0.84	0.00
HSI034D02	HISPPD2A	Histidine acid phosphatase domain containing 2A	Hs.156814	52646	BX107282	0.84	0.00
HSI117F09	EST	Transcribed locus	Hs.484967	124128	BX094173	0.84	0.00
HSI130C04	EST	Transcribed locus	Hs.218387	151865	BX089376	0.84	0.00
HSI155B01	SLC35A1	Solute carrier family 35 (CMP-sialic acid transporter), member A1	Hs.423163	296199	BX100996	0.84	0.00
HSI152A12	RP3-473B4.1	Hypothetical protein BC017868	Hs.269127	280257	BX097729	0.84	0.00
