GID	yorf	NAME	GWEIGHT	155 A	67 A	17 A	218 A	117 A	146 A	148 A	149 A	145 A	203 B	203 A	148 B	152 A	152 B	201 A	202 A	227 A	263 A	90 A	21 A	262 B	30 A	30 B	175 A	125 A	61 A	70 A	141 A	123 A	262 A	151 A	123 B	223 B	217 B	217 A	202 B	263 B	228 B	216 A	216 B	228 A	125 B	90 B	201 B	218 B	145 B	175 B	227 B	67 B	P3 B	61 B	138 A	138 B	39 B	39 A	64 A	64 B	P3 A	155 B	223 A	141 B	146 B	21 B	117 B	17 B	70 B	149 B	151 B
GENE185X	HSI077F09	EGR2		-0.5331	-1.656	-1.172	-0.8256	0.7801	-0.8789	-1.748	-0.5936	-1.025	-0.5051	0.1921	0.9265	-0.916	0.07102	-0.1828	0.01168	0.2005	-0.2526	-0.5749	-0.5709	-0.02614	-0.6666	-1.664	-1.555	0.4301	0.4649	-0.6425	-0.371	-0.05795	-1.071	-0.8048	0.5634	-0.9433	-0.1363	-0.9355	0.6113	2.719	1.324	0.03007	1.168	-0.1852	-0.6051	0.07277	-0.5243	-0.9917	2.282	1.602	0.7196	0.4364	0.6013	1.709	-0.8376	-1.453	-0.5521	0.06552	1.031	1.297	-1.084	1.269	-0.4217	-0.2261	1.405	0.3468	1.671	0.8521	-0.4104	1.543	1.205
GENE289X	HSI024C11	SOCS2		-1.51	-1.22	-1.576	-1.281	-0.6558	-0.9131	-0.7673	-0.4441	-0.5566	1.06	0.4439	-1.251	-0.4219	0.7257	-0.3716	1.919	0.7231	1.265	-0.8654	-0.9587	0.3704	0.08985	0.4454	-0.8619	-0.8225	-0.17	-0.8953	0.1934	0.6049	0.649	-0.1619	0.4709	-0.1997	3.507	-0.4256	3.573	2.586	0.1389	0.4736	0.2013	0.1257	0.1307	0.6101	0.6053	1.567	0.3998	0.487	0.2323	0.3482	-0.3546	-0.4471	-0.08742	0.06473	-0.3612	-1.145	-0.6242	-0.4143	-0.4464	-0.9019	-0.637	-0.3467	-0.5752	-0.95	0.2962	-0.04862	-0.7839	0.04088	0.1056
GENE177X	HSI039B03	PLCG2		-1.581	-2.005	-1.626	-1.568	1.105	-1.779	-0.9319	-0.6846	-1.329	0.6703	0.1888	0.7618	-1	0.7928	-0.4389	-0.535	1.469	-0.6421	1.772	-1.22	-0.392	-0.129	0.7988	-0.4205	-0.3938	0.07705	-0.7205	-1.513	-0.391	-1.001	-1.2	-0.4526	3.043	0.8524	-0.6747	0.7918	1.027	0.1409	0.07884	-0.1628	-0.624	1.12	0.9482	0.7939	0.4693	0.9851	1.581	-0.273	0.4852	0.5208	0.4977	1.68	1.428	0.9316	0.6099	0.04822	0.1469	0.6433	-0.7117	-1.005	-1.104	-0.1368	-0.4206	0.9974	-0.2504	-0.5391	0.214	0.1864
GENE345X	HSI182C05	ATF3		-2.352	-0.472	-0.4174	-1.843	1.176	-1.383	-0.9032	-0.7615	0.4419	0.07175	-0.3267	0.2321	-1.832	0.834	0.7536	-0.1901	0.6208	0.1454	-0.5496	0.9906	1.363	0.6992	0.4386	-1.5	-0.4056	0.4452	-0.8157	0.7496	0.5286	-0.7905	-1.232	2.599	-0.1295	1.261	-1.324	1.228	-0.3326	-0.3927	-0.3092	1.677	-0.2352	1.072	0.2869	0.3228	-1.11	0.8231	1.497	1.187	-0.4595	0.1491	1.824	-0.7358	-0.2877	0.6203	0.521	0.301	0.15	-0.7267	-0.7547	-1.823	-0.5799	-0.4772	-0.01863	1.313	1.477	-0.5838	-0.7825	-0.9626
GENE378X	HSI181A12	GUCY1A3		1.422	-0.1769	0.0757	-0.8439	-1.147	-1.14	-1.203	-1.312	-0.9996	-0.5576	-0.3459	-1.37	-1.193	-0.427	-0.6661	-0.5379	0.6878	-0.2006	-0.4238	-1.277	-0.1466	-1.738	-1.584	-0.858	-0.3898	-1.067	-0.7838	-0.6534	-0.2423	-0.5934	-0.5423	0.004742	-0.1609	-0.3256	-0.3915	0.5985	2.075	0.639	0.4619	1.371	0.9936	0.354	1.02	1.824	1.107	1.54	0.7535	0.5046	0.9711	2.083	0.1703	-1.809	-0.8876	1.449	1.813	0.4995	1.193	0.913	1.848	-0.6755	-0.5819	-0.8845	0.9025	0.806	-0.1161	0.1885	-0.1336	0.1145
GENE299X	HSI111A11	MYH10		1.374	-0.2555	0.1449	0.783	0.3205	-0.8125	-1.218	-1.352	0.07931	-0.5152	-1.204	-1.352	-0.9496	-0.02956	-1.537	0.2011	0.1727	0.04598	-0.4781	0.553	0.594	-1.722	-1.473	-1.062	-0.6258	-1.21	-1.254	0.1947	-0.9823	-1.391	-1.194	-0.1683	-0.8717	0.04464	0.3506	1.522	1.515	0.9825	0.7145	0.7462	0.4252	1.652	0.6494	0.4215	0.7064	2.111	1.041	2.107	1.02	0.6787	-0.3485	-2.812	-0.7961	0.005979	-0.07413	-0.495	-0.5762	-0.1003	1.731	0.618	0.6391	-0.3224	0.5713	0.9374	0.4141	-0.2146	0.7215	0.609
GENE244X	HSI102C10	CYYR1		-1.525	-1.75	-0.4569	-1.112	-0.4679	-0.4561	-1.913	-1.281	0.01492	-0.2264	-0.19	-1.214	-0.9521	0.6046	-0.8343	-1.079	0.1199	0.8754	-0.3804	-0.8768	-0.932	-1.238	0.4831	-0.5437	-1.098	-0.8568	-0.2658	-0.5975	-0.02364	-0.4025	-0.4358	0.6682	-1.027	-0.4888	-0.1385	1.482	2.249	1.839	1.248	0.6391	1.175	-0.186	1.127	1.412	1.147	2.39	1.457	0.3041	1.89	0.1375	0.1356	-1.925	-0.2718	1.184	1.373	-0.1297	0.009642	0.3419	0.6383	-0.6741	-0.3491	-0.1291	1.205	0.8754	-0.2029	-0.1451	-0.07657	-0.1726
GENE243X	HSI098E04	CYYR1		-0.8729	-1.612	-0.4975	-0.8025	-0.2569	-1.177	-2.555	-2.018	-0.5312	-0.3518	-0.3892	-1.27	-0.5946	0.549	-0.7117	-0.7034	0.02688	0.609	-0.4325	-1.393	-0.5826	-1.129	0.3629	-0.2311	-1.146	-0.8352	-0.5064	-0.8615	0.2383	-0.5308	-0.4966	-0.1017	-0.6392	-0.4029	-0.436	1.252	1.742	1.603	0.9099	0.4278	1.092	-0.08129	1.06	1.892	0.8303	1.433	1.448	0.169	1.709	1.164	0.5831	-1.684	-0.411	1.852	2.002	0.001197	0.2998	0.821	0.3606	-0.2848	-0.1772	-0.01101	1.498	0.9476	0.07705	-0.1656	-0.1035	0.02692
GENE104X	HSI183G08	RGS1		1.179	-1.393	-0.2599	-1.07	0.5497	-1.21	-1.582	-0.6206	-0.9898	-0.4445	0.07404	0.7169	0.5234	2.581	-1.025	-0.9175	0.8736	-0.4547	-0.7042	-1.214	0.3664	-0.02081	-0.1617	1.136	0.2476	-0.4881	0.3442	0.206	-0.488	-1.508	-0.6409	0.544	-0.3701	-0.6473	-1.148	0.4249	2.079	0.09936	-0.9179	-0.2858	0.6031	0.8522	1.278	-0.03845	-1.085	0.9541	-0.115	-0.05091	0.2702	1.02	1.998	-1.233	-0.8524	2.351	1.494	0.1275	1.476	-0.2608	-0.009837	-0.9656	-1.148	-2.073	1.372	1.095	-0.1237	0.001782	-0.1757	-0.1424
GENE1X	HSI009F07	A2M		-0.02527	-1.73	-0.5973	-0.9604	0.1821	-1.099	-0.9472	-1.36	-0.1798	-1.388	-0.522	-0.466	-0.2838	0.6688	-0.6222	-1.607	-0.6505	1.06	-0.7312	0.8333	1.47	-1.106	0.7395	-0.01097	-0.2472	-0.1326	0.3787	0.0862	-1.082	-0.9494	-0.1173	-0.2583	-0.02078	-1.235	-0.5374	0.4809	1.632	1.389	0.4972	-0.2384	0.1382	1.441	0.1134	2.124	0.2796	1.401	0.663	1.649	1.504	0.4188	0.4969	-1.484	-0.1049	2.418	2.45	-1.284	0.8019	0.2724	1.058	-1.246	-1.285	-0.8711	0.2817	-0.433	-0.6258	-0.1659	-0.09193	-0.2299
GENE361X	HSI011E06	GEM		-1.581	-1.348	-1.059	-1.129	0.2469	-1.331	-1.028	-1.003	-0.5344	-0.7165	-0.5637	-0.5493	-1.289	-0.03681	-0.05482	-0.6182	-0.4813	0.2362	-0.2368	-0.4769	1.338	-1.37	-0.9759	-0.4396	0.1684	-0.5806	-0.508	-0.2488	-0.63	-0.5924	-0.5672	0.8571	-0.4425	-0.7066	-0.4382	0.3986	1.306	1.846	-0.2364	0.1749	0.105	3.022	1.713	0.8509	-0.2139	1.523	0.7178	0.4317	1.069	1.795	2.054	-1.828	-0.3179	1.423	1.726	-0.4516	0.1558	0.4268	-0.4304	-0.7943	-0.1797	-0.2075	0.07118	1.908	-0.4559	-0.1234	0.5421	0.6678
GENE310X	HSI008H11	CD36		-0.6888	-1.319	-1.231	-1.203	0.4772	1.25	-1.2	-0.9273	0.6846	-0.5599	0.203	0.708	-0.3967	-0.8788	-1.028	-0.9497	-0.07556	-0.4559	-0.4832	-0.7143	0.216	0.1044	1.406	-1.158	0.5064	-1.03	-0.5436	-0.1674	0.2377	-0.2705	-0.5303	-0.1291	-1.241	-1.153	-0.1763	0.963	0.0457	0.5611	0.4644	-0.5454	-0.7513	0.9968	1.655	-0.7199	0.9868	-0.6316	0.7064	0.5344	3.108	0.1714	1.548	-0.7791	1.76	1.009	0.04626	-1.477	-0.1331	2.05	0.3455	-0.8649	-1.445	0.8969	0.2164	0.4583	2.364	0.9618	-1.175	-0.6101
GENE116X	HSI071B08	ADH1B		-1.458	-0.9174	-1.583	-1.18	0.1976	-0.9704	-1.103	-1.1	-0.1622	0.5821	0.7442	0.7641	0.4478	-0.9232	-0.9501	-1.195	-0.1674	0.1439	-0.905	-0.6719	-0.1898	0.2711	1.596	-0.3932	-0.2542	-0.4814	-1.066	0.3876	0.1958	1.212	-1.067	-0.5472	-1.537	-0.5536	-0.6319	1.675	0.3375	1.1	1.458	-0.4397	-0.3742	0.06793	1.051	-0.8095	-0.1253	1.829	1.542	1.473	2.227	0.5044	1.025	-0.6179	1.508	0.5177	0.6374	-0.2926	0.1121	2.204	1.721	-1.262	-1.616	0.505	-1.145	-0.2488	0.0357	-0.2892	-0.5997	-0.2465
GENE101X	HSI181E02	MID1		-2.055	-0.8468	-1.556	-1.406	-1.017	-0.8266	-1.13	-1.019	-0.562	-0.1034	-0.5805	-0.7451	-0.8373	-0.4933	-0.4791	-1.007	-0.3808	-0.2758	0.5364	-0.8659	-0.02401	-1.776	-0.6813	-0.3771	0.1318	-0.4943	-0.2682	-0.2905	-0.1113	-0.1166	-0.5697	-0.1449	-0.5118	-0.3154	-0.6036	0.598	0.6004	0.533	-0.1139	-0.7776	0.4642	0.8119	1.208	0.6908	0.4978	2.03	1.406	0.6308	0.6924	1.085	-0.03331	1.314	1.477	3.272	3.654	0.7386	0.9803	0.4604	-0.03532	-0.5965	-0.6456	0.5104	-0.06734	0.2397	0.1877	0.121	0.00203	-0.1325
GENE384X	HSI029F12	TRIM2		-0.2321	-0.04782	-1	-0.2795	-0.5101	0.8916	-0.442	-0.2689	0.2357	-0.4878	-1.249	1.084	-1.982	-1.472	-0.7522	-0.7612	-0.8699	0.4068	-0.3998	-1.391	-1.237	-2.089	-1.097	-0.2659	0.06566	-0.5533	-0.7406	-0.9695	0.4416	-1.354	-0.4544	0.2478	-0.6809	-0.02635	-0.6152	0.3661	0.07534	0.6859	0.5691	0.07042	1.058	0.9002	0.659	0.5222	0.276	-0.2116	0.9769	-0.2585	1.222	0.901	-0.5212	1.796	1.833	3.027	3.362	-0.4517	-0.2951	-0.08671	0.5481	0.2968	-1.282	0.5341	0.85	0.9274	0.3398	0.01026	0.5687	-0.4135
GENE205X	HSI116G09	RBPMS		0.1161	-0.9264	-0.2367	0.2565	-0.443	0.2063	-0.76	-0.3942	-0.1389	0.122	-0.4999	0.6983	0.08342	0.3767	-0.3863	-0.2975	0.5145	0.1248	-0.5459	-1.474	-1.052	-0.6454	-0.1118	-0.8241	-0.7716	-1.426	-1.274	-0.7316	-1.201	-1.628	-1.134	-0.8082	-2.05	1.626	1.583	1.189	1.328	0.698	1.588	1.016	0.1519	2.018	0.5156	1.305	1.725	2.903	1.104	0.9291	0.5242	0.3574	-0.2463	-2.535	-0.4883	-0.587	-1.485	0.3209	0.8976	0.65	0.7699	0.0323	-0.487	-0.1356	0.2337	-0.1069	0.1471	-0.07726	-0.06437	-0.139
GENE138X	HSI142G02	PIP5K2A		-1.749	-1.344	-1.044	-0.3008	0.381	0.4893	-1.722	-1.531	-0.5304	0.4148	0.1272	-0.05474	-0.2994	0.3723	-0.1364	0.205	0.2292	-0.4048	0.1104	-0.1727	0.5025	-0.6025	-0.6495	-0.8863	-0.303	-0.8809	-0.7281	-0.917	-1.072	-1.153	-1.396	-0.8265	-1.308	1.802	1.395	1.54	1.794	1.479	0.9331	0.4499	0.2981	1.338	0.7524	1.473	1.397	2.713	0.6934	1.603	0.3739	0.7095	0.6008	-1.684	-1.118	-0.01997	-1.005	0.4142	1.619	0.5322	-0.7569	-0.7125	-0.5104	0.9067	-0.4896	0.001359	-0.6872	-0.524	-0.06022	-0.07261
GENE172X	HSI149A09	IPO8		-0.5599	-1.075	-1.026	-0.1033	-0.2349	-0.4739	-0.8023	-0.6513	-0.831	0.05911	-0.6114	0.4517	-0.1133	0.6975	-0.000546	0.2557	1.031	-0.2981	-0.05678	-2.135	0.7444	-1.254	-1.534	-0.5646	-1.019	-1.191	-1.061	-0.3819	-1.251	-1.716	-1.213	-0.6984	-1.574	2.752	1.065	2.12	0.6881	1.355	0.4736	0.5882	0.8877	0.9616	1.158	2.218	1.193	1.963	1.304	0.3812	0.3938	0.425	0.5983	-1.227	0.6051	-0.1688	-0.3469	0.4418	1.367	0.2729	-0.2291	-0.358	-0.07921	0.1536	-0.5021	0.429	-1.112	-0.401	-0.01732	-0.1634
GENE376X	HSI169G06	LOC389702		0.06155	-0.9016	-0.6567	0.1093	-0.5304	-0.2536	-1.796	-0.948	-0.6393	0.7366	0.4308	0.02779	-0.04115	0.68	0.4707	0.2723	0.8616	0.5275	0.07116	-1.703	0.09654	-1.532	-1.422	-1.507	-0.5921	-1.095	-1.335	-0.5265	-0.7086	-1.5	-0.9382	-0.1835	-1.917	1.069	1.682	2.192	1.907	0.5866	1.063	1.665	0.948	1.365	1.232	2.029	1.674	1.903	0.6937	-0.06326	0.2443	0.7918	0.5639	-1.487	-0.01007	-0.1876	-0.5829	-0.4248	-0.1875	0.134	0.2687	-0.2674	-0.3652	-0.05841	0.1452	-0.1361	-1.069	-0.7557	-0.04407	-0.1393
GENE375X	HSI149E12	LOC286170		-0.07651	-0.9465	-0.6664	0.03829	-0.7563	-0.07433	-1.133	-1.009	-0.9004	0.7792	0.1336	0.4342	-0.8788	-0.2957	0.6031	0.4245	0.6801	-0.3169	-0.542	-1.1	0.7673	-0.7274	-1.202	-0.5644	-0.8809	-1.479	-0.9891	-0.607	-1.042	-1.682	-1.26	-0.8222	-1.818	2.214	1.97	2.425	1.479	0.6736	0.6837	0.7192	0.7892	0.2859	0.3436	2.046	2.176	2.189	0.6906	0.2531	0.2897	1.207	0.2127	-1.451	-0.321	-0.8514	-0.9611	0.2679	0.5498	0.8356	0.4263	-0.1992	-0.1992	0.4808	-0.2187	-0.3068	-0.6581	-0.2264	0.08514	0.01056
GENE394X	HSI150F06	EST		-0.003656	-0.269	-0.4188	-0.5134	-0.5717	-0.9424	-0.9641	-0.889	-0.1741	0.1313	-0.3584	1.005	0.1343	0.4113	-0.1339	-0.04324	0.4366	-0.2499	0.6074	1.127	2.448	-0.9992	-1.572	-0.3681	-0.1444	-1.269	-0.7615	-1.32	-1.384	-0.7332	-2.026	-1.006	-1.018	0.9811	1.85	1.835	0.1751	0.8984	1.22	1.414	0.7694	0.9084	1.088	1.685	0.7683	1.853	0.1436	1.878	0.1625	0.2977	0.5406	-1.999	-0.7473	-0.6775	-0.4289	0.7475	1.314	-0.1629	-0.658	-0.9051	-0.8231	-1.064	-0.5409	0.3578	-0.9526	-0.2491	-0.4919	0.6461
GENE358X	HSI137H12	LOC401152		-0.5649	-0.9869	-0.7279	-0.6731	-0.6307	-0.02108	-0.834	-0.5136	-0.824	0.2166	-0.1156	0.03204	-0.2226	0.4069	-0.007882	0.001309	0.8536	-0.5682	0.4661	-0.2129	1.19	-1.08	-0.9767	-0.5624	-0.2328	-1.629	-0.8851	-0.1856	-0.8227	-1.177	-2.096	-1.198	-1.732	2.137	2.027	2.648	2.227	0.5413	1.626	1.879	1.292	0.4974	0.3768	1.614	1.141	2.337	0.368	0.1265	-0.06079	0.4131	0.2074	-1.058	-0.05861	-0.3026	-0.2371	-0.1209	0.6185	0.152	-0.5036	-0.8005	-0.4762	0.08364	-0.1503	-0.2088	-0.5641	-0.444	-0.4357	-0.5752
GENE60X	HSI158A01	LRRC37A		-0.5292	-0.7205	-0.4292	-0.4689	-0.7825	0.07063	-1.51	-0.242	-0.4144	-0.6487	-0.8387	0.1893	0.3028	0.3479	-0.776	-0.8357	0.6213	-0.3541	0.534	0.2661	1.553	-0.7674	-0.8516	-0.2125	-0.5906	-1.802	-0.7918	-0.2921	-0.6853	-1.092	-1.677	-0.5018	-2.012	2.336	1.823	1.78	1.389	1.517	1.579	0.8172	1.346	1.385	0.9956	1.928	1.511	2.415	0.7396	0.9376	0.1004	0.2087	0.1862	-0.7835	-0.1652	-0.6623	-0.835	-0.339	0.3831	-0.04723	-0.6608	-0.5902	-0.4663	0.05952	-0.1813	-0.5316	-0.96	-0.5838	-0.3023	-0.3884
GENE338X	HSI134G11	TGOLN2		0.8562	0.1709	0.1714	0.2614	-0.4144	-0.8121	-2.015	-1.775	-0.8681	0.06725	-0.4166	0.02553	-0.3767	0.2511	-0.1844	-0.1979	-0.1049	0.2776	0.1118	0.6637	1.73	-0.8337	-0.8865	-1.383	-0.879	-1.4	-1.241	-0.1232	-0.9318	-1.184	-2.145	-0.8366	-1.436	1.774	1.548	1.597	0.7998	1.073	1.041	0.9685	0.1596	1.635	1.047	1.947	1.281	2.41	0.861	0.6187	0.7094	0.3963	0.3716	-1.778	-0.5241	-0.5231	-0.6598	-0.4811	0.03522	0.1331	0.893	0.04582	0.5798	0.06412	0.204	-0.4519	-0.4527	-1.051	-0.1631	-0.2503
GENE301X	HSI131G11	EST		0.315	-0.7436	0.2638	0.5001	-0.9408	-0.3664	-1.056	-1.467	-1.186	-0.1428	-0.0001657	0.2446	0.2043	0.4009	0.2187	-0.2908	0.4804	-0.2562	-0.1963	0.8996	1.454	-0.1262	-0.7437	-1.156	-0.8342	-2.309	-1.113	-0.1632	-0.9941	-1.793	-2.122	-0.6115	-2.036	2.121	1.73	1.698	0.5935	0.9201	1.636	1.14	0.3609	1.344	0.9482	1.744	1.419	1.839	0.6985	0.97	0.5001	0.7395	-0.1409	-1.16	0.2343	-0.9034	-1.112	-0.5839	0.1365	0.2934	0.4818	-0.177	0.01382	-0.1368	0.2617	-0.3724	-0.06935	-0.6085	-0.4504	-0.4444
GENE31X	HSI133G07	ATP9B		0.8573	0.09424	-0.04021	0.5289	0.1695	-0.02214	-1.26	-0.9262	-0.6987	-0.07403	-0.7137	-0.6082	-0.7871	-0.02531	-0.02473	-0.5808	0.4441	-0.494	0.02491	-0.05561	1.494	-1.43	-1.155	-1.245	-0.7638	-0.9843	-0.8775	-0.5462	-1.07	-1.83	-1.659	-1.24	-1.915	1.301	1.242	1.667	1.928	1.23	1.089	1.379	1.295	0.8404	0.7074	2.368	1.342	2.016	0.5587	0.1534	0.3862	0.4084	0.6861	-1.569	-0.9438	-0.8238	-1.226	-0.4202	-0.2219	-0.2812	1.16	0.3808	0.3237	0.4677	0.6694	0.05698	-0.1554	-0.7353	0.06018	0.07315
GENE122X	HSI148B02	DDX17		0.3584	-0.8835	0.3637	0.4395	-0.3167	-0.6218	-1.772	-1.439	-0.3217	0.629	0.09823	0.3574	-0.6343	0.2132	-0.2863	-0.1836	0.08029	-0.1272	0.369	-0.2973	1.062	-1.091	-1.122	-1.506	-1.402	-1.365	-1.046	-0.166	-0.4091	-2.219	-1.386	-0.1526	-1.81	1.583	1.761	1.863	1.921	1.671	1.363	0.4688	0.1089	0.3315	1.347	1.68	1.725	1.68	0.8282	1.036	0.6014	1.051	0.1141	-1.586	-0.4101	-0.7156	-0.4514	-0.5663	-0.4909	0.542	0.4515	0.3446	0.229	0.2718	-0.3132	0.2159	-0.7912	-0.6255	-0.3695	-0.2805
GENE169X	HSI133E03	EST		-0.3635	-0.8178	-0.4817	0.3868	0.1343	-0.1192	-0.7102	-1.221	-1.111	0.5608	-0.2944	-0.1688	-0.8319	-0.2183	-0.06874	-0.03013	0.08783	-0.04696	0.275	-0.05842	0.4783	-0.8036	-1.048	-1.242	-1.046	-1.397	-1.394	-0.3156	-1.23	-2.11	-1.424	-0.5382	-1.848	1.905	2.347	1.547	-0.4199	1.254	1.576	1.554	0.4357	1.716	1.234	1.799	1.617	1.97	0.4283	0.8332	0.8317	0.8475	1.009	-1.859	0.001238	-0.01311	0.1592	-0.6988	0.3673	0.2839	0.211	-0.4416	-0.03346	0.06913	-0.3985	0.0619	-0.2013	-0.6505	-0.1624	-0.1613
GENE166X	HSI046G09	NDRG1		-0.1555	-1.398	-1.013	1.059	-0.6027	-1.751	-1.484	-1.398	-0.3139	0.4396	0.8749	-0.1936	-0.8492	0.3419	0.9906	0.1982	0.1305	-0.234	-0.7245	1.083	0.09705	-0.8192	-0.2875	-1.586	-0.7019	-1.331	-1.333	-0.4038	-1.403	-1.723	-1.725	-0.1796	-0.9557	1.897	0.9634	1.625	1.599	1.198	0.8967	2.156	0.1148	1.528	-0.1055	1.858	1.001	0.9308	1.103	1.601	0.5827	0.1451	0.5225	-0.9665	-0.1399	0.1751	0.3799	-0.2714	-0.255	0.003501	1.064	0.8206	0.0002983	-0.6898	-0.7573	-0.0729	0.3198	-0.3576	-0.8455	-0.6719
GENE281X	HSI099B05	LAMP1		0.4421	0.1375	0.1208	0.9372	-0.2864	-1.51	-1.165	-1.111	-1.516	0.2342	0.04669	-0.4271	-0.9012	0.711	-0.9202	0.6102	0.1019	0.05906	-0.01226	0.254	1.457	-1.049	-0.9025	-1.436	-1.132	-2.15	-0.4959	-0.3497	-0.9248	-1.104	-1.928	-0.4195	-0.9796	1.519	1.284	2.616	1.55	0.7937	0.7076	0.7553	0.8484	1.24	0.8287	1.877	0.8943	2.738	0.5131	0.6858	0.5342	0.2241	0.1194	-1.2	0.4264	-0.1584	-0.7325	-0.5761	-0.2703	-0.08447	0.4576	0.5268	-0.1593	-0.8398	0.1312	-0.9241	-0.9817	0.3046	-0.01135	-0.02615
GENE11X	HSI099B07	LAMP1		0.3344	0.0639	0.06621	0.9614	-0.3017	-1.378	-1.083	-1.247	-1.525	0.4066	0.1548	-0.4021	-0.9834	0.4822	-0.8757	0.5492	0.2034	-0.016	-0.05664	0.238	1.492	-1.12	-0.8241	-1.504	-1.06	-2.064	-0.4806	-0.4458	-1.138	-1.428	-1.528	-0.5601	-1.135	1.464	1.436	2.812	1.661	0.8714	0.8316	0.6595	0.743	1.155	0.8354	1.882	0.9554	2.36	0.434	0.7019	0.5818	0.885	0.0416	-1.148	0.6777	-0.2532	-0.7811	-0.5713	-0.303	0.02431	0.4754	0.4663	-0.1694	-0.7392	0.01121	-0.8658	-0.9389	0.02343	-0.01227	-0.004208
GENE153X	HSI159D03	EST		-0.567	-1.262	-1.249	-0.1179	-0.845	-0.2259	-1.356	-0.908	-0.8675	0.6415	-0.4079	0.2122	-0.6501	1.065	-0.513	-0.03474	0.8476	-0.02299	-0.2793	-0.3373	2.054	-2.341	-1.172	-1.138	-0.4137	-1.509	-0.7092	-0.1419	-0.494	-1.182	-1.2	-0.3847	-1.098	1.642	1.634	1.897	-1.133	0.6168	0.4041	1.392	1.87	0.4689	0.5242	1.922	1.25	2.017	0.7488	0.3898	0.2679	0.2568	0.6101	0.9841	2.245	-0.4669	-1.247	-0.3207	0.3247	-0.09579	-0.2893	0.08483	-0.06301	-0.2421	0.1901	-0.7156	-0.4287	0.1222	-0.148	-0.1067
GENE420X	HSI158G06	MCF2L		-0.4309	-1.176	-1.038	0.1403	-0.6822	-0.0747	-1.54	-1.072	-0.9969	0.7718	-0.1132	0.2356	-0.5079	0.9048	-0.3452	0.2911	0.7972	0.2557	-0.09784	-0.3493	1.955	-1.764	-1.52	-1.168	-0.773	-1.67	-1.066	-0.1389	-0.6994	-1.387	-1.376	-1.074	-1.361	2	1.611	2.252	0.6679	0.7837	0.5937	1.274	1.435	-0.1115	0.8666	1.917	1.354	1.969	0.7604	0.3675	-0.08279	0.499	0.5184	0.2396	1.517	-0.6719	-1.398	-0.3038	0.2733	0.04149	0.1478	0.07909	0.1373	-0.1682	-0.2811	-0.1212	-0.9145	-0.1386	-0.02957	-0.01208
GENE61X	HSI158G07	LOC338328		-0.4738	-1.332	-1.09	-0.1557	-0.8196	-0.5813	-1.345	-1.218	-1.149	0.7109	-0.137	0.194	-0.6631	0.8076	-0.5035	0.4013	0.8365	0.2475	-0.1641	-0.7184	1.918	-2.019	-1.38	-1.057	-0.7751	-1.561	-1.055	0.1647	-0.556	-1.299	-1.452	-0.3383	-1.343	2.05	1.43	2.242	0.6298	0.781	0.4374	1.225	1.518	0.8006	0.7283	1.922	1.293	1.939	0.6962	0.3418	0.3501	0.565	0.5112	0.4271	1.531	-0.79	-1.436	-0.4966	0.008664	0.1309	0.07092	-0.07039	0.1427	0.1555	-0.205	-0.3548	-0.4723	-0.1302	-0.02024	-0.04409
GENE356X	HSI121B06	XRRA1		-0.4126	-0.5236	-0.2791	-0.2712	2.372	-0.157	-0.8983	-0.6279	-0.9472	0.4999	-0.05532	0.7366	0.006558	0.4041	1.736	-1.081	-0.0148	0.6339	-0.2927	-1.005	-0.5306	-1.217	-1.178	-0.6782	-1.104	-0.9127	-0.9982	-0.3974	-1.489	-2.254	-1.365	-1.05	-1.713	1.198	1.753	0.667	0.654	-0.3752	0.6614	0.4383	-0.4823	1.118	1.306	2.568	1.354	1.321	1.592	0.2842	0.6532	0.5965	0.6562	-1.718	0.3245	-0.3336	-0.6303	-0.5221	0.5571	0.3122	-0.1431	-0.1183	-0.2592	0.9295	0.3535	1.451	-1.041	0.2627	-0.06468	-0.2616
GENE321X	HSI146B05	EST		-0.3594	-0.4129	-0.3707	-0.1975	2.13	0.2519	-0.9869	-0.8973	-1.061	0.6771	-0.4896	0.6968	-0.01291	0.3935	1.025	-0.9096	-0.1826	0.4377	0.1206	-0.9297	0.8936	-0.5605	-1.027	-0.9056	-1.12	-1.016	-0.8205	-0.5991	-1.458	-2.366	-1.553	-1.473	-1.518	1.364	1.85	1.018	1.267	0.2387	0.7017	0.5365	-0.5539	1.302	1.044	2.415	1.205	1.39	1.217	0.6161	0.6901	0.5457	0.4275	-1.859	0.1193	-0.4521	-0.2738	-0.2824	1.125	0.226	-0.6817	-0.2613	0.1269	1.019	0.1293	0.8697	-1.197	-0.952	-0.1446	-0.1851
GENE419X	HSI156C06	EST		-0.3551	-0.1043	-0.09378	-0.2868	-0.29	-1.727	-1.402	-1.056	-0.7735	0.5493	0.09071	-0.0175	-0.613	0.3525	0.8175	-0.3955	1.352	-0.1321	0.4556	0.8881	0.7019	-1.662	-1.176	-0.9679	0.03326	-1.639	-1.364	0.3076	-0.5511	-1.727	-1.618	-0.9013	-0.9014	0.8175	1.41	1.579	-0.9469	0.5096	1.32	2.075	1.522	0.09657	0.8822	2.434	1.133	2.619	0.4102	1.01	0.6972	0.2823	0.4669	0.1952	1.056	-0.05487	-0.7098	-0.472	0.1053	-0.3816	0.2947	-1.035	0.007839	-1.484	0.3127	-0.2386	-0.3303	-0.3919	-0.4715	-0.5147
