Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1434898_at	D130023A07Rik	RIKEN cDNA D130023A07 gene	6.7	10.8	10.92	10.46	10.77	9.54	10.79	9.32	9.56
1429124_s_at	Tceb3bp1	transcription elongation factor B polypeptide 3 binding protein 1	6.69	8.73	8.8	8.32	7.83	7.87	9.19	7.8	7.55
1433497_at	Aqr	aquarius	6.68	9.75	9.65	9.71	10.03	8.76	10.26	8.49	8.34
1437683_x_at	Serf2	small EDRK-rich factor 2	6.66	9.92	9.66	9.25	8.69	8.26	10.11	8.3	8.19
1417856_at	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	6.66	7.97	7.83	8.16	7.84	6.85	8.4	6.6	6.63
1451103_at	9430093H08Rik	RIKEN cDNA 9430093H08 gene	6.66	8.46	9.08	8.6	8.49	7.23	7.84	7.33	6.96
1439959_at	AW488620	NA	6.65	7.35	6.74	7.48	7.11	5.18	6.59	4.71	4.04
1429782_at	Grcc10	gene rich cluster, C10 gene	6.65	7.55	8.46	7.26	7.59	6.54	7.3	5.43	5.66
1417212_at	9530058B02Rik	RIKEN cDNA 9530058B02 gene	6.64	6.77	6.73	6.77	6.45	5.67	6.73	5.54	5.34
1434131_at	Rufy1	RUN and FYVE domain containing 1	6.64	6.7	6.93	7.55	7.27	5.73	6.91	5.75	5.62
1415759_a_at	1110003H18Rik	RIKEN cDNA 1110003H18 gene	6.63	10.87	11	10.53	10.4	9.12	9.91	9.72	9.36
1429002_at	Skiip	SKI interacting protein	6.62	10.73	10.58	10.49	10.62	10.03	10.16	9.83	9.57
1437159_at	Glb1	galactosidase, beta 1	6.62	10.08	10.33	10.26	9.51	8.94	9.76	8.06	8.33
1423964_at	2410006F12Rik	RIKEN cDNA 2410006F12 gene	6.61	6.64	6.91	6.77	6.59	6.09	6.57	5.07	5.51
1427136_s_at	AI450757	expressed sequence AI450757	6.61	11.44	11.45	11.52	11.23	8.9	10.9	8.89	9.42
1449295_at	Hcngp	transcriptional regulator protein	6.61	7.5	8.27	7.65	7.68	6.48	6.94	6.6	6.52
1419350_at	Hook2	hook homolog 2 (Drosophila)	6.59	6.75	6.75	6.95	7.19	5.98	6.05	5.49	5.67
1452020_a_at	Siva	Cd27 binding protein (Hindu God of destruction)	6.59	10.15	10.06	9.5	9.25	9.23	9.34	9.04	8.73
1430776_s_at	D10Bur2e	DNA segment, Chr 10, Burmeister 2, expressed	6.59	9.99	9.24	8.99	8.8	7.5	8.8	7.62	7.51
1416695_at	Bzrp	benzodiazepine receptor, peripheral	6.58	10.27	10.36	9.95	10.16	8.94	9.11	9.36	9.17
1449755_at	BG066235	NA	6.58	9.44	9.29	9.25	9.08	6.8	9.77	5.66	6.79
1454639_x_at	Rpl41	ribosomal protein L41	6.58	12.31	12.27	11.69	11.87	11.4	11.73	11.01	11.34
1455315_at	na	hypothetical gene supported by AK003215; AK003215	6.58	6.86	6.59	6.76	7.06	5.07	6.61	4.97	4.5
1423021_s_at	Jak3	Janus kinase 3	6.57	8.35	8.09	8.24	7.95	7.82	8.62	7.1	7.19
1456195_x_at	Itgb5	integrin beta 5	6.57	6.52	6.2	4.98	5.88	3.89	5	4.01	3.88
1416902_a_at	Cox5b	cytochrome c oxidase, subunit Vb	6.57	11.24	10.86	10.79	10.23	8.98	10.61	8.89	8.34
1426812_a_at	9130404D14Rik	RIKEN cDNA 9130404D14 gene	6.55	9.92	10.43	9.05	9.9	9.41	9.33	9.16	9.03
1460195_at	Mrps11	mitochondrial ribosomal protein S11	6.52	7.04	7.11	7.39	6.75	5.46	6.1	5.74	5.12
1439199_at	Ppp2ca	protein phosphatase 2a, catalytic subunit, alpha isoform	6.51	5.03	5.16	4.46	4.76	4.73	4.74	4.01	3.93
1423920_at	A730011O11Rik	RIKEN cDNA A730011O11 gene	6.51	8.03	8.65	6.94	7.91	6.9	7.25	6.48	5.99
1416327_at	1110021H02Rik	RIKEN cDNA 1110021H02 gene	6.51	10.87	11.02	10.91	10.56	9.56	9.77	9.86	9.46
1451390_s_at	1110060O18Rik	RIKEN cDNA 1110060O18 gene	6.5	8.53	8.86	8.5	7.93	7.51	8.38	7.07	6.83
1451323_at	Zfp7	zinc finger protein 7	6.5	6.41	5.9	6.29	6.24	5.21	5.7	5.11	5.23
1448190_at	Mrpl33	mitochondrial ribosomal protein L33	6.5	9	8.79	8.84	8.02	8.38	9.34	7.93	7.79
1448322_a_at	Cox4i1	cytochrome c oxidase subunit IV isoform 1	6.49	12.58	12.66	12.56	12.15	11.15	12.32	11.28	11.07
1428109_at	Vps11	vacuolar protein sorting 11 (yeast)	6.49	8.42	8.32	8.27	7.85	7.11	8.38	7.07	6.95
1437301_a_at	Dvl1	dishevelled, dsh homolog 1 (Drosophila)	6.49	11.5	11.23	11.19	11.18	10.61	11.62	9.95	10.23
1456395_at	A830037N07Rik	RIKEN cDNA A830037N07 gene	6.48	7.71	8.28	7.59	8.35	6.57	7.4	5.68	6.17
1447631_at	Myst2	MYST histone acetyltransferase 2	6.47	10.71	10.5	10.73	10.35	7.82	10.76	7.86	8.49
1451165_at	1110013E13Rik	RIKEN cDNA 1110013E13 gene	6.47	7.53	7.49	7.54	7.85	5.43	6.62	5.48	5.96
1438932_at	Rasgrp2	RAS, guanyl releasing protein 2	6.47	10.33	9.98	9.74	9.93	9.65	10.18	9.06	8.81
1448893_at	Ncor2	nuclear receptor co-repressor 2	6.46	6.77	6.57	6.65	5.37	4.85	7.6	3.36	3.82
1448447_at	Vps28	vacuolar protein sorting 28 (yeast)	6.46	11.03	10.94	10.86	10.92	9.79	10.75	9.97	9.53
1455741_a_at	Ece1	endothelin converting enzyme 1	6.45	8.82	9.15	8.89	8.45	6.92	9.5	7.04	6.89
1418002_at	2010110M21Rik	RIKEN cDNA 2010110M21 gene	6.45	10.12	10.16	9.74	9.73	9.03	9.72	9.26	8.79
1419810_x_at	Gli	GLI-Kruppel family member GLI	6.44	9.75	9.28	9.1	10.12	8.59	9.02	7.85	7.87
1448259_at	Fstl1	follistatin-like 1	6.44	10.62	10.96	10.42	10.63	9.39	9.49	9.73	9.6
1425054_a_at	2510006D16Rik	RIKEN cDNA 2510006D16 gene	6.44	10.58	10.68	10.47	10.62	9.06	9.6	9.25	8.86
1416247_at	Dctn3	dynactin 3	6.43	10.29	10.18	9.96	9.89	8.94	9.13	9.19	8.61
1460396_at	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	6.43	9.12	8.79	9.51	9.14	8.45	7.93	7.6	7.74
1415744_at	H2-Ke2	H2-K region expressed gene 2	6.42	11.81	12.02	11.62	11.89	9.94	10.72	9.95	9.03
1427350_a_at	Pgbpll	pseudoautosomal GTP binding protein-like, like	6.42	6.88	7.03	6.97	6.84	6.1	7.08	6.04	5.8
1424275_s_at	Trim41	tripartite motif-containing 41	6.42	10.09	9.92	9.42	9.49	8.74	9.66	8.73	9.04
1435364_at	BB323901	NA	6.41	7.95	8.49	7.87	7.74	6.79	8.04	5.92	6.39
1436707_x_at	A730011O11Rik	RIKEN cDNA A730011O11 gene	6.41	10.34	10.99	9.35	9.72	8.43	9.83	8.17	8.16
1452681_at	Dtymk	deoxythymidylate kinase	6.41	10.73	10.52	10.52	10.75	9.28	10.15	9.49	9.16
1420326_s_at	Tce4	T-complex expressed gene 4	6.4	11.48	11.89	11.55	11.08	9	11.74	9.53	9.39
1424510_at	Nudt6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	6.4	8.32	7.86	7.86	7.84	7.27	7.9	6.86	6.66
1417629_at	Prodh	proline dehydrogenase	6.38	7.58	7.7	8.12	7.36	6.83	7.47	6.51	6.49
1426238_at	Bmp1	bone morphogenetic protein 1	6.37	6.92	7.49	7.27	6.86	6.1	7.34	5.14	5.25
1460362_at	2410001C21Rik	RIKEN cDNA 2410001C21 gene	6.36	8.87	8.68	8.33	8.56	7.74	8.08	7.82	7.41
1452410_a_at	Fes	feline sarcoma oncogene	6.34	9.61	9.16	8.85	9.13	8.29	8.78	7.75	8
1424721_at	2700079M14Rik	RIKEN cDNA 2700079M14 gene	6.34	10.39	10.89	10.53	10.42	9.39	10.57	9.07	9.22
1455950_x_at	na	similar to TBP-associated factor 5 CG7704-PA	6.34	15.29	15.34	15.34	14.9	13.82	15.28	13.95	13.79
1418999_at	2310033P09Rik	RIKEN cDNA 2310033P09 gene	6.33	8.71	8.83	8.17	8.3	7.54	7.99	7.81	7.36
1429328_at	p47	p47 protein	6.32	9	9.1	8.64	9.12	7.17	8.19	7.73	7.14
1426499_at	Sh3glb2	SH3-domain GRB2-like endophilin B2	6.31	4.79	4.71	4.75	4.45	3.72	4.28	3.37	2.73
1425021_a_at	Pex16	peroxisome biogenesis factor 16	6.3	6.56	6.34	7.07	6.15	5.55	5.93	5.29	5.56
1428242_at	6330406L22Rik	RIKEN cDNA 6330406L22 gene	6.3	9.63	9.58	8.73	9.22	9.03	8.44	7.73	8.19
1417739_at	1110030J09Rik	RIKEN cDNA 1110030J09 gene	6.29	7.46	7.01	7.39	7.12	6.46	6.93	6.26	6.22
1434543_a_at	1110025L05Rik	RIKEN cDNA 1110025L05 gene	6.29	9.24	8.94	8.57	7.94	7.27	9.9	7.19	7.18
1428127_at	na	LOC382423	6.28	9.8	9.83	9.9	9.01	7.24	8.99	8.01	7.71
1436363_a_at	Nfix	nuclear factor I/X	6.28	11.01	11.38	10.75	10.24	9.79	11.49	9.56	9.57
1434175_s_at	2210010N04Rik	RIKEN cDNA 2210010N04 gene	6.27	9.76	10.62	9.42	9.49	8.51	9.22	8.37	8.55
1449993_at	AF119384	cDNA sequence AF119384	6.27	8.87	8.56	8.4	8.17	7.62	8.66	7.17	7.46
1437279_x_at	Sdc1	syndecan 1	6.27	7.11	6.8	6.69	6.64	6.45	6.62	5.59	5.98
1429246_a_at	Anxa6	annexin A6	6.26	6.2	5.89	4.39	5.35	4.17	3.28	2.75	3.43
1437666_x_at	Ubc	ubiquitin C	6.25	12.98	13.06	13.32	12.96	11.98	13.06	11.92	11.63
1427702_at	Zfp1	zinc finger protein 1	6.24	8.59	8.01	8.78	8.41	8.16	8.24	7.55	7.31
1428842_a_at	Ngfrap1	nerve growth factor receptor (TNFRSF16) associated protein 1	6.23	11.16	11.42	11.11	11.21	10.55	10.46	10.36	9.89
1451799_at	2610528H13Rik	RIKEN cDNA 2610528H13 gene	6.23	6.65	6.45	6.62	5.96	5.58	6.29	5.05	4.89
1423767_at	2810410M20Rik	RIKEN cDNA 2810410M20 gene	6.23	10.18	9.96	9.68	9.78	8.73	9.62	9.05	8.73
1425602_a_at	2610011A08Rik	RIKEN cDNA 2610011A08 gene	6.23	6.73	7.65	6.83	6.26	6.12	6.52	5.34	5.45
1422969_s_at	Ihpk1	inositol hexaphosphate kinase 1	6.22	7.25	7.44	6.46	6.58	6.45	6.88	5.96	5.95
1436810_x_at	2900010M23Rik	RIKEN cDNA 2900010M23 gene	6.21	6.35	6.49	5.93	5.75	4.65	6.84	5.39	5.18
1455563_at	na	similar to hypothetical protein FLJ10432	6.21	7.25	7.51	7.6	7.28	5.56	6.53	5.24	5.78
1448655_at	Lrp1	low density lipoprotein receptor-related protein 1	6.19	7.59	7.92	6.66	6.33	6.41	7.36	5.81	5.8
1423688_at	Man2c1	mannosidase, alpha, class 2C, member 1	6.19	8.47	8.11	8.06	8.25	7.44	7.68	6.77	7.14
1427219_at	Hba-a1	hemoglobin alpha, adult chain 1	6.18	6.18	6.27	6.16	6.13	2.44	6.27	3.9	4.65
1415792_at	AL033326	expressed sequence AL033326	6.18	8.14	8.19	8.39	8.15	7.59	7.81	7.31	6.82
1435414_s_at	Dctn1	dynactin 1	6.16	9.97	9.77	9.84	9.11	8.06	10.29	7.58	7.82
1415675_at	Dpm2	dolichol-phosphate (beta-D) mannosyltransferase 2	6.16	10.01	10.42	9.55	9.84	8.92	9.53	8.92	8.64
1455860_at	Plekhh1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	6.16	8.19	8.14	7.98	7.32	6.51	7.96	6.58	6.51
1430661_at	BC037527	cDNA sequence BC037527	6.16	7.81	7.55	7.34	6.97	5.64	7.83	5.52	5.97
1424643_at	Tcof1	Treacher Collins Franceschetti syndrome 1, homolog	6.15	7.9	7.67	7.89	7.96	6.85	7.76	6.69	6.35
1452767_at	Rrbp1	ribosome binding protein 1	6.15	9.75	10.08	9.94	9.75	8.67	10.42	8.17	8.49
1421356_at	Tex9	testis expressed gene 9	6.14	6.19	5.91	4.47	4.61	3.54	5.46	3.69	2.91
1430713_s_at	Grim19	genes associated with retinoid-IFN-induced mortality 19	6.14	10.78	10.69	10.61	10.05	9.42	10.79	9.22	8.97
1420130_s_at	D10Wsu52e	DNA segment, Chr 10, Wayne State University 52, expressed	6.13	4.41	5.56	4.85	5.06	4.23	4.39	4.27	4
1450057_at	2610042O14Rik	RIKEN cDNA 2610042O14 gene	6.13	8.09	8.4	8.08	7.89	6.75	8.06	7.02	7.08
1417481_at	Ramp1	receptor (calcitonin) activity modifying protein 1	6.13	10.79	10.66	10.7	10.42	9.62	9.92	9.66	9.17
1420965_a_at	Enc1	ectodermal-neural cortex 1	6.12	8.98	9.26	8.65	9.3	7.77	8.56	7.88	7.64
1428503_a_at	2400004O09Rik	RIKEN cDNA 2400004O09 gene	6.12	7.41	7.28	7.68	7.39	6.44	7.82	6.21	6.33
1431292_a_at	Ptk9l	protein tyrosine kinase 9-like (A6-related protein)	6.12	5.7	6.39	5.78	5.75	4.5	4.54	4.5	3.79
1417104_at	Emp3	epithelial membrane protein 3	6.11	11.38	11.39	10.73	10.97	10.53	10.21	10.54	10.03
1434702_at	na	similar to Protein C20orf116 homolog precursor	6.11	10.76	10.56	11.06	10.86	9.79	10.18	9.57	9.45
1437724_x_at	Pitpnm	phosphatidylinositol membrane-associated	6.11	11.24	11.73	11.13	10.49	10.18	11.88	9.02	9.5
1449053_s_at	Cog1	component of oligomeric golgi complex 1	6.1	7.4	7.07	7.26	7.17	6.56	7.04	5.7	6.07
1433904_at	Zbtb9	zinc finger and BTB domain containing 9	6.1	7.61	6.93	7.16	7.02	6.65	6.82	5.25	6
1453099_at	Csnk2a2	casein kinase II, alpha 2, polypeptide	6.1	11.71	11.68	11.94	11.46	9.76	11.51	10.29	10.55
1415713_a_at	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	6.1	8.77	8.68	9.32	8.56	7.65	8.6	7.75	7.52
1435738_x_at	Serf2	small EDRK-rich factor 2	6.1	10.71	10.63	10.1	9.4	8.93	10.68	9.18	8.87
1417655_a_at	Ars2	arsenate resistance protein 2	6.09	10.75	10.35	10.24	10.73	10.43	10.42	9.31	9.54
1427449_a_at	Adprhl2	ADP-ribosylhydrolase like 2	6.09	6.31	6.27	6.19	6.75	6.14	5.22	4.93	5.24
1460007_at	Thy28	thymocyte protein thy28	6.08	6.77	6.56	6.51	6.49	5.69	4.84	5.45	5.26
1436884_x_at	Ewsh	Ewing sarcoma homolog	6.08	12.73	12.47	12.59	12.47	11.45	12.62	11.36	10.93
1449699_s_at	C330027C09Rik	RIKEN cDNA C330027C09 gene	6.07	9.74	10.23	9.95	9.85	8.68	10.42	8.53	8.55
1433510_x_at	Rpl36	ribosomal protein L36	6.07	12.77	12.71	12.47	11.57	11.17	13.46	10.87	11.06
1451474_a_at	D13Ertd275e	DNA segment, Chr 13, ERATO Doi 275, expressed	6.07	7.11	7.33	7.34	7.79	7.36	7.42	6.27	5.84
1429207_at	5730408K05Rik	RIKEN cDNA 5730408K05 gene	6.07	11.44	10.71	10.43	9.78	6.14	10.13	7.42	8.15
1428110_x_at	Vps11	vacuolar protein sorting 11 (yeast)	6.06	8.38	8.38	8.46	8.1	7.36	8.54	7.17	7.29
1448483_a_at	Ndufb2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2	6.06	11.05	10.66	10.16	9.97	9.95	10.74	9.6	9.51
1417782_at	Lass4	longevity assurance homolog 4 (S. cerevisiae)	6.05	8.53	8.27	8.78	8.26	7.88	8.36	7.06	7.22
1450679_at	5730470L24Rik	RIKEN cDNA 5730470L24 gene	6.05	7.38	6.93	6.78	6.38	5.91	6.15	5.89	5.99
1424788_at	BC021438	cDNA sequence BC021438	6.04	8.43	8.65	8.61	8.33	7.25	8.63	6.59	7.11
1434517_at	Wdfy2	WD repeat and FYVE domain containing 2	6.04	9.3	9.76	8.86	9.5	9.19	9.74	8.4	8.18
1423814_at	Ddx41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	6.03	6.74	6.77	7.11	7.27	5.82	6.71	5.63	5.15
1423086_at	2400010D15Rik	RIKEN cDNA 2400010D15 gene	6.03	8.01	8.39	7.99	8.33	6.96	7.85	6.83	7.06
1456580_s_at	0610008F14Rik	RIKEN cDNA 0610008F14 gene	6.02	11.84	12.26	11.61	11.1	10.46	11.75	10.33	10.22
1415676_a_at	Psmb5	proteasome (prosome, macropain) subunit, beta type 5	6.02	10.37	10.64	9.95	10.25	9.71	9.1	9.41	9.54
1435114_at	D630024B06Rik	RIKEN cDNA D630024B06 gene	6.01	8.68	8.39	7.74	8.41	7.71	8.31	7.24	6.94
1425311_at	4930432F04Rik	RIKEN cDNA 4930432F04 gene	6.01	8.07	8.04	7.37	7.41	5.46	8.13	5.57	6.4
1424639_a_at	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	6.01	9.22	9.58	9.26	9.67	8.07	9.33	8.12	7.84
1417333_at	Rasa4	RAS p21 protein activator 4	6.01	5.49	4.93	4.48	5.29	4.55	4.41	3.22	3.64
1439376_x_at	Dmtf1	cyclin D binding myb-like transcription factor 1	6.01	6.57	5.78	4.87	4.58	3.72	5.3	3.93	4.02
1452919_a_at	1700012G19Rik	RIKEN cDNA 1700012G19 gene	5.99	7.95	8.54	7.8	7.6	6.41	7.19	6.81	6.43
1436362_x_at	AA798895	NA	5.99	13.68	13.89	13.34	12.8	10.97	13.24	11.71	12
1436840_x_at	Rpl35	ribosomal protein L35	5.99	15.55	15.34	15.42	15.03	13.88	15.48	14.15	13.95
1423993_at	Atp6v1f	ATPase, H+ transporting, V1 subunit F	5.99	10.39	9.9	9.89	9.98	8.76	9.48	8.93	8.83
1428477_at	Elac2	elaC homolog 2 (E. coli)	5.99	6.92	6.88	6.61	6.51	6.37	6.98	5.27	5.71
1451869_at	Abca3	ATP-binding cassette, sub-family A (ABC1), member 3	5.98	6.79	6.75	6.91	6.59	6.25	6.53	5.44	6.09
1427909_at	2410015M20Rik	RIKEN cDNA 2410015M20 gene	5.98	10.17	10.21	9.8	9.65	8.53	10.4	8.93	8.45
1460684_at	Tm7sf2	transmembrane 7 superfamily member 2	5.98	6.03	6.33	5.89	6.24	5.36	6.1	4.87	4.98
1419937_at	AA536749	expressed sequence AA536749	5.97	5.46	6.01	5.79	5.61	4.65	5.16	4.68	4.94
1419685_at	Rent1	regulator of nonsense transcripts 1	5.97	6.31	6.37	5.12	5.38	5.32	7.14	4.62	4.82
1452231_x_at	Ifi205	interferon activated gene 205	5.97	12.92	12.55	13.14	12.28	11.07	12.63	10.67	10.32
1455700_at	1700007D05Rik	RIKEN cDNA 1700007D05 gene	5.97	7.53	8.16	7.78	7.31	6.74	6.85	6.91	6.6
1460685_at	Timm17b	translocator of inner mitochondrial membrane 17b	5.97	7.62	7.91	7	7.11	6.61	6.91	6.42	6.01
1450842_a_at	Cenpa	centromere autoantigen A	5.96	11.14	11.45	10.77	11.09	10.3	10.87	10.01	10.21
1439079_a_at	Erbb2ip	Erbb2 interacting protein	5.96	11.59	11.46	10.91	10.63	9.45	11.56	8.58	9.44
1416984_at	Mrps18a	mitochondrial ribosomal protein S18A	5.95	7.76	8.22	7.84	6.64	6.49	7.05	6.28	5.97
1423202_a_at	Ncor1	nuclear receptor co-repressor 1	5.95	10.12	10.4	9.98	10.2	9.16	10.26	9.07	9.14
1450881_s_at	Tm7sf1	transmembrane 7 superfamily member 1	5.94	8.72	8.44	7.9	7.71	6.86	7.67	6.42	7.05
1455066_s_at	9130229H14Rik	RIKEN cDNA 9130229H14 gene	5.93	9.95	10.27	9.5	9.74	8.87	9.76	8.15	8.63
1428381_a_at	2700038C09Rik	RIKEN cDNA 2700038C09 gene	5.93	9.91	9.82	9.58	9.47	8.26	8.99	8.61	7.88
1417061_at	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	5.93	7.69	6.71	6.42	6.33	5.54	5.72	6.17	6.48
1440971_x_at	G630024C07Rik	RIKEN cDNA G630024C07 gene	5.93	4.32	5.02	4.33	4.26	3.14	4.32	2.86	2.48
1423460_at	Perq1	PERQ amino acid rich, with GYF domain 1	5.93	9.27	8.95	8.91	8.57	6.5	9	7.53	7.47
1428394_at	Lrrc8	leucine-rich repeat-containing 8	5.92	7.36	7.56	7.31	6.92	6.66	7.06	5.52	6.26
1435395_s_at	Atp5j2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2	5.92	11.71	11.42	11.36	10.92	9.99	11.53	10.02	9.61
1451634_at	2810051F02Rik	RIKEN cDNA 2810051F02 gene	5.92	7.58	7.9	7.65	6.74	3.98	7.6	4.95	4.96
1448449_at	Ripk3	receptor-interacting serine-threonine kinase 3	5.91	10.46	10.53	10.49	9.93	9.09	10.2	9.16	9.05
1438969_x_at	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	5.91	10.93	11.09	10.85	10.14	9.59	11.05	9.14	9.38
1448315_a_at	P5cr2	pyrroline-5-carboxylate reductase	5.91	7.74	8.19	7.75	7.89	7.19	7.47	7.08	6.84
1423138_at	Wdr4	WD repeat domain 4	5.91	7.15	7.11	7.14	6.61	6.18	6.75	5.75	5.93
1416580_a_at	Stub1	STIP1 homology and U-Box containing protein 1	5.9	11.01	11.18	10.91	11.09	10.19	10.04	10.23	10.08
1448276_at	Tm4sf7	transmembrane 4 superfamily member 7	5.9	10.47	10.55	10.52	10.68	9.74	9.73	9.5	9.35
1450959_at	ICRFP703B1614Q5.6	predicted gene ICRFP703B1614Q5.6	5.9	8.31	8.15	7.76	7.96	6.72	7.25	7.27	6.39
1422522_at	Fxr2h	fragile X mental retardation gene 2, autosomal homolog	5.9	7.05	6.68	6.73	6.44	6.17	6.48	5.66	5.83
1434184_s_at	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	5.9	10.42	10.47	10.4	11.71	9.65	9.67	9.63	9.45
1434254_at	Gna11	guanine nucleotide binding protein, alpha 11	5.9	7.36	7.45	7.5	7.05	6.46	7.34	6.28	6.26
1429150_at	na	similar to RIKEN cDNA 2700091N06	5.9	7.51	7.16	7.74	7.23	6.12	7.38	5.96	5.69
1436385_at	9330160A12	hypothetical protein 9330160A12	5.89	7.6	6.88	7.56	7.28	5.87	6.4	5.25	5.73
1419135_at	Ltb	lymphotoxin B	5.89	8.45	7.98	7.58	8.55	6.89	6.04	6.51	5.91
1416243_a_at	Rpl35	ribosomal protein L35	5.88	14.72	14.59	14.66	14.11	13.38	14.36	13.32	13.14
1418567_a_at	Srp14	signal recognition particle 14	5.88	11.83	11.61	11.31	11.01	9.54	10.73	10.24	9.75
1416935_at	Trpv2	transient receptor potential cation channel, subfamily V, member 2	5.88	6.93	7.26	6.7	6.68	6.78	6.76	5.96	5.88
1419307_at	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	5.87	8.99	9.03	8.23	7.87	7.74	8.4	7.75	7.25
1422972_s_at	Gcn5l2	GCN5 general control of amino acid synthesis-like 2 (yeast)	5.87	5.72	6.1	6.33	6.25	5.29	4.83	4.45	4.42
1430826_s_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	5.87	8.3	7.92	8.5	8.87	6.29	7.48	5.27	5.93
1428029_a_at	H2av	H2A histone family, member V	5.86	10.29	10.22	9.95	9.83	9.17	9.69	9.46	8.78
1448774_at	Stoml2	stomatin (Epb7.2)-like 2	5.85	8.72	9.27	9.12	9.39	8.22	8.07	7.66	7.25
1449258_at	D11Wsu99e	DNA segment, Chr 11, Wayne State University 99, expressed	5.85	7.54	7.6	7.24	7.02	5.56	7.13	5.74	6.25
1438321_x_at	NA	NA	5.85	11.45	11.22	11.5	11.13	10.55	11.22	10.01	10.33
1417002_at	0610012G03Rik	RIKEN cDNA 0610012G03 gene	5.84	7.04	6.55	6.25	5.96	5.31	5.93	5.14	4.29
1416570_s_at	Gfm	G elongation factor	5.84	7.68	7.75	7.85	7.72	6.58	7.66	6.8	6.5
1420325_at	Tce4	T-complex expressed gene 4	5.84	5.45	5.89	5.6	5.16	3.4	4.94	3.95	4.04
1416090_at	Pdhb	pyruvate dehydrogenase (lipoamide) beta	5.84	11.37	11.56	11.43	11.33	10.45	10.64	10.63	10.51
1433935_at	AU020206	expressed sequence AU020206	5.84	12.94	12.74	12.63	12.52	12.02	12.68	11.21	11.69
1449526_a_at	1110015E22Rik	RIKEN cDNA 1110015E22 gene	5.84	3.9	4	3.49	3.65	2.88	3.57	2.81	2.3
1423418_at	Fdps	farnesyl diphosphate synthetase	5.83	7	7.15	6.7	6.91	5.69	5.84	6.22	6.14
1424318_at	1110067D22Rik	RIKEN cDNA 1110067D22 gene	5.83	8.99	9.03	8.81	8.28	7.95	8.72	7.93	8.01
1417034_at	1810073E21Rik	RIKEN cDNA 1810073E21 gene	5.82	7.15	6.68	6.58	6.52	3.73	6.13	5.63	5.32
1428608_at	1500001M02Rik	RIKEN cDNA 1500001M02 gene	5.8	11.08	11.09	11.21	10.99	9.76	11.2	10.18	9.95
1423453_at	C78541	expressed sequence C78541	5.8	7.12	7.87	7.29	6.81	5.39	6.93	5.29	5.09
1439465_x_at	2310016E02Rik	RIKEN cDNA 2310016E02 gene	5.8	7.36	7.27	7.03	6.7	6.04	8.11	4.83	5.37
1432176_a_at	Eng	endoglin	5.8	8.47	8.59	8.02	7.9	7.96	9.04	6.83	7.04
1436077_a_at	Fcho1	FCH domain only 1	5.8	6.86	7.23	6.56	6.59	6.76	6.69	5.35	4.98
1460165_at	Ppp1ca	protein phosphatase 1, catalytic subunit, alpha isoform	5.79	11.07	11.05	11.22	11.36	9.96	10.26	10.12	9.87
1451722_s_at	Smyd5	SET and MYND domain containing 5	5.79	7	6.61	6.52	6.48	6.47	6.54	5.53	5.85
1415995_at	Casp6	caspase 6	5.78	8.98	8.95	8.82	9.14	7.25	8.39	8.17	7.8
1433808_at	D330001F17Rik	RIKEN cDNA D330001F17 gene	5.78	6.36	6.35	6.57	5.84	5.65	6.24	5.18	5.09
1434649_at	Ccm2	cerebral cavernous malformation 2 homolog (human)	5.78	8.26	8.62	7.84	7.93	6.6	7.98	6.65	7.06
1427981_a_at	Csad	cysteine sulfinic acid decarboxylase	5.77	11.08	10.86	10.64	10.56	10.62	10.73	9.19	9.59
1426943_at	1110015K06Rik	RIKEN cDNA 1110015K06 gene	5.77	7.05	7.19	7.43	6.42	6.62	7.12	4.52	5.23
1424887_at	BC012312	cDNA sequence BC012312	5.76	7.82	8	7.97	8	7.26	6.85	6.94	7
1424145_at	Prr3	proline-rich polypeptide 3	5.76	7.18	6.79	7.02	7.79	6.85	6.21	5.88	6.12
1430293_a_at	1300006N24Rik	RIKEN cDNA 1300006N24 gene	5.76	8.09	8.41	8.39	7.7	7.06	7.77	6.61	6.7
1448562_at	Upp1	uridine phosphorylase 1	5.75	9.39	9.78	9.95	9.19	7.83	8.99	8.47	8.38
1422461_at	TOB3L	TOB3-like	5.75	8.56	8.15	8.63	8.2	7.02	8.56	6.58	6.8
1417118_a_at	Ard1	N-acetyltransferase ARD1 homolog (S. cerevisiae)	5.74	8.4	8.38	8.51	8.17	7.28	7.77	7.55	7.04
