Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1451998_at	4930485D02Rik	RIKEN cDNA 4930485D02 gene	-7.15	5.14	5.56	5.31	5.14	6.27	5.88	6.61	6.94
1422612_at	Hk2	hexokinase 2	-7.15	7.63	7.3	8.06	8.14	8.91	8.43	8.64	8.89
1415741_at	Tparl	TPA regulated locus	-7.15	8.99	8.86	8.81	8.68	9.47	8.55	10.12	9.89
1423236_at	Galnt1	UDP-N-acetyl-alpha-D-galactosamine	-7.15	9.75	9.93	9.63	10.32	10.75	10.33	11.14	11.14
1437101_at	Lats2	large tumor suppressor 2	-7.14	5.72	5.8	6.24	6.12	7.15	5.54	7.11	7.58
1437331_a_at	Arf3	ADP-ribosylation factor 3	-7.14	9.99	9.85	10.38	11.02	11.81	9.97	12.11	11.85
1434674_at	Lyst	lysosomal trafficking regulator	-7.14	4.2	4.53	3.72	5.35	5.47	5.86	5.88	6.05
1452206_at	Sucla2	succinate-Coenzyme A ligase, ADP-forming, beta subunit	-7.14	10.49	10.3	10.46	10.72	11.6	9.9	11.92	11.72
1451717_s_at	Senp2	SUMO/sentrin specific protease 2	-7.13	6.38	6.52	6.84	7.2	7.96	6.51	7.88	7.8
1426922_s_at	Hrb	HIV-1 Rev binding protein	-7.13	7.76	7.61	7.4	6.97	9.22	8.33	9.25	9.15
1428853_at	A230106A15Rik	RIKEN cDNA A230106A15 gene	-7.12	7.92	8.97	8.58	8.42	9.32	9.14	9.42	9.64
1439103_at	BC027756	cDNA sequence, BC027756	-7.1	4.09	4.19	4.48	4.15	4.77	4.96	4.74	5.44
1418892_at	Arhj	ras homolog gene family, member J	-7.09	3.4	3.54	3.89	3.37	3.86	4	4.66	5.17
1425538_x_at	Ceacam1	CEA-related cell adhesion molecule 1	-7.09	3.52	3.47	6.09	4.32	5.82	3.48	5.74	5.44
1427882_at	AA408582	expressed sequence AA408582	-7.08	3.68	3.26	6.24	5.71	6.77	5.15	7.94	7.39
1417133_at	Pmp22	peripheral myelin protein	-7.08	4.38	5.11	5.07	5.84	6.43	6.35	6.74	7.07
1438973_x_at	Gja1	gap junction membrane channel protein alpha 1	-7.08	5.38	5.25	5.61	5.28	6.08	5.93	6.62	5.64
1418629_a_at	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	-7.06	10.51	10.15	10.93	10.89	11.83	9.92	11.6	11.71
1449878_a_at	Slc12a6	solute carrier family 12, member 6	-7.06	5.81	6.42	6.49	6.51	7.2	6.63	7.54	7.49
1428543_at	Ppat	phosphoribosyl pyrophosphate amidotransferase	-7.04	5.56	5.2	5.41	5.98	7.19	5.96	7.32	7.49
1423924_s_at	D14Ertd226e	DNA segment, Chr 14, ERATO Doi 226, expressed	-7.04	5.08	5.4	5.31	6.04	7.68	4.9	8.08	8.05
1455053_a_at	Tes3-ps	testis derived transcript 3, pseudogene	-7.03	7.23	7.4	7.32	7.56	9.42	7.33	9	9.48
1426535_at	9630046K23Rik	RIKEN cDNA 9630046K23 gene	-7.03	6.69	6.67	6.85	6.88	8.41	6.73	8.02	7.67
1431036_a_at	1110032D12Rik	RIKEN cDNA 1110032D12 gene	-7.02	5.28	5.08	5.38	6.47	8.19	5.64	8.47	8.39
1422818_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	-7.01	5.91	6.15	6.4	6.23	7.48	6.44	7.29	7.63
1460179_at	Dnaja1	DnaJ (Hsp40) homolog, subfamily A, member 1	-6.99	9.74	10.18	10.33	10.45	11.96	10.03	11.98	11.73
1453849_s_at	Hnrpab	heterogeneous nuclear ribonucleoprotein A/B	-6.99	10.31	10.39	10.91	11.57	12.57	9.79	12.62	12.39
1434736_at	NA	NA	-6.98	9.71	9.08	9.7	9.68	10.49	9.75	10.97	10.91
1433919_at	Asb4	ankyrin repeat and SOCS box-containing protein 4	-6.97	7.51	6.68	7.52	7.6	9.65	7.71	9.96	10.52
1424983_a_at	2700078E11Rik	RIKEN cDNA 2700078E11 gene	-6.95	5.61	5.34	4.35	5.97	7.24	6.12	6.94	7.16
1424765_at	Eps15-rs	epidermal growth factor receptor pathway substrate 15, related sequence	-6.94	8.3	8.14	7.92	8.1	10.31	8.86	9.47	9.47
1417296_at	Atf1	activating transcription factor 1	-6.93	10.12	10.16	10.36	10.76	10.54	10.08	11.43	11.15
1420425_at	Prdm1	PR domain containing 1, with ZNF domain	-6.92	5.08	4.53	4.96	5.07	5.8	5.48	5.84	5.79
1420810_at	1500003O03Rik	RIKEN cDNA 1500003O03 gene	-6.91	6.8	7.28	7.42	7.82	9.37	6.95	9.34	9.42
1448758_at	Nrbf2	nuclear receptor binding factor 2	-6.89	9.58	9.88	9.99	9.85	10.91	10.07	10.87	10.77
1427464_s_at	Hspa5	heat shock 70kD protein 5 (glucose-regulated protein)	-6.89	9.59	9.44	10.58	9.95	11.77	9.79	11.72	11.52
1449821_a_at	0610016J10Rik	RIKEN cDNA 0610016J10 gene	-6.89	6.89	6.92	7.48	7.47	8.6	7.8	8.88	7.93
1423187_at	Gabarapl2	GABA(A) receptor-associated protein like 2	-6.88	8.62	8.5	8.08	8.28	9.91	8.15	10.28	9.92
1425505_at	Mylk	myosin, light polypeptide kinase	-6.88	6.71	6.04	7.2	7.19	7.83	7.06	7.94	7.75
1422495_a_at	Hmgn1	high mobility group nucleosomal binding domain 1	-6.87	11.95	12.13	12.49	12.71	12.96	11.72	13.23	13.03
1450156_a_at	Hmmr	hyaluronan mediated motility receptor (RHAMM)	-6.87	5.58	5.53	5.6	5.37	6.43	4.26	6.95	6.77
1460629_at	Trim16	tripartite motif protein 16	-6.87	4.33	4.13	4.75	4.51	5.14	6.08	5.34	5.13
1421461_at	Mpl	myeloproliferative leukemia virus oncogene	-6.86	9.28	9.32	9.44	9.48	10.17	9.97	10.55	10.1
1451208_at	Etf1	eukaryotic translation termination factor 1	-6.86	7.63	8.19	8.63	8.51	9.55	7.87	9.51	9.65
1448299_at	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	-6.86	3.08	3.49	2.99	3.42	4.43	4.01	4.56	4.93
1419163_s_at	Dnajc3	DnaJ (Hsp40) homolog, subfamily C, member 3	-6.85	3.36	3.39	3.54	3.47	4.07	3.57	4.78	4.32
1423423_at	Grp58	glucose regulated protein	-6.85	5.68	5.38	8.84	8.79	9.23	5.94	9.71	9.84
1422573_at	Ampd3	AMP deaminase 3	-6.85	6.03	5.27	5.65	5.23	6.22	6.59	6.51	6.76
1452251_at	Nbea	neurobeachin	-6.84	8.03	7.83	8.56	7.68	9.19	8.52	9.57	9.76
1428872_at	4121402D02Rik	RIKEN cDNA 4121402D02 gene	-6.84	6.58	6.27	7.33	7.49	9.13	6.3	8.05	8.34
1448343_a_at	Nbr1	neighbor of Brca1 gene 1	-6.84	11.57	11.83	11.83	11.8	13.22	11.59	12.75	12.7
1426460_a_at	Ugp2	UDP-glucose pyrophosphorylase 2	-6.84	3.48	3.21	3.26	4.81	6.03	4.68	6.76	6.47
1419647_a_at	Ier3	immediate early response 3	-6.84	10.06	9.78	10.25	10.77	10.89	10.73	11.6	11.2
1448269_a_at	Klhl13	kelch-like 13 (Drosophila)	-6.83	5.37	5.02	5.92	5.45	6.4	6.22	6.47	6.29
1424215_at	1500005J14Rik	RIKEN cDNA 1500005J14 gene	-6.82	8.02	8.37	8.64	8.71	9.65	8.59	9.49	9.69
1426394_at	Eif3s1	eukaryotic translation initiation factor 3, subunit 1 alpha	-6.82	7.93	7.57	9.09	8.48	8.81	7.51	9.34	9.19
1423722_at	4930579A11Rik	RIKEN cDNA 4930579A11 gene	-6.81	12.19	11.76	12.58	12.34	13.23	12.73	13.32	13.53
1424008_a_at	2400008B06Rik	RIKEN cDNA 2400008B06 gene	-6.8	8.73	8.31	8.89	8.66	9.86	9.74	10.01	10.59
1416983_s_at	Foxo1	forkhead box O1	-6.8	8.65	8.57	8.83	8.78	10.24	9.62	10.07	9.79
1453796_a_at	1200009B18Rik	RIKEN cDNA 1200009B18 gene	-6.79	5.53	6.03	6.92	6.67	6.85	5.3	8.03	8.03
1416627_at	Spint1	serine protease inhibitor, Kunitz type 1	-6.79	4.63	4.64	4.78	4.67	5.34	4.98	5.52	5.9
1448108_at	Tde2	tumor differentially expressed 2	-6.78	10.58	10.74	11.02	10.63	12.65	10.61	12.46	12.23
1428046_a_at	Zfx	zinc finger protein X-linked	-6.78	5.12	4.94	4.72	4.87	5.36	4.86	6.23	6.68
1433444_at	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	-6.78	7.43	7.03	8.09	7.72	9.07	7.91	9.02	8.99
1421096_at	Trpc1	transient receptor potential cation channel, subfamily C, member 1	-6.77	6.66	6.35	7.67	6.71	7.64	8.44	8.67	9.02
1451025_at	Arl1	ADP-ribosylation factor-like 1	-6.77	8.07	7.26	8.23	8.47	10.1	6.97	10.3	10.35
1451790_a_at	Tfpi	tissue factor pathway inhibitor	-6.77	6.77	6.63	7.33	7.29	7.47	7.63	8.45	7.8
1416382_at	Ctsc	cathepsin C	-6.76	8.97	8.7	8.98	9.2	9.39	9.33	9.76	10.44
1429897_a_at	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	-6.76	8.49	8.66	9.63	8.68	9.66	8.15	10.12	10.33
1418472_at	Aspa	aspartoacylase (aminoacylase) 2	-6.76	4.4	3.74	6.13	5.65	6.47	6.62	7.67	6.78
1423651_at	Hbld2	HESB like domain containing 2	-6.76	10.23	10.77	10.97	11.19	12.02	11.09	12.26	12.25
1429291_at	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	-6.75	10.1	10.38	9.64	9.97	11.29	9.83	11.37	11.36
1435637_at	D8Wsu49e	DNA segment, Chr 8, Wayne State University 49, expressed	-6.75	5.31	5.04	6.17	5.48	6.29	5.28	7.03	6.73
1423162_s_at	Spred1	sprouty protein with EVH-1 domain 1, related sequence	-6.75	5.75	5.69	6.53	5.89	6.64	6.01	7.75	8.65
1417253_at	Frg1	FSHD region gene 1	-6.75	6.5	6.22	6.3	7	6.9	5.83	7.72	7.91
1449508_at	Il27ra	interleukin 27 receptor, alpha	-6.74	7.63	7.51	7.79	7.45	8.08	7.64	8.56	8.59
1420502_at	Sat1	spermidine/spermine N1-acetyl transferase 1	-6.74	10.08	10.54	10.93	10.46	11.69	10.41	12.32	12.35
1449372_at	Dnajc3	DnaJ (Hsp40) homolog, subfamily C, member 3	-6.74	7.73	7.75	8.87	8.22	8.15	7.77	9.68	9.38
1428288_at	Bteb1	basic transcription element binding protein 1	-6.73	10.55	10.62	10.89	10.96	10.83	11.38	11.63	11.95
1418059_at	Eltd1	EGF, latrophilin seven transmembrane domain containing 1	-6.72	8.95	9.53	9.25	9.67	10.37	9.99	10.41	10.6
1428570_at	Ccnc	cyclin C	-6.72	5.16	5.34	4.91	5.08	5.88	5.65	6.22	6.23
1416475_at	Ube2d2	ubiquitin-conjugating enzyme E2D 2	-6.7	5.28	5.13	4.75	4.76	5.6	5.27	6.41	6.26
1419764_at	Chi3l3	chitinase 3-like 3	-6.69	6.62	5.95	3.75	4.81	8.07	6.21	9.89	10.39
1434856_at	A130096K20	hypothetical protein A130096K20	-6.69	7.82	7.98	8.06	7.66	9.41	7.5	9.52	9.79
1435526_at	A130072J07	hypothetical protein A130072J07	-6.69	8.57	7.32	7.94	8.07	8.69	8.62	9.03	9.54
1448558_a_at	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	-6.69	8.57	8.27	9.29	9.07	9.97	9.13	10.03	9.76
1428626_at	2210402C18Rik	RIKEN cDNA 2210402C18 gene	-6.68	5.87	6.08	6.53	5.81	6.81	6.22	7.73	7.51
1428942_at	Mt2	metallothionein 2	-6.68	7.21	6.5	8.32	7.59	8.3	10.47	9.98	10.11
1416498_at	Ppic	peptidylprolyl isomerase C	-6.68	8.04	7.74	8.03	7.42	9.1	8.32	9.67	9.28
1439116_at	BB667417	NA	-6.66	6.2	4.73	5.61	5.61	6.39	6.05	6.8	6.47
1438264_a_at	Tpp2	tripeptidyl peptidase II	-6.66	3.2	4.19	6.25	6.14	6.69	3.77	8.67	8.57
1426826_at	Rbm16	RNA binding motif protein 16	-6.65	7.98	7.66	7.35	8.06	9.03	8.16	8.98	9.13
1434206_s_at	Ppp2r5c	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	-6.65	2.98	3.63	3.51	3.97	4.41	3	5.65	5.81
1423831_at	2410051C13Rik	RIKEN cDNA 2410051C13 gene	-6.65	4.94	4.44	5.59	5.34	6.45	4.83	6.68	6.45
1460178_at	1300002A08Rik	RIKEN cDNA 1300002A08 gene	-6.64	7.85	7.85	8.37	8.3	8.76	7.84	9.18	8.9
1427314_at	3930401E15Rik	RIKEN cDNA 3930401E15 gene	-6.62	6.56	6.93	7.34	7.08	7.78	6.66	8.43	8.22
1419737_a_at	Ldh1	lactate dehydrogenase 1, A chain	-6.61	11.42	11.84	11.98	12.2	13.1	11.38	13.11	13.29
1418817_at	2810405I11Rik	RIKEN cDNA 2810405I11 gene	-6.6	9.79	9.59	9.94	9.58	10.46	9.77	10.9	10.94
1449175_at	Gpr65	G-protein coupled receptor 65	-6.6	6.49	6.27	7.32	7.02	7.77	6.66	7.89	8.28
1420522_at	2610529H08Rik	RIKEN cDNA 2610529H08 gene	-6.59	5.79	5.5	5.93	6.1	6.94	4.92	6.95	6.9
1422793_at	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, alpha2 subunit	-6.58	4.83	4.72	4.64	4.7	5.61	4.8	5.85	6.27
1451972_at	Glcci1	glucocorticoid induced transcript 1	-6.58	4.3	4.31	4.02	5.1	5.46	4.71	6.22	6.07
1427932_s_at	BI076714	NA	-6.57	8.5	8.09	9.2	9.18	9.42	8.61	10.41	10.52
1429582_at	Btbd14a	BTB (POZ) domain containing 14A	-6.57	4.21	4.43	4.52	4.8	5.23	4.82	5.47	5.28
1424986_s_at	Fbxw7	F-box and WD-40 domain protein 7, archipelago homolog (Drosophila)	-6.57	6.77	6.78	6.46	7	7.32	7.12	7.72	8.14
1448205_at	Ccnb1	cyclin B1	-6.56	7.61	6.64	6.65	7.02	7.44	7.37	7.9	8.17
1415923_at	Ndn	necdin	-6.54	7.02	7.2	8.01	7.14	8.18	7.46	8.75	8.71
1423725_at	Pls3	plastin 3 (T-isoform)	-6.54	6.8	7.38	7.98	7.24	8.68	8.07	9.42	9.49
1424820_a_at	Ndfip1	Nedd4 family interacting protein 1	-6.53	10.85	10.5	10.9	10.73	11.83	10.67	11.92	12.03
1417077_at	Bcap29	B-cell receptor-associated protein 29	-6.53	7.92	7.73	8.74	8.89	9.31	8.07	9.39	9.11
1426388_s_at	Ryk	receptor-like tyrosine kinase	-6.52	4.09	4.54	3.85	5.07	5.51	4.75	6.89	6.51
1426385_x_at	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	-6.51	9.55	9.33	9.1	10.32	11.46	10.11	12.02	11.75
1452616_s_at	na	similar to single-stranded DNA binding protein 1; Single-stranded DNA-binding protein	-6.5	7.16	7.3	7.9	8.16	8.73	8.03	9.29	8.82
1420897_at	Snap23	synaptosomal-associated protein 23	-6.48	8.4	9.06	9.26	9.12	10.42	8.44	10.63	10.68
1416155_at	Hmgb3	high mobility group box 3	-6.48	7.96	7.64	8.11	8.94	10.38	8.13	10.67	10.32
1416240_at	Psmb7	proteasome (prosome, macropain) subunit, beta type 7	-6.47	7.93	7.89	7.68	7.6	10.46	6.31	10.04	9.49
1451086_s_at	Rac1	RAS-related C3 botulinum substrate 1	-6.47	10.14	10.04	10.03	10.96	12.52	10.02	12.56	12.64
1423973_a_at	Arf3	ADP-ribosylation factor 3	-6.45	9.2	9.4	9.82	10.75	11.37	8.98	12.18	11.63
1433916_at	Vamp3	vesicle-associated membrane protein 3	-6.45	8.96	9.25	9.68	9.76	10.93	8.41	10.83	10.51
1450102_a_at	Amfr	autocrine motility factor receptor	-6.45	6.67	6.47	6.86	6.46	7.48	6.87	7.69	7.68
1452649_at	Rtn4	reticulon 4	-6.44	12.32	12.63	12.7	12.48	13.44	12.75	13.76	13.58
1449095_at	Vps54	vacuolar protein sorting 54 (yeast)	-6.44	8.65	8.41	8.1	8.63	10.31	9.57	10.13	10.49
1450330_at	Il10	interleukin 10	-6.43	3.19	2.84	2.88	3.03	3.05	3.22	3.61	5.74
1423686_a_at	1110020C13Rik	RIKEN cDNA 1110020C13 gene	-6.43	11.45	11.38	11.31	11.77	12.85	11.79	12.91	12.62
1425051_at	2610034N03Rik	RIKEN cDNA 2610034N03 gene	-6.43	4.99	4.97	6.47	6.17	7.08	4.89	7.78	6.99
1416689_at	Tuft1	tuftelin 1	-6.42	6.46	6.9	6.93	6.84	8.21	7.44	7.77	8.03
1453106_a_at	Rnmt	RNA (guanine-7-) methyltransferase	-6.42	8.46	8.53	8.52	8.77	9.59	8.2	9.74	9.57
1428453_at	4930487N19Rik	RIKEN cDNA 4930487N19 gene	-6.41	8.89	8.53	9.07	8.92	9.54	8.95	9.89	9.92
1449010_at	Osp94	osmotic stress protein	-6.41	8.74	8.49	9.1	8.94	9.89	8.41	9.86	9.68
1423039_a_at	Bzw1	basic leucine zipper and W2 domains 1	-6.4	7.02	7.49	7.8	6.87	10.18	7.81	9.76	9.86
1432416_a_at	Npm1	nucleophosmin 1	-6.4	8.79	8.85	10.25	9.37	11.07	8.71	11.61	11.16
1449928_at	Tcte1l	t-complex-associated-testis-expressed 1-like	-6.4	4.35	4.87	4.86	4.77	5.38	5.28	6.24	5.37
1450011_at	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	-6.4	9.13	8.99	9.13	9.96	10.91	9.43	11.71	11.32
1454814_s_at	Mipol1	mirror-image polydactyly gene 1 homolog (human)	-6.39	7.43	7.42	7.6	8.15	8.5	7.51	8.8	8.66
1418487_at	Ankrd3	ankyrin repeat domain 3	-6.39	4.78	4.81	5.9	5.28	6.22	6.79	6.63	7.52
1420832_at	Qscn6	quiescin Q6	-6.38	4.63	4.05	4.59	4.69	5.61	4.76	5.7	5.8
1449674_s_at	Pdcd6ip	programmed cell death 6 interacting protein	-6.38	6.9	7.03	7.28	7.17	7.99	7.72	7.8	8.13
1451382_at	1810008K03Rik	RIKEN cDNA 1810008K03 gene	-6.38	6.81	5.05	6.94	6.95	7.51	7.12	7.87	8.19
1422557_s_at	Mt1	metallothionein 1	-6.36	4.43	5.46	7.02	5.02	7.66	9.33	9.12	9.2
1448304_a_at	Rab6	RAB6, member RAS oncogene family	-6.36	10.42	10.48	10.42	10.67	11.33	10.39	11.42	11.6
1450012_x_at	Ywhag	3-monooxgenase/tryptophan 5-monooxgenase activation protein, gamma polypeptide	-6.36	10.45	10.43	10.31	10.9	12.41	10.67	12.19	12.49
1416103_at	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	-6.35	6.7	6.48	6.76	7.36	7.01	6.23	7.81	7.59
1427076_at	Mpeg1	macrophage expressed gene 1	-6.34	7.14	4.98	5.34	6.97	7.09	7.03	9.26	9.37
1418809_at	Pira1	paired-Ig-like receptor A1	-6.34	3.5	3.26	3.21	3.02	3.27	3.38	3.3	4.58
1422736_at	Ranbp9	RAN binding protein 9	-6.34	4.74	4.72	5.21	5.82	6.77	4.75	6.38	6.49
1417723_at	Ube2j1	ubiquitin-conjugating enzyme E2, J1	-6.33	8.9	8.99	8.76	9.43	10.83	9.21	10.52	10.56
1426824_at	Psme4	proteasome (prosome, macropain) activator subunit 4	-6.33	3.99	3.92	5.02	4.51	5.45	3.79	5.63	6.12
1460398_at	9830141C09Rik	RIKEN cDNA 9830141C09 gene	-6.33	6.6	6.42	6.21	6.69	7.36	6.58	7.65	7.78
1426532_at	2210402G22Rik	RIKEN cDNA 2210402G22 gene	-6.33	6.16	7.21	8.21	7.09	7.71	7.18	9.34	9.96
1421191_s_at	Gopc	golgi associated PDZ and coiled-coil motif containing	-6.33	5.59	6.17	6	5.76	6.21	6.01	7.04	6.78
1448185_at	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	-6.33	9.7	9.18	10.06	10.42	11.44	9.72	11.3	11.47
1450916_at	Stau2	staufen (RNA binding protein) homolog 2 (Drosophila)	-6.33	5.95	5.59	6.04	6.61	7.31	6.58	7.63	7.45
1427332_at	Zdhhc5	zinc finger, DHHC domain containing 5	-6.32	7.07	6.72	7.28	7.34	8.65	6.98	8.41	8.21
1415982_at	5031400M07Rik	RIKEN cDNA 5031400M07 gene	-6.31	6.17	6.05	6.48	6.02	7	5.77	7.41	7.47
1426312_at	Bre	brain and reproductive organ-expressed protein	-6.31	7.57	7.41	7.8	8.71	8.74	7.59	8.86	8.86
1426910_at	Pawr	PRKC, apoptosis, WT1, regulator	-6.31	6.25	7.07	5.78	6.63	7.89	7.97	8.47	8.51
1451071_a_at	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	-6.31	7.59	6.61	6.87	7.66	7.84	7.81	8.48	8.47
1460341_at	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2	-6.31	8.33	8.71	8.53	8.63	9.37	8	9.71	9.81
1424028_at	5830457O10Rik	RIKEN cDNA 5830457O10 gene	-6.3	4.65	4.23	4.91	6.44	6.87	5.84	7.95	7.22
1422445_at	Itga6	integrin alpha 6	-6.29	8.93	9.45	9.23	9.33	9.59	9.77	10.25	10.71
1434472_at	5031436O03Rik	RIKEN cDNA 5031436O03 gene	-6.29	8.33	8.27	8.69	8.33	9.24	8.88	9.39	9.12
1449256_a_at	Rab11a	RAB11a, member RAS oncogene family	-6.29	10.51	10.76	10.45	10.1	11.57	10.22	11.9	11.77
1426392_a_at	Actr3	ARP3 actin-related protein 3 homolog (yeast)	-6.28	10.86	10.67	11.39	11.53	12.82	11.44	12.08	12.56
1427500_at	1810004F21Rik	RIKEN cDNA 1810004F21 gene	-6.28	4.56	4.28	4.61	4.17	5.85	4.6	5.68	5.79
1416067_at	Ifrd1	interferon-related developmental regulator 1	-6.27	9.08	9.43	9.34	10.26	11.63	10.24	11.56	11.62
1416700_at	Arhe	ras homolog gene family, member E	-6.27	6.14	6.11	6.77	6.88	7.01	6.28	7.37	7.63
1422873_at	Prg2	proteoglycan 2, bone marrow	-6.27	3.36	3.34	3.38	3.28	3.22	4	6.29	4.49
1422794_at	Cul3	cullin 3	-6.26	9.62	9.71	9.89	9.96	11.16	10.04	10.62	11.07
1419545_a_at	Atp6v1c1	ATPase, H+ transporting, V1 subunit C, isoform 1	-6.26	9.62	9.25	9.71	9.63	11.02	9.3	10.69	10.81
1433470_a_at	Immt	inner membrane protein, mitochondrial	-6.25	7.54	7.41	7.66	7.84	9.26	7	8.52	8.45
1451206_s_at	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-6.25	10.65	10.59	10.96	11.83	12.66	11.03	12.7	12.59
1423610_at	Metap2	methionine aminopeptidase 2	-6.24	8.9	9.09	9.55	10.03	10.4	8.62	10.65	10.31
1439410_x_at	3010027G13Rik	RIKEN cDNA 3010027G13 gene	-6.24	9.1	9.07	8.4	9.06	9.71	9.74	10.01	9.91
1448219_a_at	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	-6.24	10.5	10.36	10.95	11.13	12.67	10.76	12.26	13.1
1449268_at	Gfpt1	glutamine fructose-6-phosphate transaminase 1	-6.24	4.4	4.9	4.58	4.51	6.73	4.28	6.06	6.14
1455897_x_at	Hmgn1	high mobility group nucleosomal binding domain 1	-6.24	14.1	14	14.43	14.67	15.19	13.66	15.19	14.97
1423129_at	Shoc2	soc-2 (suppressor of clear) homolog (C. elegans)	-6.24	6.08	6.53	6.66	6.37	8.33	6.51	8.31	8.98
1437398_a_at	Aldh9a1	aldehyde dehydrogenase 9, subfamily A1	-6.23	8.21	8.31	9.7	9.8	10.37	7.72	10.67	10.26
1433591_at	Ppp3r1	protein phospatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	-6.22	7.3	7.29	7.02	8.06	9.2	7.43	10.31	9.93
1422894_at	Sfmbt1	Scm-like with four mbt domains 1	-6.21	2.96	3.36	3.4	3.5	4.09	2.92	4.38	4.61
1429776_a_at	Dnajb6	DnaJ (Hsp40) homolog, subfamily B, member 6	-6.2	4.99	4.65	5.11	6.13	8.07	4.89	8.08	7.82
1426345_at	Slc3a1	solute carrier family 3, member 1	-6.2	5.49	5.86	5.86	6.4	7.42	5.81	7.51	7.8
1417444_at	E2f5	E2F transcription factor 5	-6.19	6.78	7.2	7.67	7.23	8.5	7.86	8.54	8.53
1428306_at	Ddit4	DNA-damage-inducible transcript 4	-6.19	11.25	11.32	11.52	12.16	12.98	10.79	12.93	13.03
1422576_at	Sca10	spinocerebellar ataxia 10 homolog (human)	-6.19	8.03	7.84	8.45	8.05	9.72	7.25	9.61	9.41
1424674_at	Slc39a6	solute carrier family 39 (metal ion transporter), member 6	-6.19	9.56	9.98	10.38	9.93	11.57	10	11.69	11.66
1423702_at	H1f0	H1 histone family, member 0	-6.18	7.78	7.86	7.74	8.59	8.91	7.23	9.69	9.53
1451895_a_at	NA	NA	-6.18	6.92	6.88	7.47	8.04	8.8	7.55	8.28	8.23
1436736_x_at	D0H4S114	DNA segment, human D4S114	-6.17	5.08	4.55	5.19	4.71	6.67	4.22	7.04	7.3
1426918_at	Itgb1	integrin beta 1 (fibronectin receptor beta)	-6.17	8.49	8.81	9.07	8.97	9.56	8.61	9.97	10.31
1429534_a_at	Immt	inner membrane protein, mitochondrial	-6.17	5.72	5.77	5.9	6.2	8.01	5.72	6.87	7
1424442_a_at	Pja2	praja 2, RING-H2 motif containing	-6.17	8.27	7.75	8.91	9.04	9.47	7.44	9.38	9.68
1429144_at	2310032D16Rik	RIKEN cDNA 2310032D16 gene	-6.16	7.95	8.16	8.85	8.21	8.99	9.06	8.95	9.27
1416982_at	Foxo1	forkhead box O1	-6.15	7.54	7.52	7.28	8.16	8.54	7.92	8.85	8.96
1415814_at	Atp6v1b2	ATPase, H+ transporting, V1 subunit B, isoform 2	-6.14	8.85	8.76	8.55	9.15	10.58	9	10.24	10.48
1456176_x_at	3010027G13Rik	RIKEN cDNA 3010027G13 gene	-6.14	9.81	9.31	9.03	9.57	11.35	9.68	10.97	10.9
1452207_at	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	-6.14	9.11	9.78	10.03	10.69	11.34	9.79	12.02	11.84
1418651_at	Spata6	spermatogenesis associated 6	-6.14	6.54	6.38	6.4	6.44	7.04	6.29	7.64	7.34
1451982_at	Map2k4	mitogen activated protein kinase kinase 4	-6.12	7.14	7.16	7.2	8.16	8.75	8.02	8.79	9.02
1418788_at	Tek	endothelial-specific receptor tyrosine kinase	-6.12	7.28	6.93	7.59	6.79	8.9	7.65	8.94	8.71
1417875_at	Ddx50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	-6.12	10.4	9.94	10.35	10.55	11.76	10.88	11.65	11.67
1448647_at	Man2a1	mannosidase 2, alpha 1	-6.11	7.25	7.95	7.52	8.71	8.36	8.3	9.19	9.4
1433741_at	Cd38	CD38 antigen	-6.11	4.92	5.78	7.14	6.49	8.23	7.47	8.67	9.7
1420904_at	Il17r	interleukin 17 receptor	-6.11	5.45	5.17	5.91	7.27	9.36	3.64	9.37	9.02
1417222_a_at	2310075C12Rik	RIKEN cDNA 2310075C12 gene	-6.1	10.22	9.89	10.75	10.71	11.29	10.26	11.08	11.32
