GID	yorf	NAME	GWEIGHT	216 A	216 B	228 A	228 B	125 B	175 B	217 B	217 A	218 B	201 B	202 B	145 B	263 B	39 A	39 B	138 A	138 B	64 A	64 B	262 B	21 A	227 B	155 A	155 B	218 A	223 A	67 A	17 A	21 B	146 A	146 B	117 A	117 B	30 A	30 B	148 B	148 A	149 A	70 A	70 B	223 B	61 A	175 A	125 A	17 B	141 A	141 B	123 A	123 B	151 A	145 A	262 A	61 B	67 B	90 A	90 B	149 B	151 B	P3 A	P3 B	201 A	202 A	227 A	263 A	203 A	203 B	152 A	152 B
GENE1135X	HSI037A03	GLRX		-0.4336	-0.8086	0.01513	0.2476	-0.5288	-0.7578	0.07163	-0.6203	-0.7846	0.1069	0.104	1.253	1.702	-1.43	-0.2638	-1.69	-1.653	0.1579	0.3601	1.576	-0.6045	0.5417	0.4135	0.3439	0.09233	0.3442	1.134	0.03831	-0.211	0.7917	1.025	-1.629	-1.052	-0.9669	-1.089	2.674	1.123	1.698	-1.386	-0.3792	0.2377	1.635	1.245	-0.5401	-0.4506	-0.8139	-0.7675	-0.3092	-0.7079	-0.7983	-0.7097	1.869	1.414	0.1633	-0.4893	-0.3018	-0.8815	-0.6612	-0.496	-0.6394	-1.965	-0.08279	1.74	-0.5222	0.3173	1.477	0.8128	0.6985
GENE1867X	HSI055D05	TNNI3		0.07206	-0.2603	-0.2592	0.3066	-1.419	-0.1919	-0.03003	1.526	0.7929	-0.3635	0.1075	-0.6472	1.02	-0.4145	-0.5912	-0.7788	-1.552	-0.9558	-0.06508	1.795	0.5757	0.5365	0.1377	0.297	0.4345	-0.4128	1.227	-0.7036	-1.035	4.381	3.494	-0.8461	-1.13	-0.767	-0.3495	0.3181	0.4989	0.3103	0.1462	-1.062	0.4622	0.8148	-0.07083	0.296	-0.5019	-0.1607	0.3032	0.1322	-0.3678	-1.38	-1.67	1.213	0.1475	-0.9271	-0.5253	-1.088	-0.8979	-0.8619	-0.2076	-0.2322	-0.3356	0.1144	0.6459	-0.08322	0.09036	0.2437	0.5856	0.1182
GENE227X	HSI045B07	PYGL		0.1845	-0.1978	-0.9523	-1.028	0.9125	0.1836	-0.4473	0.7126	0.901	-0.3891	-0.8742	1.803	-0.8587	-0.8064	0.1563	-1.239	0.1206	-1.181	-0.9323	0.1301	0.1923	0.9863	0.4466	1.11	-0.3024	-0.7972	0.2716	-2.94	-1.261	1.746	1.98	-0.9799	-1.213	-1.486	-0.751	1.834	0.1227	1.193	-1.474	-0.8801	0.2344	0.6258	-0.2457	0.5936	1.138	-0.5295	-0.4019	-0.1653	0.07866	-0.3569	0.903	1.225	1.616	0.8963	0.04558	0.1439	-0.1981	-0.204	-0.3811	0.06761	-1.352	-1.006	-0.107	-0.4845	1.81	2.038	-0.4954	0.5159
GENE2262X	HSI062H06	LDOC1		-0.02305	0.288	0.5876	-1.117	0.403	-0.9062	0.5349	-0.6521	-0.9805	-0.5895	0.004985	-1.374	-1.368	0.9582	0.7171	0.1335	-1.37	-1.084	-0.4978	-0.999	0.134	-0.1707	1.244	0.8468	-1.474	-0.8577	0.7629	-2.7	-1.377	2.313	1.392	0.1375	-0.1896	-0.08657	-0.1138	-0.4644	1.763	1.721	-0.07956	-1.059	-0.52	1.385	-0.539	1.5	0.4198	-1.113	-0.9992	0.3617	1.351	-0.937	1.479	-1.706	0.8614	0.2596	0.909	0.2572	0.9417	-0.3471	-0.6674	-0.05827	-0.8538	0.474	0.3861	-0.3908	1.441	0.7259	-0.005372	0.9758
GENE935X	HSI030C03	TTYH2		-1.086	-1.074	0.8996	0.01497	-0.2231	0.7683	-1.032	-1.647	-1.007	-0.2177	-0.7615	1.129	-0.6005	-0.09608	0.7858	1.709	0.7144	-0.06928	0.2102	-0.00854	-0.08346	0.7496	2.952	0.9083	-0.2416	0.7797	1.06	-0.8946	0.7331	3.879	2.57	0.001345	-1.086	-0.404	0.6145	0.1526	0.0203	-0.02312	-0.5079	-0.4444	-0.3176	-0.775	0.1203	-0.1022	-0.5923	1.52	0.7399	-0.9636	-0.4461	-0.9745	0.9857	-0.8737	-0.01982	0.678	-1.128	-0.9703	-0.5013	-0.4546	-0.3735	-0.2999	-0.5034	-1.316	-0.7667	-0.07409	-0.3296	-0.6764	-0.8417	0.1122
GENE1908X	HSI065F05	LOC253264		-1.112	-0.9482	1.718	0.666	0.2199	0.4699	0.3432	-1.731	-1.942	-0.5212	-0.7724	0.1198	-0.0759	-0.2884	0.7546	-1.738	-1.928	1.079	0.4834	-0.4801	-0.6474	0.07539	0.783	0.2184	-1.255	1.268	0.8447	0.1922	0.1615	2.711	2.582	0.9103	0.2981	1.094	0.9284	-0.2193	0.5783	0.07304	-0.1351	-0.5764	0.3383	0.01414	2.023	-0.02437	-1.188	0.77	0.1598	-0.4829	-0.5651	1.211	-0.1634	-1.195	0.09999	1.362	-0.4523	-1.348	0.4811	0.3835	-1.034	-0.9582	-1.254	-1.309	-0.3191	1.12	-0.6999	-0.4149	-0.5794	-0.1767
GENE1069X	HSI075B09	KHDRBS3		-0.6863	-0.00514	-0.05071	-1.149	0.03301	0.6731	-1.349	-0.8905	0.3077	0.7732	-0.864	0.6278	1.163	2.417	2.131	1.378	0.7577	-0.7012	-0.7163	0.1171	-0.04353	1.271	-0.2233	-0.08548	-1.392	-0.6913	-0.3636	-1.94	-1.139	4.115	2.639	-1.055	-0.4551	-0.3639	-0.6076	0.5237	0.5235	0.5859	0.2334	0.584	1.324	0.06976	-0.2017	-0.6347	-0.07246	-0.7111	-0.3612	-0.7591	-0.179	-0.2874	-0.8766	0.6589	0.2775	0.1544	-0.5701	-0.188	-0.08987	0.02567	-0.06868	0.6636	-0.2597	-0.2991	-0.537	-0.106	-0.8144	-0.3058	-1.132	-0.8024
GENE2117X	HSI183B06	PLXNA2		-0.6851	-0.8112	-0.9386	-0.9175	-0.5331	0.03707	-1.636	-1.66	-1.013	-0.6814	-1.701	-0.1743	-0.8949	-0.02463	-0.1934	-0.3133	0.3418	-0.5851	0.3045	0.6475	0.8963	0.249	0.2269	0.4482	0.2105	1.274	0.154	-0.9833	-0.4683	3.101	2.505	0.6972	0.154	-1.326	0.3578	0.7922	2.541	1.392	0.2625	0.4619	1.648	0.8701	0.1807	-0.001316	-0.07608	-1.122	-0.2795	-0.1381	0.4575	0.666	-0.7403	-0.5128	0.8484	-0.04116	0.02741	-0.4785	1.288	1.085	-0.1467	-0.1082	-0.7608	-1.56	-1.109	1.064	-1.754	0.48	-1.3	-0.0007678
GENE2285X	HSI112F12	UNC5B		-1.397	0.141	0.3017	-0.7383	-1.184	0.0313	-1.777	-0.9198	-1.004	0.8387	-1.501	-1.569	-1.617	-0.3648	-0.1918	-0.2901	0.2053	0.8574	0.06236	-0.4182	2.716	0.7425	0.0163	-0.3365	0.6101	0.228	-0.8509	-0.3928	-0.5508	2.33	1.289	1.185	-0.6089	-0.8162	-0.5125	0.3311	1.307	0.3758	1.428	1.358	1.694	1.116	1.663	0.4137	-0.04183	-0.3175	-0.4001	-1.297	0.3605	0.8995	-0.7932	-1.488	0.3807	-0.829	0.5304	-2.108	0.4928	0.3483	-0.4297	0.2821	1.319	0.3038	-0.2297	0.8198	-1.075	-0.7833	-0.3526	0.2061
GENE368X	HSI092C01	COL9A2		0.8507	-0.6549	-0.6864	0.6193	-0.4039	0.784	-0.5592	-0.1359	-0.8976	-1.284	0.7652	-1.016	0.7586	0.8302	-0.1804	-0.8149	-0.9265	-0.7452	-0.2458	0.8653	2.216	0.546	-1.026	-0.7396	-1.226	-1.071	0.877	3.995	1.827	-1.318	-0.89	0.3755	0.9511	0.3605	0.391	1.097	0.822	0.7668	0.9192	0.7998	0.4308	-0.5987	0.6659	-0.6157	-0.5238	-0.7445	-1.028	0.2275	1.685	-0.4878	-0.02009	1.297	-0.6855	-0.02672	-0.6621	-1.084	-0.3392	-0.3049	0.006455	-0.3631	-0.8409	-0.3528	-1.405	1.705	-0.9746	-0.9392	-0.4985	-0.1172
GENE874X	HSI080D09	BMP4		0.7264	0.2463	-0.5697	0.03605	0.3867	-1.217	-1.967	0.06242	-1.165	-1.304	-0.6951	-0.7047	0.6741	-0.7484	-1.095	-0.4084	-0.6855	0.7787	0.6012	1.184	0.02147	0.6174	-1.104	-0.5272	-1.055	-0.9462	2	2.212	1.499	-1.827	-1.467	-0.5792	-0.9991	1.244	0.6436	0.4	1.189	0.4485	0.4768	0.3683	1.156	1.297	-0.9225	0.2105	-0.9659	2.109	2.482	-0.1222	0.8677	-0.1805	-0.184	1.446	0.583	0.8462	-0.07095	-0.9634	0.1732	0.2086	-0.2946	0.003017	-1.308	-0.3421	0.04759	0.1266	-0.5753	-0.1339	-0.879	-1.367
GENE561X	HSI080C08	PEX6		0.9105	-0.09053	-1.319	-0.518	-1.375	-2.256	-0.6156	1.172	-0.2306	-0.4239	-0.3357	-0.6101	-1.165	-0.8179	-1.652	-0.42	-0.5172	1.566	1.117	1.347	-0.2822	2.231	0.3953	0.02212	1.133	0.04677	1.261	1.49	0.6209	-0.2407	0.5657	1.217	-0.0009336	-1.381	-1.343	-1.888	2.29	0.008602	1.675	0.6548	0.4675	0.3154	-1.862	-0.6993	-1.463	0.2829	1.307	0.1389	0.9915	-0.3323	0.9216	0.4863	-0.4227	0.007904	0.4091	-0.3987	0.5406	0.514	-0.1416	-0.4264	-0.1711	0.2356	-1.149	0.5882	-0.6342	-1.141	0.1282	-0.7341
GENE851X	HSI046B03	TOM1L2		0.1561	-0.9172	-0.751	0.1227	-0.4811	-0.8364	-1.897	-0.1742	-0.4752	0.3886	-0.217	-1.42	-3.334	-0.1498	-0.8368	-0.2487	-0.6396	-0.1835	-1.207	-0.009748	0.9694	1.029	0.247	0.08141	0.4471	0.6451	2.353	0.7226	0.08043	0.2818	0.00314	0.8149	0.1531	0.7639	1.534	-1.532	-0.5786	-0.6959	0.6763	0.9808	1.781	1.239	-0.2271	-0.1341	-1.093	1.637	1.299	1.067	1.927	1.336	0.792	-0.5192	-0.6995	0.1393	0.2853	-0.2421	0.5251	0.6992	-0.4585	-0.6361	-0.698	0.2818	-0.7702	1.029	-1.71	-1.263	-0.8483	-0.6039
GENE965X	HSI058A09	TBC1D2B		-0.3185	-0.7106	-0.3138	-0.1191	0.7292	-0.2078	-1.817	-0.5722	-1.112	-0.286	-1.54	-0.7764	-1.471	-0.6548	0.3331	0.6327	0.7567	0.5918	0.01063	-0.04811	2.234	1.729	-0.6047	-0.4789	-0.7383	-0.3323	3.296	1.141	0.7418	-1.437	-0.6269	0.1903	-1.338	-0.6584	0.6007	-0.7698	-0.8287	-0.8577	1.377	1.035	1.272	1.276	-0.1127	0.9801	0.6207	1.586	0.4421	-0.7103	0.2791	-0.19	-0.5105	-0.2783	0.6285	1.369	1.133	-0.2919	0.4813	0.5274	-0.4757	0.3016	-0.6069	-0.8221	-0.961	1.479	-1.55	-1.161	-0.7636	-0.7235
GENE686X	HSI070B02	TEX264		-0.1385	-0.9758	-0.07176	-0.0122	-0.5631	-1.042	-0.7023	-0.3557	-1.922	-1.377	0.4099	-1.229	-2.632	-0.3187	-0.3737	-1.221	-1.284	-0.1769	0.9904	2.612	1.22	1.377	0.6939	-0.9284	1.573	0.9029	2.529	1.472	0.3284	1.007	0.613	1.062	-0.1544	0.09744	0.8805	0.119	1.294	0.06625	0.01338	-0.173	0.98	-0.02419	0.6189	-0.7528	-0.9976	0.2153	-0.04504	-1.057	-0.1043	-1.232	-1.476	1.87	0.6657	0.8896	0.2705	-1.04	-0.1875	-0.2359	-0.04914	0.1477	-1.331	0.06913	0.1509	0.6524	-0.07818	-0.4717	-0.7079	-0.3504
GENE725X	HSI033G02	BSCL2		0.109	-1.171	-1.235	-0.6245	-0.3214	-1.871	-1.281	0.4304	-1.025	-0.7195	-0.3698	-1.064	-2.415	-0.01947	-0.6696	-1.29	-1.194	0.3637	0.942	1.996	1.622	0.2219	0.3967	-0.3835	1.655	0.7506	2.057	1.574	0.3411	0.6761	0.1975	2.363	1.375	2.046	1.13	0.1224	1.579	0.6086	0.05866	-0.5043	-0.2311	0.6591	-0.3814	-0.5689	-0.9722	-0.3906	-0.07575	-1.2	-0.4869	-0.6669	-0.8151	1.043	0.6221	0.5976	0.8728	0.03498	-0.3322	-0.4336	-0.4672	-0.7065	-1.064	-0.7888	-0.1227	0.1964	-0.7153	-0.6435	0.3841	0.1936
GENE2071X	HSI066H06	TCTA		0.2847	-1.177	-1.059	-0.1017	-0.4974	-0.9206	-1.021	0.5053	-1.402	-0.6569	-0.4404	-1.018	-1.491	-0.06257	-0.7799	-2.073	-1.633	0.1461	0.2966	2.297	0.5276	0.9431	0.9954	-0.1173	2.307	0.7331	1.791	1.576	-0.1756	1.003	0.7599	1.685	1.323	0.1504	0.3005	0.6953	1.317	0.6812	-0.1525	-1.432	-0.21	1.389	1.58	-1.109	-1.505	0.4971	0.928	-0.7963	-0.7646	-1.412	-0.379	1.184	0.4061	1.123	-0.1612	-0.008909	-0.401	-0.3665	-0.7366	-0.8811	-0.4403	-0.6547	-0.77	0.1366	0.09242	-0.2306	-0.2124	-0.4036
GENE1426X	HSI068G10	SERTAD3		-0.3344	-1.364	-1.012	0.03442	-0.3272	-1.269	0.9584	1.431	0.566	-0.406	0.9531	-1.043	-1.528	-0.6806	-0.7431	-2.249	-1.747	-1.341	-1.305	3.471	0.7321	1.163	-0.143	-0.7573	0.4307	-0.1071	1.097	0.6281	-0.7699	0.4515	0.4141	1.082	0.759	1.083	1.184	0.3275	1.218	-0.224	0.1513	-0.4985	1.192	0.5628	0.6728	-1.558	-1.026	-0.4449	0.02729	-0.6197	1.4	-0.4085	-0.2797	1.463	0.6421	0.4232	1.325	0.2507	-0.3791	-0.5945	-0.02304	0.03285	-0.1203	-0.3518	1.115	-0.1796	-0.9844	-0.3295	-0.7572	-1.335
GENE1948X	HSI027A11	LAMB2		0.4586	-0.4677	-0.1875	1.081	0.1087	-0.9116	-0.37	0.8719	0.3456	-0.4786	0.7727	-0.3653	-3.352	-0.8652	-0.3189	-1.901	-1.717	-0.5846	-0.8442	2.638	1.281	2.594	-1.056	-0.7906	-0.1452	-0.3155	1.217	1.348	0.0156	0.4986	0.6347	0.9088	0.4381	-1.961	-0.05814	0.2142	0.1262	-0.4881	0.9071	0.3695	0.8483	0.8032	0.1383	-0.2837	-0.2088	-0.8797	-0.5682	-0.5156	0.5236	-0.001372	-0.6244	0.8941	0.8716	0.9907	1.633	0.2468	0.05358	-0.02534	-0.2532	-0.1499	-1.39	-0.033	-0.6298	1.401	-1.019	-0.8703	-0.7554	0.1537
GENE1173X	HSI075G03	REEP6		-0.6938	-0.6943	0.09711	-0.2847	-1.47	-0.7058	-0.1993	-0.499	-0.5593	-1.296	-0.771	-1.497	0.2061	-1.315	-1.437	-1.493	-2.27	0.6754	0.3684	2.123	1.187	-0.9744	-0.677	-0.7659	-0.1371	-0.1344	2.572	0.03606	-0.3897	1.343	0.4915	1.223	-0.9127	0.0003468	1.087	0.4552	2.061	1.045	0.4895	-0.347	-0.2954	-0.05013	1.285	0.844	-0.3448	2.068	1.213	0.5728	0.2159	1.152	-0.1303	1.582	-0.356	0.4005	0.3992	0.6249	0.2696	0.2647	-0.1641	-0.3359	-1.29	-0.9028	-0.2033	0.4369	-1.242	-1.353	0.05969	-0.6575
GENE1337X	HSI022E10	CISH		0.07877	-0.3363	-0.4893	-0.02914	-0.6842	-0.738	0.2631	0.6203	0.1165	-1.014	0.5259	-1.794	-0.7728	-1.391	-1.185	-1.85	-2.491	-0.2	-0.1766	2.43	1.477	-0.4394	-1.58	-1.749	-0.994	-1.15	0.7851	-0.1305	0.2855	-1.493	-0.9804	-0.299	-0.86	1.038	0.5463	0.3001	0.9992	0.3006	0.58	-0.8283	0.1595	1.934	0.9467	1.118	-0.3131	1.987	1.043	0.07383	-0.5152	1.42	0.8936	1.193	0.7913	-0.837	0.9709	0.2162	-0.07281	-0.0094	0.2814	0.3863	-0.9063	0.9674	0.5994	1.458	-0.1129	-0.422	0.01387	0.04377
GENE1679X	HSI061H05	SELM		0.4449	-1.556	0.414	0.7388	-1.414	-0.8365	-0.8836	0.00471	-0.7913	-1.225	-1.244	-0.4437	-1.607	0.01305	-0.6807	-1.645	-1.882	0.05369	0.1494	1.587	1.945	1.619	-0.4463	-0.997	-0.4625	-0.7594	1.214	1.285	-0.2277	1.009	0.2312	0.9585	-0.6013	-0.06624	1.142	0.4984	1.834	0.8977	1.351	0.3567	0.9201	0.6906	1.57	-0.8636	-0.8695	0.3195	-0.1029	-0.6035	1.007	0.2891	1.013	1.549	0.4996	0.2142	1.562	0.8508	-0.5502	-0.6065	0.3447	0.1354	-0.9016	-1.361	-0.968	-0.0004358	-1.08	-1.481	-0.5088	-1.045
GENE2056X	HSI048D12	CHCHD5		0.4671	-1.969	-0.298	-0.2177	-1.484	-1.072	0.7739	1.589	-0.8136	-1.095	0.06965	-0.5241	-1.738	-0.1903	-1.135	-0.72	-2.014	-0.5667	-0.7217	1.801	1.829	0.9459	0.6088	-1.382	-0.1081	-0.6312	1.461	1.169	0.195	0.8668	-0.09263	1.925	-0.4055	1.539	1.208	-0.1857	1.891	0.8523	1.839	-0.7896	-0.08704	-0.5543	1.571	-0.3035	-0.9617	0.2558	-0.4689	-0.247	0.2013	-0.05706	0.3092	1.639	-0.9468	-0.5658	0.6533	0.4411	-0.2307	-0.576	-0.6873	-0.83	-0.4646	0.2259	-0.04676	0.4552	-0.6959	-1.38	0.7596	-0.2853
GENE831X	HSI026B03	GIYD2		-0.07843	-0.9729	-1.417	-0.8625	-1.061	-1.497	-0.4835	1.48	-0.3819	-1.103	-1.749	0.3227	-0.9194	1.263	-0.02948	0.234	-0.3622	0.495	0.3289	2.501	1.07	0.7007	-0.8629	-0.7284	-1.438	-1.48	1.78	0.7502	-0.6254	-0.1688	-1.172	-0.1652	-0.6131	2.178	0.4565	0.3965	1.791	1.27	0.7452	-0.9065	0.734	0.1904	0.6638	0.7005	-1.126	0.3261	0.1603	-0.7242	-0.3131	-0.7404	-0.06726	2.026	-0.05308	0.09909	1.659	0.5591	-0.9282	-0.875	-0.3607	-0.03836	-0.6183	-1.207	0.4142	0.7852	-0.4936	-1.31	0.8658	0.9866
GENE1987X	HSI079E11	LOC114984		0.4626	-0.9091	-1.005	-0.6219	-0.8734	-1.704	-0.4147	1.696	0.08715	-0.8239	-0.916	-0.666	1.438	-0.2656	-0.4985	-1.517	-2.103	0.08425	0.7381	2.148	2.155	0.704	-0.1609	0.1616	0.1084	0.1601	1.156	-0.09918	-0.6697	1.293	0.4045	0.8957	0.1984	0.9998	1.105	-0.6825	2.087	0.02073	1.085	-0.07653	1.502	0.3977	-0.1169	-0.8459	-0.5609	-1.355	-0.915	-1.203	-0.3097	-1.122	0.06443	1.786	1.16	0.2808	1.025	0.06114	-0.368	-0.3791	0.1436	0.04728	-0.06925	-1.129	-0.4005	1.297	-1.517	-1.473	-0.1022	-1.08
GENE476X	HSI157B08	SIX1		0.7759	0.9631	0.7421	0.136	1.11	-0.4137	1.259	0.2554	0.2763	0.594	1.277	-0.1497	0.003039	-0.8697	-1.32	-0.9759	-0.5905	-0.4042	-0.3801	2.985	1.931	0.4636	-2.352	-0.2741	-1.174	-1.086	1.464	-1.203	-1.639	0.6731	-0.7638	-0.3431	-0.6734	1.827	0.3076	-1.138	0.8178	0.8547	1.319	1.446	-1.142	-0.6819	-0.4579	-0.3661	0.5685	-0.2679	-1.463	-1.391	-0.04762	0.2316	0.7277	1.274	-0.6186	0.01266	-0.884	-1.162	0.5047	0.5283	0.1502	-0.2521	0.09529	1.323	-0.006031	0.01859	-0.7656	-0.4073	0.2621	-1.513
GENE2067X	HSI061D06	SIX1		0.1702	-0.006718	0.07449	-0.3738	-0.0345	-0.3243	-0.2814	-0.5068	-0.3673	-0.3211	0.04209	-0.9661	-0.4585	-0.2485	-0.5133	-0.5481	-1.111	-0.5497	0.122	1.631	1.954	0.3828	-0.6077	0.1354	-0.4759	-0.537	2.088	-1.116	-0.7539	-0.8521	-1.153	0.344	-0.7537	2.813	2.134	-1.328	2.222	1.154	2.843	1.904	-0.5383	-0.3495	-0.3599	0.2021	0.6306	-0.9787	-0.8477	-0.9513	-0.5654	-0.8462	-0.9977	1.689	-0.3123	0.008727	-1.019	-1.254	0.6001	0.7309	0.4384	-0.1924	-0.1271	0.7662	-0.125	-0.2875	-0.2928	-0.4507	0.4485	-0.8438
GENE1282X	HSI076H04	SLC39A4		-1.135	-2.792	-0.184	-0.07326	-0.6456	-1.736	1.687	2.36	-0.01938	0.04524	0.2595	-0.181	0.2415	0.1399	-0.4357	0.6731	0.3376	1.079	1.571	1.137	2.405	0.8328	-0.3567	-0.6275	0.7515	0.05313	0.9604	0.7044	-0.5128	0.7587	0.2862	-0.9525	-0.9617	2.684	1.6	-0.6096	-1.244	-1.181	1.339	-0.09763	-0.1402	0.301	-0.2577	-0.3603	0.2016	-1.065	-0.6986	-1.068	-0.8591	-1.059	0.1986	0.4033	0.1915	-0.8184	-0.03042	-0.9039	-0.8172	-0.6033	0.5052	0.1248	1.291	0.9058	-0.2783	-0.3521	-0.1066	-1.156	-0.6813	-1.029
GENE1964X	HSI049E11	HOXC10		-0.8157	-1.138	-0.1868	0.4705	0.2689	-0.8192	0.6526	1.669	0.3022	-0.7635	0.8767	-0.7193	1.316	-0.5975	-0.5124	0.2349	-0.8092	0.4165	-0.2002	1.346	4.293	-0.2597	-1.309	-1.198	-1.002	-0.8997	-0.4136	-0.8379	-0.5532	-0.6384	-1.075	0.1678	-1.141	1.545	1.121	-0.9756	-0.5432	-0.3584	1.597	1.114	1.082	0.5196	0.08797	0.3181	0.408	-0.9946	-0.6005	-0.6152	-0.4093	-0.4213	-0.5976	1.017	-0.9032	-1.42	-0.3947	-0.8221	-0.8914	-0.6358	1.108	1.183	-0.4322	1.095	-0.5368	-0.06436	0.7787	0.539	1.331	0.6457
GENE1893X	HSI132B11	FARP1		0.09404	-0.7353	-0.1144	0.6876	0.5193	0.9088	2.58	1.398	1.115	-0.7975	0.6605	-1.013	0.7264	-1.891	-2.152	-2.256	-1.284	-0.9801	-0.9536	0.5208	1.039	-0.6114	0.116	0.08572	0.9445	0.6479	0.6331	0.6026	-0.1869	0.5079	0.3727	2.571	0.4165	0.3265	-0.6627	-1.198	-0.7593	-1.18	0.8474	0.0528	-0.5183	-1.252	0.8247	-0.2571	0.925	-0.09238	0.531	0.3052	0.06851	-0.2798	-0.9165	0.4384	-1.926	0.2359	1.176	1.947	-0.06464	-0.07779	0.8388	0.8589	-1.242	-0.06931	-0.5189	-0.09031	-1.003	-0.8463	0.3396	-0.9342
GENE437X	HSI046D02	ATP7B		0.4111	-0.201	-1.77	-0.6065	0.8542	-1.538	0.4611	1.431	1.046	-0.9294	0.6293	-1.445	1.755	-0.7563	-1.192	-1.92	-1.603	-0.892	-1.711	0.8878	-0.02928	-0.4675	-0.7896	-0.3434	0.9943	0.615	2.125	1.018	-0.4589	-0.2112	-0.8095	-0.1779	0.2465	0.5397	-0.3557	-1.579	-0.7874	-0.6388	2.169	1.015	0.09531	0.3782	-0.1772	-0.3436	-0.9102	-0.8063	-0.4872	-0.9067	0.2275	-0.7142	-0.8636	0.659	-0.5616	0.2602	0.7851	1.425	-0.126	-0.2515	1.112	-0.02593	-0.8298	1.424	0.004407	0.7406	1.389	0.6211	1.005	1.892
GENE1738X	HSI013G05	DUSP5		-0.03644	-0.2567	-0.4256	0.9545	-1.138	-0.5139	1.128	1.094	1.045	0.3854	0.009374	-2.038	0.255	-0.8227	-1.205	-1.989	-1.71	0.742	0.9595	0.6171	0.7625	1.051	0.281	-0.1541	0.7471	0.4046	2.427	1.76	-0.0563	-1.178	-0.1198	0.7291	0.4682	1.089	-1.585	-0.2914	0.08714	0.5324	0.4744	-0.6579	-1.103	-0.985	-0.8808	-1.551	-0.4806	0.3579	0.6686	-1.445	-0.07316	-0.8199	-0.8396	0.1994	0.06788	1.714	0.459	1.322	-1.542	-1.358	-0.6736	-1.278	0.6082	0.8588	-1.033	0.7491	0.5541	0.3761	0.726	1.581
GENE1046X	HSI035F09	ATP8A2		-0.6952	-0.8127	2.554	1.722	-0.9338	-1.37	-0.4833	-1.119	-0.1287	-0.2556	-0.2102	0.5064	-0.6621	-0.3066	-0.4841	-0.4152	-0.3421	-0.8275	-0.8634	-0.838	-0.2644	-0.2634	0.01871	0.6694	2.742	2.066	3.86	-0.9814	-0.7012	0.3052	0.04523	0.1329	0.005473	1.61	0.04238	-0.9976	-0.5745	-0.7715	1.238	1.771	-0.0578	0.4691	-0.4124	-0.7841	-0.5954	-1.345	-0.8016	0.4879	0.4095	-0.6505	-0.09417	-0.6826	-0.411	0.9254	-0.1264	0.8743	-0.4536	-0.4469	-0.6313	0.7573	0.1042	-0.2776	-0.4761	-1.023	-0.2649	0.5189	0.3782	0.6205
GENE631X	HSI039D08	SERPINA6		0.1042	-0.4901	-0.972	0.1239	1.002	-0.7245	-0.2212	3.346	0.2346	-0.6209	-0.5814	-0.1183	0.4126	0.1284	-0.32	-0.3529	-0.7288	-0.4879	0.08713	0.1436	-0.1808	0.2134	-0.005844	0.1393	4.19	0.09305	2.205	-0.4536	-0.3578	-0.593	-0.5643	0.1039	-0.4847	0.4074	-0.4819	-0.445	-0.9428	-1.135	-0.1016	-0.3862	-0.5134	0.3149	-0.4166	1.555	-0.348	-0.883	-0.571	-0.2777	-0.692	-1.023	-1.039	-0.6766	0.1631	-0.3354	0.6432	-0.6036	-0.429	-0.519	-0.1678	-0.3101	2.514	-0.706	1.497	-0.5752	-0.3957	-0.4488	2.26	0.8023
GENE708X	HSI014G08	ENO2		-0.2483	-0.8344	-0.5175	0.2706	-0.07209	-0.5789	-0.5683	1.455	0.5388	0.04021	-1.092	-0.9492	-0.51	1.549	0.1969	-0.4581	-1.355	-0.9053	-1.462	-0.8683	1.317	2.06	0.9046	0.1112	2.187	1.483	2.273	0.4307	-1.024	1.647	1.1	2.678	1.064	0.2919	-0.1984	-0.1051	-0.3198	-0.471	-0.09433	-0.6527	0.953	1.068	-0.4744	0.3246	-0.3563	-1.108	-0.592	-0.6831	-0.3793	-0.2349	1.162	-1.25	0.0123	0.4819	0.898	-1.1	0.01726	-0.09035	-1.45	-1.256	0.8381	-0.6573	-0.5588	-0.1934	-0.8821	-0.3689	-1.288	-1.147
GENE336X	HSI037G07	ZNF703		-1.449	-1.109	-1.125	-0.6634	-0.8794	-0.445	-1.135	-0.6609	-0.8976	-0.5876	2.037	-2.241	-0.6823	-1.05	-1.044	0.2597	0.2644	0.3583	0.1402	-0.0468	1.841	-0.4866	-0.1751	-0.5774	0.6799	0.2294	1.896	1.837	0.2862	0.02232	-0.2066	-0.2672	-1.739	1.39	0.3793	-1.389	1.46	1.615	1.191	-0.3383	-0.3138	-0.3191	-0.3364	0.02557	-0.09662	-0.3605	-0.0009286	-0.02437	-0.1856	-1.231	0.7054	0.6666	-0.7725	-0.7979	-0.1446	-1.477	0.4792	0.3828	-0.4837	-0.6687	1.046	2.855	0.1679	0.5806	1.339	0.3	0.7142	1.259
