Affy ID	Accession	Gene Symbol	Description	Ctrl mean	Ctrl SD	SD/mean Ctrl	BC mean	BC SD	SD/mean BC	BC/ctrl	direction	P-value
216449_x_at	AK025862	TRA1; GP96; GRP94	tumor rejection antigen (gp96) 1	0.77	0.25	0.33	1.03	0.31	0.30	1.34	up	0.005067366
216511_s_at	AJ270770		transcription factor 7-like 2 (T-cell specific, HMG-box)	0.84	0.27	0.32	1.15	0.40	0.35	1.36	up	0.015718787
216538_at	AL049351		MRNA; cDNA DKFZp566C093 (from clone DKFZp566C093)	0.87	0.22	0.25	1.10	0.22	0.20	1.26	up	0.036169262
216540_at	X61072	TRA@	TCR V alpha 14.1/J alpha 32/C alpha =melanoma antigen-specific T-cell receptor alpha chain {V-J-C junction, alternatively spliced, clone TIL C10-1} [human, CD8+ tumor-infiltrating lymphocytes, mRNA Partial, 108 nt]	1.26	0.32	0.26	1.00	0.27	0.27	0.79	down	0.007553592
216570_x_at	AL096829		ribosomal protein L29	1.20	0.29	0.24	1.02	0.26	0.25	0.85	down	0.02664114
216804_s_at	AK027217	LIM	LIM protein (similar to rat protein kinase C-binding enigma)	0.84	0.17	0.20	1.11	0.39	0.35	1.32	up	0.007553592
217294_s_at	U88968	ENO1; NNE; PPH; MPB1; MBP-1; ENO1L1	enolase 1, (alpha)	0.83	0.17	0.21	1.15	0.74	0.64	1.39	up	0.012741388
217299_s_at	AK001017	NBS1	Nijmegen breakage syndrome 1 (nibrin)	0.89	0.27	0.30	1.41	0.95	0.67	1.57	up	0.02664114
217317_s_at	AB002391	MN7	similar to KIAA0393 protein	1.31	0.34	0.26	1.09	0.40	0.37	0.83	down	0.005964279
217371_s_at	Y09908	IL-15	interleukin 15	0.87	0.29	0.33	1.14	0.51	0.44	1.32	up	0.032073358
217388_s_at	D55639	KYNU	kynureninase (L-kynurenine hydrolase)	0.88	0.28	0.32	1.04	0.40	0.39	1.18	up	0.036191734
217614_at	AI439416	na	minor histocompatibility antigen HA-1	1.14	0.19	0.17	1.00	0.23	0.23	0.88	down	0.028361428
217659_at	AA457019		Transcribed sequence with moderate similarity to protein sp:P39194 (H.sapiens) ALU7_HUMAN Alu subfamily SQ sequence contamination warning entry	1.05	0.17	0.16	0.94	0.29	0.31	0.89	down	0.034071627
217740_x_at	NM_000972	RPL7A	ribosomal protein L7a /// ribosomal protein L7a	1.17	0.18	0.15	0.98	0.17	0.18	0.83	down	0.003934113
217802_s_at	NM_022731	NUCKS	nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate /// nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate	0.76	0.20	0.27	1.00	0.28	0.28	1.32	up	0.006454409
217807_s_at	NM_015710	GLTSCR2	glioma tumor suppressor candidate region gene 2 /// glioma tumor suppressor candidate region gene 2	1.07	0.15	0.14	0.90	0.30	0.34	0.84	down	0.040700539
217862_at	N24868	PIAS1	protein inhibitor of activated STAT, 1	0.99	0.24	0.24	1.14	0.22	0.19	1.16	up	0.018018373
217950_at	NM_015953	NOSIP	nitric oxide synthase interacting protein	1.28	0.39	0.30	1.05	0.35	0.33	0.82	down	0.011846416
217965_s_at	NM_013260	HCNGP	transcriptional regulator protein /// transcriptional regulator protein	1.06	0.08	0.08	1.01	0.16	0.16	0.95	down	0.034071627
218032_at	AF070673	SNN	stannin /// stannin	1.21	0.24	0.20	0.94	0.17	0.18	0.78	down	6.30E-04
218036_x_at	NM_015938	CGI-07	CGI-07 protein /// CGI-07 protein	0.86	0.20	0.24	1.17	0.39	0.33	1.37	up	0.030171071
218131_s_at	NM_017660	p66alpha	p66 alpha	1.21	0.31	0.26	1.07	0.36	0.34	0.88	down	0.02664114
218135_at	NM_016570	LOC51290	PTX1 protein	0.96	0.11	0.12	1.19	0.34	0.29	1.24	up	0.030171071
218154_at	NM_024736	FLJ12150	gasdermin domain containing 1	1.12	0.12	0.11	0.98	0.21	0.21	0.88	down	0.006454409
218192_at	NM_016291	IHPK2	inositol hexaphosphate kinase 2 /// inositol hexaphosphate kinase 2	1.07	0.14	0.13	0.97	0.28	0.29	0.90	down	0.028361428
218197_s_at	NM_018002	OXR1	oxidation resistance 1	0.86	0.23	0.26	1.13	0.31	0.27	1.32	up	0.004658583
218247_s_at	NM_016626	LOC51320	ring finger and KH domain containing 2	0.91	0.27	0.30	1.09	0.34	0.32	1.19	up	0.023455726
218283_at	NM_016305	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2 /// synovial sarcoma translocation gene on chromosome 18-like 2	1.14	0.24	0.21	1.02	0.18	0.17	0.89	down	0.043092809
218302_at	NM_018468		presenilin enhancer 2	0.85	0.26	0.31	1.17	0.52	0.44	1.38	up	4.50E-04
218362_s_at	NM_014953	DIS3	KIAA1008	1.11	0.21	0.19	0.97	0.18	0.18	0.87	down	0.034071627
218426_s_at	NM_019011	TRIAD3	TRIAD3 protein /// TRIAD3 protein	1.14	0.21	0.18	0.95	0.13	0.14	0.84	down	0.040676371
218465_at	NM_018126	FLJ10525	hypothetical protein FLJ10525	0.89	0.13	0.15	1.04	0.38	0.37	1.16	up	0.032094185
218521_s_at	NM_018299	STAU2	hypothetical protein FLJ11011	0.84	0.12	0.15	1.06	0.38	0.35	1.27	up	0.010232337
218549_s_at	NM_016033	CGI-90	CGI-90 protein	0.92	0.15	0.17	1.14	0.47	0.41	1.24	up	0.030171071
218602_s_at	NM_017645	FLJ20060	family with sequence similarity 29, member A	0.89	0.17	0.19	1.13	0.25	0.22	1.28	up	0.02664114
218659_at	NM_018263	KIAA1685	additional sex combs like 2 (Drosophila)	1.15	0.21	0.18	1.03	0.27	0.26	0.90	down	0.036191734
218735_s_at	AA349848	AF020591	zinc finger protein 544	1.13	0.14	0.12	1.01	0.16	0.16	0.89	down	0.006985679
218791_s_at	NM_024713	FLJ22557	hypothetical protein FLJ22557	1.22	0.31	0.26	0.93	0.23	0.24	0.77	down	0.012741388
218859_s_at	NM_016649	C20orf6	chromosome 20 open reading frame 6	0.91	0.23	0.26	1.11	0.21	0.19	1.22	up	0.011014583
218883_s_at	NM_024629	FLJ23468	KSHV latent nuclear antigen interacting protein 1	0.90	0.25	0.28	1.47	1.13	0.77	1.63	up	0.034071627
218909_at	NM_012424	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1 /// ribosomal protein S6 kinase, 52kDa, polypeptide 1	0.84	0.20	0.24	1.02	0.21	0.21	1.21	up	0.043092809
218911_at	NM_006530	GAS41	glioma-amplified sequence-41 /// glioma-amplified sequence-41	0.84	0.17	0.20	1.18	0.33	0.28	1.39	up	0.007553592
218930_s_at	NM_018374	FLJ11273	hypothetical protein FLJ11273	0.87	0.16	0.18	1.00	0.20	0.20	1.15	up	0.036191734
218949_s_at	NM_018292	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	1.20	0.22	0.18	1.00	0.41	0.41	0.83	down	0.011846416
219015_s_at	NM_018466	MDS031	uncharacterized hematopoietic stem/progenitor cells protein MDS031	0.85	0.17	0.21	1.01	0.22	0.22	1.18	up	0.02664114
219155_at	NM_012417	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1 /// phosphatidylinositol transfer protein, cytoplasmic 1	1.19	0.20	0.17	1.01	0.29	0.29	0.85	down	0.004658583
219161_s_at	NM_016951	CKLF	chemokine-like factor /// chemokine-like factor	1.14	0.19	0.16	1.03	0.31	0.31	0.90	down	0.023455726
219163_at	NM_017656	FLJ20079	zinc finger protein 562	0.83	0.17	0.21	1.12	0.29	0.26	1.35	up	0.005957871
219350_s_at	NM_019887	SMAC	diablo homolog (Drosophila) /// diablo homolog (Drosophila)	1.13	0.18	0.16	1.02	0.16	0.15	0.91	down	0.045648446
219351_at	NM_014563	SEDL	spondyloepiphyseal dysplasia, late /// spondyloepiphyseal dysplasia, late	1.18	0.19	0.16	0.97	0.17	0.17	0.82	down	3.58E-04
219399_at	NM_018362	LIN7C	lin-7 homolog C (C. elegans) /// lin-7 homolog C (C. elegans)	0.85	0.21	0.24	1.28	0.50	0.39	1.51	up	0.010232337
219421_at	NM_012382	OSRF	osmosis responsive factor /// osmosis responsive factor	0.88	0.17	0.20	1.08	0.24	0.22	1.22	up	0.023455726
219426_at	NM_024852	EIF2C3	eukaryotic translation initiation factor 2C, 3	0.91	0.21	0.23	1.11	0.26	0.23	1.23	up	0.021984286
219517_at	NM_025165	FLJ22637	elongation factor RNA polymerase II-like 3	1.26	0.28	0.23	1.00	0.22	0.22	0.79	down	0.006454409
219574_at	NM_017923	FLJ20668	hypothetical protein FLJ20668	0.81	0.16	0.20	1.13	0.38	0.34	1.39	up	5.05E-04
219607_s_at	NM_024021	MS4A4A	membrane-spanning 4-domains, subfamily A, member 4 /// membrane-spanning 4-domains, subfamily A, member 4	0.75	0.27	0.36	1.98	3.08	1.56	2.62	up	0.001583001
219627_at	NM_024910	FLJ12700	hypothetical protein FLJ12700	1.11	0.14	0.12	0.89	0.20	0.22	0.80	down	0.001179099
219634_at	NM_018413	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11 /// carbohydrate (chondroitin 4) sulfotransferase 11	1.13	0.14	0.13	0.92	0.27	0.29	0.82	down	0.008807338
219676_at	NM_025231	ZNF435	zinc finger protein 435	1.14	0.15	0.13	0.99	0.24	0.25	0.86	down	0.006992892
219762_s_at	NM_015414	RPL36	ribosomal protein L36 /// ribosomal protein L36	1.24	0.31	0.25	1.00	0.33	0.33	0.81	down	0.040676371
219793_at	NM_022133	SNX16	sorting nexin 16 /// sorting nexin 16	0.68	0.29	0.42	1.07	0.29	0.27	1.57	up	8.65E-04
219939_s_at	NM_007158	D1S155E	NRAS-related gene /// NRAS-related gene	1.12	0.16	0.15	1.02	0.22	0.21	0.91	down	0.045648446
220238_s_at	NM_018846	SBBI26	kelch-like 7 (Drosophila)	0.84	0.27	0.33	1.14	0.39	0.34	1.37	up	0.003934113
220338_at	NM_018037	FLJ10244	Ral-A exchange factor RalGPS2	1.32	0.37	0.28	1.14	0.57	0.50	0.86	down	0.013668535
220342_x_at	NM_017992	C1orf22	chromosome 1 open reading frame 22	0.82	0.23	0.28	1.04	0.31	0.30	1.26	up	0.012741388
220408_x_at	NM_017569	P38IP	transcription factor (p38 interacting protein) /// transcription factor (p38 interacting protein)	1.15	0.21	0.19	1.02	0.15	0.14	0.88	down	0.028380669
220704_at	NM_018563	ZNFN1A1	zinc finger protein, subfamily 1A, 1 (Ikaros)	1.12	0.20	0.18	1.05	0.27	0.25	0.93	down	0.048269105
220712_at	NM_024984		Transcribed sequence with moderate similarity to protein sp:P39188 (H.sapiens) ALU1_HUMAN Alu subfamily J sequence contamination warning entry	1.19	0.27	0.22	1.04	0.25	0.24	0.88	down	0.038369689
220800_s_at	NM_014547	TMOD3	tropomodulin 3 (ubiquitous) /// tropomodulin 3 (ubiquitous)	0.86	0.16	0.18	1.06	0.51	0.49	1.23	up	0.038369689
220960_x_at	NM_000983	RPL22	ribosomal protein L22	1.13	0.16	0.14	1.00	0.20	0.20	0.89	down	0.030171071
221011_s_at	NM_030915	LBH	likely ortholog of mouse limb-bud and heart gene /// likely ortholog of mouse limb-bud and heart gene	1.18	0.26	0.22	0.89	0.36	0.41	0.76	down	0.007553592
221211_s_at	NM_020152	C21orf7	chromosome 21 open reading frame 7 /// chromosome 21 open reading frame 7	1.55	0.55	0.35	0.73	0.45	0.61	0.47	down	7.00E-04
221234_s_at	NM_021813	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2 /// BTB and CNC homology 1, basic leucine zipper transcription factor 2 /// BTB and CNC homology 1, basic leucine zipper transcription factor 2	1.23	0.22	0.18	1.03	0.45	0.44	0.84	down	0.022000545
221267_s_at	NM_031213	MGC5244	chromosome 19 open reading frame 27 /// chromosome 19 open reading frame 27	0.89	0.16	0.18	1.00	0.20	0.20	1.13	up	0.025024684
221326_s_at	NM_016261	TUBD1	tubulin, delta 1 /// tubulin, delta 1	1.11	0.22	0.20	1.00	0.19	0.19	0.90	down	0.045622534
221472_at	Z97053		chromosome 20 open reading frame 121	1.13	0.22	0.20	1.06	0.25	0.23	0.94	down	0.043092809
221473_x_at	U49188	TDE1	tumor differentially expressed 1	0.95	0.35	0.37	1.13	0.25	0.22	1.19	up	0.005061696
221475_s_at	NM_002948	RPL15	ribosomal protein L15	1.21	0.29	0.24	0.97	0.24	0.25	0.80	down	0.02664114
221483_s_at	AF084555	ARPP-19	cyclic AMP phosphoprotein, 19 kD /// cyclic AMP phosphoprotein, 19 kD	1.15	0.20	0.17	1.03	0.13	0.13	0.90	down	0.045622534
221503_s_at	AF034756	KPNA3	karyopherin alpha 3 (importin alpha 4)	0.92	0.26	0.28	1.08	0.18	0.17	1.17	down	0.008160128
221553_at	AL136636	DKFZp564K142	implantation-associated protein	0.89	0.16	0.18	1.09	0.38	0.35	1.22	down	0.011846416
221564_at	AL570294	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)	1.09	0.15	0.14	0.99	0.12	0.12	0.91	down	0.043092809
221601_s_at	AI084226	TOSO	regulator of Fas-induced apoptosis	1.17	0.22	0.19	0.93	0.42	0.45	0.79	down	0.008168216
221619_s_at	AF189289	MTCH1	mitochondrial carrier homolog 1 (C. elegans) /// mitochondrial carrier homolog 1 (C. elegans)	1.10	0.16	0.14	0.99	0.16	0.16	0.90	down	0.043092809
221626_at	AL136548	DKFZp761G1812	zinc finger protein 506	1.18	0.29	0.24	0.96	0.28	0.30	0.81	down	0.005061696
221643_s_at	AF016005	RERE	arginine-glutamic acid dipeptide (RE) repeats	1.28	0.36	0.28	0.94	0.30	0.32	0.74	down	0.019268589
221648_s_at	AK025651	PNAS-4	CGI-146 protein	1.16	0.27	0.23	0.98	0.34	0.35	0.84	down	0.043092809
221695_s_at	AF239798	MAP3K2	mitogen-activated protein kinase kinase kinase 2 /// mitogen-activated protein kinase kinase kinase 2	0.83	0.30	0.36	1.10	0.41	0.37	1.33	down	0.023455726
221700_s_at	AF348700	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1 /// ubiquitin A-52 residue ribosomal protein fusion product 1	1.11	0.13	0.12	1.01	0.11	0.11	0.91	down	0.036191734
221702_s_at	AF353992	BLP2	BBP-like protein 2 /// BBP-like protein 2	1.08	0.13	0.12	0.97	0.14	0.15	0.91	down	0.006454409
221742_at	BF037823		CUG triplet repeat, RNA binding protein 1	1.15	0.24	0.21	1.03	0.18	0.17	0.90	down	0.040676371
221753_at	AI651213	SSH1	slingshot 1	0.88	0.22	0.25	1.16	0.30	0.26	1.31	down	0.003308497
221761_at	AA628948	ADSS	adenylosuccinate synthase	0.85	0.19	0.23	1.32	0.77	0.58	1.56	down	0.019268589
221765_at	AI378044	UGCG	UDP-glucose ceramide glucosyltransferase	0.84	0.25	0.30	2.75	3.79	1.38	3.28	down	0.006985679
221775_x_at	BG152979	RPL22	ribosomal protein L22	1.13	0.15	0.13	0.96	0.19	0.20	0.86	down	0.008807338
221829_s_at	AI307759	KPNB2	transportin 1	0.69	0.33	0.48	1.25	0.42	0.34	1.82	down	1.73E-04
221830_at	AI302106	RAP2A	RAP2A, member of RAS oncogene family	0.71	0.33	0.46	0.94	0.25	0.27	1.32	down	0.009506378
221865_at	BF969986	DKFZp547P234	chromosome 9 open reading frame 91	1.23	0.38	0.31	0.93	0.25	0.27	0.76	down	0.025024684
221972_s_at	AL571362	Cab45	calcium binding protein Cab45 precursor	0.80	0.33	0.42	1.05	0.18	0.18	1.31	down	0.001916633
221985_at	AW006750	FLJ20059	DRE1 protein	0.92	0.11	0.12	1.04	0.18	0.18	1.13	down	0.030171071
222024_s_at	AK022014	AKAP13	A kinase (PRKA) anchor protein 13	0.84	0.24	0.28	1.21	0.40	0.33	1.45	down	0.002309612
222061_at	AA700015	CD58	CD58 antigen, (lymphocyte function-associated antigen 3)	1.16	0.30	0.26	1.01	0.30	0.30	0.87	down	0.02664114
222115_x_at	BC003693	N-PAC	cytokine-like nuclear factor n-pac	0.88	0.22	0.26	0.97	0.15	0.16	1.10	down	0.019283461
222158_s_at	AF229834	PNAS-4	CGI-146 protein	0.75	0.27	0.36	1.10	0.22	0.20	1.47	down	0.002309612
222239_s_at	AL117626	DDX26	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26 /// DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26	0.90	0.17	0.19	1.18	0.26	0.22	1.31	down	0.011014583
222244_s_at	AK000749	FLJ20618	hypothetical protein FLJ20618	1.08	0.15	0.14	0.97	0.24	0.25	0.90	down	0.043092809
222275_at	AI039469	MRPS30	mitochondrial ribosomal protein S30	1.11	0.19	0.17	0.95	0.17	0.18	0.86	down	0.02664114
222307_at	AI695595		hypothetical protein LOC282997	1.19	0.18	0.16	1.04	0.26	0.25	0.88	down	0.015718787
222380_s_at	AI907083		programmed cell death 6	1.25	0.35	0.28	1.08	0.27	0.25	0.87	down	0.045622534
222413_s_at	AW137099	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	0.77	0.27	0.35	1.00	0.24	0.24	1.29	down	0.007553592
222437_s_at	BC004419	NEDF	vacuolar protein sorting 24 (yeast)	1.19	0.16	0.13	1.05	0.18	0.17	0.88	down	0.002530978
222471_s_at	AI743396	KCMF1	potassium channel modulatory factor 1	1.13	0.18	0.16	1.04	0.16	0.15	0.92	down	0.032073358
222475_at	AK023157	HCNGP	transcriptional regulator protein	1.10	0.16	0.15	0.99	0.20	0.20	0.90	down	0.02664114
222493_s_at	AW303359	TEX27	testis expressed sequence 27	0.90	0.18	0.20	1.04	0.29	0.28	1.16	down	0.030171071
222503_s_at	BF593261	FLJ10904	hypothetical protein FLJ10904	0.94	0.16	0.17	1.04	0.19	0.18	1.12	down	0.048269105
222522_x_at	BG393476	MRPS10	mitochondrial ribosomal protein S10	0.91	0.18	0.20	1.04	0.16	0.15	1.14	down	0.036169262
222528_s_at	BG251467	MSCP	mitochondrial solute carrier protein	0.75	0.48	0.65	1.06	0.39	0.37	1.42	down	0.034071627
222529_at	BG251467	MSCP	mitochondrial solute carrier protein	0.80	0.38	0.47	1.18	0.37	0.32	1.47	down	0.023455726
222538_s_at	AW467472	APPL	adaptor protein containing pH domain, PTB domain and leucine zipper motif 1	0.85	0.14	0.17	1.08	0.22	0.21	1.27	down	0.001583001
222540_s_at	BG286920	HBXAP	hepatitis B virus x associated protein	0.89	0.28	0.31	1.09	0.28	0.26	1.23	down	0.028380669
222544_s_at	AI697751	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	1.20	0.30	0.25	1.02	0.33	0.32	0.85	down	0.028361428
222553_x_at	AL541048		oxidation resistance 1	0.86	0.27	0.32	1.01	0.18	0.18	1.18	down	0.030171071
222562_s_at	BF060683	TNKS2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	0.89	0.18	0.20	1.05	0.20	0.19	1.18	down	0.020589577
222600_s_at	AB014773	FLJ10808	hypothetical protein FLJ10808	0.80	0.18	0.22	1.07	0.25	0.24	1.33	down	0.004288241
222616_s_at	AI806796	USP16	ubiquitin specific protease 16	0.83	0.21	0.25	1.03	0.23	0.23	1.25	down	0.007553592
222633_at	AF268193	IRA1	likely ortholog of mouse IRA1 protein	0.81	0.20	0.25	1.10	0.38	0.34	1.35	down	0.003614061
222634_s_at	AF314544	IRA1	likely ortholog of mouse IRA1 protein	0.87	0.20	0.22	1.06	0.25	0.23	1.22	down	0.028380669
222679_s_at	AW468880	RP42	RP42 homolog	0.95	0.36	0.37	1.43	0.53	0.37	1.50	down	0.011846416
222687_s_at	R12678		phytoceramidase, alkaline	0.84	0.29	0.34	1.19	0.60	0.51	1.42	down	0.001436014
222688_at	R12678		phytoceramidase, alkaline	0.89	0.32	0.37	1.36	1.00	0.73	1.53	down	0.034071627
222698_s_at	AF208694	IMPACT	hypothetical protein IMPACT	0.73	0.26	0.35	1.01	0.30	0.29	1.39	down	0.005067366
222714_s_at	BC000878	CGI-83	lactamase, beta 2	0.76	0.22	0.28	0.99	0.24	0.25	1.30	down	0.006985679
222737_s_at	AI674162	BRD7	bromodomain containing 7	0.92	0.33	0.36	1.07	0.22	0.21	1.16	down	0.02664114
222787_s_at	AV705186	FLJ11273	hypothetical protein FLJ11273	0.85	0.49	0.57	1.12	0.34	0.30	1.31	down	0.005494224
222789_at	R45958		hypothetical protein FLJ11220	0.91	0.16	0.17	1.11	0.29	0.26	1.22	down	0.008168216
222793_at	AK023661	RIG-I	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	1.22	0.28	0.23	1.02	0.21	0.21	0.83	down	0.032073358
222808_at	BC005336	MDS031	uncharacterized hematopoietic stem/progenitor cells protein MDS031	0.78	0.37	0.48	1.02	0.39	0.38	1.31	down	0.007553592
222824_at	AW237290	SEC61A2	Sec61 alpha 2 subunit (S. cerevisiae)	1.13	0.14	0.13	0.94	0.17	0.18	0.84	down	0.001301052
222825_at	BF435752	CGI-77	CGI-77 protein	0.85	0.25	0.29	1.06	0.27	0.26	1.25	down	0.045622534
222826_at	BC004819	PLDN	pallidin homolog (mouse)	0.74	0.36	0.49	1.18	0.36	0.30	1.60	down	0.018018373
222832_s_at	AA746206	GL004	GL004 protein	0.91	0.13	0.14	1.11	0.31	0.28	1.21	down	0.038369689
222850_s_at	BF590675	FLJ14281	hypothetical protein FLJ14281	0.80	0.27	0.34	1.14	0.38	0.33	1.42	down	0.001436014
222955_s_at	AF168713	HT011	similar to uncharacterized hypothalamus protein HT011	1.23	0.25	0.20	1.01	0.16	0.16	0.82	down	0.004658583
222981_s_at	BC000896	RAB10	RAB10, member RAS oncogene family	0.89	0.18	0.20	1.21	0.64	0.53	1.36	down	0.032073358
223031_s_at	AL136921	RFWD1	ring finger and WD repeat domain 1	1.16	0.22	0.19	0.95	0.19	0.20	0.82	down	0.018018373
223050_s_at	BC000850	FBXW5	F-box and WD-40 domain protein 5	0.94	0.11	0.12	1.00	0.13	0.13	1.06	down	0.040676371
223051_at	AF277178	HSPC182	HSPC182 protein	1.06	0.16	0.15	0.97	0.11	0.11	0.91	down	0.022000545
223059_s_at	BC004872	MGC11034	chromosome 10 open reading frame 45	0.91	0.12	0.13	1.15	0.44	0.39	1.26	down	0.043092809
223070_at	AF085359	SELK	selenoprotein K	1.19	0.18	0.15	1.09	0.26	0.24	0.91	down	0.030171071
223071_at	AL136667	HSPC039	HSPC039 protein	0.82	0.22	0.27	0.96	0.20	0.21	1.16	down	0.028361428
223134_at	AI795970	BBX	bobby sox homolog (Drosophila)	0.75	0.26	0.35	1.08	0.23	0.21	1.45	down	0.001301052
223138_s_at	AI937206	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	0.88	0.19	0.21	1.10	0.20	0.18	1.25	down	0.045648446
223210_at	AF060510	C14orf52	churchill domain containing 1	0.88	0.30	0.34	1.24	0.56	0.45	1.41	down	0.038369689
223217_s_at	BE646573	MAIL	molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	0.89	0.29	0.32	1.17	0.32	0.27	1.31	down	0.008807338
223243_s_at	BF439488	C1orf22	chromosome 1 open reading frame 22	0.92	0.17	0.19	1.14	0.30	0.26	1.23	down	0.043092809
223245_at	AK024285	STRBP	spermatid perinuclear RNA binding protein	1.22	0.29	0.24	1.02	0.27	0.27	0.84	down	0.005964279
223254_s_at	AA887053	FLJ20333	KIAA1333	0.88	0.35	0.40	1.17	0.28	0.24	1.33	down	0.020589577
223255_at	AA642341	FLJ20333	KIAA1333	0.88	0.23	0.26	1.05	0.24	0.23	1.19	down	0.009497343
223306_at	AF243433	EBRP	emopamil binding protein-like	1.18	0.23	0.20	1.09	0.39	0.36	0.93	down	0.030171071
223320_s_at	AF277184	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	0.89	0.25	0.28	1.10	0.32	0.29	1.24	down	0.040700539
223343_at	AI301935	MS4A7	membrane-spanning 4-domains, subfamily A, member 7	0.83	0.35	0.42	0.98	0.34	0.35	1.18	down	0.043092809
223358_s_at	AW269834	PDE7A	phosphodiesterase 7A	1.27	0.31	0.25	1.06	0.25	0.24	0.84	down	0.020589577
223401_at	BC001294	MDS006	x 006 protein	1.21	0.19	0.16	0.98	0.19	0.19	0.81	down	0.002309612
223465_at	BE967275		collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	0.84	0.14	0.17	1.13	0.45	0.40	1.34	down	0.004658583
223466_x_at	BC000102	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	0.76	0.21	0.28	1.27	0.65	0.51	1.68	down	5.91E-05
223494_at	AF307332	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	1.19	0.19	0.16	1.07	0.31	0.29	0.90	down	0.015718787
223519_at	AW069181	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	0.79	0.33	0.42	1.41	0.49	0.35	1.78	down	0.005957871
223701_s_at	AF059318	FLJ20727	ubiquitin specific protease 47	0.84	0.25	0.29	1.08	0.25	0.23	1.28	down	0.021984286
223847_s_at	AF267855	KIAA1181	KIAA1181 protein	1.24	0.28	0.22	1.15	0.49	0.43	0.93	down	0.045622534
223879_s_at	AF309387	OXR1	oxidation resistance 1	0.83	0.21	0.25	1.16	0.27	0.23	1.39	down	0.00302919
223882_at	AL136630	DKFZP564D172	hypothetical protein DKFZp564D172	0.90	0.26	0.29	1.12	0.27	0.24	1.25	down	0.02664114
223940_x_at	AF132202		metastasis associated in lung adenocarcinoma transcript 1	0.67	0.47	0.71	1.75	1.72	0.98	2.63	down	0.020589577
223980_s_at	AF280095	SP110	SP110 nuclear body protein	1.15	0.20	0.18	1.03	0.23	0.22	0.89	down	0.015718787
224060_s_at	AF157319	CGI-30	CGI-30 protein	1.16	0.31	0.27	0.95	0.32	0.34	0.82	down	0.043092809
224250_s_at	BC001189	SBP2	SECIS binding protein 2	0.83	0.23	0.28	1.03	0.14	0.13	1.25	down	0.002770437
224309_s_at	AF068289		SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	0.88	0.28	0.32	0.99	0.27	0.27	1.12	down	0.045622534
224437_s_at	BC005937	C6orf55	chromosome 6 open reading frame 55 /// chromosome 6 open reading frame 55	0.90	0.13	0.15	1.06	0.37	0.35	1.18	down	0.02664114
224452_s_at	BC006110	MGC12966	hypothetical protein MGC12966 /// hypothetical protein MGC12966	1.13	0.24	0.21	0.94	0.11	0.11	0.83	down	0.006454409
224472_x_at	BC006211	Cab45	calcium binding protein Cab45 precursor /// calcium binding protein Cab45 precursor	0.91	0.35	0.38	1.25	0.42	0.33	1.38	down	0.032094185
224504_s_at	BC006350	MGC13125	hypothetical protein MGC13125 /// hypothetical protein MGC13125	1.06	0.13	0.12	1.00	0.15	0.15	0.94	down	0.028361428
224568_x_at	AW005982		metastasis associated in lung adenocarcinoma transcript 1	0.68	0.45	0.66	2.21	2.32	1.05	3.25	down	0.028380669
224569_s_at	AW242432	IRF2BP2	interferon regulatory factor 2 binding protein 2	0.82	0.19	0.23	1.11	0.41	0.37	1.36	down	0.002309612
224577_at	AB033007	KIAA1181	KIAA1181 protein	1.13	0.14	0.12	1.21	0.78	0.64	1.08	down	0.048269105
224595_at	AK022549	CDW92	CDW92 antigen	0.94	0.11	0.12	1.35	0.67	0.50	1.43	down	0.028361428
224610_at	AL530869		RNA, U22 small nucleolar	1.24	0.32	0.26	0.98	0.26	0.26	0.79	down	0.011024637
224637_at	BF211019		Similar to RIKEN cDNA 2310016E02 (LOC400948), mRNA	1.13	0.21	0.19	0.98	0.18	0.18	0.87	down	0.018018373
224669_at	AI096624		chromosome 20 open reading frame 35	1.08	0.13	0.12	0.99	0.14	0.14	0.92	down	0.011024637
