AFFY ID	UGID	Unigene Name	Symbol	Genbank	|d|	Fold Change	q-value (%)	direction
241722_x_at	Hs.503997	Transcribed sequence with moderate similarity to protein pir:T02670 (H.sapiens) T02670 probable thromboxane A2 receptor isoform beta ?human		BF724558	4.01	1.08	0.13	1
211071_s_at	Hs.75823	ALL1-fused gene from chromosome 1q	AF1Q	BC006471	4.01	0.94	0.12	-1
226907_at	Hs.192822	protein phosphatase 1, regulatory (inhibitor) subunit 14C	PPP1R14C	N32557	4	0.88	0.13	-1
244375_at	Hs.149006	Transcribed sequence with moderate similarity to protein ref:NP_055474.1 (H.sapiens) KIAA0377 gene product [Homo sapiens]		AW873606	4	1.06	0.14	1
227786_at	Hs.336898	thyroid hormone receptor associated protein 6	THRAP6	AI026938	4	0.94	0.12	-1
201231_s_at	Hs.433455	enolase 1, (alpha)	ENO1	NM_001428	4	0.96	0.13	-1
213097_s_at	Hs.396817	zuotin related factor 1	ZRF1	AI338837	4	0.96	0.12	-1
209523_at	Hs.122752	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	TAF2	AK001618	4	0.96	0.12	-1
225142_at	Hs.222707	KIAA1718 protein	KIAA1718	AW294022	3.99	0.94	0.13	-1
203685_at	Hs.79241	B-cell CLL/lymphoma 2	BCL2	NM_000633	3.99	1.07	0.12	1
200889_s_at	Hs.250773	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	AI016620	3.99	0.95	0.13	-1
214096_s_at	Hs.221447	NADH:ubiquinone oxidoreductase MLRQ subunit homolog	LOC56901	AW190316	3.99	0.96	0.14	-1
206999_at	Hs.413608	interleukin 12 receptor, beta 2	IL12RB2	NM_001559	3.98	0.85	0.13	-1
227094_at	Hs.501565	dehydrogenase E1 and transketolase domain containing 1	DHTKD1	AI934407	3.98	0.96	0.12	-1
239425_at	Hs.167721	CDNA FLJ37425 fis, clone BRAWH2001530.		N52773	3.98	1.12	0.14	1
237227_at	Hs.174379	hypothetical protein FLJ32685	FLJ32685	AI652681	3.98	1.16	0.14	1
222989_s_at	Hs.9589	ubiquilin 1	UBQLN1	NM_013438	3.98	0.95	0.13	-1
218564_at	Hs.77510	hypothetical protein FLJ10520	FLJ10520	BC002574	3.98	0.94	0.13	-1
226446_at	Hs.42949	hairy and enhancer of split 6 (Drosophila)	HES6	AW249678	3.98	0.9	0.13	-1
223075_s_at	Hs.4944	chromosome 9 open reading frame 58	C9orf58	AL136566	3.98	0.94	0.14	-1
226034_at	Hs.346735	Clone IMAGE:3881549, mRNA		BE222344	3.98	1.09	0.13	1
214728_x_at	Hs.78202	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMARCA4	AK026573	3.98	0.96	0.14	-1
227522_at				AA209487	3.98	1.09	0.14	1
214919_s_at				R39094	3.97	1.05	0.14	1
209939_x_at	Hs.355724	CASP8 and FADD-like apoptosis regulator	CFLAR	AF005775	3.97	0.95	0.13	-1
204793_at	Hs.113082	G protein-coupled receptor-associated sorting protein	GASP	NM_014710	3.97	1.06	0.14	1
224781_s_at	Hs.107001	RNA binding motif protein 17	RBM17	AK021863	3.97	0.97	0.12	-1
222646_s_at	Hs.10949	ERO1-like (S. cerevisiae)	ERO1L	AW268365	3.97	0.94	0.12	-1
213906_at	Hs.300592	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	MYBL1	AW592266	3.97	0.88	0.12	-1
232238_at	Hs.121028	asp (abnormal spindle)-like, microcephaly associated (Drosophila)	ASPM	AK001380	3.97	0.86	0.14	-1
224839_s_at	Hs.355862	glutamic pyruvate transaminase (alanine aminotransferase) 2	GPT2	BF310919	3.97	0.9	0.14	-1
206093_x_at				NM_007116	3.97	1.12	0.14	1
237377_at	Hs.20573	Transcribed sequences		AA069425	3.97	1.09	0.12	1
201976_s_at	Hs.61638	myosin X	MYO10	NM_012334	3.96	0.94	0.13	-1
201774_s_at	Hs.5719	chromosome condensation-related SMC-associated protein 1	CNAP1	AK022511	3.96	0.95	0.13	-1
231002_s_at	Hs.172108	nucleoporin 88kDa	NUP88	AA778438	3.96	1.06	0.14	1
217720_at	Hs.389996	coiled-coil-helix-coiled-coil-helix domain containing 2	CHCHD2	NM_016139	3.96	0.97	0.13	-1
217870_s_at	Hs.11463	UMP-CMP kinase	UMP?CMPK	NM_016308	3.96	0.97	0.14	-1
228330_at	Hs.29857	chromosome 6 open reading frame 113	C6orf113	AI927382	3.96	0.95	0.14	-1
202567_at	Hs.356549	small nuclear ribonucleoprotein D3 polypeptide 18kDa	SNRPD3	NM_004175	3.96	0.96	0.14	-1
201189_s_at	Hs.77515	inositol 1,4,5-triphosphate receptor, type 3	ITPR3	NM_002224	3.96	0.96	0.12	-1
225162_at	Hs.24715	SH3 domain protein D19	DKFZp434 D0215	BG285417	3.95	1.05	0.13	1
227928_at	Hs.2182	pro-melanin-concentrating hormone	PMCH	AI224977	3.95	0.9	0.13	-1
222820_at				AW005818	3.95	1.05	0.12	1
220340_at	Hs.512745	KIAA1772	KIAA1772	NM_024935	3.95	1.11	0.13	1
228245_s_at	Hs.405557	hypothetical protein DKFZp434C0631	DKFZp434 C0631	AW594320	3.95	0.92	0.13	-1
219741_x_at	Hs.502454	zinc finger protein 552	ZNF552	NM_024762	3.95	1.06	0.14	1
201433_s_at	Hs.77329	phosphatidylserine synthase 1	PTDSS1	NM_014754	3.95	0.96	0.12	-1
200860_s_at	Hs.279949	KIAA1007 protein	KIAA1007	BC000779	3.95	0.97	0.14	-1
241937_s_at				AA577678	3.94	0.94	0.14	-1
238712_at	Hs.439558	Transcribed sequences		BF801735	3.94	1.07	0.13	1
204698_at	Hs.105434	interferon stimulated gene 20kDa	ISG20	NM_002201	3.94	0.85	0.13	-1
228955_at	Hs.280387	Clone IMAGE:4753714, mRNA		AL041761	3.94	0.92	0.14	-1
224610_at				AL530869	3.94	0.96	0.13	-1
201342_at	Hs.1063	small nuclear ribonucleoprotein polypeptide C	SNRPC	NM_003093	3.94	0.96	0.13	-1
213283_s_at	Hs.416358	sal-like 2 (Drosophila)	SALL2	BG285616	3.94	1.05	0.13	1
229844_at	Hs.59368	Transcribed sequences		AI699465	3.94	1.04	0.14	1
239842_x_at				W18186	3.94	1.06	0.14	1
226344_at	Hs.296317	KIAA1789 protein	KIAA1789	AI741051	3.94	1.06	0.14	1
222580_at	Hs.173001	KIAA1221 protein	KIAA1221	AK023596	3.94	0.97	0.14	-1
214697_s_at	Hs.374634	ROD1 regulator of differentiation 1 (S. pombe)	ROD1	AW190873	3.94	0.94	0.12	-1
222781_s_at	Hs.264363	chromosome 9 open reading frame 40	C9orf40	BF590861	3.94	0.95	0.14	-1
223186_at	Hs.381025	ubiquitin-conjugating enzyme E2 variant 1	UBE2V1	AB044550	3.93	0.96	0.12	-1
212899_at	Hs.129836	cyclin-dependent kinase (CDC2-like) 11	CDK11	AL122055	3.93	0.95	0.13	-1
204592_at	Hs.23731	discs, large homolog 4 (Drosophila)	DLG4	NM_001365	3.93	1.07	0.12	1
218384_at	Hs.355723	calcium regulated heat stable protein 1, 24kDa	CARHSP1	NM_014316	3.93	0.95	0.14	-1
221591_s_at	Hs.404323	hypothetical protein FLJ10156	FLJ10156	BC005004	3.93	0.95	0.14	-1
233873_x_at	Hs.173946	hypothetical protein FLJ10486	FLJ10486	AL122121	3.93	0.97	0.13	-1
212160_at	Hs.85951	exportin, tRNA (nuclear export receptor for tRNAs)	XPOT	AI984005	3.93	0.96	0.13	-1
223666_at				BC002724	3.93	0.9	0.12	-1
205167_s_at	Hs.656	cell division cycle 25C	CDC25C	NM_001790	3.93	0.93	0.12	-1
208119_s_at	Hs.515284	zinc finger protein 505	ZNF505	NM_031218	3.93	0.95	0.13	-1
232235_at	Hs.124673	NCAG1	NCAG1	AK021539	3.92	1.1	0.13	1
226963_at	Hs.470347	Transcribed sequence with moderate similarity to protein pir:JC1235 (H.sapiens) JC1235 transcription factor BTF3a - human		AI380378	3.92	0.96	0.14	-1
236309_x_at	Hs.510751	hypothetical protein DKFZp761I2123	DKFZp761 I2123	AA625583	3.92	0.91	0.12	-1
201114_x_at	Hs.233952	proteasome (prosome, macropain) subunit, alpha type, 7	PSMA7	NM_002792	3.92	0.96	0.12	-1
211762_s_at	Hs.159557	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	BC005978	3.92	0.95	0.14	-1
225686_at	Hs.69476	hypothetical protein LOC348235	LOC34823 5	AK022820	3.92	0.94	0.14	-1
225748_at	Hs.33944	chromosome 6 open reading frame 93	C6orf93	AI458051	3.92	0.96	0.13	-1
213366_x_at				AV711183	3.92	0.97	0.12	-1
225592_at	Hs.57222	nurim (nuclear envelope membrane protein)	NRM	D81048	3.92	0.97	0.14	-1
202511_s_at	Hs.11171	APG5 autophagy 5 -like (S. cerevisiae)	APG5L	AK001899	3.92	0.95	0.14	-1
202273_at	Hs.307783	platelet-derived growth factor receptor, beta polypeptide	PDGFRB	NM_002609	3.91	1.05	0.14	1
224320_s_at	Hs.528694	MCM8 minichromosome maintenance deficient 8 (S. cerevisiae)	MCM8	BC005170	3.91	0.95	0.13	-1
242020_s_at	Hs.302123	Z-DNA binding protein 1	ZBP1	AI925506	3.91	0.85	0.12	-1
243806_at	Hs.446051	alpha 2,8-sialyltransferase	ST8SIA-VI	AW015140	3.91	1.08	0.13	1
214804_at	Hs.348920	FSH primary response (LRPR1 homolog, rat) 1	FSHPRH1	BF793446	3.91	0.87	0.13	-1
228396_at	Hs.407535	Clone IMAGE:5313952, mRNA		AW274503	3.91	1.05	0.13	1
229437_at				BG231961	3.9	0.92	0.13	-1
203801_at	Hs.247324	mitochondrial ribosomal protein S14	MRPS14	NM_022100	3.9	1.06	0.13	1
207750_at	Hs.283031	epidermal growth factor receptor pathway substrate 15-like 2	EPS15L2	NM_018510	3.9	0.72	0.14	-1
205399_at	Hs.21355	doublecortin and CaM kinase-like 1	DCAMKL 1	NM_004734	3.9	1.08	0.14	1
238883_at	Hs.433053	Transcribed sequences		AW975051	3.9	1.06	0.14	1
215356_at	Hs.130675	hypothetical gene FLJ13072	FLJ13072	AK023134	3.9	0.84	0.13	-1
238933_at				AA644178	3.9	1.09	0.14	1
231329_at	Hs.22330	Transcribed sequences		N21631	3.9	1.18	0.14	1
229238_at	Hs.499607	CDNA FLJ46819 fis, clone TSTOM2000235		BE552331	3.89	1.05	0.12	1
201453_x_at	Hs.279903	Ras homolog enriched in brain	RHEB	NM_005614	3.89	0.97	0.12	-1
226474_at	Hs.377097	nucleotide-binding oligomerization domains 27	NOD27	AA005023	3.89	0.95	0.13	-1
218027_at	Hs.18349	mitochondrial ribosomal protein L15	MRPL15	NM_014175	3.89	0.95	0.13	-1
230756_at	Hs.353208	hypothetical protein MGC33414	MGC3341 4	AI376558	3.89	0.88	0.14	-1
208808_s_at	Hs.434953	high-mobility group box 2	HMGB2	BC000903	3.89	0.95	0.14	-1
209019_s_at	Hs.439600	PTEN induced putative kinase 1	PINK1	AF316873	3.89	1.04	0.12	1
209950_s_at	Hs.103665	villin-like	VILL	BC004300	3.89	1.11	0.14	1
209740_s_at	Hs.264	GS2 gene	DXS1283E	U03886	3.89	1.09	0.14	1
204497_at	Hs.20196	adenylate cyclase 9	ADCY9	AB011092	3.89	1.07	0.14	1
207153_s_at	Hs.49105	glomulin, FKBP associated protein	GLMN	NM_007070	3.89	0.93	0.13	-1
200807_s_at	Hs.79037	heat shock 60kDa protein 1 (chaperonin)	HSPD1	NM_002156	3.89	0.97	0.14	-1
202524_s_at	Hs.436193	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	SPOCK2	NM_014767	3.88	0.95	0.14	-1
222700_at	Hs.370800	ADP-ribosylation factor-like 6 interacting protein 2	ARL6IP2	AV700003	3.88	0.96	0.12	-1
220825_s_at	Hs.272234	kin of IRRE like (Drosophila)	KIRREL	NM_018240	3.88	1.11	0.12	1
243050_at	Hs.193864	Transcribed sequences		BG232090	3.88	1.05	0.12	1
212946_at	Hs.405457	KIAA0564 protein	KIAA0564	AK025432	3.88	1.04	0.14	1
222891_s_at	Hs.314623	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	AI912275	3.88	0.9	0.14	-1
228033_at	Hs.416375	E2F transcription factor 7	E2F7	AI341146	3.88	0.92	0.14	-1
201014_s_at	Hs.444439	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	PAICS	NM_006452	3.88	0.95	0.14	-1
202983_at	Hs.3068	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	SMARCA3	AI760760	3.88	0.96	0.14	-1
200934_at	Hs.110713	DEK oncogene (DNA binding)	DEK	NM_003472	3.87	0.96	0.14	-1
208905_at	Hs.437060	cytochrome c, somatic	CYCS	BC005299	3.87	0.96	0.12	-1
204509_at	Hs.512620	hypothetical protein FLJ20151	FLJ20151	NM_017689	3.87	1.06	0.13	1
218593_at	Hs.274263	hypothetical protein FLJ10377	FLJ10377	NM_018077	3.87	0.96	0.14	-1
236222_at	Hs.341906	AAT1-alpha	AAT1	N62817	3.87	1.08	0.14	1
220840_s_at	Hs.443551	hypothetical protein FLJ10706	FLJ10706	NM_018186	3.87	0.94	0.13	-1
212970_at	Hs.15740	hypothetical protein FLJ14001	FLJ14001	BF115739	3.87	1.04	0.12	1
221698_s_at	Hs.143929	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12	CLECSF12	AF313468	3.87	0.94	0.13	-1
219212_at	Hs.430666	likely ortholog of mouse heat shock protein, 70 kDa 4	HSP70-4	NM_016299	3.87	0.95	0.14	-1
202600_s_at	Hs.155017	nuclear receptor interacting protein 1	NRIP1	AI824012	3.87	1.06	0.14	1
209791_at				AL049569	3.87	0.94	0.14	-1
219687_at	Hs.58650	melanoma antigen recognized by T cells 2	FLJ10724	NM_018194	3.87	1.06	0.12	1
224847_at	Hs.388761	cyclin-dependent kinase 6	CDK6	AW274756	3.86	0.94	0.14	-1
227052_at	Hs.500350	CDNA FLJ26764 fis, clone PRS02668		AI810669	3.86	1.05	0.13	1
232776_at	Hs.193223	CDNA FLJ11646 fis, clone HEMBA1004394.		AU145289	3.86	1.17	0.12	1
223032_x_at	Hs.279529	px19-like protein	PX19	AF153607	3.86	0.96	0.14	-1
218260_at	Hs.181551	hypothetical protein MGC2594	MGC2594	NM_024050	3.86	0.95	0.12	-1
202446_s_at	Hs.348478	phospholipid scramblase 1	PLSCR1	AI825926	3.86	0.95	0.12	-1
202808_at	Hs.10346	chromosome 10 open reading frame 26	C10orf26	AK000161	3.86	1.04	0.14	1
205213_at	Hs.337242	centaurin, beta 1	CENTB1	NM_014716	3.86	0.86	0.14	-1
212745_s_at	Hs.26471	Bardet-Biedl syndrome 4	BBS4	AI813772	3.86	1.07	0.14	1
209311_at	Hs.410026	BCL2-like 2	BCL2L2	D87461	3.86	1.04	0.14	1
229004_at	Hs.133152	CDNA FLJ26557 fis, clone LNF01992		AI970797	3.85	1.09	0.13	1
223501_at				AW151360	3.85	0.95	0.14	-1
242979_at				AI474666	3.85	1.09	0.12	1
225501_at				AK027039	3.85	0.96	0.14	-1
226032_at	Hs.433103	caspase 2, apoptosis-related cysteine protease (neural precursor cell expressed, developmentally down-regulated 2)	CASP2	BG387557	3.85	0.97	0.13	-1
221909_at				BF984207	3.85	0.82	0.14	-1
212583_at	Hs.129952	likely ortholog of mouse aquarius	AQR	AB011132	3.85	1.08	0.13	1
210691_s_at	Hs.27258	Siah-interacting protein	SIP	AF275803	3.85	0.94	0.13	-1
241396_at	Hs.249798	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L	BG540188	3.85	1.07	0.13	1
235570_at				AW298235	3.84	1.05	0.13	1
204655_at	Hs.489044	chemokine (C-C motif) ligand 5	CCL5	NM_002985	3.84	0.92	0.13	-1
214476_at	Hs.2979	trefoil factor 2 (spasmolytic protein 1)	TFF2	NM_005423	3.84	0.9	0.13	-1
205214_at	Hs.88297	serine/threonine kinase 17b (apoptosis-inducing)	STK17B	NM_004226	3.84	0.93	0.12	-1
241408_at	Hs.26410	hypothetical protein FLJ34443	FLJ34443	AA531337	3.84	1.06	0.14	1
210811_s_at	Hs.143187	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	DDX49	BC000979	3.84	0.94	0.14	-1
206599_at	Hs.90911	solute carrier family 16 (monocarboxylic acid transporters), member 5	SLC16A5	NM_004695	3.84	1.19	0.14	1
218374_s_at	Hs.296198	chromosome 12 open reading frame 4	C12orf4	NM_020374	3.84	0.97	0.14	-1
225866_at	Hs.372265	brix domain containing 1	BXDC1	AA976536	3.84	0.97	0.12	-1
243249_at				AL040360	3.84	1.05	0.12	1
241370_at	Hs.100691	Transcribed sequence with moderate similarity to protein ref:NP_062553.1 (H.sapiens) hypothetical protein FLJ11267 [Homo sapiens]		AA278233	3.84	0.95	0.14	-1
228026_at	Hs.24808	hypothetical protein FLJ21168	FLJ21168	AI983535	3.84	0.96	0.14	-1
219211_at	Hs.38260	ubiquitin specific protease 18	USP18	NM_017414	3.83	0.91	0.12	-1
202483_s_at	Hs.24763	RAN binding protein 1	RANBP1	NM_002882	3.83	0.95	0.13	-1
205364_at	Hs.9795	acyl-Coenzyme A oxidase 2, branched chain	ACOX2	NM_003500	3.83	1.11	0.13	1
227582_at	Hs.507290	hypothetical protein MGC33338	MGC3333 8	AW079843	3.83	1.05	0.14	1
225560_at	Hs.132989	protein-O-mannosyltransferase 2	POMT2	AK023804	3.83	1.05	0.13	1
203105_s_at	Hs.180628	dynamin 1-like	DNM1L	NM_012062	3.83	0.95	0.14	-1
244116_at	Hs.223837	Transcribed sequences		AI194016	3.83	1.11	0.13	1
213122_at	Hs.173094	KIAA1750 protein	KIAA1750	AI096375	3.83	0.93	0.13	-1
209531_at	Hs.26403	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	GSTZ1	BC001453	3.83	1.1	0.14	1
204015_s_at	Hs.417962	dual specificity phosphatase 4	DUSP4	BC002671	3.83	1.12	0.14	1
230002_at	Hs.93121	Mid-1-related chloride channel 1	MCLC	AA406603	3.83	0.94	0.14	-1
240392_at	Hs.306227	caspase recruitment domain family, member 14	CARD14	BF752351	3.82	1.13	0.12	1
204615_x_at	Hs.76038	isopentenyl-diphosphate delta isomerase	IDI1	NM_004508	3.82	0.96	0.14	-1
239576_at	Hs.62914	Transcribed sequences		AI028661	3.82	1.08	0.12	1
230916_at	Hs.370414	nodal homolog (mouse)	NODAL	AI050866	3.82	0.91	0.13	-1
230422_at	Hs.445466	formyl peptide receptor-like 2	FPRL2	AW026543	3.82	0.93	0.14	-1
235574_at	Hs.409925	guanylate binding protein 4	GBP4	AW392952	3.82	0.89	0.13	-1
221611_s_at	Hs.372719	PHD finger protein 7	PHF7	AY014283	3.82	1.07	0.12	1
222327_x_at	Hs.363054	Transcribed sequence with moderate similarity to protein pir:S58001 (H.sapiens) S58001 probable olfactory receptor tpcr26 - human (fragment)		AA459867	3.82	0.94	0.13	-1
224204_x_at	Hs.434269	aryl hydrocarbon receptor nuclear translocator-like 2	ARNTL2	AF231339	3.82	0.9	0.13	-1
209572_s_at	Hs.512812	embryonic ectoderm development	EED	AF080227	3.82	0.96	0.14	-1
227291_s_at	Hs.61472	Clone IMAGE:5314816, mRNA		AI380704	3.82	0.96	0.14	-1
228577_x_at	Hs.435537	KIAA1229 protein	KIAA1229	AI338465	3.82	0.94	0.13	-1
202726_at	Hs.1770	ligase I, DNA, ATP-dependent	LIG1	NM_000234	3.82	0.96	0.14	-1
220024_s_at	Hs.205457	periaxin	PRX	NM_020956	3.82	1.12	0.14	1
200696_s_at	Hs.446537	gelsolin (amyloidosis, Finnish type)	GSN	NM_000177	3.81	1.04	0.13	1
222985_at	Hs.25001	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	YWHAG	AB024334	3.81	0.97	0.12	-1
218738_s_at	Hs.180403	ring finger protein 138	RNF138	NM_016271	3.81	0.96	0.14	-1
221872_at	Hs.82547	retinoic acid receptor responder (tazarotene induced) 1	RARRES1	AI669229	3.81	0.91	0.14	-1
217733_s_at	Hs.446574	thymosin, beta 10	TMSB10	NM_021103	3.81	0.98	0.14	-1
228327_x_at	Hs.380923	Meis1, myeloid ecotropic viral integration site 1 homolog 3 (mouse)	MEIS3	AL359938	3.81	1.05	0.14	1
201629_s_at	Hs.130873	acid phosphatase 1, soluble	ACP1	BE872974	3.81	0.91	0.13	-1
225402_at	Hs.440263	chromosome 20 open reading frame 64	C20orf64	BG339450	3.81	0.96	0.12	-1
200729_s_at	Hs.393201	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	NM_005722	3.81	0.97	0.13	-1
228135_at	Hs.26226	gm117	gm117	AA738437	3.81	0.97	0.14	-1
222684_s_at	Hs.235498	hypothetical protein FLJ14075	FLJ14075	BG031619	3.81	0.97	0.12	-1
227811_at	Hs.411081	FGD1 family, member 3	FGD3	AK000004	3.81	1.07	0.13	1
200750_s_at	Hs.10842	RAN, member RAS oncogene family	RAN	AF054183	3.8	0.96	0.13	-1
232092_at	Hs.46791	mitochondrial carrier triple repeat 1	MCART1	AI268054	3.8	0.96	0.14	-1
205568_at	Hs.104624	aquaporin 9	AQP9	NM_020980	3.8	0.86	0.13	-1
205345_at	Hs.54089	BRCA1 associated RING domain 1	BARD1	NM_000465	3.8	0.94	0.12	-1
206715_at	Hs.125962	transcription factor EC	TFEC	NM_012252	3.8	0.93	0.13	-1
231716_at	Hs.112227	membrane-associated nucleic acid binding protein	MNAB	AF255304	3.8	0.96	0.12	-1
218204_s_at	Hs.257267	FYVE and coiled-coil domain containing 1	FYCO1	NM_024513	3.8	1.05	0.14	1
213832_at	Hs.23729	Clone 24405 mRNA sequence		AA530995	3.8	1.09	0.14	1
