geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
23204	ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1	0.020907	-2.035357	211935_at;211935_at;	0.033566434;0.116666667;	-0.924883
27346	TMEM97	transmembrane protein 97	0.020907	-2.035357	212281_s_at;212281_s_at;	0.033566434;0.116666667;	-0.924883
51389	RWDD1	RWD domain containing 1	0.020907	-2.035357	219598_s_at;219598_s_at;	0.033566434;0.116666667;	-0.924883
79161	C7orf23	chromosome 7 open reading frame 23	0.020907	-2.035357	204215_at;204215_at;	0.033566434;0.116666667;	-0.924883
81558	FAM117A	family with sequence similarity 117, member A	0.020907	-2.035357	221249_s_at;221249_s_at;	0.033566434;0.116666667;	-0.924883
4773	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	0.038951	-1.762991	226991_at;226991_at;	0.116666667;0.033566434;	-0.924883
26974	ZNF285A	zinc finger protein 285A	0.038951	-1.762991	236328_at;236328_at;	0.116666667;0.033566434;	-0.924883
55536	CDCA7L	cell division cycle associated 7-like	0.038951	-1.762991	225081_s_at;225081_s_at;	0.116666667;0.033566434;	-0.924883
64839	FBXL17	F-box and leucine-rich repeat protein 17	0.038951	-1.762991	244360_at;233087_at;	0.116666667;0.033566434;	-0.924883
84892	C3orf39	chromosome 3 open reading frame 39	0.038951	-1.762991	225689_at;225689_at;	0.116666667;0.033566434;	-0.924883
122622	ADSSL1	adenylosuccinate synthase like 1	0.038951	-1.762991	226325_at;226325_at;	0.116666667;0.033566434;	-0.924883
147525	C18orf18	chromosome 18 open reading frame 18	0.038951	-1.762991	229829_at;229829_at;	0.116666667;0.033566434;	-0.924883
200539	ANKRD23	ankyrin repeat domain 23	0.038951	-1.762991	241321_at;241321_at;	0.116666667;0.033566434;	-0.924883
5887	RAD23B	RAD23 homolog B (S. cerevisiae)	0.008837	-2.372388	201222_s_at;223598_at;223598_at;	0.183333333;0.033333333;0.002797203;	-0.926845
55422	ZNF331	zinc finger protein 331	0.008837	-2.372388	219228_at;227613_at;219228_at;	0.183333333;0.033333333;0.002797203;	-0.926845
286527	MGC39900	thymosin beta15b	0.008345	-2.393485	230664_at;214051_at;214051_at;	0.116666667;0.033566434;0.066666667;	-0.9277
64219	PJA1	praja 1	0.01997	-2.054367	218667_at;218667_at;	0.033566434;0.109530972;	-0.928451
26050	SLITRK5	SLIT and NTRK-like family, member 5	0.018655	-2.082362	214930_at;214930_at;	0.075579586;0.066666667;	-0.928877
1058	CENPA	centromere protein A	0.01865	-2.082475	204962_s_at;204962_s_at;	0.075524476;0.066666667;	-0.928904
57708	MIER1	mesoderm induction early response 1 homolog (Xenopus laevis)	0.035147	-1.81001	225475_at;225475_at;	0.066666667;0.075524476;	-0.928904
284018	C17orf58	chromosome 17 open reading frame 58	0.035147	-1.81001	226901_at;226901_at;	0.066666667;0.075524476;	-0.928904
440552	LOC440552	OK/SW-cl.16	0.035147	-1.81001	238199_x_at;238199_x_at;	0.066666667;0.075524476;	-0.928904
2355	FOSL2	FOS-like antigen 2	0.00832	-2.394557	218880_at;241824_at;225262_at;	0.183333333;0.016666667;0.011188811;	-0.929604
374443	LOC374443	CLR pseudogene	0.034786	-1.814688	238790_at;238790_at;	0.064909514;0.075524476;	-0.929783
6191	RPS4X	ribosomal protein S4, X-linked	0.020498	-2.043572	200933_x_at;213347_x_at;	0.137279819;0.002797203;	-0.929961
7216	TRO	trophinin	0.020498	-2.043572	210882_s_at;210882_s_at;	0.137279819;0.002797203;	-0.929961
5814	PURB	purine-rich element binding protein B	0.03826	-1.771247	225120_at;225120_at;	0.137279819;0.002797203;	-0.929961
27085	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	0.03826	-1.771247	226438_at;226438_at;	0.137279819;0.002797203;	-0.929961
3315	HSPB1	heat shock 27kDa protein 1	0.017509	-2.108148	201841_s_at;201841_s_at;	0.106293706;0.033333333;	-0.930186
119504	C10orf104	chromosome 10 open reading frame 104	0.033207	-1.835617	229145_at;229145_at;	0.106293706;0.033333333;	-0.930186
401546	C9orf152	chromosome 9 open reading frame 152	0.033207	-1.835617	229964_at;229964_at;	0.106293706;0.033333333;	-0.930186
9331	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	0.007512	-2.431794	235333_at;235333_at;206233_at;	0.075524476;0.016666667;0.116666667;	-0.930381
11278	KLF12	Kruppel-like factor 12	0.00811	-2.403928	214276_at;227261_at;1566446_at;	0.183333333;0.016666667;0.005594406;	-0.931469
400	ARL1	ADP-ribosylation factor-like 1	0.019506	-2.064052	201658_at;201657_at;	0.01958042;0.116666667;	-0.931876
5411	PNN	pinin, desmosome associated protein	0.019506	-2.064052	1567214_a_at;212037_at;	0.01958042;0.116666667;	-0.931876
7345	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	0.019506	-2.064052	201387_s_at;201387_s_at;	0.01958042;0.116666667;	-0.931876
8883	NAE1	NEDD8 activating enzyme E1 subunit 1	0.019506	-2.064052	202268_s_at;202268_s_at;	0.01958042;0.116666667;	-0.931876
10049	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	0.019506	-2.064052	208810_at;208810_at;	0.01958042;0.116666667;	-0.931876
57209	ZNF248	zinc finger protein 248	0.019506	-2.064052	213269_at;213269_at;	0.01958042;0.116666667;	-0.931876
64860	ARMCX5	armadillo repeat containing, X-linked 5	0.019506	-2.064052	219335_at;219335_at;	0.01958042;0.116666667;	-0.931876
79840	NHEJ1	nonhomologous end-joining factor 1	0.019506	-2.064052	219418_at;219418_at;	0.01958042;0.116666667;	-0.931876
55132	LARP2	La ribonucleoprotein domain family, member 2	0.036592	-1.791687	226750_at;226750_at;	0.116666667;0.01958042;	-0.931876
84460	ZMAT1	zinc finger, matrin type 1	0.036592	-1.791687	226344_at;226344_at;	0.116666667;0.01958042;	-0.931876
159371	TMEM20	transmembrane protein 20	0.036592	-1.791687	239265_at;239265_at;	0.116666667;0.01958042;	-0.931876
388815	C21orf34	chromosome 21 open reading frame 34	0.036592	-1.791687	239999_at;1561777_at;	0.116666667;0.01958042;	-0.931876
394	ARHGAP5	Rho GTPase activating protein 5	0.008007	-2.408615	217936_at;233849_s_at;242110_at;	0.183333333;0.016666667;0.002797203;	-0.932401
4306	NR3C2	nuclear receptor subfamily 3, group C, member 2	0.008007	-2.408615	205259_at;239673_at;205259_at;	0.183333333;0.016666667;0.002797203;	-0.932401
9774	BCLAF1	BCL2-associated transcription factor 1	0.008007	-2.408615	201084_s_at;229454_at;201084_s_at;	0.183333333;0.016666667;0.002797203;	-0.932401
124535	HSF5	heat shock transcription factor family member 5	0.036108	-1.79776	230718_at;230718_at;	0.116666667;0.016620637;	-0.933356
57590	WDFY1	WD repeat and FYVE domain containing 1	0.033309	-1.834246	224800_at;242390_at;	0.066666667;0.063712138;	-0.934811
57496	MKL2	MKL/myocardin-like 2	0.018705	-2.08127	218259_at;1562497_at;	0.116666667;0.011188811;	-0.936072
57820	CCNB1IP1	cyclin B1 interacting protein 1	0.018705	-2.08127	217988_at;217988_at;	0.116666667;0.011188811;	-0.936072
56977	STOX2	storkhead box 2	0.035233	-1.808904	231969_at;231969_at;	0.116666667;0.011188811;	-0.936072
161406	RPL7AP10	ribosomal protein L7a pseudogene 10	0.035233	-1.808904	234875_at;234875_at;	0.116666667;0.011188811;	-0.936072
7001	PRDX2	peroxiredoxin 2	0.018667	-2.082093	39729_at;211658_at;	0.116666667;0.010787449;	-0.936273
6233	RPS27A	ribosomal protein S27a	0.007244	-2.44495	200017_at;200017_at;200017_at;	0.066666667;0.116666667;0.002797203;	-0.937956
389206	CCDC4	coiled-coil domain containing 4	0.034547	-1.817805	230896_at;230896_at;	0.116666667;0.006850503;	-0.938241
1063	CENPF	centromere protein F, 350/400ka (mitosin)	0.015677	-2.15255	207828_s_at;209172_s_at;	0.106293706;0.016666667;	-0.93852
1948	EFNB2	ephrin-B2	0.015677	-2.15255	202668_at;202668_at;	0.106293706;0.016666667;	-0.93852
3078	CFHR1	complement factor H-related 1	0.015677	-2.15255	215388_s_at;215388_s_at;	0.106293706;0.016666667;	-0.93852
55076	TMEM45A	transmembrane protein 45A	0.015677	-2.15255	219410_at;219410_at;	0.106293706;0.016666667;	-0.93852
57584	ARHGAP21	Rho GTPase activating protein 21	0.030055	-1.879986	224764_at;224764_at;	0.106293706;0.016666667;	-0.93852
58493	C9orf80	chromosome 9 open reading frame 80	0.030055	-1.879986	239363_at;223559_s_at;	0.106293706;0.016666667;	-0.93852
1421	CRYGD	crystallin, gamma D	0.018186	-2.092748	207532_at;207532_at;	0.116666667;0.005594406;	-0.938869
5213	PFKM	phosphofructokinase, muscle	0.018186	-2.092748	210976_s_at;210976_s_at;	0.116666667;0.005594406;	-0.938869
6203	RPS9	ribosomal protein S9	0.018186	-2.092748	214317_x_at;214317_x_at;	0.116666667;0.005594406;	-0.938869
9882	TBC1D4	TBC1 domain family, member 4	0.018186	-2.092748	203386_at;203387_s_at;	0.116666667;0.005594406;	-0.938869
26227	PHGDH	phosphoglycerate dehydrogenase	0.018186	-2.092748	201397_at;201397_at;	0.116666667;0.005594406;	-0.938869
57325	CSRP2BP	CSRP2 binding protein	0.03435	-1.820382	225432_s_at;228544_s_at;	0.116666667;0.005594406;	-0.938869
64645	HIAT1	hippocampus abundant transcript 1	0.03435	-1.820382	242374_at;225222_at;	0.116666667;0.005594406;	-0.938869
84133	ZNRF3	zinc and ring finger 3	0.03435	-1.820382	226360_at;226360_at;	0.116666667;0.005594406;	-0.938869
116064	LRRC58	leucine rich repeat containing 58	0.03435	-1.820382	225479_at;225479_at;	0.116666667;0.005594406;	-0.938869
386759	MGC9913	hypothetical protein MGC9913	0.03435	-1.820382	244740_at;244741_s_at;	0.116666667;0.005594406;	-0.938869
55601	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	0.01555	-2.15579	218986_s_at;218986_s_at;	0.104714455;0.016666667;	-0.939309
28978	TMEM14A	transmembrane protein 14A	0.016676	-2.127812	218477_at;218477_at;	0.053427824;0.066666667;	-0.939953
684	BST2	bone marrow stromal cell antigen 2	0.017931	-2.098487	201641_at;201641_at;	0.116666667;0.002797203;	-0.940268
4013	LOH11CR2A	loss of heterozygosity, 11, chromosomal region 2, gene A	0.017931	-2.098487	205011_at;205011_at;	0.116666667;0.002797203;	-0.940268
6122	RPL3	ribosomal protein L3	0.017931	-2.098487	212039_x_at;201217_x_at;	0.116666667;0.002797203;	-0.940268
6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.017931	-2.098487	203874_s_at;203874_s_at;	0.116666667;0.002797203;	-0.940268
6675	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	0.017931	-2.098487	209340_at;209340_at;	0.116666667;0.002797203;	-0.940268
8805	TRIM24	tripartite motif-containing 24	0.017931	-2.098487	204391_x_at;204391_x_at;	0.116666667;0.002797203;	-0.940268
9071	CLDN10	claudin 10	0.017931	-2.098487	205328_at;205328_at;	0.116666667;0.002797203;	-0.940268
9318	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	0.017931	-2.098487	209838_at;209838_at;	0.116666667;0.002797203;	-0.940268
9706	ULK2	unc-51-like kinase 2 (C. elegans)	0.017931	-2.098487	204063_s_at;204063_s_at;	0.116666667;0.002797203;	-0.940268
9987	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	0.017931	-2.098487	209068_at;209068_at;	0.116666667;0.002797203;	-0.940268
10200	MPHOSPH6	M-phase phosphoprotein 6	0.017931	-2.098487	203740_at;203740_at;	0.116666667;0.002797203;	-0.940268
22869	ZNF510	zinc finger protein 510	0.017931	-2.098487	206053_at;206053_at;	0.116666667;0.002797203;	-0.940268
22875	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	0.017931	-2.098487	204161_s_at;204160_s_at;	0.116666667;0.002797203;	-0.940268
23066	CAND2	cullin-associated and neddylation-dissociated 2 (putative)	0.017931	-2.098487	213547_at;213547_at;	0.116666667;0.002797203;	-0.940268
23141	KIAA0692	KIAA0692	0.017931	-2.098487	212200_at;212200_at;	0.116666667;0.002797203;	-0.940268
23408	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	0.017931	-2.098487	219185_at;219185_at;	0.116666667;0.002797203;	-0.940268
23677	SH3BP4	SH3-domain binding protein 4	0.017931	-2.098487	222258_s_at;222258_s_at;	0.116666667;0.002797203;	-0.940268
51018	RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)	0.017931	-2.098487	214764_at;214764_at;	0.116666667;0.002797203;	-0.940268
51439	FAM8A1	family with sequence similarity 8, member A1	0.017931	-2.098487	203420_at;203420_at;	0.116666667;0.002797203;	-0.940268
57088	PLSCR4	phospholipid scramblase 4	0.017931	-2.098487	218901_at;218901_at;	0.116666667;0.002797203;	-0.940268
79137	FAM134A	family with sequence similarity 134, member A	0.017931	-2.098487	222129_at;222129_at;	0.116666667;0.002797203;	-0.940268
50640	PNPLA8	patatin-like phospholipase domain containing 8	0.033916	-1.826122	223982_s_at;223982_s_at;	0.116666667;0.002797203;	-0.940268
59084	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)	0.033916	-1.826122	227803_at;227803_at;	0.116666667;0.002797203;	-0.940268
84144	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	0.033916	-1.826122	242245_at;242245_at;	0.116666667;0.002797203;	-0.940268
84275	SLC25A33	solute carrier family 25, member 33	0.033916	-1.826122	223296_at;223296_at;	0.116666667;0.002797203;	-0.940268
84320	ACBD6	acyl-Coenzyme A binding domain containing 6	0.033916	-1.826122	225317_at;225317_at;	0.116666667;0.002797203;	-0.940268
91975	ZNF300	zinc finger protein 300	0.033916	-1.826122	228144_at;228144_at;	0.116666667;0.002797203;	-0.940268
93517	HSPC105	NAD(P) dependent steroid dehydrogenase-like	0.033916	-1.826122	229522_at;229522_at;	0.116666667;0.002797203;	-0.940268
112849	C14orf149	chromosome 14 open reading frame 149	0.033916	-1.826122	227699_at;227699_at;	0.116666667;0.002797203;	-0.940268
130589	GALM	galactose mutarotase (aldose 1-epimerase)	0.033916	-1.826122	234974_at;234974_at;	0.116666667;0.002797203;	-0.940268
145282	MIPOL1	mirror-image polydactyly 1	0.033916	-1.826122	244246_at;244246_at;	0.116666667;0.002797203;	-0.940268
200942	KLHDC8B	kelch domain containing 8B	0.033916	-1.826122	225755_at;225755_at;	0.116666667;0.002797203;	-0.940268
286097	EFHA2	EF-hand domain family, member A2	0.033916	-1.826122	238458_at;238458_at;	0.116666667;0.002797203;	-0.940268
286319	TUSC1	tumor suppressor candidate 1	0.033916	-1.826122	227388_at;227388_at;	0.116666667;0.002797203;	-0.940268
342926	ZNF677	zinc finger protein 677	0.033916	-1.826122	228974_at;1560562_a_at;	0.116666667;0.002797203;	-0.940268
387119	C6orf204	chromosome 6 open reading frame 204	0.033916	-1.826122	228007_at;228007_at;	0.116666667;0.002797203;	-0.940268
401152	LOC401152	HCV F-transactivated protein 1	0.033916	-1.826122	224604_at;224604_at;	0.116666667;0.002797203;	-0.940268
2509	FTHP1	ferritin, heavy polypeptide pseudogene 1	0.016416	-2.134127	211628_x_at;211628_x_at;	0.05034965;0.066666667;	-0.941492
8395	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	0.016416	-2.134127	205632_s_at;205632_s_at;	0.05034965;0.066666667;	-0.941492
8936	WASF1	WAS protein family, member 1	0.016416	-2.134127	204165_at;204165_at;	0.05034965;0.066666667;	-0.941492
81691	LOC81691	exonuclease NEF-sp	0.016416	-2.134127	208107_s_at;208107_s_at;	0.05034965;0.066666667;	-0.941492
148824	LOC148824	hypothetical protein LOC148824	0.031325	-1.861662	232452_at;232452_at;	0.066666667;0.05034965;	-0.941492
153768	PRELID2	PRELI domain containing 2	0.031325	-1.861662	236513_at;236513_at;	0.066666667;0.05034965;	-0.941492
6500	SKP1	S-phase kinase-associated protein 1	0.017354	-2.111758	200719_at;200711_s_at;	0.109530972;0.005594406;	-0.942437
4329	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	0.014955	-2.171278	221589_s_at;221589_s_at;	0.075524476;0.033333333;	-0.945571
10787	NCKAP1	NCK-associated protein 1	0.014955	-2.171278	207738_s_at;207738_s_at;	0.075524476;0.033333333;	-0.945571
30846	EHD2	EH-domain containing 2	0.014955	-2.171278	205341_at;221870_at;	0.075524476;0.033333333;	-0.945571
89765	RSPH1	radial spoke head 1 homolog (Chlamydomonas)	0.028799	-1.898747	230093_at;230093_at;	0.075524476;0.033333333;	-0.945571
148103	ZNF599	zinc finger protein 599	0.028799	-1.898747	1558390_at;243747_at;	0.075524476;0.033333333;	-0.945571
6726	SRP9	signal recognition particle 9kDa	0.015991	-2.144642	201273_s_at;201273_s_at;	0.01958042;0.086416325;	-0.947002
9262	STK17B	serine/threonine kinase 17b	0.005211	-2.561518	226525_at;243797_at;205214_at;	0.106293706;0.016666667;0.033333333;	-0.947902
643641	LOC643641	hypothetical protein LOC643641	0.005988	-2.512852	226808_at;213444_at;213444_at;	0.116666667;0.005594406;0.033333333;	-0.948135
7381	UQCRB	ubiquinol-cytochrome c reductase binding protein	0.015326	-2.161553	209066_x_at;205849_s_at;	0.036982017;0.066666667;	-0.948176
84886	C1orf198	chromosome 1 open reading frame 198	0.02944	-1.889089	223063_at;223063_at;	0.066666667;0.036982017;	-0.948176
6139	RPL17	ribosomal protein L17	0.005775	-2.525595	200038_s_at;200038_s_at;200038_s_at;	0.066666667;0.01958042;0.066666667;	-0.949029
5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	0.005776	-2.525514	243951_at;243951_at;209994_s_at;	0.01958042;0.016666667;0.116666667;	-0.949029
6711	SPTBN1	spectrin, beta, non-erythrocytic 1	0.005909	-2.517538	226765_at;212071_s_at;212071_s_at;	0.116666667;0.002797203;0.033333333;	-0.949068
80321	CEP70	centrosomal protein 70kDa	0.00544	-2.546557	224150_s_at;219036_at;219036_at;	0.066666667;0.05034965;0.033333333;	-0.949883
501	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	0.015058	-2.168561	213591_at;208950_s_at;	0.033566434;0.066666667;	-0.949883
2012	EMP1	epithelial membrane protein 1	0.015058	-2.168561	201324_at;201325_s_at;	0.033566434;0.066666667;	-0.949883
2057	EPOR	erythropoietin receptor	0.015058	-2.168561	215054_at;215054_at;	0.033566434;0.066666667;	-0.949883
3355	HTR1F	5-hydroxytryptamine (serotonin) receptor 1F	0.015058	-2.168561	221458_at;221458_at;	0.033566434;0.066666667;	-0.949883
6612	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	0.015058	-2.168561	200740_s_at;200740_s_at;	0.033566434;0.066666667;	-0.949883
7374	UNG	uracil-DNA glycosylase	0.015058	-2.168561	202330_s_at;202330_s_at;	0.033566434;0.066666667;	-0.949883
8544	PIR	pirin (iron-binding nuclear protein)	0.015058	-2.168561	207469_s_at;207469_s_at;	0.033566434;0.066666667;	-0.949883
10252	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	0.015058	-2.168561	212558_at;212558_at;	0.033566434;0.066666667;	-0.949883
54887	UHRF1BP1	UHRF1 (ICBP90) binding protein 1	0.028974	-1.896097	226135_at;226135_at;	0.066666667;0.033566434;	-0.949883
64946	CENPH	centromere protein H	0.028974	-1.896097	231772_x_at;231772_x_at;	0.066666667;0.033566434;	-0.949883
144455	E2F7	E2F transcription factor 7	0.028974	-1.896097	228033_at;228033_at;	0.066666667;0.033566434;	-0.949883
254225	RNF169	ring finger protein 169	0.028974	-1.896097	226739_at;242175_at;	0.066666667;0.033566434;	-0.949883
340895	C10orf112	chromosome 10 open reading frame 112	0.028974	-1.896097	242660_at;242660_at;	0.066666667;0.033566434;	-0.949883
439994	LOC439994	hypothetical gene supported by AF064843; AK025716	0.028974	-1.896097	228842_at;228842_at;	0.066666667;0.033566434;	-0.949883
677809	SNORA24	small nucleolar RNA, H/ACA box 24	0.028974	-1.896097	225220_at;225220_at;	0.066666667;0.033566434;	-0.949883
54462	KIAA1128	KIAA1128	0.005434	-2.546921	200099_s_at;200099_s_at;200099_s_at;	0.066666667;0.006850503;0.066666667;	-0.953272
8082	SSPN	sarcospan (Kras oncogene-associated gene)	0.005402	-2.548943	226932_at;204963_at;204963_at;	0.016666667;0.116666667;0.005594406;	-0.953691
1960	EGR3	early growth response 3	0.013357	-2.21568	206115_at;206115_at;	0.075524476;0.016666667;	-0.953904
3164	NR4A1	nuclear receptor subfamily 4, group A, member 1	0.013357	-2.21568	211143_x_at;202340_x_at;	0.075524476;0.016666667;	-0.953904
6935	ZEB1	zinc finger E-box binding homeobox 1	0.013357	-2.21568	208078_s_at;208078_s_at;	0.075524476;0.016666667;	-0.953904
51209	RAB9B	RAB9B, member RAS oncogene family	0.026001	-1.943115	222918_at;222918_at;	0.075524476;0.016666667;	-0.953904
80318	GKAP1	G kinase anchoring protein 1	0.026001	-1.943115	234192_s_at;234192_s_at;	0.075524476;0.016666667;	-0.953904
84284	C1orf57	chromosome 1 open reading frame 57	0.026001	-1.943115	226813_at;226813_at;	0.075524476;0.016666667;	-0.953904
92370	ACPL2	acid phosphatase-like 2	0.026001	-1.943115	226925_at;226925_at;	0.075524476;0.016666667;	-0.953904
197358	NLRC3	NLR family, CARD domain containing 3	0.026001	-1.943115	236295_s_at;236295_s_at;	0.075524476;0.016666667;	-0.953904
400027	LOC400027	hypothetical gene supported by BC047417	0.026001	-1.943115	226413_at;226413_at;	0.075524476;0.016666667;	-0.953904
7163	TPD52	tumor protein D52	0.005328	-2.553792	236655_at;201690_s_at;201688_s_at;	0.116666667;0.002797203;0.016666667;	-0.954623
23230	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.005329	-2.553711	227987_at;214785_at;213686_at;	0.066666667;0.002797203;0.066666667;	-0.954623
2633	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa	0.00533	-2.553629	231577_s_at;202270_at;202269_x_at;	0.016666667;0.116666667;0.002797203;	-0.954623
23155	CLCC1	chloride channel CLIC-like 1	0.00533	-2.553629	233058_at;213628_at;213628_at;	0.016666667;0.116666667;0.002797203;	-0.954623
94081	SFXN1	sideroflexin 1	0.00533	-2.553629	230069_at;218392_x_at;230069_at;	0.016666667;0.116666667;0.002797203;	-0.954623
55686	MREG	melanoregulin	0.004901	-2.582729	219648_at;232682_at;219648_at;	0.05034965;0.016666667;0.066666667;	-0.955439
345757	TMEM157	transmembrane protein 157	0.027252	-1.922809	226752_at;226752_at;	0.067411619;0.01958042;	-0.956504
374	AREG	amphiregulin (schwannoma-derived growth factor)	0.014001	-2.197257	205239_at;205239_at;	0.01958042;0.066666667;	-0.956876
5734	PTGER4	prostaglandin E receptor 4 (subtype EP4)	0.014001	-2.197257	204897_at;204897_at;	0.01958042;0.066666667;	-0.956876
6218	RPS17	ribosomal protein S17	0.014001	-2.197257	201665_x_at;201665_x_at;	0.01958042;0.066666667;	-0.956876
6296	ACSM3	acyl-CoA synthetase medium-chain family member 3	0.014001	-2.197257	205942_s_at;210377_at;	0.01958042;0.066666667;	-0.956876
8644	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	0.014001	-2.197257	209160_at;209160_at;	0.01958042;0.066666667;	-0.956876
23301	EHBP1	EH domain binding protein 1	0.014001	-2.197257	212653_s_at;212653_s_at;	0.01958042;0.066666667;	-0.956876
60481	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	0.014001	-2.197257	214153_at;208788_at;	0.01958042;0.066666667;	-0.956876
80213	TM2D3	TM2 domain containing 3	0.014001	-2.197257	1552426_a_at;221702_s_at;	0.01958042;0.066666667;	-0.956876
10172	ZNF256	zinc finger protein 256	0.027128	-1.924793	223714_at;223714_at;	0.066666667;0.01958042;	-0.956876
89857	KLHL6	kelch-like 6 (Drosophila)	0.027128	-1.924793	228167_at;1560397_s_at;	0.066666667;0.01958042;	-0.956876
147947	ZNF542	zinc finger protein 542	0.027128	-1.924793	235121_at;235121_at;	0.066666667;0.01958042;	-0.956876
220963	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	0.027128	-1.924793	227506_at;227506_at;	0.066666667;0.01958042;	-0.956876
261729	STEAP2	six transmembrane epithelial antigen of the prostate 2	0.027128	-1.924793	225871_at;225871_at;	0.066666667;0.01958042;	-0.956876
729506	LOC729506	hypothetical protein LOC729506	0.027128	-1.924793	229347_at;229347_at;	0.066666667;0.01958042;	-0.956876
2653	GCSH	glycine cleavage system protein H (aminomethyl carrier)	0.01311	-2.22293	213129_s_at;213129_s_at;	0.05034965;0.033333333;	-0.958159
10151	HNRPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	0.01311	-2.22293	211931_s_at;211931_s_at;	0.05034965;0.033333333;	-0.958159
401166	FLJ44896	FLJ44896 protein	0.024571	-1.967351	236046_at;236046_at;	0.063712138;0.016666667;	-0.959811
3094	HINT1	histidine triad nucleotide binding protein 1	0.004515	-2.610926	200093_s_at;1555960_at;200093_s_at;	0.066666667;0.033566434;0.016666667;	-0.961033
9314	KLF4	Kruppel-like factor 4 (gut)	0.013398	-2.214475	221841_s_at;221841_s_at;	0.011188811;0.066666667;	-0.961072
10916	MAGED2	melanoma antigen family D, 2	0.013398	-2.214475	213627_at;213627_at;	0.011188811;0.066666667;	-0.961072
28986	MAGEH1	melanoma antigen family H, 1	0.013398	-2.214475	218573_at;218573_at;	0.011188811;0.066666667;	-0.961072
84002	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	0.026068	-1.94201	225612_s_at;225612_s_at;	0.066666667;0.011188811;	-0.961072
84708	LNX1	ligand of numb-protein X 1	0.026068	-1.94201	227293_at;227293_at;	0.066666667;0.011188811;	-0.961072
91057	CCDC34	coiled-coil domain containing 34	0.026068	-1.94201	226287_at;226287_at;	0.066666667;0.011188811;	-0.961072
135112	NCOA7	nuclear receptor coactivator 7	0.026068	-1.94201	225344_at;225344_at;	0.066666667;0.011188811;	-0.961072
9025	RNF8	ring finger protein 8	0.013347	-2.215962	203161_s_at;203160_s_at;	0.010463883;0.066666667;	-0.961435
53342	IL17D	interleukin 17D	0.025534	-1.950911	227401_at;227401_at;	0.066666667;0.006850503;	-0.963241
132720	C4orf32	chromosome 4 open reading frame 32	0.025534	-1.950911	227856_at;227856_at;	0.066666667;0.006850503;	-0.963241
51496	CTDSPL2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	0.025499	-1.951504	239133_at;239133_at;	0.067411619;0.005594406;	-0.963497
262	AMD1	adenosylmethionine decarboxylase 1	0.013009	-2.225952	201197_at;201197_at;	0.005594406;0.066666667;	-0.963869
4189	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	0.013009	-2.225952	202843_at;202843_at;	0.005594406;0.066666667;	-0.963869
6856	SYPL1	synaptophysin-like 1	0.013009	-2.225952	201260_s_at;201260_s_at;	0.005594406;0.066666667;	-0.963869
23741	EID1	EP300 interacting inhibitor of differentiation 1	0.013009	-2.225952	208669_s_at;208669_s_at;	0.005594406;0.066666667;	-0.963869
79088	ZNF426	zinc finger protein 426	0.013009	-2.225952	205964_at;205964_at;	0.005594406;0.066666667;	-0.963869
171546	C14orf147	chromosome 14 open reading frame 147	0.013009	-2.225952	213508_at;213508_at;	0.005594406;0.066666667;	-0.963869
