Kegg Pathway	Pathway description	Gene symbol	Parametric p-value	Hazard Ratio
hsa04360	Axon guidance	NGEF	0.2407872	0.873
hsa04360	Axon guidance	PLXNA3	0.2411417	1.205
hsa04360	Axon guidance	LRRC4C	0.2696472	1.247
hsa04360	Axon guidance	NTNG1	0.2797519	0.766
hsa04360	Axon guidance	PLXNB1	0.2895546	0.767
hsa04360	Axon guidance	SEMA6A	0.2948149	0.782
hsa04360	Axon guidance	PAK2	0.3066076	1.147
hsa04360	Axon guidance	EPHB6	0.3197339	0.858
hsa04360	Axon guidance	PTK2	0.3200313	0.749
hsa04360	Axon guidance	GNAI2	0.3238396	0.823
hsa04360	Axon guidance	SEMA4D	0.3310909	0.838
hsa04360	Axon guidance	UNC5B	0.342154	0.894
hsa04360	Axon guidance	SEMA3D	0.342518	0.883
hsa04360	Axon guidance	EFNB2	0.3623595	1.144
hsa04360	Axon guidance	SEMA4F	0.3700502	1.529
hsa04360	Axon guidance	NFAT5	0.3726336	0.783
hsa04360	Axon guidance	NFATC2	0.3828395	1.12
hsa04360	Axon guidance	EPHB2	0.3997499	0.835
hsa04360	Axon guidance	NCK2	0.4001628	1.28
hsa04360	Axon guidance	GNAI3	0.40588	1.207
hsa04360	Axon guidance	EPHA7	0.4064157	0.875
hsa04360	Axon guidance	NRAS	0.4092444	1.22
hsa04360	Axon guidance	NTN2L	0.4168485	0.889
hsa04360	Axon guidance	FYN	0.4185258	1.142
hsa04360	Axon guidance	PPP3CA	0.4440953	1.232
hsa04360	Axon guidance	SEMA3F	0.4479559	0.927
hsa04360	Axon guidance	SEMA3A	0.4610077	0.934
hsa04360	Axon guidance	EFNA4	0.4617124	0.833
hsa04360	Axon guidance	DPYSL2	0.4651538	0.909
hsa04360	Axon guidance	EPHA2	0.5005377	0.9
hsa04360	Axon guidance	ABLIM1	0.5099474	0.898
hsa04360	Axon guidance	LIMK1	0.522722	0.865
hsa04360	Axon guidance	CXCR4	0.5358231	1.064
hsa04360	Axon guidance	EPHA8	0.5451004	0.864
hsa04360	Axon guidance	SEMA4G	0.5583567	0.881
hsa04360	Axon guidance	CHP	0.5858702	1.158
hsa04360	Axon guidance	PAK7	0.5914194	1.17
hsa04360	Axon guidance	PPP3CB	0.593355	1.132
hsa04360	Axon guidance	PAK1	0.6144111	1.064
hsa04360	Axon guidance	L1CAM	0.6339221	1.063
hsa04360	Axon guidance	SEMA3E	0.6450936	0.913
hsa04360	Axon guidance	SEMA7A	0.652055	0.923
hsa04360	Axon guidance	NRP1	0.6601986	1.069
hsa04360	Axon guidance	SEMA6D	0.6631197	1.076
hsa04360	Axon guidance	SEMA3B	0.6801149	0.948
hsa04360	Axon guidance	PAK4	0.7010096	1.058
hsa04360	Axon guidance	UNC5D	0.7148781	1.094
hsa04360	Axon guidance	NFATC3	0.7235065	0.902
hsa04360	Axon guidance	EFNB1	0.7245336	1.067
hsa04360	Axon guidance	PLXNC1	0.7361602	0.951
hsa04360	Axon guidance	NFATC1	0.7416464	1.127
hsa04360	Axon guidance	EFNA3	0.7451307	0.921
hsa04360	Axon guidance	EPHA1	0.7538079	0.95
hsa04360	Axon guidance	SRGAP3	0.7635191	0.954
hsa04360	Axon guidance	EFNA2	0.7710392	0.957
hsa04360	Axon guidance	NCK1	0.793914	0.961
hsa04360	Axon guidance	MAPK3	0.8000766	1.041
hsa04360	Axon guidance	PLXNA2	0.8087027	0.955
hsa04360	Axon guidance	SRGAP1	0.8150598	1.06
hsa04360	Axon guidance	RRAS	0.834549	0.967
hsa04360	Axon guidance	GNAI1	0.8379024	0.973
hsa04360	Axon guidance	ABLIM2	0.8416816	0.944
hsa04360	Axon guidance	PLXNB3	0.8567913	0.966
hsa04360	Axon guidance	RHOD	0.8616819	0.944
hsa04360	Axon guidance	MET	0.8655418	0.979
hsa04360	Axon guidance	SEMA3G	0.8805246	0.98
hsa04360	Axon guidance	ABL1	0.8826419	0.958
hsa04360	Axon guidance	PLXNA1	0.8839674	0.975
hsa04360	Axon guidance	MAPK1	0.9052701	0.982
hsa04360	Axon guidance	ARHGEF12	0.934255	1.023
hsa04360	Axon guidance	SEMA5B	0.9570246	1.006
hsa04360	Axon guidance	NFATC4	0.9729215	0.992
hsa04360	Axon guidance	RAC3	0.9752804	0.992
hsa04360	Axon guidance	EFNA1	0.9912899	1.002
hsa04510	Focal adhesion	ITGB7	0.0000183	0.387
hsa04510	Focal adhesion	GSK3B	0.0014928	0.489
hsa04510	Focal adhesion	DIAPH1	0.0016306	0.596
hsa04510	Focal adhesion	PARVA	0.0018571	1.75
hsa04510	Focal adhesion	RAC2	0.0032095	0.64
hsa04510	Focal adhesion	LAMA1	0.0043785	1.283
hsa04510	Focal adhesion	PARVB	0.0052772	0.684
hsa04510	Focal adhesion	RAC1	0.0056371	1.879
hsa04510	Focal adhesion	PDGFD	0.0076044	1.504
hsa04510	Focal adhesion	EGF	0.0076686	0.607
hsa04510	Focal adhesion	COL11A1	0.0084369	1.149
hsa04510	Focal adhesion	COL1A2	0.019372	1.276
hsa04510	Focal adhesion	MAPK10	0.0195041	0.641
hsa04510	Focal adhesion	ITGB4	0.0201899	0.788
hsa04510	Focal adhesion	ACTN3	0.020777	0.571
hsa04510	Focal adhesion	PPP1R12A	0.0292419	1.421
hsa04510	Focal adhesion	COMP	0.0296374	1.171
hsa04510	Focal adhesion	ITGB6	0.0302786	0.816
hsa04510	Focal adhesion	ITGB5	0.0345617	1.293
hsa04510	Focal adhesion	ITGB3	0.0379219	0.728
hsa04510	Focal adhesion	TNN	0.0390002	0.569
hsa04510	Focal adhesion	ROCK1	0.0439457	1.439
hsa04510	Focal adhesion	TNR	0.0477317	0.684
hsa04510	Focal adhesion	ROCK2	0.0527488	1.407
hsa04510	Focal adhesion	PIK3R5	0.0572576	0.603
hsa04510	Focal adhesion	HRAS	0.0580522	1.443
hsa04510	Focal adhesion	PIK3CD	0.0585009	0.638
hsa04510	Focal adhesion	COL5A2	0.0591438	1.134
hsa04510	Focal adhesion	MAPK8	0.059392	1.327
hsa04510	Focal adhesion	LAMC3	0.0657592	0.632
hsa04510	Focal adhesion	COL3A1	0.0706365	1.218
hsa04510	Focal adhesion	TNC	0.0764647	0.869
hsa04510	Focal adhesion	THBS1	0.0765237	1.255
hsa04510	Focal adhesion	LAMB1	0.0777781	1.212
hsa04510	Focal adhesion	PTEN	0.078497	1.34
hsa04510	Focal adhesion	ITGA11	0.0894677	1.238
hsa04510	Focal adhesion	FIGF	0.0900439	0.633
hsa04510	Focal adhesion	VEGFB	0.0974496	1.356
hsa04510	Focal adhesion	PDGFRA	0.0980182	1.162
hsa04510	Focal adhesion	ZYX	0.1043999	0.685
hsa04510	Focal adhesion	ITGB1	0.1057269	1.341
hsa04510	Focal adhesion	PAK3	0.108398	0.796
hsa04510	Focal adhesion	PPP1CC	0.1085484	1.309
hsa04510	Focal adhesion	PARVG	0.1129055	0.716
hsa04510	Focal adhesion	COL4A4	0.1186836	0.809
hsa04510	Focal adhesion	CCND3	0.1193048	0.691
hsa04510	Focal adhesion	PDGFB	0.1280621	0.711
hsa04510	Focal adhesion	ARHGAP5	0.1319737	1.334
hsa04510	Focal adhesion	PAK6	0.1436089	0.777
hsa04510	Focal adhesion	PIK3R1	0.1535051	1.237
hsa04510	Focal adhesion	LAMA2	0.1557876	1.159
hsa04510	Focal adhesion	ILK	0.1579069	1.336
hsa04510	Focal adhesion	KDR	0.1591405	0.704
hsa04510	Focal adhesion	PIK3CA	0.1618617	1.272
hsa04510	Focal adhesion	PIK3CB	0.1713162	1.262
hsa04510	Focal adhesion	ITGA8	0.1715342	0.813
hsa04510	Focal adhesion	LAMA4	0.1796635	1.223
hsa04510	Focal adhesion	CDC42	0.1805217	1.493
hsa04510	Focal adhesion	COL2A1	0.1820778	0.763
hsa04510	Focal adhesion	CRK	0.184572	0.7
hsa04510	Focal adhesion	PGF	0.1899484	0.691
hsa04510	Focal adhesion	PRKCA	0.1964316	0.779
hsa04510	Focal adhesion	PRKCG	0.2121237	0.689
hsa04510	Focal adhesion	BIRC2	0.2131548	1.231
hsa04510	Focal adhesion	VEGFC	0.2151637	1.357
hsa04510	Focal adhesion	SHC1	0.2176552	1.266
hsa04510	Focal adhesion	FLNC	0.2334153	1.255
hsa04510	Focal adhesion	VAV3	0.2374676	1.192
hsa04510	Focal adhesion	LAMB3	0.2435126	0.889
hsa04510	Focal adhesion	COL4A6	0.2527473	1.445
hsa04510	Focal adhesion	IGF1	0.2606371	1.188
hsa04510	Focal adhesion	LAMC1	0.2703526	1.13
hsa04510	Focal adhesion	COL1A1	0.2718745	1.1
hsa04510	Focal adhesion	FN1	0.2815089	1.094
hsa04510	Focal adhesion	CCND2	0.2843275	1.1
hsa04510	Focal adhesion	PIK3CG	0.2843974	0.808
hsa04510	Focal adhesion	SPP1	0.2847134	1.098
hsa04510	Focal adhesion	LAMA3	0.2862365	0.75
hsa04510	Focal adhesion	AKT3	0.2936963	1.132
hsa04510	Focal adhesion	EGFR	0.3011526	0.73
hsa04510	Focal adhesion	PAK2	0.3066076	1.147
hsa04510	Focal adhesion	BRAF	0.3082256	0.799
hsa04510	Focal adhesion	FLNB	0.3116734	1.168
hsa04510	Focal adhesion	BAD	0.3167386	1.286
hsa04510	Focal adhesion	PTK2	0.3200313	0.749
hsa04510	Focal adhesion	FLNA	0.3446089	1.148
hsa04510	Focal adhesion	ITGA2	0.3531399	0.806
hsa04510	Focal adhesion	SHC3	0.3541398	0.841
hsa04510	Focal adhesion	CHAD	0.3548128	1.202
hsa04510	Focal adhesion	SRC	0.3727648	0.878
hsa04510	Focal adhesion	PDPK1	0.3789063	0.902
hsa04510	Focal adhesion	VWF	0.3835383	1.245
hsa04510	Focal adhesion	CTNNB1	0.3974541	1.143
hsa04510	Focal adhesion	ITGA9	0.4043342	0.806
hsa04510	Focal adhesion	FYN	0.4185258	1.142
hsa04510	Focal adhesion	LAMC2	0.4272352	0.919
hsa04510	Focal adhesion	SOS2	0.4307275	0.829
hsa04510	Focal adhesion	ACTN4	0.4383939	1.148
hsa04510	Focal adhesion	VAV2	0.4386342	0.782
hsa04510	Focal adhesion	CAPN2	0.4524977	0.908
hsa04510	Focal adhesion	COL5A1	0.4568821	1.061
hsa04510	Focal adhesion	VTN	0.4599813	1.126
hsa04510	Focal adhesion	BCL2	0.4826053	1.138
hsa04510	Focal adhesion	JUN	0.4881456	1.132
hsa04510	Focal adhesion	PDGFRB	0.4923498	1.246
hsa04510	Focal adhesion	AKT2	0.523606	1.125
hsa04510	Focal adhesion	PIP5K1C	0.5268978	0.859
hsa04510	Focal adhesion	CAV2	0.5292435	0.93
hsa04510	Focal adhesion	MYLK	0.5307506	1.08
hsa04510	Focal adhesion	GRLF1	0.5451601	0.905
hsa04510	Focal adhesion	MAP2K1	0.5508973	0.853
hsa04510	Focal adhesion	LAMB2	0.5610486	1.185
hsa04510	Focal adhesion	SHC2	0.5656277	1.133
hsa04510	Focal adhesion	VEGFA	0.5676	1.101
hsa04510	Focal adhesion	THBS4	0.5704755	1.039
hsa04510	Focal adhesion	RAPGEF1	0.5891719	1.06
hsa04510	Focal adhesion	COL5A3	0.5897827	0.925
hsa04510	Focal adhesion	PAK7	0.5914194	1.17
hsa04510	Focal adhesion	PXN	0.5960312	1.102
hsa04510	Focal adhesion	PPP1CA	0.6079341	1.084
hsa04510	Focal adhesion	PAK1	0.6144111	1.064
hsa04510	Focal adhesion	CCND1	0.6228846	0.959
hsa04510	Focal adhesion	VAV1	0.6332961	0.906
hsa04510	Focal adhesion	LAMB4	0.6377959	0.904
hsa04510	Focal adhesion	MAPK9	0.6404316	0.914
hsa04510	Focal adhesion	AKT1	0.6488743	1.21
hsa04510	Focal adhesion	ITGAV	0.6538645	1.113
hsa04510	Focal adhesion	COL6A1	0.664127	1.063
hsa04510	Focal adhesion	MYLK2	0.6708255	1.083
hsa04510	Focal adhesion	CAV1	0.6773227	1.052
hsa04510	Focal adhesion	HGF	0.6802947	0.877
hsa04510	Focal adhesion	RAF1	0.6873123	1.093
hsa04510	Focal adhesion	RAP1A	0.6954246	1.061
hsa04510	Focal adhesion	PAK4	0.7010096	1.058
hsa04510	Focal adhesion	LAMA5	0.7040528	0.944
hsa04510	Focal adhesion	PIK3R2	0.7194276	0.934
hsa04510	Focal adhesion	IBSP	0.7393251	1.102
hsa04510	Focal adhesion	RELN	0.7433528	0.934
hsa04510	Focal adhesion	BCAR1	0.7480454	0.949
hsa04510	Focal adhesion	ERBB2	0.7510684	1.058
hsa04510	Focal adhesion	COL6A2	0.7582054	0.954
hsa04510	Focal adhesion	ITGA5	0.7652399	1.046
hsa04510	Focal adhesion	BIRC3	0.7690338	0.972
hsa04510	Focal adhesion	FARP2	0.7715415	0.956
hsa04510	Focal adhesion	BIRC4	0.7785018	1.076
hsa04510	Focal adhesion	THBS3	0.7895964	0.923
hsa04510	Focal adhesion	ITGA4	0.7957444	0.955
hsa04510	Focal adhesion	PDGFC	0.7983249	1.029
hsa04510	Focal adhesion	MAPK3	0.8000766	1.041
hsa04510	Focal adhesion	PIK3R3	0.8013442	1.037
hsa04510	Focal adhesion	ITGA7	0.8096257	1.032
hsa04510	Focal adhesion	PRKCB1	0.814647	0.952
hsa04510	Focal adhesion	SOS1	0.816573	0.941
hsa04510	Focal adhesion	TTN	0.8181609	0.939
hsa04510	Focal adhesion	ACTN2	0.8258777	0.964
hsa04510	Focal adhesion	VCL	0.8308262	1.032
hsa04510	Focal adhesion	ELK1	0.8326871	0.951
hsa04510	Focal adhesion	MYL6	0.8400718	1.193
hsa04510	Focal adhesion	DOCK1	0.8448567	1.033
hsa04510	Focal adhesion	ITGB8	0.8516351	1.021
hsa04510	Focal adhesion	ACTN1	0.8536555	0.969
hsa04510	Focal adhesion	COL6A3	0.8636542	1.039
hsa04510	Focal adhesion	MET	0.8655418	0.979
hsa04510	Focal adhesion	ACTB	0.8820674	1.07
hsa04510	Focal adhesion	ITGA2B	0.8888366	0.962
hsa04510	Focal adhesion	MAPK1	0.9052701	0.982
hsa04510	Focal adhesion	CRKL	0.9089294	1.018
hsa04510	Focal adhesion	ITGA10	0.9190743	0.969
hsa04510	Focal adhesion	CAV3	0.9222027	0.97
hsa04510	Focal adhesion	GRB2	0.9285442	1.019
hsa04510	Focal adhesion	ITGA3	0.9393344	1.018
hsa04510	Focal adhesion	COL4A2	0.9550761	0.995
hsa04510	Focal adhesion	TLN2	0.9558527	1.013
hsa04510	Focal adhesion	COL4A1	0.963275	0.996
hsa04510	Focal adhesion	ITGA6	0.9712541	0.991
hsa04510	Focal adhesion	TLN1	0.9735011	0.996
hsa04510	Focal adhesion	RAC3	0.9752804	0.992
hsa04510	Focal adhesion	IGF1R	0.9762445	1.007
hsa04514	Cell adhesion molecules (CAMs)	ITGB7	0.0000183	0.387
hsa04514	Cell adhesion molecules (CAMs)	PTPRC	0.0016825	0.469
hsa04514	Cell adhesion molecules (CAMs)	ITGAM	0.0138115	0.498
hsa04514	Cell adhesion molecules (CAMs)	CLDN9	0.0138583	1.243
hsa04514	Cell adhesion molecules (CAMs)	CLDN10	0.016209	0.825
hsa04514	Cell adhesion molecules (CAMs)	CTLA4	0.017799	0.604
hsa04514	Cell adhesion molecules (CAMs)	CNTNAP1	0.0234312	0.611
hsa04514	Cell adhesion molecules (CAMs)	CD8A	0.0306909	0.621
hsa04514	Cell adhesion molecules (CAMs)	SDC1	0.0362238	1.384
hsa04514	Cell adhesion molecules (CAMs)	CLDN6	0.0376832	1.356
hsa04514	Cell adhesion molecules (CAMs)	NRXN2	0.0380858	0.597
hsa04514	Cell adhesion molecules (CAMs)	CD34	0.0445685	0.536
hsa04514	Cell adhesion molecules (CAMs)	NRCAM	0.0492878	1.408
hsa04514	Cell adhesion molecules (CAMs)	CLDN4	0.0544075	1.295
hsa04514	Cell adhesion molecules (CAMs)	SELP	0.0574583	0.666
hsa04514	Cell adhesion molecules (CAMs)	MPZL1	0.0594855	1.422
hsa04514	Cell adhesion molecules (CAMs)	ITGB2	0.0644824	0.709
hsa04514	Cell adhesion molecules (CAMs)	SIGLEC1	0.0653971	0.594
hsa04514	Cell adhesion molecules (CAMs)	HLA-DRB5	0.0655329	0.683
hsa04514	Cell adhesion molecules (CAMs)	CD99	0.0744081	1.322
hsa04514	Cell adhesion molecules (CAMs)	CNTN2	0.0786167	0.684
hsa04514	Cell adhesion molecules (CAMs)	SELL	0.0891355	0.638
hsa04514	Cell adhesion molecules (CAMs)	HLA-DRB1	0.0901913	0.848
hsa04514	Cell adhesion molecules (CAMs)	MADCAM1	0.097814	0.674
hsa04514	Cell adhesion molecules (CAMs)	CD2	0.0999711	0.875
hsa04514	Cell adhesion molecules (CAMs)	ITGB1	0.1057269	1.341
hsa04514	Cell adhesion molecules (CAMs)	ICOS	0.1062788	0.724
hsa04514	Cell adhesion molecules (CAMs)	NLGN2	0.1097851	0.681
hsa04514	Cell adhesion molecules (CAMs)	CDH2	0.1209441	1.167
hsa04514	Cell adhesion molecules (CAMs)	CDH3	0.1222966	1.468
hsa04514	Cell adhesion molecules (CAMs)	CD6	0.1279017	0.662
hsa04514	Cell adhesion molecules (CAMs)	CLDN3	0.1379942	0.808
hsa04514	Cell adhesion molecules (CAMs)	CLDN11	0.138605	1.151
hsa04514	Cell adhesion molecules (CAMs)	CNTN1	0.1433067	1.428
hsa04514	Cell adhesion molecules (CAMs)	ALCAM	0.1456707	0.871
hsa04514	Cell adhesion molecules (CAMs)	CDH4	0.1564232	0.671
hsa04514	Cell adhesion molecules (CAMs)	CD80	0.1580248	0.667
hsa04514	Cell adhesion molecules (CAMs)	NCAM1	0.1592279	0.765
hsa04514	Cell adhesion molecules (CAMs)	ITGA8	0.1715342	0.813
hsa04514	Cell adhesion molecules (CAMs)	NCAM2	0.1715888	0.798
hsa04514	Cell adhesion molecules (CAMs)	HLA-DQB1	0.1794385	0.888
hsa04514	Cell adhesion molecules (CAMs)	HLA-DQA1	0.2025417	1.058
hsa04514	Cell adhesion molecules (CAMs)	CD226	0.213947	0.784
hsa04514	Cell adhesion molecules (CAMs)	MPZ	0.2587211	0.77
hsa04514	Cell adhesion molecules (CAMs)	ICOSLG	0.2651561	1.203
hsa04514	Cell adhesion molecules (CAMs)	CD22	0.2912222	1.163
hsa04514	Cell adhesion molecules (CAMs)	NRXN3	0.2969068	0.767
hsa04514	Cell adhesion molecules (CAMs)	CD4	0.3201385	0.901
hsa04514	Cell adhesion molecules (CAMs)	SDC2	0.3261764	1.129
hsa04514	Cell adhesion molecules (CAMs)	NEGR1	0.3307189	0.735
hsa04514	Cell adhesion molecules (CAMs)	NLGN1	0.3433549	0.871
hsa04514	Cell adhesion molecules (CAMs)	CD86	0.3472303	1.305
hsa04514	Cell adhesion molecules (CAMs)	SELPLG	0.3538268	0.821
hsa04514	Cell adhesion molecules (CAMs)	PDCD1LG2	0.3593659	0.843
hsa04514	Cell adhesion molecules (CAMs)	ITGAL	0.3931017	0.804
hsa04514	Cell adhesion molecules (CAMs)	ITGA9	0.4043342	0.806
hsa04514	Cell adhesion molecules (CAMs)	JAM3	0.4080088	0.8
hsa04514	Cell adhesion molecules (CAMs)	PDCD1	0.4135738	0.89
hsa04514	Cell adhesion molecules (CAMs)	SPN	0.4199514	0.819
hsa04514	Cell adhesion molecules (CAMs)	CD28	0.427795	1.094
hsa04514	Cell adhesion molecules (CAMs)	CLDN2	0.4474863	0.874
hsa04514	Cell adhesion molecules (CAMs)	HLA-F	0.4541996	0.917
hsa04514	Cell adhesion molecules (CAMs)	CLDN23	0.4716167	0.902
hsa04514	Cell adhesion molecules (CAMs)	CNTNAP2	0.4892721	0.864
hsa04514	Cell adhesion molecules (CAMs)	SDC4	0.4952102	0.921
hsa04514	Cell adhesion molecules (CAMs)	ICAM2	0.4971347	1.082
hsa04514	Cell adhesion molecules (CAMs)	CD40	0.5214596	0.879
hsa04514	Cell adhesion molecules (CAMs)	CLDN8	0.5444675	0.89
hsa04514	Cell adhesion molecules (CAMs)	PECAM1	0.5487121	1.063
hsa04514	Cell adhesion molecules (CAMs)	CDH1	0.562527	0.834
hsa04514	Cell adhesion molecules (CAMs)	CLDN7	0.5671076	0.936
hsa04514	Cell adhesion molecules (CAMs)	OCLN	0.6077657	0.965
hsa04514	Cell adhesion molecules (CAMs)	CD274	0.6129598	0.912
hsa04514	Cell adhesion molecules (CAMs)	PVRL1	0.6252498	1.169
hsa04514	Cell adhesion molecules (CAMs)	L1CAM	0.6339221	1.063
hsa04514	Cell adhesion molecules (CAMs)	ITGAV	0.6538645	1.113
hsa04514	Cell adhesion molecules (CAMs)	PVR	0.6654619	0.923
hsa04514	Cell adhesion molecules (CAMs)	ICAM1	0.6831611	1.035
hsa04514	Cell adhesion molecules (CAMs)	MAG	0.6838099	0.959
hsa04514	Cell adhesion molecules (CAMs)	CD40LG	0.692798	1.149
hsa04514	Cell adhesion molecules (CAMs)	CLDN17	0.6974692	1.099
hsa04514	Cell adhesion molecules (CAMs)	HLA-B	0.704744	1.037
hsa04514	Cell adhesion molecules (CAMs)	PVRL2	0.7107129	1.101
hsa04514	Cell adhesion molecules (CAMs)	CLDN19	0.765464	0.947
hsa04514	Cell adhesion molecules (CAMs)	ITGA4	0.7957444	0.955
hsa04514	Cell adhesion molecules (CAMs)	VCAM1	0.8024464	1.031
hsa04514	Cell adhesion molecules (CAMs)	CDH5	0.8310034	1.069
hsa04514	Cell adhesion molecules (CAMs)	ITGB8	0.8516351	1.021
hsa04514	Cell adhesion molecules (CAMs)	PTPRF	0.8657378	1.021
hsa04514	Cell adhesion molecules (CAMs)	HLA-A	0.8735827	0.974
hsa04514	Cell adhesion molecules (CAMs)	CLDN20	0.8744667	1.046
hsa04514	Cell adhesion molecules (CAMs)	ICAM3	0.8811774	1.019
hsa04514	Cell adhesion molecules (CAMs)	JAM2	0.8889094	0.981
hsa04514	Cell adhesion molecules (CAMs)	CDH15	0.9038641	1.03
hsa04514	Cell adhesion molecules (CAMs)	CLDN1	0.9247344	1.008
hsa04514	Cell adhesion molecules (CAMs)	CLDN16	0.9369061	0.995
hsa04514	Cell adhesion molecules (CAMs)	PVRL3	0.9399356	1.019
hsa04514	Cell adhesion molecules (CAMs)	CLDN14	0.947741	1.018
hsa04514	Cell adhesion molecules (CAMs)	CD58	0.950712	0.992
hsa04514	Cell adhesion molecules (CAMs)	SDC3	0.9696419	0.991
hsa04514	Cell adhesion molecules (CAMs)	ITGA6	0.9712541	0.991
hsa04514	Cell adhesion molecules (CAMs)	F11R	0.9735942	1.008
hsa04514	Cell adhesion molecules (CAMs)	ESAM	0.973627	0.992
hsa04514	Cell adhesion molecules (CAMs)	NEO1	0.9794226	1.005
hsa04514	Cell adhesion molecules (CAMs)	CLDN18	0.9861155	1.003
hsa04514	Cell adhesion molecules (CAMs)	GLG1	0.9901107	1.002
hsa04514	Cell adhesion molecules (CAMs)	SELE	0.9932658	0.999
hsa04514	Cell adhesion molecules (CAMs)	CD276	0.9950569	0.999
hsa04530	Tight junction	MAGI1	0.0035813	1.436
hsa04530	Tight junction	CLDN9	0.0138583	1.243
hsa04530	Tight junction	CLDN10	0.016209	0.825
hsa04530	Tight junction	TJP3	0.0176878	0.8
hsa04530	Tight junction	PARD6G	0.018433	1.688
hsa04530	Tight junction	MRAS	0.0200077	0.605
hsa04530	Tight junction	ACTN3	0.020777	0.571
hsa04530	Tight junction	RRAS2	0.0290342	1.248
hsa04530	Tight junction	MPDZ	0.0343529	1.646
hsa04530	Tight junction	CLDN6	0.0376832	1.356
hsa04530	Tight junction	TJP1	0.0388248	1.312
hsa04530	Tight junction	PPP2CA	0.0485596	0.652
hsa04530	Tight junction	CLDN4	0.0544075	1.295
hsa04530	Tight junction	HRAS	0.0580522	1.443
hsa04530	Tight junction	PPP2R1B	0.0585173	0.557
hsa04530	Tight junction	ASH1L	0.0589221	1.269
hsa04530	Tight junction	KRAS	0.0713768	1.402
hsa04530	Tight junction	PTEN	0.078497	1.34
hsa04530	Tight junction	CRB3	0.0843396	0.705
hsa04530	Tight junction	MYH10	0.0843796	1.217
hsa04530	Tight junction	PRKCH	0.0920344	0.76
hsa04530	Tight junction	PRKCQ	0.092181	1.455
hsa04530	Tight junction	INADL	0.1013119	0.633
hsa04530	Tight junction	MYH14	0.1025863	0.601
hsa04530	Tight junction	PARD6A	0.1034678	0.588
hsa04530	Tight junction	LLGL2	0.1372676	0.814
hsa04530	Tight junction	CLDN3	0.1379942	0.808
hsa04530	Tight junction	CLDN11	0.138605	1.151
hsa04530	Tight junction	PPP2R3B	0.1487157	0.808
hsa04530	Tight junction	CSNK2A2	0.1559202	0.687
hsa04530	Tight junction	CDC42	0.1805217	1.493
hsa04530	Tight junction	EPB41L1	0.1893677	0.846
hsa04530	Tight junction	PRKCA	0.1964316	0.779
hsa04530	Tight junction	PRKCG	0.2121237	0.689
hsa04530	Tight junction	MAGI3	0.2305817	0.779
hsa04530	Tight junction	YES1	0.2603823	1.193
hsa04530	Tight junction	CDK4	0.2660459	0.785
hsa04530	Tight junction	HCLS1	0.2692392	0.829
hsa04530	Tight junction	SPTAN1	0.2771918	1.209
hsa04530	Tight junction	AMOTL1	0.2934835	1.205
hsa04530	Tight junction	AKT3	0.2936963	1.132
hsa04530	Tight junction	CASK	0.2969616	1.356
hsa04530	Tight junction	MPP5	0.2976765	0.823
hsa04530	Tight junction	GNAI2	0.3238396	0.823
hsa04530	Tight junction	PRKCZ	0.3547073	0.878
hsa04530	Tight junction	PPP2R1A	0.3561983	1.163
hsa04530	Tight junction	EXOC4	0.3639674	1.241
hsa04530	Tight junction	SRC	0.3727648	0.878
hsa04530	Tight junction	SYMPK	0.3786386	0.864
hsa04530	Tight junction	VAPA	0.3883314	1.133
hsa04530	Tight junction	CTNNB1	0.3974541	1.143
hsa04530	Tight junction	CTTN	0.4029089	1.167
hsa04530	Tight junction	GNAI3	0.40588	1.207
hsa04530	Tight junction	JAM3	0.4080088	0.8
hsa04530	Tight junction	NRAS	0.4092444	1.22
hsa04530	Tight junction	PPP2R2C	0.4281079	0.94
hsa04530	Tight junction	MYH9	0.4365881	1.137
hsa04530	Tight junction	ACTN4	0.4383939	1.148
hsa04530	Tight junction	CLDN2	0.4474863	0.874
hsa04530	Tight junction	CLDN23	0.4716167	0.902
hsa04530	Tight junction	CSNK2A1	0.4916347	1.124
hsa04530	Tight junction	CSDA	0.49963	1.084
hsa04530	Tight junction	AKT2	0.523606	1.125
hsa04530	Tight junction	CLDN8	0.5444675	0.89
hsa04530	Tight junction	RAB3B	0.5459375	0.875
hsa04530	Tight junction	PARD3	0.5578568	1.146
hsa04530	Tight junction	CLDN7	0.5671076	0.936
hsa04530	Tight junction	EPB41L3	0.5721032	0.876
hsa04530	Tight junction	OCLN	0.6077657	0.965
hsa04530	Tight junction	PRKCE	0.6178438	0.895
hsa04530	Tight junction	PARD6B	0.637098	0.941
hsa04530	Tight junction	AKT1	0.6488743	1.21
hsa04530	Tight junction	PPP2R4	0.6562966	0.892
hsa04530	Tight junction	CLDN17	0.6974692	1.099
hsa04530	Tight junction	PPP2R2B	0.6983891	0.907
hsa04530	Tight junction	PPM1J	0.7229789	1.114
hsa04530	Tight junction	MAGI2	0.7488363	1.068
hsa04530	Tight junction	CLDN19	0.765464	0.947
hsa04530	Tight junction	PRKCD	0.7699172	1.06
hsa04530	Tight junction	RAB13	0.792071	0.943
hsa04530	Tight junction	LLGL1	0.7955802	1.066
hsa04530	Tight junction	EPB41	0.8083678	1.046
hsa04530	Tight junction	PRKCB1	0.814647	0.952
hsa04530	Tight junction	MLLT4	0.8189516	0.93
hsa04530	Tight junction	ACTN2	0.8258777	0.964
hsa04530	Tight junction	RRAS	0.834549	0.967
