ProbeID (Affymetrix)	Fold Change(CLDN1 transfectants/Mock)	Gene Symbol	Common Name	Description	Location	Function	Genbank	UniGene	RefSeq	Pathways	GO biological process	GO molecular function	GO cellular component	Map_
219686_at	2.606	STK32B	STK32; STKG6; YANK2; HSA250839	serine/threonine kinase 32B	Unknown	kinase	NM_018401	Hs.133062	NM_018401					4p16.2
212551_at	2.609	CAP2	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	Plasma Membrane	other	NM_006366	Hs.132902	NM_006366		GO:7190(adenylate cyclase activation); GO:7163(establishment and/or maintenance of cell polarity); GO:7165(signal transduction)		GO:16020(membrane)	6p22.3
204897_at	2.616	PTGER4	PTGER4	Prostaglandin E receptor 4 (subtype EP4)	Plasma Membrane	G-protein coupled receptor	AA897516	Hs.199248	NM_000958	Prostaglandin_synthesis_regulation ; GenMAPP ; GPCRDB_Class_A_Rhodopsin-like ; GenMAPP ; Small_ligand_GPCRs ; GenMAPP				5p13.1
228109_at	2.619	RASGRF2	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2	Cytoplasm	other	AI912976	Hs.162129	NM_006909					5q13
239710_at	2.62			Transcribed locus			AA993515	Hs.118769						2
225613_at	2.622	MAST4 (includes EG:375449)	MAST4	Microtubule associated serine/threonine kinase family member 4	Unknown	kinase	AI096389	Hs.133539	XM_291141					5q12.3
218995_s_at	2.629	EDN1	ET1	endothelin 1	Extracellular Space	other	NM_001955	Hs.511899	NM_001955	KEGG pathway: Neuroactive ligand-receptor interaction 04080	GO:8217(blood pressure regulation); GO:7267(cell-cell signaling); GO:9405(pathogenesis); GO:8284(positive regulation of cell proliferation); GO:19229(regulation of vasoconstriction); GO:7165(signal transduction)	GO:5179(hormone activity)	GO:5615(extracellular space); GO:5625(soluble fraction)	6p24.1
243880_at	2.633	GOSR2	GOSR2	Golgi SNAP receptor complex member 2	Cytoplasm	transporter	AW205003	Hs.463278						17q21
229606_at	2.646		PPP3CA	Protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)			AI827550	Hs.435512	NM_000944	G_Protein_Signaling ; GenMAPP ;  ; KEGG ; Calcium signaling pathway ; KEGG				4q21-q24
225388_at	2.648	TSPAN5	TM4SF9	Tetraspanin 5	Plasma Membrane	other	AI928507	Hs.118118	NM_005723					4q23
217109_at	2.654	MUC4	mucin 4; HSA276359	mucin 4, tracheobronchial	Extracellular Space	growth factor	AJ242547	Hs.369646	NM_004532		GO:4(biological process unknown); GO:7160(cell-matrix adhesion)	GO:5176(ErbB-2 class receptor binding); GO:30197(extracellular matrix constituent, lubricant activity); GO:5201(extracellular matrix structural constituent); GO:5554(molecular function unknown)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5887(integral to plasma membrane); GO:16020(membrane)	3q29
205572_at	2.656	ANGPT2	ANG2; AGPT2	angiopoietin 2	Extracellular Space	growth factor	NM_001147	Hs.553484	NM_001147		GO:1525(angiogenesis); GO:30154(cell differentiation); GO:7165(signal transduction)	GO:5102(receptor binding)	GO:5615(extracellular space)	8p23.1
204200_s_at	2.657	PDGFB	SIS; SSV; PDGF2; c-sis	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	Extracellular Space	growth factor	NM_002608	Hs.1976	NM_002608	KEGG pathway: Cytokine-cytokine receptor interaction 04060; KEGG pathway: Focal adhesion 04510; KEGG pathway: Gap junction 04540; KEGG pathway: MAPK signaling pathway 04010; KEGG pathway: Regulation of actin cytoskeleton 04810; Reactome Event:Hemostasis 109582	GO:8283(cell proliferation); GO:74(regulation of progression through cell cycle); GO:9611(response to wounding)	GO:8083(growth factor activity); GO:5161(platelet-derived growth factor receptor binding)	GO:5576(extracellular region); GO:16020(membrane)	22q12.3-q13.1
213689_x_at	2.657	RPL5	LOC388650	Ribosomal protein L5	Cytoplasm	other	AL137958	Hs.180946	NM_001006605					1p22.1
225328_at	2.659		FBXO32	F-box protein 32			N21643	Hs.403933	NM_058229 ; NM_148177					8q24.13
207574_s_at	2.661	GADD45B	MYD118; GADD45BETA; DKFZP566B133	growth arrest and DNA-damage-inducible, beta	Cytoplasm	other	NM_015675	Hs.110571	NM_015675	KEGG pathway: Cell cycle 04110; KEGG pathway: MAPK signaling pathway 04010	GO:185(activation of MAPKKK activity); GO:6915(apoptosis); GO:30154(cell differentiation); GO:6950(response to stress)			19p13.3
208729_x_at	2.661	HLA-B	B15; B35; Cw01; Cw03; Cw08; HLA B; B1801; B4601; HLA C	major histocompatibility complex, class I, B	Plasma Membrane	transmembrane receptor	D83043	Hs.77961	NM_005514	KEGG pathway: Cell adhesion molecules (CAMs) 04514; KEGG pathway: Natural killer cell mediated cytotoxicity 04650; KEGG pathway: Type I diabetes mellitus 04940	GO:19882(antigen presentation); GO:19883(antigen presentation, endogenous antigen); GO:19885(antigen processing, endogenous antigen via MHC class I); GO:4(biological process unknown)	GO:30106(MHC class I receptor activity); GO:5554(molecular function unknown)	GO:42612(MHC class I protein complex); GO:8372(cellular component unknown); GO:16021(integral to membrane); GO:5887(integral to plasma membrane); GO:5624(membrane fraction)	6p21.3
212724_at	2.668	RND3	ARHE	Rho family GTPase 3	Cytoplasm	enzyme	BG054844	Hs.6838	NM_005168					2q23.3
202816_s_at	2.69	SS18	SS18	Synovial sarcoma translocation, chromosome 18	Nucleus	other	AW292882	Hs.404263	NM_001007559 ; NM_005637					18q11.2
201148_s_at	2.69	TIMP3	TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	Extracellular Space	other	AW338933	Hs.297324	NM_000362	Matrix_Metalloproteinases ; GenMAPP				22q12.1-q13.2
207528_s_at	2.691	SLC7A11	xCT; CCBR1	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	Plasma Membrane	transporter	NM_014331	Hs.390594	NM_014331		GO:6865(amino acid transport); GO:6461(protein complex assembly); GO:6810(transport)	GO:15359(amino acid permease activity); GO:15327(cystine:glutamate antiporter activity)	GO:16021(integral to membrane); GO:16020(membrane)	4q28-q32
243367_at	2.699			PREDICTED: Homo sapiens similar to D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (LOC440684), mRNA			AI018561	Hs.456465						1
202531_at	2.712	IRF1	MAR; IRF-1	interferon regulatory factor 1	Nucleus	transcription regulator	NM_002198	Hs.436061	NM_002198	Apoptosis ; GenMAPP	GO:7049(cell cycle); GO:6955(immune response); GO:45786(negative regulation of progression through cell cycle); GO:6355(regulation of transcription, DNA-dependent); GO:6350(transcription); GO:6366(transcription from RNA polymerase II promoter)	GO:3700(transcription factor activity)	GO:5634(nucleus)	5q31.1
201150_s_at	2.714	TIMP3	SFD; K222; K222TA2; HSMRK222	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	Extracellular Space	other	NM_000362	Hs.297324	NM_000362	Matrix_Metalloproteinases ; GenMAPP	GO:8624(induction of apoptosis by extracellular signals); GO:7600(sensory perception); GO:7169(transmembrane receptor protein tyrosine kinase signaling pathway); GO:7601(visual perception)	GO:4857(enzyme inhibitor activity); GO:8191(metalloendopeptidase inhibitor activity); GO:5554(molecular function unknown)	GO:5578(extracellular matrix (sensu Metazoa))	22q12.1-q13.2
219833_s_at	2.715	EFHC1	EJM1; FLJ10466; dJ304B14.2	EF-hand domain (C-terminal) containing 1	Cytoplasm	other	NM_018100	Hs.403171	NM_018100			GO:5509(calcium ion binding)		6p12.3
221847_at	2.722			Similar to Phenylalanine-4-hydroxylase (PAH) (Phe-4-monooxygenase)			BF665706	Hs.521817	XM_498557					12p13.33
213249_at	2.723	FBXL7	FBXL7	F-box and leucine-rich repeat protein 7	Cytoplasm	enzyme	AU145127	Hs.433057	NM_012304					5p15.1
210001_s_at	2.725	SOCS1	JAB; CIS1; SSI1; TIP3; CISH1; SSI-1; SOCS-1	suppressor of cytokine signaling 1	Cytoplasm	other	AB005043	Hs.50640	NM_003745	KEGG pathway: Insulin signaling pathway 04910; KEGG pathway: Jak-STAT signaling pathway 04630; KEGG pathway: Type II diabetes mellitus 04930	GO:7259(JAK-STAT cascade); GO:7242(intracellular signaling cascade); GO:46426(negative regulation of JAK-STAT cascade); GO:1558(regulation of cell growth); GO:6512(ubiquitin cycle)	GO:5159(insulin-like growth factor receptor binding); GO:19901(protein kinase binding); GO:4860(protein kinase inhibitor activity)	GO:5737(cytoplasm)	16p13.13
203641_s_at	2.729	COBLL1	COBLL1	COBL-like 1	Unknown	other	BF002844	Hs.560777	NM_014900					2q24.3
216044_x_at	2.736	FAM69A	FLJ23493	family with sequence similarity 69, member A	Unknown	other	AK027146	Hs.180946	NM_001006605			GO:166(nucleotide binding)		1p22.1
211148_s_at	2.749	ANGPT2	ANG2; AGPT2	angiopoietin 2	Extracellular Space	growth factor	AF187858	Hs.553484	NM_001147		GO:1525(angiogenesis); GO:30154(cell differentiation); GO:7165(signal transduction)	GO:5102(receptor binding)	GO:5615(extracellular space)	8p23.1
200704_at	2.751	LITAF	PIG7; CMT1C; SIMPLE; TP53I7; FLJ38636; MGC116698; MGC116700; MGC116701; MGC125274; MGC125275; MGC125276	lipopolysaccharide-induced TNF factor	Nucleus	transcription regulator	AB034747	Hs.459940	NM_004862		GO:43123(positive regulation of I-kappaB kinase/NF-kappaB cascade); GO:6357(regulation of transcription from RNA polymerase II promoter); GO:6350(transcription)	GO:3702(RNA polymerase II transcription factor activity); GO:4871(signal transducer activity)	GO:5634(nucleus)	16p13.13
219369_s_at	2.757	OTUB2	OTB2; OTU2; MGC3102; FLJ21916; C14orf137	OTU domain, ubiquitin aldehyde binding 2	Unknown	other	NM_023112	Hs.278815	NM_023112	KEGG pathway: Biotin metabolism 00780; KEGG pathway: Lysine degradation 00310	GO:6512(ubiquitin cycle)	GO:8234(cysteine-type peptidase activity)		14q32.13
235911_at	2.76	MFI2		Hypothetical gene supported by BC034933; BC068085	Plasma Membrane	other	AI885815	Hs.568278	XM_498955					3q29
204688_at	2.786	SGCE	ESG; DYT11	sarcoglycan, epsilon	Plasma Membrane	other	NM_003919	Hs.371199	NM_003919		GO:7160(cell-matrix adhesion); GO:7517(muscle development)	GO:5509(calcium ion binding); GO:5515(protein binding)	GO:5856(cytoskeleton); GO:5887(integral to plasma membrane); GO:16012(sarcoglycan complex)	7q21-q22
202817_s_at	2.79	SS18	SYT; SSXT; MGC116875	synovial sarcoma translocation, chromosome 18	Nucleus	other	NM_005637	Hs.404263	NM_001007559			GO:5515(protein binding)	GO:5634(nucleus)	18q11.2
1552283_s_at	2.791	ZDHHC11	ZNF399; FLJ13153	zinc finger, DHHC-type containing 11	Unknown	other	NM_024786	Hs.368851	NM_024786			GO:8415(acyltransferase activity); GO:46872(metal ion binding); GO:16740(transferase activity); GO:8270(zinc ion binding)	GO:16021(integral to membrane); GO:16020(membrane)	5p15.33
203765_at	2.793	GCA	GCL	grancalcin, EF-hand calcium binding protein	Cytoplasm	other	NM_012198	Hs.377894	NM_012198		GO:6944(membrane fusion)	GO:5509(calcium ion binding)	GO:5737(cytoplasm); GO:5886(plasma membrane)	2q24.2
240349_at	2.815			AV693202 GKC Homo sapiens cDNA clone GKCCUE04 5, mRNA sequence.			AV693202	Hs.256067	NM_006252	Fatty_Acid_Synthesis ; GenMAPP				1p31
231067_s_at	2.819	AKAP12	AKAP12	A kinase (PRKA) anchor protein (gravin) 12	Cytoplasm	transporter	BF114967	Hs.371240	NM_005100 ; NM_144497	G_Protein_Signaling ; GenMAPP				6q24-q25
226301_at	2.838	C6ORF192	C6orf192	Chromosome 6 open reading frame 192	Unknown	other	AV729072	Hs.347144	NM_052831					6q22.3-q23.3
221760_at	2.851	MAN1A1	MAN1A1	Mannosidase, alpha, class 1A, member 1	Cytoplasm	enzyme	BG287153	Hs.102788	NM_005907	N-Glycan biosynthesis ; KEGG ; High-mannose type N-glycan biosynthesis ; KEGG				6q22
208358_s_at	2.854	UGT8	CGT	UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)	Cytoplasm	enzyme	NM_003360	Hs.144197	NM_003360		GO:7417(central nervous system development); GO:6688(glycosphingolipid biosynthesis); GO:8152(metabolism); GO:7422(peripheral nervous system development)	GO:3851(2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity); GO:8489(UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity); GO:16758(transferase activity, transferring hexosyl groups)	GO:5783(endoplasmic reticulum); GO:16021(integral to membrane); GO:5792(microsome)	4q26
201668_x_at	2.872	MARCKS (includes EG:4082)	MARCKS	Myristoylated alanine-rich protein kinase C substrate	Plasma Membrane	other	AW163148	Hs.519909	NM_002356					6q22.2
235768_at	2.882	SH3RF2	SH3RF2	SH3 domain containing ring finger 2	Unknown	other	AW341531	Hs.443728	NM_152550					5q32
1558105_a_at	2.89			Homo sapiens, Similar to LOC169932, clone IMAGE:4499203, mRNA			AK096921	Hs.91389						X
223666_at	2.893	SNX5	FLJ10931	sorting nexin 5	Cytoplasm	transporter	BC002724	Hs.316890	NM_014426		GO:7242(intracellular signaling cascade); GO:15031(protein transport)			20p11
209417_s_at	2.894	IFI35	IFP35; FLJ21753	interferon-induced protein 35	Nucleus	other	BC001356	Hs.50842	NM_005533		GO:6955(immune response); GO:9615(response to virus)	GO:5515(protein binding)	GO:5634(nucleus)	17q21
211555_s_at	2.897	GUCY1B3	GUCB3; GC-SB3; GUC1B3; GUCSB3; GC-S-beta-1	guanylate cyclase 1, soluble, beta 3	Cytoplasm	enzyme	AF020340	Hs.77890	NM_000857	KEGG pathway: Gap junction 04540; KEGG pathway: Purine metabolism 00230	GO:6182(cGMP biosynthesis); GO:8015(circulation); GO:7263(nitric oxide mediated signal transduction)	GO:4383(guanylate cyclase activity); GO:20037(heme binding); GO:5506(iron ion binding); GO:46872(metal ion binding); GO:4872(receptor activity)	GO:5737(cytoplasm); GO:8074(guanylate cyclase complex, soluble)	4q31.3-q33
212665_at	2.899	TIPARP	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	Unknown	other	AL556438	Hs.12813	NM_015508					3q25.31
203186_s_at	2.903	S100A4	42A; 18A2; CAPL; MTS1; P9KA; PEL98	S100 calcium binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)	Cytoplasm	other	NM_002961	Hs.81256	NM_002961			GO:5509(calcium ion binding)		1q21
235085_at	2.908	DKFZP761P0423	DKFZp761P0423	Hypothetical protein DKFZp761P0423	Unknown	kinase	BF739767	Hs.29068	XM_291277					8p23.1
239443_at	2.914	PCDHB6 (includes EG:56130)	PCDHB6	Protocadherin beta 6	Plasma Membrane	other	AI821557	Hs.283085	NM_018939					5q31
226683_at	2.917	SNAG1	SNAG1	Sorting nexin associated golgi protein 1	Cytoplasm	transporter	AU146771	Hs.432755	NM_052870					5q11.2
235086_at	2.918	THBS1	THBS1	Thrombospondin 1	Extracellular Space	other	AW956580	Hs.164226	NM_003246	TGF_Beta_Signaling_Pathway ; GenMAPP ; Inflammatory_Response_Pathway ; GenMAPP				15q15
226905_at	2.92	FAM101B	MGC45871	Hypothetical protein MGC45871	Unknown	other	BG036514	Hs.345588	NM_182705					17p13
228442_at	2.952		NFATC2	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2			AI770171	Hs.356321	NM_012340 ; NM_173091					20q13.2-q13.3
37117_at	2.954	ARHGAP8		Rho GTPase activating protein 8 ; PRR5-ARHGAP8 fusion	Cytoplasm	other	Z83838		NM_001017526 ; NM_181334 ; NM_181335					22q13.31
235661_at	2.957	POU2F2		ye65a03.r1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:122572 5, mRNA sequence.	Nucleus	transcription regulator	T99553	Hs.147381
203438_at	2.959	STC2	STC2	Stanniocalcin 2	Extracellular Space	other	AI435828	Hs.233160	NM_003714					5q35.1
238965_at	2.963	C21ORF2	C21orf2	Chromosome 21 open reading frame 2	Unknown	other	AW300217	Hs.517331	NM_004928					21q22.3
205347_s_at	2.97	TMSL8	TMSNB	thymosin-like 8	Cytoplasm	other	NM_021992	Hs.56145	NM_021992		GO:4(biological process unknown); GO:7010(cytoskeleton organization and biogenesis)	GO:3779(actin binding); GO:5554(molecular function unknown)	GO:5737(cytoplasm); GO:5856(cytoskeleton)	Xq21.33-q22.3
242100_at	2.977	CSS3	CSS3	Chondroitin sulfate synthase 3	Cytoplasm	enzyme	AI076484	Hs.213137	NM_175856					5q23.3
244623_at	3.001			Transcribed locus			BF513800	Hs.445324						6
201289_at	3.007	CYR61	CCN1; GIG1; IGFBP10	cysteine-rich, angiogenic inducer, 61	Extracellular Space	other	NM_001554	Hs.8867	NM_001554	Hypertrophy_model ; GenMAPP	GO:7155(cell adhesion); GO:8283(cell proliferation); GO:6935(chemotaxis); GO:9653(morphogenesis); GO:1558(regulation of cell growth); GO:7600(sensory perception)	GO:8201(heparin binding); GO:5520(insulin-like growth factor binding)	GO:5576(extracellular region)	1p31-p22
209014_at	3.051	MAGED1	NRAGE; DLXIN-1	melanoma antigen family D, 1	Plasma Membrane	transcription regulator	AF217963	Hs.5258	NM_001005332					Xp11.23
236451_at	3.054			CDNA FLJ14635 fis, clone NT2RP2001196			AA825510	Hs.556496						2
205730_s_at	3.065	ABLIM3	HMFN1661	actin binding LIM protein family, member 3	Cytoplasm	other	NM_014945	Hs.49688	NM_014945	KEGG pathway: Axon guidance 04360	GO:7010(cytoskeleton organization and biogenesis)	GO:3779(actin binding); GO:46872(metal ion binding); GO:8270(zinc ion binding)	GO:5737(cytoplasm)	5q32
227530_at	3.065	AKAP12	AKAP12	A kinase (PRKA) anchor protein (gravin) 12	Cytoplasm	transporter	BF511276	Hs.371240	NM_005100 ; NM_144497	G_Protein_Signaling ; GenMAPP				6q24-q25
244561_at	3.066			Homo sapiens, Similar to LOC169932, clone IMAGE:4499203, mRNA			BG289443	Hs.91389						X
213865_at	3.07	DCBLD2	DCBLD2	Discoidin, CUB and LCCL domain containing 2	Plasma Membrane	other	AI378788	Hs.203691	NM_080927					3q12.1
209576_at	3.106	GNAI1	Gi	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	Plasma Membrane	enzyme	AL049933	Hs.134587	NM_002069	KEGG pathway: Axon guidance 04360; KEGG pathway: Gap junction 04540; KEGG pathway: Tight junction 04530	GO:7186(G-protein coupled receptor protein signaling pathway); GO:7165(signal transduction)	GO:5525(GTP binding); GO:166(nucleotide binding); GO:5515(protein binding); GO:4871(signal transducer activity)		7q21
227749_at	3.121	POU2F2		Transcribed locus	Nucleus	transcription regulator	AI703496	Hs.147381						19
225803_at	3.133	FBXO32	FBXO32	F-box protein 32	Cytoplasm	enzyme	AW006123	Hs.403933	NM_058229 ; NM_148177					8q24.13
215531_s_at	3.139	GABRA5	GABRA5	Gamma-aminobutyric acid (GABA) A receptor, alpha 5	Plasma Membrane	ion channel	BF966183	Hs.24969	NM_000810					15q11.2-q12
202686_s_at	3.141	AXL	UFO	AXL receptor tyrosine kinase	Plasma Membrane	kinase	NM_021913	Hs.466791	NM_001699	; KEGG ; Calcium signaling pathway ; KEGG	GO:6468(protein amino acid phosphorylation); GO:74(regulation of progression through cell cycle); GO:7165(signal transduction)	GO:5524(ATP binding); GO:166(nucleotide binding); GO:4872(receptor activity); GO:16740(transferase activity); GO:4714(transmembrane receptor protein tyrosine kinase activity)	GO:5887(integral to plasma membrane)	19q13.1
223434_at	3.151	GBP3	FLJ10961	guanylate binding protein 3	Cytoplasm	enzyme	AL136680	Hs.534284	NM_018284		GO:6955(immune response)	GO:5525(GTP binding); GO:3924(GTPase activity)		1p22.2
201431_s_at	3.196	DPYSL3	DRP3; ULIP; CRMP4; DRP-3; CRMP-4	dihydropyrimidinase-like 3	Cytoplasm	enzyme	NM_001387	Hs.519659	NM_001387		GO:7399(nervous system development); GO:6139(nucleobase, nucleoside, nucleotide and nucleic acid metabolism); GO:7165(signal transduction)	GO:4157(dihydropyrimidinase activity); GO:16787(hydrolase activity)		5q32
212094_at	3.196	PEG10	PEG10	Paternally expressed 10	Nucleus	other	AL582836	Hs.147492	XM_496907 ; XM_499343					7q21
226302_at	3.207	ATP8B1	ATP8B1	ATPase, Class I, type 8B, member 1	Plasma Membrane	transporter	BG290908	Hs.216623						18q21-q22
201310_s_at	3.208	C5ORF13	P311; PTZ17; D4S114; PRO1873	chromosome 5 open reading frame 13	Cytoplasm	other	NM_004772	Hs.483067	NM_004772					5q22.1
222890_at	3.21	CCDC113	HSPC065	HSPC065 protein	Unknown	other	BG054922	Hs.11614	NM_014157					16q21
227529_s_at	3.214	AKAP12	AKAP12	A kinase (PRKA) anchor protein (gravin) 12	Cytoplasm	transporter	BF511276	Hs.371240	NM_005100 ; NM_144497	G_Protein_Signaling ; GenMAPP				6q24-q25
242828_at	3.229	FIGN	FIGN	Fidgetin	Nucleus	other	BG109695	Hs.170999	NM_018086					2q24.3
228141_at	3.234			zp31b04.s1 Stratagene neuroepithelium (#937231) Homo sapiens cDNA clone IMAGE:611023 3 similar to contains Alu repetitive element;, mRNA sequence.			AA173223	Hs.289044	NM_152623					5q11.2
218678_at	3.245	NES		nestin	Cytoplasm	other	NM_024609	Hs.527971	NM_006617					1q23.1
209101_at	3.253	CTGF	CCN2; NOV2; IGFBP8; MGC102839	connective tissue growth factor	Extracellular Space	growth factor	M92934	Hs.410037	NM_001901		GO:6260(DNA replication); GO:7155(cell adhesion); GO:6928(cell motility); GO:8544(epidermis development); GO:1558(regulation of cell growth); GO:9611(response to wounding)	GO:8201(heparin binding); GO:5520(insulin-like growth factor binding); GO:5515(protein binding)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5615(extracellular space); GO:5886(plasma membrane); GO:5625(soluble fraction)	6q23.1
214168_s_at	3.255	TJP1	TJP1	Tight junction protein 1 (zona occludens 1)	Plasma Membrane	other	AA813018	Hs.510833	NM_003257 ; NM_175610					15q13
212012_at	3.284	PXDN	D2S448	Peroxidasin homolog (Drosophila)	Unknown	other	BF342851	Hs.332197	XM_056455					2p25
1560066_at	3.29			Homo sapiens, clone IMAGE:3922927, mRNA			BC015907	Hs.498938						11
224480_s_at	3.301	MGC11324	HMFN0839; MGC11324	hypothetical protein MGC11324	Cytoplasm	enzyme	BC006236	Hs.99196	NM_032717		GO:8152(metabolism)	GO:8415(acyltransferase activity)		4q21.23
205980_s_at	3.303	ARHGAP8	PRR5; PP610; FLJ20185	proline rich protein 5	Cytoplasm	other	NM_015366	Hs.102336	NM_001017528					22q13
222803_at	3.303	PRTFDC1	PRTFDC1	Phosphoribosyl transferase domain containing 1	Unknown	enzyme	AI871620	Hs.405619	NM_020200					10p12.1
213241_at	3.315	PLXNC1	NY-REN-58	Coiled-coil domain containing 41	Plasma Membrane	other	AF035307	Hs.279209	NM_005761					12q22
201445_at	3.326	CNN3	CNN3	calponin 3, acidic	Cytoplasm	other	NM_001839	Hs.483454	NM_001839		GO:31032(actomyosin structure organization and biogenesis); GO:6939(smooth muscle contraction)	GO:3779(actin binding); GO:5516(calmodulin binding); GO:5523(tropomyosin binding); GO:30172(troponin C binding)	GO:8372(cellular component unknown)	1p22-p21
223609_at	3.34	ROPN1L	ASP; FLJ25776	ropporin 1-like	Unknown	kinase	AF239723	Hs.381089	NM_031916					5p15.2
209184_s_at	3.365	IRS2	IRS2	Insulin receptor substrate 2	Cytoplasm	other	BF700086	Hs.442344	NM_003749					13q34
210503_at	3.383	MAGEA11	MAGE11; MAGE-11; MAGEA-11; MGC10511	melanoma antigen family A, 11	Unknown	other	BC004479	Hs.534328	NM_001011544					Xq28
212254_s_at	3.434	DST	DST	Dystonin	Plasma Membrane	other	AI798790	Hs.485616	NM_001723 ; NM_015548 ; NM_020388 ; NM_183380					6p12-p11
228956_at	3.479	UGT8	UGT8	UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)	Cytoplasm	enzyme	N22272	Hs.144197	NM_003360					4q26
203167_at	3.489	TIMP2	CSC-21K	TIMP metallopeptidase inhibitor 2	Extracellular Space	other	NM_003255	Hs.104839	NM_003255	Matrix_Metalloproteinases ; GenMAPP		GO:4857(enzyme inhibitor activity); GO:8191(metalloendopeptidase inhibitor activity)	GO:5578(extracellular matrix (sensu Metazoa))	17q25
203434_s_at	3.493	MME	MME	Membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)	Plasma Membrane	peptidase	AI433463	Hs.307734	NM_000902 ; NM_007287 ; NM_007288 ; NM_007289	; KEGG				3q25.1-q25.2
209591_s_at	3.494	BMP7	OP-1	bone morphogenetic protein 7 (osteogenic protein 1)	Extracellular Space	growth factor	M60316	Hs.473163	NM_001719	KEGG pathway: Cytokine-cytokine receptor interaction 04060; KEGG pathway: Hedgehog signaling pathway 04340; KEGG pathway: TGF-beta signaling pathway 04350	GO:51216(cartilage development); GO:30154(cell differentiation); GO:40007(growth); GO:1503(ossification)	GO:5125(cytokine activity); GO:8083(growth factor activity)	GO:5615(extracellular space)	20q13
204035_at	3.507	SCG2	CHGC; SgII	secretogranin II (chromogranin C)	Extracellular Space	cytokine	NM_003469	Hs.516726	NM_003469		GO:9306(protein secretion)	GO:5509(calcium ion binding)		2q35-q36
208078_s_at	3.526	SNF1LK	BZP; ZEB; ZEB1; AREB6; PPCD3; ZFHEP; NIL-2A; ZFHX1A; NIL-2-A	transcription factor 8 (represses interleukin 2 expression)	Cytoplasm	kinase	NM_030751	Hs.124503	NM_030751		GO:8283(cell proliferation); GO:6955(immune response); GO:122(negative regulation of transcription from RNA polymerase II promoter); GO:6355(regulation of transcription, DNA-dependent)	GO:46872(metal ion binding); GO:3676(nucleic acid binding); GO:3713(transcription coactivator activity); GO:3714(transcription corepressor activity); GO:3700(transcription factor activity); GO:8270(zinc ion binding)	GO:5634(nucleus)	10p11.2
235548_at	3.561	APCDD1L	FLJ90166	Hypothetical protein FLJ90166	Unknown	other	BG326592	Hs.119286	NM_153360					20q13.32
215016_x_at	3.571	DST	BPA; BP240; BPAG1; MACF2; CATX-15; KIAA0465; KIAA1470	dystonin	Plasma Membrane	other	BC004912	Hs.485616	NM_001723		GO:30036(actin cytoskeleton organization and biogenesis); GO:7155(cell adhesion); GO:7050(cell cycle arrest); GO:7010(cytoskeleton organization and biogenesis); GO:7229(integrin-mediated signaling pathway); GO:45104(intermediate filament cytoskeleton organization and biogenesis)	GO:3779(actin binding); GO:51015(actin filament binding); GO:5509(calcium ion binding); GO:5178(integrin binding); GO:8022(protein C-terminus binding); GO:5515(protein binding); GO:5200(structural constituent of cytoskeleton)	GO:5604(basement membrane); GO:5737(cytoplasm); GO:16023(cytoplasmic membrane-bound vesicle); GO:5856(cytoskeleton); GO:5615(extracellular space); GO:30056(hemidesmosome); GO:5911(intercellular junction)	6p12-p11
231963_at	3.575			Homo sapiens, clone IMAGE:3869276, mRNA			BG111938	Hs.26039						5
201430_s_at	3.583	DPYSL3	DPYSL3	Dihydropyrimidinase-like 3	Cytoplasm	enzyme	W72516	Hs.519659	NM_001387					5q32
212013_at	3.598	PXDN	PXN; MG50; PRG2; D2S448; D2S448E; KIAA0230	peroxidasin homolog (Drosophila)	Unknown	other	D86983	Hs.332197	XM_056455		GO:6955(immune response)	GO:5152(interleukin-1 receptor antagonist activity); GO:4601(peroxidase activity)		2p25
236598_at	3.609			CDNA FLJ14635 fis, clone NT2RP2001196			BF432065	Hs.556496						2
221646_s_at	3.673	ZDHHC11	ZNF399; FLJ13153	zinc finger, DHHC-type containing 11	Unknown	other	AF267859	Hs.368851	NM_024786			GO:8415(acyltransferase activity); GO:46872(metal ion binding); GO:16740(transferase activity); GO:8270(zinc ion binding)	GO:16021(integral to membrane); GO:16020(membrane)	5p15.33
