Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
101527_at	Mm.218669	Tcea1	transcription elongation factor A (SII) 1	4.56	2.19	0.14	0	1.75	2.63	PP PPA
101528_at	Mm.218669	Tcea1	transcription elongation factor A (SII) 1	5.56	2.48	0.12	0	2.09	2.86	PP PPA
101529_g_at	Mm.218669	Tcea1	transcription elongation factor A (SII) 1	3.5	1.81	0.13	0	1.39	2.23	PP PPA
95536_at	Mm.27663	Tceb3	transcription elongation factor B (SIII), polypeptide 3	1.61	0.68	0.07	0	0.45	0.92	AP APP
102354_at	Mm.11434	Tcf19	transcription factor 19	2.01	1	0.18	0.01	0.43	1.57	PP PPP
162159_i_at	Mm.7226	Tcf2	transcription factor 2	1.43	0.51	0.06	0	0.34	0.69	PP PPP
160483_at	Mm.4269	Tcf4	transcription factor 4	3.46	1.79	0.12	0	1.41	2.17	PP PPA
103205_at	Mm.19185	Tcirg1	T-cell, immune regulator 1	-2.54	-1.35	0.14	0	-1.78	-0.91	PP PPP
93736_at	Mm.20948	Tcn2	transcobalamin 2	-3.32	-1.73	0.22	0	-2.42	-1.04	PP PPP
94218_at	Mm.2223	Tcp1	t-complex protein 1	1.96	0.97	0.17	0.01	0.42	1.52	PP PPP
103058_f_at	Mm.197472	Tcp10b	t-complex protein 10b	-2.88	-1.52	0.17	0	-2.06	-0.99	PP PPP
94727_f_at	Mm.14131	Tcstv1-pending	2-cell-stage, variable group, member 1	-2.29	-1.19	0.21	0.01	-1.87	-0.51	PP PPP
100151_at	Mm.4962	Tde1	tumor differentially expressed 1	1.93	0.94	0.15	0.01	0.47	1.42	PP PPP
101540_at	Mm.183016	Tdg	thymine DNA glycosylase	2.09	1.06	0.12	0	0.67	1.45	PP PPP
96940_at	Mm.3019	Tead2	TEA domain family member 2	-1.91	-0.93	0.2	0.02	-1.56	-0.3	PP PPP
94259_at	Mm.22421	Tebp-pending	telomerase binding protein, p23	3.15	1.66	0.18	0	1.1	2.21	PP PPP
99545_at	Mm.42257	Tekt1	tektin 1	-3.82	-1.93	0.22	0	-2.62	-1.25	PP PPP
96825_at	Mm.29389	Tenc1	tensin like C1 domain-containing phosphatase	-1.94	-0.96	0.14	0.01	-1.39	-0.52	PP PPP
93367_at	Mm.152812	Tep1	telomerase associated protein 1	-2.47	-1.3	0.17	0	-1.85	-0.75	PP PPP
103385_at	Mm.18637	Tera-pending	teratocarcinoma expressed, serine rich	3	1.59	0.11	0	1.24	1.94	PP PPA
102735_at	Mm.14485	Tex9	testis expressed gene 9	-2.52	-1.34	0.13	0	-1.76	-0.91	PP PPA
101958_f_at	Mm.925	Tfdp1	transcription factor Dp 1	6.86	2.78	0.17	0	2.24	3.32	AP APA
101959_r_at	Mm.925	Tfdp1	transcription factor Dp 1	10.52	3.4	0.19	0	2.81	3.99	PP PPA
103832_at	Mm.172947	Tfip11	tuftelin interacting protein 11	-2.99	-1.58	0.23	0.01	-2.31	-0.85	PP PPP
92877_at	Mm.14455	Tgfbi	transforming growth factor, beta induced	-1.46	-0.55	0.08	0.01	-0.81	-0.28	PP PPP
102637_at	Mm.200775	Tgfbr3	transforming growth factor, beta receptor III	-2.03	-1.02	0.19	0.01	-1.63	-0.41	PP PPP
99947_at	Mm.41057	Tial1	Tial1 cytotoxic granule-associated RNA binding protein-like 1	1.66	0.73	0.14	0.01	0.29	1.17	PP PPP
99602_at	Mm.4292	Tieg1	TGFB inducible early growth response 1	-1.75	-0.81	0.13	0.01	-1.23	-0.39	PP PPP
94860_at	Mm.2368	Timm17a	translocator of inner mitochondrial membrane a	4.24	2.08	0.11	0	1.72	2.44	PP PPP
95441_at	Mm.24565	Timm23	translocase of inner mitochondrial membrane 23 homolog (yeast)	3.4	1.76	0.11	0	1.41	2.11	PP PPP
97477_at	Mm.269021	Timm8b	translocase of inner mitochondrial membrane 8 homolog b (yeast)	1.76	0.81	0.14	0.01	0.35	1.27	PP PPP
93507_at	Mm.206505	Timp2	tissue inhibitor of metalloproteinase 2	-4.62	-2.21	0.22	0	-2.91	-1.51	PP PPP
95497_at	Mm.196219	Tipin-pending	timeless interacting protein	3.06	1.62	0.22	0.01	0.91	2.32	PP PPA
96081_at	Mm.2661	Tk1	thymidine kinase 1	3.13	1.64	0.12	0	1.25	2.04	PP PPP
101356_at	Mm.183110	Tk2	thymidine kinase 2, mitochondrial	-2.35	-1.23	0.16	0	-1.75	-0.71	PP PPP
101964_at	Mm.154387	Tkt	transketolase	2.82	1.5	0.09	0	1.2	1.79	PP PPP
99448_at	Mm.4053	Tln	talin	-2.64	-1.4	0.09	0	-1.7	-1.1	PP PPP
93551_at	Mm.247287	Tm4sf7	transmembrane 4 superfamily member 7	2.19	1.13	0.09	0	0.85	1.41	PP PPP
103923_at	Mm.1585	Tm7sf1	transmembrane 7 superfamily member 1	-2.25	-1.17	0.12	0	-1.55	-0.79	PP PPP
103017_at	Mm.1585	Tm7sf1	transmembrane 7 superfamily member 1	-2.58	-1.37	0.16	0	-1.86	-0.87	PP PPP
97359_at	Mm.132857	Tm9sf1	transmembrane 9 superfamily member 1	1.47	0.56	0.06	0	0.35	0.76	PP PPP
92782_at	Mm.124	Tmpo	thymopoietin	2.11	1.08	0.15	0.01	0.6	1.56	PP PPP
98982_at	Mm.124	Tmpo	thymopoietin	1.8	0.85	0.14	0.01	0.4	1.29	PP PPP
98129_at	Mm.3532	Tmsb10	thymosin, beta 10	-12.82	-3.68	0.09	0	-3.98	-3.38	PP PPP
101632_at	Mm.6251	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a	1.78	0.83	0.13	0.01	0.42	1.25	PP PPP
94928_at	Mm.2666	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	-4.19	-2.07	0.13	0	-2.48	-1.66	PP PPP
92962_at	Mm.4966	Tnfrsf5	tumor necrosis factor receptor superfamily, member 5	-2.16	-1.11	0.18	0.01	-1.69	-0.54	PP PPP
93917_at	Mm.8983	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	-3.55	-1.83	0.18	0	-2.39	-1.27	PP PPP
92415_at	Mm.41171	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	2.22	1.15	0.13	0	0.73	1.57	PP PPP
104755_at	Mm.259671	Tnip1	TNFAIP3 interacting protein 1	2.12	1.08	0.11	0	0.75	1.42	PP PPP
161361_s_at	Mm.711	Tnnt1	troponin T1, skeletal, slow	-1.69	-0.75	0.1	0.01	-1.08	-0.43	PP PPP
92885_at	Mm.14546	Tnnt3	troponin T3, skeletal, fast	-3.54	-1.82	0.23	0	-2.55	-1.09	AP APA
101534_at	Mm.206798	Tnp2	transition protein 2	-1.97	-0.98	0.15	0.01	-1.44	-0.52	PP PPP
161907_s_at	Mm.252368	Tnxb	tenascin XB	-2.63	-1.39	0.2	0.01	-2.02	-0.76	PP PPP
160809_at	Mm.103551	Tollip	toll interacting protein	-1.64	-0.71	0.12	0.01	-1.1	-0.33	PP PPP
160653_at	Mm.20843	Tomm40	translocase of outer mitochondrial membrane 40 homolog (yeast)	2.23	1.15	0.1	0	0.84	1.47	PP PPP
95694_at	Mm.29663	Top1	topoisomerase (DNA) I	1.83	0.88	0.16	0.01	0.38	1.37	PP PPP
99578_at	Mm.4237	Top2a	topoisomerase (DNA) II alpha	3.86	1.95	0.26	0.01	1.1	2.79	PP PPA
99338_at	Mm.203965	Tp120a-pending	TBP-interacting protein	2.22	1.15	0.12	0	0.76	1.54	AP APA
99566_at	Mm.4222	Tpi	triosephosphate isomerase	2.95	1.56	0.12	0	1.17	1.95	PP PPP
95543_at	Mm.27685	Tpm4	tropomyosin 4	-1.49	-0.58	0.08	0.01	-0.84	-0.31	PP PPP
104131_at	Mm.22067	Tpra40-pending	transmembrane domain protein regulated in adipocytes	-2.07	-1.05	0.16	0.01	-1.57	-0.54	PP PPP
103032_at	Mm.16084	Tpst1	protein-tyrosine sulfotransferase 1	2.45	1.29	0.16	0	0.79	1.79	PP PPP
102599_at	Mm.254	Tpt1	tumor protein, translationally-controlled 1	-1.8	-0.85	0.11	0	-1.18	-0.51	PP PPP
160499_at	Mm.87773	Tra1	tumor rejection antigen gp96	2.54	1.35	0.11	0	0.99	1.71	PP PPP
160936_at	Mm.28765	Tram1	translocating chain-associating membrane protein 1	2.48	1.31	0.1	0	0.98	1.64	PP PPP
98956_at	Mm.28765	Tram1	translocating chain-associating membrane protein 1	1.94	0.96	0.08	0	0.71	1.21	PP PPP
101402_at	Mm.7268	Trap100-pending	thyroid hormone receptor-associated protein 100	1.63	0.7	0.07	0	0.49	0.91	PP PPP
103958_g_at	Mm.28683	Trfr	transferrin receptor	1.91	0.93	0.14	0.01	0.48	1.38	PP PPP
100553_at	Mm.55	Trim27	tripartite motif protein 27	2	1	0.13	0	0.6	1.4	PP PPP
93071_at	Mm.15701	Trim28	tripartite motif protein 28	3.41	1.77	0.09	0	1.48	2.06	PP PPP
160847_at	Mm.196332	Trnt1	tRNA nucleotidyl transferase, CCA-adding, 1	2.61	1.38	0.09	0	1.09	1.68	PP PPA
104154_at	Mm.222	Trp53	transformation related protein 53	3.27	1.71	0.15	0	1.24	2.18	PP PPP
104275_g_at	Mm.222	Trp53	transformation related protein 53	2.04	1.03	0.15	0.01	0.54	1.52	PP PPP
103810_at	Mm.20894	Trp63	transformation related protein 63	-2.09	-1.06	0.19	0.01	-1.68	-0.45	PP PPP
97951_s_at	Mm.30435	Tsc2	tuberous sclerosis 2	1.42	0.5	0.06	0	0.32	0.68	PP PPP
100534_at	Mm.5248	Tsnax	translin-associated factor X	1.78	0.83	0.08	0	0.56	1.1	PP PPP
93140_at	Mm.5174	Tsx	testis specific X-linked gene	-1.93	-0.95	0.15	0.01	-1.42	-0.48	PP PPA
103201_at	Mm.1904	Ttk	Ttk protein kinase	3.65	1.87	0.19	0	1.28	2.46	PP PPA
98759_f_at	Mm.197515	Tuba2	tubulin, alpha 2	2.21	1.14	0.08	0	0.9	1.39	PP PPP
101543_f_at	Mm.88212	Tuba6	tubulin, alpha 6	1.85	0.88	0.05	0	0.74	1.03	PP PPP
93924_f_at	Mm.34312	Tuba7	tubulin, alpha 7	1.99	0.99	0.12	0	0.61	1.38	PP PPP
94835_f_at	Mm.246377	Tubb2	tubulin, beta 2	-4.28	-2.1	0.22	0	-2.81	-1.38	PP PPP
160462_f_at	Mm.40068	Tubb3	tubulin, beta 3	1.96	0.97	0.15	0.01	0.49	1.45	PP PPP
94788_f_at	Mm.1703	Tubb5	tubulin, beta 5	3.5	1.81	0.08	0	1.56	2.06	PP PPP
99924_at	Mm.43167	Tubg1	tubulin, gamma 1	1.78	0.83	0.08	0	0.56	1.1	PP PPP
160775_at	Mm.28251	Tulp4	tubby like protein 4	1.59	0.67	0.12	0.01	0.28	1.06	AP APP
97939_at	Mm.204670	Txndc1	thioredoxin domain containing 1	2.3	1.2	0.09	0	0.9	1.5	PP PPP
96773_at	Mm.147685	Txndc4	thioredoxin domain containing 4 (endoplasmic reticulum)	2.01	1.01	0.1	0	0.7	1.31	PP PPP
98918_at	Mm.28622	Txndc5	thioredoxin domain containing 5	2.26	1.17	0.13	0	0.77	1.58	PP PPP
95696_at	Mm.29675	Txnl2	thioredoxin-like 2	2.52	1.34	0.09	0	1.06	1.61	PP PPP
99985_at	Mm.44552	Txnrd1	thioredoxin reductase 1	2.94	1.56	0.12	0	1.18	1.93	PP PPP
161284_r_at	Mm.229332	Txnrd3-pending	thioredoxin reductase 3	-1.49	-0.57	0.1	0.01	-0.87	-0.27	PP PPP
93236_s_at	Mm.5879	Tyms	thymidylate synthase	3.43	1.78	0.11	0	1.43	2.13	PP PPA
100397_at	Mm.46301	Tyrobp	TYRO protein tyrosine kinase binding protein	-2.13	-1.09	0.1	0	-1.4	-0.78	PP PPP
97486_at	Mm.259570	U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1	4.92	2.3	0.15	0	1.83	2.77	PP PPP
102817_at	Mm.14286	U2af1-rs1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1, related sequence 1	-2.1	-1.07	0.17	0.01	-1.62	-0.52	PP PPP
98404_at	Mm.3358	U2af2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2	2.68	1.42	0.13	0	1	1.84	PP PPP
94457_at	Mm.28806	Ubce7ip3-pending	ubiquitin conjugating enzyme 7 interacting protein 3	1.47	0.55	0.08	0.01	0.3	0.81	PP PPP
161152_r_at	Mm.28806	Ubce7ip3-pending	ubiquitin conjugating enzyme 7 interacting protein 3	-3.12	-1.64	0.09	0	-1.91	-1.37	PP PPP
160165_at	Mm.196580	Ubc-rs2	ubiquitin C, related sequence 2	1.65	0.72	0.08	0	0.48	0.96	PP PPP
92616_at	Mm.1104	Ube1x	ubiquitin-activating enzyme E1, Chr X	1.59	0.67	0.1	0.01	0.36	0.97	PP PPP
96695_at	Mm.27541	Ube2a	ubiquitin-conjugating enzyme E2A, RAD6 homolog (S. cerevisiae)	-1.73	-0.79	0.1	0	-1.1	-0.47	PP PPP
93525_f_at	Mm.258865	Ube2j2	ubiquitin-conjugating enzyme E2, J2 homolog (yeast)	1.51	0.6	0.09	0.01	0.32	0.87	PP PPP
96959_at	Mm.30233	Ube2n	ubiquitin-conjugating enzyme E2N	2.28	1.19	0.1	0	0.87	1.51	PP PPP
160164_at	Mm.22651	Ube2v1	ubiquitin-conjugating enzyme E2 variant 1	1.5	0.59	0.09	0.01	0.3	0.87	PP PPP
93966_at	Mm.21634	Ube4b	ubiquitination factor E4B, UFD2 homolog (S. cerevisiae)	1.65	0.72	0.08	0	0.48	0.97	PP PPP
101091_at	Mm.259278	Ubl1	ubiquitin-like 1	3.34	1.74	0.1	0	1.43	2.06	PP PPP
94018_at	Mm.21846	Ubl3	ubiquitin-like 3	-1.64	-0.71	0.09	0	-1.01	-0.41	PP PPP
95703_at	Mm.258530	Uble1a	ubiquitin-like 1 (sentrin) activating enzyme E1A	3.68	1.88	0.09	0	1.6	2.16	PP PPP
96701_at	Mm.27560	Uble1b	ubiquitin-like 1 (sentrin) activating enzyme E1B	2.67	1.42	0.11	0	1.06	1.77	PP PPP
97901_at	Mm.2845	Ubtf	upstream binding transcription factor, RNA polymerase I	1.93	0.95	0.13	0.01	0.52	1.37	PP PPP
97285_f_at	Mm.28000	Ubxdc2	UBX domain-containing 2	-5.61	-2.49	0.09	0	-2.76	-2.21	PP PPP
99639_at	Mm.256910	Uchrp	ubiquintin c-terminal hydrolase related polypeptide	2.82	1.5	0.15	0	1.01	1.98	PP PPP
100091_at	Mm.4593	Ugalt2	UDP-galactose translocator 2	2.66	1.41	0.08	0	1.16	1.66	PP PPP
102322_at	Mm.10709	Ugdh	UDP-glucose dehydrogenase	-1.68	-0.75	0.09	0	-1.05	-0.45	PP PPP
95555_at	Mm.27744	Unc119h	unc119 homolog (C. elegans)	1.58	0.66	0.07	0	0.43	0.89	PP PPP
94885_at	Mm.23889	Unc84a	unc-84 homolog A (C. elegans)	1.51	0.59	0.07	0	0.38	0.8	PP PPP
160781_r_at	Mm.28406	Unc93b	unc93 homolog B (C. elegans)	-4.02	-2.01	0.08	0	-2.27	-1.74	PP PPP
102792_at	Mm.1393	Ung	uracil-DNA glycosylase	1.92	0.94	0.15	0.01	0.47	1.41	PP PPP
92606_at	Mm.10865	Uox	urate oxidase	-2.16	-1.11	0.16	0.01	-1.61	-0.61	PP PPA
95472_f_at	Mm.24805	Uqcrb	ubiquinol-cytochrome c reductase binding protein	1.86	0.9	0.14	0.01	0.44	1.35	PP PPP
101989_at	Mm.972	Uqcrc1	ubiquinol-cytochrome c reductase core protein 1	2.04	1.03	0.07	0	0.8	1.26	PP PPP
99618_at	Mm.43162	Uqcr-pending	ubiquinol-cytochrome c reductase subunit	2.63	1.4	0.11	0	1.06	1.73	PP PPP
94275_at	Mm.22494	Urod	uroporphyrinogen decarboxylase	1.53	0.61	0.07	0	0.38	0.84	PP PPP
95718_f_at	Mm.29722	Usmg5	upregulated during skeletal muscle growth 5	2.46	1.3	0.12	0	0.92	1.68	PP PPP
160234_at	Mm.27496	Usp1	ubiquitin specific protease 1	6.76	2.76	0.08	0	2.51	3	AP APA
95024_at	Mm.27498	Usp18	ubiquitin specific protease 18	3.62	1.86	0.13	0	1.45	2.26	PP PPP
95027_at	Mm.27510	Usp21	ubiquitin specific protease 21	1.68	0.75	0.08	0	0.48	1.01	PP PPP
95482_at	Mm.201778	Usp7	ubiquitin specific protease 7	1.61	0.69	0.12	0.01	0.32	1.06	PP PPP
98972_at	Mm.36569	Usp8	ubiquitin specific protease 8	1.57	0.65	0.07	0	0.44	0.87	AP APP
95799_s_at	Mm.195089	V2r5	vomeronasal 2, receptor, 5	-1.9	-0.93	0.12	0	-1.32	-0.54	PP PPP
98521_at	Mm.168744	Vamp3	vesicle-associated membrane protein 3	-1.57	-0.65	0.08	0	-0.9	-0.4	PP PPP
100345_f_at	Mm.1838	Vamp8	vesicle-associated membrane protein 8	-1.49	-0.57	0.09	0.01	-0.85	-0.3	PP PPP
94889_at	Mm.23943	Vapa	vesicle-associated membrane protein, associated protein A	1.78	0.83	0.09	0	0.55	1.11	PP PPP
97894_at	Mm.28420	Vars2	valyl-tRNA synthetase 2	2.81	1.49	0.2	0.01	0.84	2.13	PP PPP
101982_at	Mm.9684	Vasp	vasodilator-stimulated phosphoprotein	4.19	2.07	0.1	0	1.74	2.39	PP PPP
96511_s_at	Mm.254859	Vav1	vav 1 oncogene	2.01	1	0.09	0	0.73	1.28	PP PPP
99799_at	Mm.254859	Vav1	vav 1 oncogene	2.56	1.35	0.07	0	1.14	1.57	PP PPP
100710_at	Mm.18921	Vcp	valosin containing protein	1.82	0.87	0.09	0	0.57	1.16	PP PPP
160551_at	Mm.133962	Vdac3	voltage-dependent anion channel 3	2.34	1.22	0.15	0	0.74	1.71	PA PAP
160865_at	Mm.4141	Vldlr	very low density lipoprotein receptor	-1.94	-0.95	0.15	0.01	-1.44	-0.47	PP PPA
93337_at	Mm.18705	Vps4b	vacuolar protein sorting 4b (yeast)	1.81	0.85	0.08	0	0.61	1.1	PP PPP
96239_at	Mm.28816	Vrk3	vaccinia related kinase 3	1.66	0.73	0.13	0.01	0.32	1.15	PP PPP
98549_at	Mm.3667	Vtn	vitronectin	-1.84	-0.88	0.15	0.01	-1.35	-0.4	PP PPP
98605_at	Mm.38433	Wars	tryptophanyl-tRNA synthetase	2.08	1.05	0.12	0	0.68	1.43	PP PPP
94856_r_at	Mm.23566	Wasf2	WAS protein family, member 2	-5.64	-2.5	0.16	0	-3.02	-1.97	PP PPP
98617_at	Mm.141197	Wbp11	WW domain binding protein 11	1.59	0.67	0.11	0.01	0.31	1.03	PP PPP
92863_at	Mm.1405	Wbp2	WW domain binding protein 2	-1.57	-0.65	0.08	0	-0.89	-0.41	PP PPP
100523_r_at	Mm.512	Wbp5	WW domain binding protein 5	-2.97	-1.57	0.16	0	-2.07	-1.07	PP PPP
103690_at	Mm.23955	Wbscr5	Williams-Beuren syndrome chromosome region 5 homolog (human)	-2.45	-1.29	0.13	0	-1.69	-0.89	PP PPP
100297_at	Mm.21126	Wdr26	WD repeat domain 26	1.59	0.67	0.09	0	0.39	0.95	PP PPA
92262_at	Mm.35705	Wig1	wild-type p53-induced gene 1	1.87	0.9	0.13	0.01	0.49	1.31	PP PPP
100958_at	Mm.196324	X83327	EST X83327	4.41	2.14	0.17	0	1.59	2.69	PP PPA
94821_at	Mm.22718	Xbp1	X-box binding protein 1	2.24	1.16	0.12	0	0.79	1.54	PP PPP
102213_at	Mm.10117	Xin	cardiac morphogenesis	-1.8	-0.85	0.18	0.02	-1.42	-0.27	PP PPP
99126_at	Mm.4095	Xist	inactive X specific transcripts	-2.71	-1.44	0.15	0	-1.91	-0.97	PP PPA
94228_at	Mm.22269	Xpo1	exportin 1, CRM1 homolog (yeast)	2.58	1.37	0.1	0	1.05	1.69	PP PPA
102476_f_at	Mm.27607	Xpo7	exportin 7	1.87	0.91	0.1	0	0.58	1.23	PP PPP
95526_at	Mm.27607	Xpo7	exportin 7	2.15	1.11	0.11	0	0.75	1.46	PP PPA
99938_at	Mm.4347	Xrcc1	X-ray repair complementing defective repair in Chinese hamster cells 1	-1.75	-0.81	0.12	0.01	-1.18	-0.43	PP PPP
93564_at	Mm.145488	Yars	tyrosyl-tRNA synthetase	1.98	0.99	0.14	0.01	0.53	1.45	PP PPP
160485_r_at	Mm.42972	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	1.75	0.8	0.11	0	0.46	1.15	PP PPP
102259_at	Mm.29717	Ywhag	3-monooxgenase/tryptophan 5-monooxgenase activation protein, gamma polypeptide	1.86	0.89	0.12	0	0.53	1.26	PP PPP
98767_at	Mm.3868	Yy1	YY1 transcription factor	2.16	1.11	0.09	0	0.82	1.4	PP PPP
96474_at	Mm.29434	Zfp161	zinc finger protein 161	-2.12	-1.08	0.2	0.01	-1.73	-0.44	PP PPP
92771_at	Mm.12236	Zfp207	zinc finger protein 207	3.96	1.99	0.16	0	1.47	2.5	AP APA
160321_at	Mm.2904	Zfp216	zinc finger protein 216	-1.91	-0.93	0.1	0	-1.24	-0.63	PP PPP
93772_i_at	Mm.21203	Zfp265	zinc finger protein 265	5.14	2.36	0.12	0	1.96	2.76	PP PPA
93773_f_at	Mm.21203	Zfp265	zinc finger protein 265	7.61	2.93	0.08	0	2.68	3.18	PP PPA
92830_s_at	Mm.192224	Zfp36	zinc finger protein 36	-1.85	-0.89	0.14	0.01	-1.32	-0.45	PP PPP
93324_at	Mm.18571	Zfp36l1	zinc finger protein 36, C3H type-like 1	2.38	1.25	0.14	0	0.79	1.71	PP PPA
93943_f_at	Mm.259321	Zfp36l2	zinc finger protein 36, C3H type-like 2	-1.56	-0.64	0.12	0.01	-1.01	-0.27	PP PPP
101686_at	Mm.121889	Zfp59	zinc finger protein 59	-2.16	-1.11	0.16	0.01	-1.62	-0.61	PP PPP
102304_f_at	Mm.12832	Zfp61	zinc finger protein 61	-2.02	-1.02	0.17	0.01	-1.55	-0.48	PP PPP
104050_at	Mm.21515	Zfr	zinc finger RNA binding protein	2.35	1.23	0.09	0	0.95	1.51	PP PPP
162492_at	Mm.2760	Zipro1	zinc finger proliferation 1	-5.16	-2.37	0.22	0	-3.07	-1.67	PP PPP
95156_g_at	Mm.247404	Zrfp1-pending	zinc ring finger protein 1	-4.09	-2.03	0.17	0	-2.56	-1.51	PP PPP
96653_at	Mm.181237	0610007O07Rik	RIKEN cDNA 0610007O07 gene	-1.91	-0.93	0.1	0	-1.25	-0.61	PP PPP
98934_at	Mm.28679	0610007P06Rik	RIKEN cDNA 0610007P06 gene	2.99	1.58	0.13	0	1.15	2.01	PP PPP
103372_at	Mm.180687	0610007P22Rik	RIKEN cDNA 0610007P22 gene	-2.85	-1.51	0.16	0	-2.01	-1.01	PP PPP
161145_f_at	Mm.22514	0610008F14Rik	RIKEN cDNA 0610008F14 gene	1.45	0.54	0.08	0.01	0.27	0.81	PP PPP
162343_f_at	Mm.22514	0610008F14Rik	RIKEN cDNA 0610008F14 gene	1.53	0.62	0.07	0	0.39	0.84	PP PPP
95714_at	Mm.29712	0610009D07Rik	RIKEN cDNA 0610009D07 gene	3.3	1.72	0.16	0	1.22	2.22	PP PPP
94229_at	Mm.248695	0610009M14Rik	RIKEN cDNA 0610009M14 gene	1.5	0.58	0.06	0	0.38	0.79	PP PPP
95636_at	Mm.39265	0610010K14Rik	RIKEN cDNA 0610010K14 gene	1.59	0.67	0.1	0.01	0.36	0.98	PP PPP
160356_at	Mm.113873	0610011D08Rik	RIKEN cDNA 0610011D08 gene	1.54	0.62	0.08	0	0.37	0.88	PP PPP
96605_at	Mm.27061	0610011I04Rik	RIKEN cDNA 0610011I04 gene	4.31	2.11	0.14	0	1.65	2.57	PP PPA
160231_at	Mm.27403	0610012A19Rik	RIKEN cDNA 0610012A19 gene	2.07	1.05	0.1	0	0.74	1.36	PP PPP
96786_s_at	Mm.196330	0610013D04Rik	RIKEN cDNA 0610013D04 gene	-1.75	-0.81	0.16	0.01	-1.31	-0.3	PP PPP
98959_at	Mm.28773	0610016J10Rik	RIKEN cDNA 0610016J10 gene	1.53	0.62	0.1	0.01	0.28	0.95	PP PPP
94518_at	Mm.28999	0610033H09Rik	RIKEN cDNA 0610033H09 gene	1.84	0.88	0.09	0	0.61	1.15	PP PPP
96956_at	Mm.268932	0610038D11Rik	RIKEN cDNA 0610038D11 gene	-2.32	-1.21	0.06	0	-1.42	-1.01	PP PPP
104248_at	Mm.232728	0610038P07Rik	RIKEN cDNA 0610038P07 gene	1.68	0.75	0.09	0	0.45	1.05	PP PPP
104249_g_at	Mm.232728	0610038P07Rik	RIKEN cDNA 0610038P07 gene	2.03	1.02	0.08	0	0.76	1.29	PP PPP
95114_s_at	Mm.29372	0610039D01Rik	RIKEN cDNA 0610039D01 gene	1.64	0.71	0.07	0	0.48	0.95	PP PPP
97492_at	Mm.31076	0610040B21Rik	RIKEN cDNA 0610040B21 gene	1.6	0.68	0.08	0	0.43	0.92	PP PPP
99616_s_at	Mm.43017	0610040D20Rik	RIKEN cDNA 0610040D20 gene	2.44	1.29	0.11	0	0.95	1.62	PP PPA
98615_at	Mm.132926	0610041E09Rik	RIKEN cDNA 0610041E09 gene	2.26	1.17	0.11	0	0.83	1.52	AP APP
93815_at	Mm.21501	0610041L09Rik	RIKEN cDNA 0610041L09 gene	3.64	1.87	0.08	0	1.62	2.11	PP PPP
96615_at	Mm.27114	0610043B10Rik	RIKEN cDNA 0610043B10 gene	-2.51	-1.33	0.14	0	-1.77	-0.89	PP PPP
160391_at	Mm.30158	0710001O03Rik	RIKEN cDNA 0710001O03 gene	2.6	1.38	0.1	0	1.07	1.68	PP PPP
96750_at	Mm.28965	0710007A14Rik	RIKEN cDNA 0710007A14 gene	1.96	0.97	0.07	0	0.74	1.21	PP PPP
160156_at	Mm.22383	0910001A06Rik	RIKEN cDNA 0910001A06 gene	2.16	1.11	0.12	0	0.74	1.47	PP PPA
97907_at	Mm.247080	0910001B06Rik	RIKEN cDNA 0910001B06 gene	3.2	1.68	0.14	0	1.24	2.12	PP PPP
94455_at	Mm.28803	1010001J12Rik	RIKEN cDNA 1010001J12 gene	3.22	1.69	0.13	0	1.27	2.1	PP PPP
101912_at	Mm.902	1100001G20Rik	RIKEN cDNA 1100001G20 gene	-3.07	-1.62	0.17	0	-2.15	-1.08	PP PPP
95458_s_at	Mm.218889	1110001C20Rik	RIKEN cDNA 1110001C20 gene	1.92	0.94	0.09	0	0.65	1.24	PP PPP
94908_r_at	Mm.24091	1110001J03Rik	RIKEN cDNA 1110001J03 gene	2.63	1.39	0.15	0	0.93	1.86	PP PPP
94907_f_at	Mm.24091	1110001J03Rik	RIKEN cDNA 1110001J03 gene	1.79	0.84	0.11	0.01	0.48	1.19	PP PPP
96675_at	Mm.27404	1110002A21Rik	RIKEN cDNA 1110002A21 gene	1.68	0.75	0.07	0	0.53	0.96	PP PPP
160240_at	Mm.132557	1110003E01Rik	RIKEN cDNA 1110003E01 gene	-2.55	-1.35	0.09	0	-1.65	-1.05	PP PPP
96716_at	Mm.132557	1110003E01Rik	RIKEN cDNA 1110003E01 gene	-1.88	-0.91	0.07	0	-1.15	-0.68	PP PPP
93805_at	Mm.21444	1110003H09Rik	RIKEN cDNA 1110003H09 gene	1.55	0.63	0.12	0.01	0.26	1	PP PPP
97923_at	Mm.27727	1110004B15Rik	RIKEN cDNA 1110004B15 gene	1.64	0.71	0.11	0.01	0.37	1.05	PP PPP
