probe set	Annotation	GeneCluster	Mean HC 1A	Mean HC 1B	Mean HC 2A	Mean HC 2B	Mean SC1	SD SC1	Mean SC2	SD SC2
210978_s_at	transgelin 2	HC2B	184.3924286	236.9575833	402.6451111	900.67975	234.7488793	211.3259023	603.5072321	406.7007727
210992_x_at	Fc fragment of IgG, low affinity IIa, receptor for (CD32)	HC2B	141.8718143	142.1674333	160.2698889	460.1052964	145.6393069	91.52078255	305.0462196	274.0757244
211160_x_at	actinin, alpha 1	HC2B	127.3757	223.22955	232.3532444	689.5289679	182.8552897	125.4075796	444.2747804	364.6842897
211161_s_at	gb:AF130082.1 /DEF=Homo sapiens clone FLC1492 PRO3121 mRNA, complete cds. /FEA=mRNA /PROD=PRO3121 /DB_XREF=gi:11493468 /UG=Hs.119571 collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant) /FL=gb:AF130082.1	HC2B	188.3225619	442.8378056	419.2981111	1728.646714	240.6002862	273.1415398	1087.462857	1308.252717
211429_s_at	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	HC2B	209.208781	202.5323611	228.2287	736.6399286	246.0520103	264.1891594	457.8123786	415.0498987
211494_s_at	solute carrier family 4, sodium bicarbonate cotransporter, member 4	HC2B	476.3542571	326.8123278	172.7410778	335.9048357	393.0468448	261.7252067	303.6138857	278.6202929
211564_s_at	LIM domain protein	HC2B	49.81827143	160.0674278	123.9661778	377.1275929	76.20632069	86.96832724	259.0781768	236.3825178
211651_s_at	laminin, beta 1	HC2B	70.25612857	91.20713889	178.1931556	386.4230357	76.99768621	38.83818649	266.2767161	267.3367787
211719_x_at	fibronectin 1	HC2B	1102.724714	1102.042722	2164.2525	3859.487714	1065.385517	769.2426278	2841.428732	1607.866533
211813_x_at	decorin	HC2B	339.9236667	678.1469444	402.8297778	1573.337929	450.7344828	305.3188076	1028.181071	1138.780679
211864_s_at	fer-1-like 3, myoferlin (C. elegans)	HC2B	82.70207143	61.13490556	71.23753333	274.3119464	78.21885172	48.29522746	170.2113429	161.2250956
211896_s_at	decorin	HC2B	299.4831905	519.3099444	331.0552222	1247.188714	369.963931	219.0544659	817.64375	890.894219
211924_s_at	plasminogen activator, urokinase receptor	HC2B	166.2257667	187.2174833	168.4043889	466.8721786	175.7572103	53.71609878	319.0606554	253.9139002
212067_s_at	complement component 1, r subcomponent	HC2B	247.2927952	238.1175111	363.9491667	1319.587179	300.393031	498.4634378	790.4891429	690.7087933
212097_at	caveolin 1, caveolae protein, 22kD	HC2B	278.0170429	195.3788056	444.8580833	1093.63375	262.3910517	278.7089187	720.9826143	755.7954026
212169_at	FK506 binding protein 9 (63 kD)	HC2B	278.048781	458.9385	541.1663333	1223.187179	296.1184276	154.8687987	883.9771071	527.8772551
212171_x_at	vascular endothelial growth factor	HC2B	244.0818857	324.9198611	620.9370556	1671.767746	223.3946931	305.3916999	1115.75348	1065.314666
212298_at	neuropilin 1	HC2B	106.7239857	90.99435556	170.9253333	356.9076071	110.1144172	82.58577258	245.6402321	197.1449865
212314_at	KIAA0746 protein	HC2B	124.0977619	235.0338889	386.2556889	470.3066786	170.4928241	93.38463756	393.0992946	329.2019491
212464_s_at	fibronectin 1	HC2B	897.4109048	912.3941667	1730.909333	3432.052893	847.2075517	574.4213192	2463.456321	1556.380485
212488_at	collagen, type V, alpha 1	HC2B	128.4350762	144.7332389	167.5704222	557.7312857	130.8570138	45.12556323	359.6468768	430.6493019
212489_at	collagen, type V, alpha 1	HC2B	61.21136667	99.01283333	117.5277389	577.4348071	71.00768621	38.96807901	344.5021554	531.9922976
212533_at	WEE1+ homolog (S. pombe)	HC2B	178.2156524	114.0148611	493.6308333	560.77375	145.1729379	145.1088198	467.3535893	278.7729602
212543_at	absent in melanoma 1	HC2B	65.2706619	69.42577778	112.6807333	253.5039821	70.39607241	58.50315647	173.3076161	169.3055806
212942_s_at	KIAA1199 protein	HC2B	55.2674	166.8615167	77.50308333	296.6986964	103.6063379	97.17127202	193.9671054	321.3105989
212992_at	Consensus includes gb:AI935123 /FEA=EST /DB_XREF=gi:5673993 /DB_XREF=est:wp13h09.x1 /CLONE=IMAGE:2464769 /UG=Hs.57548 ESTs	HC2B	67.53924762	180.1416111	79.31448333	272.1224786	119.8486069	82.81718377	182.7206018	168.57197
213142_x_at	hypothetical protein	HC2B	123.1466	167.8277944	157.2296778	424.4711786	133.0719517	82.79274479	293.9860625	176.1126502
213503_x_at	annexin A2	HC2B	483.832381	573.1167222	1095.136056	2871.436607	457.0695862	356.3136656	1916.682804	1485.874392
213524_s_at	putative lymphocyte G0/G1 switch gene	HC2B	58.10349524	98.05433333	91.44804444	413.3610179	74.59881379	45.78345609	250.7492696	349.9767114
213716_s_at	secreted and transmembrane 1	HC2B	52.00807619	81.29343889	97.34907778	247.8059536	75.8660931	107.8315125	161.5390161	143.5218745
213975_s_at	Consensus includes gb:AV711904 /FEA=EST /DB_XREF=gi:10731210 /DB_XREF=est:AV711904 /CLONE=DCAAIE08 /UG=Hs.277431 Homo sapiens cDNA: FLJ23356 fis, clone HEP14919	HC2B	39.90771429	92.87163333	108.8753611	732.0942571	88.80114483	225.9012544	399.8734625	517.0132791
213988_s_at	spermidine/spermine N1-acetyltransferase	HC2B	586.2536667	642.4419444	723.3999444	1674.687964	622.4236552	313.5170922	1173.883179	794.2681571
214020_x_at	integrin, beta 5	HC2B	157.9130048	127.9070944	203.1806722	346.9682893	152.2888966	78.64934096	260.2586964	181.7560973
214164_x_at	adaptor-related protein complex 1, gamma 1 subunit	HC2B	250.6539286	183.7259722	260.0129167	1261.037193	223.9596034	241.7794199	751.1650964	859.6602327
214175_x_at	LIM domain protein	HC2B	92.53469524	223.1475	180.5654556	475.9076607	123.0366552	101.9763476	338.7038089	275.0984788
214853_s_at	SHC (Src homology 2 domain-containing) transforming protein 1	HC2B	332.9596667	339.017	532.9650556	1165.262714	313.1261724	118.5329746	825.6165536	606.2598349
215034_s_at	transmembrane 4 superfamily member 1	HC2B	73.41117143	143.9807833	225.1020722	202.2474607	98.0636069	93.64680585	196.5037554	193.3255397
215049_x_at	CD163 antigen	HC2B	511.8253333	670.3131222	987.3224389	2844.323857	678.5892138	1189.542434	1795.495588	1557.76558
215076_s_at	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	HC2B	119.9286429	419.7239	421.8408944	2271.518607	190.7993207	344.6739205	1352.428723	1882.910718
215446_s_at	lysyl oxidase	HC2B	30.11447619	40.29095556	57.73396111	513.6394071	32.02231034	20.72284363	283.0376589	452.3203429
215867_x_at	adaptor-related protein complex 1, gamma 1 subunit	HC2B	246.9865667	184.6245944	265.5139	1225.606821	220.7168862	209.0264978	735.8109304	852.2429884
215870_s_at	phospholipase A2, group IID	HC2B	42.24252381	101.3948333	65.61903889	311.8823464	57.3516	53.22846734	195.7652143	224.0133146
216236_s_at	solute carrier family 2 (facilitated glucose transporter), member 3	HC2B	73.92861905	149.5555889	143.3295389	379.4142357	121.2413966	109.9330836	248.786275	261.7915338
216442_x_at	fibronectin 1	HC2B	1122.400667	1123.757778	2191.864833	3917.994214	1076.824793	719.1964263	2887.991786	1605.215521
216598_s_at	small inducible cytokine A2 (monocyte chemotactic protein 1)	HC2B	201.4552905	161.1777944	110.1255722	1240.299071	217.7363345	297.5822244	670.1436071	961.3208891
217028_at	Consensus includes gb:AJ224869 /DEF=Homo sapiens CXCR4 gene encoding receptor CXCR4 /FEA=mRNA /DB_XREF=gi:3059119 /UG=Hs.89414 chemokine (C-X-C motif), receptor 4 (fusin)	HC2B	323.2716667	295.7110944	406.2170889	980.6479643	301.4130241	172.2503138	681.0817429	530.5508472
217733_s_at	thymosin, beta 10	HC2B	2056.036286	3583.234444	3806.295556	4793.795	2654.443517	1297.846258	4168.494643	1330.60071
217995_at	CGI-44 protein; sulfide dehydrogenase like (yeast)	HC2B	97.20552857	107.7536389	116.2401778	380.3845	109.3227138	88.74755274	242.0287875	194.8602345
218002_s_at	small inducible cytokine subfamily B (Cys-X-Cys), member 14 (BRAK)	HC2B	73.53767619	491.8070556	188.1165556	495.5499429	257.9649	318.3690117	360.3095089	413.8281781
218084_x_at	FXYD domain-containing ion transport regulator 5	HC2B	263.476	328.9212222	311.9998333	808.6316786	273.4570345	111.3914677	567.518	417.5686059
218113_at	transmembrane protein 2	HC2B	117.309081	162.8851111	240.8607222	321.1902143	137.385331	39.51532213	263.2154839	148.764664
218404_at	sorting nexin 10	HC2B	90.52428095	295.8080389	149.3990278	278.101675	200.6429862	171.2679449	212.1953107	149.3410702
218424_s_at	hypothetical protein FLJ10829	HC2B	114.3284	95.56139444	206.9488	606.1653929	103.0535897	104.3437954	389.8242286	332.5372152
218454_at	hypothetical protein FLJ22662	HC2B	79.50649048	104.2045278	90.34317778	292.7380643	91.53322414	55.60975505	191.3160232	176.2895912
218507_at	hypoxia-inducible protein 2	HC2B	307.5942381	279.2935	442.3361667	1069.8905	298.2397586	167.0270534	727.7998929	726.7365686
218627_at	hypothetical protein FLJ11259	HC2B	87.57848571	66.44575556	90.48628333	276.8382143	80.95065172	59.05372854	179.7826071	135.0795055
218802_at	hypothetical protein FLJ20647	HC2B	163.7877048	228.9382	262.1319167	656.7090357	179.7150103	142.8812917	454.5521714	266.4978373
218847_at	IGF-II mRNA-binding protein 2	HC2B	112.8352524	114.5923333	285.075	304.5220321	109.4654034	101.2147818	266.3512946	222.4836465
218876_at	brain specific protein	HC2B	73.34752381	240.31875	107.9488167	264.8319286	127.0884552	124.7529038	206.0507679	182.4039954
218918_at	1,2-alpha-mannosidase IC	HC2B	275.3178333	423.9655	359.1498889	791.9281429	355.178431	219.256555	566.9922321	370.9453495
219332_at	hypothetical protein FLJ23471	HC2B	247.9805238	370.8680556	338.8660556	709.5638929	272.3842069	105.520064	534.8473571	318.5288926
220088_at	complement component 5 receptor 1 (C5a ligand)	HC2B	124.7475143	123.4279556	155.4132778	553.2323214	136.1186897	90.67851301	342.5339821	380.3855564
221009_s_at	angiopoietin-like 4	HC2B	190.9734143	233.8936667	271.1221667	538.9874643	201.5467483	63.64764671	399.0628571	326.1439718
221024_s_at	solute carrier family 2 (facilitated glucose transporter), member 10	HC2B	68.20968571	77.47236667	97.80106667	339.6261071	68.6915069	52.11569582	216.1571875	175.7883358
221577_x_at	prostate differentiation factor	HC2B	28.13849048	38.53231667	57.96390556	280.4302357	29.65037931	13.66853685	166.4290339	322.2710799
221729_at	collagen, type V, alpha 2	HC2B	213.8595333	310.0331111	460.1478778	1027.295357	255.5964897	169.6327945	709.0407107	682.4423408
221900_at	Consensus includes gb:AI806793 /FEA=EST /DB_XREF=gi:5393359 /DB_XREF=est:wf15d05.x1 /CLONE=IMAGE:2350665 /UG=Hs.249239 collagen, type VIII, alpha 2	HC2B	81.06645714	66.24093889	53.38886667	246.9642429	79.58164138	45.6112119	151.1225589	176.9201029
222088_s_at	solute carrier family 2 (facilitated glucose transporter), member 3	HC2B	132.8942714	236.6761111	172.6769	406.2221036	197.8814	132.9193071	282.0498607	236.1323724
222162_s_at	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1	HC2B	63.3866381	184.3997389	135.7414	337.2853929	116.0935828	107.2828949	235.1953036	216.8937779
222662_at	protein phosphatase 1, regulatory (inhibitor) subunit 3B	HC2B	44.88536667	33.79516111	46.00660556	162.9903036	45.63617931	27.35938908	100.3447107	103.5661528
222692_s_at	hypothetical protein FLJ23399	HC2B	59.27741429	43.02665	77.71256111	198.5011107	56.56491034	29.58132014	130.996075	95.99429518
222871_at	hypothetical protein FLJ10748	HC2B	156.0877476	111.1156833	488.0291	696.4875286	116.6705517	77.36319511	538.9402429	421.0444295
222939_s_at	hypothetical protein PRO0813	HC2B	61.5517381	48.8006	64.50112778	193.47635	62.34443448	48.53225674	123.9529786	142.6333226
223000_s_at	junctional adhesion molecule 1	HC2B	117.2462667	136.7824722	144.1406889	431.1416071	119.5668793	41.51853041	287.9163214	212.8701067
223217_s_at	molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	HC2B	111.6605524	140.3758667	116.0318111	468.1886071	131.8562552	57.56121851	290.1010607	355.1882729
223218_s_at	molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	HC2B	104.3489571	136.1195444	105.4406	464.30425	130.6387172	81.12341768	281.2751232	312.0364586
223276_at	putative small membrane protein NID67	HC2B	152.8344238	189.2540889	243.7243778	638.3219643	171.449	99.25700631	426.8594518	310.1881158
223279_s_at	uveal autoantigen with coiled-coil domains and ankyrin repeats	HC2B	119.3008143	102.0531722	132.6264778	328.0806036	108.8442172	46.98562783	227.8450964	193.5246878
223280_x_at	membrane-spanning 4-domains, subfamily A, member 6A	HC2B	484.1949524	304.9828333	640.8609444	1279.195464	453.8235517	509.5612801	890.1762857	661.1597778
223380_s_at	LATS, large tumor suppressor, homolog 2 (Drosophila)	HC2B	128.7573238	157.3492167	157.4446778	411.53175	131.9907828	59.58824665	286.8812536	207.9641268
223434_at	gb:AL136680.1 /DEF=Homo sapiens mRNA; cDNA DKFZp564C2478 (from clone DKFZp564C2478); complete cds.  /FEA=mRNA /GEN=DKFZp564C2478 /PROD=hypothetical protein /DB_XREF=gi:12052883 /UG=Hs.92287 Homo sapiens mRNA; cDNA DKFZp564C2478 (from clone DKFZp564C2478);	HC2B	119.3737524	63.58703333	110.2531167	306.4860464	105.6364621	116.9438635	199.180775	203.1864562
223551_at	protein kinase (cAMP-dependent, catalytic) inhibitor beta	HC2B	78.76465714	102.5346667	229.5594	254.9138179	91.11776552	61.06061298	216.5521911	231.2366315
223591_at	hypothetical protein MGC13061	HC2B	79.0836619	84.24113333	94.02878333	239.6055714	82.08335517	55.38686175	164.2527518	101.5204137
223592_s_at	hypothetical protein MGC13061	HC2B	151.9406952	149.0851333	178.0991	462.8704286	152.1725724	99.60223528	314.7756821	204.1159121
223690_at	MSTP031 protein	HC2B	64.25623333	76.21646667	63.72549444	224.19255	67.70086897	22.07949776	146.1143286	193.3558142
223696_at	CGI-30 protein	HC2B	44.28691905	67.12503889	96.49578889	197.6202893	44.98988621	28.50242871	144.7118143	108.9924453
223923_at	hypothetical protein MGC10954	HC2B	104.1798714	78.68870556	129.9899611	353.2584643	90.32653103	56.71482827	235.9957304	198.8687262
224252_s_at	FXYD domain-containing ion transport regulator 5	HC2B	137.3911	169.3108667	173.7001278	526.6371429	140.1855552	73.61031335	352.4976768	313.1196096
224356_x_at	membrane-spanning 4-domains, subfamily A, member 6A	HC2B	479.7904286	297.3793889	646.1353	1289.266643	440.0455862	488.6636654	899.9465607	685.6131577
224710_at	RAB34, member RAS oncogene family	HC2B	41.67026667	143.6281278	118.9331944	479.3595786	62.0357931	60.51627058	307.5751714	266.7523344
224917_at	cathepsin D (lysosomal aspartyl protease)	HC2B	324.2490952	253.9970889	767.5902333	1879.274536	399.9951034	534.0923779	1182.457711	1061.198315
224937_at	prostaglandin F2 receptor negative regulator	HC2B	120.6705	151.2306	357.2629222	361.448	123.6483	64.79769614	325.3876286	215.9681601
224950_at	prostaglandin F2 receptor negative regulator	HC2B	101.5198952	139.1433944	251.3362333	387.97175	96.91511034	49.91647922	307.3789625	185.1937582
224973_at	hypothetical protein FLJ20037	HC2B	57.30921905	38.59403333	108.86585	166.5713107	56.74858621	51.55972766	122.7867714	90.09792554
225128_at	Consensus includes gb:AL548941 /FEA=EST /DB_XREF=gi:12884444 /DB_XREF=est:AL548941 /CLONE=CS0DI042YI15 (3 prime) /UG=Hs.83286 ESTs, Weakly similar to S14747 sphingomyelin phosphodiesterase H.sapiens	HC2B	62.43264286	61.32176111	95.53428889	188.1939036	58.60418276	29.46938887	137.5786143	96.44210041
225265_at	Consensus includes gb:AI580100 /FEA=EST /DB_XREF=gi:4564476 /DB_XREF=est:tk16d04.x1 /CLONE=IMAGE:2151175 /UG=Hs.239870 Homo sapiens mRNA; cDNA DKFZp564H0764 (from clone DKFZp564H0764)	HC2B	84.0927381	86.44809444	145.3727167	282.6567571	88.30010345	50.88622994	201.6501482	158.6890453
225285_at	Consensus includes gb:AK025615.1 /DEF=Homo sapiens cDNA: FLJ21962 fis, clone HEP05564. /FEA=mRNA /DB_XREF=gi:10438186 /UG=Hs.7567 Homo sapiens cDNA: FLJ21962 fis, clone HEP05564	HC2B	155.0238857	365.1655	480.3226111	783.6490714	206.1981069	100.9895167	614.9413661	446.4430329
225314_at	Consensus includes gb:BG291649 /FEA=EST /DB_XREF=gi:13049586 /DB_XREF=est:602385778F1 /CLONE=IMAGE:4514827 /UG=Hs.95835 ESTs, Weakly similar to unnamed protein product H.sapiens	HC2B	107.8010571	235.8647778	200.8420556	662.5588214	186.3045172	180.319819	415.5957357	404.276374
225524_at	Consensus includes gb:AU152178 /FEA=EST /DB_XREF=gi:11013699 /DB_XREF=est:AU152178 /CLONE=NT2RP3000356 /UG=Hs.5897 Homo sapiens mRNA; cDNA DKFZp586P1622 (from clone DKFZp586P1622)	HC2B	114.6019286	90.42793889	132.6431222	304.6798929	102.8350276	49.52306136	213.7632286	176.6491302
225646_at	cathepsin C	HC2B	63.20348571	67.59277778	96.57935	233.0198679	67.9503	46.37063932	157.7923054	152.9179824
225647_s_at	cathepsin C	HC2B	81.81311905	63.74818333	151.7311111	375.6599429	90.01654138	109.828652	241.1553839	255.8298068
225664_at	collagen, type XII, alpha 1	HC2B	43.01946667	62.38761111	64.16257222	257.3934893	52.71266552	18.62506037	158.2082589	239.790507
225681_at	Consensus includes gb:AA584310 /FEA=EST /DB_XREF=gi:2368919 /DB_XREF=est:nn79g01.s1 /CLONE=IMAGE:1090128 /UG=Hs.283713 ESTs, Weakly similar to ORF YGL050w S.cerevisiae	HC2B	49.12444286	179.2600722	355.1939389	582.6358643	81.70658966	83.37912867	439.2160464	614.4695005
225799_at	hypothetical protein MGC4677	HC2B	118.6468952	174.2212222	323.1565111	686.2631071	139.4492069	69.482949	475.2807857	322.4059634
225911_at	Consensus includes gb:AL138410 /FEA=EST /DB_XREF=gi:6855091 /DB_XREF=est:DKFZp434A1029_s1 /CLONE=DKFZp434A1029 /UG=Hs.8236 ESTs	HC2B	96.67014762	90.27573889	87.24058333	288.2319643	83.54095862	56.03709365	194.1638232	258.1255987
225955_at	hypothetical gene DKFZp547M072	HC2B	55.8902381	61.30640556	114.267	376.85955	63.43547931	52.22767473	232.9724071	260.549703
226021_at	hypothetical gene supported by AL449243	HC2B	158.7245619	114.5891389	258.8605889	712.101	142.1800379	73.97032643	461.980675	502.3024286
226210_s_at	maternally expressed 3	HC2B	31.04728571	66.6073	66.43912778	123.7811143	36.40111379	24.39991091	97.44763571	125.4036789
226218_at	interleukin 7 receptor	HC2B	29.869	31.85622778	32.5985	196.5881929	33.23157241	19.72374093	113.0033554	231.3506579
226237_at	Consensus includes gb:AL359062.1 /DEF=Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 1913076. /FEA=mRNA /DB_XREF=gi:8518189 /UG=Hs.41271 Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 1913076	HC2B	18.06692381	31.22658333	25.52062222	230.8486929	26.41948621	40.67408927	126.7580964	212.3067121
226279_at	protease, serine, 23	HC2B	86.27079048	96.815	100.8956667	255.0469429	91.47461034	40.43463828	176.0540946	153.437503
226311_at	Consensus includes gb:BF058422 /FEA=EST /DB_XREF=gi:10812318 /DB_XREF=est:7k30f10.x1 /CLONE=IMAGE:3476899 /UG=Hs.8687 ESTs	HC2B	16.8706381	24.83649444	21.06331667	166.4040179	22.55601379	23.05872546	92.60121607	201.3261358
226517_at	Consensus includes gb:AL390172.1 /DEF=Homo sapiens mRNA; cDNA DKFZp547I204 (from clone DKFZp547I204). /FEA=mRNA /DB_XREF=gi:9368869 /UG=Hs.317432 Homo sapiens cDNA: FLJ21270 fis, clone COL01749	HC2B	63.58886667	253.7162556	335.4813278	633.8640714	116.7123862	102.5793831	469.7224554	400.7682036
226559_at	Consensus includes gb:AL555612 /FEA=EST /DB_XREF=gi:12897509 /DB_XREF=est:AL555612 /CLONE=CS0DK008YH23 (3 prime) /UG=Hs.158549 ESTs	HC2B	91.31282857	97.6312	226.0914778	283.4003714	119.0101862	93.22263922	218.3659393	165.9618919
226621_at	fibrinogen, gamma polypeptide	HC2B	176.1050333	201.9226111	240.7951778	761.8782857	198.2260586	177.0221474	486.6278964	388.5354006
226670_s_at	translocase of outer mitochondrial membrane 34	HC2B	94.34375238	90.07191667	145.1459167	293.31935	81.36108276	49.07994316	215.5108964	136.4478149
226722_at	hypothetical protein DKFZp547D065	HC2B	253.3132619	289.4695	659.3262222	1377.833821	288.3335172	155.0719286	939.5638661	670.9593825
226731_at	Consensus includes gb:AA156873 /FEA=EST /DB_XREF=gi:1728488 /DB_XREF=est:zl20h08.s1 /CLONE=IMAGE:502527 /UG=Hs.184411 albumin	HC2B	66.47381429	63.65202222	87.50818889	182.0002071	64.64379655	23.33092294	131.0387429	91.24803586
226777_at	a disintegrin and metalloproteinase domain 12 (meltrin alpha)	HC2B	29.0272619	44.1486	69.49398889	245.3638214	36.45134138	28.46840475	151.2185214	140.8528105
227013_at	thioredoxin	HC2B	76.45872857	104.6668889	122.3346667	383.5874643	83.09055517	61.5865809	250.4015036	196.5950529
227055_at	Consensus includes gb:AI827972 /FEA=EST /DB_XREF=gi:5448730 /DB_XREF=est:wk31c11.x1 /CLONE=IMAGE:2413940 /UG=Hs.51483 ESTs, Weakly similar to hypothetical protein H.sapiens	HC2B	121.0022762	260.36375	211.7658667	765.2216786	153.6301483	140.9141553	500.1841714	529.5624696
227188_at	Consensus includes gb:AI744591 /FEA=EST /DB_XREF=gi:5112968 /DB_XREF=est:wg04c08.x1 /CLONE=IMAGE:2364110 /UG=Hs.30156 ESTs, Weakly similar to unnamed protein product H.sapiens	HC2B	52.61180476	88.49553889	78.17394444	248.5275	62.12013103	38.73370364	165.3961571	153.1688289
227253_at	Hermansky-Pudlak syndrome 3	HC2B	134.7721048	108.6871667	108.0718667	422.9993679	147.3712241	171.9838303	255.3945286	349.7228882
227284_at	Consensus includes gb:AA081007 /FEA=EST /DB_XREF=gi:1623011 /DB_XREF=est:zn33b02.s1 /CLONE=IMAGE:549195 /UG=Hs.58608 Homo sapiens cDNA FLJ14206 fis, clone NT2RP3003157	HC2B	85.84671429	41.51481667	83.90522778	1338.54105	63.85044483	82.70611609	708.7112196	1636.129593
227314_at	Consensus includes gb:N95414 /FEA=EST /DB_XREF=gi:1267898 /DB_XREF=est:zb66d10.s1 /CLONE=IMAGE:308563 /UG=Hs.55168 ESTs	HC2B	61.14484762	62.45717778	86.41187778	221.9962464	57.61018621	39.00722406	151.9443625	127.1317035
227505_at	KIAA1276 protein	HC2B	21.32994286	16.36318889	27.7461	274.8360536	35.89416552	86.63373208	141.0066911	224.6539856
227697_at	STAT induced STAT inhibitor 3	HC2B	45.63372381	93.36940556	113.98125	505.0592821	86.92628276	126.2413922	291.2753161	343.93606
227779_at	Consensus includes gb:AI422211 /FEA=EST /DB_XREF=gi:4268142 /DB_XREF=est:tf58e09.x1 /CLONE=IMAGE:2103496 /UG=Hs.30089 ESTs	HC2B	60.19618095	58.77077222	83.29555556	168.8831929	53.72380345	29.63419591	124.8580857	124.810932
228055_at	Consensus includes gb:AI763426 /FEA=EST /DB_XREF=gi:5179093 /DB_XREF=est:wh92c02.x1 /CLONE=IMAGE:2388194 /UG=Hs.104433 Homo sapiens napsin 2 precursor, mRNA, partial sequence	HC2B	97.68095238	54.60249444	103.8879278	284.8146429	70.8544	91.50529997	193.2885714	184.8343154
228141_at	Consensus includes gb:AA173223 /FEA=EST /DB_XREF=gi:1753381 /DB_XREF=est:zp31b04.s1 /CLONE=IMAGE:611023 /UG=Hs.289044 Homo sapiens cDNA FLJ12048 fis, clone HEMBB1001990	HC2B	22.68749048	22.03804444	25.39176111	142.5999429	20.65667241	15.89299609	84.35586964	107.3864491
228532_at	Consensus includes gb:AW662189 /FEA=EST /DB_XREF=gi:7454726 /DB_XREF=est:hi21a10.x1 /CLONE=IMAGE:2972922 /UG=Hs.288010 ESTs	HC2B	88.8985619	53.52275	75.52922778	244.7252857	87.6416931	114.7594948	151.7947196	155.3373973
228617_at	Consensus includes gb:AA142842 /FEA=EST /DB_XREF=gi:1712285 /DB_XREF=est:zl40a07.s1 /CLONE=IMAGE:504372 /UG=Hs.154993 ESTs	HC2B	85.34136667	150.1317111	111.9586611	313.5150714	94.82355172	48.54005207	223.8988286	200.5217712
228904_at	Consensus includes gb:AW510657 /FEA=EST /DB_XREF=gi:7148735 /DB_XREF=est:hc89b09.x1 /CLONE=IMAGE:2907161 /UG=Hs.156044 ESTs	HC2B	17.8685619	38.31962222	103.0468833	208.7042214	17.50384138	6.858888531	147.4275661	205.5062309
229296_at	dystroglycan 1 (dystrophin-associated glycoprotein 1)	HC2B	39.79767143	72.36288889	60.46685	177.8416607	55.62564828	36.25620806	117.7340911	86.84387645
229598_at	Consensus includes gb:AA150107 /FEA=EST /DB_XREF=gi:1721538 /DB_XREF=est:zl06a05.s1 /CLONE=IMAGE:491504 /UG=Hs.81810 ESTs	HC2B	53.34349048	90.66834444	189.4764111	232.1541107	62.05213103	73.78889941	193.9932536	195.2518839
229802_at	Consensus includes gb:AA147884 /FEA=EST /DB_XREF=gi:1717300 /DB_XREF=est:zl50b04.s1 /CLONE=IMAGE:505327 /UG=Hs.9812 ESTs	HC2B	21.84425714	91.77036667	71.61911667	193.5415214	27.21775172	21.29157523	143.3854982	219.6186299
230682_x_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	HC2B	103.7810238	113.2984778	132.7259722	377.0188214	112.8075207	78.45984541	248.0884018	224.9270462
230746_s_at	stanniocalcin 1	HC2B	25.50869048	34.46346667	59.47301667	184.1856679	29.61468966	17.88659566	116.5162839	140.2126723
231577_s_at	guanylate binding protein 1, interferon-inducible, 67kD	HC2B	169.828681	300.6274	215.3168667	814.3718929	263.8099138	481.8579551	500.0950821	617.1510359
234789_at	Consensus includes gb:AK022113.1 /DEF=Homo sapiens cDNA FLJ12051 fis, clone HEMBB1002005. /FEA=mRNA /DB_XREF=gi:10433436 /UG=Hs.301858 Homo sapiens cDNA FLJ13017 fis, clone NT2RP3000628	HC2B	39.45290476	80.27907778	136.5994778	126.4698571	34.57458621	49.10636052	129.8360357	140.2875435
235417_at	Consensus includes gb:BF689253 /FEA=EST /DB_XREF=gi:11974661 /DB_XREF=est:602185044T1 /CLONE=IMAGE:4299322 /UG=Hs.62604 ESTs	HC2B	42.94432857	46.00251667	126.1649056	510.0710429	48.90523793	69.82188909	301.1532464	465.3099944
235421_at	Consensus includes gb:AV713062 /FEA=EST /DB_XREF=gi:10732381 /DB_XREF=est:AV713062 /CLONE=DCAADD12 /UG=Hs.122431 ESTs	HC2B	100.2158048	86.56272222	109.8771944	314.764675	102.3422207	115.2211078	205.1060161	255.7375612
235489_at	TC10-like Rho GTPase	HC2B	106.9803619	142.9340778	182.3175611	361.8027393	111.9182069	54.03778875	267.6065321	203.3698396
235834_at	Consensus includes gb:BF063186 /FEA=EST /DB_XREF=gi:10822096 /DB_XREF=est:7h85b04.x1 /CLONE=IMAGE:3322735 /UG=Hs.128783 ESTs	HC2B	152.3403952	131.5009389	175.4669111	444.58425	124.0983103	67.33516256	313.8228143	267.4390911
236028_at	Consensus includes gb:BE466675 /FEA=EST /DB_XREF=gi:9512450 /DB_XREF=est:hz24a03.x1 /CLONE=IMAGE:3208876 /UG=Hs.49215 ESTs	HC2B	25.74139048	18.74842778	38.43310556	358.1811	62.06122414	215.1396451	174.9845018	306.0053413
