Gene ID	Gene Identifier	ANOVA P value	B&H P value	mean 1	mean 2	mean 3	mean 4	SEM 1	SEM 2	SEM 3	SEM 4	Quality 1	Quality 2	Quality 3	Quality 4	Other ID	Gene Title	UG Cluster	LocusLink	Chromosome
TACC3	NM_006342	0.001592	0.009209656	6.334	7.481	6.317	6.604	0.067	0.273	0.185	0.102	6.334	7.481	6.317	6.604	MmugDNA.40066.1.S1_at	Transforming, acidic coiled-coil containing protein 3	Hs.104019	10460	4
TAF1	AW575233	0.000959	0.006810114	6.443	5.972	5.980	5.883	0.090	0.059	0.105	0.026	6.443	5.972	5.980	5.883	MmugDNA.20422.1.S1_at	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Hs.158560	6872	X
TBRG1	AI701055	0.006329	0.022090035	9.884	9.475	9.633	9.671	0.018	0.054	0.102	0.055	9.884	9.475	9.633	9.671	MmugDNA.39854.1.S1_at	Transforming growth factor beta regulator 1	Hs.436410	84897	11
TCF7L2	AA664011	0.001537	0.009016204	12.421	12.074	12.222	12.107	0.013	0.079	0.039	0.047	12.421	12.074	12.222	12.107	MmugDNA.39471.1.S1_s_at	Transcription factor 7-like 2 (T-cell specific, HMG-box)	Hs.593995	6934	10
TCF7L2	AI949687	0.000369	0.003875511	12.233	11.895	11.957	11.909	0.026	0.070	0.035	0.024	12.233	11.895	11.957	11.909	MmugDNA.14620.1.S1_at	Transcription factor 7-like 2 (T-cell specific, HMG-box)	Hs.593995	6934	10
TERF1	NM_017489	0.000449	0.004342914	10.133	9.830	9.852	9.828	0.051	0.026	0.017	0.057	10.133	9.830	9.852	9.828	MmugDNA.9556.1.S1_at	Telomeric repeat binding factor (NIMA-interacting) 1	Hs.442707	7013	8
TFDP1	NM_007111	0.00098	0.006897485	8.111	8.765	8.489	8.477	0.079	0.077	0.064	0.102	8.111	8.765	8.489	8.477	MmugDNA.3042.1.S1_at	Transcription factor Dp-1	Hs.79353	7027	13
TFDP2	BG034328	0.001897	0.010276236	9.917	10.068	10.121	10.322	0.056	0.077	0.029	0.046	9.917	10.068	10.121	10.322	MmugDNA.18716.1.S1_at	Transcription factor Dp-2 (E2F dimerization partner 2)	Hs.379018	7029	3
TFDP2	AI569747	0.011994	0.033928667	10.791	10.247	10.456	10.617	0.036	0.163	0.086	0.052	10.791	10.247	10.456	10.617	MmugDNA.24408.1.S1_at	Transcription factor Dp-2 (E2F dimerization partner 2)	Hs.379018	7029	3
TFDP2	AI049624	0.001202	0.007816568	10.878	10.125	10.549	10.843	0.085	0.172	0.092	0.039	10.878	10.125	10.549	10.843	MmugDNA.41715.1.S1_at	Transcription factor Dp-2 (E2F dimerization partner 2)	Hs.379018	7029	3
TIPIN	NM_017858	0.001528	0.008990926	6.986	7.687	7.162	7.273	0.056	0.100	0.151	0.021	6.986	7.687	7.162	7.273	MmugDNA.30164.1.S1_at	TIMELESS interacting protein	Hs.710139	54962	15
TPD52L1	AF208012	0.012371	0.034628864	9.227	10.155	10.382	10.035	0.078	0.277	0.292	0.115	9.227	10.155	10.382	10.035	MmugDNA.43150.1.S1_at	Tumor protein D52-like 1	Hs.591347	7164	6
TPD52L1	NM_003287	0.011131	0.032232674	10.584	11.488	11.605	11.370	0.055	0.258	0.263	0.095	10.584	11.488	11.605	11.370	MmugDNA.6539.1.S1_at	Tumor protein D52-like 1	Hs.591347	7164	6
TRIM13	AI472310	0.00164	0.009376495	8.796	9.311	8.974	9.128	0.061	0.072	0.089	0.057	8.796	9.311	8.974	9.128	MmugDNA.36609.1.S1_at	Tripartite motif-containing 13	Hs.436922	10206	13
TUBB	AF141349	0.00487	0.018542438	13.031	13.253	12.858	12.747	0.105	0.083	0.035	0.088	13.031	13.253	12.858	12.747	MmugDNA.35297.1.S1_at	Tubulin, beta	Hs.636480	203068	6
TUBB	BC001002	0.005496	0.020059266	12.339	12.246	11.850	11.865	0.089	0.157	0.056	0.029	12.339	12.246	11.850	11.865	MmugDNA.24841.1.S1_at	Tubulin, beta	Hs.636480	203068	6
TUBE1	AI613127	0.008733	0.027489154	8.646	8.167	8.138	8.208	0.106	0.112	0.094	0.067	8.646	8.167	8.138	8.208	MmugDNA.39637.1.S1_at	Tubulin, epsilon 1	Hs.34851	51175	6
TUSC2	BF308548	0.009605	0.029269291	7.763	8.171	8.122	8.148	0.109	0.045	0.077	0.069	7.763	8.171	8.122	8.148	MmugDNA.35789.1.S1_s_at	Tumor suppressor candidate 2	Hs.517981	11334	3
TUSC2	BF308548	0.006904	0.023463127	6.914	7.350	7.347	7.221	0.104	0.058	0.059	0.088	6.914	7.350	7.347	7.221	MmugDNA.35789.1.S1_at	Tumor suppressor candidate 2	Hs.517981	11334	3
TUSC4	NM_006545	0.000044	0.00120625	9.655	9.238	9.312	9.233	0.075	0.018	0.023	0.035	9.655	9.238	9.312	9.233	MmugDNA.15625.1.S1_at	Tumor suppressor candidate 4	Hs.437083	10641	3
TUSC4	AF040708	0.000026	0.000925737	7.901	7.259	7.374	7.252	0.097	0.056	0.049	0.035	7.901	7.259	7.374	7.252	MmugDNA.6666.1.S1_at	Tumor suppressor candidate 4	Hs.437083	10641	3
TXNIP	AA812232	0.008251	0.026472002	14.113	13.430	13.788	13.846	0.090	0.169	0.019	0.115	14.113	13.430	13.788	13.846	MmugDNA.31894.1.S1_at	Thioredoxin interacting protein	Hs.533977	10628	1
TXNIP	NM_006472	0.000513	0.004689791	14.543	13.812	14.102	14.277	0.039	0.134	0.045	0.092	14.543	13.812	14.102	14.277	MmugDNA.40204.1.S1_at	Thioredoxin interacting protein	Hs.533977	10628	1
TXNIP	AA812232	0.009572	0.029199678	13.563	12.704	13.136	13.178	0.124	0.220	0.031	0.132	13.563	12.704	13.136	13.178	MmugDNA.31894.1.S1_s_at	Thioredoxin interacting protein	Hs.533977	10628	1
TXNL4A	NM_006701	0.000081	0.001667933	7.494	7.985	7.811	7.829	0.070	0.047	0.007	0.043	7.494	7.985	7.811	7.829	MmugDNA.14759.1.S1_at	Thioredoxin-like 4A	Hs.465498	10907	18
TXNL4A	NM_006701	0.00001	0.000597429	9.772	10.407	10.181	10.157	0.032	0.068	0.003	0.064	9.772	10.407	10.181	10.157	MmugDNA.14759.1.S1_s_at	Thioredoxin-like 4A	Hs.465498	10907	18
TXNL4B	NM_017853	0.002633	0.01262753	9.592	9.100	9.207	9.230	0.091	0.089	0.056	0.045	9.592	9.100	9.207	9.230	MmugDNA.30140.1.S1_at	Thioredoxin-like 4B	Hs.134406	54957	16
UBB	NM_018955	0.000002	0.000289321	13.951	14.131	14.198	14.225	0.022	0.028	0.013	0.012	13.951	14.131	14.198	14.225	MmugDNA.35404.1.S1_at	Ubiquitin B	Hs.356190	7314	17
UBE2C	NM_007019	0.001368	0.008404212	7.374	9.754	8.198	8.611	0.075	0.308	0.256	0.474	7.374	9.754	8.198	8.611	MmugDNA.25384.1.S1_at	Ubiquitin-conjugating enzyme E2C	Hs.93002	11065	20
UBE2D1	AL545760	0.016082	0.041476072	7.992	8.289	8.201	7.955	0.101	0.042	0.082	0.039	7.992	8.289	8.201	7.955	MmugDNA.25240.1.S1_at	Ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)	Hs.129683	7321	10
UHRF1	AK025578	0.000017	0.0007667	4.413	7.041	4.881	4.857	0.074	0.399	0.216	0.088	4.413	7.041	4.881	4.857	MmugDNA.19464.1.S1_at	Ubiquitin-like, containing PHD and RING finger domains, 1	Hs.108106	29128	19
UHRF2	BF511410	0.000003	0.000359391	10.360	9.864	9.843	9.888	0.021	0.061	0.022	0.046	10.360	9.864	9.843	9.888	MmugDNA.38001.1.S1_at	Ubiquitin-like, containing PHD and RING finger domains, 2	Hs.493401	115426	9
VASH1	NM_014909	0.001374	0.008434314	9.554	10.093	10.116	9.980	0.080	0.077	0.079	0.093	9.554	10.093	10.116	9.980	MmugDNA.11020.1.S1_at	Vasohibin 1	Hs.525479	22846	14
XRN1	AL117516	0.001028	0.00709209	9.098	8.531	8.547	8.567	0.088	0.105	0.079	0.056	9.098	8.531	8.547	8.567	MmugDNA.15371.1.S1_at	5-3 exoribonuclease 1	Hs.435103	54464	3
XRN1	BG534738	0.000088	0.001744903	10.274	9.574	9.688	9.761	0.039	0.107	0.082	0.035	10.274	9.574	9.688	9.761	MmugDNA.34588.1.S1_at	5-3 exoribonuclease 1	Hs.435103	54464	3
ZAK	AF465843	0.000355	0.00377676	8.980	8.515	8.943	8.849	0.065	0.088	0.027	0.022	8.980	8.515	8.943	8.849	MmugDNA.15629.1.S1_at	Sterile alpha motif and leucine zipper containing kinase AZK	Hs.444451	51776	2
ZNF830	AA398517	0.000737	0.005817343	10.114	9.803	9.871	9.829	0.053	0.058	0.021	0.021	10.114	9.803	9.871	9.829	MmugDNA.14625.1.S1_at	Zinc finger protein 830	Hs.413678	91603	17
ZWILCH	NM_017975	0.005633	0.020387826	7.105	7.953	7.612	7.416	0.092	0.117	0.174	0.141	7.105	7.953	7.612	7.416	MmugDNA.3020.1.S1_at	Zwilch, kinetochore associated, homolog (Drosophila)	Hs.21331	55055	15
ZWINT	NM_007057	0.000124	0.002066757	6.269	9.280	7.360	7.558	0.174	0.461	0.303	0.168	6.269	9.280	7.360	7.558	MmugDNA.2694.1.S1_at	ZW10 interactor antisense	Hs.591363	11130	10
ZZEF1	AB007859	0.004753	0.018244952	10.214	9.930	10.058	10.138	0.059	0.045	0.037	0.034	10.214	9.930	10.058	10.138	MmugDNA.41576.1.S1_at	Zinc finger, ZZ-type with EF-hand domain 1	Hs.277624	23140	17
2-Sep	AI191427	0.000211	0.00279724	11.224	11.720	11.581	11.449	0.059	0.080	0.021	0.036	11.224	11.720	11.581	11.449	MmugDNA.7978.1.S1_at	Septin 2	Hs.335057	4735	2
2-Sep	BC033559	0.000329	0.003596639	9.561	10.201	10.170	9.884	0.106	0.067	0.044	0.089	9.561	10.201	10.170	9.884	MmugDNA.18017.1.S1_at	Septin 2	Hs.335057	4735	2
4-Sep	AF176379	0.000388	0.003987662	7.163	6.991	6.864	6.877	0.046	0.048	0.024	0.027	7.163	6.991	6.864	6.877	MmugDNA.38715.1.S1_at	Septin 4	Hs.287518	5414	17
4-Sep	U88870	0.001946	0.010428692	7.641	7.187	7.149	7.119	0.092	0.055	0.105	0.063	7.641	7.187	7.149	7.119	MmugDNA.5690.1.S1_s_at	Septin 4	Hs.287518	5414	17
9-Sep	NM_006640	0.006938	0.023543957	7.513	7.950	7.906	7.753	0.105	0.079	0.076	0.027	7.513	7.950	7.906	7.753	MmugDNA.15599.1.S1_s_at	Septin 9	Hs.440932	10801	17
11-Sep	AL534972	0.007823	0.025536723	10.626	11.190	10.937	11.018	0.046	0.121	0.042	0.128	10.626	11.190	10.937	11.018	MmugDNA.28933.1.S1_at	Septin 11	Hs.128199	55752	4
-	NM_024703	0.000004	0.000405304	6.134	7.160	8.475	8.654	0.126	0.258	0.259	0.141	6.134	7.160	8.475	8.654	MmugDNA.12622.1.S1_at	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	-	55512	-
-	AK025142	0.008634	0.027290179	9.602	9.666	10.268	10.607	0.278	0.086	0.083	0.244	9.602	9.666	10.268	10.607	MmugDNA.6268.1.S1_at	dystonin	-	667	-
-	NM_015928	0.008414	0.026801054	11.231	11.527	11.440	11.184	0.060	0.070	0.077	0.055	11.231	11.527	11.440	11.184	MmugDNA.33780.1.S1_at	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	-	23047	-
-	AF147209	0.010135	0.030282559	9.752	10.179	9.811	9.837	0.116	0.054	0.086	0.036	9.752	10.179	9.811	9.837	MmugDNA.36857.1.S1_at	interleukin enhancer binding factor 3, 90kDa	-	3609	-
-	AF123570	0.016216	0.041672128	5.645	5.905	5.982	5.627	0.081	0.108	0.082	0.021	5.645	5.905	5.982	5.627	MmugDNA.40014.1.S1_at	neurofibromin 2 (merlin)	-	4771	-
-	X95152	0.00181	0.009995633	4.654	5.205	4.584	4.638	0.096	0.100	0.101	0.082	4.654	5.205	4.584	4.638	MmugDNA.41929.1.S1_at	breast cancer 2, early onset	-	675	-
-	BC001298	0.000877	0.006432359	10.343	10.133	10.127	10.012	0.057	0.038	0.029	0.035	10.343	10.133	10.127	10.012	MmugDNA.35112.1.S1_at	non-SMC condensin II complex, subunit H2	-	29781	-
-	U13395	0.012529	0.034867457	7.752	8.082	7.865	8.072	0.068	0.075	0.063	0.069	7.752	8.082	7.865	8.072	MmugDNA.42916.1.S1_at	WW domain containing oxidoreductase	-	51741	-
-	AF035309	0.000473	0.004478993	11.485	11.651	11.802	11.942	0.021	0.045	0.039	0.090	11.485	11.651	11.802	11.942	MmugDNA.14588.1.S1_at	proteasome (prosome, macropain) 26S subunit, ATPase, 5	-	5705	-
-	AB019494	0.000088	0.001744903	11.886	11.433	11.662	11.608	0.027	0.071	0.032	0.028	11.886	11.433	11.662	11.608	MmugDNA.40332.1.S1_at	Nipped-B homolog (Drosophila)	-	25836	-
-	U82828	0.005154	0.019238422	5.422	5.242	5.043	5.006	0.057	0.077	0.097	0.048	5.422	5.242	5.043	5.006	MmugDNA.12666.1.S1_at	ataxia telangiectasia mutated	-	472	-
-	NM_031214	0.000607	0.00518826	10.341	9.830	10.042	10.156	0.042	0.064	0.084	0.048	10.341	9.830	10.042	10.156	MmugDNA.32410.1.S1_at	TAR DNA binding protein	-	23435	-
-	NM_018123	0.000123	0.002053065	4.018	4.844	4.041	4.222	0.060	0.137	0.051	0.099	4.018	4.844	4.041	4.222	MmugDNA.5265.1.S1_at	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	-	259266	-
-	S67779	0.015526	0.040466122	9.435	8.834	9.201	9.080	0.124	0.160	0.057	0.061	9.435	8.834	9.201	9.080	MmugDNA.3948.1.S1_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	-	604	-
-	U82828	0.002971	0.013637192	9.429	9.134	8.945	8.950	0.064	0.102	0.100	0.018	9.429	9.134	8.945	8.950	MmugDNA.12666.1.S1_s_at	ataxia telangiectasia mutated	-	472	-
-	AF122828	0.002564	0.012415698	5.484	6.079	5.816	5.849	0.077	0.092	0.113	0.028	5.484	6.079	5.816	5.849	MmugDNA.40012.1.S1_at	neurofibromin 2 (merlin)	-	4771	-
-	BC014364	0.001162	0.0076692	5.617	4.685	5.259	5.512	0.086	0.108	0.203	0.080	5.617	4.685	5.259	5.512	MmugDNA.10840.1.S1_at	formin 2	-	56776	-
-	K03199	0.001132	0.007551372	6.703	7.667	7.056	6.929	0.109	0.202	0.107	0.027	6.703	7.667	7.056	6.929	MmugDNA.27541.1.S1_at	tumor protein p53	-	7157	-
-	J05008	0.006553	0.022631464	8.356	7.267	7.755	7.289	0.174	0.204	0.158	0.242	8.356	7.267	7.755	7.289	MmugDNA.24783.1.S1_at	endothelin 1	-	1906	-
