Prediction	Gene1	ID of G1	Gene2	ID of G2	P(X1<X2|Primary)	P(X1<X2|DM)	Delta
Primary	AR	367	BAT1	7919	0.954	0.040	0.914
Primary	P4HA1	5033	BCAM	4059	0.954	0.040	0.914
Primary	HRAS	3265	BCAT2	587	0.954	0.040	0.914
Primary	SPP1	6696	BCL7B	9275	0.954	0.040	0.914
Primary	EPS8	2059	C10orf116	10974	0.954	0.040	0.914
Primary	RHOQ	23433	C19orf2	8725	0.954	0.040	0.914
Primary	CUGBP1	10658	C19orf2	8725	0.954	0.040	0.914
Primary	RALA	5898	C1orf63	57035	0.954	0.040	0.914
Primary	LYN	4067	C9orf3	84909	0.954	0.040	0.914
Primary	AR	367	CCT7	10574	0.954	0.040	0.914
Primary	AR	367	CDIPT	10423	0.954	0.040	0.914
Primary	STIP1	10963	CIRBP	1153	0.954	0.040	0.914
Primary	RUSC1	23623	CIRBP	1153	0.954	0.040	0.914
Primary	EI24	9538	CIRBP	1153	0.954	0.040	0.914
Primary	CKAP4	10970	CIRBP	1153	0.954	0.040	0.914
Primary	DNAJA1	3301	CIRBP	1153	0.954	0.040	0.914
Primary	PPP1CC	5501	CIRBP	1153	0.954	0.040	0.914
Primary	DHCR7	1717	CIRBP	1153	0.954	0.040	0.914
Primary	NEDD8	4738	CIRBP	1153	0.954	0.040	0.914
Primary	SIVA1	10572	CIRBP	1153	0.954	0.040	0.914
Primary	TIMM17B	10245	CIRBP	1153	0.954	0.040	0.914
Primary	FBXO7	25793	CIRBP	1153	0.954	0.040	0.914
Primary	NXF1	10482	CIRBP	1153	0.954	0.040	0.914
Primary	TKT	7086	CIRBP	1153	0.954	0.040	0.914
Primary	RBM4	5936	CIRBP	1153	0.954	0.040	0.914
Primary	PRMT1	3276	CIRBP	1153	0.954	0.040	0.914
Primary	CLTB	1212	CNN1	1264	0.954	0.040	0.914
Primary	LMO4	8543	CNN1	1264	0.954	0.040	0.914
Primary	MLL	4297	CNN1	1264	0.954	0.040	0.914
Primary	TMCC1	23023	CNN1	1264	0.954	0.040	0.914
Primary	FGFR1	2260	CNN1	1264	0.954	0.040	0.914
Primary	CUGBP1	10658	CNN1	1264	0.954	0.040	0.914
Primary	RAB3GAP1	22930	CNN1	1264	0.954	0.040	0.914
Primary	CCND3	896	CNN1	1264	0.954	0.040	0.914
Primary	MAPRE1	22919	CNN1	1264	0.954	0.040	0.914
Primary	EZH1	2145	CNN1	1264	0.954	0.040	0.914
Primary	PPP2CA	5515	CNN1	1264	0.954	0.040	0.914
Primary	NFATC2IP	84901	CNN1	1264	0.954	0.040	0.914
Primary	ERF	2077	CNN1	1264	0.954	0.040	0.914
Primary	MED1	5469	CNN1	1264	0.954	0.040	0.914
Primary	KLF10	7071	CNN1	1264	0.954	0.040	0.914
Primary	GBE1	2632	CNN1	1264	0.954	0.040	0.914
Primary	CREM	1390	CNN1	1264	0.954	0.040	0.914
Primary	STAT3	6774	CNN1	1264	0.954	0.040	0.914
Primary	MSL1	339287	CNN1	1264	0.954	0.040	0.914
Primary	FAM98A	25940	CNN1	1264	0.954	0.040	0.914
Primary	CEBPZ	10153	CNN1	1264	0.954	0.040	0.914
Primary	C14orf147	171546	CNN1	1264	0.954	0.040	0.914
Primary	SLC7A5	8140	CNN1	1264	0.954	0.040	0.914
Primary	EXT1	2131	CNN1	1264	0.954	0.040	0.914
Primary	KRIT1	889	CNN1	1264	0.954	0.040	0.914
Primary	RAB11FIP5	26056	CNN1	1264	0.954	0.040	0.914
Primary	FYN	2534	CNN1	1264	0.954	0.040	0.914
Primary	VTI1B	10490	CNN1	1264	0.954	0.040	0.914
Primary	TCF12	6938	CNN1	1264	0.954	0.040	0.914
Primary	UBN1	29855	CNN1	1264	0.954	0.040	0.914
Primary	BACH1	571	CNN1	1264	0.954	0.040	0.914
Primary	TNPO1	3842	CNN1	1264	0.954	0.040	0.914
Primary	RAB31	11031	CNN1	1264	0.954	0.040	0.914
Primary	SC4MOL	6307	CNN1	1264	0.954	0.040	0.914
Primary	EFNB1	1947	CNN1	1264	0.954	0.040	0.914
Primary	NGFR	4804	CNN1	1264	0.954	0.040	0.914
Primary	MPHOSPH6	10200	CNN1	1264	0.954	0.040	0.914
Primary	DNAJC7	7266	CNN1	1264	0.954	0.040	0.914
Primary	GPRC5A	9052	CNN1	1264	0.954	0.040	0.914
Primary	LPO	4025	CNN1	1264	0.954	0.040	0.914
Primary	RHOQ	23433	CNN1	1264	0.954	0.040	0.914
Primary	AR	367	COBRA1	25920	0.954	0.040	0.914
Primary	ADFP	123	COL16A1	1307	0.954	0.040	0.914
Primary	AR	367	COX5B	1329	0.954	0.040	0.914
Primary	PCBP2	5094	CSRP1	1465	0.954	0.040	0.914
Primary	CDIPT	10423	CSRP1	1465	0.954	0.040	0.914
Primary	PTDSS1	9791	CSRP1	1465	0.954	0.040	0.914
Primary	KLHL9	55958	CSRP1	1465	0.954	0.040	0.914
Primary	SF3B2	10992	CSRP1	1465	0.954	0.040	0.914
Primary	TPI1	7167	CSRP1	1465	0.954	0.040	0.914
Primary	U2AF1	7307	CSRP1	1465	0.954	0.040	0.914
Primary	HNRNPAB	3182	CSRP1	1465	0.954	0.040	0.914
Primary	AR	367	CSRP1	1465	0.954	0.040	0.914
Primary	MTF2	22823	CST3	1471	0.954	0.040	0.914
Primary	AR	367	CSTB	1476	0.954	0.040	0.914
Primary	AR	367	DAP	1611	0.954	0.040	0.914
Primary	KIAA0776	23376	DES	1674	0.954	0.040	0.914
Primary	DDX3X	1654	DES	1674	0.954	0.040	0.914
Primary	PCLO	27445	DES	1674	0.954	0.040	0.914
Primary	STXBP3	6814	DES	1674	0.954	0.040	0.914
Primary	VCAN	1462	DES	1674	0.954	0.040	0.914
Primary	GTF2E2	2961	DES	1674	0.954	0.040	0.914
Primary	SULT1A1	6817	DES	1674	0.954	0.040	0.914
Primary	TOPORS	10210	DES	1674	0.954	0.040	0.914
Primary	SMC1A	8243	DES	1674	0.954	0.040	0.914
Primary	NUTF2	10204	DES	1674	0.954	0.040	0.914
Primary	ARRB2	409	DES	1674	0.954	0.040	0.914
Primary	C14orf147	171546	DES	1674	0.954	0.040	0.914
Primary	NFIL3	4783	DES	1674	0.954	0.040	0.914
Primary	UGP2	7360	DES	1674	0.954	0.040	0.914
Primary	METTL7A	25840	DES	1674	0.954	0.040	0.914
Primary	LMO4	8543	DES	1674	0.954	0.040	0.914
Primary	ATIC	471	DES	1674	0.954	0.040	0.914
Primary	PNN	5411	DES	1674	0.954	0.040	0.914
Primary	POLS	11044	DES	1674	0.954	0.040	0.914
Primary	LILRB3	11025	DES	1674	0.954	0.040	0.914
Primary	GALNAC4S-6ST	51363	DES	1674	0.954	0.040	0.914
Primary	FAM20B	9917	DES	1674	0.954	0.040	0.914
Primary	CLDN5	7122	DES	1674	0.954	0.040	0.914
Primary	MOAP1	64112	DES	1674	0.954	0.040	0.914
Primary	PPID	5481	DES	1674	0.954	0.040	0.914
Primary	MCFD2	90411	DES	1674	0.954	0.040	0.914
Primary	PLSCR1	5359	DES	1674	0.954	0.040	0.914
Primary	SSH1	54434	DES	1674	0.954	0.040	0.914
Primary	MTMR6	9107	DES	1674	0.954	0.040	0.914
Primary	SEC23A	10484	DES	1674	0.954	0.040	0.914
Primary	HIPK1	204851	DES	1674	0.954	0.040	0.914
Primary	TPP1	1200	DES	1674	0.954	0.040	0.914
Primary	AKAP9	10142	DES	1674	0.954	0.040	0.914
Primary	JMJD1A	55818	DES	1674	0.954	0.040	0.914
Primary	RRM1	6240	DES	1674	0.954	0.040	0.914
Primary	MPPE1	65258	DES	1674	0.954	0.040	0.914
Primary	PECAM1	5175	DES	1674	0.954	0.040	0.914
Primary	PTPN11	5781	DES	1674	0.954	0.040	0.914
Primary	AR	367	DULLARD	23399	0.954	0.040	0.914
Primary	AR	367	EIF4H	7458	0.954	0.040	0.914
Primary	MVD	4597	EPHB6	2051	0.954	0.040	0.914
Primary	SPP1	6696	ETFB	2109	0.954	0.040	0.914
Primary	BRD3	8019	FAAH	2166	0.954	0.040	0.914
Primary	GRB2	2885	FAAH	2166	0.954	0.040	0.914
Primary	RALA	5898	FAM114A1	92689	0.954	0.040	0.914
Primary	YY1	7528	FAM114A1	92689	0.954	0.040	0.914
Primary	ZC3HAV1	56829	FBLN1	2192	0.954	0.040	0.914
Primary	VCAN	1462	FILIP1L	11259	0.954	0.040	0.914
Primary	SOD1	6647	GABARAP	11337	0.954	0.040	0.914
Primary	RRAGD	58528	GLB1L2	89944	0.954	0.040	0.914
Primary	AR	367	GLO1	2739	0.954	0.040	0.914
Primary	RALA	5898	GOLGA8A	23015	0.954	0.040	0.914
Primary	PKN2	5586	GOLGB1	2804	0.954	0.040	0.914
Primary	BNIP3	664	GRN	2896	0.954	0.040	0.914
Primary	P4HA1	5033	GRN	2896	0.954	0.040	0.914
Primary	AK3L1	205	IDH3B	3420	0.954	0.040	0.914
Primary	UBE2L3	7332	ILK	3611	0.954	0.040	0.914
Primary	SOD1	6647	IMPDH2	3615	0.954	0.040	0.914
Primary	TRIO	7204	INTS3	65123	0.954	0.040	0.914
Primary	POU2F1	5451	IQGAP2	10788	0.954	0.040	0.914
Primary	STAT2	6773	IQGAP2	10788	0.954	0.040	0.914
Primary	GP1BB	2812	KLK11	11012	0.954	0.040	0.914
Primary	CUGBP1	10658	KRT13	3860	0.954	0.040	0.914
Primary	MTFR1	9650	LMOD1	25802	0.954	0.040	0.914
Primary	GOLGA4	2803	LMOD1	25802	0.954	0.040	0.914
Primary	AASDHPPT	60496	LMOD1	25802	0.954	0.040	0.914
Primary	RHOQ	23433	LMOD1	25802	0.954	0.040	0.914
Primary	DYNLT3	6990	LMOD1	25802	0.954	0.040	0.914
Primary	UBQLN2	29978	MAP3K7IP2	23118	0.954	0.040	0.914
Primary	HBD	3045	MFAP4	4239	0.954	0.040	0.914
Primary	SLC7A5	8140	MFGE8	4240	0.954	0.040	0.914
Primary	RHOQ	23433	MRC2	9902	0.954	0.040	0.914
Primary	CUGBP1	10658	MTMR3	8897	0.954	0.040	0.914
Primary	EIF4G1	1981	MYH11	4629	0.954	0.040	0.914
Primary	ATP1B3	483	MYH11	4629	0.954	0.040	0.914
Primary	CKAP4	10970	MYH11	4629	0.954	0.040	0.914
Primary	PRKAR1A	5573	MYH11	4629	0.954	0.040	0.914
Primary	RAB1A	5861	MYH11	4629	0.954	0.040	0.914
Primary	IL1R1	3554	MYH11	4629	0.954	0.040	0.914
Primary	RAD23B	5887	MYH11	4629	0.954	0.040	0.914
Primary	RTN4	57142	MYH11	4629	0.954	0.040	0.914
Primary	PSME2	5721	MYH11	4629	0.954	0.040	0.914
Primary	SAPS1	22870	MYL9	10398	0.954	0.040	0.914
Primary	PRMT1	3276	MYL9	10398	0.954	0.040	0.914
Primary	SF3B2	10992	MYL9	10398	0.954	0.040	0.914
Primary	KRT10	3858	MYL9	10398	0.954	0.040	0.914
Primary	XPO1	7514	MYL9	10398	0.954	0.040	0.914
Primary	WWC1	23286	MYL9	10398	0.954	0.040	0.914
Primary	DHCR7	1717	MYL9	10398	0.954	0.040	0.914
Primary	AMPD2	271	MYL9	10398	0.954	0.040	0.914
Primary	ATP1B3	483	MYL9	10398	0.954	0.040	0.914
Primary	NBN	4683	MYL9	10398	0.954	0.040	0.914
Primary	PDIA4	9601	MYL9	10398	0.954	0.040	0.914
Primary	RAB1A	5861	MYL9	10398	0.954	0.040	0.914
Primary	H2AFV	94239	MYL9	10398	0.954	0.040	0.914
Primary	MED1	5469	NAGLU	4669	0.954	0.040	0.914
Primary	S100A8	6279	NAGLU	4669	0.954	0.040	0.914
Primary	AR	367	NAP1L4	4676	0.954	0.040	0.914
Primary	HBA1	3039	NBL1	4681	0.954	0.040	0.914
Primary	AR	367	NDUFB8	4714	0.954	0.040	0.914
Primary	RALA	5898	NEFH	4744	0.954	0.040	0.914
Primary	HBD	3045	NEFH	4744	0.954	0.040	0.914
Primary	RUNDC3B	154661	NEFH	4744	0.954	0.040	0.914
Primary	AR	367	NME3	4832	0.954	0.040	0.914
Primary	AR	367	NUMA1	4926	0.954	0.040	0.914
Primary	STIP1	10963	OCRL	4952	0.954	0.040	0.914
Primary	ASGR2	433	PAGE4	9506	0.954	0.040	0.914
Primary	PGK1	5230	PARK7	11315	0.954	0.040	0.914
Primary	AR	367	PARK7	11315	0.954	0.040	0.914
Primary	TNRC6B	23112	PBXIP1	57326	0.954	0.040	0.914
Primary	FBXL11	22992	PBXIP1	57326	0.954	0.040	0.914
Primary	SPP1	6696	PBXIP1	57326	0.954	0.040	0.914
Primary	ALG8	79053	PBXIP1	57326	0.954	0.040	0.914
Primary	DEFA1	1667	PCP4	5121	0.954	0.040	0.914
Primary	SULT1A1	6817	PCP4	5121	0.954	0.040	0.914
Primary	SEC14L1	6397	PCP4	5121	0.954	0.040	0.914
Primary	RBBP8	5932	PCP4	5121	0.954	0.040	0.914
Primary	SFRS16	11129	PCP4	5121	0.954	0.040	0.914
Primary	TFPI	7035	PCP4	5121	0.954	0.040	0.914
Primary	DUSP3	1845	PCP4	5121	0.954	0.040	0.914
Primary	WNT4	54361	PCP4	5121	0.954	0.040	0.914
Primary	C6orf106	64771	PCP4	5121	0.954	0.040	0.914
Primary	REEP1	65055	PCP4	5121	0.954	0.040	0.914
Primary	URM1	81605	PCP4	5121	0.954	0.040	0.914
Primary	MKNK2	2872	PCP4	5121	0.954	0.040	0.914
Primary	CBX1	10951	PCP4	5121	0.954	0.040	0.914
Primary	IFRD1	3475	PCP4	5121	0.954	0.040	0.914
Primary	POLS	11044	PCP4	5121	0.954	0.040	0.914
Primary	MLXIP	22877	PCP4	5121	0.954	0.040	0.914
Primary	HCRT	3060	PCP4	5121	0.954	0.040	0.914
Primary	CCKAR	886	PCP4	5121	0.954	0.040	0.914
Primary	ATP6V1B1	525	PCP4	5121	0.954	0.040	0.914
Primary	CCND2	894	PCP4	5121	0.954	0.040	0.914
Primary	PMS2L1	5379	PCP4	5121	0.954	0.040	0.914
Primary	PECAM1	5175	PCP4	5121	0.954	0.040	0.914
Primary	EIF4A1	1973	PFN1	5216	0.954	0.040	0.914
Primary	CKAP4	10970	PFN1	5216	0.954	0.040	0.914
Primary	DUSP8	1850	PIBF1	10464	0.954	0.040	0.914
Primary	AR	367	PLOD1	5351	0.954	0.040	0.914
Primary	AR	367	PLXNB2	23654	0.954	0.040	0.914
Primary	GBE1	2632	POU4F1	5457	0.954	0.040	0.914
Primary	SLC7A5	8140	PPP1R12B	4660	0.954	0.040	0.914
Primary	AR	367	PRDX2	7001	0.954	0.040	0.914
Primary	KRIT1	889	PRPF40A	55660	0.954	0.040	0.914
Primary	GBE1	2632	PRSS8	5652	0.954	0.040	0.914
Primary	MTDH	92140	PRSS8	5652	0.954	0.040	0.914
Primary	RALA	5898	PRUNE2	158471	0.954	0.040	0.914
Primary	SLC7A5	8140	PSD4	23550	0.954	0.040	0.914
Primary	LYN	4067	PSEN2	5664	0.954	0.040	0.914
Primary	GRB2	2885	PTGDS	5730	0.954	0.040	0.914
Primary	RALA	5898	PVR	5817	0.954	0.040	0.914
Primary	ATP1B3	483	PYGB	5834	0.954	0.040	0.914
Primary	CUGBP1	10658	RER1	11079	0.954	0.040	0.914
Primary	PKN2	5586	RGS10	6001	0.954	0.040	0.914
Primary	RALA	5898	RNF160	26046	0.954	0.040	0.914
Primary	RHOQ	23433	S100A13	6284	0.954	0.040	0.914
Primary	EIF1AP1	280661	SEPT2	4735	0.954	0.040	0.914
Primary	RUSC1	23623	SFRS6	6431	0.954	0.040	0.914
Primary	MTHFD2	10797	SLC1A5	6510	0.954	0.040	0.914
Primary	DIDO1	11083	SLC22A18	5002	0.954	0.040	0.914
Primary	PRPSAP1	5635	SLC35E2	9906	0.954	0.040	0.914
Primary	SULT1A1	6817	SMARCA1	6594	0.954	0.040	0.914
Primary	CBLB	868	STAT6	6778	0.954	0.040	0.914
Primary	AR	367	TADA3L	10474	0.954	0.040	0.914
Primary	FBXO7	25793	TPM1	7168	0.954	0.040	0.914
Primary	ATP1B3	483	TPM1	7168	0.954	0.040	0.914
Primary	RRAGA	10670	TPM1	7168	0.954	0.040	0.914
Primary	RALA	5898	TRIM13	10206	0.954	0.040	0.914
Primary	GRB2	2885	UBR4	23352	0.954	0.040	0.914
Primary	MBOAT7	79143	UBR4	23352	0.954	0.040	0.914
Primary	GBE1	2632	UBR4	23352	0.954	0.040	0.914
Primary	FAM91A1	157769	UPK3A	7380	0.954	0.040	0.914
Primary	SLC7A5	8140	VAMP3	9341	0.954	0.040	0.914
Primary	RALA	5898	VPS13D	55187	0.954	0.040	0.914
Primary	AR	367	WDR18	57418	0.954	0.040	0.914
Primary	USP8	9101	WTAP	9589	0.954	0.040	0.914
Primary	AR	367	YWHAQ	10971	0.954	0.040	0.914
Primary	SLC7A5	8140	ZNF24	7572	0.954	0.040	0.914
Primary	RALA	5898	ZNF266	10781	0.954	0.040	0.914
Primary	SPP1	6696	ZNF749	388567	0.954	0.040	0.914
Primary	AR	367	ACLY	47	0.908	0.000	0.908
Primary	EIF1AX	1964	ACOT7	11332	0.908	0.000	0.908
Primary	CUGBP1	10658	ACY1	95	0.908	0.000	0.908
Primary	LOC100132247	100132247	AES	166	0.908	0.000	0.908
Primary	AR	367	ALDH1A3	220	0.908	0.000	0.908
Primary	IDS	3423	ALDH3A2	224	0.908	0.000	0.908
Primary	RHOQ	23433	ALDH3A2	224	0.908	0.000	0.908
Primary	AR	367	AMD1	262	0.908	0.000	0.908
Primary	RALA	5898	ANXA1	301	0.908	0.000	0.908
Primary	CUGBP1	10658	APOBEC3C	27350	0.908	0.000	0.908
Primary	RRAGD	58528	ATP5A1	498	0.908	0.000	0.908
Primary	AR	367	ATP5C1	509	0.908	0.000	0.908
Primary	EIF1AX	1964	ATXN10	25814	0.908	0.000	0.908
Primary	EIF1AX	1964	AUH	549	0.908	0.000	0.908
Primary	ASNS	440	BCAT2	587	0.908	0.000	0.908
Primary	SLC31A1	1317	BCAT2	587	0.908	0.000	0.908
Primary	H2AFX	3014	BCAT2	587	0.908	0.000	0.908
Primary	PRMT1	3276	BTG2	7832	0.908	0.000	0.908
Primary	ATP1B3	483	BTG2	7832	0.908	0.000	0.908
Primary	BRD2	6046	BTG2	7832	0.908	0.000	0.908
Primary	SPP1	6696	C10orf116	10974	0.908	0.000	0.908
Primary	SLC7A5	8140	C10orf72	196740	0.908	0.000	0.908
Primary	AR	367	C3orf60	25915	0.908	0.000	0.908
Primary	AKAP2	11217	C9orf3	84909	0.908	0.000	0.908
Primary	U2AF1	7307	CD151	977	0.908	0.000	0.908
Primary	RALA	5898	CHN2	1124	0.908	0.000	0.908
Primary	TERF1	7013	CHN2	1124	0.908	0.000	0.908
Primary	GABARAPL2	11345	CIRBP	1153	0.908	0.000	0.908
Primary	NDUFA7	4701	CIRBP	1153	0.908	0.000	0.908
Primary	ADAR	103	CIRBP	1153	0.908	0.000	0.908
Primary	XPO6	23214	CIRBP	1153	0.908	0.000	0.908
Primary	AGPAT1	10554	CIRBP	1153	0.908	0.000	0.908
Primary	EIF1AP1	280661	CLSTN1	22883	0.908	0.000	0.908
Primary	EIF1AP1	280661	COX4I1	1327	0.908	0.000	0.908
Primary	ZNF117	51351	CRYM	1428	0.908	0.000	0.908
Primary	PGK1	5230	CSRP1	1465	0.908	0.000	0.908
Primary	CEBPD	1052	CSRP1	1465	0.908	0.000	0.908
Primary	SGTA	6449	CST3	1471	0.908	0.000	0.908
Primary	BRD3	8019	CST3	1471	0.908	0.000	0.908
Primary	FAM155B	27112	CUX2	23316	0.908	0.000	0.908
Primary	RALA	5898	CUX2	23316	0.908	0.000	0.908
Primary	RALA	5898	CXorf40A	91966	0.908	0.000	0.908
Primary	P4HA1	5033	CYFIP1	23191	0.908	0.000	0.908
Primary	USP7	7874	DDAH2	23564	0.908	0.000	0.908
Primary	TCF20	6942	DDHD2	23259	0.908	0.000	0.908
Primary	RALA	5898	DHX16	8449	0.908	0.000	0.908
Primary	SLC7A5	8140	DOCK1	1793	0.908	0.000	0.908
Primary	CUGBP1	10658	DRG2	1819	0.908	0.000	0.908
Primary	AR	367	DYNLT1	6993	0.908	0.000	0.908
Primary	HBD	3045	EGR3	1960	0.908	0.000	0.908
Primary	ANGPT2	285	EPHB6	2051	0.908	0.000	0.908
Primary	ZNF135	7694	EPHB6	2051	0.908	0.000	0.908
Primary	P4HA1	5033	EPS15	2060	0.908	0.000	0.908
Primary	TMPRSS6	164656	ETHE1	23474	0.908	0.000	0.908
Primary	DIAPH1	1729	FAAH	2166	0.908	0.000	0.908
Primary	ASNS	440	FBLN1	2192	0.908	0.000	0.908
Primary	FYN	2534	FHL2	2274	0.908	0.000	0.908
Primary	SLC7A5	8140	FKBP9	11328	0.908	0.000	0.908
Primary	SULT1A1	6817	FKBP9	11328	0.908	0.000	0.908
Primary	GRB2	2885	FUCA1	2517	0.908	0.000	0.908
Primary	BBX	56987	FUCA1	2517	0.908	0.000	0.908
Primary	AR	367	GAA	2548	0.908	0.000	0.908
Primary	SPP1	6696	GGT1	2678	0.908	0.000	0.908
Primary	PNN	5411	GOLGA8A	23015	0.908	0.000	0.908
Primary	TULP3	7289	GOLGA8A	23015	0.908	0.000	0.908
Primary	PKN2	5586	GOLGA8A	23015	0.908	0.000	0.908
Primary	HSPA1A	3303	GPX4	2879	0.908	0.000	0.908
Primary	HBA1	3039	GPX4	2879	0.908	0.000	0.908
Primary	RALA	5898	GREB1	9687	0.908	0.000	0.908
Primary	P4HA1	5033	GRHPR	9380	0.908	0.000	0.908
Primary	VDAC1	7416	GRN	2896	0.908	0.000	0.908
Primary	SLC7A5	8140	GSTA4	2941	0.908	0.000	0.908
Primary	AR	367	HADHA	3030	0.908	0.000	0.908
Primary	POM121	9883	HNRNPUL1	11100	0.908	0.000	0.908
Primary	STC1	6781	ICMT	23463	0.908	0.000	0.908
Primary	AR	367	IDH1	3417	0.908	0.000	0.908
Primary	IL8RB	3579	IQGAP2	10788	0.908	0.000	0.908
Primary	TPX2	22974	ISL1	3670	0.908	0.000	0.908
Primary	ZMYND8	23613	ISL1	3670	0.908	0.000	0.908
Primary	PRRC1	133619	ISL1	3670	0.908	0.000	0.908
Primary	TULP3	7289	ISL1	3670	0.908	0.000	0.908
Primary	AKAP2	11217	ISL1	3670	0.908	0.000	0.908
Primary	NFATC2IP	84901	ISL1	3670	0.908	0.000	0.908
Primary	SLC7A5	8140	ITGA3	3675	0.908	0.000	0.908
Primary	AXIN1	8312	KLK11	11012	0.908	0.000	0.908
Primary	WDR82	80335	KLK11	11012	0.908	0.000	0.908
Primary	ATP6V1C1	528	KLK11	11012	0.908	0.000	0.908
Primary	RIT1	6016	KLK11	11012	0.908	0.000	0.908
Primary	PGA3	643834	KLK11	11012	0.908	0.000	0.908
Primary	ATG12	9140	KLK11	11012	0.908	0.000	0.908
Primary	ZNRF4	148066	KLK11	11012	0.908	0.000	0.908
Primary	NBEAL2	23218	KLK11	11012	0.908	0.000	0.908
Primary	CEP68	23177	KLK11	11012	0.908	0.000	0.908
Primary	CDC42	998	KLK11	11012	0.908	0.000	0.908
Primary	AURKA	6790	KLK11	11012	0.908	0.000	0.908
Primary	BMP2K	55589	KLK11	11012	0.908	0.000	0.908
Primary	CASP10	843	KLK11	11012	0.908	0.000	0.908
Primary	UBE2C	11065	KLK11	11012	0.908	0.000	0.908
Primary	MAX	4149	KRT5	3852	0.908	0.000	0.908
Primary	ABHD2	11057	KRT5	3852	0.908	0.000	0.908
Primary	STC1	6781	KRT5	3852	0.908	0.000	0.908
Primary	LPIN1	23175	KRT5	3852	0.908	0.000	0.908
Primary	RALA	5898	KRT5	3852	0.908	0.000	0.908
Primary	AR	367	LGMN	5641	0.908	0.000	0.908
Primary	YY1	7528	LRP1	4035	0.908	0.000	0.908
Primary	GBE1	2632	LSM14A	26065	0.908	0.000	0.908
Primary	DIAPH1	1729	LSM2	57819	0.908	0.000	0.908
Primary	RHOQ	23433	MAOB	4129	0.908	0.000	0.908
Primary	TAF1	6872	MATN2	4147	0.908	0.000	0.908
Primary	NFAT5	10725	MATN2	4147	0.908	0.000	0.908
Primary	DUSP8	1850	MATN2	4147	0.908	0.000	0.908
Primary	ESR2	2100	MATN2	4147	0.908	0.000	0.908
Primary	TERF1	7013	MATN2	4147	0.908	0.000	0.908
Primary	FYN	2534	MEIS2	4212	0.908	0.000	0.908
Primary	VCAN	1462	MFAP4	4239	0.908	0.000	0.908
Primary	HBB	3043	MT1E	4493	0.908	0.000	0.908
Primary	HBA1	3039	MT1F	4494	0.908	0.000	0.908
Primary	HBB	3043	MYH11	4629	0.908	0.000	0.908
Primary	SLC7A5	8140	NCOA6	23054	0.908	0.000	0.908
Primary	CRKL	1399	NEFH	4744	0.908	0.000	0.908
Primary	RAB4A	5867	NEFH	4744	0.908	0.000	0.908
Primary	COL7A1	1294	NEFH	4744	0.908	0.000	0.908
Primary	PKN2	5586	NEFH	4744	0.908	0.000	0.908
Primary	TCF3	6929	NEFH	4744	0.908	0.000	0.908
Primary	TOP3B	8940	NEFH	4744	0.908	0.000	0.908
Primary	SCAMP1	9522	NEFH	4744	0.908	0.000	0.908
Primary	CCBP2	1238	NEFH	4744	0.908	0.000	0.908
Primary	MED1	5469	NEFH	4744	0.908	0.000	0.908
Primary	HNRPDL	9987	NEFH	4744	0.908	0.000	0.908
Primary	CYP4F2	8529	NEFH	4744	0.908	0.000	0.908
Primary	ITGA6	3655	NEFH	4744	0.908	0.000	0.908
Primary	CYP2A13	1553	NEFH	4744	0.908	0.000	0.908
Primary	JARID1A	5927	NEFH	4744	0.908	0.000	0.908
Primary	UGT2B15	7366	NEFH	4744	0.908	0.000	0.908
Primary	MSI1	4440	NEFH	4744	0.908	0.000	0.908
Primary	TEX28	1527	NEFH	4744	0.908	0.000	0.908
Primary	ZNF187	7741	NEFH	4744	0.908	0.000	0.908
Primary	CTAGE5	4253	NEFH	4744	0.908	0.000	0.908
Primary	EFNA2	1943	NEFH	4744	0.908	0.000	0.908
Primary	NFATC2IP	84901	NEFH	4744	0.908	0.000	0.908
Primary	C19orf29	58509	NEFH	4744	0.908	0.000	0.908
Primary	N4BP2L1	90634	NEFH	4744	0.908	0.000	0.908
Primary	MKNK2	2872	NEFH	4744	0.908	0.000	0.908
Primary	RHOQ	23433	NEFH	4744	0.908	0.000	0.908
Primary	FBXW11	23291	NEFH	4744	0.908	0.000	0.908
Primary	PRPF19	27339	NEFH	4744	0.908	0.000	0.908
Primary	KHDRBS3	10656	NEFH	4744	0.908	0.000	0.908
Primary	ITGAV	3685	NEFH	4744	0.908	0.000	0.908
Primary	CEBPZ	10153	NEFH	4744	0.908	0.000	0.908
Primary	IMPA1	3612	NEFH	4744	0.908	0.000	0.908
Primary	BRD8	10902	NEFH	4744	0.908	0.000	0.908
Primary	ELK1	2002	NEFH	4744	0.908	0.000	0.908
Primary	ATP8A1	10396	NEFH	4744	0.908	0.000	0.908
Primary	GRB2	2885	NFYC	4802	0.908	0.000	0.908
Primary	LARP1	23367	NR1H2	7376	0.908	0.000	0.908
Primary	C4orf15	79441	PAGE4	9506	0.908	0.000	0.908
Primary	EIF1AP1	280661	PARK7	11315	0.908	0.000	0.908
Primary	AHCYL1	10768	PBXIP1	57326	0.908	0.000	0.908
Primary	ITPK1	3705	PCP4	5121	0.908	0.000	0.908
Primary	ABCC5	10057	PCP4	5121	0.908	0.000	0.908
Primary	MLL	4297	PCP4	5121	0.908	0.000	0.908
Primary	DENND4B	9909	PCP4	5121	0.908	0.000	0.908
Primary	DTYMK	1841	PCP4	5121	0.908	0.000	0.908
Primary	FSTL3	10272	PCP4	5121	0.908	0.000	0.908
