Target ID	UniGene ID	Probe ID	Entrez ID	t-test	fold change (clear cell/nose)
LOC220433		6200747	220433	0.006247175	-2.233195337
TWF1		1430168	5756	8.99E-10	-2.233598516
USP54		2680184	159195	0.000110328	-2.233632734
FAM18B2		5420356	201158	0.000996061	-2.23424065
ZNF439		6650672	90594	0.000853284	-2.23626381
C3ORF59		2030687	151963	0.000224151	-2.236491443
LPCAT2		4120367	54947	0.000280907	-2.236896238
EIF4E		6380768	1977	1.80E-05	-2.237064987
SRI		6770392	6717	0.00175528	-2.23767331
CCDC132		460682	55610	0.000141239	-2.237685004
FAM103A1		3930730	83640	5.14E-05	-2.241198712
TRA1P2		4590551	0	0.001690938	-2.241460595
KATNAL1		2470600	84056	0.006337046	-2.242061602
CCNL2		2340047	81669	4.29E-07	-2.24336104
	Hs.374257	5960079	0	0.005155654	-2.243399728
CMAH		5550066	0	0.000879675	-2.243597933
RAP1B		6590703	5908	7.17E-05	-2.245194194
SSTR1		3990132	6751	8.86E-06	-2.245232115
GOPC		1410170	57120	3.69E-08	-2.24578261
UBLCP1		10278	134510	0.005610927	-2.245979567
RABL2A		7400376	11159	0.002261264	-2.246639987
MFAP2		130528	4237	3.24E-09	-2.247910891
SPG3A		5490528	51062	0.001794532	-2.250570814
PFN1		2850402	5216	0.000808877	-2.251171384
CSNK1A1		3170468	1452	8.31E-06	-2.25186155
CYLD		3460692	1540	0.000169306	-2.253734772
	Hs.12876	6520427	0	5.31E-05	-2.254658097
CUL4A		7200021	8451	3.78E-05	-2.254786711
TRIM5		3710152	85363	2.42E-07	-2.255346229
LRP10		4760349	26020	1.09E-05	-2.256251013
ERGIC1		1990364	57222	2.95E-05	-2.256286333
DEXI		2470386	28955	7.14E-05	-2.257038168
BNIP3		6770608	664	0.000421335	-2.259119209
TMED7		6560162	51014	3.65E-07	-2.2612659
MBNL1		160253	4154	1.34E-07	-2.261416564
RAB6A		4050349	5870	0.000194141	-2.26196419
TXNDC10		1820187	54495	6.72E-05	-2.262712246
SALL2		4880554	6297	0.006096008	-2.263689168
TMEM167		3850224	153339	0.004655721	-2.263815529
CHP		6760192	11261	0.000400665	-2.264281295
EMX2		2070307	2018	0.000262946	-2.26588166
ITGA1		460220	3672	0.001361468	-2.266016681
MLKL		4560541	197259	0.006631008	-2.266713345
PEBP1		3850273	5037	0.000996556	-2.267317071
TMEM66		6280270	51669	3.48E-05	-2.267475365
ZNF404		510719	342908	6.07E-08	-2.268534073
PAM		4210670	5066	0.003580641	-2.269428809
TMTC1		5310280	83857	0.002589919	-2.269748043
TNFRSF10B		2600463	8795	7.99E-05	-2.270622894
RGS7		6370386	6000	0.00021353	-2.270806346
RUNX1		7400368	861	0.001862741	-2.272154282
LOC389286		6180445	389286	9.51E-05	-2.272369237
FTHL11		6180070	0	0.005395092	-2.272727056
PRDM8		7040431	56978	0.004669392	-2.273962297
KLHL7		150672	55975	0.000231452	-2.275799858
COPS8		3180020	10920	2.10E-05	-2.280183055
GSN		2370482	2934	0.001081526	-2.281760761
		7150674	286453	1.14E-06	-2.283033865
MFI2		1240435	4241	0.000346971	-2.283366892
IL10RB		5670719	3588	4.14E-05	-2.284330671
NR3C1		5820204	2908	0.000119279	-2.286492291
PHACTR1		3170139	221692	0.000815375	-2.286495384
UFSP2		4250288	55325	0.000243259	-2.287464425
MAP1LC3B		2490754	81631	6.95E-05	-2.288036764
GPC6		2370593	10082	0.000219741	-2.290764638
DTNA		7320072	1837	2.03E-05	-2.292309757
TES		2120402	26136	0.000171531	-2.294214002
BCL6		6280458	604	0.001205957	-2.295415432
C1GALT1C1		6020377	29071	4.10E-06	-2.299554492
ZYX		7320594	7791	0.000116566	-2.300109133
LOC647650		1570707	647650	0.003764558	-2.300588714
DAPP1		3460504	27071	0.000472988	-2.301111428
LOC653145		5340082	653145	1.55E-10	-2.303548288
LOC651202		6020066	651202	0.007651204	-2.304904081
SPRYD3		3180521	84926	4.58E-06	-2.30644035
JUN		6510367	3725	0.001417171	-2.30698123
GOLGB1		3130768	2804	0.003511712	-2.307722312
LOC389293		7160139	389293	0.000697957	-2.308865745
LOC284293		6650553	284293	0.001031048	-2.30900388
DYRK3		1110037	8444	0.000114896	-2.309139801
RIPK5		5560360	25778	1.16E-05	-2.310375001
TNFRSF10D		830113	8793	0.000724794	-2.310897748
MXRA7		5550500	439921	0.001095452	-2.310989745
CDH4		3710706	1002	8.37E-08	-2.311878887
STOM		6290519	2040	0.005561575	-2.31214734
ADAM10		3130364	102	6.80E-05	-2.313473901
EPHA4		6650482	2043	0.006646295	-2.313572305
KIAA0999		4230035	23387	0.000193919	-2.314656367
DHRS1		1470017	115817	0.000188377	-2.316147296
NNAT		4010709	4826	3.51E-06	-2.317558086
ACVR1		6940360	90	0.000221898	-2.318139684
MAP4K5		2350451	11183	4.44E-05	-2.318394195
C11ORF41		6200025	25758	0.001769523	-2.318555706
RRAS		4570670	6237	0.002441442	-2.3191614
PTPLA		730221	9200	0.000511775	-2.319968047
ADARB1		4760079	104	4.88E-05	-2.321617264
PRMT2		2640161	3275	9.54E-05	-2.321676048
ARHGAP18		3140445	93663	4.94E-06	-2.321736317
FBXL2		3850187	25827	3.21E-05	-2.322008174
MOSPD1		2680433	56180	1.97E-07	-2.323089536
PRRC1		7040397	133619	0.009376207	-2.323633977
REPS2		5690148	9185	0.001324715	-2.326232512
VPS37A		2850747	137492	0.001537746	-2.326637609
CAPN2		70646	824	0.000626916	-2.327065355
MGAT2		870400	4247	0.000207016	-2.327539157
C9ORF125		3450113	84302	7.55E-05	-2.328860116
ENAH		1740161	55740	1.97E-07	-2.329464018
GLT8D1		1710551	55830	4.07E-05	-2.329766602
TMEM136		1110228	219902	0.000504034	-2.330193555
NTAN1		5960477	123803	8.59E-07	-2.330835978
CHSY1		3060128	22856	0.000199558	-2.330929782
LOC643660		4480240	643660	5.18E-08	-2.331162915
KIAA1622		7610411	57718	4.21E-05	-2.333819232
SEPW1		2970025	6415	0.00038814	-2.334853017
ATP1B3		4220632	483	0.009191983	-2.336541666
SNX25		4760368	83891	0.000234419	-2.337879221
PJA2		520431	9867	6.17E-06	-2.338647835
SMAD7		3890709	4092	7.88E-05	-2.341083739
PDGFD		4480445	80310	0.006238742	-2.341686284
CDC42EP2		6180253	10435	0.000667841	-2.343137604
YES1		2350397	7525	0.00924511	-2.344462982
TLR4		1500180	7099	0.002248853	-2.345502258
MAP1A		4920202	4130	0.000267884	-2.346231998
WDR69		6770138	164781	0.003591123	-2.346690551
RBX1		2070746	9978	0.000471761	-2.350985326
GLT8D2		10561	83468	0.002156063	-2.35215179
KCTD12		5560500	115207	0.002750636	-2.353894136
SSR3		2810523	6747	3.13E-05	-2.354618068
CTNNAL1		940722	8727	0.001336777	-2.355655157
LOC642460		610255	642460	4.61E-06	-2.356042124
LRRC41		6590088	10489	0.001916783	-2.357303029
RHBDF2		3420523	79651	0.001330207	-2.359672322
ITGB5		5360243	3693	0.006746617	-2.36016599
S100A10		2490195	6281	0.007057552	-2.360539935
LOC643668		6520161	643668	0.009229462	-2.361810654
RAP1GDS1		5560139	5910	1.11E-06	-2.361841553
C14ORF37		2690717	145407	0.002244272	-2.367254516
LOC387763		2710064	387763	2.61E-05	-2.367426533
CYB5R1		1230025	51706	7.80E-06	-2.36986793
TMOD3		2140326	29766	3.35E-05	-2.371049193
C1GALT1		580066	56913	0.000494431	-2.372362928
SERINC1		2680487	57515	7.61E-06	-2.373339819
	Hs.475733	4730327	0	4.06E-08	-2.375684451
CFLAR		1240593	8837	0.003651555	-2.376173066
TRAF3IP2		7510719	10758	0.002013512	-2.377360997
FAM102B		5490184	284611	0.000218487	-2.377626287
NFIC		1850259	4782	0.000125797	-2.379284132
RALA		2810382	5898	0.008565971	-2.380859534
MYH9		1510458	4627	0.008841321	-2.380888111
SELP		4810468	6403	0.002320138	-2.38509721
PGAM1		3940592	5223	0.00031837	-2.387080818
OLFM1		2680072	10439	1.21E-05	-2.390040826
COPS8		6940092	10920	1.20E-05	-2.390709094
NT5E		5960398	4907	0.009016266	-2.391121398
ALDH5A1		2640274	7915	0.000197522	-2.393032717
HNRPC		1500201	3183	0.001155972	-2.394421465
LY96		70167	23643	0.002694334	-2.395385947
PDLIM4		1660438	8572	3.32E-12	-2.395765776
C3ORF17		1090110	25871	2.62E-05	-2.395903997
HSPB2		1570288	3316	1.63E-05	-2.396591378
SH3KBP1		3450059	30011	0.002332053	-2.396773963
SMAD9		7050653	4093	2.43E-06	-2.397393958
SLC22A4		6040398	6583	3.85E-07	-2.397739968
AMY1B		5550288	277	0.001714135	-2.397898139
DMD		3870598	1756	6.61E-07	-2.399473897
CSRP1		6370397	1465	0.00624122	-2.401794997
PPP1R12A		4010400	4659	1.42E-05	-2.402370048
TCP1		990315	6950	0.001048527	-2.405125842
LOXL1		5700458	4016	0.000542709	-2.405937012
RPL37A		990273	6168	7.22E-06	-2.407221932
CCDC53		7040544	51019	0.000463043	-2.408151297
KCNC4		5080270	3749	5.36E-06	-2.40847982
LMAN1		830564	3998	0.000253296	-2.408872165
ERRFI1		7100639	54206	0.008454774	-2.410145248
	Hs.538962	5900193	0	0.00050028	-2.411595383
ITSN1		6420575	6453	1.10E-05	-2.412784185
RNH1		1690209	6050	2.48E-06	-2.413350713
OCIAD2		3310025	132299	0.000283911	-2.414980893
CCDC85A		5290026	114800	1.91E-06	-2.416445838
ARPP19		6620356	10776	0.001185503	-2.419134088
C3		7510286	718	0.000101951	-2.419403263
C10ORF67		4850762	256815	0.000251977	-2.419587467
GALNT1		4920201	2589	0.005009943	-2.419640275
MTPN		4210128	136319	0.000702237	-2.421261297
CASP6		2320730	839	7.40E-05	-2.423978007
POPDC3		1470324	64208	0.00024988	-2.424963393
RBM24		6450041	221662	1.01E-05	-2.425771021
UBE4A		520706	9354	0.000349729	-2.42695225
DCTN4		6020497	51164	1.08E-08	-2.427024097
NOTCH2NL		520092	388677	5.90E-05	-2.428617436
PAOX		4850538	196743	0.001214846	-2.429831718
SOD2		3890326	6648	0.009970578	-2.43147494
SEC24B		150048	10427	8.57E-07	-2.432128683
STON1		4230730	11037	8.14E-06	-2.432235528
SDCBP		630167	6386	7.19E-05	-2.432799764
FAT3		2340253	120114	2.08E-05	-2.433461904
PLCG1		1030376	5335	3.79E-05	-2.435112863
EXOC4		2350215	60412	1.07E-06	-2.435193239
AK1		5130162	203	0.00056711	-2.436610007
TMEM132D		7400647	121256	5.57E-05	-2.43863924
PDE4DIP		5900091	9659	1.00E-05	-2.438974103
PSMD10		5340370	5716	1.64E-05	-2.443104129
SLCO3A1		5690491	28232	0.000559788	-2.444965734
	Hs.232649	6220193	0	0.001062661	-2.446067948
GAS7		1070435	8522	0.000360582	-2.446764917
NFATC1		940725	4772	8.59E-11	-2.446822629
SLCO3A1		1440348	28232	0.001021298	-2.448254283
BNIP3L		2640192	665	0.002690475	-2.448937489
GNG2		2190020	54331	2.24E-06	-2.450292353
CCDC90B		2750192	60492	2.23E-05	-2.450870995
SAT1		5490431	6303	0.003725213	-2.45194285
DNALI1		6200309	7802	0.003197896	-2.454642118
SCAMP1		2650022	9522	1.75E-07	-2.45468475
COPZ2		5820292	51226	0.000349966	-2.455346408
LAMB1		1510392	3912	0.000994891	-2.455600584
ST3GAL1		6060682	6482	0.000104772	-2.45605621
C4ORF41		4050474	60684	6.81E-05	-2.45818987
FLJ31568		5570193	150244	0.000199516	-2.458425051
SERINC3		2030279	10955	2.37E-07	-2.459201565
UGP2		3930035	7360	2.01E-05	-2.465883237
BRWD2		5560136	55717	0.001660634	-2.466297369
FKBP3		6450523	2287	0.000963702	-2.467370427
FRMD4A		1770008	55691	0.00165837	-2.470315122
PLA2G7		3390438	7941	0.001145222	-2.47112768
LOC400304		6180497	400304	0.00032752	-2.471341768
FUT8		3870497	2530	0.009359477	-2.4738538
RSU1		6110209	6251	0.000162432	-2.474513088
LOC730996		2970577	730996	4.56E-05	-2.475332908
TXNDC15		4150215	79770	4.86E-08	-2.477006899
ROBO3		5860717	64221	0.00024924	-2.478810753
NDRG2		4210411	57447	0.001857334	-2.479831202
EXTL2		2630215	2135	0.003687821	-2.482714911
WIT1		460639	51352	4.24E-09	-2.48411384
LOC391045		430019	391045	2.04E-09	-2.48443282
NBPF3		780626	84224	4.58E-08	-2.485026599
LOC402644		6130259	402644	0.000392543	-2.486380063
ME1		3390326	4199	0.005659986	-2.487344261
DUSP1		6860377	1843	0.000616407	-2.488402408
SLC39A6		3060291	25800	6.11E-06	-2.490185915
SPRED1		5700707	161742	0.000489448	-2.493274754
HCG4		2690390	0	0.007246206	-2.493702443
DTWD1		4060296	56986	0.000310959	-2.494202298
MRPL52		7000692	122704	0.001729885	-2.49929197
CLTC		4730458	1213	6.65E-06	-2.501644979
LOC732007		6130446	732007	0.000382852	-2.502440658
STX2		7400343	2054	0.001325844	-2.50266061
CTSO		1820300	1519	0.000125116	-2.505146422
12-Sep		20288	55752	0.000128695	-2.505933685
SH3RF1		1410358	57630	3.05E-05	-2.506461168
THRA		7380047	7067	0.000392978	-2.509062141
SACM1L		2600204	22908	0.001284104	-2.509992984
LOC730996		1580121	730996	9.54E-05	-2.512989346
ACTN1		5080364	87	4.17E-05	-2.515390652
LOC653513		5820167	653513	5.31E-05	-2.516784588
ACSL4		7000307	2182	0.004422733	-2.517207057
C6ORF85		6560328	63027	0.005857768	-2.518336338
C10ORF97		3060661	80013	1.60E-06	-2.51840942
PDGFRB		5960068	5159	0.000171979	-2.518491584
HSD11B1		5810132	3290	4.89E-06	-2.519213869
FBXO30		5290307	84085	0.00198997	-2.519980186
NRG4		5890121	145957	6.95E-07	-2.520196826
C18ORF32		2940201	497661	2.28E-05	-2.524185566
TWF1		4830273	5756	0.000635071	-2.525648262
SLFN11		3440358	91607	0.000148125	-2.526073292
STX12		6380743	23673	5.01E-07	-2.526405719
PDGFD		5690139	80310	0.001711707	-2.526691742
C3ORF58		4060131	205428	0.001127752	-2.526963165
SGCB		1190162	6443	2.11E-06	-2.527867575
STEAP2		870242	261729	0.001903583	-2.52880476
LOC649555		2680102	649555	0.000295383	-2.529199133
LOC642103		5890386	642103	1.33E-05	-2.53175625
ATMIN		6620600	23300	1.79E-06	-2.532619127
BZW1		3400300	9689	8.41E-06	-2.53458453
ARHGAP20		6480593	57569	2.17E-07	-2.534912042
RABGEF1		2750608	27342	9.97E-06	-2.53695701
AHR		6060367	196	6.16E-06	-2.537287228
RHOJ		6100450	57381	0.001607442	-2.537609011
PPIB		2900112	5479	0.001636202	-2.537901383
SLC22A2		2340156	6582	1.81E-06	-2.538432971
	Hs.4892	3420356	0	0.0008011	-2.538916728
SKAP2		6040008	8935	1.93E-05	-2.539288201
PLAUR		730528	5329	0.001329897	-2.540965148
SPTLC1		430669	10558	0.001448107	-2.542834127
CDC16		4880521	8881	0.000338153	-2.545274083
RAB11FIP5		1260193	26056	1.51E-05	-2.545801007
EIF1AX		3930296	1964	4.11E-05	-2.546875618
GSTM2		6130168	2946	0.00550863	-2.54739632
CMPK1		2640551	51727	0.000374198	-2.547471649
ZNF626		2100376	199777	5.09E-05	-2.547906929
USP49		5550603	25862	0.000431812	-2.548672568
PDE5A		5290044	8654	2.03E-08	-2.551046118
TPM4		6860441	7171	0.000622171	-2.551940564
MRC2		4050593	9902	0.000170069	-2.5528429
USP53		6520619	54532	0.000385807	-2.555206297
RPS28		650349	6234	0.004557094	-2.555221054
HERC4		2630050	26091	2.63E-05	-2.555707122
BTN3A3		1430717	10384	2.42E-06	-2.55814727
SELT		6380296	51714	3.60E-05	-2.558435367
PLAUR		6220671	5329	0.00337726	-2.56077117
RGMB		840553	285704	0.001534884	-2.562695932
UBE2L6		7000368	9246	0.003331746	-2.565031931
CSDC2		2490224	27254	1.95E-05	-2.565589814
LMO4		7210450	8543	0.002422164	-2.565819991
FEZ1		3930168	9638	6.72E-08	-2.56648571
LEPROTL1		6370164	23484	9.40E-06	-2.570035617
LYPD1		6290341	116372	0.001908321	-2.571950697
RPN2		3370112	6185	0.000218016	-2.572511317
SNAP23		4230717	8773	3.53E-07	-2.57284728
DDX17		1780709	10521	0.000204069	-2.575537236
GLS		5570427	2744	0.000645475	-2.575578627
DTNA		4570253	1837	1.98E-06	-2.576016043
ALOX5AP		3930343	241	5.40E-08	-2.577966776
DKFZP686D0972		670315	345651	2.72E-05	-2.578469877
IQGAP1		6520646	8826	0.001255921	-2.579473124
SH3D19		780133	152503	0.000628283	-2.580113568
CAPN5		6760661	726	0.003084014	-2.581893499
SGK		4390450	6446	0.002167492	-2.585074791
TSPAN9		7570196	10867	8.81E-05	-2.586443618
STXBP5		7550022	134957	6.14E-06	-2.590864186
LOC644774		6580544	644774	0.000364457	-2.591676948
TXNDC13		2850259	56255	7.19E-05	-2.594516795
PNPLA8		450458	50640	2.34E-06	-2.595508507
TAF9		7040537	6880	2.25E-06	-2.597268844
ARHGAP21		1260543	57584	0.002144357	-2.599190729
SEC24A		4880463	10802	0.000153242	-2.599684478
SLC2A10		3800639	81031	1.35E-10	-2.600614676
AQP9		160494	366	2.15E-05	-2.602663582
DACT1		3520241	51339	6.18E-09	-2.606021163
NNT		6020575	23530	0.000440105	-2.60637671
SP100		4200240	6672	5.59E-06	-2.607632286
DCN		5550719	1634	0.000209054	-2.609210271
FGF5		5050653	2250	5.47E-05	-2.609750575
RTTN		6400632	25914	0.000510877	-2.609757317
TXNRD1		2320133	7296	0.000658785	-2.611044167
	Hs.216701	6330594	0	0.000478192	-2.612919468
MAP4K4		4250307	9448	7.29E-05	-2.613217429
SLC38A2		1740136	54407	0.002725149	-2.614027858
NFASC		4040128	23114	4.64E-11	-2.61493772
KLHL4		1050072	56062	0.002538987	-2.619456753
HOXA5		6620437	3202	0.004272573	-2.623560533
LOC440132		4480762	440132	2.60E-07	-2.627284194
SFTPD		6510270	6441	0.005240212	-2.627564001
C11ORF9		3290088	745	0.001587774	-2.630636412
GPR176		1990484	11245	9.31E-05	-2.640832456
APM1		6270703	201501	2.73E-05	-2.643154561
LACTB		5900524	114294	0.000433921	-2.644228815
RPRC1		2970563	55700	1.07E-05	-2.64565533
FYN		4860050	2534	3.04E-05	-2.64733379
HAND2		4640563	9464	1.51E-06	-2.647590856
AXL		4640403	558	0.008327153	-2.648109457
SS18		6380465	6760	0.000237795	-2.651668497
TIPARP		6760546	25976	0.00073645	-2.651962912
STAR		6590615	6770	0.003710325	-2.651964115
HOXC4		6860717	3221	0.000952892	-2.652500502
PNPLA8		7610026	50640	9.08E-08	-2.654041782
PHF23		6980092	79142	6.70E-06	-2.654521608
SOD2		3420373	6648	0.008836641	-2.656075591
C12ORF23		3290379	90488	0.002288487	-2.659611618
ITSN1		4850470	6453	2.14E-08	-2.661667704
	Hs.564874	3140273	0	1.06E-06	-2.661705901
VANGL2		4070626	57216	0.000363505	-2.661942173
RAB32		2190128	10981	0.000135676	-2.66209721
LOC202134		1450471	202134	0.001539816	-2.662174252
GATA6		2490594	2627	6.11E-09	-2.663267201
MMP14		5090070	4323	4.10E-07	-2.663405257
	Hs.546148	1710408	0	1.59E-06	-2.664120024
HCFC2		1050044	29915	1.14E-07	-2.665421783
C11ORF67		3310228	28971	0.000293065	-2.666940368
SUMO1P3		4050358	0	3.62E-06	-2.670346239
SFRS11		990543	9295	0.00034395	-2.671434783
FKBP1A		630010	2280	0.000261842	-2.671976477
SLC2A14		3420241	144195	8.42E-07	-2.674881102
RCP9		6480121	27297	8.28E-05	-2.675110274
CNPY4		6200743	245812	2.53E-06	-2.675211166
NMB		5670594	4828	0.000388934	-2.67582802
DCLK1		2760433	9201	4.89E-06	-2.676625258
GRIA3		5420228	2892	2.10E-10	-2.677085484
LOC340598		4150128	340598	0.002440796	-2.678341084
STEAP2		290292	261729	0.001303634	-2.680957756
ZNF626		630767	199777	1.58E-05	-2.685331474
MR1		2900451	3140	0.000436801	-2.68628345
CSMD3		7650739	114788	5.85E-06	-2.689421341
AK3L1		4610554	205	1.42E-05	-2.690016769
LOC643319		5310632	643319	8.30E-05	-2.690851947
RHOC		4250327	389	7.49E-07	-2.691248585
LTBP3		3520093	4054	0.002589396	-2.691489047
IRF9		2000022	10379	0.00222902	-2.691793289
ABL2		2510520	27	4.38E-05	-2.69387771
CD14		7000369	929	7.28E-06	-2.697744387
FBXO38		2710653	81545	8.25E-05	-2.698129573
RBMS3		4010431	27303	1.09E-05	-2.700346822
ECHDC1		7650053	55862	9.57E-05	-2.700368067
ATP2C1		3290279	27032	9.70E-07	-2.701002145
PCDH10		1580753	57575	9.37E-05	-2.702860406
DKK3		5270408	27122	0.000142461	-2.704414882
CDC42		5270386	998	3.01E-06	-2.704972173
ASAM		5570682	79827	0.00067128	-2.706735013
COX7A1		5390138	1346	0.000272483	-2.708015745
NFIA		2320047	4774	2.45E-06	-2.711774485
NEXN		2750187	91624	0.000714783	-2.714773595
ETS1		240333	2113	0.000738924	-2.715133456
AOX1		3780095	316	0.000340192	-2.716397653
TRAM2		940670	9697	0.000674569	-2.720185165
KIAA0564		5860369	23078	0.000830004	-2.720517161
H2AFY		3930154	9555	0.000293735	-2.722794329
BIRC3		7210154	330	0.000296037	-2.722992648
DACT1		1510553	51339	7.15E-09	-2.723300933
LOC653888		4860093	653888	0.000113839	-2.724203966
DYNLT3		7330044	6990	9.59E-05	-2.72677553
ARMCX6		4490215	54470	0.004173194	-2.727327306
PPP3CA		4290475	5530	1.90E-06	-2.728747598
CD46		1050482	4179	0.001426606	-2.729426147
DNAJA4		6480091	55466	0.001064828	-2.730963386
MSRB3		3400458	253827	0.001972336	-2.731380558
	Hs.551145	3420465	0	4.77E-09	-2.731452703
MXRA7		3990403	439921	2.82E-05	-2.731816696
ST3GAL1		1300601	6482	0.009025764	-2.732173841
LARP4		3840360	113251	0.002445072	-2.736116888
ATP2B4		4180369	493	1.85E-05	-2.737366896
LOC654103		7320707	654103	1.46E-06	-2.739518394
TMEM165		460672	55858	8.99E-09	-2.74364724
MAFA		5090241	389692	0.000872663	-2.744089203
LOC389787		160047	389787	0.001154853	-2.745852591
UST		7380338	10090	0.000576546	-2.749440292
NRP2		2650021	8828	7.90E-05	-2.749814891
SLC4A4		5130053	8671	9.48E-05	-2.75533428
DSTN		3190634	11034	0.001611849	-2.757185186
PIK3IP1		5390730	113791	0.000549494	-2.758604154
GADD45A		670255	1647	0.000802797	-2.759393694
AK3L1		4290192	205	0.000179436	-2.76030751
CTSB		60121	1508	0.000564064	-2.767206871
M6PRBP1		620008	10226	0.001088374	-2.771079919
GSTO1		4900070	9446	0.003451929	-2.77132147
WBP5		1660750	51186	9.06E-05	-2.773892091
C14ORF149		1300719	112849	3.28E-05	-2.775054159
HSD11B1		6220133	3290	1.38E-07	-2.775776218
CYP51A1		6200068	1595	9.53E-05	-2.778541707
PFKFB4		7400653	5210	0.001430757	-2.779908933
KLHL5		1570349	51088	0.000110964	-2.781228284
PPM2C		1110192	54704	3.74E-08	-2.785823606
HIF1A		4900010	3091	1.66E-05	-2.787114326
DIRAS3		150114	9077	7.73E-05	-2.787882946
BMP1		1430142	649	5.35E-07	-2.788176432
VPS37A		1090221	137492	5.03E-05	-2.792223865
F3		3120138	2152	0.000652461	-2.79892999
CD82		5130136	3732	9.24E-06	-2.798944485
MRGPRF		240228	219928	1.57E-07	-2.802767207
PPAPDC1A		2070592	196051	1.22E-09	-2.803286727
IDS		2600138	3423	1.49E-06	-2.805109746
CD7		6330091	924	0.006558698	-2.806031766
GJC2		6520356	57165	1.13E-05	-2.816246134
RHOC		4390619	389	9.71E-07	-2.819340314
ADARB1		7330097	104	0.000535475	-2.819612048
LYL1		3190288	4066	3.30E-06	-2.821090244
RRAD		7200639	6236	5.50E-07	-2.822373918
VASN		2900274	114990	0.005312012	-2.824094146
RNASE4		5910382	6038	0.000944934	-2.825433024
MCC		2480669	4163	1.39E-06	-2.825546489
CCNH		1980242	902	1.96E-05	-2.827555113
YY1		6760017	7528	0.002036201	-2.829624837
FBLN2		7330292	2199	0.002531338	-2.829806711
NEO1		4260053	4756	6.24E-05	-2.83017358
SLC31A2		6560300	1318	0.000736629	-2.834426086
CUTA		3290400	51596	6.15E-06	-2.837033449
ZNF669		780204	79862	8.27E-06	-2.837074423
SERP2		1710053	387923	0.000120973	-2.837794956
EIF5A2		2190356	56648	7.88E-05	-2.839024822
RRAD		5570520	6236	1.03E-06	-2.840591105
ARMCX3		7150427	51566	0.0007925	-2.843801014
MTMR6		160026	9107	0.000217078	-2.843985779
SUMF2		2680474	25870	6.58E-05	-2.84579859
CARD11		4670279	84433	4.72E-05	-2.847357643
FGF1		6560358	2246	3.33E-06	-2.847504159
CORO1C		670025	23603	4.77E-06	-2.847600793
WDR1		4860239	9948	9.00E-08	-2.849350931
GABARAPL2		20091	11345	7.72E-07	-2.851481509
C14ORF132		730358	56967	0.003701102	-2.853576345
LOC647346		4860066	647346	2.69E-06	-2.853876692
NPTN		430307	27020	0.000328375	-2.854325742
	Hs.407903	5720768	0	0.001378578	-2.855833556
ROBO1		3710156	6091	1.94E-11	-2.857999512
KIAA1622		2340402	57718	0.001529747	-2.85822476
AUTS2		1470762	26053	0.001730882	-2.863788618
PTPRF		3060398	5792	7.74E-08	-2.864406561
PDIA3P		780603	0	0.000149474	-2.867219422
CD99		4290097	4267	0.00292678	-2.8681597
AS3MT		4280390	57412	5.55E-07	-2.868542662
SRPX2		940474	27286	0.000258293	-2.871444192
ZFAND6		4810674	54469	6.78E-06	-2.878766216
PHLDB2		610301	90102	0.000108887	-2.883515126
NAP5		5130349	344148	2.45E-06	-2.890020837
TPM4		5910524	7171	0.000136057	-2.890659378
SLC22A17		4010367	51310	0.000260668	-2.892185243
TLL1		1070343	7092	3.40E-08	-2.896939144
UQCRH		2710240	7388	0.00447782	-2.897921759
LOC648399		6280521	648399	8.89E-08	-2.906250042
EHD2		5080523	30846	3.22E-08	-2.906805148
IL6ST		3830048	3572	2.07E-06	-2.907090048
WDFY1		3400612	57590	2.93E-05	-2.907354129
LAMB2		7650189	3913	1.03E-05	-2.908169728
	Hs.573717	6370743	0	4.66E-05	-2.910136991
PIK3C3		6560121	5289	3.17E-09	-2.91130272
MINPP1		6370639	9562	9.25E-07	-2.912154751
APH1B		7160224	83464	0.001151987	-2.912780294
SRP14P1		1300072	0	2.31E-06	-2.91435686
BACE1		2650414	23621	1.08E-07	-2.914464115
LOC644743		20044	644743	0.005260042	-2.916199137
APEG1		6620484	10290	2.34E-07	-2.918291758
TNIK		3800376	23043	0.000804884	-2.923182019
PGAM1		2680706	5223	0.000624631	-2.924251174
DAAM1		4490010	23002	7.97E-05	-2.927720963
ANXA2P3		2810411	0	0.000122054	-2.928312507
MGC24103		5050600	0	4.32E-06	-2.928886983
YWHAG		1770433	7532	3.01E-05	-2.929509181
MT1A		6200402	4489	0.008318721	-2.93010773
CNIH3		4220753	149111	0.002483341	-2.930851638
RNASE4		6590041	6038	0.001478541	-2.933758871
CUGBP2		5390575	10659	0.001196432	-2.93561044
TXNL1		940386	9352	1.66E-05	-2.939413756
DCUN1D4		4120754	23142	7.33E-09	-2.939835589
LOC647954		4850343	647954	0.002764761	-2.940394093
EXT2		6620682	2132	6.38E-07	-2.941718529
MYO1D		1400474	4642	0.003557745	-2.942773673
ARMCX3		2320647	51566	0.000935688	-2.942947742
TIMP1		7650433	7076	5.75E-05	-2.943600612
ITGB5		2650114	3693	0.004738437	-2.945016318
	Hs.49265	5090504	0	0.001554979	-2.945704963
C10ORF54		6620292	64115	0.0029691	-2.948705985
SPATS2		2030441	65244	0.000228943	-2.952068343
LOC654121		1230554	654121	4.05E-10	-2.955953997
FAM98A		2100161	25940	7.44E-06	-2.96168621
ZC3H12A		2490017	80149	2.30E-05	-2.962974639
MGST1		3180731	4257	0.005201993	-2.975912747
