UNIQID	NAME	Gene.index	Gene.symbol	Col2	Fold	T-stat	Pvalue
27553	GeneID_953____ENTPD1	953	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	-0.578283779	-4.395744757	4.17E-05
27164	GeneID_2130___EWSR1	2130	EWSR1	Ewing sarcoma breakpoint region 1	-1.11188	-4.498860432	4.21E-05
30066	GeneID_80194__TMEM134	80194	TMEM134	Transmembrane protein 134	0.519262162	4.383997473	4.21E-05
34767	GeneID_2130___EWSR1	2130	EWSR1	Ewing sarcoma breakpoint region 1	-0.521100338	-4.38312305	4.22E-05
23976	GeneID_7763___ZFAND5	7763	ZFAND5	Zinc finger, AN1-type domain 5	-0.46471122	-4.373455591	4.30E-05
16506	GeneID_2790___GNG10	2790	GNG10	Guanine nucleotide binding protein (G protein), gamma 10	-0.659907323	-4.378982133	4.36E-05
33517	GeneID_84236__RHBDD1	84236	RHBDD1	Rhomboid domain containing 1	0.991717105	4.574337273	4.36E-05
27595	GeneID_4173___MCM4	4173	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	-0.769679637	-4.403730173	4.37E-05
31459	GeneID_2313___FLI1	2313	FLI1	Friend leukemia virus integration 1	-0.529980912	-4.370753286	4.41E-05
20245	GeneID_60_____ACTB	60	ACTB	Actin, beta	-0.573508108	-4.364843484	4.44E-05
34837	GeneID_160365_DCAL1	160365	DCAL1	Dendritic cell-associated lectin-1	0.843981923	4.530614939	4.46E-05
32691	GeneID_728339_LOC728339	728339	LOC728339	Hypothetical protein LOC728339	0.687939812	4.401669175	4.49E-05
34880	GeneID_5216___PFN1	5216	PFN1	Profilin 1	-0.557532351	-4.359309007	4.52E-05
24940	GeneID_80328__ULBP2	80328	ULBP2	UL16 binding protein 2	-0.511824734	-4.352456758	4.64E-05
24734	GeneID_3251___HPRT1	3251	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	-0.681787121	-4.356407313	4.64E-05
24750	GeneID_3569___IL6	3569	IL6	Interleukin 6 (interferon, beta 2)	-1.457307356	-4.409457738	4.65E-05
24581	GeneID_55207__ARL8B	55207	ARL8B	ADP-ribosylation factor-like 8B	-0.491593694	-4.351252891	4.66E-05
15964	GeneID_7296___TXNRD1	7296	TXNRD1	Thioredoxin reductase 1	-0.441135051	-4.351883824	4.72E-05
24226	AI287889	1000024226			0.620737379	4.439251659	4.73E-05
34045	GeneID_53335__BCL11A	53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	0.784677193	4.512285437	4.74E-05
26720	GeneID_5296___PIK3R2	5296	PIK3R2	Phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	-0.502486486	-4.346351954	4.74E-05
33543	GeneID_221264_C6orf199	221264	C6orf199	Chromosome 6 open reading frame 199	0.57249875	4.656535183	4.77E-05
17345	GeneID_2250___FGF5	2250	FGF5	Fibroblast growth factor 5	0.44798684	4.353097346	4.77E-05
32627	GeneID_5450___POU2AF1	5450	POU2AF1	POU domain, class 2, associating factor 1	-1.01815303	-4.346793518	4.81E-05
24533	AA811511	1000024533			0.665879828	4.47383807	4.86E-05
30525	GeneID_7468___WHSC1	7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1	-0.54858125	-4.347668518	4.87E-05
26646	GeneID_84919__PPP1R15B	84919	PPP1R15B	Protein phosphatase 1, regulatory (inhibitor) subunit 15B	-0.429657985	-4.337266218	4.89E-05
25122	GeneID_2783___GNB2	2783	GNB2	Guanine nucleotide binding protein (G protein), beta polypeptide 2	-0.461157576	-4.335970216	4.92E-05
31265	GeneID_1859___DYRK1A	1859	DYRK1A	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	0.968283	4.511088051	4.93E-05
27544	GeneID_25801__GCA	25801	GCA	Grancalcin, EF-hand calcium binding protein	-0.535462817	-4.333688684	4.96E-05
32588	AA490906	1000032588			0.466067813	4.333069508	4.97E-05
32661	GeneID_135____ADORA2A	135	ADORA2A	Adenosine A2a receptor	-0.708528788	-4.337402755	4.97E-05
29612	GeneID_5168___ENPP2	5168	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	-0.6685638	-4.332118025	4.98E-05
29594	GeneID_801____CALM1	801	CALM1	Calmodulin 1 (phosphorylase kinase, delta)	-0.422187619	-4.447857485	4.98E-05
17234	GeneID_10437__IFI30	10437	IFI30	Interferon, gamma-inducible protein 30	-0.59610516	-4.329962806	5.02E-05
24902	GeneID_55872__PBK	55872	PBK	PDZ binding kinase	-0.750946791	-4.341216359	5.06E-05
30094	GeneID_51719__CAB39	51719	CAB39	Calcium binding protein 39	-0.851096151	-4.327470584	5.07E-05
30337	GeneID_51760__SYT17	51760	SYT17	Synaptotagmin XVII	1.80762	5.131188037	5.09E-05
16663	GeneID_292____SLC25A5	292	SLC25A5	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	-0.74361466	-4.324609502	5.12E-05
24362	GeneID_1058___CENPA	1058	CENPA	Centromere protein A	-0.649895758	-4.331844781	5.15E-05
24297	AA714212	1000024297			-0.548091414	-4.32716717	5.15E-05
34575	GeneID_90768__MGC45800	90768	MGC45800	Hypothetical protein LOC90768	1.013511765	4.629260599	5.17E-05
30817	GeneID_60468__BACH2	60468	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	-0.581710655	-4.348439621	5.20E-05
26602	GeneID_5810___RAD1	5810	RAD1	RAD1 homolog (S. pombe)	-0.518749653	-4.328858522	5.20E-05
27439	GeneID_3491___CYR61	3491	CYR61	Cysteine-rich, angiogenic inducer, 61	-0.419637247	-4.318985986	5.30E-05
17144	GeneID_7405___UVRAG	7405	UVRAG	UV radiation resistance associated gene	-0.45872197	-4.317851836	5.32E-05
24363	GeneID_55024__BANK1	55024	BANK1	B-cell scaffold protein with ankyrin repeats 1	-0.890979765	-4.522560489	5.34E-05
17010	GeneID_3320___HSP90AA1	3320	HSP90AA1	Heat shock protein 90kDa alpha (cytosolic), class A member 1	-0.613910859	-4.316326649	5.35E-05
25081	UGID_601972	601972		Transcribed locus	0.697167222	4.328706628	5.38E-05
17077	GeneID_998____CDC42	998	CDC42	Cell division cycle 42 (GTP binding protein, 25kDa)	-0.337717527	-4.304835894	5.49E-05
24986	GeneID_817____CAMK2D	817	CAMK2D	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	0.684380659	4.305225991	5.57E-05
17011	GeneID_3320___HSP90AA1	3320	HSP90AA1	Heat shock protein 90kDa alpha (cytosolic), class A member 1	-0.591482965	-4.300552003	5.58E-05
28690	GeneID_8841___HDAC3	8841	HDAC3	Histone deacetylase 3	-0.411382228	-4.296694605	5.65E-05
24538	AA767629	1000024538			-0.454510068	-4.322570012	5.69E-05
26505	GeneID_6319___SCD	6319	SCD	Stearoyl-CoA desaturase (delta-9-desaturase)	-0.395448075	-4.294065839	5.70E-05
33768	GeneID_5516___PPP2CB	5516	PPP2CB	Protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	-0.483672891	-4.293345547	5.72E-05
31507	GeneID_91300__C19orf22	91300	C19orf22	Chromosome 19 open reading frame 22	-0.608490172	-4.292158317	5.74E-05
24413	GeneID_7295___TXN	7295	TXN	Thioredoxin	-0.754773956	-4.290705976	5.77E-05
34695	GeneID_11332__ACOT7	11332	ACOT7	Acyl-CoA thioesterase 7	-0.414565356	-4.289339874	5.80E-05
34383	AI476323	1000034383			0.903303661	4.494288297	5.84E-05
33663	GeneID_3500___IGHG1	3500	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	0.839676068	4.469143557	5.84E-05
26523	GeneID_3398___ID2	3398	ID2	Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	-0.826914906	-4.2852306	5.89E-05
16463	GeneID_7341___SUMO1	7341	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-0.43109697	-4.280490162	5.99E-05
24771	GeneID_1786___DNMT1	1786	DNMT1	DNA (cytosine-5-)-methyltransferase 1	-0.425281313	-4.282143413	6.04E-05
17258	GeneID_1019___CDK4	1019	CDK4	Cyclin-dependent kinase 4	-0.498375921	-4.277607793	6.05E-05
17707	GeneID_26577__PCOLCE2	26577	PCOLCE2	Procollagen C-endopeptidase enhancer 2	-0.389748157	-4.277111854	6.06E-05
27147	GeneID_5783___PTPN13	5783	PTPN13	Protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	0.742452586	4.320164072	6.06E-05
16521	GeneID_3588___IL10RB	3588	IL10RB	Interleukin 10 receptor, beta	-0.472593501	-4.357590317	6.07E-05
26556	GeneID_55179__FAIM	55179	FAIM	Fas apoptotic inhibitory molecule	-0.626909464	-4.289360818	6.07E-05
24840	GeneID_2806___GOT2	2806	GOT2	Glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	-0.866565152	-4.278998218	6.11E-05
30475	GeneID_135____ADORA2A	135	ADORA2A	Adenosine A2a receptor	-0.624417361	-4.280085051	6.18E-05
26725	GeneID_1879___EBF1	1879	EBF1	Early B-cell factor 1	-0.721880672	-4.267972847	6.26E-05
26531	GeneID_54918__CMTM6	54918	CMTM6	CKLF-like MARVEL transmembrane domain containing 6	-0.56276724	-4.267957683	6.26E-05
32283	AA283971	1000032283			1.033802059	4.544703733	6.29E-05
34081	GeneID_84329__HVCN1	84329	HVCN1	Hydrogen voltage-gated channel 1	0.839317	4.480075271	6.36E-05
28361	GeneID_3611___ILK	3611	ILK	Integrin-linked kinase	-0.414794431	-4.262387848	6.38E-05
24435	GeneID_4067___LYN	4067	LYN	V-yes-1 Yamaguchi sarcoma viral related oncogene homolog	-0.703109343	-4.265148224	6.41E-05
27543	GeneID_159____ADSS	159	ADSS	Adenylosuccinate synthase	-0.495441558	-4.267742046	6.45E-05
16878	GeneID_5885___RAD21	5885	RAD21	RAD21 homolog (S. pombe)	-0.513304177	-4.256918946	6.51E-05
28536	GeneID_953____ENTPD1	953	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	-0.750451515	-4.259584759	6.54E-05
30112	GeneID_6732___SRPK1	6732	SRPK1	SFRS protein kinase 1	-0.765875522	-4.276887901	6.56E-05
27823	GeneID_5446___PON3	5446	PON3	Paraoxonase 3	0.862251337	4.498684601	6.56E-05
24302	GeneID_10320__IKZF1	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	-0.537843407	-4.253556933	6.58E-05
30727	GeneID_3359___HTR3A	3359	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A	-1.940288134	-4.307560124	6.59E-05
34164	GeneID_80325__ABTB1	80325	ABTB1	Ankyrin repeat and BTB (POZ) domain containing 1	0.697715278	4.260721325	6.61E-05
24721	GeneID_5111___PCNA	5111	PCNA	Proliferating cell nuclear antigen	-0.718558067	-4.250191691	6.66E-05
31961	UGID_585281	585281		CDNA FLJ46319 fis, clone TESTI4042420	0.909134526	4.426466661	6.69E-05
24870	GeneID_9131___AIFM1	9131	AIFM1	Programmed cell death 8 (apoptosis-inducing factor)	-0.53854798	-4.250275126	6.76E-05
33983	GeneID_57577__KIAA1407	57577	KIAA1407	KIAA1407	0.804090222	4.433165476	6.79E-05
28635	GeneID_8453___CUL2	8453	CUL2	Cullin 2	-0.314976577	-4.244099007	6.81E-05
34849	GeneID_7763___ZFAND5	7763	ZFAND5	Zinc finger, AN1-type domain 5	-0.490845833	-4.252124478	6.81E-05
16599	GeneID_7531___YWHAE	7531	YWHAE	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	-0.567085586	-4.240031956	6.90E-05
24505	GeneID_9750___C6orf32	9750	C6orf32	Chromosome 6 open reading frame 32	-0.853264286	-4.31213993	6.91E-05
28842	GeneID_1719___DHFR	1719	DHFR	Dihydrofolate reductase	-0.796698034	-4.238166461	6.95E-05
31607	GeneID_4649___MYO9A	4649	MYO9A	Myosin IXA	0.960589899	4.463506306	6.98E-05
16915	GeneID_3151___HMGN2	3151	HMGN2	High-mobility group nucleosomal binding domain 2	-0.474780672	-4.23667977	6.99E-05
33877	AA736785	1000033877			0.965025684	4.412085831	7.00E-05
17771	GeneID_23507__LRRC8B	23507	LRRC8B	Leucine rich repeat containing 8 family, member B	0.547051799	4.256512478	7.04E-05
34666	GeneID_4358___MPV17	4358	MPV17	MpV17 mitochondrial inner membrane protein	-0.381073137	-4.234520726	7.04E-05
32921	GeneID_23590__PDSS1	23590	PDSS1	Prenyl (decaprenyl) diphosphate synthase, subunit 1	0.912058333	4.490226313	7.05E-05
33691	UGID_634035	634035		Transcribed locus	0.855391154	4.387670216	7.06E-05
32696	UGID_600902	600902		Transcribed locus	0.355559291	4.234210713	7.15E-05
33648	UGID_157659	157659		Transcribed locus	0.838007692	4.786071262	7.15E-05
34371	AA761697	1000034371			0.76497728	4.233943166	7.16E-05
30886	GeneID_10499__NCOA2	10499	NCOA2	Nuclear receptor coactivator 2	-0.503958125	-4.242073564	7.17E-05
27448	GeneID_5226___PGD	5226	PGD	Phosphogluconate dehydrogenase	-0.479553645	-4.22873759	7.18E-05
27476	GeneID_56259__CTNNBL1	56259	CTNNBL1	Catenin, beta like 1	-0.470413514	-4.225092903	7.28E-05
31939	GeneID_55840__EAF2	55840	EAF2	ELL associated factor 2	0.857354386	4.409930883	7.31E-05
25037	AA827246	1000025037			0.895643915	4.35757932	7.31E-05
29251	GeneID_5352___PLOD2	5352	PLOD2	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	-0.614421518	-4.235066531	7.34E-05
30949	GeneID_65003__MRPL11	65003	MRPL11	Mitochondrial ribosomal protein L11	-0.392749222	-4.222320657	7.35E-05
34194	GeneID_1236___CCR7	1236	CCR7	Chemokine (C-C motif) receptor 7	0.709620136	4.269195078	7.36E-05
24693	GeneID_2739___GLO1	2739	GLO1	Glyoxalase I	-0.520788124	-4.22159166	7.37E-05
30485	GeneID_7535___ZAP70	7535	ZAP70	Zeta-chain (TCR) associated protein kinase 70kDa	0.968916162	4.225507282	7.37E-05
32397	GeneID_8899___PRPF4B	8899	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	0.884531765	4.419326315	7.37E-05
26494	GeneID_2026___ENO2	2026	ENO2	Enolase 2 (gamma, neuronal)	-0.634226863	-4.218650581	7.44E-05
24392	GeneID_397____ARHGDIB	397	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	-0.572519984	-4.217335343	7.48E-05
23950	GeneID_7431___VIM	7431	VIM	Vimentin	-0.645383374	-4.215772783	7.52E-05
33806	GeneID_9491___PSMF1	9491	PSMF1	Proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	-0.301147297	-4.219459418	7.53E-05
27868	GeneID_6938___TCF12	6938	TCF12	Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	-0.67389278	-4.255503528	7.57E-05
31672	GeneID_8763___CD164	8763	CD164	CD164 molecule, sialomucin	-0.830265356	-4.213661682	7.57E-05
27647	GeneID_54431__DNAJC10	54431	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	-0.561660033	-4.207384519	7.74E-05
29116	GeneID_5998___RGS3	5998	RGS3	Regulator of G-protein signalling 3	-0.653928378	-4.210274549	7.77E-05
32685	GeneID_133418_EMB	133418	EMB	Embigin homolog (mouse)	0.810162463	4.232193709	7.78E-05
32023	GeneID_931____MS4A1	931	MS4A1	Membrane-spanning 4-domains, subfamily A, member 1	-0.840766503	-4.202962327	7.86E-05
28872	GeneID_332____BIRC5	332	BIRC5	Baculoviral IAP repeat-containing 5 (survivin)	-0.549766639	-4.203732819	7.95E-05
28360	GeneID_25801__GCA	25801	GCA	Grancalcin, EF-hand calcium binding protein	-0.611718919	-4.203220443	7.97E-05
27704	GeneID_1879___EBF1	1879	EBF1	Early B-cell factor 1	-0.617272243	-4.215994203	7.97E-05
31036	GeneID_7385___UQCRC2	7385	UQCRC2	Ubiquinol-cytochrome c reductase core protein II	-0.744637311	-4.220381007	7.97E-05
27050	GeneID_7341___SUMO1	7341	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-0.484544554	-4.198762724	7.98E-05
26636	GeneID_7520___XRCC5	7520	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	-0.34727371	-4.198028629	8.00E-05
29640	GeneID_7167___TPI1	7167	TPI1	Triosephosphate isomerase 1	-0.542924071	-4.201939556	8.00E-05
24419	GeneID_3669___ISG20	3669	ISG20	Interferon stimulated exonuclease gene 20kDa	-0.810421048	-4.197491973	8.02E-05
31638	GeneID_23353__UNC84A	23353	UNC84A	Unc-84 homolog A (C. elegans)	-0.675555119	-4.19731657	8.02E-05
34361	GeneID_5579___PRKCB1	5579	PRKCB1	Protein kinase C, beta 1	1.154508036	4.461810173	8.05E-05
28581	GeneID_5111___PCNA	5111	PCNA	Proliferating cell nuclear antigen	-0.717881818	-4.195978788	8.06E-05
17633	GeneID_3956___LGALS1	3956	LGALS1	Lectin, galactoside-binding, soluble, 1 (galectin 1)	-0.575356926	-4.198074992	8.11E-05
16862	GeneID_9221___NOLC1	9221	NOLC1	Nucleolar and coiled-body phosphoprotein 1	-0.530086486	-4.197342662	8.13E-05
30879	GeneID_1657___DMXL1	1657	DMXL1	Dmx-like 1	-0.482939646	-4.197120648	8.14E-05
24448	GeneID_7158___TP53BP1	7158	TP53BP1	Tumor protein p53 binding protein, 1	-0.359610238	-4.190929159	8.20E-05
27691	GeneID_5893___RAD52	5893	RAD52	RAD52 homolog (S. cerevisiae)	0.407221353	4.267026332	8.22E-05
16318	GeneID_10010__TANK	10010	TANK	TRAF family member-associated NFKB activator	-0.485303767	-4.189746644	8.24E-05
28453	GeneID_5516___PPP2CB	5516	PPP2CB	Protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	-0.404211149	-4.192855264	8.26E-05
28445	GeneID_1847___DUSP5	1847	DUSP5	Dual specificity phosphatase 5	-1.02549125	-4.221551829	8.35E-05
24389	GeneID_6134___RPL10	6134	RPL10	Ribosomal protein L10	-0.685930794	-4.185410102	8.36E-05
27602	GeneID_204____AK2	204	AK2	Adenylate kinase 2	-0.626625635	-4.183957352	8.40E-05
15894	GeneID_11030__RBPMS	11030	RBPMS	RNA binding protein with multiple splicing	-0.384375338	-4.187218804	8.43E-05
34436	GeneID_10320__IKZF1	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	-0.399089844	-4.181703753	8.47E-05
17796	GeneID_2006___ELN	2006	ELN	Elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	-0.290391667	-4.183772414	8.65E-05
17497	GeneID_1070___CETN3	1070	CETN3	Centrin, EF-hand protein, 3 (CDC31 homolog, yeast)	-0.440110051	-4.177917921	8.70E-05
24550	GeneID_2717___GLA	2717	GLA	Galactosidase, alpha	-0.573302621	-4.172836681	8.74E-05
16711	GeneID_4085___MAD2L1	4085	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	-0.599049351	-4.180679337	8.74E-05
28394	GeneID_8239___USP9X	8239	USP9X	Ubiquitin specific peptidase 9, X-linked	-0.600304545	-4.174937305	8.79E-05
16531	GeneID_52_____ACP1	52	ACP1	Acid phosphatase 1, soluble	-0.496008333	-4.173308561	8.84E-05
33618	AA864617	1000033618			0.951955556	4.57112064	8.95E-05
24639	GeneID_22936__ELL2	22936	ELL2	Elongation factor, RNA polymerase II, 2	-1.02649	-4.211479499	8.95E-05
28158	GeneID_11124__FAF1	11124	FAF1	Fas (TNFRSF6) associated factor 1	-0.474881409	-4.165527995	8.96E-05
16473	GeneID_10972__TMED10	10972	TMED10	Transmembrane emp24-like trafficking protein 10 (yeast)	-0.431863333	-4.209591121	9.01E-05
32897	GeneID_10048__RANBP9	10048	RANBP9	RAN binding protein 9	0.924953882	4.351462385	9.09E-05
17726	GeneID_29978__UBQLN2	29978	UBQLN2	Ubiquilin 2	-0.392462408	-4.160134356	9.13E-05
17615	GeneID_328____APEX1	328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	-0.493937879	-4.162605371	9.18E-05
15980	GeneID_467____ATF3	467	ATF3	Activating transcription factor 3	-0.4914319	-4.16828343	9.26E-05
31954	GeneID_90462__ZNF605	90462	ZNF605	Zinc finger protein 605	0.665369697	4.301461445	9.29E-05
19225	GeneID_114614_BIC	114614	BIC	BIC transcript	-0.959684848	-4.154617668	9.31E-05
32721	AA642462	1000032721			1.011872222	4.428021606	9.35E-05
26377	H46749	1000026377			0.718388453	4.319111455	9.37E-05
31794	GeneID_208____AKT2	208	AKT2	V-akt murine thymoma viral oncogene homolog 2	-0.672213051	-4.167677986	9.42E-05
32458	GeneID_55604__LRRC16	55604	LRRC16	Leucine rich repeat containing 16	1.041438	4.328562185	9.42E-05
16621	GeneID_95_____ACY1	95	ACY1	Aminoacylase 1	-0.397463554	-4.149095521	9.49E-05
31619	GeneID_1859___DYRK1A	1859	DYRK1A	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	-0.366677546	-4.198078975	9.54E-05
32084	GeneID_64430__C14orf135	64430	C14orf135	Chromosome 14 open reading frame 135	0.835264286	4.43715525	9.58E-05
31563	GeneID_1200___TPP1	1200	TPP1	Tripeptidyl peptidase I	-0.585513333	-4.156460451	9.64E-05
24777	GeneID_939____CD27	939	CD27	CD27 molecule	0.900109596	4.147644208	9.67E-05
16016	GeneID_2335___FN1	2335	FN1	Fibronectin 1	-1.248835758	-4.172294168	9.71E-05
34632	GeneID_3632___INPP5A	3632	INPP5A	Inositol polyphosphate-5-phosphatase, 40kDa	0.996823846	4.471187136	9.71E-05
16158	GeneID_2313___FLI1	2313	FLI1	Friend leukemia virus integration 1	-0.650974858	-4.161991914	9.75E-05
28650	GeneID_8404___SPARCL1	8404	SPARCL1	SPARC-like 1 (mast9, hevin)	-0.513780625	-4.152524758	9.78E-05
24754	GeneID_1326___MAP3K8	1326	MAP3K8	Mitogen-activated protein kinase kinase kinase 8	-0.719865972	-4.147538932	9.81E-05
28179	GeneID_23471__TRAM1	23471	TRAM1	Translocation associated membrane protein 1	-0.497812121	-4.143812352	9.93E-05
29639	GeneID_152137_CCDC50	152137	CCDC50	Coiled-coil domain containing 50	0.875831944	4.143235478	9.95E-05
34905	GeneID_5162___PDHB	5162	PDHB	Pyruvate dehydrogenase (lipoamide) beta	-0.494034398	-4.134937728	9.97E-05
33019	AA764839	1000033019			1.285748478	4.309171503	0.000100025
30069	GeneID_4591___TRIM37	4591	TRIM37	Tripartite motif-containing 37	1.184531429	4.435699732	0.000101548
16176	GeneID_2313___FLI1	2313	FLI1	Friend leukemia virus integration 1	-0.604952004	-4.154136863	0.000101698
31681	GeneID_3419___IDH3A	3419	IDH3A	Isocitrate dehydrogenase 3 (NAD+) alpha	-0.422144426	-4.132520902	0.000101891
22122	GeneID_3662___IRF4	3662	IRF4	Interferon regulatory factor 4	-0.912233446	-4.131061542	0.000102407
27966	GeneID_79184__BRCC3	79184	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	-0.471312414	-4.150823366	0.000102856
26094	GeneID_5771___PTPN2	5771	PTPN2	Protein tyrosine phosphatase, non-receptor type 2	-0.584984521	-4.125921567	0.000102879
33774	GeneID_93487__C14orf32	93487	C14orf32	Chromosome 14 open reading frame 32	-0.574738936	-4.128679478	0.000103256
30411	GeneID_10181__RBM5	10181	RBM5	RNA binding motif protein 5	0.565205903	4.131420194	0.000103682
16601	GeneID_4097___MAFG	4097	MAFG	V-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	-0.356195168	-4.122331102	0.000104169
23836	GeneID_5452___POU2F2	5452	POU2F2	POU domain, class 2, transcription factor 2	-0.632902778	-4.122811388	0.000105374
29428	GeneID_51280__GOLPH2	51280	GOLPH2	Golgi phosphoprotein 2	-0.778045455	-4.120857156	0.000106089
34653	GeneID_6137___RPL13	6137	RPL13	Ribosomal protein L13	-0.380851106	-4.114255078	0.000107128
32563	GeneID_10181__RBM5	10181	RBM5	RNA binding motif protein 5	0.516725894	4.121139142	0.000107426
26472	GeneID_3725___JUN	3725	JUN	Jun oncogene	-0.764791667	-4.118699446	0.000108333
29831	UGID_635442	635442		CDNA clone IMAGE:5286005	0.779684	4.182823906	0.000108631
17498	GeneID_8505___PARG	8505	PARG	Poly (ADP-ribose) glycohydrolase	-0.440999672	-4.109037468	0.000109083
29247	GeneID_54205__CYCS	54205	CYCS	Cytochrome c, somatic	-0.476633989	-4.107030383	0.000109844
31580	AA504484	1000031580			0.943796036	4.166746188	0.000110073
24231	GeneID_821____CANX	821	CANX	Calnexin	-0.4096905	-4.106038133	0.000110222
17343	GeneID_332____BIRC5	332	BIRC5	Baculoviral IAP repeat-containing 5 (survivin)	-0.509719984	-4.105108465	0.000110577
26461	GeneID_57326__PBXIP1	57326	PBXIP1	Pre-B-cell leukemia transcription factor interacting protein 1	0.633389451	4.110899642	0.000111284
16742	GeneID_7514___XPO1	7514	XPO1	Exportin 1 (CRM1 homolog, yeast)	-0.396886077	-4.101426486	0.000111996
31894	GeneID_4678___NASP	4678	NASP	Nuclear autoantigenic sperm protein (histone-binding)	0.584877431	4.107146374	0.000112732
27942	GeneID_602____BCL3	602	BCL3	B-cell CLL/lymphoma 3	-0.600534732	-4.109923463	0.000113203
30372	GeneID_9690___UBE3C	9690	UBE3C	Ubiquitin protein ligase E3C	-0.508060276	-4.113865125	0.000113273
27827	GeneID_5922___RASA2	5922	RASA2	RAS p21 protein activator 2	0.908214372	4.246185821	0.000114073
31245	GeneID_55004__C11orf59	55004	C11orf59	Chromosome 11 open reading frame 59	-0.492509828	-4.095458457	0.000114332
33632	GeneID_58508__MLL3	58508	MLL3	Myeloid/lymphoid or mixed-lineage leukemia 3	1.103146667	4.638488662	0.000114603
28640	GeneID_1033___CDKN3	1033	CDKN3	Cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	-0.510571465	-4.097127631	0.000115151
28544	GeneID_467____ATF3	467	ATF3	Activating transcription factor 3	-0.853259524	-4.183660878	0.000115676
28952	GeneID_10010__TANK	10010	TANK	TRAF family member-associated NFKB activator	-0.6124125	-4.090408827	0.000119412
26698	GeneID_728____C5AR1	728	C5AR1	Complement component 5a receptor 1	-1.122491951	-4.101740388	0.000119782
26619	GeneID_28518__TRDV1	28518	TRDV1	T cell receptor delta variable 1	1.002190625	4.145442837	0.000120456
27009	GeneID_7670___ZNF117	7670	ZNF117	Zinc finger protein 117	0.523649459	4.090866592	0.000120848
34836	AI240336	1000034836			-0.529752941	-4.08974217	0.000121314
27279	GeneID_7039___TGFA	7039	TGFA	Transforming growth factor, alpha	0.795899567	4.11576634	0.000121543
28738	GeneID_64344__HIF3A	64344	HIF3A	Hypoxia inducible factor 3, alpha subunit	-0.426973485	-4.08120807	0.000121643
26050	GeneID_1021___CDK6	1021	CDK6	Cyclin-dependent kinase 6	-0.872033333	-4.080109332	0.000122104
16480	GeneID_4830___NME1	4830	NME1	Non-metastatic cells 1, protein (NM23A) expressed in	-0.490836616	-4.078298911	0.000122867
28696	GeneID_8444___DYRK3	8444	DYRK3	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	-0.543345946	-4.081144176	0.000123271
29219	GeneID_9646___CTR9	9646	CTR9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	-0.405952416	-4.07033794	0.000124692
17782	GeneID_5590___PRKCZ	5590	PRKCZ	Protein kinase C, zeta	0.74778201	4.071937209	0.000125585
34101	GeneID_694____BTG1	694	BTG1	B-cell translocation gene 1, anti-proliferative	0.59301679	4.066407076	0.000126393
27383	GeneID_5862___RAB2	5862	RAB2	RAB2, member RAS oncogene family	-0.324386571	-4.068603359	0.000127033
