PROBE	Gene Symbol	GENE  - NAME	Expected score (dExp)	Observed score(d)	Numerator(r)	Denominator (s+s0)	Fold change	q-value (%)
40103_at	VIL2	VIL2 - villin 2 (ezrin)	0.17927742	-1.0076921	-1.1179675	1.1094337	0.4539554	0.05870156
967_g_at	RAD54L	RAD54L - RAD54-like (S. cerevisiae)	-0.44448885	-1.0070575	-1.0389682	1.031687	0.49146944	0.05870156
38843_at	HMG2L1	HMG2L1 - high-mobility group protein 2-like 1	-0.0842915	-1.0055588	-1.1420588	1.1357454	0.44527847	0.058438323
38953_at	TRAIP	TRAIP - TRAF interacting protein	0.19814593	-1.0035851	-1.2418599	1.2374237	0.48737255	0.05837288
40134_at	ATP5J2	ATP5J2 - ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	-0.18929102	-1.001869	-1.042017	1.0400732	0.49151322	0.057790447
1495_at	LTBP1	LTBP1 - latent transforming growth factor beta binding protein 1	0.30355132	-1.0003164	-1.1146877	1.1143352	0.49583113	0.057790447
37736_at	PCMT1	PCMT1 - protein-L-isoaspartate (D-aspartate) O-methyltransferase	-0.25104642	-1.0002912	-1.3162119	1.3158287	0.516381	0.057790447
36990_at	UCHL1	UCHL1 - ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	-0.21003039	-1.0002258	-1.026206	1.0259744	0.49723548	0.057790447
34448_s_at	CASP2	CASP2 - caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2)	-0.06608725	-0.9997915	-1.2157562	1.2160097	0.45597014	0.057790447
32770_at	SEC24D	SEC24D - SEC24 related gene family, member D (S. cerevisiae)	-0.15410344	-0.99953246	-1.3457513	1.3463808	0.45304912	0.057790447
342_at	ENPP1	ENPP1 - ectonucleotide pyrophosphatase/phosphodiesterase 1	0.057869237	-0.999478	-1.1471334	1.1477325	0.47705474	0.057790447
1310_at	PSMB2	PSMB2 - proteasome (prosome, macropain) subunit, beta type, 2	-0.67225116	-0.99907273	-1.1419153	1.1429752	0.4956229	0.057790447
1055_g_at	RFC4	RFC4 - replication factor C (activator 1) 4, 37kDa	-0.10193367	-0.9989091	-1.0960687	1.0972657	0.5005715	0.057790447
40563_at	NUP50	NUP50 - Nucleoporin 50kDa	-0.058118593	-0.9982526	-1.229129	1.2312806	0.5052824	0.057471868
41342_at	RANBP1	RANBP1 - RAN binding protein 1	-0.10698345	-0.9982473	-1.0870128	1.0889213	0.48600712	0.057471868
38395_at	NDUFS1	NDUFS1 - NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	-0.13045694	-0.99769205	-1.0874724	1.0899881	0.48383138	0.057471868
738_at	NT5C2	NT5C2 - 5-nucleotidase, cytosolic II	0.5299768	-0.9965153	-1.1106999	1.114584	0.4531846	0.057471868
37528_at	ASPH	ASPH - aspartate beta-hydroxylase	0.30676335	-0.9961361	-1.1993989	1.2040511	0.43311977	0.05740857
41201_at	DNM1L	DNM1L - dynamin 1-like	0.13066724	-0.99406785	-1.0772054	1.0836337	0.4788414	0.05629264
1077_at	RAG1	RAG1 - recombination activating gene 1	-0.097370714	-0.99373233	-1.3072687	1.315514	0.3049136	0.05629264
966_at	RAD54L	RAD54L - RAD54-like (S. cerevisiae)	0.24038073	-0.99326104	-1.1250969	1.1327304	0.48898044	0.05629264
1158_s_at	CALM3	CALM3 - calmodulin 3 (phosphorylase kinase, delta)	-0.17585142	-0.99316955	-1.1668249	1.1748497	0.44053745	0.05629264
35829_at	IGSF4	IGSF4 - Immunoglobulin superfamily, member 4	-0.250559	-0.9930365	-1.1128411	1.1206447	0.47412518	0.05629264
36690_at	NR3C1	NR3C1 - nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	-0.20541416	-0.99136007	-1.3196084	1.3311092	0.49906537	0.055691224
33121_g_at	RGS10	RGS10 - regulator of G-protein signalling 10	-0.6129894	-0.9902211	-1.0773423	1.0879816	0.48943505	0.055691224
1011_s_at	YWHAE	YWHAE - tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	-0.013255662	-0.99018484	-1.1650836	1.1766325	0.494385	0.055691224
34865_at	NDUFS6	NDUFS6 - NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	-0.22864717	-0.98999006	-1.010361	1.0205768	0.50234556	0.055691224
41530_at	ACAA2	ACAA2 - acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	0.060518917	-0.9898397	-1.1834145	1.1955618	0.5066528	0.055691224
41672_at	FBXL14	FBXL14 - F-box and leucine-rich repeat protein 14	0.16643533	-0.98925143	-1.4182622	1.4336722	0.5609256	0.055513296
39078_at	SEPHS2	SEPHS2 - selenophosphate synthetase 2	0.022379553	-0.9875388	-1.4134835	1.4313195	0.55925614	0.055513296
1515_at	---	--- - ---	-0.7108352	-0.9874291	-1.2950902	1.3115779	0.5306322	0.055513296
35297_at	NDUFAB1	NDUFAB1 - NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa	0.14282683	-0.9858808	-1.1867712	1.2037674	0.49990478	0.110438526
39425_at	TXNRD1	TXNRD1 - thioredoxin reductase 1	-0.24375115	-0.9851969	-1.1655154	1.1830279	0.50124377	0.109510474
39785_at	CEP57	CEP57 - centrosomal protein 57kDa	-0.2322597	-0.9850269	-1.0596958	1.075804	0.48915812	0.109510474
39791_at	ATP2A2	ATP2A2 - ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	-0.15066095	-0.9839485	-1.1294641	1.1478895	0.47793737	0.109510474
37453_at	CLPX	CLPX - ClpX caseinolytic peptidase X homolog (E. coli)	-0.029995136	-0.9839202	-1.1729927	1.1921624	0.4720774	0.109510474
35459_at	RGS13	RGS13 - regulator of G-protein signalling 13	-0.017823232	-0.98368686	-1.1728026	1.1922519	0.51279247	0.109510474
32159_at	KRAS	KRAS - v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	0.0847918	-0.9836817	-1.0821521	1.100104	0.49609753	0.109510474
37034_at	ANP32A	ANP32A - Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	0.09184838	-0.9825015	-1.340943	1.3648254	0.5399461	0.109510474
36287_at	PIK3CG	PIK3CG - phosphoinositide-3-kinase, catalytic, gamma polypeptide	0.12384576	-0.9808665	-1.0293711	1.0494509	0.49758622	0.10848488
41452_at	ZFP95	ZFP95 - zinc finger protein 95 homolog (mouse)	-0.52486694	-0.9807606	-1.243981	1.268384	0.5077793	0.10848488
149_at	DDX39	DDX39 - DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	0.09726742	-0.9803311	-0.97902566	0.9986684	0.50843424	0.10848488
35071_s_at	GMDS	GMDS - GDP-mannose 4,6-dehydratase	-0.091958776	-0.9802436	-1.0392035	1.0601482	0.48123902	0.10848488
35322_at	KEAP1	KEAP1 - kelch-like ECH-associated protein 1	0.3262745	-0.97996765	-1.4675932	1.4975935	0.59098834	0.10848488
35933_f_at	PMS2L3	PMS2L3 - postmeiotic segregation increased 2-like 3	-0.011541503	-0.9791439	-1.041192	1.0633698	0.48237002	0.10770038
39064_at	MTHFS	MTHFS - 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	0.043562844	-0.9779454	-1.234936	1.2627863	0.52378947	0.10770038
34386_at	MBD4	MBD4 - methyl-CpG binding domain protein 4	0.46332237	-0.97778076	-1.0954144	1.1203067	0.5092992	0.10770038
36813_at	TRIP13	TRIP13 - thyroid hormone receptor interactor 13	-0.121039145	-0.9773085	-1.0107971	1.0342662	0.5100648	0.107036926
409_at	YWHAQ	YWHAQ - tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	-0.15934072	-0.97652334	-1.0338153	1.0586693	0.5013098	0.107036926
40532_at	BIRC5	BIRC5 - baculoviral IAP repeat-containing 5 (survivin)	0.20488977	-0.9762112	-1.0749433	1.1011381	0.49680436	0.107036926
39009_at	LSM3	LSM3 - LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	-0.066755764	-0.9731346	-1.1065606	1.1371095	0.49237788	0.10627316
41183_at	CSTF3	CSTF3 - cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa	-0.25840735	-0.9721193	-1.1848952	1.2188784	0.49257576	0.10627316
32229_at	EIF4E2	EIF4E2 - eukaryotic translation initiation factor 4E member 2	-0.29581735	-0.9717384	-1.066869	1.0978974	0.5056138	0.10584159
35940_at	POU4F1	POU4F1 - POU domain, class 4, transcription factor 1	-0.38927367	-0.97149026	-1.0537885	1.0847135	0.47158295	0.10584159
38803_at	NCALD	NCALD - neurocalcin delta	-0.019260468	-0.9711606	-1.0844939	1.1166989	0.5040625	0.10584159
32785_at	EIF3S10	EIF3S10 - eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa	0.10402653	-0.9697699	-1.2934242	1.3337435	0.41030768	0.10584159
35215_at	HDCMA18P	HDCMA18P - HDCMA18P protein	-0.10616762	-0.968911	-1.155146	1.1922107	0.48757625	0.10552021
36769_at	RBBP5	RBBP5 - retinoblastoma binding protein 5	0.22036658	-0.9680629	-1.3884084	1.434213	0.50242776	0.10552021
1053_at	RFC2	RFC2 - replication factor C (activator 1) 2, 40kDa	0.012291759	-0.9677746	-1.0979857	1.134547	0.4929992	0.10552021
39232_at	LIMS1	LIMS1 - LIM and senescent cell antigen-like domains 1	-0.12496647	-0.96722627	-1.1586981	1.1979597	0.48351938	0.10488327
40421_at	PIN1	PIN1 - protein (peptidylprolyl cis/trans isomerase) NIMA-interacting 1	-0.33007717	-0.9665941	-1.0861628	1.1237011	0.49353102	0.10488327
40467_at	SDHD	SDHD - succinate dehydrogenase complex, subunit D, integral membrane protein	-0.37226486	-0.9661214	-1.2987725	1.344316	0.5434545	0.10488327
36457_at	GMPS	GMPS - guanine monphosphate synthetase	0.17340527	-0.96598005	-1.0606837	1.0980389	0.5088897	0.10488327
36620_at	SOD1	SOD1 - superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	-0.108718805	-0.9651395	-1.098522	1.1382002	0.4910965	0.10488327
37705_at	PPP1R8	PPP1R8 - protein phosphatase 1, regulatory (inhibitor) subunit 8	0.530484	-0.96452093	-1.6836252	1.7455559	0.7029073	0.10425397
1054_at	RFC4	RFC4 - replication factor C (activator 1) 4, 37kDa	0.41196012	-0.96233237	-1.1700698	1.2158687	0.48857218	0.10322175
33346_r_at	TUBG1	TUBG1 - tubulin, gamma 1	0.031376977	-0.96175593	-1.0605526	1.1027253	0.5147996	0.10322175
33018_at	HIST1H3I	HIST1H3I - histone 1, H3i	0.012620554	-0.9610163	-1.1830871	1.2310791	0.50492424	0.10322175
155_s_at	SUMO1	SUMO1 - SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-0.3793661	-0.96087474	-1.0665249	1.109952	0.48831484	0.10322175
38080_at	COX8A	COX8A - cytochrome c oxidase subunit 8A (ubiquitous)	0.079225026	-0.96009946	-1.1260167	1.1728126	0.4318466	0.10271327
40722_at	C14orf143	C14orf143 - chromosome 14 open reading frame 143	-0.3312979	-0.95944095	-1.1893895	1.2396693	0.46305454	0.10271327
37659_at	IMMT	IMMT - inner membrane protein, mitochondrial (mitofilin)	-0.0360943	-0.95877856	-1.2201657	1.2726252	0.5276817	0.10271327
40124_at	LOC651933	LOC651933 - similar to RuvB-like protein 1	-0.2672723	-0.95869666	-1.0045054	1.0477823	0.50150347	0.10271327
33859_at	SAP18	SAP18 - Sin3A-associated protein, 18kDa	-0.608698	-0.9576001	-1.3412461	1.4006327	0.539606	0.10151312
36651_at	ACP2	ACP2 - acid phosphatase 2, lysosomal	-0.27220413	-0.95612425	-1.0682619	1.1172835	0.5020328	0.10151312
32668_at	SSBP2	SSBP2 - single-stranded DNA binding protein 2	0.43683624	-0.9560127	-0.9500388	0.99375117	0.5223608	0.10151312
41221_at	PGAM1	PGAM1 - phosphoglycerate mutase 1 (brain) /// phosphoglycerate mutase family member 4 /// similar to Phosphoglycerate mutase 1 (Phosphoglycerate mutase isozyme B) (PGAM-B) (BPG-dependent PGAM 1) /// similar to Probable phosphoglycerate mutase 4 /// similar to Phosphoglycerate mutase 1 (Phosphoglycerate mutase isozyme B) (PGAM-B) (BPG-dependent PGAM 1)	-0.17907758	-0.95588106	-1.0395687	1.0875503	0.5010546	0.10151312
34746_at	PAQR4	PAQR4 - progestin and adipoQ receptor family member IV	-0.19582286	-0.95587415	-1.0681131	1.1174202	0.4704881	0.10151312
38654_at	HNRPU	HNRPU - heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	0.026869452	-0.9553077	-1.385838	1.4506719	0.5305646	0.1005342
34372_at	HUWE1	HUWE1 - HECT, UBA and WWE domain containing 1	-0.4289865	-0.95473844	-1.1818795	1.2379092	0.53503567	0.1005342
37440_at	SLC30A4	SLC30A4 - solute carrier family 30 (zinc transporter), member 4	-0.13138738	-0.9545272	-1.0862501	1.137998	0.50586	0.1005342
35715_at	C11orf51	C11orf51 - chromosome 11 open reading frame 51	0.14119743	-0.9544289	-1.1079073	1.1608065	0.49561268	0.1005342
35335_at	ROCK2	ROCK2 - Rho-associated, coiled-coil containing protein kinase 2	0.46118033	-0.9539612	-1.0513391	1.1020775	0.4813148	0.1005342
238_at	RPS6KB1	RPS6KB1 - ribosomal protein S6 kinase, 70kDa, polypeptide 1	-0.10010484	-0.95381176	-1.2870451	1.3493701	0.45129266	0.1005342
36107_at	ATP5J	ATP5J - ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	-0.19794166	-0.95340556	-0.9728373	1.0203815	0.5160645	0.1005342
37789_at	TADA2L	TADA2L - transcriptional adaptor 2 (ADA2 homolog, yeast)-like	-0.07085724	-0.9527986	-1.3531494	1.4201841	0.5627148	0.1005342
39731_at	RBMX	RBMX - RNA binding motif protein, X-linked	-0.043236226	-0.9518992	-0.9930954	1.043278	0.5020827	0.099860124
37643_at	FAS	FAS - Fas (TNF receptor superfamily, member 6)	-0.19227198	-0.9518974	-1.1889074	1.248987	0.5268716	0.099860124
38196_at	HISPPD2A	HISPPD2A - Histidine acid phosphatase domain containing 2A /// hypothetical protein LOC649951	0.08961865	-0.9518449	-1.215127	1.2766019	0.5125476	0.099860124
1081_at	ODC1	ODC1 - ornithine decarboxylase 1	-0.07446991	-0.9510727	-1.0156472	1.0678965	0.49502146	0.099860124
41058_g_at	THEM2	THEM2 - thioesterase superfamily member 2	-0.24488854	-0.95054364	-1.1742828	1.2353802	0.5160238	0.099860124
32167_at	PMPCB	PMPCB - peptidase (mitochondrial processing) beta	-0.14255384	-0.9504438	-1.1256173	1.184307	0.4534935	0.099860124
38657_s_at	CLTA	CLTA - clathrin, light polypeptide (Lca)	-0.11636718	-0.9497814	-1.1261774	1.1857227	0.4997196	0.14850992
1609_g_at	---	--- - ---	0.043708958	-0.9485059	-1.1161002	1.176693	0.4769884	0.14850992
34854_at	CIAPIN1	CIAPIN1 - cytokine induced apoptosis inhibitor 1	0.2223359	-0.9484275	-1.1171896	1.1779389	0.5096998	0.14850992
741_g_at	HTR3A	HTR3A - 5-hydroxytryptamine (serotonin) receptor 3A	0.031663865	-0.94821393	-0.9580424	1.0103652	0.51900476	0.14850992
41376_i_at	UGT2B7	UGT2B7 - UDP glucuronosyltransferase 2 family, polypeptide B7	-0.031897854	-0.94798857	-1.1668926	1.2309142	0.49085888	0.14850992
31794_at	NT5C2	NT5C2 - 5-nucleotidase, cytosolic II	-0.15560862	-0.9478118	-1.022923	1.079247	0.49884355	0.14850992
40073_at	KIAA0391	KIAA0391 - KIAA0391	-0.41721538	-0.94758767	-1.1113781	1.1728499	0.47381082	0.14850992
35751_at	SDHB	SDHB - succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	-0.07110128	-0.9470352	-1.0779912	1.13828	0.5101668	0.14850992
39004_at	MRPS11	MRPS11 - mitochondrial ribosomal protein S11	-0.3710137	-0.9440022	-1.0357347	1.0971739	0.5095397	0.14739016
32593_at	RAFTLIN	RAFTLIN - raft-linking protein	-0.2765391	-0.9425951	-1.0441641	1.1077546	0.52320325	0.14656134
40731_at	CBX5	CBX5 - Chromobox homolog 5 (HP1 alpha homolog, Drosophila)	0.028513284	-0.9419033	-1.1046596	1.172795	0.5152834	0.14656134
40788_at	AK2	AK2 - adenylate kinase 2	-0.001883245	-0.94186604	-1.0282961	1.0917647	0.51329446	0.14656134
34717_s_at	FUSIP1	FUSIP1 - FUS interacting protein (serine/arginine-rich) 1 /// similar to FUS interacting protein (serine-arginine rich) 1 /// similar to FUS interacting protein (serine-arginine rich) 1	-0.359346	-0.9416628	-1.0463779	1.1112024	0.49862662	0.14656134
351_f_at	SFRS3	SFRS3 - splicing factor, arginine/serine-rich 3	-0.45260406	-0.9413429	-1.0057974	1.0684708	0.48607063	0.14656134
38941_s_at	SPBC25	SPBC25 - Spindle pole body component 25 homolog (S. cerevisiae)	0.4937339	-0.9391518	-1.1135983	1.185749	0.5207654	0.14479718
38480_s_at	UBE2I	UBE2I - ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	0.23185667	-0.9389415	-1.0809712	1.1512659	0.52039164	0.14479718
38556_at	PMS2	PMS2 - PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	-0.6493131	-0.9377174	-1.2094331	1.2897629	0.5184732	0.14479718
1309_at	PSMB3	PSMB3 - proteasome (prosome, macropain) subunit, beta type, 3	-0.27458435	-0.9367813	-1.0193442	1.0881346	0.48953876	0.14373249
31831_at	SMTN	SMTN - smoothelin	-0.16562788	-0.9357588	-1.1633546	1.2432206	0.502073	0.14373249
33317_at	CDK7	CDK7 - cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)	-0.22886987	-0.93557626	-1.0827639	1.157323	0.50532883	0.14373249
38296_at	TRFP	TRFP - Trf (TATA binding protein-related factor)-proximal homolog (Drosophila)	-0.057548985	-0.9352749	-1.3453609	1.4384657	0.5627267	0.14373249
34768_at	TXNDC	TXNDC - thioredoxin domain containing	0.1106554	-0.9343562	-1.3298259	1.4232537	0.57958424	0.14255328
1819_at	---	--- - ---	-0.36861235	-0.9342506	-1.0583806	1.1328659	0.5268673	0.14255328
40652_at	PASK	PASK - PAS domain containing serine/threonine kinase	0.27199885	-0.9329724	-1.049095	1.1244652	0.52213633	0.14255328
37542_at	LHFPL2	LHFPL2 - lipoma HMGIC fusion partner-like 2	0.011602792	-0.93280333	-0.8898608	0.953964	0.5389046	0.14255328
39956_at	KIF3A	KIF3A - kinesin family member 3A	-0.19641404	-0.9310705	-1.0560833	1.1342678	0.48285177	0.14242345
954_s_at	---	--- - ---	-0.0420189	-0.9306783	-0.99702984	1.0712937	0.5089018	0.14152123
1453_at	SMAD2	SMAD2 - SMAD, mothers against DPP homolog 2 (Drosophila)	-0.3115274	-0.93051684	-1.1364491	1.2213095	0.4525574	0.14152123
37221_at	PRKAR2B	PRKAR2B - protein kinase, cAMP-dependent, regulatory, type II, beta	0.08146357	-0.92895925	-0.9984991	1.0748578	0.5192622	0.14152123
38815_at	ARPC1A	ARPC1A - actin related protein 2/3 complex, subunit 1A, 41kDa	-0.05249315	-0.92885524	-1.0688337	1.1507	0.5046014	0.14152123
39747_at	POLR2G	POLR2G - polymerase (RNA) II (DNA directed) polypeptide G	-0.3438169	-0.92884827	-0.9871107	1.0627254	0.51869357	0.14152123
38275_at	IMP4	IMP4 - IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	-0.21989697	-0.9288205	-0.97393465	1.0485715	0.5155644	0.14152123
2042_s_at	MYB	MYB - v-myb myeloblastosis viral oncogene homolog (avian)	-0.7136951	-0.9263937	-1.0651306	1.1497602	0.52658135	0.14063035
40589_at	SNTB2	SNTB2 - syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)	-0.36581102	-0.92549634	-1.0972193	1.1855469	0.52653813	0.14063035
35291_at	BAG2	BAG2 - BCL2-associated athanogene 2	0.05419726	-0.925433	-1.2648845	1.3668029	0.56272686	0.14063035
31526_f_at	USP6	USP6 - ubiquitin specific peptidase 6 (Tre-2 oncogene)	0.34380743	-0.92508906	-1.1297816	1.2212679	0.39848882	0.14063035
37929_at	IGSF4	IGSF4 - immunoglobulin superfamily, member 4	0.22029154	-0.92407775	-1.0272956	1.1116983	0.4964754	0.14000085
40456_at	SLC39A8	SLC39A8 - solute carrier family 39 (zinc transporter), member 8	-0.2886134	-0.9237918	-1.1002716	1.1910385	0.545165	0.14000085
AFFX-BioB-5_at	---	--- - ---	0.17360392	-0.92319524	-1.6811961	1.8210623	0.06613165	0.14000085
40676_at	ITGB3BP	ITGB3BP - integrin beta 3 binding protein (beta3-endonexin)	0.1244012	-0.92303014	-0.9856554	1.0678475	0.5198262	0.14000085
37683_at	USP10	USP10 - Ubiquitin specific peptidase 10	-0.028485803	-0.92208356	-1.4185662	1.5384357	0.6070421	0.14000085
32046_at	PRKCD	PRKCD - protein kinase C, delta	0.3074525	-0.9214574	-1.0493124	1.1387529	0.51013666	0.1845203
35305_at	XPNPEP1	XPNPEP1 - X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	0.5107563	-0.92096263	-1.0303311	1.1187545	0.4999145	0.1845203
33760_at	PEX14	PEX14 - peroxisomal biogenesis factor 14	-0.23753805	-0.92034405	-1.3335385	1.4489565	0.58055323	0.1845203
41003_at	PFDN4	PFDN4 - prefoldin subunit 4	0.2018712	-0.91991985	-1.1968844	1.3010746	0.4838847	0.1845203
1660_at	UBE2N	UBE2N - ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	-0.06843552	-0.9182345	-1.2081281	1.3157076	0.5362315	0.18338428
41057_at	THEM2	THEM2 - thioesterase superfamily member 2	-0.16099468	-0.91735375	-1.1555862	1.2596953	0.53442806	0.18338428
1044_s_at	E2F5	E2F5 - E2F transcription factor 5, p130-binding	0.1749797	-0.9173463	-1.0161586	1.1077154	0.5351879	0.18338428
31865_at	DBF4	DBF4 - DBF4 homolog (S. cerevisiae)	0.22975127	-0.91723573	-0.927033	1.0106813	0.528341	0.18338428
39351_at	CD59	CD59 - CD59 molecule, complement regulatory protein	0.18758652	-0.9172179	-1.1731331	1.2790124	0.5459363	0.18338428
1192_at	PSMD12	PSMD12 - proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	-0.17007703	-0.91602314	-1.2447459	1.3588586	0.5728941	0.18115373
37321_at	TTC1	TTC1 - tetratricopeptide repeat domain 1	0.31128398	-0.91582423	-1.3488163	1.4727894	0.61631787	0.18115373
282_at	MPHOSPH1	MPHOSPH1 - M-phase phosphoprotein 1	0.38057247	-0.91559345	-1.0713055	1.1700668	0.51981884	0.18115373
34811_at	ATP5G3	ATP5G3 - ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	-0.327704	-0.9155028	-0.94594514	1.0332521	0.52288383	0.18115373
41317_at	RAP2A	RAP2A - RAP2A, member of RAS oncogene family	-0.23939574	-0.9154686	-1.013914	1.1075356	0.5176143	0.18115373
40638_at	SFPQ	SFPQ - splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	-0.37969455	-0.9141678	-0.9734937	1.064896	0.5275674	0.17913052
40752_at	C19orf36	C19orf36 - chromosome 19 open reading frame 36	-0.06317812	-0.9139652	-1.0337609	1.1310725	0.52200097	0.17913052
1641_s_at	DDB1	DDB1 - damage-specific DNA binding protein 1, 127kDa	0.19104256	-0.9135511	-1.3119519	1.4361013	0.5679602	0.17913052
37944_at	GCH1	GCH1 - GTP cyclohydrolase 1 (dopa-responsive dystonia)	-0.039624557	-0.91313404	-1.0458382	1.1453283	0.4966188	0.17913052
31898_at	EDEM1	EDEM1 - ER degradation enhancer, mannosidase alpha-like 1	9.12E-04	-0.9131089	-0.9278612	1.0161562	0.5254314	0.17913052
508_at	SUPT4H1	SUPT4H1 - suppressor of Ty 4 homolog 1 (S. cerevisiae)	-0.109030336	-0.9129183	-1.0593605	1.160411	0.4665155	0.17913052
35389_s_at	ABCA6	ABCA6 - ATP-binding cassette, sub-family A (ABC1), member 6	0.07148701	-0.9124709	-1.0250205	1.123346	0.53774816	0.17913052
811_at	UFD1L	UFD1L - ubiquitin fusion degradation 1 like (yeast)	0.18041034	-0.91239536	-0.92598164	1.0148908	0.525543	0.17913052
34825_at	TTRAP	TTRAP - TRAF and TNF receptor associated protein	0.38502663	-0.91181076	-1.3379229	1.4673252	0.6217928	0.17913052
151_s_at	TUBB	TUBB - tubulin, beta	-0.32024604	-0.9112228	-1.1126938	1.2210996	0.5028043	0.17851707
38074_at	AP3S1	AP3S1 - adaptor-related protein complex 3, sigma 1 subunit	-0.12651731	-0.9108108	-0.9634162	1.0577567	0.51651925	0.17851707
40488_at	DMD	DMD - dystrophin (muscular dystrophy, Duchenne and Becker types)	0.08274148	-0.910312	-0.95866245	1.0531142	0.5336543	0.17851707
32387_at	LYPLA3	LYPLA3 - lysophospholipase 3 (lysosomal phospholipase A2)	0.08304771	-0.9099231	-1.0529382	1.1571728	0.46878126	0.17851707
39162_at	GTF2H5	GTF2H5 - general transcription factor IIH, polypeptide 5	0.20245548	-0.90890235	-1.0899549	1.1991991	0.5181166	0.17685151
38071_at	HNRPF	HNRPF - heterogeneous nuclear ribonucleoprotein F	0.21866035	-0.9082906	-1.4402134	1.5856307	0.6515749	0.17685151
37263_at	GGH	GGH - gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	-0.15244019	-0.9081513	-0.97132754	1.0695658	0.52629304	0.17685151
39746_at	POLR2B	POLR2B - polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	-0.0511452	-0.9081248	-1.30164	1.4333272	0.56080353	0.17685151
41821_at	CDC2L5	CDC2L5 - cell division cycle 2-like 5 (cholinesterase-related cell division controller)	-0.017167035	-0.90686786	-1.0229845	1.1280414	0.50608367	0.17685151
35319_at	CTCF	CTCF - CCCTC-binding factor (zinc finger protein)	0.06213943	-0.9067478	-1.2958975	1.4291707	0.55964607	0.17685151
36196_at	PFKM	PFKM - phosphofructokinase, muscle	-0.07578272	-0.9058034	-0.96949595	1.0703161	0.52735066	0.17610468
36491_at	TMSL8	TMSL8 - thymosin-like 8	0.1772474	-0.9052851	-0.9801426	1.0826894	0.49195862	0.17610468
36060_at	SRP54	SRP54 - signal recognition particle 54kDa	-0.04221211	-0.90339875	-1.1943477	1.3220605	0.5355692	0.21774012
38834_at	TOPBP1	TOPBP1 - topoisomerase (DNA) II binding protein 1	0.11495503	-0.90318286	-0.96441567	1.0677967	0.51282245	0.21774012
40105_at	MUT	MUT - methylmalonyl Coenzyme A mutase	-0.041076418	-0.90309775	-1.0820993	1.1982085	0.5297192	0.21774012
1360_at	XRCC4	XRCC4 - X-ray repair complementing defective repair in Chinese hamster cells 4	-0.28253424	-0.9028042	-1.179715	1.306723	0.47367477	0.21774012
1440_s_at	FAS	FAS - Fas (TNF receptor superfamily, member 6)	-0.01366529	-0.90275216	-1.0614347	1.1757765	0.52361506	0.21774012
1447_at	PSMB1	PSMB1 - proteasome (prosome, macropain) subunit, beta type, 1	0.14535636	-0.90269464	-1.0140738	1.1233853	0.5048508	0.21774012
2021_s_at	CCNE1	CCNE1 - cyclin E1	0.12132244	-0.9022441	-1.1471546	1.2714459	0.51771474	0.21774012
37663_at	DDX1	DDX1 - DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	0.107156046	-0.9020319	-1.198641	1.3288232	0.565679	0.21774012
37644_s_at	FAS	FAS - Fas (TNF receptor superfamily, member 6)	0.18195067	-0.9019744	-1.1520401	1.2772427	0.5465449	0.21774012
