Gene Symbol	Name	Perou et al, Nature 2000	Sorlie et al, PNAS 2003	Perreard et al, Breast Cancer Research 2006	Hu et al, BMC Genomics 2006	Gene Used in PCR and Gene Set Minimization
NPDC1	Neural proliferation, differentiation and control, 1	0	0	0	1	0
NPEPPS	Aminopeptidase puromycin sensitive	0	1	1	1	0
NPNT	Nephronectin	1	1	1	0	0
NPY	Neuropeptide Y	0	0	0	1	0
NPY1R	Neuropeptide Y receptor Y1	0	1	1	0	0
NQO1	NAD(P)H dehydrogenase, quinone 1	1	1	1	0	0
NRAS	Neuroblastoma RAS viral (v-ras) oncogene homolog	0	0	0	1	0
NRBF2	Nuclear receptor binding factor 2	0	1	1	0	0
NRG1	Neuregulin 1	1	1	1	0	0
NRIP1	Nuclear receptor interacting protein 1	0	0	0	1	0
NT5DC2	5-nucleotidase domain containing 2	0	1	1	0	0
NTF3	Neurotrophin 3	0	0	0	1	0
NTN4	Netrin 4	0	0	0	1	1
NUCB2	Nucleobindin 2	0	0	0	1	0
NUDCD1	NudC domain containing 1	0	0	0	1	0
NUDT15	Nudix (nucleoside diphosphate linked moiety X)-type motif 15	0	1	1	0	0
NUDT5	Nudix (nucleoside diphosphate linked moiety X)-type motif 5	0	0	0	1	0
NUDT6	Nudix (nucleoside diphosphate linked moiety X)-type motif 6	0	0	0	1	0
NUF2	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)	0	0	0	1	0
NUMA1	Nuclear mitotic apparatus protein 1	0	1	1	0	0
NYSAR48	Sarcoma antigen NY-SAR-48	0	0	0	1	0
OCIAD2	OCIA domain containing 2	0	0	0	1	0
OCLN	Occludin	1	0	0	0	0
ODF2	Outer dense fiber of sperm tails 2	0	1	1	0	0
OFD1	Oral-facial-digital syndrome 1	0	0	0	1	0
OGFRL1	Opioid growth factor receptor-like 1	0	0	0	1	1
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	0	0	0	1	0
OLFM1	Olfactomedin 1	1	0	0	0	0
OMD	Osteomodulin	0	0	1	0	0
OPLAH	5-oxoprolinase (ATP-hydrolysing)	0	0	0	1	0
OPRS1	Opioid receptor, sigma 1	0	1	1	0	0
ORC6L	Origin recognition complex, subunit 6 like (yeast)	0	0	0	0	1
ORMDL3	ORM1-like 3 (S. cerevisiae)	0	0	0	1	0
OS9	Amplified in osteosarcoma	0	1	1	0	0
OSBPL3	Oxysterol binding protein-like 3	0	0	0	1	0
OSR2	Odd-skipped related 2 (Drosophila)	0	0	0	1	0
OSTF1	Osteoclast stimulating factor 1	0	0	0	1	0
OXCT1	3-oxoacid CoA transferase 1	1	0	0	0	0
P2RY10	Purinergic receptor P2Y, G-protein coupled, 10	0	0	0	1	0
P2RY2	Purinergic receptor P2Y, G-protein coupled, 2	0	0	0	1	0
PADI2	Peptidyl arginine deiminase, type II	0	0	0	1	0
PAM	Peptidylglycine alpha-amidating monooxygenase	0	1	1	0	0
PAPD5	PAP associated domain containing 5	0	0	0	1	0
PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	0	1	1	1	0
PAQR4	Progestin and adipoQ receptor family member IV	0	0	0	1	0
PARD6A	Par-6 partitioning defective 6 homolog alpha (C. elegans)	0	0	0	1	0
PARP1	Poly (ADP-ribose) polymerase family, member 1	0	0	0	1	0
PARP9	Poly (ADP-ribose) polymerase family, member 9	0	0	0	1	0
PAXIP1	PAX interacting (with transcription-activation domain) protein 1	0	0	0	1	0
PBK	PDZ binding kinase	0	0	0	1	0
PBX1	Pre-B-cell leukemia homeobox 1	1	1	1	0	0
PBX3	Pre-B-cell leukemia homeobox 3	0	0	0	1	0
PCDHA6	Protocadherin alpha 6	1	0	0	0	0
PCDHB11	Protocadherin beta 11	0	0	0	1	0
PCDHB16	Protocadherin beta 16	0	0	0	1	0
PCDHB2	Protocadherin beta 2	0	0	0	1	0
PCM1	Pericentriolar material 1	0	0	0	1	0
PCNA	Proliferating cell nuclear antigen	0	0	0	1	1
PCSK1	Proprotein convertase subtilisin/kexin type 1	0	1	1	0	0
PDCD1	Programmed cell death 1	0	0	0	1	0
PDCD10	Programmed cell death 10	0	0	0	1	0
PDCD4	Programmed cell death 4 (neoplastic transformation inhibitor)	0	1	0	1	0
PDCD5	Programmed cell death 5	0	0	0	1	0
PDE4B	Phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)	1	0	0	0	0
PDGFRA	Platelet-derived growth factor receptor, alpha polypeptide	0	1	1	0	0
PDHA1	Pyruvate dehydrogenase (lipoamide) alpha 1	0	0	0	1	0
PDIA4	Protein disulfide isomerase family A, member 4	0	0	0	1	0
PDK3	Pyruvate dehydrogenase kinase, isozyme 3	0	1	1	0	0
PDK4	Pyruvate dehydrogenase kinase, isozyme 4	1	0	0	0	0
PDSS1	Prenyl (decaprenyl) diphosphate synthase, subunit 1	0	0	0	1	0
PDXDC1	Pyridoxal-dependent decarboxylase domain containing 1	0	0	0	1	0
PDXK	Pyridoxal (pyridoxine, vitamin B6) kinase	0	0	0	1	0
PEA15	Phosphoprotein enriched in astrocytes 15	0	1	1	0	0
PEBP1	Phosphatidylethanolamine binding protein 1	0	1	0	0	0
PECI	Peroxisomal D3,D2-enoyl-CoA isomerase	0	0	1	1	0
PEG10	Paternally expressed 10	0	0	0	1	0
PEG3	Paternally expressed 3	1	1	1	0	0
PEMT	Phosphatidylethanolamine N-methyltransferase	0	1	0	0	0
PER2	Period homolog 2 (Drosophila)	0	0	0	1	0
PERP	PERP, TP53 apoptosis effector	0	0	0	1	0
PERQ1	PERQ amino acid rich, with GYF domain 1	1	0	0	0	0
PEX1	Peroxisome biogenesis factor 1	0	0	0	1	0
PFAAP5	Phosphonoformate immuno-associated protein 5	0	0	0	1	0
PFDN2	Prefoldin subunit 2	0	0	0	1	0
PFDN5	Prefoldin subunit 5	0	0	0	1	0
PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1	0	0	0	0
PGM1	Phosphoglucomutase 1	0	0	0	1	0
PGR	Progesterone receptor	0	0	0	0	1
PH4	Hypoxia-inducible factor prolyl 4-hydroxylase	0	0	0	0	1
PHB2	Prohibitin 2	0	0	0	1	0
PHCA	Phytoceramidase, alkaline	0	1	1	0	0
PHF15	PHD finger protein 15	0	1	1	0	0
PHGDH	Phosphoglycerate dehydrogenase	0	0	0	1	1
PHYH	Phytanoyl-CoA 2-hydroxylase	0	0	0	1	0
PIB5PA	Phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A	0	0	0	1	0
PIGT	Phosphatidylinositol glycan anchor biosynthesis, class T	0	0	0	1	0
PIK3R1	Phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	1	1	1	0	0
PIK3R3	Phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)	1	0	0	0	0
PIM2	Pim-2 oncogene	0	0	0	1	0
PIP	Prolactin-induced protein	0	0	0	0	1
PIP5K1A	Phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	0	1	1	0	0
PIR	Pirin (iron-binding nuclear protein)	0	1	1	0	0
PISD	Phosphatidylserine decarboxylase	0	0	0	1	0
PITPNA	Phosphatidylinositol transfer protein, alpha	0	1	1	0	0
PITPNC1	Phosphatidylinositol transfer protein, cytoplasmic 1	0	0	0	1	0
PKIB	Protein kinase (cAMP-dependent, catalytic) inhibitor beta	1	0	0	1	0
PLAC8	Placenta-specific 8	0	0	0	1	0
PLAT	Plasminogen activator, tissue	1	1	1	0	0
PLCB1	Phospholipase C, beta 1 (phosphoinositide-specific)	0	0	0	1	0
PLCXD1	Phosphatidylinositol-specific phospholipase C, X domain containing 1	0	0	0	1	0
PLEK2	Pleckstrin 2	0	0	0	1	0
PLEKHC1	Pleckstrin homology domain containing, family C (with FERM domain) member 1	1	0	0	0	0
PLEKHH3	Pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	0	0	0	1	0
PLK2	Polo-like kinase 2 (Drosophila)	1	1	1	0	0
PLOD1	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	0	1	1	1	0
PLOD2	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	0	1	1	0	0
PLSCR1	Phospholipid scramblase 1	0	1	1	0	0
PLXNB1	Plexin B1	0	1	1	0	0
PLXND1	Plexin D1	0	0	1	0	0
PNKD	Paroxysmal nonkinesiogenic dyskinesia	1	1	1	0	0
PNLIPRP2	Pancreatic lipase-related protein 2	0	0	0	1	0
PNMA3	Paraneoplastic antigen MA3	0	0	0	1	0
PNPLA3	Patatin-like phospholipase domain containing 3	0	0	0	1	0
PNPLA4	Patatin-like phospholipase domain containing 4	0	1	0	0	0
POLB	Polymerase (DNA directed), beta	0	0	0	1	0
POLR2F	Polymerase (RNA) II (DNA directed) polypeptide F	0	1	0	1	0
POLR2H	Polymerase (RNA) II (DNA directed) polypeptide H	0	0	0	1	0
POLR3E	Polymerase (RNA) III (DNA directed) polypeptide E (80kD)	0	1	1	0	0
POMC	Proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	0	0	0	1	0
PON3	Paraoxonase 3	1	1	1	0	0
POP4	Processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)	0	0	0	1	0
POP7	Processing of precursor 7, ribonuclease P subunit (S. cerevisiae)	0	0	0	1	0
POSTN	Periostin, osteoblast specific factor	0	1	1	0	0
PPAP2B	Phosphatidic acid phosphatase type 2B	1	0	0	0	0
PPAPDC1B	Phosphatidic acid phosphatase type 2 domain containing 1B	1	0	0	0	0
PPARG	Peroxisome proliferator-activated receptor gamma	1	0	0	0	0
PPFIA1	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	1	0	0	1	0
PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	0	0	0	1	0
PPHLN1	Periphilin 1	0	0	0	1	0
PPIF	Peptidylprolyl isomerase F (cyclophilin F)	1	1	1	1	0
PPIL1	Peptidylprolyl isomerase (cyclophilin)-like 1	0	0	0	1	0
PPM1H	Protein phosphatase 1H (PP2C domain containing)	0	1	1	0	0
PPOX	Protoporphyrinogen oxidase	0	0	0	1	0
PPP1R15A	Protein phosphatase 1, regulatory (inhibitor) subunit 15A	0	1	1	0	0
PPP1R16A	Protein phosphatase 1, regulatory (inhibitor) subunit 16A	0	0	0	1	0
PPP1R3C	Protein phosphatase 1, regulatory (inhibitor) subunit 3C	0	0	0	1	0
PPP2CB	Protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	0	1	1	0	0
PPP2R2D	Protein phosphatase 2, regulatory subunit B, delta isoform	0	0	0	1	0
PPP2R5A	Protein phosphatase 2, regulatory subunit B, alpha isoform	0	0	0	1	0
PPP6C	Protein phosphatase 6, catalytic subunit	0	1	1	0	0
PRAME	Preferentially expressed antigen in melanoma	1	1	1	1	0
PRC1	Protein regulator of cytokinesis 1	0	0	0	1	1
PRDX1	Peroxiredoxin 1	1	0	0	0	0
PRDX4	Peroxiredoxin 4	0	1	1	0	0
PREP	Prolyl endopeptidase	0	1	1	0	0
PRKAB2	Protein kinase, AMP-activated, beta 2 non-catalytic subunit	1	0	0	0	0
PRKACB	Protein kinase, cAMP-dependent, catalytic, beta	1	1	1	1	0
PRKCB1	Protein kinase C, beta 1	0	0	0	1	0
PRKCI	Protein kinase C, iota	0	0	0	1	0
PRKRIR	Protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	0	0	0	1	0
PRKX	Protein kinase, X-linked	0	0	0	1	0
PRLR	Prolactin receptor	1	0	0	0	0
PRNP	Prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	0	0	0	1	0
PRNPIP	Prion protein interacting protein	1	1	1	0	0
PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	0	0	0	1	0
PRPSAP1	Phosphoribosyl pyrophosphate synthetase-associated protein 1	0	0	0	1	0
PRR13	Proline rich 13	0	0	0	1	0
PRSS12	Protease, serine, 12 (neurotrypsin, motopsin)	0	0	0	1	0
PRSS16	Protease, serine, 16 (thymus)	0	0	0	1	0
PRSS23	Protease, serine, 23	1	1	1	0	0
PRSS33	Protease, serine, 33	0	0	0	1	0
PSD3	Pleckstrin and Sec7 domain containing 3	0	0	0	1	0
PSMA3	Proteasome (prosome, macropain) subunit, alpha type, 3	0	0	0	1	0
PSMA7	Proteasome (prosome, macropain) subunit, alpha type, 7	0	0	0	1	0
PSMB1	Proteasome (prosome, macropain) subunit, beta type, 1	0	0	0	1	0
PSMB10	Proteasome (prosome, macropain) subunit, beta type, 10	0	1	1	0	0
PSMB4	Proteasome (prosome, macropain) subunit, beta type, 4	0	0	0	1	0
PSMC5	Proteasome (prosome, macropain) 26S subunit, ATPase, 5	0	0	0	1	0
PSMC6	Proteasome (prosome, macropain) 26S subunit, ATPase, 6	0	0	0	1	0
PSMD12	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	0	0	0	1	0
PSMD3	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	0	0	0	1	0
PSPH	Phosphoserine phosphatase	0	0	0	1	0
PSPHL	Phosphoserine phosphatase-like	1	1	1	0	0
PTEN	Phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	0	0	0	0	1
PTGER3	Prostaglandin E receptor 3 (subtype EP3)	0	0	0	1	0
PTHLH	Parathyroid hormone-like hormone	0	0	0	1	0
PTK6	PTK6 protein tyrosine kinase 6	0	0	0	1	0
PTK7	PTK7 protein tyrosine kinase 7	0	1	1	0	0
PTMS	Parathymosin	0	1	1	0	0
PTN	Pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)	1	0	0	0	0
PTPN4	Protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	0	0	0	1	0
PTPN7	Protein tyrosine phosphatase, non-receptor type 7	0	0	0	1	0
PTPRF	Protein tyrosine phosphatase, receptor type, F	1	0	0	1	0
PTPRK	Protein tyrosine phosphatase, receptor type, K	1	1	1	0	0
PTPRM	Protein tyrosine phosphatase, receptor type, M	1	1	1	0	0
PTPRN2	Protein tyrosine phosphatase, receptor type, N polypeptide 2	0	1	1	1	0
PTPRT	Protein tyrosine phosphatase, receptor type, T	0	0	1	1	0
PTRH2	Peptidyl-tRNA hydrolase 2	0	0	0	1	0
PTS	6-pyruvoyltetrahydropterin synthase	0	0	0	1	0
PTTG1	Pituitary tumor-transforming 1	0	0	0	1	1
PURB	Purine-rich element binding protein B	0	0	0	1	0
PVALB	Parvalbumin	1	0	0	0	0
PXDNL	Peroxidasin homolog (Drosophila)-like	0	0	0	1	0
PXMP2	Peroxisomal membrane protein 2, 22kDa	0	0	0	1	0
PXMP3	Peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	1	1	1	0	0
PYCARD	PYD and CARD domain containing	0	0	0	1	0
PYCR1	Pyrroline-5-carboxylate reductase 1	0	0	0	1	0
PYGM	Phosphorylase, glycogen; muscle (McArdle syndrome, glycogen storage disease type V)	1	0	0	0	0
QDPR	Quinoid dihydropteridine reductase	0	1	1	0	0
QPRT	Quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	0	0	0	1	0
QSOX1	Quiescin Q6 sulfhydryl oxidase 1	0	0	0	1	0
RAB11FIP1	RAB11 family interacting protein 1 (class I)	0	0	0	1	0
RAB11FIP4	RAB11 family interacting protein 4 (class II)	0	0	0	1	0
RAB11FIP5	RAB11 family interacting protein 5 (class I)	0	1	1	0	0
RAB13	RAB13, member RAS oncogene family	0	0	0	1	0
RAB14	RAB14, member RAS oncogene family	0	1	1	0	0
RAB27A	RAB27A, member RAS oncogene family	0	0	0	1	0
RAB2A	RAB2A, member RAS oncogene family	0	0	1	0	0
RAB30	RAB30, member RAS oncogene family	0	0	0	1	0
RAB31	RAB31, member RAS oncogene family	1	1	1	0	0
RAB34	RAB34, member RAS oncogene family	0	0	0	1	0
RAB35	RAB35, member RAS oncogene family	0	0	0	1	0
RAB39B	RAB39B, member RAS oncogene family	0	0	0	1	0
RAB3A	RAB3A, member RAS oncogene family	0	0	0	1	0
RAB3IP	RAB3A interacting protein (rabin3)	0	0	0	1	0
RAB6A	RAB6A, member RAS oncogene family	1	0	0	0	0
RAB9A	RAB9A, member RAS oncogene family	0	1	1	0	0
RABEP1	Rabaptin, RAB GTPase binding effector protein 1	0	1	1	1	1
RABGAP1L	RAB GTPase activating protein 1-like	0	0	0	1	0
RACGAP1	Rac GTPase activating protein 1	0	0	0	1	1
RAD17	RAD17 homolog (S. pombe)	0	0	0	1	0
RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	0	0	0	1	0
RAD51AP1	RAD51 associated protein 1	0	0	0	1	0
RAD52	RAD52 homolog (S. cerevisiae)	0	1	1	1	0
RAD54L	RAD54-like (S. cerevisiae)	0	0	0	1	0
RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	0	1	1	0	0
RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	1	1	1	0	0
RANBP1	RAN binding protein 1	0	0	0	1	0
RANBP6	RAN binding protein 6	0	1	1	0	0
RAP1GAP	RAP1 GTPase activating protein	1	0	0	0	0
RAPGEF3	Rap guanine nucleotide exchange factor (GEF) 3	0	1	0	0	0
RARA	Retinoic acid receptor, alpha	0	0	0	0	1
RARRES1	Retinoic acid receptor responder (tazarotene induced) 1	0	0	0	1	0
RARRES3	Retinoic acid receptor responder (tazarotene induced) 3	1	1	1	0	0
RB1CC1	RB1-inducible coiled-coil 1	0	1	1	0	0
RBBP7	Retinoblastoma binding protein 7	0	0	0	1	0
RBBP8	Retinoblastoma binding protein 8	0	0	0	1	0
RBM35A	RNA binding motif protein 35A	0	0	0	1	0
RBM35B	RNA binding motif protein 35B	1	0	0	0	0
RBM38	RNA binding motif protein 38	1	0	0	0	0
RBM8A	RNA binding motif protein 8A	0	0	0	1	0
RBP4	Retinol binding protein 4, plasma	1	0	0	0	0
RBX1	Ring-box 1	0	0	0	1	0
RC74	Integrator complex subunit 9	0	0	0	1	0
RCC1	Regulator of chromosome condensation 1	0	0	0	1	0
RDHE2	Epidermal retinal dehydrogenase 2	0	0	0	1	0
RDX	Radixin	0	0	0	1	0
REEP5	Receptor accessory protein 5	1	1	1	0	0
REEP6	Receptor accessory protein 6	0	0	0	1	1
REG1A	Regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)	0	0	0	1	0
RELB	V-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	0	0	0	1	0
REPIN1	Replication initiator 1	0	0	0	1	0
REPS2	RALBP1 associated Eps domain containing 2	1	1	1	1	0
RERG	RAS-like, estrogen-regulated, growth inhibitor	0	1	1	0	0
RFC3	Replication factor C (activator 1) 3, 38kDa	0	1	1	0	0
RFC4	Replication factor C (activator 1) 4, 37kDa	0	0	0	1	0
RGL2	Ral guanine nucleotide dissociation stimulator-like 2	0	1	1	0	0
RGS10	Regulator of G-protein signalling 10	0	0	0	1	0
RGS5	Regulator of G-protein signalling 5	0	1	1	0	0
RHBDL2	Rhomboid, veinlet-like 2 (Drosophila)	0	0	0	1	0
RIBC2	RIB43A domain with coiled-coils 2	0	0	0	1	0
RIC8A	Resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)	0	0	0	1	0
RIT1	Ras-like without CAAX 1	0	0	0	1	0
RLN2	Relaxin 2	0	0	0	1	0
RNF135	Ring finger protein 135	0	0	0	1	0
RNF141	Ring finger protein 141	1	0	0	0	0
RNF43	Ring finger protein 43	0	0	0	1	0
RNF7	Ring finger protein 7	0	0	0	1	0
RNUXA	RNA U, small nuclear RNA export adaptor (phosphorylation regulated)	0	0	0	1	0
ROPN1	Ropporin, rhophilin associated protein 1	0	0	0	1	0
	KIAA0980 protein	0	0	0	1	0
	Invasion inhibitory protein 45	0	1	1	0	0
RPA3	Replication protein A3, 14kDa	0	0	0	1	0
RPESP	RPE-spondin	0	0	0	1	0
RPL10	Ribosomal protein L10	0	1	1	0	0
RPL11	Ribosomal protein L11	0	0	0	1	0
RPL15	Ribosomal protein L15	0	0	0	1	0
RPL19	Ribosomal protein L19	0	0	0	1	0
RPL23A	Ribosomal protein L23a	0	0	0	1	0
RPL26	Ribosomal protein L26	0	0	0	1	0
RPL27A	Ribosomal protein L27a	0	1	1	0	0
RPL29	Ribosomal protein L29	0	0	0	1	0
RPL36	Ribosomal protein L36	0	0	0	1	0
RPL36AL	Ribosomal protein L36a-like	0	0	0	1	0
RPS16	Ribosomal protein S16	0	0	0	1	0
RPS23	Ribosomal protein S23	1	1	1	0	0
RPS29	Ribosomal protein S29	0	1	0	0	0
RPS4Y1	Ribosomal protein S4, Y-linked 1	0	0	0	1	0
RRAGA	Ras-related GTP binding A	0	0	0	1	0
RRAGD	Ras-related GTP binding D	0	0	0	1	0
RRM1	Ribonucleotide reductase M1 polypeptide	0	0	0	1	0
RRM2	Ribonucleotide reductase M2 polypeptide	0	0	0	1	1
RSF1	Remodeling and spacing factor 1	1	1	1	0	0
RSU1	Ras suppressor protein 1	0	0	0	1	0
RTN4IP1	Reticulon 4 interacting protein 1	0	0	0	1	0
S100A1	S100 calcium binding protein A1	1	1	1	0	0
S100A10	S100 calcium binding protein A10	0	1	1	0	0
S100A11	S100 calcium binding protein A11	0	1	1	1	1
S100A14	S100 calcium binding protein A14	0	0	0	1	0
S100A16	S100 calcium binding protein A16	0	0	0	1	0
S100A8	S100 calcium binding protein A8	1	0	0	0	1
S100A9	S100 calcium binding protein A9	0	0	0	1	1
S100P	S100 calcium binding protein P	1	1	1	0	0
SAE1	SUMO1 activating enzyme subunit 1	0	0	0	1	0
SALL2	Sal-like 2 (Drosophila)	0	0	0	1	0
SAR1A	SAR1 gene homolog A (S. cerevisiae)	0	0	0	1	0
SAR1B	SAR1 gene homolog B (S. cerevisiae)	0	0	0	1	0
SARS2	Seryl-tRNA synthetase 2, mitochondrial	0	0	1	0	0
SAT1	Spermidine/spermine N1-acetyltransferase 1	0	1	1	0	0
SCCPDH	Saccharopine dehydrogenase (putative)	0	0	0	1	0
SCD	Stearoyl-CoA desaturase (delta-9-desaturase)	1	0	0	0	0
SCIN	Scinderin	0	0	0	1	0
SCML1	Sex comb on midleg-like 1 (Drosophila)	0	0	0	1	0
SCNN1A	Sodium channel, nonvoltage-gated 1 alpha	0	1	1	0	0
SCPEP1	Serine carboxypeptidase 1	0	0	0	1	0
SCRIB	Scribbled homolog (Drosophila)	0	0	0	1	0
SCRN1	Secernin 1	0	1	1	0	0
SCUBE2	Signal peptide, CUB domain, EGF-like 2	1	1	0	0	1
SDC1	Syndecan 1	0	0	0	1	0
SDC2	Syndecan 2	1	1	1	0	0
SDCCAG8	Serologically defined colon cancer antigen 8	0	0	0	1	0
SDHA	Succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	0	1	1	0	0
SEC11C	SEC11 homolog C (S. cerevisiae)	0	0	0	1	0
SEC61G	Sec61 gamma subunit	0	0	0	1	0
SELENBP1	Selenium binding protein 1	1	1	1	0	0
SELS	Selenoprotein S	0	1	0	0	0
SEMA3B	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	0	0	0	1	0
SEMA3C	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	1	1	1	1	1
SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	0	1	1	0	0
SEPW1	Selenoprotein W, 1	0	0	0	1	0
SERINC1	Serine incorporator 1	0	1	1	0	0
SERP1	Stress-associated endoplasmic reticulum protein 1	0	0	0	1	0
SERPINA3	Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	1	0	0	0	0
SERPINA5	Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	0	0	0	1	0
SERPINB5	Serpin peptidase inhibitor, clade B (ovalbumin), member 5	0	0	0	1	0
SERPINH1	Serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	0	1	1	0	0
SFRP1	Secreted frizzled-related protein 1	0	0	0	1	1
SFRS17A	Splicing factor, arginine/serine-rich 17A	0	0	0	1	0
SFRS6	Splicing factor, arginine/serine-rich 6	0	1	1	0	0
SGCD	Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	0	0	0	1	0
SGCE	Sarcoglycan, epsilon	0	1	1	1	0
SH3BGRL	SH3 domain binding glutamic acid-rich protein like	0	0	0	1	0
SHC1	SHC (Src homology 2 domain containing) transforming protein 1	0	0	0	0	0
SHC2	SHC (Src homology 2 domain containing) transforming protein 2	1	1	1	0	0
SHFM1	Split hand/foot malformation (ectrodactyly) type 1	0	0	0	1	0
SHROOM3	Shroom family member 3	0	1	1	0	0
SIAH2	Seven in absentia homolog 2 (Drosophila)	1	1	1	0	0
SIAHBP1	Fuse-binding protein-interacting repressor	0	0	1	0	0
SIGLEC12	Sialic acid binding Ig-like lectin 12	0	0	0	1	0
SIT1	Signaling threshold regulating transmembrane adaptor 1	0	0	0	1	0
SKP1A	S-phase kinase-associated protein 1A (p19A)	0	0	0	1	0
SLC11A2	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	0	1	1	0	0
SLC12A9	Solute carrier family 12 (potassium/chloride transporters), member 9	0	0	0	1	0
SLC13A3	Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	0	0	0	1	0
SLC16A2	Solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	0	1	1	0	0
SLC16A6	Solute carrier family 16, member 6 (monocarboxylic acid transporter 7)	0	0	0	1	0
SLC19A2	Solute carrier family 19 (thiamine transporter), member 2	0	0	0	1	0
SLC1A1	Solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	0	0	0	1	0
SLC1A2	Solute carrier family 1 (glial high affinity glutamate transporter), member 2	0	0	0	1	0
SLC20A1	Solute carrier family 20 (phosphate transporter), member 1	0	1	1	0	0
SLC20A2	Solute carrier family 20 (phosphate transporter), member 2	0	1	1	0	0
SLC24A3	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	0	0	0	1	0
SLC25A16	Solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	0	0	1	0	0
SLC25A29	Solute carrier family 25, member 29	0	0	0	1	0
SLC25A4	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	0	0	0	1	0
SLC27A2	Solute carrier family 27 (fatty acid transporter), member 2	0	0	0	1	0
SLC27A5	Solute carrier family 27 (fatty acid transporter), member 5	0	0	0	1	0
SLC39A4	Solute carrier family 39 (zinc transporter), member 4	0	0	0	1	0
SLC39A6	Solute carrier family 39 (zinc transporter), member 6	1	1	1	1	1
SLC3A2	Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	0	1	1	0	0
SLC40A1	Solute carrier family 40 (iron-regulated transporter), member 1	1	1	1	1	1
SLC41A3	Solute carrier family 41, member 3	0	0	0	1	0
SLC44A2	Solute carrier family 44, member 2	0	1	1	0	0
SLC4A3	Solute carrier family 4, anion exchanger, member 3	0	1	1	0	0
SLC5A6	Solute carrier family 5 (sodium-dependent vitamin transporter), member 6	1	1	1	1	1
SLC6A4	Solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	0	0	0	1	0
SLC7A6	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	0	0	0	0	1
SLC7A6OS	Solute carrier family 7, member 6 opposite strand	0	1	1	0	0
