Category	Term	Count in Selected Genes	Count in Total Population	P-value	Gene	Title
GO	nucleobase biosynthesis	1	5	0.07506393	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	purine base metabolism	1	5	0.07506393	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	1	5	0.07506393	3157	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
GO	regulation of survival gene product activity	1	5	0.07506393	3560	interleukin 2 receptor, beta
GO	methionine biosynthesis	1	5	0.07506393	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
GO	monocarboxylate porter activity	1	5	0.07506393	6566	solute carrier family 16 (monocarboxylic acid transporters), member 1
GO	folic acid transport	1	5	0.07506393	6573	solute carrier family 19 (folate transporter), member 1
GO	vitamin transporter activity	1	5	0.07506393	6573	solute carrier family 19 (folate transporter), member 1
GO	negative regulation of Ras protein signal transduction	1	5	0.07506393	7168	tropomyosin 1 (alpha)
GO	cholesterol homeostasis	1	5	0.07506393	7851	mal, T-cell differentiation protein-like
GO	molybdopterin cofactor metabolism	1	5	0.07506393	80308	Fad1, flavin adenine dinucleotide synthetase, homolog (yeast)
GO	Mo-molybdopterin cofactor biosynthesis	1	5	0.07506393	80308	Fad1, flavin adenine dinucleotide synthetase, homolog (yeast)
GO	Mo-molybdopterin cofactor metabolism	1	5	0.07506393	80308	Fad1, flavin adenine dinucleotide synthetase, homolog (yeast)
GO	metabotropic glutamate receptor signaling pathway	1	5	0.07506393	9454	homer homolog 3 (Drosophila)
GO	nuclease activity	4	104	0.077913575	10799	ribonuclease P 40kDa subunit
GO	nuclease activity	4	104	0.077913575	23404	exosome component 2
GO	nuclease activity	4	104	0.077913575	80746	tRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)
GO	nuclease activity	4	104	0.077913575	81875	interferon stimulated exonuclease gene 20kDa-like 2
GO	organelle membrane	6	192	0.07809194	10061	ATP-binding cassette, sub-family F (GCN20), member 2
GO	organelle membrane	6	192	0.07809194	3156	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
GO	organelle membrane	6	192	0.07809194	55803	centaurin, alpha 2
GO	organelle membrane	6	192	0.07809194	7851	mal, T-cell differentiation protein-like
GO	organelle membrane	6	192	0.07809194	79751	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
GO	organelle membrane	6	192	0.07809194	9673	KIAA0446 gene product
GO	protein import	2	30	0.078204168	1678	translocase of inner mitochondrial membrane 8 homolog A (yeast)
GO	protein import	2	30	0.078204168	26515	fracture callus 1 homolog (rat)
GO	ligase activity, forming aminoacyl-tRNA and related compounds	2	31	0.082773715	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	ligase activity, forming aminoacyl-tRNA and related compounds	2	31	0.082773715	3035	histidyl-tRNA synthetase
GO	ligase activity, forming carbon-oxygen bonds	2	31	0.082773715	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	ligase activity, forming carbon-oxygen bonds	2	31	0.082773715	3035	histidyl-tRNA synthetase
GO	RNA ligase activity	2	31	0.082773715	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	RNA ligase activity	2	31	0.082773715	3035	histidyl-tRNA synthetase
GO	tRNA ligase activity	2	31	0.082773715	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	tRNA ligase activity	2	31	0.082773715	3035	histidyl-tRNA synthetase
GO	amino acid activation	2	32	0.08742304	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	amino acid activation	2	32	0.08742304	3035	histidyl-tRNA synthetase
GO	tRNA aminoacylation for protein translation	2	32	0.08742304	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	tRNA aminoacylation for protein translation	2	32	0.08742304	3035	histidyl-tRNA synthetase
GO	tRNA aminoacylation	2	32	0.08742304	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	tRNA aminoacylation	2	32	0.08742304	3035	histidyl-tRNA synthetase
GO	lysophospholipase activity	1	6	0.089389931	11343	monoglyceride lipase
GO	regulation of synaptic plasticity	1	6	0.089389931	1627	drebrin 1
GO	regulation of synaptic transmission	1	6	0.089389931	1627	drebrin 1
GO	oxidoreductase activity, acting on superoxide radicals as acceptor	1	6	0.089389931	23076	KIAA0179
GO	superoxide dismutase activity	1	6	0.089389931	23076	KIAA0179
GO	polyamine biosynthesis	1	6	0.089389931	262	adenosylmethionine decarboxylase 1
GO	aspartate family amino acid biosynthesis	1	6	0.089389931	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
GO	negative regulation of small GTPase mediated signal transduction	1	6	0.089389931	7168	tropomyosin 1 (alpha)
GO	L-glutamate transporter activity	1	6	0.089389931	79751	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
GO	positive regulation of angiogenesis	1	6	0.089389931	8877	sphingosine kinase 1
GO	positive regulation of growth	1	6	0.089389931	8877	sphingosine kinase 1
GO	regulation of smooth muscle contraction	1	6	0.089389931	8877	sphingosine kinase 1
GO	anion exchanger activity	1	6	0.089389931	9497	solute carrier family 4, sodium bicarbonate cotransporter, member 7
GO	bicarbonate transporter activity	1	6	0.089389931	9497	solute carrier family 4, sodium bicarbonate cotransporter, member 7
GO	inorganic anion exchanger activity	1	6	0.089389931	9497	solute carrier family 4, sodium bicarbonate cotransporter, member 7
GO	inner membrane	2	33	0.092148606	1678	translocase of inner mitochondrial membrane 8 homolog A (yeast)
GO	inner membrane	2	33	0.092148606	26515	fracture callus 1 homolog (rat)
GO	actin cytoskeleton	3	71	0.097495382	1627	drebrin 1
GO	actin cytoskeleton	3	71	0.097495382	6624	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)
GO	actin cytoskeleton	3	71	0.097495382	7414	vinculin
