Gene Title	Gene Symbol	RefSeq Transcript Id	p-value(TREATMENTS)	p-value(Let7b - negative control1)	ratio (Let7b - negative control1)	p-value(Let7b - negative control2)	ratio (Let7b - negative control2)
Transcription factor Dp-1	TFDP1	NM_007111	1.10E-09	8.53E-08	-1.00341	2.18E-08	-1.13376
Transcribed locus	NA	NA	5.22E-07	1.19E-06	-1.00335	7.35E-08	-1.29784
dimethyladenosine transferase	HSA9761	NM_014473	1.09E-09	7.11E-08	-1.00315	1.06E-07	-0.967448
putatative 28 kDa protein	LOC56902	NM_020143	8.79E-08	4.37E-08	-1.00255	3.83E-08	-1.01448
ring finger and FYVE-like domain containing 1	RFFL	NM_001017368 /// NM_057178	7.59E-10	2.01E-08	-1.00154	4.27E-09	-1.14789
stress-associated endoplasmic reticulum protein 1	SERP1	NM_014445	6.33E-12	2.12E-09	-1.00114	3.71E-09	-0.953536
small optic lobes homolog (Drosophila)	SOLH	NM_005632	5.80E-06	1.90E-05	-1.00076	2.84E-06	-1.20986
peptidyl prolyl isomerase H (cyclophilin H)	PPIH	NM_006347	2.10E-09	2.59E-09	-0.999693	1.38E-09	-1.05611
KIAA1333	KIAA1333	NM_017769	2.21E-07	1.53E-06	-0.999281	1.93E-06	-0.977586
eukaryotic translation initiation factor 4E	EIF4E	NM_001968	1.78E-05	1.41E-05	-0.999066	6.16E-06	-1.08553
transforming growth factor beta regulator 4	TBRG4	NM_004749 /// NM_030900 /// NM_199122	1.77E-10	4.24E-10	-0.99826	2.85E-10	-1.03318
UDP-glucose ceramide glucosyltransferase	UGCG	NM_003358	1.11E-07	2.13E-07	-0.99759	8.22E-08	-1.08806
activin A receptor, type IB	ACVR1B	NM_004302 /// NM_020327 /// NM_020328	3.49E-09	1.74E-09	-0.997157	1.31E-09	-1.02195
chromosome 20 open reading frame 129	C20orf129	NM_030919	8.12E-10	7.70E-10	-0.996593	1.13E-09	-0.964011
TDP-glucose 4,6-dehydratase	TGDS	NM_014305	8.58E-12	1.61E-09	-0.996511	1.25E-09	-1.01863
nucleoporin 37kDa	NUP37	NM_024057	1.06E-10	2.06E-09	-0.994959	7.29E-10	-1.08893
alkylglycerone phosphate synthase	AGPS	NM_003659	8.23E-10	1.03E-09	-0.992589	3.77E-10	-1.08273
chromosome 14 open reading frame 94	C14orf94	NM_017815	7.40E-08	2.91E-08	-0.992099	3.21E-08	-0.983391
zinc finger protein 689	ZNF689	NM_138447	1.25E-08	6.08E-09	-0.991887	8.13E-09	-0.96685
NA	NA	NA	9.32E-08	4.84E-06	-0.990035	4.60E-07	-1.2396
GTP binding protein 4	GTPBP4	NM_012341	2.68E-11	1.98E-10	-0.989627	1.59E-10	-1.00824
DPH5 homolog (S. cerevisiae)	DPH5	NM_015958	4.83E-07	2.72E-07	-0.988319	1.86E-07	-1.02367
nucleoporin 205kDa	NUP205	NM_015135	5.13E-10	2.65E-10	-0.986742	1.80E-10	-1.01995
ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	ATP6V1F	NM_004231	2.60E-11	6.24E-10	-0.986324	7.21E-10	-0.974186
phosphatidylinositol glycan, class C	PIGC	NM_002642 /// NM_153747	3.80E-09	2.50E-09	-0.984912	1.98E-09	-1.00505
coilin	COIL	NM_004645	1.38E-09	5.65E-10	-0.984782	7.37E-10	-0.96252
CDNA FLJ11381 fis, clone HEMBA1000501	NA	NA	3.07E-06	2.33E-06	-0.984496	2.35E-06	-0.984049
cyclin F	CCNF	NM_001761	3.79E-06	2.83E-06	-0.984294	8.82E-07	-1.10014
ribosomal protein S6 kinase, 90kDa, polypeptide 3	RPS6KA3	NM_004586	1.33E-09	3.22E-09	-0.984289	3.61E-09	-0.974475
hypothetical protein FLJ11155	FLJ11155	NM_018342	3.11E-06	4.77E-06	-0.982607	7.74E-07	-1.17003
BRCA1 interacting protein C-terminal helicase 1	BRIP1	NM_032043	4.59E-08	2.34E-08	-0.981947	2.96E-08	-0.961514
cyclin-dependent kinase 8	CDK8	NM_001260	2.51E-08	3.05E-07	-0.980928	1.28E-07	-1.06167
DnaJ (Hsp40) homolog, subfamily A, member 2	DNAJA2	NM_005880	3.69E-10	2.70E-09	-0.980541	3.45E-09	-0.959674
Proline rich membrane anchor 1	PRIMA1	NM_178004 /// NM_178013	2.89E-08	3.78E-07	-0.980522	2.06E-07	-1.03688
antigen identified by monoclonal antibody Ki-67	MKI67	NM_002417	1.24E-12	1.47E-10	-0.980183	3.61E-11	-1.1049
survival of motor neuron protein interacting protein 1	SIP1	NM_001009182 /// NM_001009183 /// NM_003616	2.58E-08	4.99E-08	-0.979699	6.62E-09	-1.17213
integrin beta 3 binding protein (beta3-endonexin)	ITGB3BP	NM_014288	1.60E-06	7.33E-06	-0.979114	2.28E-06	-1.09764
liver-expressed antimicrobial peptide 2	LEAP-2	NM_052971	6.13E-07	7.30E-07	-0.978089	3.57E-07	-1.04553
GrpE-like 2, mitochondrial (E. coli)	GRPEL2	NM_152407	0.000153736	0.000122243	-0.977603	0.000113679	-0.985615
coilin	COIL	NM_004645	1.22E-06	5.60E-06	-0.977247	3.53E-06	-1.0226
Transcribed locus	NA	NA	4.85E-07	1.69E-06	-0.976666	9.74E-07	-1.02946
primase, polypeptide 2A, 58kDa	PRIM2A	NM_000947	5.38E-08	9.10E-08	-0.976658	1.13E-07	-0.957865
GrpE-like 1, mitochondrial (E. coli)	GRPEL1	NM_025196	6.36E-13	6.85E-13	-0.975226	6.85E-13	-0.975274
coiled-coil domain containing 5 (spindle associated)	CCDC5	NM_138443	1.27E-06	7.80E-07	-0.973829	4.74E-07	-1.02023
CGI-115 protein	CGI-115	NM_016052	5.48E-08	3.31E-08	-0.973611	3.01E-08	-0.981967
importin 4	IPO4	NM_024658	5.86E-09	6.76E-07	-0.973463	7.50E-07	-0.96403
Fas (TNF receptor superfamily, member 6)	FAS	NM_000043 /// NM_152871 /// NM_152872 /// NM_152873 /// NM_152874 /// NM_152875	5.58E-10	5.45E-07	-0.970827	5.19E-07	-0.975378
KIAA1212	KIAA1212	NM_018084	1.02E-08	4.31E-07	-0.969959	2.41E-07	-1.02344
thymopoietin	TMPO	NM_001032283 /// NM_001032284 /// NM_003276	6.67E-08	1.29E-06	-0.967925	6.60E-07	-1.0313
chromosome 1 open reading frame 55	C1orf55	NM_152608	1.70E-11	4.01E-09	-0.966865	8.52E-10	-1.10641
transcription factor A, mitochondrial	TFAM	NM_003201	4.71E-09	6.12E-09	-0.966103	3.69E-09	-1.00987
CCAAT/enhancer binding protein (C/EBP), delta	CEBPD	NM_005195	1.94E-11	8.41E-08	-0.965608	6.10E-08	-0.993949
hypothetical protein LOC158563	LOC158563	NA	5.79E-08	8.50E-07	-0.96429	3.10E-07	-1.0593
Chromosome 18 open reading frame 50	chromosome 18 open reading frNA		1.93E-09	3.01E-08	-0.964103	1.98E-08	-1.00058
antigen identified by monoclonal antibody Ki-67	MKI67	NM_002417	2.89E-10	1.09E-09	-0.963646	4.96E-10	-1.03182
RRN3 RNA polymerase I transcription factor homolog (yeast)	RRN3	NM_018427	7.10E-06	0.0105438	-0.963467	0.00755462	-1.02061
kinesin family member 2C	KIF2C	NM_006845	6.48E-11	2.44E-10	-0.962309	2.72E-10	-0.953349
vesicle-associated membrane protein 3 (cellubrevin)	VAMP3	NM_004781	7.13E-16	7.84E-10	-0.962224	1.34E-10	-1.12043
phosphate cytidylyltransferase 1, choline, beta	PCYT1B	NM_004845	4.83E-07	4.18E-07	-0.961853	3.54E-07	-0.976765
dyskeratosis congenita 1, dyskerin	DKC1	NM_001363	4.82E-12	7.28E-10	-0.961674	3.56E-10	-1.02294
CHK1 checkpoint homolog (S. pombe)	CHEK1	NM_001274	3.79E-10	3.76E-08	-0.960186	3.19E-08	-0.974288
vesicle-associated membrane protein 3 (cellubrevin)	VAMP3	NM_004781	7.16E-19	1.81E-13	-0.959299	8.28E-14	-1.02436
hypothetical protein LOC283377	LOC283377	NM_207344	4.77E-09	4.69E-08	-0.95919	1.71E-08	-1.04947
kinesin family member 18A /// kinesin family member 18A	KIF18A	NM_031217	6.11E-08	2.52E-07	-0.956975	9.78E-08	-1.04342
IGF-II mRNA-binding protein 3	IMP-3	NM_006547	3.63E-09	3.20E-09	-0.956942	2.40E-09	-0.981308
chromosome 13 open reading frame 7	C13orf7	NM_024546	2.19E-07	3.69E-06	-0.953688	1.25E-06	-1.05816
kinesin family member 2C	KIF2C	NM_006845	6.38E-08	2.77E-07	-0.95333	1.48E-07	-1.00993
transcription factor A, mitochondrial	TFAM	NM_003201	1.57E-09	2.03E-09	-0.952683	1.46E-09	-0.98022
Hypothetical protein MGC13102	MGC13102	NM_032323	2.62E-07	1.65E-06	0.950769	2.00E-07	1.15827
contactin associated protein-like 3 /// contactin associated protein-like 3B	CNTNAP3 /// CNTNAP3B	NM_033655 /// XM_372097	1.39E-05	1.22E-05	0.952639	1.24E-05	0.950855
histone 2, H2aa	HIST2H2AA	NM_003516	1.97E-11	4.27E-07	0.953031	1.71E-07	1.03718
transmembrane protein with EGF-like and two follistatin-like domains 1	TMEFF1	NM_003692	4.90E-06	4.18E-06	0.954697	1.15E-06	1.08118
CDNA FLJ31683 fis, clone NT2RI2005353	NA	NA	5.94E-08	3.85E-07	0.955598	1.25E-07	1.05931
similar to Interferon-induced transmembrane protein 3 (Interferon-inducible prot	LOC391020	XM_497663	8.56E-10	6.18E-09	0.955863	1.98E-09	1.05594
transgelin	TAGLN	NM_001001522 /// NM_003186	4.90E-13	2.95E-08	0.956428	7.18E-10	1.32458
integrin, beta 5	ITGB5	NM_002213	1.32E-10	1.38E-10	0.957778	5.46E-11	1.03663
Nuclear receptor subfamily 2, group F, member 1	NR2F1	NM_005654	2.35E-09	8.10E-09	0.959268	6.20E-10	1.19991
hypothetical protein LOC283852	LOC283852	NA	2.24E-10	5.54E-10	0.959935	9.19E-11	1.11995
methionine sulfoxide reductase B3	MSRB3	NM_001031679 /// NM_198080	1.78E-06	1.30E-06	0.961486	5.25E-07	1.04677
Homo sapiens, Similar to neuronal thread protein, clone IMAGE:4102657, mRNA	NA	NA	1.64E-07	1.92E-07	0.961593	3.11E-08	1.1332
TNF receptor-associated factor 5	TRAF5	NM_001033910 /// NM_004619 /// NM_145759	4.59E-05	0.000109403	0.964539	9.84E-06	1.24426
H2A histone family, member Y	H2AFY	NM_004893 /// NM_138609 /// NM_138610	3.05E-08	1.18E-07	0.967758	2.97E-08	1.09607
plexin B2	PLXNB2	XM_371474	1.25E-07	1.15E-07	0.970704	5.65E-08	1.03494
tetratricopeptide repeat domain 3	TTC3	NM_001001894 /// NM_003316	1.15E-08	4.20E-06	0.970738	2.12E-06	1.0374
ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H	NM_003344 /// NM_182697	7.78E-08	9.24E-08	0.972697	7.88E-08	0.986785
chondroitin sulfate GalNAcT-2	GALNACT-2	NM_018590	6.43E-09	7.70E-09	0.974377	2.24E-09	1.0854
SRY (sex determining region Y)-box 4	SOX4	NM_003107	8.65E-07	5.12E-07	0.97619	3.42E-07	1.01345
CDNA clone IMAGE:5276760	NA	NA	0.000487614	0.000309904	0.978253	0.000135578	1.07693
Kruppel-like factor 5 (intestinal)	KLF5	NM_001730	5.85E-07	4.37E-07	0.978637	4.94E-07	0.96753
limb region 1 homolog (mouse)	LMBR1	NM_022458	2.84E-07	4.91E-07	0.979921	1.79E-07	1.07529
zinc finger protein 706	ZNF706	NM_016096	1.55E-06	1.65E-06	0.980015	5.59E-07	1.08563
septin 6	SEPT7	NM_015129 /// NM_145799 /// NM_145800 /// NM_145802	1.86E-13	1.96E-12	0.980736	1.52E-12	1.00194
PTEN induced putative kinase 1	PINK1	NM_032409	1.16E-08	5.42E-08	0.98077	2.22E-08	1.0624
Similar to 60S ribosomal protein L35	RPL35	NM_007209	1.45E-11	8.03E-12	0.98196	4.92E-12	1.02365
iduronate 2-sulfatase (Hunter syndrome)	IDS	NM_000202 /// NM_006123	3.09E-08	3.08E-07	0.982589	1.95E-07	1.0247
protein tyrosine phosphatase, receptor type, N polypeptide 2	PTPRN2	NM_002847 /// NM_130842 /// NM_130843	1.15E-08	1.06E-07	0.982667	1.07E-08	1.20577
hypothetical protein DKFZp434N035	DKFZp434N035	NM_032262	3.51E-07	4.52E-07	0.984592	6.46E-08	1.1764
met proto-oncogene (hepatocyte growth factor receptor)	MET	NM_000245	1.58E-10	1.13E-10	0.985526	8.62E-11	1.00876
septin 6 /// cytokine-like nuclear factor n-pac	SEPT6 /// N-PAC	NM_015129 /// NM_032569 /// NM_145799 /// NM_145800 /// NM_145802	3.78E-11	5.59E-09	0.98766	2.52E-10	1.29201
transmembrane protein 76	TMEM76	XM_372038	1.15E-09	2.37E-09	0.98798	3.39E-09	0.957731
zinc finger protein 161	ZNF161	NM_007146	9.12E-09	2.17E-07	0.989493	1.03E-08	1.30172
heparan sulfate 2-O-sulfotransferase 1	HS2ST1	NM_012262	4.96E-06	2.04E-05	0.990239	4.92E-06	1.14314
zinc finger protein 90 homolog (mouse)	ZFP90	NM_133458	2.52E-09	1.17E-08	0.990245	5.35E-09	1.06089
eEF1A2 binding protein	DKFZp434B1231	NM_178275	2.99E-05	5.29E-05	0.990668	2.80E-05	1.05974
platelet-derived growth factor alpha polypeptide	PDGFA	NM_002607 /// NM_033023	9.72E-06	8.10E-05	0.990702	9.05E-05	0.978697
solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	SLC7A2	NM_001008539 /// NM_003046	2.20E-09	4.38E-09	0.991347	5.39E-10	1.18931
SH3 domain binding glutamic acid-rich protein like	SH3BGRL	NM_003022	9.80E-08	1.11E-07	0.991428	9.86E-08	1.0024
hypothetical protein LOC161527	LOC161527	XM_496088	3.76E-09	1.94E-08	0.994667	2.56E-08	0.970169
hypothetical protein FLJ20719	FLJ20719	XM_373827 /// XM_498427	4.54E-08	5.02E-08	0.995713	2.39E-08	1.06398
2,5-oligoadenylate synthetase 1, 40/46kDa	OAS1	NM_001032409 /// NM_002534 /// NM_016816	7.89E-09	8.42E-09	0.996278	1.03E-08	0.9788
tetratricopeptide repeat domain 3	TTC3	NM_001001894 /// NM_003316	3.73E-13	2.02E-11	0.996787	9.66E-12	1.06102
platelet derived growth factor C	PDGFC	NM_016205	4.41E-09	2.78E-09	0.997693	1.37E-09	1.06108
insulin-like growth factor binding protein 7	IGFBP7	NM_001553	1.57E-05	3.47E-05	0.997886	2.59E-06	1.29619
protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	PCMTD1	NM_052937	1.14E-10	9.36E-10	0.999071	1.48E-09	0.959949
SH3-domain GRB2-like endophilin B1	SH3GLB1	NM_016009	6.76E-13	4.47E-11	1.00377	1.63E-12	1.32937
neurobeachin	NBEA	NM_015678	4.80E-10	1.29E-06	1.00482	9.33E-07	1.03578
hypothetical protein LOC147670	LOC147670	XM_097265	2.58E-06	5.77E-05	1.00564	6.98E-05	0.985133
hypothetical protein FLJ11259	FLJ11259	NM_018370	5.12E-09	3.97E-09	1.00586	1.36E-09	1.10425
deafness, autosomal dominant 5	DFNA5	NM_004403	3.85E-12	4.01E-11	1.00597	2.79E-11	1.03752
topoisomerase (DNA) I, mitochondrial	TOP1MT	NM_052963	1.31E-09	1.38E-08	1.00604	2.19E-10	1.4429
KIAA1199	KIAA1199	NM_018689	7.30E-09	1.35E-07	1.00638	2.23E-07	0.961118
Ysg2 homolog (mouse) /// Ysg2 homolog (mouse)	YSG2	NM_170601	7.36E-07	4.04E-07	1.00702	6.45E-07	0.964194
myosin VI	MYO6	NM_004999	1.52E-07	7.85E-08	1.00757	5.04E-08	1.04856
transforming growth factor, beta 1 (Camurati-Engelmann disease)	TGFB1	NM_000660	8.70E-09	3.59E-08	1.00807	9.89E-09	1.13028
forkhead box O3A	FOXO3A	NM_001455 /// NM_201559	2.69E-08	2.69E-08	1.00881	7.98E-09	1.1234
T-box 3 (ulnar mammary syndrome)	TBX3	NM_005996 /// NM_016569	1.64E-10	8.41E-09	1.00932	8.26E-10	1.23563
human immunodeficiency virus type I enhancer binding protein 2	HIVEP2	NM_006734	7.09E-10	7.94E-09	1.00989	3.36E-09	1.08905
scavenger receptor class B, member 2	SCARB2	NM_005506	6.68E-14	4.64E-13	1.01023	8.54E-13	0.959545
CD7 antigen (p41)	CD7	NM_006137	2.06E-09	8.85E-08	1.01117	5.81E-08	1.05038
calpain 2, (m/II) large subunit	CAPN2	NM_001748	3.33E-18	5.84E-14	1.01137	1.86E-14	1.11312
absent in melanoma 1-like	AIM1L	NM_017977	9.54E-08	5.93E-07	1.01154	9.83E-07	0.964636
trinucleotide repeat containing 6A	TNRC6A	NM_014494 /// NM_020847	2.19E-11	2.64E-10	1.01335	4.49E-10	0.968328
TSC22 domain family, member 1	TSC22D1	NM_006022 /// NM_183422	3.11E-13	4.02E-12	1.01348	2.02E-12	1.07436
annexin A3	ANXA3	NM_005139	2.79E-09	3.53E-09	1.01442	5.49E-10	1.19238
metallothionein 2A	MT2A	NM_005953	9.09E-11	7.81E-11	1.01463	4.39E-11	1.06562
nuclear receptor binding protein 2	NRBP2	NM_178564	3.89E-09	1.05E-08	1.01502	1.79E-09	1.18497
kinesin 2	KNS2	NM_005552 /// NM_182923	6.31E-10	1.86E-09	1.01705	1.39E-09	1.04334
hypothetical protein FLJ11273	FLJ11273	NM_018374	2.04E-07	1.15E-07	1.02001	6.24E-08	1.07811
integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	ITGA3	NM_002204 /// NM_005501	0.00108914	0.000631317	1.02065	0.000248871	1.14308
chromosome 3 open reading frame 23	C3orf23	NM_001029839 /// NM_001029840 /// NM_173826	9.05E-10	1.40E-09	1.02295	5.92E-10	1.10208
Ral GEF with PH domain and SH3 binding motif 2	RALGPS2	NM_018037 /// NM_152663	3.20E-08	1.79E-08	1.02554	2.54E-08	0.993937
clathrin, light polypeptide (Lcb) /// clathrin, light polypeptide (Lcb)	CLTB	NM_001834 /// NM_007097	1.05E-10	7.43E-11	1.02555	3.05E-11	1.10639
Membrane associated DNA binding protein	MNAB	NM_018835	1.91E-11	3.77E-09	1.02596	2.23E-09	1.07416
hypothetical protein LOC340061	LOC340061	NM_198282	2.03E-08	1.66E-08	1.02608	8.52E-09	1.08839
chromosome 10 open reading frame 11	C10orf11	NM_032024	5.10E-10	5.41E-09	1.02664	2.95E-09	1.08278
complement component 2	C2	NM_000063	4.04E-09	2.80E-06	1.02721	1.31E-06	1.10523
vesicle-associated membrane protein 1 (synaptobrevin 1)	VAMP1	NM_014231 /// NM_016830 /// NM_199245	1.89E-07	2.00E-07	1.02772	9.21E-08	1.10311
activated leukocyte cell adhesion molecule	ALCAM	NM_001627	6.06E-09	1.02E-07	1.02777	8.03E-09	1.28967
acylphosphatase 2, muscle type	ACYP2	NM_138448	3.08E-10	2.02E-10	1.03172	3.17E-10	0.992602
deoxyribonuclease II, lysosomal	DNASE2	NM_001375	4.65E-09	5.69E-09	1.03265	9.06E-10	1.21196
chromosome 20 open reading frame 19	C20orf19	NM_018474	4.93E-09	6.28E-09	1.03272	5.53E-09	1.04432
PBX/knotted 1 homeobox 1	PKNOX1	NM_004571 /// NM_197976	1.04E-05	4.61E-06	1.03599	3.65E-06	1.05989
SH3-domain binding protein 5 (BTK-associated)	SH3BP5	NM_001018009 /// NM_004844	1.00E-07	1.21E-07	1.03609	7.36E-08	1.0834
Chromosome 2 open reading frame 17	C2orf17	NM_024293	5.05E-06	1.92E-06	1.0366	2.50E-06	1.01073
WNK lysine deficient protein kinase 4	WNK4	NM_032387	1.34E-06	9.05E-07	1.03681	8.20E-07	1.0464
matrix-remodelling associated 7	MXRA7	NM_001008528 /// NM_001008529 /// NM_198530	1.84E-12	2.65E-11	1.03791	6.29E-12	1.17259
filamin binding LIM protein 1	FBLIM1	NM_001024215 /// NM_001024216 /// NM_017556	3.03E-09	1.08E-08	1.03967	8.82E-09	1.05815
FLJ43339 protein	FLJ43339	NM_207380	5.22E-08	1.87E-07	1.04038	2.01E-08	1.27179
chromosome 16 open reading frame 45	C16orf45	NM_033201	3.97E-11	1.25E-09	1.04402	7.00E-10	1.09776
Homo sapiens, Similar to LOC169932, clone IMAGE:4499203, mRNA	NA	NA	2.87E-08	2.53E-07	1.04415	5.24E-07	0.976123
inositol hexaphosphate kinase 2	IHPK2	NM_001005909 /// NM_001005910 /// NM_001005911 /// NM_001005912 /// NM_001005913	4.02E-12	1.91E-11	1.04529	5.88E-12	1.15483
protein tyrosine phosphatase type IVA, member 1	PTP4A1	NM_003463	7.09E-13	5.16E-11	1.04734	4.05E-12	1.29991
biliverdin reductase A	BLVRA	NM_000712	6.47E-09	2.44E-09	1.0483	3.00E-09	1.02978
arylacetamide deacetylase-like 1	AADACL1	NM_020792	9.21E-09	6.80E-09	1.04862	2.71E-09	1.13663
metallothionein 1H	MT1H	NM_005951	3.59E-10	1.81E-10	1.0508	1.35E-10	1.07748
glutaminase	GLS	NM_014905	1.72E-06	2.59E-06	1.05083	4.98E-06	0.986097
LOC440461	NA	XM_498680	2.44E-06	3.79E-05	1.05096	4.72E-06	1.29944
serine/threonine kinase 17a (apoptosis-inducing)	STK17A	NM_004760	1.47E-11	1.48E-11	1.05205	1.34E-11	1.06093
secretory carrier membrane protein 1	SCAMP1	NM_004866 /// NM_052822	2.19E-09	5.29E-08	1.05359	8.31E-08	1.01163
ring finger protein 144	RNF144	NM_014746	3.60E-11	5.80E-10	1.05483	7.09E-11	1.26332
metallothionein 1E (functional)	MT1E	NM_175617	5.17E-10	3.51E-10	1.05591	6.84E-10	0.996749
cell cycle progression 1	CCPG1	NM_004748 /// NM_020739	5.81E-07	3.44E-07	1.05609	3.10E-07	1.06636
glucuronyl C5-epimerase	GLCE	NM_015554	9.04E-10	2.72E-09	1.0572	1.48E-09	1.11462
transient receptor potential cation channel, subfamily V, member 2	TRPV2	NM_016113	2.58E-05	0.000167077	1.05912	0.000132815	1.08718
disrupted in schizophrenia 1	DISC1	NM_001012957 /// NM_001012958 /// NM_001012959 /// NM_018662	1.05E-11	5.81E-09	1.0592	5.78E-10	1.29466
STEAP family member 3	STEAP3	NM_001008410 /// NM_018234 /// NM_182915	6.59E-12	2.97E-09	1.05983	1.59E-10	1.36539
clathrin, light polypeptide (Lcb)	CLTB	NM_001834 /// NM_007097	2.47E-09	2.60E-09	1.05986	6.28E-10	1.19869
alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevi	ATRX	NM_000489 /// NM_138270 /// NM_138271	1.18E-09	5.47E-08	1.06308	1.13E-08	1.2236
Similar to lymphocyte-specific protein 1	NA	XM_496572	1.06E-12	1.85E-12	1.06502	8.00E-13	1.14321
MAX interactor 1 /// MAX interactor 1	MXI1	NM_001008541 /// NM_005962 /// NM_130439	4.83E-13	2.81E-12	1.06582	6.78E-13	1.20182
matrix metallopeptidase 7 (matrilysin, uterine)	MMP7	NM_002423	0.000136966	4.71E-05	1.06629	5.59E-05	1.0468
interferon induced transmembrane protein 2 (1-8D)	IFITM2	NM_006435	6.00E-10	3.11E-09	1.06697	6.49E-10	1.22251
KIAA1223 protein	KIAA1223	NM_020337	6.77E-09	4.45E-09	1.06803	4.36E-09	1.0699
tribbles homolog 2 (Drosophila)	TRIB2	NM_021643	6.94E-11	7.05E-08	1.06996	5.11E-08	1.10145
fibrinogen C domain containing 1	FIBCD1	NM_032843	9.06E-08	8.35E-08	1.07084	4.71E-08	1.12747
PYD and CARD domain containing	PYCARD	NM_013258 /// NM_145182 /// NM_145183	2.25E-06	2.54E-06	1.07179	7.24E-07	1.20777
RAP2B, member of RAS oncogene family	RAP2B	NM_002886	6.33E-08	7.77E-08	1.07268	4.28E-08	1.13162
seizure related 6 homolog (mouse)-like 2	SEZ6L2	NM_012410 /// NM_201575	1.07E-06	3.35E-07	1.07381	8.00E-07	0.989989
GLI pathogenesis-related 1 (glioma)	GLIPR1	NM_006851	1.78E-09	9.55E-07	1.0741	6.68E-07	1.11088
Seven in absentia homolog 1 (Drosophila)	SIAH1	NM_001006610 /// NM_003031	1.28E-07	5.01E-08	1.07455	5.92E-08	1.05858
cathepsin B	CTSB	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783	1.48E-09	4.93E-10	1.07491	1.20E-09	0.995725
hypothetical protein LOC340109	LOC340109	XM_379322	1.86E-09	5.11E-06	1.07516	5.41E-07	1.33306
NA	NA	NA	1.29E-10	1.18E-08	1.07616	2.16E-08	1.01964
membrane-associated ring finger (C3HC4) 2		3-Mar NM_001005415 /// NM_001005416 /// NM_016496	2.78E-10	4.98E-09	1.0764	1.45E-09	1.19838
chondroitin sulfate GalNAcT-2	GALNACT-2	NM_018590	1.17E-07	1.37E-07	1.07737	3.42E-08	1.22107
protein C receptor, endothelial (EPCR)	PROCR	NM_006404	5.99E-10	1.00E-08	1.07753	7.75E-09	1.10217
LOC440702	NA	XM_496425	9.39E-09	1.29E-07	1.07802	1.68E-07	1.05268
CD58 antigen, (lymphocyte function-associated antigen 3)	CD58	NM_001779	7.57E-12	3.90E-12	1.07834	8.74E-12	1.00715
nipsnap homolog 3A (C. elegans) /// nipsnap homolog 3A (C. elegans)	NIPSNAP3A	NM_015469	1.25E-07	6.13E-08	1.07838	5.50E-08	1.08902
CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, E	CD59	NM_000611 /// NM_203329 /// NM_203330 /// NM_203331	2.17E-11	8.35E-11	1.07866	3.30E-11	1.16758
muscleblind-like 2 (Drosophila)	MBNL2	NM_144778 /// NM_207304	1.83E-11	9.44E-12	1.08002	2.02E-11	1.01257
U2AF homology motif (UHM) kinase 1	UHMK1	NM_175866	1.09E-12	8.25E-11	1.08041	1.20E-10	1.04615
Pannexin 1	PANX1	NM_015368	5.22E-09	5.06E-09	1.08077	1.07E-08	1.01194
zinc finger protein 514	ZNF514	NM_032788	2.97E-07	2.18E-07	1.08117	2.23E-07	1.07928
Meis1, myeloid ecotropic viral integration site 1 homolog 4 (mouse)	MEIS4	NR_002211	0.000279661	0.000211944	1.08136	5.79E-05	1.25078
T-box 3 (ulnar mammary syndrome)	TBX3	NM_005996 /// NM_016569	1.65E-11	1.70E-10	1.08137	2.99E-11	1.25442
BCL2/adenovirus E1B 19kDa interacting protein 3-like /// BCL2/adenovirus E1B 19k	BNIP3L	NM_004331	1.70E-07	7.89E-07	1.08154	1.97E-07	1.2298
Yip1 domain family, member 4	YIPF4	NM_032312	2.57E-07	1.65E-07	1.08245	9.30E-08	1.1406
keratin 15	KRT15	NM_002275	5.74E-09	2.94E-07	1.08373	1.15E-07	1.18147
hippocalcin-like 1	HPCAL1	NM_002149 /// NM_134421	1.31E-09	6.55E-09	1.08381	1.47E-08	1.00922
CAAX box 1	CXX1	NM_003928	4.05E-10	2.84E-10	1.08424	1.28E-10	1.16094
sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphor	SEMA3B	NM_001005914 /// NM_004636	1.66E-08	1.66E-08	1.08795	1.29E-08	1.11249
hypothetical protein FLJ38725	FLJ38725	NM_153218	2.19E-08	3.07E-05	1.08866	2.77E-05	1.10027
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subf	SMARCA2	NM_003070 /// NM_139045	1.55E-06	3.37E-06	1.08926	2.96E-07	1.37101
solute carrier family 44, member 1	SLC44A1	NM_022109 /// NM_080546	1.52E-10	6.07E-10	1.09228	9.15E-10	1.05426
aldehyde dehydrogenase 9 family, member A1	ALDH9A1	NM_000696	3.32E-10	1.03E-09	1.09231	1.15E-09	1.08236
ubiquitin-conjugating enzyme E2Q (putative) 2	UBE2Q2	NM_173469	1.62E-09	8.24E-08	1.09238	5.93E-08	1.12522
