Gene ID, ranked according to fold change	gene symbol	Fold change after NIPP1 knockdown	Corresponding change after EZH2 knockdown	Expression
780	DDR1	0.71	0.88	Downregulated genes
5198	PFAS	0.71	0.72	Downregulated genes
10479	SLC9A6	0.71	0.81	Downregulated genes
283237	TTC9C	0.71	0.93	Downregulated genes
389792	IER5L	0.71	1.24	Downregulated genes
2644	GCHFR	0.71	0.7	Downregulated genes
10628	TXNIP	0.71	1.55	Downregulated genes
254102	EHBP1L1	0.71	0.93	Downregulated genes
23390	ZDHHC17	0,71; 0,71; 0,73	0,75; 0,67; 0,80	Downregulated genes
2531	FVT1	0.71	1.25	Downregulated genes
2778	GNAS	0.71	1.17	Downregulated genes
1031	CDKN2C	0.71	1.06	Downregulated genes
5000	ORC4L	0.71	1	Downregulated genes
11163	NUDT4	0.71	0.93	Downregulated genes
6920	TCEA3	0.71	0.82	Downregulated genes
113026	PLCD3	0.71	1.19	Downregulated genes
858	CAV2	0.71	1.23	Downregulated genes
64396	GMCL1L	0.71	0.84	Downregulated genes
3837	KPNB1	0.71	0.83	Downregulated genes
331	BIRC4	0.71	1.08	Downregulated genes
9885	OSBPL2	0.71	0.84	Downregulated genes
8125	ANP32A	0.71	0.57	Downregulated genes
22931	RAB18	0.71	1.06	Downregulated genes
55789	DEPDC1B	0.71	0.72	Downregulated genes
84617	TUBB6	0.71	1.26	Downregulated genes
64757	MOSC1	0.71	0.74	Downregulated genes
79022	TMEM106C	0.71	0.76	Downregulated genes
5718	PSMD12	0.71	1.1	Downregulated genes
23014	FBXO21	0.71	0.32	Downregulated genes
54855	FAM46C	0.71	0.95	Downregulated genes
7277	TUBA4A	0.71	0.81	Downregulated genes
3064	HD	0.71	0.94	Downregulated genes
10892	MALT1	0.72	0.62	Downregulated genes
1808	DPYSL2	0.72	1.05	Downregulated genes
51002	TPRKB	0.72	0.81	Downregulated genes
6734	SRPR	0.72	0.91	Downregulated genes
8243	SMC1A	0.72	0.84	Downregulated genes
51599	LSR	0.72	0.99	Downregulated genes
58526	MID1IP1	0.72	1.08	Downregulated genes
9020	MAP3K14	0.72	1.69	Downregulated genes
23650	TRIM29	0.72	0.71	Downregulated genes
166	AES	0.72	1	Downregulated genes
64170	CARD9	0.72	0.74	Downregulated genes
5311	PKD2	0.72	0.85	Downregulated genes
80757	TMEM121	0.72	0.62	Downregulated genes
8082	SSPN	0.72	0.98	Downregulated genes
56964	LOC56964	0.72	0.74	Downregulated genes
4118	MAL	0.72	2.53	Downregulated genes
54509	RHOF	0,72; 0,74	1,24; 1,17	Downregulated genes
2526	FUT4	0.72	1.34	Downregulated genes
6382	SDC1	0.72	1.09	Downregulated genes
1605	DAG1	0.72	1.04	Downregulated genes
10098	TSPAN5	0.72	0.72	Downregulated genes
80045	GPR157	0.72	0.73	Downregulated genes
440026	TMEM41B	0.72	1.5	Downregulated genes
6001	RGS10	0.72	0.89	Downregulated genes
4026	LPP	0.72	0.82	Downregulated genes
10174	SORBS3	0.72	0.93	Downregulated genes
51809	GALNT7	0.72	0.96	Downregulated genes
51181	DCXR	0.72	0.88	Downregulated genes
84951	TNS4	0.72	0.98	Downregulated genes
10263	CDK2AP2	0.72	0.54	Downregulated genes
80086	TUBA4B	0.72	0.9	Downregulated genes
23404	EXOSC2	0.72	0.56	Downregulated genes
403313	PPAPDC2	0.72	0.47	Downregulated genes
80228	TMEM142B	0.72	1.02	Downregulated genes
9289	GPR56	0.72	0.95	Downregulated genes
9397	NMT2	0.72	0.96	Downregulated genes
9575	CLOCK	0.73	1.09	Downregulated genes
9158	FIBP	0.73	0.42	Downregulated genes
23085	ERC1	0.73	0.89	Downregulated genes
1389	CREBL2	0.73	0.52	Downregulated genes
10762	NUP50	0.73	1.08	Downregulated genes
1152	CKB	0.73	1.35	Downregulated genes
64785	GINS3	0.73	0.87	Downregulated genes
23174	ZCCHC14	0.73	0.78	Downregulated genes
4084	MXD1	0.73	1.67	Downregulated genes
80346	REEP4	0.73	0.6	Downregulated genes
8462	KLF11	0.73	1.08	Downregulated genes
3613	IMPA2	0.73	0.62	Downregulated genes
9776	KIAA0652	0.73	0.92	Downregulated genes
5954	RCN1	0.73	1.08	Downregulated genes
84858	ZNF503	0.73	1.09	Downregulated genes
84057	MND1	0.73	0.47	Downregulated genes
1028	CDKN1C	0.73	1.17	Downregulated genes
8648	NCOA1	0.73	1.14	Downregulated genes
221823	PRPS1L1	0.73	0.92	Downregulated genes
254552	NUDT8	0.73	0.79	Downregulated genes
57695	USP37	0.73	0.66	Downregulated genes
754	PTTG1IP	0.73	1.02	Downregulated genes
59342	SCPEP1	0.73	1.35	Downregulated genes
23057	NMNAT2	0.73	0.71	Downregulated genes
23279	NUP160	0.73	0.87	Downregulated genes
5635	PRPSAP1	0.73	0.58	Downregulated genes
55771	PRR11	0.73	0.49	Downregulated genes
54940	OCIAD1	0.73	1.05	Downregulated genes
51188	SS18L2	0.73	0.95	Downregulated genes
55297	CCDC91	0.74	0.99	Downregulated genes
9684	LRRC14	0.74	0.84	Downregulated genes
80143	SIKE	0.74	1.07	Downregulated genes
66036	MTMR9	0.74	0.85	Downregulated genes
4775	NFATC3	0.74	0.94	Downregulated genes
219771	CCNY	0.74	0.8	Downregulated genes
26020	LRP10	0.74	0.88	Downregulated genes
3251	HPRT1	0.74	0.43	Downregulated genes
26271	FBXO5	0.74	0.88	Downregulated genes
3706	ITPKA	0.74	1.01	Downregulated genes
26985	AP3M1	0.74	1.42	Downregulated genes
861	RUNX1	0.74	0.93	Downregulated genes
23598	PATZ1	0.74	0.75	Downregulated genes
8408	ULK1	0.74	1.02	Downregulated genes
10618	TGOLN2	0.74	0.68	Downregulated genes
7351	UCP2	0.74	0.76	Downregulated genes
55280	CWF19L1	0.74	0.96	Downregulated genes
93185	IGSF8	0.74	0.87	Downregulated genes
51477	ISYNA1	0.74	0.82	Downregulated genes
195814	RDHE2	0.74	0.82	Downregulated genes
23762	OSBP2	0.74	0.92	Downregulated genes
10974	C10orf116	0.74	0.98	Downregulated genes
55367	LRDD	0.74	0.75	Downregulated genes
1894	ECT2	0.74	0.52	Downregulated genes
26298	EHF	0.74	1.08	Downregulated genes
7298	TYMS	0.75	0.55	Downregulated genes
9555	H2AFY	0.75	0.74	Downregulated genes
83442	SH3BGRL3	0.75	1.35	Downregulated genes
10212	DDX39	0.75	0.76	Downregulated genes
55809	TRERF1	0.76	0.94	Downregulated genes
