Probe ID	Gene Symbol	Description	CM/ES Fold change	CM/EB Fold change	FH/ES Fold change	FH/EB Fold change	AH/ES Fold change	AH/EB Fold change
1430358	CYP39A1	cytochrome P450, family 39, subfamily A, polypeptide 1	4.58	2.64	5.07	2.93	3.48	2.01
1400487	RNF103	ring finger protein 103	4.56	2.13	6.45	3.01	7.36	3.43
2690373	HCN4	hyperpolarization activated cyclic nucleotide-gated potassium channel 4	4.55	86.05	0.36	6.76	0.24	4.56
5700373	EXTL1	exostoses (multiple)-like 1	4.54	3.42	1.97	1.49	6.23	4.7
5720397	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1	4.54	39.15	1.41	12.14	1.25	10.77
2060192	EPHA2	EPH receptor A2	4.52	2.61	1.8	1.04	0.76	0.44
3850424	EVC	Ellis van Creveld syndrome	4.52	72.35	5.68	90.87	0.24	3.85
4200592	KLHDC8B	kelch domain containing 8B	4.51	2.64	2.87	1.67	2.87	1.67
610689	ASPH	aspartate beta-hydroxylase	4.51	3.73	3.71	3.07	4.54	3.76
5690156	COL18A1	collagen, type XVIII, alpha 1	4.51	3.97	2.63	2.31	0.05	0.04
160397	MBNL1	muscleblind-like (Drosophila)	4.51	3.55	6.13	4.83	12.04	9.5
2320010	IMPAD1	inositol monophosphatase domain containing 1	4.5	2.32	2.36	1.22	2.59	1.33
3390687	C10orf56	chromosome 10 open reading frame 56	4.5	2.27	4.61	2.33	3.29	1.66
3190309	KCTD1	potassium channel tetramerisation domain containing 1	4.49	4.6	1.07	1.1	0.4	0.41
870370	XPO4	exportin 4	4.47	6.53	1.9	2.78	1.26	1.85
7320136	PHF20L1	PHD finger protein 20-like 1	4.44	3.6	1.65	1.34	2.23	1.81
3890474	LRRC2	leucine rich repeat containing 2	4.43	4.43	5.07	5.07	153.16	153.16
730524	FAM71B	family with sequence similarity 71, member B	4.42	4.42	44.21	44.21	14.1	14.1
4890450	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)	4.42	2.45	5.51	3.05	3.1	1.72
1030128	SLA	soluble liver antigen/liver pancreas antigen	4.42	2.05	2.03	0.94	2.27	1.05
5720471	UFD1L	ubiquitin fusion degradation 1 like (yeast)	4.41	2.74	1.79	1.11	3.71	2.3
6580162	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	4.4	2.38	4.85	2.63	2.94	1.59
6370341	DSCR1	Down syndrome critical region gene 1	4.38	5.83	2.18	2.9	3.37	4.47
620403	CYB5R1	cytochrome b5 reductase 1	4.38	2.87	5.54	3.63	9.86	6.45
380100	ARL6IP5	ADP-ribosylation-like factor 6 interacting protein 5	4.38	2.49	1.82	1.04	2.99	1.7
2000598	FLJ12700	zinc finger family member 767	4.37	2.16	3.53	1.74	1.81	0.89
3290609	SYNPO2	synaptopodin 2	4.36	4.36	5.64	5.64	120.58	120.58
2260445	BAG3	BCL2-associated athanogene 3	4.33	3.61	4.93	4.12	5.93	4.95
5860367	MAP4	microtubule-associated protein 4	4.32	7.74	4.36	7.81	18.35	32.91
7560259	RASSF4	Ras association domain family 4 .	4.31	3.13	5.1	3.7	6.42	4.67
130039	GEM	GTP binding protein overexpressed in skeletal muscle	4.29	2.56	12.66	7.55	4.75	2.83
1030672	C9orf123	chromosome 9 open reading frame 123	4.29	2.67	2.97	1.85	2.33	1.45
1110575	ABLIM1	actin binding LIM protein 1	4.27	5.5	7.65	9.85	11.32	14.57
4480341	RGS9	regulator of G-protein signalling 9	4.26	92.54	0.05	1.03	0.02	0.37
940474	MGST3	microsomal glutathione S-transferase 3	4.26	4.68	3.16	3.48	4.53	4.98
6980392	TRIM29	tripartite motif-containing 29	4.25	4.83	6.27	7.11	3.94	4.47
540528	PDLIM7	PDZ and LIM domain 7 (enigma)	4.25	2.95	1.52	1.05	0.78	0.54
1690360	CPEB4	cytoplasmic polyadenylation element binding protein 4	4.23	5.07	6.29	7.54	9	10.78
1240014	SYNGR1	synaptogyrin 1	4.22	2.36	2.06	1.15	2.29	1.28
540307	EHD3	EH-domain containing 3	4.22	7.17	2.78	4.72	1.92	3.27
3310470	ATXN1	ataxin 1	4.22	2.4	6.06	3.44	4.24	2.41
1940370	LOC144983	heterogeneous nuclear ribonucleoprotein A1-like	4.21	4.21	14.31	14.31	1	1
6770711	REEP5	receptor accessory protein 5	4.21	2.81	2.72	1.82	6	4
2070682	ATP6V1G2	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	4.19	2.16	1.93	1	0.66	0.34
2340653	KIAA1370	KIAA1370	4.18	2.48	2.3	1.36	2.72	1.61
3310730	CALCOCO1	calcium binding and coiled-coil domain 1	4.17	2.19	6.84	3.58	7.55	3.96
4570279	RAB37	RAB37, member RAS oncogene family	4.16	3.68	1.31	1.16	0.1	0.09
7570446	FAM36A	family with sequence similarity 36, member A	4.16	2.5	3.27	1.97	3.54	2.13
3450484	MOCS2	molybdenum cofactor synthesis 2	4.16	2.15	2.04	1.05	4.7	2.43
1710138	ZNF154	zinc finger protein 154	.	4.15	2.69	1.47	0.95	0.88	0.57
3360112	FBXL7	F-box and leucine-rich repeat protein 7	4.15	2.77	7.37	4.92	1.83	1.22
2680647	GOLPH4	golgi phosphoprotein 4	4.14	2.8	1.49	1.01	1.45	0.98
6370593	ADORA1	adenosine A1 receptor	4.13	5.23	1.78	2.26	1.61	2.04
6550086	CTNNA3	catenin (cadherin-associated protein), alpha 3	4.13	43.72	4.04	42.73	0.3	3.13
1240445	TMPRSS3	transmembrane protease, serine 3	4.13	71.2	2.1	36.12	0.16	2.79
2450056	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	4.13	14.63	7.44	26.41	4.86	17.22
4230070	BTN2A1	butyrophilin, subfamily 2, member A1	4.12	2.43	1.69	1	1.55	0.92
4850341	CLCNKA	chloride channel Ka	4.11	2.77	3.41	2.3	0.53	0.36
1940154	SPTB	spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)	4.1	9.88	8.07	19.46	10.38	25.02
4730431	CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8	4.08	3.77	2.08	1.92	0.38	0.35
7000017	FLJ37464	hypothetical protein FLJ37464	4.08	2.21	2.56	1.39	1.21	0.65
510301	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	4.07	3.17	16.12	12.55	31.55	24.56
1770541	NKIRAS1	NFKB inhibitor interacting Ras-like 1	4.07	2.54	1.46	0.91	3.27	2.04
2510088	RANBP6	RAN binding protein 6	4.07	2.23	1.64	0.9	3.23	1.77
1170095	NFYB	nuclear transcription factor Y, beta	4.07	3.6	1.16	1.02	1.22	1.08
1030215	TRPC1	transient receptor potential cation channel, subfamily C, member 1	4.04	2.54	1.33	0.83	1.36	0.86
4850148	TCEAL1	transcription elongation factor A (SII)-like 1	4.04	2.26	1.79	1	2.47	1.38
2120286	SLC16A7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)	4.01	2.24	1.53	0.86	13.38	7.48
6660671	CDADC1	cytidine and dCMP deaminase domain containing 1	4.01	11.79	24.02	70.54	3.09	9.07
4780376	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	4.01	2.61	3.13	2.03	3.95	2.56
6520192	ACOT2	acyl-CoA thioesterase 2	4.01	3.91	7.26	7.07	12.99	12.66
4150161	CD58	CD58 molecule	4.01	3.5	1.98	1.73	3.92	3.42
2260431	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	4	4	1	1	27.95	27.95
1990136	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	4	6.1	6.36	9.71	11.22	17.14
7400047	KRT1B	keratin 77	3.99	2.45	19.13	11.73	0.44	0.27
4890682	CALD1	caldesmon 1	3.99	4.83	6.17	7.48	3.81	4.62
7650196	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	3.96	3.59	4.34	3.93	4.73	4.28
5360338	SDFR1	neuroplastin	3.96	4.11	1.48	1.54	1.97	2.04
2750091	SLC2A11	solute carrier family 2 (facilitated glucose transporter), member 11	3.96	2.83	2.85	2.04	3.22	2.3
450544	DUSP3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	3.96	3.14	3.99	3.17	6.78	5.38
3930541	ELMOD2	ELMO/CED-12 domain containing 2	3.95	3.23	0.79	0.65	0.85	0.7
4570575	SUSD1	sushi domain containing 1	3.93	3.55	1.86	1.68	0.93	0.84
5700068	CLCNKB	chloride channel Kb	3.93	4.14	2.9	3.05	0.3	0.32
5130360	CES2	carboxylesterase 2 (intestine, liver)	3.92	2.04	2.21	1.15	4.07	2.13
2370440	JUB	jub, ajuba homolog (Xenopus laevis)	3.92	2.64	1.85	1.25	0.92	0.62
50259	C14orf142	chromosome 14 open reading frame 142	3.92	2.65	1.44	0.97	2.96	2
60543	PSCD4	pleckstrin homology, Sec7 and coiled-coil domains 4	3.91	3.12	628.99	500.66	498.37	396.69
5560739	EIF2C4	eukaryotic translation initiation factor 2C, 4	3.89	3.99	2.89	2.96	3.17	3.25
3360110	FILIP1	filamin A interacting protein 1	3.89	6.69	2.35	4.04	1.03	1.76
6510687	B3GALT3	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	3.89	7.4	19.1	36.33	12.27	23.33
70484	PYGB	phosphorylase, glycogen; brain	3.88	5.07	4.15	5.42	4.67	6.11
2060288	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	3.88	2.83	1.35	0.99	1.19	0.87
4040053	C3orf60	chromosome 3 open reading frame 60	3.86	2.59	2.4	1.62	4.99	3.35
1690446	RHOC	ras homolog gene family, member C	3.85	2.15	3.07	1.71	2.33	1.3
1070537	PLEKHO1	pleckstrin homology domain containing, family O member 1	3.85	2.55	2.55	1.69	1.42	0.94
1850523	SLC31A2	solute carrier family 31 (copper transporters), member 2	3.84	2.01	2.09	1.09	5.79	3.03
2510358	MGC16943	exonuclease domain containing 1	3.84	66.65	0.21	3.69	0.07	1.22
2140047	MTCH2	mitochondrial carrier homolog 2 (C. elegans)	3.83	2.25	1.73	1.02	1.5	0.88
70554	STK38L	serine/threonine kinase 38 like	3.81	2.89	4.23	3.21	4.3	3.26
780010	TCP10L	t-complex 10 (mouse)-like	3.81	2.06	2.01	1.09	2.67	1.44
5090382	BCAP29	B-cell receptor-associated protein 29	3.8	2.11	3.23	1.79	5.54	3.08
6960452	NSUN3	NOL1/NOP2/Sun domain family, member 3	3.8	3.35	1.95	1.72	1.38	1.22
3890706	BAI2	brain-specific angiogenesis inhibitor 2	3.8	3.25	0.81	0.7	0.6	0.51
1770369	C1orf53	chromosome 1 open reading frame 53	3.78	2.05	0.9	0.48	4.7	2.54
2100612	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	3.78	2.74	16.53	11.99	11.56	8.38
1170497	PTPNS1	signal-regulatory protein alpha	3.78	4.58	2.62	3.18	1.1	1.33
4250167	RASL10B	RAS-like, family 10, member B	3.77	3.19	1.17	0.99	1.33	1.12
1110221	SELT	selenoprotein T	3.77	4.17	1.18	1.31	1.65	1.83
2900438	PHTF2	putative homeodomain transcription factor 2	3.77	2.22	2.27	1.34	2.28	1.35
3850678	LYL1	lymphoblastic leukemia derived sequence 1	3.76	3.1	28.37	23.36	12.21	10.06
2320239	KLHL2	kelch-like 2, Mayven (Drosophila)	3.76	5.24	0.88	1.23	0.73	1.02
10070	EMILIN2	elastin microfibril interfacer 2	3.76	3.42	5.1	4.64	1.83	1.66
630180	SYNJ1	synaptojanin 1	3.74	2.03	2.06	1.12	2.46	1.34
6220746	SIDT1	SID1 transmembrane family, member 1	3.73	2.5	55.76	37.27	15.29	10.22
1070020	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	3.72	3.46	2.58	2.4	4	3.72
150195	RIN2	Ras and Rab interactor 2	3.72	2.8	4.86	3.65	4.64	3.49
1740445	CYCS	cytochrome c, somatic	3.72	2.65	6.25	4.46	7.65	5.46
6130725	C5orf13	chromosome 5 open reading frame 13	3.71	2.79	3.23	2.43	0.37	0.28
2900048	PRKY	protein kinase, Y-linked	3.71	3.94	21.49	22.8	80.76	85.71
160215	LAMB2	laminin, beta 2 (laminin S)	3.7	2.42	6.01	3.93	7.24	4.73
1850184	GOLGA1	golgi autoantigen, golgin subfamily a, 1	3.7	2.18	2.83	1.67	3.36	1.98
7330092	TNK2	tyrosine kinase, non-receptor, 2	3.7	3.09	2.08	1.74	0.68	0.57
4040424	MYO18A	myosin XVIIIA	3.7	3.37	5.87	5.35	4.72	4.3
1410437	PDE4C	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)	3.69	56.2	1.02	15.56	0.07	1
4050008	TDRD6	tudor domain containing 6	3.69	2.1	3.67	2.09	6.8	3.87
5890139	PRNP	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	3.68	3.44	4.22	3.94	5	4.68
4250372	C1orf190	chromosome 1 open reading frame 190	3.68	6.1	3.07	5.09	2.89	4.8
4480114	GUCA1C	guanylate cyclase activator 1C	3.66	5.25	4.54	6.52	66.9	96.14
2190463	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis) 3.65	3.48	0.86	0.82	0.13	0.13
290307	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3	3.65	3.64	1.88	1.88	1.28	1.27
940056	TNIK	TRAF2 and NCK interacting kinase	3.63	2.63	4.14	2.99	4.1	2.96
1780520	Gcom1	GRINL1A combined protein	3.63	31.01	1.49	12.75	0.41	3.47
5290382	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3.62	3.63	10.27	10.31	6.63	6.65
1980148	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	3.62	2.02	3.26	1.82	1.6	0.89
3450370	MOSC2	MOCO sulphurase C-terminal domain containing 2	3.62	4.88	5.19	7	4.11	5.54
2650563	NDRG4	NDRG family member 4	3.62	2.64	17	12.4	29.2	21.29
5310347	KTN1	kinectin 1 (kinesin receptor)	3.61	2.46	1.12	0.76	2.92	1.99
6280431	C1orf183	chromosome 1 open reading frame 183	3.6	3.27	2.21	2.01	1.97	1.79
3800176	LOC51315	lysine-rich coiled-coil 1	3.6	2.12	1.57	0.92	2.95	1.74
7550025	SFRP1	secreted frizzled-related protein 1	3.6	4.02	2.41	2.69	1.43	1.6
2850220	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	3.59	5.74	2.62	4.18	1.03	1.65
5960682	FGF18	fibroblast growth factor 18	3.59	2.05	20.01	11.42	10.48	5.98
6520605	MGC17330	HGFL gene	3.58	2.76	4.18	3.23	5.92	4.57
2450243	SHB	Src homology 2 domain containing adaptor protein B	3.57	2.64	2.63	1.94	1.79	1.33
1450048	FLJ14346	hypothetical protein FLJ14346	3.56	4.88	0.23	0.31	3.92	5.38
5290563	NDUFC2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa	3.55	2.21	0.77	0.48	2.49	1.55
1340327	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	3.55	2.17	1.86	1.14	0.8	0.49
6620427	PEA15	phosphoprotein enriched in astrocytes 15	3.55	3.13	2.65	2.34	2.78	2.46
2480026	POLR3GL	polymerase (RNA) III (DNA directed) polypeptide G (32kD) like	3.54	2.43	2.84	1.95	4.48	3.08
2630553	NDFIP2	Nedd4 family interacting protein 2	3.54	2.45	1.79	1.24	2.15	1.49
1440470	TMEM106C	transmembrane protein 106C	3.54	2.46	1.7	1.19	1.26	0.88
3850477	GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	3.53	3.53	51.7	51.7	1	1
7650152	PIB5PA	phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A	3.51	5.89	1.03	1.73	3.15	5.28
2480095	MLYCD	malonyl-CoA decarboxylase	3.51	3.53	7.3	7.34	13.17	13.26
730341	FAHD1	fumarylacetoacetate hydrolase domain containing 1	3.5	2.55	1.78	1.3	1.93	1.4
20181	SBDS	Shwachman-Bodian-Diamond syndrome	3.5	2.68	2.03	1.55	5.36	4.1
6550246	SPRR1B	small proline-rich protein 1B (cornifin)	3.5	14.32	9.26	37.91	0.24	1
460341	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	3.5	3.35	0.1	0.1	0.11	0.11
3460356	LOC128977	hypothetical protein LOC128977	3.48	2.58	2.29	1.7	6.83	5.06
2260653	GAMT	guanidinoacetate N-methyltransferase	3.47	2.7	1.6	1.25	2.57	2
6040369	FLJ11155	transmembrane protein 144	3.46	3.66	1.08	1.14	3.55	3.75
3610482	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa .	3.46	2.4	1.86	1.29	1.95	1.35
380608	PRDM8	PR domain containing 8	3.45	5.91	35.82	61.28	3.53	6.03
1940543	EXOC6	exocyst complex component 6	3.45	2.02	2.66	1.56	3.15	1.84
7610097	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	3.45	2.93	4.19	3.57	1.91	1.63
6620592	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	3.45	25.39	10.11	74.46	12.91	95.11
6370121	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	3.43	2.78	1.33	1.08	0.88	0.71
4890047	FLJ10847	hypothetical protein FLJ10847	3.42	2.07	0.74	0.45	0.95	0.58
5390373	LAMA2	laminin, alpha 2 (merosin, congenital muscular dystrophy)	3.42	3.54	17.5	18.12	9.29	9.62
1410326	GLRX2	glutaredoxin 2	3.42	3.17	1.39	1.29	5.18	4.8
1300437	C6orf154	chromosome 6 open reading frame 154	3.41	3.84	8.36	9.4	0.12	0.13
650608	DCTN6	dynactin 6	3.41	2.17	1.45	0.92	2.49	1.59
4040296	STK39	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	3.4	3.84	1.87	2.11	1.03	1.16
5220753	TCTA	T-cell leukemia translocation altered gene	3.4	4.09	2.24	2.69	2.25	2.71
6100605	TMEM47	transmembrane protein 47	3.37	2.12	2.13	1.34	2.15	1.35
4850255	MEF2D	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)	3.36	2.39	4.94	3.51	4.96	3.53
1110477	RIC3	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	3.36	2.56	0.51	0.39	1.79	1.37
4640386	CST5	cystatin D	3.36	28.02	2.19	18.31	1.54	12.86
2630053	CSNK1E	casein kinase 1, epsilon	3.35	3.93	0.31	0.36	0.1	0.12
1450538	CCDC41	coiled-coil domain containing 41	3.34	2.52	2.08	1.57	1.17	0.88
6200204	GDF2	growth differentiation factor 2	3.33	4.52	1.5	2.04	1.52	2.06
4260433	CD36	CD36 molecule (thrombospondin receptor)	3.33	4.19	58.21	73.24	235.46	296.24
3290239	MGLL	monoglyceride lipase	3.33	3.33	27.81	27.81	330.8	330.8
4670138	DGCR6	DiGeorge syndrome critical region gene 6	3.33	3.8	1.15	1.31	1.62	1.84
7100349	HSPC268	hypothetical protein HSPC268	3.33	2.22	5.48	3.65	6.89	4.59
3460019	DAAM1	dishevelled associated activator of morphogenesis 1	3.33	2.05	2.7	1.66	2.1	1.3
3180139	ACACB	acetyl-Coenzyme A carboxylase beta	3.32	4.04	8.39	10.2	9.72	11.81
6960333	CYFIP2	cytoplasmic FMR1 interacting protein 2	3.32	3.27	1.81	1.78	0.72	0.7
3440730	PAQR6	progestin and adipoQ receptor family member VI	3.32	2.41	0.49	0.35	0.05	0.04
6250066	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	3.3	2.3	2.12	1.48	2.18	1.51
4050438	HCG27	HLA complex group 27	3.3	2.3	3.07	2.14	1.72	1.2
6380519	PNKD	paroxysmal nonkinesiogenic dyskinesia	3.3	3.22	2.39	2.33	2.26	2.2
70463	PAGE2B	P antigen family, member 2B	3.3	12.77	0.85	3.27	0.09	0.36
6100451	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	3.29	2.45	1.73	1.29	3.98	2.96
3420053	MGC35361	hypothetical protein MGC35361	3.29	3.49	1.83	1.94	3.56	3.77
6960243	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	3.29	6.39	4.45	8.63	0.49	0.95
2450368	GEM	GTP binding protein overexpressed in skeletal muscle	3.29	2.26	6.45	4.44	5.01	3.44
1710477	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	3.28	2.35	3.3	2.38	9.7	6.97
7150440	MGC31967	coiled-coil domain containing 107	3.27	2.75	1.68	1.41	3.27	2.75
6940372	DGCR6L	DiGeorge syndrome critical region gene 6-like	3.27	3.87	1.13	1.34	1.52	1.8
1990370	PACS1	phosphofurin acidic cluster sorting protein 1	3.27	2	2.43	1.49	1.76	1.08
1110553	OSBP2	oxysterol binding protein 2	3.26	3.21	3.69	3.62	2.3	2.26
3460097	SRI	sorcin	3.23	2.62	1.66	1.35	1.77	1.44
4150541	SLMAP	sarcolemma associated protein	3.23	4.55	3.23	4.55	6.35	8.95
3140066	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	3.23	3.9	1.01	1.22	0.14	0.17
7100113	MGC34774	ribosomal protein L13A-like	3.22	9.03	1.37	3.83	26.91	75.37
6650746	RNF14	ring finger protein 14	3.21	3.06	2.02	1.93	3.62	3.45
4150196	MLF1	myeloid leukemia factor 1	3.21	4.17	2.42	3.14	2.7	3.5
2470348	TM2D1	TM2 domain containing 1	3.21	2.15	1.51	1.01	2.09	1.41
1070403	GAS6	growth arrest-specific 6	3.21	2.28	5.25	3.74	6.21	4.42
5270564	MYOM3	myomesin family, member 3	3.21	11.46	180.66	645.94	2555.27	9136.12
4880278	DSCR1	Down syndrome critical region gene 1	3.2	5.13	2.31	3.7	1.49	2.38
1660653	SERTAD1	SERTA domain containing 1	3.19	2.7	2.25	1.9	2.17	1.84
3870739	VPS35	vacuolar protein sorting 35 (yeast)	3.19	2.04	1.69	1.08	1.17	0.75
3610180	TSPAN7	tetraspanin 7	3.19	3.19	2.13	2.13	2.19	2.19
2000390	PFTK1	PFTAIRE protein kinase 1	3.18	2.18	2.98	2.04	0.92	0.63
10019	C10orf114	chromosome 10 open reading frame 114	3.18	2.59	0.91	0.74	0.18	0.15
2570703	LOC400566	hypothetical gene supported by AK128660	3.16	3.49	2.41	2.66	1.32	1.46
460154	TP53I3	tumor protein p53 inducible protein 3	3.16	2.87	1.11	1	1.13	1.02
5360273	C1orf96	chromosome 1 open reading frame 96	3.15	2.94	0.34	0.31	0.17	0.16
870546	VPS45A	vacuolar protein sorting 45A (yeast)	3.15	2.83	1.76	1.58	2.26	2.03
730255	HAGH	hydroxyacylglutathione hydrolase	3.14	3.11	2.07	2.05	4.31	4.27
770064	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	3.12	2.7	1.81	1.57	2.61	2.26
3180653	QIL1	hypothetical protein P117	3.11	3.1	2.62	2.6	4.67	4.65
3460113	GNL3	guanine nucleotide binding protein-like 3 (nucleolar)	3.11	2.24	0.3	0.22	0.04	0.03
5570717	ATP5G3	ATP synthase, H+ transporting, mitochondrial F0 complex, subun 3.10	3.29	1.57	1.67	4.51	4.79
6650608	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	3.08	2.25	1.76	1.28	1.93	1.41
5820072	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	3.08	2.51	4.14	3.38	3.05	2.49
110243	FCHO2	FCH domain only 2	3.08	2.44	3.97	3.15	1.74	1.38
5570193	RBPMS	RNA binding protein with multiple splicing	3.07	3.76	4.61	5.64	1.8	2.2
1300066	ZDHHC2	zinc finger, DHHC-type containing 2	3.07	3.05	1.24	1.23	0.84	0.83
6840008	C9orf3	chromosome 9 open reading frame 3	3.07	2	4.4	2.87	10.17	6.63
5050209	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	3.07	2.53	4.3	3.55	9.33	7.7
2370025	RP13-15M17.2 hypothetical protein LOC199953	3.06	3.06	4.75	4.75	3.73	3.74
6400021	HSPB1	heat shock 27kDa protein 1	3.06	3.38	3.57	3.95	4.2	4.65
990435	TP53INP2	tumor protein p53 inducible nuclear protein 2	3.06	4.07	5.99	7.97	10.49	13.95
6900735	AD031	transmembrane protein 133	3.04	2.58	1.13	0.96	0.34	0.29
840050	GPX3	glutathione peroxidase 3 (plasma)	3.04	6.14	9.3	18.8	24.98	50.51
5310554	AGXT2L1	alanine-glyoxylate aminotransferase 2-like 1	3.02	10.62	0.02	0.09	44.52	156.79
6620382	MRRF	mitochondrial ribosome recycling factor	3.01	3.26	2.55	2.76	3.11	3.37
2690132	PDZD3	PDZ domain containing 3	3.01	9.5	5.13	16.21	0.08	0.25
6580039	C9orf7	chromosome 9 open reading frame 7	3.01	2.04	1.47	1	0.66	0.45
4290626	PAF1	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	3	2	2.14	1.43	1.86	1.24
2070520	ABHD7	abhydrolase domain containing 7	2.99	3.25	0.99	1.08	0.68	0.75
3840376	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	2.98	2.09	1.42	1	2.48	1.74
4590626	LCE1D	late cornified envelope 1D	2.98	2.29	4.64	3.58	6.59	5.08
4210273	CADPS2	Ca2+-dependent activator protein for secretion 2	2.98	5.7	2.37	4.53	1.51	2.89
6960465	MFN2	mitofusin 2	2.97	4.24	2.45	3.49	5.82	8.3
4220546	PTPRE	protein tyrosine phosphatase, receptor type, E	2.97	2.38	4.69	3.76	5.91	4.73
4830685	GM632	KIAA1196 protein	2.96	2.28	1.5	1.16	0.59	0.45
4540615	CTSB	cathepsin B	2.95	3.17	1.23	1.32	1.47	1.58
2100537	PAIP1	poly(A) binding protein interacting protein 1	2.95	18.78	3.84	24.47	0.04	0.24
6200019	CPEB2	cytoplasmic polyadenylation element binding protein 2	2.95	3.75	3.89	4.95	11.41	14.53
840348	ARHGAP1	Rho GTPase activating protein 1	2.94	4.5	2.01	3.08	1.58	2.43
5720647	ADAM19	ADAM metallopeptidase domain 19 (meltrin beta)	2.93	2.77	2.63	2.48	0.83	0.79
2000431	FAM48A	family with sequence similarity 48, member A	2.92	2.06	2.13	1.5	1.11	0.78
3830767	C9orf5	chromosome 9 open reading frame 5	2.92	2.01	1.56	1.07	2.61	1.8
3400019	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	2.91	2.67	1.36	1.24	2.5	2.29
4050291	LOC402682	similar to RIKEN cDNA 2700038N03	2.91	2.94	0.48	0.49	1.22	1.23
670360	AAK1	AP2 associated kinase 1	2.91	2.91	28.6	28.6	3	3
1500678	RNPC1	RNA binding motif protein 38	2.9	5.21	1.47	2.65	1.06	1.9
1110279	BTBD1	BTB (POZ) domain containing 1	2.9	3.35	1.51	1.75	3.74	4.32
1400634	GCK	glucokinase (hexokinase 4, maturity onset diabetes of the young 2)	2.89	10.73	4.45	16.51	0.03	0.11
4250446	MMP15	matrix metallopeptidase 15 (membrane-inserted)	2.89	5.38	1.48	2.75	1.28	2.38
4180431	C20orf29	chromosome 20 open reading frame 29	2.89	2.33	2.34	1.89	2.43	1.96
6980725	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial)	2.88	2.21	1.45	1.12	1.44	1.11
4150563	CAV3	caveolin 3	2.88	25.73	148.64	1327.73	85.32	762.09
110605	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	2.88	2.06	1.37	0.98	1.21	0.87
4290292	COQ6	coenzyme Q6 homolog, monooxygenase (S. cerevisiae)	2.87	3.68	1.95	2.5	4.07	5.22
