Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
216438_s_at	TMSB4X /// TMSL3	thymosin beta 4, X-linked /// thymosin-like 3	18737.7	22387.3	24066.2	21316.5	24608.6	15903.7	24415.2	21240.5	25096.3	11036.3	10381.3	9834.4
216442_x_at	FN1	fibronectin 1	37062.8	35839.7	37816.9	35983.5	31682.9	37989	39611.3	48820.8	45504.4	26268	30396.3	25655.2
216554_s_at	---	---	432.4	294.6	453.4	476	435.6	425.3	228.8	204	192.2	212.2	243.8	214.9
216570_x_at	LOC100131713 /// LOC283412 /// LOC284064 /// LOC391019 /// LOC643531 /// LOC647285 /// LOC728820 /// RPL29 /// RPL29P4	similar to ribosomal protein L29 /// hypothetical LOC283412 /// similar to ribosomal protein L29 /// similar to ribosomal protein L29 /// similar to ribosomal protein L29 /// similar to ribosomal protein L29 /// similar to ribosomal protein L29 /// ribosomal protein L29 /// ribosomal protein L29 pseudogene 4	3047	3211.5	3280.1	3338.1	3052.1	2681.5	2219.7	2180.9	2133.7	3181.8	3209.9	3129.4
216598_s_at	CCL2	chemokine (C-C motif) ligand 2	1978	2331	2714.7	2476.9	3066.9	2110.7	433.2	461.1	424.3	826.5	849.6	770.3
216693_x_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	415.7	295.9	410.8	202.4	344.6	337.2	550.5	502.7	514	165.9	148.3	173
216756_at	---	---	109.2	135.8	202.9	193	113.5	134.3	48.2	28.9	54.9	52.5	46.9	30.5
216782_at	---	---	27.6	102.7	33.4	57.3	50.6	107.6	14.7	10.6	9.3	105.5	113.6	135.2
216804_s_at	PDLIM5	PDZ and LIM domain 5	457.8	462.3	528.4	403.1	492.4	575.1	2255.9	1624.6	2192	770	874.4	959
216840_s_at	LAMA2	laminin, alpha 2	28.2	25.8	81.8	23.9	18.5	52	531.6	678	248.4	13.3	4.7	13
216841_s_at	SOD2	superoxide dismutase 2, mitochondrial	328.8	737.3	817.7	1081.3	1731.4	711.5	121.3	175.3	107	1267.9	1581.6	1646.7
216873_s_at	ATP8B2	ATPase, class I, type 8B, member 2	374.3	210.3	285.5	254.3	145.9	236	657.1	569.2	727.3	138.9	156.5	123.1
216900_s_at	CHRNA4	cholinergic receptor, nicotinic, alpha 4	10.7	8.8	9.8	9.2	6.7	8.4	12.5	10.9	8.4	3	3	4
216964_at	USP22	Ubiquitin specific peptidase 22, mRNA (cDNA clone IMAGE:3629270)	46.4	86.4	99.9	95.2	83.1	81.8	14.8	13.1	11.6	54	45.5	36.8
216975_x_at	NPAS1	neuronal PAS domain protein 1	163	33.7	238.8	248.4	52.2	145.8	252.5	520	433.5	4	9.1	3.6
217047_s_at	FAM13A1	family with sequence similarity 13, member A1	199.2	205.4	248.7	199.3	159	183.5	400.4	448.3	553.6	380.4	444.1	354.1
217140_s_at	LOC100133724 /// VDAC1	similar to Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM) /// voltage-dependent anion channel 1	2578.3	3269.7	2124	2878.4	2739.1	1803.3	1717.7	1614.6	1942.8	4349.7	4857.6	4819.1
217161_x_at	ACAN	aggrecan	31.4	132.2	123.9	14.7	57.2	95	4687.6	4582.8	3895.3	119.2	152.4	138.7
217165_x_at	MT1F	metallothionein 1F	7032.7	10789	4608.1	7026.1	5901.5	5130.3	1292.3	1600.7	1686.1	16821.7	15630.4	17055.4
217202_s_at	GLUL	glutamate-ammonia ligase (glutamine synthetase)	265.9	230	209.3	188.7	231.5	340.1	154.6	140	163.3	661.2	761.1	639
217203_at	GLUL	glutamate-ammonia ligase (glutamine synthetase)	134.4	45.5	131.9	18.4	11.8	24	86.4	91.9	81.8	21.6	14.4	20.6
217208_s_at	DLG1	discs, large homolog 1 (Drosophila)	274.1	1090.1	497.8	664	698.7	520.2	89.8	22.7	22	341.7	313.6	367.1
217217_at	IGH@ /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31 /// LOC100126583 /// LOC100134331 /// LOC642131 /// LOC652128 /// VSIG6	immunoglobulin heavy locus /// immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker) /// immunoglobulin heavy constant delta /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant gamma 4 (G4m marker) /// immunoglobulin heavy constant mu /// immunoglobulin heavy variable 4-31 /// hypothetical LOC100126583 /// similar to hCG1812074 /// similar to hCG1812074 /// similar to Ig heavy chain V-II region ARH-77 precursor /// V-set and immunoglobulin domain containing 6	16.9	23.5	11.1	20.4	14.5	19.2	51.1	54.6	30.5	4.2	6.2	6.3
217234_s_at	EZR	ezrin	574.8	882.3	715.1	736.9	855.9	1037.1	391.7	169.5	349.7	2386.5	2307.2	2431
217294_s_at	ENO1	enolase 1, (alpha)	11196.3	11406.2	10502.1	13269	11462.6	8953.2	8153.4	6214.2	7318.4	19777	16305.5	20901.9
217317_s_at	HERC2P2 /// HERC2P3 /// LOC440248	hect domain and RLD 2 pseudogene 2 /// hect domain and RLD 2 pseudogene 3 /// hect domain and RLD 2 pseudogene	631.3	420.6	547.3	716	724.2	723.5	275.6	343.7	319.5	474.7	522.4	505.7
217379_at	RPL10	ribosomal protein L10	1142.1	1457.9	1318	1624.1	1674.2	1327.5	954.5	861.2	1244.6	2278	2093.7	2010.2
217419_x_at	AGRN	agrin	1152.9	1537.8	1042.1	1409.1	1187.6	1531.5	221.7	239.8	322.2	824.9	796.4	605
217430_x_at	COL1A1	collagen, type I, alpha 1	377.9	219.2	185.3	185.8	86.3	337.6	10048.4	5657.6	6585.3	125.4	163.2	196.4
217466_x_at	RPS2	ribosomal protein S2	1429.6	1174.4	1305.6	1513.2	1223.5	1089	1743	1391.6	1090.9	3417.4	3270.5	3110.5
217476_at	NR1D1 /// THRA	nuclear receptor subfamily 1, group D, member 1 /// thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)	32.4	14.2	28.5	17.9	34.1	26.9	128.8	78.2	79.7	11.3	13.1	19
217516_x_at	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome	260	178.4	435.4	431.4	391.1	248.4	219.1	228.4	378.8	53.7	26.5	58.2
217678_at	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	201.6	93.5	214.1	137.2	280.2	220	1794.7	1467.9	1409.7	74	81.7	89.4
217681_at	WNT7B	wingless-type MMTV integration site family, member 7B	340.7	466.6	293.3	265.7	282.9	465.5	7.9	9.2	5.9	8.3	6.5	58.9
217731_s_at	ITM2B	integral membrane protein 2B	2770.2	4164.5	2372.1	5982.7	7433.8	5146.7	2635.4	2016	2216.9	9500.7	10063.4	10233.3
217732_s_at	ITM2B	integral membrane protein 2B	14330.6	14250.1	12661.2	19587.8	18144.2	16940.5	6636.7	6203.5	7411.9	21420.6	19521	18638.2
217739_s_at	NAMPT	nicotinamide phosphoribosyltransferase	783.3	1172.6	1397.7	1062	1479.8	1656.9	278.2	279.3	201.4	1332.5	1335	1395
217747_s_at	RPS9	ribosomal protein S9	16931	13222.6	11070.7	14243.9	14228.3	14870.9	4301.9	3648	4963.2	18286.6	14715.9	16227.9
217749_at	COPG	coatomer protein complex, subunit gamma	394.8	304.3	244.2	293	335.1	384.7	771.7	1148	1124.1	552.6	457.9	467.8
217750_s_at	UBE2Z	ubiquitin-conjugating enzyme E2Z	2406.7	2131.9	2306.7	1904.7	1491.5	2006.5	2076.9	1916.7	2003.3	1298.7	1261.3	1364.6
217751_at	GSTK1	glutathione S-transferase kappa 1	1748.7	1743.1	2420.9	1561.9	1889.6	2273.1	829.7	1018.1	1033.9	2220.1	2016.8	1965.2
217752_s_at	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	3823.4	5056.7	3282.8	4055.7	3460.4	2499.5	959.1	739.8	1159.3	7803.6	8708.6	9311.8
217755_at	HN1	hematological and neurological expressed 1	4158.8	3325.8	2975.2	2872	2630.9	3014.8	662.2	1082.3	1099.4	2472.2	2805.2	2586.7
217763_s_at	RAB31	RAB31, member RAS oncogene family	1491.6	1113.6	1649.2	1341.9	933	2246.5	2268	2879.8	2244	577.7	522.7	504.4
217764_s_at	RAB31	RAB31, member RAS oncogene family	1080.5	1149.1	1799.3	1597.1	1543	2211.1	2744.3	2484.3	2478.1	744.5	650.1	698.2
217766_s_at	TMEM50A	transmembrane protein 50A	2151.8	2693.2	2181.9	2176.5	2823	2989.2	3021	2811.3	2698.5	1245.2	1317.5	1266.3
217767_at	C3	complement component 3	1360.7	7415.1	3671.2	4420.1	11344	5615.1	505.3	436.1	508.3	10495.8	9495.5	10453.6
217768_at	C14orf166	chromosome 14 open reading frame 166	3170.2	4046	4022.6	4340.3	4512.7	5430.4	4825.3	5135.6	5183.5	2939.3	2908	3078.9
217786_at	PRMT5	protein arginine methyltransferase 5	1156.7	1040.6	1109.1	835.8	837.4	975	993.7	1093.3	913.8	1432.2	1584.2	1502.2
217788_s_at	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	1050.7	715	749.8	1046.5	860.6	831.1	1098.9	1446	863.6	2336.3	2349	2574.2
217791_s_at	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	1818.1	2010.1	2007.9	1565.5	1695.3	1907.2	1353.5	1315.8	1536.3	2433.7	2426.2	2236.9
217795_s_at	TMEM43	transmembrane protein 43	1058.8	1585.3	1497.7	1143.3	1316.3	1423	3163.8	2336	3012.5	1336.6	1381	1407.1
217799_x_at	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	3047.7	2299.3	2671.6	2483.5	1878.7	2994.4	620.8	364.9	674.9	2775.6	2715	2581.4
217802_s_at	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1	1615.4	1573.2	1723.1	1755.5	1612.2	2442.7	1027.7	926	868.9	1537.3	1869.9	1499.1
217803_at	GOLPH3	golgi phosphoprotein 3 (coat-protein)	1076.5	1637.8	1348.2	1471.2	1467.4	1224.6	1690.3	2239.2	2163.6	2520.4	2874.8	2933.4
217835_x_at	C20orf24	chromosome 20 open reading frame 24	4657.3	6580.4	5783.5	3998.5	5164.2	4544.7	4022.6	4267.2	3769.1	7101.6	7635.5	7455.7
217841_s_at	PPME1	protein phosphatase methylesterase 1	1595.5	1288.1	1467.3	1088.9	1592.9	1719.6	599.1	557.1	617.7	1404.4	1438.8	1287.4
217846_at	QARS	glutaminyl-tRNA synthetase	4357.4	3924.2	3793.3	4358	4462.6	3633.7	2481.7	2849.8	2583.4	4890.4	4712.6	5328.5
217860_at	LOC732160 /// NDUFA10	similar to NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa precursor /// NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	1368	976.4	1637.1	1218.1	1259	1291.8	664.2	756.2	701.2	1836.8	1793.9	2008.7
217861_s_at	PREB	prolactin regulatory element binding	639.7	583.3	606	532	538	586.6	773	791.3	687.4	497.5	406.7	428
217874_at	SUCLG1	succinate-CoA ligase, alpha subunit	1371.6	1444.8	1567.7	1560.9	1754.6	1461.9	1254.8	1321.3	1984.7	5153.3	5549.7	4923.4
217890_s_at	PARVA	parvin, alpha	908	818.3	488.2	761.1	644	758.4	1763	1850.5	1716.2	822.8	772.7	922.8
217892_s_at	LIMA1	LIM domain and actin binding 1	1870	2357.1	2188.9	1433	1652	1560	6485.7	7803.8	7574.5	331.9	498	403.2
217893_s_at	AKIRIN1	akirin 1	936.8	893.8	983.6	826	968.7	1138.1	1171.5	1036.1	950.6	519	584.2	517.3
217897_at	FXYD6	FXYD domain containing ion transport regulator 6	410.6	298.9	250.5	154.3	320.2	300.8	324.4	138.8	139.5	36.7	37.5	48.9
217901_at	DSG2	desmoglein 2	1478.1	2307.1	1838.4	3422.8	2232.4	1200.9	5.7	70.7	48.2	1208.8	1379.2	922.5
217904_s_at	BACE1	beta-site APP-cleaving enzyme 1	314.1	235.3	145.4	285.4	260.7	266.6	1355.8	1485.7	1343	338.4	335.9	404.4
217906_at	KLHDC2	kelch domain containing 2	952.7	911.1	979.8	1166.7	900.6	1295.1	1463.1	1241.2	1554.4	2840.4	2864.2	2356.8
217911_s_at	BAG3	BCL2-associated athanogene 3	1187.4	1606.8	1702.6	1352.8	1104.4	1080	1668	1514.3	1948.3	3412.2	3642.4	3991.3
217932_at	MRPS7	mitochondrial ribosomal protein S7	878.9	1162.4	917.5	949.5	1014.1	1055.2	600.6	646.7	466.2	1113.4	1117.4	1252.7
217933_s_at	LAP3	leucine aminopeptidase 3	538.3	907.3	1118.4	1136.4	1187.4	1062.6	709.8	684.9	673.4	2006.4	1838	1991.8
217954_s_at	PHF3	PHD finger protein 3	361.9	379.4	352.1	655.8	705.4	662.8	524.3	416.1	432	668.5	649.6	520.9
217963_s_at	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	10077.5	11611.6	10240.7	14474.2	11443.1	9805.9	6763.4	6933.9	8352.6	15273.4	15628.4	15039.2
217964_at	TTC19	tetratricopeptide repeat domain 19	1475.3	1794.5	1503.3	1599.1	1775.5	1496.9	699.9	812	643	1280.6	1313.2	1349.6
217966_s_at	FAM129A	family with sequence similarity 129, member A	1210.5	820.3	1602.6	1432	1573.6	2591.6	1326.6	899	1044.2	450.3	413	394.4
217977_at	SEPX1	selenoprotein X, 1	1372.9	1676.6	1482.5	1437.8	1097.2	1289.8	963.4	1188.9	1169.2	2923.1	3280.7	3093.3
217979_at	TSPAN13	tetraspanin 13	3051.8	4504.7	2191	2852.4	2762.9	3292.3	378.8	430.5	524.2	2752.3	2452.8	2216
217980_s_at	MRPL16	mitochondrial ribosomal protein L16	1021.3	785.7	818.3	940.9	681.5	703	822.1	905.1	1015.3	1538.5	1579.4	1512.7
217983_s_at	RNASET2	ribonuclease T2	9007.2	5680.2	1621.3	8923.7	6026.6	3415.2	691.6	856.2	484	15092.7	14913.6	14043.7
217984_at	RNASET2	ribonuclease T2	7763.3	4059.3	2060.2	5417.6	3895.1	2550.2	673.2	552.4	624.6	11534.5	11240.4	11791.9
217985_s_at	BAZ1A	bromodomain adjacent to zinc finger domain, 1A	381.8	347.7	243.5	510.8	456.6	484	185.1	99.5	127	210.8	267.9	327.1
217992_s_at	EFHD2	EF-hand domain family, member D2	730.1	794.7	887.3	438.4	444.5	561	372.8	211.2	365	295	286.7	276.8
217995_at	SQRDL	sulfide quinone reductase-like (yeast)	3685.6	4600.4	4440.3	3862.7	3474.5	3871.7	1494.8	1204.2	1174.7	2612.7	2519.4	2695.6
217996_at	PHLDA1	pleckstrin homology-like domain, family A, member 1	1453.6	2235.4	2079.8	2063.2	2442.6	2124.5	560.1	674.2	553	872.5	773.9	980.9
217999_s_at	PHLDA1	pleckstrin homology-like domain, family A, member 1	452.7	671.9	514.6	407.3	580.3	821.3	108.8	86.4	189	143.9	158.5	135.9
218024_at	BRP44L	brain protein 44-like	354.8	444.3	555.1	233.7	374.3	405.8	913.6	902.6	1269.2	728.5	813.8	864.5
218025_s_at	PECI	peroxisomal D3,D2-enoyl-CoA isomerase	2379.4	2982.3	3259.6	3180.2	2356.1	3466.6	1469.1	1113.2	1523.4	1586	1578.2	1459.1
218035_s_at	RBM47	RNA binding motif protein 47	942.6	808	1959	1551.8	1528	2136.2	95.5	13.9	159.5	3689.2	3719.8	3529.7
218041_x_at	SLC38A2	solute carrier family 38, member 2	2246.6	4069.2	4764	3983.5	5515.2	3636.8	14785.4	17795.2	14788	2612.4	2613.6	2688.4
218046_s_at	MRPS16	mitochondrial ribosomal protein S16	1429.6	1569.1	1287.8	1399.2	1216.8	1197.5	934.2	738.6	619.4	1640.4	1309.4	1590.3
218055_s_at	WDR41	WD repeat domain 41	370.2	541.5	702	364.8	499.1	517.8	1509.8	1281.7	1393.5	453.2	426.7	386.7
218066_at	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	768.7	1172.4	956.7	907.2	889.4	739.6	379.2	509.2	435	1140.4	1074.9	1079.8
218069_at	DCTPP1	dCTP pyrophosphatase 1	1146.8	1032.4	1514.9	1026.6	1073.4	1190.3	444.6	416.8	643.7	1125.1	1241.9	1137.9
218070_s_at	GMPPA	GDP-mannose pyrophosphorylase A	669.3	384	442.2	324	333.2	377	723.7	816.7	883.5	340	392.6	363.4
218091_at	AGFG1	ArfGAP with FG repeats 1	1084.4	655.8	862	765.6	721.1	912.1	457.4	419.3	343.9	879.5	978	990.7
218092_s_at	AGFG1	ArfGAP with FG repeats 1	891.5	825.1	990.6	914.2	903.3	965.5	645.9	618.9	683.1	1057.6	1039.4	1101.2
218097_s_at	CUEDC2	CUE domain containing 2	1860.7	1982.2	2726	2103.9	2501.7	1849.2	1223.3	1113.2	1185.9	3395.4	2938.1	3045.1
218102_at	DERA	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	1641.1	1335.1	1791.5	2234	1700.7	2009.7	628.3	754.1	844.3	2977.8	3967.2	4201.1
218105_s_at	MRPL4	mitochondrial ribosomal protein L4	797.6	688	793.7	718.9	545.7	697.6	314.3	328.7	467.2	731.5	731	690.4
218108_at	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	364.8	274.4	281.4	467.7	395.2	485.6	673.8	721.5	651.3	534.3	482.1	464.1
218124_at	RETSAT	retinol saturase (all-trans-retinol 13,14-reductase)	474.1	512.1	577	463.4	502.4	686.2	364.5	311	353.4	712.5	664.1	673.3
218127_at	NFYB	nuclear transcription factor Y, beta	229.8	351.9	304.7	262.5	268.1	205.7	678.2	726.2	782.3	299.9	293.4	281.2
218132_s_at	TSEN34	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	1968	1961.2	1714.1	1680.4	1752	1625	792.3	619.9	942.6	1733.4	1642.7	1414
218146_at	GLT8D1	glycosyltransferase 8 domain containing 1	1232.9	1215.9	1151.5	1385.4	1289.5	1476.4	2470.8	2192	2604.9	1453.3	1312.1	1436.3
218160_at	NDUFA8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	1178.4	1104.1	726.8	681.1	845.5	701.1	1620.1	1511.8	1746.1	2583.9	2384.7	2475.4
218162_at	OLFML3	olfactomedin-like 3	30.5	10	21.4	12.3	138.8	23.1	7043.6	6405.4	5334.2	187.3	129.5	158.7
218170_at	ISOC1	isochorismatase domain containing 1	255.6	258.3	320.7	385	433	371.8	200.1	159.5	100.2	441.5	580.9	556.8
218180_s_at	EPS8L2	EPS8-like 2	2047.9	1427.4	1764.3	1433.5	1197	1639.3	23.7	152.6	162	1801	1812.1	1766.4
218190_s_at	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD)	6056.1	5906.8	4791.3	6157.9	5035.8	5926	2932.6	3066	3714.9	8596.7	9660.6	9035.2
218192_at	IP6K2	inositol hexakisphosphate kinase 2	1153.3	702	1157.6	845.2	863.2	801.5	475.7	405.9	371.5	511.4	620.6	547.3
218211_s_at	MLPH	melanophilin	1348.6	1245.5	1101	1386.4	1559.7	1294.4	205.2	279.8	298.7	1059.9	944.6	1196.2
218223_s_at	PLEKHO1	pleckstrin homology domain containing, family O member 1	350.9	260.5	179.6	197.6	246.4	221.5	312.1	570.5	433.7	63.9	83.4	64.3
218226_s_at	LOC727762 /// NDUFB4	similar to NADH:ubiquinone oxidoreductase B15 subunit /// NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa	7493.3	8373.3	6705.4	8286.4	7148.8	7719.1	4392.7	4963.6	4697.8	10155.4	10643.9	10544.2
218229_s_at	POGK	pogo transposable element with KRAB domain	1097.6	982.8	1303	868.4	1120.6	1034.2	632.1	652.5	578.8	721.7	671.7	663.9
218240_at	NKIRAS2	NFKB inhibitor interacting Ras-like 2	666.4	469.4	521.4	434.5	445.6	505.4	638.8	618.6	663.2	277.6	289.2	300.2
218248_at	FAM111A	family with sequence similarity 111, member A	920.8	469.7	416.5	636.5	631.7	598.1	1066.7	892.9	755.6	239.9	193.8	265.8
218252_at	CKAP2	cytoskeleton associated protein 2	781.4	675	743.7	953.3	802.6	761.1	848.9	855.4	606.7	427.6	313.5	341.6
218261_at	AP1M2	adaptor-related protein complex 1, mu 2 subunit	823.2	261.9	433.3	747.2	443.1	868	24.9	49.8	21	724.4	758	611.4
218284_at	SMAD3	SMAD family member 3	908	1298.7	1104.5	950.1	766.2	697.5	1358.6	1062.8	1038.8	388	418.8	400.3
218285_s_at	BDH2	3-hydroxybutyrate dehydrogenase, type 2	1370.8	1605.5	2031.1	2877.8	2563.4	2561.6	1029.4	942.1	1031.1	2960.9	2955.8	3054.1
218298_s_at	C14orf159	chromosome 14 open reading frame 159	1036.2	663.9	810.1	758	696.9	1159.3	298.5	229.9	266.1	1008.6	1013.2	920
218309_at	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1	1031.9	1093.9	453.1	1021.1	827.4	507.7	16	78.8	100.3	1982.5	2085.5	2049.3
218312_s_at	ZSCAN18	zinc finger and SCAN domain containing 18	705.1	630.9	588	578.2	451.7	543.2	754.9	854.8	736.2	435.5	409.6	394.1
218313_s_at	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	2338.4	3625.2	2969.4	3036.8	3328.4	2607.9	506.6	697.3	368.6	1363.2	1645.9	1607.4
218342_s_at	ERMP1	endoplasmic reticulum metallopeptidase 1	712.5	512.2	789.6	520.2	850.3	620.4	44.2	46.6	29.2	468.3	620.6	603.4
218349_s_at	ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)	480.2	330.6	464.1	420.5	316.2	492.6	601.7	699.2	588.9	197.3	181.8	219.2
218358_at	CRELD2	cysteine-rich with EGF-like domains 2	999.4	987.1	942.9	1025.7	978.9	901.3	2881.5	3279.1	3757.7	1297.7	1309.6	1412.6
218370_s_at	S100PBP	S100P binding protein	217.2	191	150.4	382.3	285.2	366.6	452.4	527.2	486.2	301.6	322.2	336.2
218375_at	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	1499.4	1258.3	1179.1	1381.1	1596.5	1458.7	638.9	779.6	585.6	988	806.2	771.1
218380_at	NLRP1	NLR family, pyrin domain containing 1	101.9	168.9	221.8	139.5	167.3	224	506	600.2	593.9	154	122.9	127.4
218384_at	CARHSP1	calcium regulated heat stable protein 1, 24kDa	2070.5	1048.2	1116	1712.7	1343.9	1545.6	323.8	198.5	160	4514.8	4481.8	4309.8
218388_at	PGLS	6-phosphogluconolactonase	1030.1	1154.4	1124.1	1201.7	1090	1105.7	1000.4	1045	1086.3	1342.5	1409.3	1519.5
218401_s_at	ZNF281	zinc finger protein 281	258.3	202.7	272.8	235	227.4	203.7	441.6	588.6	524.2	232.4	238.1	205.1
218438_s_at	MED28	mediator complex subunit 28	392.5	575.7	494	459.1	460.4	457.1	361	295.3	341.2	605.3	633.6	630.6
218451_at	CDCP1	CUB domain containing protein 1	2090.7	2780.6	1829.2	2136	2105.7	1431.9	23.7	130	118	480.2	426.6	539.1
218469_at	GREM1	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	214.1	638.3	915.3	309.5	315	539.3	61.5	55.5	98.3	29.7	14	21.2
218483_s_at	C11orf60	chromosome 11 open reading frame 60	331.7	339.7	405.4	389.5	441.9	433.1	660.2	590.9	558	380.1	332.3	362.4
218499_at		serine/threonine protein kinase MST4	392.6	365.3	413.6	489.5	303.9	401.6	254.1	193.3	232.6	589.5	646.7	666.3
218510_x_at	FAM134B	family with sequence similarity 134, member B	603.7	1813.5	1396.9	998.9	1592.4	1485.4	16.6	17.2	83.3	655.6	665.4	563.3
218517_at	PHF17	PHD finger protein 17	1388	579.6	830.6	1228.1	900.1	1061	321	292	291.7	1552.6	1538.4	1569.5
218518_at	FAM13B1	family with sequence similarity 13, member B1	403.3	254.3	308.8	351.7	410.2	301.4	1155.5	887.8	931.6	218.3	247.5	298.3
218541_s_at	C8orf4	chromosome 8 open reading frame 4	227.3	404.1	420.2	287.3	414.9	403.9	2.9	5.7	37.6	452.9	330.6	547.6
218543_s_at	PARP12	poly (ADP-ribose) polymerase family, member 12	1092.3	676.8	503.7	826.6	592.4	557	243.8	213.8	208.2	407.3	369.6	374.5
218559_s_at	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	16.8	18.7	30	22.5	86	80.2	137.3	119.9	346.5	4.3	6.2	4.3
218563_at	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	2108.7	2374.8	2139.3	2302.4	1968.7	1593	1604.2	1727	1778.7	3401.4	2820.7	3109.9
218567_x_at	DPP3	dipeptidyl-peptidase 3	814.8	955.1	990.1	1039.5	1137.4	837.2	540.1	379.1	364.8	1036.5	1110.6	928.6
218577_at	LRRC40	leucine rich repeat containing 40	624.8	804.9	744.8	871.4	1082.1	948.4	405.5	491.3	454	1043.3	1421.8	1217.1
218582_at	5-Mar	membrane-associated ring finger (C3HC4) 5	914.5	785.5	677.4	934.3	805.8	733	493	497	466.4	974.7	1236.1	1222.6
218585_s_at	DTL	denticleless homolog (Drosophila)	220.5	125.5	162	208	175.8	146.1	497.7	524.3	452.3	178	219.2	219.7
218586_at	C20orf20	chromosome 20 open reading frame 20	233.5	272.3	243.6	204.2	227.5	284.2	395.4	340.9	437.1	182.5	181.6	176.3
218589_at	P2RY5	purinergic receptor P2Y, G-protein coupled, 5	108.7	92.7	178.8	167.1	179.9	216.2	227.6	285.3	259.2	1285.4	1150.5	723.8
218597_s_at	CISD1	CDGSH iron sulfur domain 1	928	962.3	708.8	745.5	845.2	1015.3	540	560.9	450.2	2673.8	2306.4	2726.4
218607_s_at	SDAD1	SDA1 domain containing 1	535.7	356	396.7	454.7	502	396.5	367.3	376.1	371.3	189.9	236.1	236.8
218613_at	PSD3	pleckstrin and Sec7 domain containing 3	474	638.1	753.9	788.7	798.4	838.3	320.8	313.5	399.9	537.4	544.8	569
218631_at	AVPI1	arginine vasopressin-induced 1	808.4	464	418.5	586.3	516.8	713.4	1412.8	1432.9	1425.2	405.2	530.4	465.1
218644_at	PLEK2	pleckstrin 2	1890.2	1221.9	1194.9	1775.8	783.9	1088.7	86.8	181.6	28	510.8	595.3	624.3
218648_at	CRTC3	CREB regulated transcription coactivator 3	1109.3	871.2	976.2	668.8	828.9	796.1	1760.3	1620.6	1543.9	943.6	936.9	1049.4
218656_s_at	LHFP	lipoma HMGIC fusion partner	339.3	514.7	459.3	484.8	497.6	349.6	2096.9	1851.4	1904.4	134	170.3	173.1
218658_s_at	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	183.6	228.9	128	200.3	241.3	226.2	68.7	56.8	77	224.8	180.4	167.2
218660_at	DYSF	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	3680.4	2473.4	3024.5	1721.7	2093	3056.9	408.2	321.5	457	821.3	791.7	894.2
218661_at	NAT15	N-acetyltransferase 15 (GCN5-related, putative)	432.3	393.5	378.1	394.2	368.1	357.8	326.7	306.7	284.5	285.9	273.8	280.9
218662_s_at	NCAPG	non-SMC condensin I complex, subunit G	156.9	114.8	382.5	191.7	218.6	223.7	794	844.3	597.9	94.5	95.9	124.9
218669_at	RAP2C	RAP2C, member of RAS oncogene family	395.9	484.7	411.6	474.1	439.6	499.1	693	746.8	860.5	464	530.5	452.4
