Genbank ID	Gene Title	Gene symbol	5 h FC ± SEM	8 d FC ± SEM	1.5 mos FC ± SEM	6 mos FC ± SEM	Gene sequence
BF730263	Expressed sequence AI987944	AW146154	-2.1 ± 0.4	N.C.	N.C.	N.C.	841
BF730353	expressed sequence AL118268	AL118268	-1.8 ± 0.4	N.C.	N.C.	N.C.	842
BG064117	heterogeneous nuclear ribonucleoprotein A2/B1	Hnrpa2b1	-1.9 ± 0.4	N.C.	N.C.	N.C.	844
BG064470	BAI1-associated protein 1	Baiap1	-2.0 ± 0.4	N.C.	N.C.	N.C.	845
BG064532	RIKEN cDNA A930007B11 gene	A930007B11Rik	-2.2 ± 0.5	N.C.	N.C.	N.C.	846
BG065785	DNA segment, Chr 17, ERATO Doi 141, expressed	D17Ertd141e	-1.8 ± 0.4	N.C.	N.C.	N.C.	847
BG066441	expressed sequence C80889	C80889	-1.8 ± 0.4	N.C.	N.C.	N.C.	848
BG067299	expressed sequence C85843	C85843	-4.1 ± 0.4	N.C.	N.C.	N.C.	849
BG068103	expressed sequence AU041783	AU041783	-1.9 ± 0.4	N.C.	N.C.	N.C.	850
BG068259	centromere protein J	Cenpj	-2.6 ± 0.4	N.C.	N.C.	N.C.	851
BG068705	hypothetical LOC553091	LOC553091	N.C.	N.C.	-1.7 ± 0.5	N.C.	852
BG069331	cDNA sequence BC043476	BC043476	-3.7 ± 0.4	N.C.	N.C.	N.C.	853
BG069377	RNA binding protein gene with multiple splicing	Rbpms	-1.8 ± 0.4	N.C.	N.C.	N.C.	854
BG069663	hypothetical protein 6430570G24	6430570G24	-2.5 ± 0.4	N.C.	N.C.	N.C.	856
BG069750	5,10-methylenetetrahydrofolate reductase	Mthfr	-1.5 ± 0.4	N.C.	N.C.	N.C.	857
BG069816	RIKEN cDNA 9530010C24 gene	9530010C24Rik	-5.3 ± 0.5	N.C.	N.C.	N.C.	858
BG069874	expressed sequence AU021025	AU021025	-2.0 ± 0.4	N.C.	N.C.	-1.5 ± 0.4	859
BG069877	expressed sequence AU021034	AU021034	-2.5 ± 0.4	N.C.	N.C.	N.C.	860
BG070025	DNA segment, Chr 13, ERATO Doi 787, expressed	D13Ertd787e	-2.1 ± 0.5	N.C.	-2.0 ± 0.5	N.C.	861
BG070233	expressed sequence AU015263	AU015263	-1.9 ± 0.4	N.C.	N.C.	N.C.	862
BG070250	RIKEN cDNA 5430414B12 gene	5430414B12Rik	-3.2 ± 0.4	N.C.	N.C.	N.C.	863
BG070835	RIKEN cDNA 6330503K22 gene	6330503K22Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	864
BG071655	Expressed sequence BB001228	BB001228	-4.4 ± 0.4	N.C.	N.C.	N.C.	865
BG072059	RIKEN cDNA 2610036A22 gene	2610036A22Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	867
BG072783	similar to Piwi/Argonaute family protain meIF2C1	LOC433829	-2.3 ± 0.3	N.C.	N.C.	N.C.	868
BG072903	C-terminal binding protein 2	Ctbp2	-1.9 ± 0.4	N.C.	N.C.	N.C.	870
BG073155	RIKEN cDNA 9030625G08 gene	9030625G08Rik	-4.3 ± 0.4	N.C.	N.C.	N.C.	871
BG073505	RIKEN cDNA 2410187C16 gene	2410187C16Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	873
BG073522	Tuberous sclerosis 1	Tsc1	-1.5 ± 0.4	N.C.	N.C.	N.C.	874
BG074367	exocyst complex component 8	Exoc8	-1.6 ± 0.4	N.C.	N.C.	N.C.	875
BG074373	RIKEN cDNA 9530014D17 gene	9530014D17Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	876
BG075305	RIKEN cDNA E230015L20 gene	E230015L20Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	877
BG075315	RIKEN cDNA A930016P21 gene	A930016P21Rik	-17.8 ± 0.6	N.C.	N.C.	N.C.	878
BG075356	RIKEN cDNA 1700047N06 gene	BC055915	-1.7 ± 0.4	N.C.	N.C.	N.C.	879
BG075755	RIKEN cDNA C230098O21 gene	C230098O21Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	880
BG075874	RIKEN cDNA D130067P18 gene	Evl	-3.5 ± 0.6	N.C.	N.C.	N.C.	882
BG076284	XPMC2 prevents mitotic catastrophe 2 homolog (Xenopus laevis)	Xpmc2h	-1.5 ± 0.4	N.C.	N.C.	N.C.	883
BG085035	RIKEN cDNA D730048J04 gene	D730048J04Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	885
BG245414	RIKEN cDNA 6030470M02 gene	6030470M02Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	887
BG294856	RIKEN cDNA 5330401P04 gene	5330401P04Rik	-2.3 ± 0.5	N.C.	N.C.	N.C.	888
BG296454	RIKEN cDNA 9130004C02 gene	9130004C02Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	889
BG793501	suppressor of variegation 4-20 homolog 1 (Drosophila)	Suv420h1	-2.5 ± 0.4	N.C.	N.C.	N.C.	892
BG798172	RIKEN cDNA 2810433D01 gene	2810433D01Rik	N.C.	N.C.	-1.6 ± 0.4	N.C.	893
BG975168	RIKEN cDNA 1810063B05 gene	1810063B05Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	894
BG976607	RIKEN cDNA E430003D02 gene	E430003D02Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	895
BI076710	RIKEN cDNA 9630010G10 gene	9630010G10Rik	-2.0 ± 0.4	N.C.	-1.5 ± 0.4	N.C.	896
BI111848	RIKEN cDNA A130092J06 gene	A130092J06Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	897
BI151331	expressed sequence AU020206	AU020206	-2.2 ± 0.4	N.C.	N.C.	-1.5 ± 0.4	898
BI157086	RIKEN cDNA 2010111I01 gene	2010111I01Rik	N.C.	-1.7 ± 0.4	-1.5 ± 0.4	N.C.	899
BI409701	RIKEN cDNA 2610027C15 gene	2610027C15Rik	-2.4 ± 0.3	N.C.	N.C.	N.C.	900
BI454991	RIKEN cDNA 4933439C20 gene	4933439C20Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	901
BI465650	Exostoses (multiple) 1	Ext1	-1.7 ± 0.4	N.C.	N.C.	N.C.	902
BI525082	cDNA sequence BC023296	BC023296	-1.5 ± 0.3	N.C.	N.C.	N.C.	903
BI648411	additional sex combs like 1 (Drosophila)	Asxl1	-2.2 ± 0.4	N.C.	N.C.	N.C.	904
BI660933	NudC domain containing 1	Nudcd1	-1.8 ± 0.4	-2.5 ± 0.4	N.C.	N.C.	905
BI687652	RIKEN cDNA E030026I10 gene	E030026I10Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	906
BI692075	similar to hypothetical protein FLJ38281	LOC234413	-1.7 ± 0.4	N.C.	N.C.	N.C.	907
BI900109	transmembrane protein 39b	Tmem39b	-1.5 ± 0.3	N.C.	N.C.	N.C.	909
BM116591	tetratricopeptide repeat domain 3	Ttc3	-3.2 ± 0.4	N.C.	N.C.	N.C.	910
BM116882	RIKEN cDNA D430019H16 gene	D430019H16Rik	-3.1 ± 0.4	N.C.	-1.5 ± 0.4	-1.6 ± 0.4	911
BM117918	dystrobrevin alpha	Dtna	-1.6 ± 0.4	N.C.	N.C.	N.C.	912
BM118162	RIKEN cDNA 3732412D22 gene	3732412D22Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	913
BM118654	RIKEN cDNA 4930432O21 gene	4930432O21Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	914
BM118752	transmembrane protein 18	Tmem18	-2.1 ± 0.4	N.C.	N.C.	N.C.	915
BM119042	Neurocalcin delta	Ncald	-2.2 ± 0.4	N.C.	-1.6 ± 0.4	N.C.	916
BM119247	tripartite motif protein 37	Trim37	-1.7 ± 0.4	N.C.	N.C.	N.C.	917
BM119287	ribosomal protein S24	Rps24	-2.2 ± 0.4	-1.7 ± 0.4	N.C.	N.C.	918
BM119343	RIKEN cDNA E430012K20 gene	E430012K20Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	919
BM119522	plexin B1	Plxnb1	-1.6 ± 0.4	N.C.	N.C.	N.C.	920
BM119567	RIKEN cDNA A730054J21 gene	A730054J21Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	921
BM119756	Single-stranded DNA binding protein 3	Ssbp3	-2.2 ± 0.4	-2.0 ± 0.4	N.C.	N.C.	922
BM119957	trinucleotide repeat containing 9	Tnrc9	-2.1 ± 0.4	N.C.	N.C.	N.C.	923
BM120593	RIKEN cDNA B230337E12 gene	B230337E12Rik	-1.9 ± 0.4	N.C.	-1.5 ± 0.4	N.C.	924
BM120737	RIKEN cDNA 1110064P04 gene	1110064P04Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	925
BM195384	LOC432607	LOC432607	-2.1 ± 0.4	N.C.	N.C.	N.C.	926
BM196755	Splicing factor, arginine/serine-rich 15	Sfrs15	-1.7 ± 0.4	N.C.	N.C.	N.C.	927
BM196783	RIKEN cDNA 2900024P20 gene	2900024P20Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	928
BM198314	KDEL (Lys-Asp-Glu-Leu) containing 1	Kdelc1	-1.7 ± 0.4	N.C.	N.C.	N.C.	931
BM200803	RIKEN cDNA C330023M02 gene	C330023M02Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	932
BM200963	RIKEN cDNA 6330403M23 gene	6330403M23Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	933
BM207673	sorting nexin family member 27	Snx27	-1.9 ± 0.4	N.C.	N.C.	N.C.	936
BM208085	Pleckstrin homology domain containing, family G (with RhoGef domain) member 3	Plekhg3	-1.5 ± 0.4	N.C.	N.C.	N.C.	937
BM209908	DNA segment, Chr 14, Abbott 1 expressed	D14Abb1e	-2.0 ± 0.4	N.C.	N.C.	N.C.	938
BM211413	topoisomerase (DNA) II alpha	Top2a	N.C.	N.C.	N.C.	-1.5 ± 0.4	940
BM218328	CDNA sequence D10627	D10627	-1.7 ± 0.4	N.C.	N.C.	N.C.	941
BM220232	expressed sequence AI196514	AI196514	-2.2 ± 0.4	N.C.	N.C.	N.C.	942
BM220421	RIKEN cDNA 2610203C20 gene	2610203C20Rik	-2.6 ± 0.4	N.C.	N.C.	N.C.	943
BM220702	RIKEN cDNA 9430028L06 gene	9430028L06Rik	N.C.	N.C.	-1.9 ± 0.4	-1.7 ± 0.4	944
BM222853	WD repeat and FYVE domain containing 4	Wdfy4	N.C.	N.C.	-1.5 ± 0.3	N.C.	947
BM237732	APG4 (ATG4) autophagy-related homolog A (S. cerevisiae)	Apg4a	-1.5 ± 0.4	N.C.	N.C.	N.C.	951
BM238086	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (St6galnac3), mRNA	Siat7c	N.C.	N.C.	-1.6 ± 0.4	N.C.	952
BM239067	RIKEN cDNA 6330500D04 gene (6330500D04Rik), mRNA	6330500D04Rik	N.C.	N.C.	-2.3 ± 0.4	N.C.	953
BM239436	RIKEN cDNA A130071D04 gene	A130071D04Rik	N.C.	N.C.	-2.4 ± 0.4	N.C.	954
BM241008	expressed sequence AI447904	AI447904	-2.6 ± 0.4	N.C.	-2.5 ± 0.4	-1.9 ± 0.4	956
BM242273	RIKEN cDNA B930008K04 gene	B930008K04Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	957
BM244352	expressed sequence C78212	C78212	-1.5 ± 0.4	N.C.	N.C.	N.C.	960
BM246462	cDNA sequence AB124611	AB124611	N.C.	N.C.	-2.2 ± 0.4	N.C.	962
BM247469	RIKEN cDNA 2610101N10 gene	2610101N10Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	964
BM248225	RIKEN cDNA 6430706D22 gene	6430706D22Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	966
BM729431	expressed sequence BF642829	BF642829	-1.5 ± 0.4	-1.6 ± 0.4	N.C.	N.C.	970
BM898964	expressed sequence C85492	C85492	-1.7 ± 0.4	N.C.	N.C.	N.C.	971
BM933144	cDNA sequence BC046404	BC046404	-2.7 ± 0.4	N.C.	N.C.	-1.5 ± 0.4	972
BM945177	Nuclear receptor-binding SET-domain protein 1	Nsd1	-1.5 ± 0.4	N.C.	N.C.	N.C.	975
BM951910	slingshot homolog 1 (Drosophila)	Ssh1	-1.5 ± 0.4	N.C.	N.C.	N.C.	976
BM952039	expressed sequence AA408420	AA408420	-1.7 ± 0.4	N.C.	N.C.	N.C.	977
BQ030854	Dipeptidylpeptidase 4	Dpp4	-1.5 ± 0.4	N.C.	N.C.	N.C.	978
BQ031098	WD repeat and FYVE domain containing 1	Wdfy1	-1.6 ± 0.4	N.C.	N.C.	N.C.	979
BQ031896	RIKEN cDNA 9130023D20 gene	9130023D20Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	980
BQ032733	RIKEN cDNA 4933409L06 gene	4933409L06Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	981
BQ174267	ribosomal protein S6 kinase, polypeptide 5	Rps6ka5	-1.6 ± 0.4	N.C.	N.C.	N.C.	983
BQ174391	DNA segment, Chr 3, ERATO Doi 789, expressed	D3Ertd789e	-1.9 ± 0.4	N.C.	N.C.	N.C.	984
BQ174632	AE binding protein 2	Aebp2	-1.5 ± 0.3	N.C.	N.C.	N.C.	985
BQ174721	SERTA domain containing 4	Sertad4	-1.6 ± 0.4	N.C.	N.C.	N.C.	986
BQ175035	RIKEN cDNA 2900034E22 gene	2900034E22Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	987
BQ175154	hypothetical protein 9530028C05	9530028C05	-5.4 ± 0.4	N.C.	N.C.	-1.9 ± 0.4	988
BQ175341	RIKEN cDNA 4921517N04 gene	4921517N04Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	990
BQ175470	translocation protein 1	Tloc1	-2.6 ± 0.4	N.C.	N.C.	N.C.	991
BQ175875	RIKEN cDNA 9030023J02 gene	9030023J02Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	992
BQ176171	syntaxin binding protein 5 (tomosyn)	Stxbp5	-2.3 ± 0.4	N.C.	N.C.	N.C.	994
BQ176512	Machado-Joseph disease (spinocerebellar ataxia 3, olivopontocerebellar ataxia 3, autosomal dominant, ataxin 3) homolog (human)	Mjd	-1.5 ± 0.3	N.C.	N.C.	N.C.	995
BQ176653	Sjogren syndrome antigen A2	Ssa2	-1.9 ± 0.5	N.C.	N.C.	N.C.	996
BQ176698	RIKEN cDNA B930030B22 gene	B930030B22Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	997
BQ176744	expressed sequence AI597468	AI597468	-1.5 ± 0.4	N.C.	N.C.	N.C.	998
BQ176938	RIKEN cDNA C030033F14 gene /// gene model 78, (NCBI)	C030033F14Rik /// Gm78	-2.5 ± 0.4	N.C.	N.C.	-1.7 ± 0.4	1001
C77040	RIKEN cDNA 2900092E17 gene	2900092E17Rik	-2.8 ± 0.4	N.C.	N.C.	N.C.	1002
C79906	DNA segment, Chr 17, ERATO Doi 288, expressed	D17Ertd288e	-1.7 ± 0.4	N.C.	N.C.	N.C.	1004
C80506	RIKEN cDNA 5730508B09 gene	5730508B09Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1005
C85320	Tax1 (human T-cell leukemia virus type I) binding protein 1	Tax1bp1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1006
C85414	expressed sequence AI461933	AI461933	-2.0 ± 0.4	N.C.	N.C.	N.C.	1007
C86191	eukaryotic elongation factor-2 kinase	Eef2k	-2.2 ± 0.4	N.C.	N.C.	N.C.	1008
C87579	DNA segment, Chr 11, ERATO Doi 461, expressed	D11Ertd461e	N.C.	N.C.	-2.1 ± 0.4	N.C.	1009
NM_025533	nitric oxide synthase interacting protein	Nosip	-1.6 ± 0.4	N.C.	N.C.	N.C.	1010
NM_025573	splicing factor, arginine/serine rich 9	Sfrs9	-1.6 ± 0.4	N.C.	N.C.	N.C.	1011
W91024	histone 1, H2ad	Hist1h2ad	N.C.	N.C.	-1.9 ± 0.4	-1.9 ± 0.4	1012
BC012413	ribosomal protein, large P2	Rplp2	N.C.	-1.5 ± 0.4	N.C.	N.C.	1013
NM_009669	amylase 2, pancreatic /// RIKEN cDNA 1810008N23 gene	Amy2 /// 1810008N23Rik	N.C.	-7.7 ± 0.4	N.C.	N.C.	1015
NM_011899	signal recognition particle 54 /// similar to signal recognition particle 54	Srp54 /// LOC665155	N.C.	-2.3 ± 0.4	N.C.	N.C.	1016
NM_018853	ribosomal protein, large, P1	Rplp1	N.C.	-1.6 ± 0.4	N.C.	N.C.	1017
NM_011292	ribosomal protein L9 /// similar to ribosomal protein L9	Rpl9 /// LOC637379	N.C.	-1.8 ± 0.4	N.C.	N.C.	1018
NM_021338	ribosomal protein L35a	Rpl35a	N.C.	-1.7 ± 0.4	N.C.	N.C.	1019
NM_008907	peptidylprolyl isomerase A	Ppia	N.C.	-1.5 ± 0.4	N.C.	N.C.	1020
NM_023546	spermiogenesis specific transcript on the Y 2 /// similar to RIKEN cDNA 1700029H17 /// similar to spermiogenesis specific transcript on the Y 2 /// similar to spermiogenesis specific transcript on the Y 2 /// similar to spermiogenesis specific transcript on the Y 2 /// similar to Spindlin-like protein 2 (SPIN-2)	Ssty2 /// LOC382133 /// MGC107098 /// LOC434960 /// LOC435023 /// LOC666126	N.C.	-3.4 ± 0.4	N.C.	N.C.	1021
NM_011168	prolactin-like protein F	Prlpf	N.C.	-5.3 ± 0.5	N.C.	N.C.	1022
NM_008671	nucleosome assembly protein 1-like 2	Nap1l2	N.C.	-2.5 ± 0.4	N.C.	N.C.	1023
NM_023422	histone 1, H2bc	Hist1h2bc	N.C.	-1.5 ± 0.4	N.C.	N.C.	1024
NM_021879	pink-eyed dilution	p	N.C.	-2.2 ± 0.5	N.C.	N.C.	1025
NM_133353	oocyte secreted protein 1	Oosp1	N.C.	-2.0 ± 0.4	N.C.	N.C.	1026
NM_011280	tripartite motif protein 10	Trim10	N.C.	-1.9 ± 0.4	N.C.	N.C.	1029
NM_011300	ribosomal protein S7 /// similar to 40S ribosomal protein S7 (S8) /// similar to 40S ribosomal protein S7 (S8) /// similar to 40S ribosomal protein S7 (S8) /// similar to 40S ribosomal protein S7 (S8)	Rps7 /// LOC621699 /// LOC624124 /// LOC634044 /// LOC670565	N.C.	-1.7 ± 0.4	N.C.	N.C.	1030
NM_009972	casein beta	Csnb	N.C.	-3.8 ± 0.4	N.C.	N.C.	1031
NM_028112	SEH1-like (S. cerevisiae	Seh1l	N.C.	-1.7 ± 0.4	N.C.	N.C.	1032
NM_007677	pregnancy specific glycoprotein 17	Psg17	N.C.	-2.2 ± 0.4	N.C.	N.C.	1035
NM_138674	polycystic kidney and hepatic disease 1-like 1	Pkhd1l1	N.C.	-6.3 ± 0.6	N.C.	N.C.	1036
NM_019918	tissue-type vomeronasal neurons putative pheromone receptor V2R2	V2R2	N.C.	-2.5 ± 0.4	N.C.	N.C.	1037
NM_019917	vomeronasal 2, receptor, 1b	V2r1b	N.C.	-2.7 ± 0.4	N.C.	N.C.	1038
NM_054091	olfactory receptor 74	Olfr74	N.C.	-2.7 ± 0.4	N.C.	N.C.	1039
BB105998	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	Elavl2	N.C.	-4.0 ± 0.5	N.C.	N.C.	1040
NM_033616	similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs /// similar to component of Sp100-rs	Sp100-rs /// LOC620113 /// LOC665338 /// LOC665378 /// LOC673083 /// LOC673135 /// LOC673206 /// LOC673671 /// LOC673849 /// LOC673997	N.C.	-2.2 ± 0.4	N.C.	N.C.	1044
NM_033616	component of Sp100-rs	Csprs	N.C.	-2.4 ± 0.4	N.C.	N.C.	1045
NM_013616	olfactory receptor 65	Olfr64	N.C.	-2.3 ± 0.4	N.C.	N.C.	1047
NM_053221	vomeronasal 1 receptor, A6	V1ra6	N.C.	-3.2 ± 0.4	N.C.	N.C.	1048
NM_053233	vomeronasal 1 receptor, C3	V1rc3	N.C.	-14.0 ± 1.2	N.C.	N.C.	1049
NM_053236	vomeronasal 1 receptor, C6	V1rc6	N.C.	-3.2 ± 0.4	N.C.	N.C.	1050
NM_016959	ribosomal protein S3a	Rps3a	N.C.	-1.6 ± 0.4	N.C.	N.C.	1051
NM_010298	glycine receptor, beta subunit	Glrb	N.C.	-4.0 ± 0.4	N.C.	N.C.	1052
NM_009529	Xmr protein /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated /// similar to Synaptonemal complex protein 3 (SCP-3) /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated /// similar to Xlr-related, meiosis regulated	Xmr /// LOC546272 /// LOC619991 /// LOC664810 /// LOC664861 /// LOC664877 /// LOC664890 /// LOC664906 /// LOC664923 /// LOC664944 /// LOC664989	N.C.	-4.6 ± 0.4	N.C.	N.C.	1053
NM_022724	suppressor of variegation 3-9 homolog 2 (Drosophila)	Suv39h2	N.C.	-6.2 ± 0.6	N.C.	N.C.	1056
BQ174163	RIKEN cDNA 0610041E09 gene	0610041E09Rik	N.C.	-1.9 ± 0.4	N.C.	N.C.	1057
BF021309	microtubule associated serine/threonine kinase-like	Mastl	N.C.	-2.0 ± 0.4	N.C.	N.C.	1059
BM114165	ribosomal protein L5	Rpl5	N.C.	-1.6 ± 0.4	N.C.	N.C.	1060
U93864	ribosomal protein S11	Rps11	N.C.	-1.6 ± 0.4	N.C.	N.C.	1061
BC005799	DEP domain containing 1a	Depdc1a	N.C.	-2.4 ± 0.4	N.C.	N.C.	1062
AB055854	RIKEN cDNA 1700017G21 gene /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh) /// similar to Germ cell-less protein-like 2 (mGclh)	1700017G21Rik /// LOC434724 /// LOC434725 /// LOC627264 /// LOC630022 /// LOC668958 /// LOC668960 /// LOC668963 /// LOC668964 /// LOC672864	N.C.	-5.8 ± 0.4	N.C.	N.C.	1063
BM225255	similar to hypothetical protein MGC37588	LOC432823	N.C.	-2.1 ± 0.4	N.C.	N.C.	1065
BC018223	eukaryotic translation elongation factor 1 alpha 1	Eef1a1	N.C.	-1.9 ± 0.4	N.C.	N.C.	1066
BC005776	taspase, threonine aspartase 1	Tasp1	N.C.	-1.8 ± 0.4	N.C.	N.C.	1067
AF289490	aspartate-beta-hydroxylase	Asph	N.C.	-1.8 ± 0.4	N.C.	N.C.	1069
AF051348	reduced expression 2	Rex2	N.C.	-3.2 ± 0.4	N.C.	N.C.	1070
U82380	submaxillary gland androgen regulated protein 2	Smr2	N.C.	-2.2 ± 0.4	N.C.	N.C.	1071
BM116592	neurogenic differentiation 1	Neurod1	N.C.	-3.1 ± 0.5	N.C.	N.C.	1072
AF156490	gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 1	Gabrg1	N.C.	-5.3 ± 0.4	N.C.	N.C.	1074
AA413531	eukaryotic translation initiation factor 1A /// similar to Eukaryotic translation initiation factor 1A (eIF-1A) (eIF-4C) /// similar to GLE1 RNA export mediator-like (yeast /// similar to Eukaryotic translation initiation factor 1A (eIF-1A) (eIF-4C) /// similar to Eukaryotic translation initiation factor 1A (eIF-1A) (eIF-4C) /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A /// similar to X-linked eukaryotic translation initiation factor 1A	Eif1a /// MGC107533 /// LOC432715 /// LOC435337 /// LOC544881 /// LOC544883 /// LOC546233 /// LOC623167 /// LOC627878 /// LOC627881 /// LOC630607 /// LOC640794 /// LOC641136 /// LOC666806 /// LOC666862	N.C.	-2.7 ± 0.5	N.C.	N.C.	1075
X64550	hyaluronan mediated motility receptor (RHAMM)	Hmmr	N.C.	-2.0 ± 0.4	N.C.	N.C.	1078
Y11896	cysteine-rich hydrophobic domain 1	Chic1	N.C.	-1.9 ± 0.4	N.C.	N.C.	1079
BB626684	diabetic embryopathy 1	Dep1	N.C.	-2.3 ± 0.5	N.C.	N.C.	1080
BI730288	acylphosphatase 2, muscle type	Acyp2	N.C.	-1.5 ± 0.4	N.C.	N.C.	1081
AA958845	MOCO sulphurase C-terminal domain containing 1	Mosc1	N.C.	-2.1 ± 0.4	N.C.	N.C.	1082
BC028536	Similar to RIKEN cDNA B430319H21 gene	MGC41410	N.C.	-2.7 ± 0.4	N.C.	N.C.	1083
AB076245	RNA imprinted and accumulated in nucleus	Rian	N.C.	-4.6 ± 0.4	N.C.	N.C.	1084
BI694986	coiled-coil-helix-coiled-coil-helix domain containing 2	Chchd2	N.C.	-1.6 ± 0.4	N.C.	N.C.	1085
BB609428	translocase of outer mitochondrial membrane 7 homolog (yeast)	Tomm7	N.C.	-2.0 ± 0.4	N.C.	N.C.	1086
AK011116	hemoglobin alpha, adult chain 1	Hba-a1	N.C.	-2.2 ± 0.4	N.C.	N.C.	1087
AK019095	Sfi1 homolog, spindle assembly associated (yeast)	Sfi1	N.C.	-2.1 ± 0.4	N.C.	N.C.	1088
BB626803	PRP40 pre-mRNA processing factor 40 homolog A (yeast)	Prpf40a	N.C.	-1.8 ± 0.4	N.C.	N.C.	1089
AW049828	zinc finger, A20 domain containing 2	Za20d2	N.C.	-2.8 ± 0.4	N.C.	N.C.	1090
AK005093	ethanol induced 1 /// RIKEN cDNA 6230416C02 gene /// similar to zinc finger protein 97 /// similar to zinc finger protein 97	Etohi1 /// 6230416C02Rik /// LOC667962 /// LOC668009	N.C.	-1.5 ± 0.4	N.C.	N.C.	1091
BB449218	ribosomal protein S6 kinase polypeptide 6	Rps6ka6	N.C.	-2.3 ± 0.4	N.C.	N.C.	1092
AK009464	PDZ and LIM domain 5	Pdlim5	N.C.	-1.9 ± 0.5	N.C.	N.C.	1093
AK017858	enhancer of polycomb homolog 1 (Drosophila)	Epc1	N.C.	-1.8 ± 0.4	N.C.	N.C.	1094
AK002695	RIKEN cDNA 2810422J05 gene	2810422J05Rik	N.C.	-1.7 ± 0.4	N.C.	N.C.	1095
AV312645	RIKEN cDNA 5830404H04 gene	5830404H04Rik	N.C.	-1.7 ± 0.4	N.C.	N.C.	1096
BB552785	RIKEN cDNA 2700007P21 gene	2700007P21Rik	N.C.	-1.9 ± 0.4	N.C.	N.C.	1097
BB620704	origin recognition complex, subunit 4-like (S. cerevisiae)	Orc4l	N.C.	-4.1 ± 0.5	N.C.	N.C.	1099
AK013418	RIKEN cDNA 2410018L13 gene	2410018L13Rik	N.C.	-4.6 ± 0.4	N.C.	N.C.	1100
BC026878	RIKEN cDNA 2810047C21 gene	2810047C21Rik	N.C.	-2.5 ± 0.4	N.C.	N.C.	1101
