Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.144496	GMDS	GDP-mannose 4,6-dehydratase (GMDS), mRNA.	6p25	2.754820937
Hs.519035	LAD1	ladinin 1 (LAD1), mRNA.	1q25.1-q32.3	2.754820937
Hs.90280	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase (ATIC), mRNA.	2q35	2.754820937
Hs.446427	OAZ1	ornithine decarboxylase antizyme 1 (OAZ1), mRNA.	19p13.3	2.762430939
Hs.68714	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) (SFRS1), mRNA.	17q21.3-q22	2.762430939
Hs.481371	FAT	FAT tumor suppressor homolog 1 (Drosophila) (FAT), mRNA.	4q34-q35	2.762430939
Hs.507452	XPO4	exportin 4 (XPO4), mRNA.	13q11	2.762430939
Hs.343244	AP1G2	adaptor-related protein complex 1, gamma 2 subunit (AP1G2), transcript variant 1, mRNA.	14q11.2	2.777777778
Hs.90107	ADRM1	adhesion regulating molecule 1 (ADRM1), transcript variant 2, mRNA.	20q13.33	2.777777778
Hs.159201	TMSB4Y	thymosin, beta 4, Y-linked (TMSB4Y), mRNA.	Yq11.221	2.777777778
Hs.253726	PAPOLA	poly(A) polymerase alpha (PAPOLA), mRNA.	14q32.31	2.777777778
Hs.374596	TPT1	tumor protein, translationally-controlled 1 (TPT1), mRNA.	13q12-q14	2.777777778
Hs.324521	C14orf156	chromosome 14 open reading frame 156 (C14orf156), mRNA.	14q24.3	2.78551532
Hs.415220	FLJ10439	hypothetical protein FLJ10439 (FLJ10439), mRNA.	11q12.3	2.793296089
Hs.356285	HMGN1	high-mobility group nucleosome binding domain 1 (HMGN1), mRNA.	21q22.2	2.793296089
Hs.518417	STX6	Syntaxin 6	1q25.3	2.793296089
Hs.55682	EIF3S7	eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa (EIF3S7), mRNA.	22q13.1	2.793296089
Hs.422113	ZNF511	zinc finger protein 511 (ZNF511), mRNA.	10q26.3	2.793296089
Hs.239500	MGC13114	hypothetical protein MGC13114 (MGC13114), mRNA.	16p13.3	2.801120448
Hs.373741	HM13	histocompatibility (minor) 13 (HM13), transcript variant 1, mRNA.	20q11.21	2.808988764
Hs.202166	HNRPH1	heterogeneous nuclear ribonucleoprotein H1 (H) (HNRPH1), mRNA.	5q35.3	2.808988764
Hs.143873	S100A10	S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11)) (S100A10), mRNA.	1q21	2.808988764
Hs.307913	STX16	syntaxin 16 (STX16), transcript variant 2, mRNA.	20q13.32	2.808988764
	ANXA2P1	annexin A2 pseudogene 1 (ANXA2P1) on chromosome 4.	4q21-q31	2.808988764
Hs.436687	SET	SET translocation (myeloid leukemia-associated) (SET), mRNA.	9q34	2.816901408
Hs.433291	ARD1	ARD1 homolog, N-acetyltransferase (S. cerevisiae) (ARD1), mRNA.	Xq28	2.824858757
Hs.254042	BAT1	HLA-B associated transcript 1	6p21.3	2.824858757
Hs.443831	PDCD5	programmed cell death 5 (PDCD5), mRNA.	19q12-q13.1	2.824858757
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.83286119
Hs.501012	ADD3	adducin 3 (gamma) (ADD3), transcript variant 2, mRNA.	10q24.2-q24.3	2.83286119
Hs.306821		CDNA: FLJ22006 fis, clone HEP06915	X	2.83286119
Hs.132483	EGFL4	EGF-like-domain, multiple 4 (EGFL4), mRNA.	19q12	2.840909091
Hs.529451	DIAPH1	Diaphanous homolog 1 (Drosophila)	5q31	2.849002849
Hs.528821	PF6	projection protein PF6 (PF6), mRNA.	1p12	2.849002849
Hs.444569	VMP1	likely ortholog of rat vacuole membrane protein 1 (VMP1), mRNA.	17q23.2	2.849002849
Hs.546238	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit (ATP5E), nuclear gene encoding mitochondrial protein, mRNA.	20q13.3	2.857142857
Hs.266273	C20orf172	chromosome 20 open reading frame 172 (C20orf172), mRNA.	20q11.23	2.857142857
Hs.503666	GPKOW	G patch domain and KOW motifs (GPKOW), mRNA.	Xp11.23	2.865329513
		Human DNA sequence from clone RP3-527B10 on chromosome 6q25.1-25.3 Contains a pseudogene similar to		2.865329513
Hs.279652	MRPL4	mitochondrial ribosomal protein L4 (MRPL4), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	19p13.2	2.873563218
Hs.367842	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein (MKI67IP), mRNA.	2q14.3	2.873563218
Hs.129673	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1 (EIF4A1), mRNA.	17p13	2.873563218
Hs.169718	CNN2	calponin 2 (CNN2), transcript variant 2, mRNA.	21q11.1	2.873563218
Hs.514654		Homo sapiens, clone IMAGE:4798132, mRNA, partial cds	18	2.873563218
Hs.465808	HNRPM	heterogeneous nuclear ribonucleoprotein M (HNRPM), transcript variant 2, mRNA.	19p13.3-p13.2	2.89017341
Hs.93002	UBE2C	ubiquitin-conjugating enzyme E2C (UBE2C), transcript variant 6, mRNA.	20q13.12	2.89017341
Hs.437594	RPLP2	ribosomal protein, large P2 (RPLP2), mRNA.	11p15.5-p15.4	2.89017341
Hs.533128		CDNA clone IMAGE:3456494, partial cds	7	2.89017341
Hs.521056	ATP5J2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2 (ATP5J2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	7q22.1	2.898550725
Hs.474833	CSNK1E	casein kinase 1, epsilon (CSNK1E), transcript variant 2, mRNA.	22q13.1	2.898550725
Hs.279413	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa (POLD1), mRNA.	19q13.3	2.906976744
Hs.531906	SLC2A11	Solute carrier family 2 (facilitated glucose transporter), member 11	22	2.906976744
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	2.906976744
Hs.507584	MGC9850	hypothetical protein MGC9850 (MGC9850), mRNA.	13q12.2	2.906976744
Hs.523145	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase (DDOST), mRNA.	1p36.1	2.915451895
Hs.443507	HRB	HIV-1 Rev binding protein (HRB), mRNA.	2q36.3	2.915451895
Hs.99855	FPRL1	formyl peptide receptor-like 1 (FPRL1), transcript variant 1, mRNA.	19q13.3-q13.4	2.923976608
Hs.546290	RPS18	ribosomal protein S18 (RPS18), mRNA.	6p21.3	2.923976608
Hs.438678	TALDO1	transaldolase 1 (TALDO1), mRNA.	11p15.5-p15.4	2.923976608
Hs.68879	BMP4	bone morphogenetic protein 4 (BMP4), transcript variant 3, mRNA.	14q22-q23	2.923976608
Hs.7644	HIST1H1C	histone 1, H1c (HIST1H1C), mRNA.	6p21.3	2.93255132
Hs.529609	ATP13A3	ATPase type 13A3	3q29	2.941176471
Hs.512681	SCNN1D	sodium channel, nonvoltage-gated 1, delta (SCNN1D), mRNA.	1p36.3-p36.2	2.941176471
Hs.71040	AP1M1	adaptor-related protein complex 1, mu 1 subunit (AP1M1), mRNA.	19p13.12	2.949852507
Hs.530096	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa (EIF3S2), mRNA.	1p34.1	2.949852507
Hs.248133	HIST1H1E	Histone 1, H1e	6p21.3	2.949852507
Hs.172550	PTBP1	polypyrimidine tract binding protein 1 (PTBP1), transcript variant 4, mRNA.	19p13.3	2.958579882
Hs.334612	SNRPE	small nuclear ribonucleoprotein polypeptide E (SNRPE), mRNA.	1q32	2.96735905
Hs.444600	LAT1-3TM	LAT1-3TM protein	16p12	2.96735905
Hs.448872	SNIP	SNAP25-interacting protein	17q12	2.96735905
Hs.179565	MCM3	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) (MCM3), mRNA.	6p12	2.976190476
Hs.492490	PVRL4	poliovirus receptor-related 4 (PVRL4), mRNA.	1q22-q23.2	2.985074627
Hs.356630	NUTF2	nuclear transport factor 2 (NUTF2), mRNA.	16q22.1	2.994011976
Hs.437403	PP	pyrophosphatase (inorganic) (PP), mRNA.	10q11.1-q24	2.994011976
Hs.371282	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) (TCF3), mRNA.	19p13.3	3.003003003
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	3.003003003
Hs.464071	PGD	phosphogluconate dehydrogenase (PGD), mRNA.	1p36.3-p36.13	3.003003003
		Homo sapiens, clone MGC:18242 IMAGE:4157517, mRNA, complete cds		3.003003003
Hs.46423	HIST1H4C	histone 1, H4c (HIST1H4C), mRNA.	6p21.3	3.012048193
Hs.73722	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1 (APEX1), transcript variant 2, mRNA.	14q11.2-q12	3.012048193
Hs.474797	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1 (CDC42EP1), transcript variant 2, mRNA.	22q13.1	3.012048193
Hs.495553	FLJ20433	hypothetical protein FLJ20433 (FLJ20433), mRNA.	9q34.3	3.012048193
Hs.421907	GLTSCR2	glioma tumor suppressor candidate region gene 2 (GLTSCR2), mRNA.	19q13.3	3.021148036
Hs.83190	FASN	fatty acid synthase (FASN), mRNA.	17q25	3.021148036
Hs.299002	FBL	fibrillarin (FBL), mRNA.	19q13.1	3.03030303
Hs.83753	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1 (SNRPB), transcript variant 2, mRNA.	20p13	3.03030303
Hs.79625	C20orf149	chromosome 20 open reading frame 149 (C20orf149), mRNA.	20q13.33	3.03030303
Hs.446588	RPS13	ribosomal protein S13 (RPS13), mRNA.	11p15	3.039513678
	BTF3L2	Basic transcription factor 3, like 2		3.048780488
Hs.371001	EIF3S9	eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa (EIF3S9), transcript variant 2, mRNA.	7p22.3	3.048780488
Hs.351426		CDNA FLJ30026 fis, clone 3NB692001123	1	3.067484663
Hs.546405	NSUN5	NOL1/NOP2/Sun domain family, member 5 (NSUN5), transcript variant 2, mRNA.	7q11.23	3.067484663
Hs.503709	PORIMIN	pro-oncosis receptor inducing membrane injury gene (PORIMIN), mRNA.	11q22.1	3.067484663
Hs.444135	LRRIQ2	leucine-rich repeats and IQ motif containing 2 (LRRIQ2), mRNA.	3q12.3	3.076923077
Hs.433701	RPL37A	ribosomal protein L37a (RPL37A), mRNA.	2q35	3.076923077
Hs.78089	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F (ATP6V1F), mRNA.	7q32	3.086419753
Hs.467587	FLJ20719	Hypothetical protein FLJ20719	1p36.13	3.095975232
Hs.233952	PSMA7	Proteasome (prosome, macropain) subunit, alpha type, 7	20q13.33	3.095975232
Hs.269990	RBED1	RNA binding motif and ELMO domain 1 (RBED1), mRNA.	2p11.2	3.095975232
Hs.473583	NSEP1	nuclease sensitive element binding protein 1 (NSEP1), mRNA.	1p34	3.095975232
Hs.521289	REPIN1	replication initiator 1 (REPIN1), transcript variant 1, mRNA.	7q36.1	3.105590062
Hs.435136	TXN	thioredoxin (TXN), mRNA.	9q31	3.105590062
Hs.381126	RPS14	ribosomal protein S14 (RPS14), mRNA.	5q31-q33	3.115264798
Hs.463350	HOXB9	homeo box B9 (HOXB9), mRNA.	17q21.3	3.115264798
Hs.396393	UBE2S	ubiquitin-conjugating enzyme E2S (UBE2S), mRNA.	19q13.43	3.115264798
Hs.524390	K-ALPHA-1	tubulin, alpha, ubiquitous (K-ALPHA-1), mRNA.	12q13.12	3.125
Hs.113253	PAX7	paired box gene 7 (PAX7), transcript variant 2, mRNA.	1p36.2-p36.12	3.125
Hs.178695	MAPK13	mitogen-activated protein kinase 13 (MAPK13), mRNA.	6p21.31	3.125
Hs.514216	CGI-69	CGI-69 protein (CGI-69), mRNA.	17q12	3.134796238
Hs.368121	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3 (PSMA3), transcript variant 2, mRNA.	14q23	3.134796238
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	3.154574132
Hs.311609	DDX39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 (DDX39), transcript variant 1, mRNA.	19p13.12	3.154574132
Hs.489201	SHFM1	split hand/foot malformation (ectrodactyly) type 1 (SHFM1), mRNA.	7q21.3-q22.1	3.164556962
Hs.165186	PYCRL	pyrroline-5-carboxylate reductase-like (PYCRL), mRNA.	8q24.3	3.164556962
Hs.450763	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	12q14.2	3.164556962
Hs.445977	GTF3A	general transcription factor IIIA (GTF3A), mRNA.	13q12.3-q13.1	3.164556962
Hs.200770	SCAP2	src family associated phosphoprotein 2 (SCAP2), mRNA.	7p21-p15	3.164556962
Hs.306791	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa (POLD2), mRNA.	7p13	3.174603175
		Randomized negative control		3.174603175
Hs.288969	HSCARG	HSCARG protein (HSCARG), mRNA.	16p13.3	3.174603175
Hs.520210	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 (KDELR2), mRNA.	7p22.1	3.184713376
Hs.113019	LOC51066	fls485 (LOC51066), mRNA.	3p25.3	3.184713376
Hs.323213	MGC3262	hypothetical protein MGC3262 (MGC3262), mRNA.	19p13.2	3.194888179
Hs.475336	GRM7	Glutamate receptor, metabotropic 7	3p26.1-p25.1	3.215434084
Hs.268742	C13orf12	chromosome 13 open reading frame 12 (C13orf12), mRNA.	13q12.3	3.215434084
Hs.292078	LARP	likely ortholog of mouse la related protein (LARP), mRNA.	5q33.2	3.215434084
Hs.522817	BCAP31	B-cell receptor-associated protein 31 (BCAP31), mRNA.	Xq28	3.225806452
Hs.499094	PYCARD	PYD and CARD domain containing (PYCARD), transcript variant 3, mRNA.	16p12-p11.2	3.225806452
Hs.246413	CPNE1	copine I (CPNE1), transcript variant 2, mRNA.	20q11.22	3.225806452
Hs.461775	CPNE7	copine VII (CPNE7), transcript variant 1, mRNA.	16q24.3	3.225806452
Hs.10848	BMS1L	BMS1-like, ribosome assembly protein (yeast) (BMS1L), mRNA.	10q11.21	3.225806452
		Homo sapiens mRNA; cDNA DKFZp566E0124 (from clone DKFZp566E0124)		3.225806452
Hs.491682	PRKDC	protein kinase, DNA-activated, catalytic polypeptide (PRKDC), mRNA.	8q11	3.225806452
Hs.459927	PTMA	prothymosin, alpha (gene sequence 28) (PTMA), mRNA.	2q35-q36	3.236245955
Hs.514554	KIAA1618	KIAA1618	17q25.3	3.236245955
Hs.343846		CDNA FLJ37096 fis, clone BRACE2018759	9	3.236245955
Hs.158381	AARSL	alanyl-tRNA synthetase like (AARSL), mRNA.	6p21.1	3.236245955
Hs.522819	IRAK1	interleukin-1 receptor-associated kinase 1 (IRAK1), mRNA.	Xq28	3.25732899
Hs.487561	ICA1	islet cell autoantigen 1, 69kDa (ICA1), transcript variant 2, mRNA.	7p22	3.25732899
Hs.467701	ODC1	ornithine decarboxylase 1 (ODC1), mRNA.	2p25	3.267973856
Hs.66581	PDIP	Protein disulfide isomerase-associated 2	16p13.3	3.267973856
Hs.368641	SCD	stearoyl-CoA desaturase (delta-9-desaturase) (SCD), mRNA.	10q23-q24	3.289473684
Hs.447814		MRNA full length insert cDNA clone EUROIMAGE 117929	X	3.289473684
Hs.180414	HSPA8	heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA.	11q24.1	3.300330033
Hs.485877	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein (SYNCRIP), mRNA.	6q14-q15	3.300330033
Hs.544577	GAPD	glyceraldehyde-3-phosphate dehydrogenase (GAPD), mRNA.	12p13	3.311258278
Hs.482439	OCLN	occludin (OCLN), mRNA.	5q13.1	3.311258278
Hs.125291	LYPLAL1	lysophospholipase-like 1 (LYPLAL1), mRNA.	1q41	3.322259136
Hs.404119	TSTA3	tissue specific transplantation antigen P35B (TSTA3), mRNA.	8q24.3	3.322259136
Hs.301404	RBM3	RNA binding motif (RNP1, RRM) protein 3 (RBM3), mRNA.	Xp11.2	3.333333333
Hs.462278	COX10	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast) (COX10), nuclear gene encoding mitochondrial protein, mRNA.	17p12-17p11.2	3.333333333
Hs.144835	EEF1G	eukaryotic translation elongation factor 1 gamma (EEF1G), mRNA.	11q12.3	3.344481605
Hs.515162	CALR	calreticulin (CALR), mRNA.	19p13.3-p13.2	3.355704698
Hs.490394	SSBP1	single-stranded DNA binding protein 1 (SSBP1), mRNA.	7q34	3.355704698
		Human DNA sequence from clone 581F12 on chromosome Xq21. Contains Eukaryotic Translation Initiation		3.355704698
		Human DNA sequence from clone 170F5 on chromosome Xq22.3-24. Contains an HMG1 (high-mobility group (		3.367003367
Hs.132513	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12 (HSD17B12), mRNA.	11p11.2	3.367003367
Hs.501149	PDZK8	PDZ domain containing 8 (PDZK8), mRNA.	10q26.11	3.367003367
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.389830508
	LOC51685	Prothymosin a14		3.389830508
Hs.7744	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa (NDUFV1), mRNA.	11q13	3.389830508
Hs.248178	HIST1H4A	Histone 1, H4a	6p21.3	3.389830508
Hs.517148	TH1L	TH1-like (Drosophila) (TH1L), transcript variant 2, mRNA.	20q13	3.389830508
Hs.129051	HOMER1	homer homolog 1 (Drosophila) (HOMER1), mRNA.	5q14.2	3.389830508
Hs.104744	RKHD3	ring finger and KH domain containing 3 (RKHD3), mRNA.	15q25.2	3.389830508
Hs.73965	SFRS2	splicing factor, arginine/serine-rich 2 (SFRS2), mRNA.	17q25.1	3.401360544
Hs.549067	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1) (SNTB1), mRNA.	8q23-q24	3.401360544
Hs.389996	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 (CHCHD2), mRNA.	7p11.2	3.412969283
Hs.492599	EIF3S3	eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa (EIF3S3), mRNA.	8q24.11	3.412969283
Hs.76095	IER3	immediate early response 3 (IER3), transcript variant short, mRNA.	6p21.3	3.424657534
Hs.156367	RPS29	ribosomal protein S29 (RPS29), mRNA.	14q	3.436426117
Hs.376064	NOL5A	nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA.	20p13	3.448275862
Hs.157351	PTD004	GTP-binding protein PTD004 (PTD004), transcript variant 1, mRNA.	2q31.1	3.460207612
Hs.53066	HSPBP1	hsp70-interacting protein (HSPBP1), mRNA.	19q13.42	3.484320557
Hs.534314	EIF5A	eukaryotic translation initiation factor 5A (EIF5A), mRNA.	17p13-p12	3.484320557
Hs.528782	NPIP	nuclear pore complex interacting protein (NPIP), mRNA.	16p13-p11	3.484320557
		Human DNA sequence from clone RP1-190J20 on chromosome 6p22.3-24.1. Contains ESTs, STSs and GSSs. Co		3.50877193
Hs.520967	MDH2	malate dehydrogenase 2, NAD (mitochondrial) (MDH2), mRNA.	7p12.3-q11.2	3.533568905
Hs.478553	EIF4A2	eukaryotic translation initiation factor 4A, isoform 2 (EIF4A2), mRNA.	3q28	3.558718861
	PPP1R14BP1	Protein phosphatase 1, regulatory (inhibitor) subunit 14B pseudogene 1		3.558718861
Hs.550491	HIST1H2AK	histone 1, H2ak (HIST1H2AK), mRNA.	6p22-p21.3	3.584229391
Hs.432438	EML4	echinoderm microtubule associated protein like 4 (EML4), mRNA.	2p22-p21	3.584229391
Hs.10082	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 (KCNN4), mRNA.	19q13.2	3.584229391
Hs.373550	TGIF	TGFB-induced factor (TALE family homeobox) (TGIF), transcript variant 7, mRNA.	18p11.3	3.597122302
Hs.343828	ZNF598	Zinc finger protein 598	16p13.3	3.597122302
Hs.388664	RPL11	ribosomal protein L11 (RPL11), mRNA.	1p36.1-p35	3.623188406
Hs.466044	PKN1	protein kinase N1 (PKN1), transcript variant 1, mRNA.	19p13.1-p12	3.636363636
Hs.136857	HIST1H1D	histone 1, H1d (HIST1H1D), mRNA.	6p21.3	3.636363636
Hs.414565	CLIC1	chloride intracellular channel 1 (CLIC1), mRNA.	6p22.1-p21.2	3.649635036
Hs.478553	EIF4A2	eukaryotic translation initiation factor 4A, isoform 2 (EIF4A2), mRNA.	3q28	3.649635036
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.676470588
Hs.512676	RPS25	ribosomal protein S25 (RPS25), mRNA.	11q23.3	3.6900369
Hs.546293	RPS28	ribosomal protein S28 (RPS28), mRNA.	19p13.2	3.703703704
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.717472119
Hs.137007	MGC16635	hypothetical protein BC009980 (MGC16635), mRNA.	22q13.33	3.717472119
Hs.83758	CKS2	CDC28 protein kinase regulatory subunit 2 (CKS2), mRNA.	9q22	3.731343284
Hs.523463	RPL27A	ribosomal protein L27a (RPL27A), mRNA.	11p15	3.759398496
Hs.323489	FLJ20758	FLJ20758 protein (FLJ20758), mRNA.	2p11.2	3.773584906
Hs.5308	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1 (UBA52), mRNA.	19p13.1-p12	3.787878788
Hs.88523	C13orf3	chromosome 13 open reading frame 3 (C13orf3), mRNA.	13q12.11	3.787878788
Hs.472101	PLCB4	phospholipase C, beta 4 (PLCB4), transcript variant 2, mRNA.	20p12	3.787878788
Hs.546286	RPS3	ribosomal protein S3 (RPS3), mRNA.	11q13.3-q13.5	3.802281369
Hs.512675	RPS8	ribosomal protein S8 (RPS8), mRNA.	1p34.1-p32	3.802281369
		Human DNA sequence from clone RP1-151B14 on chromosome 22 Contains SSTR3 (somatostatin receptor 3) g		3.816793893
Hs.350592		CDNA FLJ32774 fis, clone TESTI2002002	18	3.816793893
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.831417625
Hs.471381	TNS	tensin (TNS), mRNA.	2q35-q36	3.831417625
Hs.474083	B4GALT2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 (B4GALT2), transcript variant 2, mRNA.	1p34-p33	3.831417625
Hs.153629	MEF2B	MADS box transcription enhancer factor 2, polypeptide B (myocyte enhancer factor 2B)	19p12	3.831417625
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.846153846
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.846153846
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.846153846
Hs.89643	TKT	transketolase (Wernicke-Korsakoff syndrome) (TKT), mRNA.	3p14.3	3.861003861
Hs.515329	RPL22	ribosomal protein L22 (RPL22), mRNA.	1p36.3-p36.2	3.861003861
Hs.1197	HSPE1	heat shock 10kDa protein 1 (chaperonin 10) (HSPE1), mRNA.	2q33.1	3.875968992
Hs.386384	RPS23	ribosomal protein S23 (RPS23), mRNA.	5q14.2	3.875968992
Hs.487774	HNRPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 (HNRPA2B1), transcript variant A2, mRNA.	7p15	3.875968992
Hs.119192	H2AFZ	H2A histone family, member Z (H2AFZ), mRNA.	4q24	3.891050584
Hs.192374	TRA1	tumor rejection antigen (gp96) 1 (TRA1), mRNA.	12q24.2-q24.3	3.891050584
Hs.29189	ATP11A	ATPase, Class VI, type 11A	13q34	3.891050584
Hs.434102	HMGB1	high-mobility group box 1 (HMGB1), mRNA.	13q12	3.90625
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.921568627
Hs.523438	TRIM68	tripartite motif-containing 68 (TRIM68), mRNA.	11p15.4	3.921568627
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.937007874
Hs.513083	RPL9	ribosomal protein L9 (RPL9), mRNA.	4p13	3.937007874
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.95256917
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	3.95256917
Hs.520421	PERP	PERP, TP53 apoptosis effector (PERP), mRNA.	6q24	3.95256917
Hs.515070	EEF2	Eukaryotic translation elongation factor 2	19pter-q12	3.984063745
Hs.156302	GTF2IRD1	GTF2I repeat domain containing 1 (GTF2IRD1), transcript variant 2, mRNA.	7q11.23	3.984063745
Hs.523847	G1P3	interferon, alpha-inducible protein (clone IFI-6-16) (G1P3), transcript variant 1, mRNA.	1p35	4.016064257
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	4.032258065
Hs.534370	HIST2H4	histone 2, H4 (HIST2H4), mRNA.	1q21	4.032258065
Hs.381061	RPL19	ribosomal protein L19 (RPL19), mRNA.	17q11.2-q12	4.032258065
		Homo sapiens cDNA FLJ13648 fis, clone PLACE1011340, weakly similar to Homo sapiens IDN3-B mRNA		4.032258065
Hs.380953	RPL38	ribosomal protein L38 (RPL38), mRNA.	17q23-q25	4.048582996
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	4.06504065
Hs.469473	RPL31	ribosomal protein L31 (RPL31), mRNA.	2q11.2	4.081632653
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	4.098360656
Hs.434900	PDZRN3	PDZ domain containing RING finger 3	3p13	4.098360656
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	4.115226337
Hs.515517	RPL18	ribosomal protein L18 (RPL18), mRNA.	19q13	4.115226337
Hs.519046	LOC376693	Hypothetical LOC376693	1q32.1	4.115226337
Hs.517145	ENO1	enolase 1, (alpha) (ENO1), mRNA.	1p36.3-p36.2	4.132231405
	RPS11P1	Ribosomal protein S11, pseudogene 1		4.132231405
		Human DNA sequence from clone RP11-486O22 on chromosome 10 Contains the 3part of a gene for KIAA112		4.149377593
Hs.546288	RPS9	ribosomal protein S9 (RPS9), mRNA.	19q13.4	4.166666667
		Human DNA sequence from clone RP3-336K20 on chromosome 6 Contains parts of 2 genes for novel protein		4.166666667
Hs.446522	RPL14	ribosomal protein L14 (RPL14), mRNA.	3p22-p21.2	4.166666667
Hs.132854	HIST1H3I	histone 1, H3i (HIST1H3I), mRNA.	6p22-p21.3	4.184100418
Hs.356794	RPS24	ribosomal protein S24 (RPS24), transcript variant 2, mRNA.	10q22-q23	4.201680672
Hs.288042	FLJ14299	hypothetical protein FLJ14299 (FLJ14299), mRNA.	8p12	4.201680672
Hs.405590	EIF3S6	eukaryotic translation initiation factor 3, subunit 6 48kDa (EIF3S6), mRNA.	8q22-q23	4.201680672
Hs.515472	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa (SNRPD2), transcript variant 1, mRNA.	19q13.2	4.237288136
Hs.519452	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1), mRNA.	5q35	4.273504274
Hs.161357	PDHB	pyruvate dehydrogenase (lipoamide) beta (PDHB), mRNA.	3p21.1-p14.2	4.291845494
Hs.294147	C9orf111	Chromosome 9 open reading frame 111	9q34.3	4.310344828
Hs.325890	HIVEP3	Human immunodeficiency virus type I enhancer binding protein 3	1p34	4.310344828
Hs.546291	RPS27	ribosomal protein S27 (metallopanstimulin 1) (RPS27), mRNA.	1q21	4.329004329
		Human DNA sequence from clone RP5-926E3 on chromosome 1p32.3-34.1 Contains a 40S Ribosomal protein S		4.347826087
