Gene	Entrez	Fold-change	Pattern
1451703_s_at	1451703_s_at	1.6	14-Down
1457272_at	1457272_at	1.6	14-Down
1810009a16rik	69116	1.6	14-Down
1810030n24rik	66291	1.6	14-Down
2610204k14rik	67148	1.6	14-Down
2700085e05rik	67201	1.6	14-Down
5730589k01rik	268741	1.6	14-Down
9430083g14rik	68117	1.6	14-Down
a730008l03rik	58202	1.6	14-Down
aprt	11821	1.6	14-Down
bc022641	234699	1.6	14-Down
bcas2	68183	1.6	14-Down
cdadc1	71891	1.6	14-Down
cdc42	12540	1.6	14-Down
cdk2ap1	13445	1.6	14-Down
copeb	23849	1.6	14-Down
dtwd1	69185	1.6	14-Down
emd	13726	1.6	14-Down
exosc1	66583	1.6	14-Down
fh1	14194	1.6	14-Down
grcc2f	14791	1.6	14-Down
hbs1l	56422	1.6	14-Down
hdac2	15182	1.6	14-Down
hnrpa1	15382	1.6	14-Down
mcts1	68995	1.6	14-Down
mea1	17256	1.6	14-Down
med28	66999	1.6	14-Down
mrpl27	94064	1.6	14-Down
mrpl43	94067	1.6	14-Down
mrpl46	67308	1.6	14-Down
mrps18c	68735	1.6	14-Down
nans	94181	1.6	14-Down
nedd4	17999	1.6	14-Down
nol5	55989	1.6	14-Down
nsmce1	67711	1.6	14-Down
nudt2	66401	1.6	14-Down
otud6b	72201	1.6	14-Down
pdcl3	68833	1.6	14-Down
ppa1	67895	1.6	14-Down
ppp2r1b	73699	1.6	14-Down
psarl	381038	1.6	14-Down
psmc1	19179	1.6	14-Down
rab9	56382	1.6	14-Down
rpl14	67115	1.6	14-Down
rpl35a	57808	1.6	14-Down
rps19	20085	1.6	14-Down
sars1	20226	1.6	14-Down
sdhb	67680	1.6	14-Down
smarcb1	20587	1.6	14-Down
snrpd2	107686	1.6	14-Down
tcte1l	67117	1.6	14-Down
tfb1m	224481	1.6	14-Down
them2	66834	1.6	14-Down
tmed9	67511	1.6	14-Down
tmem49	75909	1.6	14-Down
tomm20	67952	1.6	14-Down
tor1b	30934	1.6	14-Down
tsta3	22122	1.6	14-Down
txnl5	52700	1.6	14-Down
ublcp1	79560	1.6	14-Down
vdac3	22335	1.6	14-Down
zcsl3	99349	1.6	14-Down
zfp162	22668	1.6	14-Down
zfp36l1	12192	1.6	14-Down
dnclc1	56455	1.6	14-Down
aamp	227290	1.5	14-Up
adipor2	68465	1.5	14-Up
edd1	70790	1.5	14-Up
phkg2	68961	1.5	14-Up
polr3c	74414	1.5	14-Up
polr3gl	69870	1.5	14-Up
sphk2	56632	1.5	14-Up
tarsl1	71807	1.5	14-Up
0610009b22rik	66050	1.5	14-Down
2700060e02rik	545536	1.5	14-Down
arl3	56350	1.5	14-Down
atp6v1c1	66335	1.5	14-Down
atr	245000	1.5	14-Down
csnk1a1	93687	1.5	14-Down
gcsh	68133	1.5	14-Down
mrpl28	68611	1.5	14-Down
mrpl40	18100	1.5	14-Down
mrps15	66407	1.5	14-Down
ngrn	83485	1.5	14-Down
nmt1	18107	1.5	14-Down
psmc4	23996	1.5	14-Down
rela	19697	1.5	14-Down
rpap1	68925	1.5	14-Down
rps28	54127	1.5	14-Down
sumo2	170930	1.5	14-Down
umps	22247	1.5	14-Down
xab1	74254	1.5	14-Down
ywhah	22629	1.5	14-Down
