Probe Set Id	Gene Title	Gene Symbol	Cluster
212292_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	SLC7A1	E
212405_s_at	KIAA0859	KIAA0859	E
206059_at	zinc finger protein 91	ZNF91	E
200901_s_at	mannose-6-phosphate receptor (cation dependent)	M6PR	E
204465_s_at	internexin neuronal intermediate filament protein, alpha	INA	E
219508_at	glucosaminyl (N-acetyl) transferase 3, mucin type	GCNT3	E
214068_at	brain expressed, associated with Nedd4	BEAN	E
219911_s_at	solute carrier organic anion transporter family, member 4A1	SLCO4A1	E
214434_at	heat shock 70kDa protein 12A	HSPA12A	E
203557_s_at	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)	PCBD1	E
210886_x_at	TP53 activated protein 1	TP53AP1	E
201079_at	synaptogyrin 2	SYNGR2	E
202085_at	tight junction protein 2 (zona occludens 2)	TJP2	E
203094_at	MAD2L1 binding protein	MAD2L1BP	E
204493_at	BH3 interacting domain death agonist	BID	E
200953_s_at	cyclin D2	CCND2	E
212956_at	TBC1 domain family, member 9 (with GRAM domain)	TBC1D9	E
200057_s_at	non-POU domain containing, octamer-binding	NONO	E
208627_s_at	Y box binding protein 1	YBX1	E
209589_s_at	EPH receptor B2	EPHB2	E
219222_at	ribokinase	RBKS	E
202267_at	laminin, gamma 2	LAMC2	E
204437_s_at	folate receptor 1 (adult)	FOLR1	E
205745_x_at	ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)	ADAM17	E
209239_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	NFKB1	E
211997_x_at	H3 histone, family 3B (H3.3B)	H3F3B	E
221215_s_at	receptor-interacting serine-threonine kinase 4	RIPK4	E
209774_x_at	chemokine (C-X-C motif) ligand 2	CXCL2	E
49077_at	protein phosphatase methylesterase 1	PPME1	E
219686_at	serine/threonine kinase 32B	STK32B	E
210136_at	myelin basic protein	MBP	E
211630_s_at	glutathione synthetase	GSS	E
202382_s_at	glucosamine-6-phosphate deaminase 1	GNPDA1	E
208309_s_at	mucosa associated lymphoid tissue lymphoma translocation gene 1	MALT1	E
201583_s_at	Sec23 homolog B (S. cerevisiae)	SEC23B	E
215566_x_at	lysophospholipase II	LYPLA2	E
208767_s_at	lysosomal associated protein transmembrane 4 beta	LAPTM4B	E
208083_s_at	integrin, beta 6	ITGB6	E
201850_at	capping protein (actin filament), gelsolin-like	CAPG	E
208029_s_at	lysosomal associated protein transmembrane 4 beta	LAPTM4B	E
217841_s_at	protein phosphatase methylesterase 1	PPME1	E
211944_at	BAT2 domain containing 1	BAT2D1	E
200039_s_at	proteasome (prosome, macropain) subunit, beta type, 2	PSMB2	E
221307_at	Kv channel interacting protein 1	KCNIP1	E
200789_at	enoyl Coenzyme A hydratase 1, peroxisomal	ECH1	E
217802_s_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1	E
215222_x_at	microtubule-actin crosslinking factor 1	MACF1	E
212534_at	CDNA FLJ11904 fis, clone HEMBB1000048	---	E
218644_at	pleckstrin 2	PLEK2	E
209907_s_at	intersectin 2	ITSN2	E
202421_at	immunoglobulin superfamily, member 3	IGSF3	E
210547_x_at	islet cell autoantigen 1, 69kDa	ICA1	E
219412_at	RAB38, member RAS oncogene family	RAB38	E
209082_s_at	collagen, type XVIII, alpha 1	COL18A1	E
202546_at	vesicle-associated membrane protein 8 (endobrevin)	VAMP8	E
202902_s_at	cathepsin S	CTSS	E
210138_at	regulator of G-protein signalling 20	RGS20	E
212445_s_at	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L	E
201613_s_at	adaptor-related protein complex 1, gamma 2 subunit	AP1G2	E
208797_s_at	golgi autoantigen, golgin subfamily a, 8B	GOLGA8B	E
218313_s_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	GALNT7	E
217964_at	tetratricopeptide repeat domain 19	TTC19	E
203020_at	RAB GTPase activating protein 1-like	RABGAP1L	E
209500_x_at	tumor necrosis factor (ligand) superfamily, member 13	TNFSF13	E
214639_s_at	homeobox A1	HOXA1	E
213393_at	Clone 23908 mRNA sequence	---	E
213857_s_at	CD47 molecule	CD47	E
209295_at	tumor necrosis factor receptor superfamily, member 10b	TNFRSF10B	E
204362_at	src family associated phosphoprotein 2	SCAP2	E
219045_at	ras homolog gene family, member F (in filopodia)	RHOF	E
205490_x_at	gap junction protein, beta 3, 31kDa (connexin 31)	GJB3	E
210749_x_at	discoidin domain receptor family, member 1	DDR1	E
209282_at	protein kinase D2	PRKD2	E
219874_at	solute carrier family 12 (potassium/chloride transporters), member 8	SLC12A8	E
217995_at	sulfide quinone reductase-like (yeast)	SQRDL	E
203726_s_at	laminin, alpha 3	LAMA3	E
214359_s_at	heat shock protein 90kDa alpha (cytosolic), class B member 1	HSP90AB1	E
204050_s_at	clathrin, light polypeptide (Lca)	CLTA	E
218834_s_at	transmembrane protein 132A	TMEM132A	E
219836_at	zinc finger, BED-type containing 2	ZBED2	E
201474_s_at	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	ITGA3	E
204200_s_at	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	PDGFB	E
207196_s_at	TNFAIP3 interacting protein 1	TNIP1	E
213155_at	KIAA0523 protein	KIAA0523	E
204584_at	L1 cell adhesion molecule	L1CAM	E
204224_s_at	GTP cyclohydrolase 1 (dopa-responsive dystonia)	GCH1	E
203120_at	tumor protein p53 binding protein, 2	TP53BP2	E
209031_at	Immunoglobulin superfamily, member 4	IGSF4	E
220987_s_at	chromosome 11 open reading frame 17	C11orf17	E
201998_at	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	ST6GAL1	E
206441_s_at	COMM domain containing 4	COMMD4	E
201648_at	Janus kinase 1 (a protein tyrosine kinase)	JAK1	E
204627_s_at	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	E
222001_x_at	family with sequence similarity 91, member A2	FAM91A2	E
218795_at	acid phosphatase 6, lysophosphatidic	ACP6	E
200636_s_at	protein tyrosine phosphatase, receptor type, F	PTPRF	E
213917_at	paired box gene 8	PAX8	E
217208_s_at	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	DLG1	E
219901_at	FYVE, RhoGEF and PH domain containing 6	FGD6	E
201729_s_at	KIAA0100	KIAA0100	E
216964_at	---	---	E
213988_s_at	spermidine/spermine N1-acetyltransferase 1	SAT1	E
200910_at	chaperonin containing TCP1, subunit 3 (gamma)	CCT3	E
201637_s_at	fragile X mental retardation, autosomal homolog 1	FXR1	E
208407_s_at	catenin (cadherin-associated protein), delta 1	CTNND1	E
218375_at	nudix (nucleoside diphosphate linked moiety X)-type motif 9	NUDT9	E
213110_s_at	collagen, type IV, alpha 5 (Alport syndrome)	COL4A5	E
219181_at	lipase, endothelial	LIPG	E
201416_at	SRY (sex determining region Y)-box 4	SOX4	E
203345_s_at	metal response element binding transcription factor 2	MTF2	E
209909_s_at	---	---	E
208829_at	TAP binding protein (tapasin)	TAPBP	E
205210_at	transforming growth factor, beta receptor associated protein 1	TGFBRAP1	E
208633_s_at	microtubule-actin crosslinking factor 1	MACF1	E
213581_at	programmed cell death 2	PDCD2	E
206306_at	ryanodine receptor 3	RYR3	E
202411_at	interferon, alpha-inducible protein 27	IFI27	E
209265_s_at	methyltransferase like 3	METTL3	E
205248_at	dopey family member 2	DOPEY2	E
217985_s_at	bromodomain adjacent to zinc finger domain, 1A	BAZ1A	E
213550_s_at	---	---	E
204902_s_at	ATG4 autophagy related 4 homolog B	ATG4B	E
218797_s_at	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	SIRT7	E
217317_s_at	hect domain and RLD 2 pseudogene 2	HERC2P2	E
209705_at	---	---	E
203685_at	B-cell CLL/lymphoma 2	BCL2	E
203158_s_at	glutaminase	GLS	E
209278_s_at	tissue factor pathway inhibitor 2	TFPI2	E
203157_s_at	glutaminase	GLS	E
204485_s_at	target of myb1-like 1 (chicken)	TOM1L1	E
201505_at	laminin, beta 1	LAMB1	E
202891_at	nitrilase 1	NIT1	E
217751_at	glutathione S-transferase kappa 1	GSTK1	E
204238_s_at	chromosome 6 open reading frame 108	C6orf108	E
209471_s_at	farnesyltransferase, CAAX box, alpha	FNTA	E
218699_at	RAB7, member RAS oncogene family-like 1	RAB7L1	E
210119_at	potassium inwardly-rectifying channel, subfamily J, member 15	KCNJ15	E
202838_at	fucosidase, alpha-L- 1, tissue	FUCA1	E
218066_at	solute carrier family 12 (potassium/chloride transporters), member 7	SLC12A7	E
209114_at	tetraspanin 1	TSPAN1	E
205383_s_at	zinc finger and BTB domain containing 20	ZBTB20	E
204836_at	glycine dehydrogenase (decarboxylating)	GLDC	E
219350_s_at	diablo homolog (Drosophila)	DIABLO	E
214895_s_at	ADAM metallopeptidase domain 10	ADAM10	E
204237_at	GULP, engulfment adaptor PTB domain containing 1	GULP1	E
208769_at	Eukaryotic translation initiation factor 4E binding protein 2	EIF4EBP2	E
212959_s_at	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	GNPTAB	E
202950_at	crystallin, zeta (quinone reductase)	CRYZ	E
217767_at	complement component 3	C3	E
216841_s_at	superoxide dismutase 2, mitochondrial	SOD2	E
218567_x_at	dipeptidyl-peptidase 3	DPP3	E
202710_at	BET1 homolog (S. cerevisiae)	BET1	E
218097_s_at	CUE domain containing 2	CUEDC2	E
213738_s_at	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	ATP5A1	E
213158_at	Homo sapiens, clone IMAGE:4214654, mRNA	---	E
201301_s_at	annexin A4	ANXA4	E
221667_s_at	heat shock 22kDa protein 8	HSPB8	E
213926_s_at	HIV-1 Rev binding protein	HRB	E
213056_at	FERM domain containing 4B	FRMD4B	E
205074_at	solute carrier family 22 (organic cation transporter), member 5	SLC22A5	E
210337_s_at	ATP citrate lyase	ACLY	E
213446_s_at	IQ motif containing GTPase activating protein 1	IQGAP1	E
203037_s_at	metastasis suppressor 1	MTSS1	E
205478_at	protein phosphatase 1, regulatory (inhibitor) subunit 1A	PPP1R1A	E
210026_s_at	caspase recruitment domain family, member 10	CARD10	E
210524_x_at	---	---	E
214581_x_at	tumor necrosis factor receptor superfamily, member 21	TNFRSF21	E
203215_s_at	myosin VI	MYO6	E
207126_x_at	UDP glucuronosyltransferase 1 family, polypeptide A4	UGT1A4	E
206094_x_at	UDP glucuronosyltransferase 1 family, polypeptide A6	UGT1A6	E
207052_at	hepatitis A virus cellular receptor 1	HAVCR1	E
209919_x_at	gamma-glutamyltransferase 1	GGT1	E
213187_x_at	ferritin, light polypeptide	FTL	E
204532_x_at	UDP glucuronosyltransferase 1 family, polypeptide A4	UGT1A4	E
211682_x_at	UDP glucuronosyltransferase 2 family, polypeptide B28	UGT2B28	E
213846_at	cytochrome c oxidase subunit VIIc	COX7C	E
210097_s_at	nucleolar protein 7, 27kDa	NOL7	E
215125_s_at	UDP glucuronosyltransferase 1 family, polypeptide A10	UGT1A10	E
203196_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	ABCC4	E
209301_at	carbonic anhydrase II	CA2	E
266_s_at	CD24 molecule	CD24	E
203895_at	phospholipase C, beta 4	PLCB4	E
208651_x_at	CD24 molecule	CD24	E
214803_at	MRNA; cDNA DKFZp564N1116 (from clone DKFZp564N1116)	---	E
209772_s_at	CD24 molecule	CD24	E
205674_x_at	FXYD domain containing ion transport regulator 2	FXYD2	E
221477_s_at	hypothetical protein MGC5618	MGC5618	E
213629_x_at	metallothionein 1F (functional)	MT1F	E
200862_at	24-dehydrocholesterol reductase	DHCR24	E
200978_at	malate dehydrogenase 1, NAD (soluble)	MDH1	E
213129_s_at	glycine cleavage system protein H (aminomethyl carrier)	GCSH	E
214039_s_at	lysosomal associated protein transmembrane 4 beta	LAPTM4B	E
200794_x_at	DAZ associated protein 2	DAZAP2	E
201065_s_at	general transcription factor II	GTF2I	E
209109_s_at	tetraspanin 6 /// zinc finger protein 444	TSPAN6	E
205501_at	CDNA FLJ25677 fis, clone TST04054	---	E
203593_at	CD2-associated protein	CD2AP	E
201576_s_at	galactosidase, beta 1	GLB1	E
218046_s_at	mitochondrial ribosomal protein S16	MRPS16	E
209226_s_at	transportin 1	TNPO1	E
209136_s_at	ubiquitin specific peptidase 10	USP10	E
203512_at	trafficking protein particle complex 3	TRAPPC3	E
205190_at	plastin 1 (I isoform)	PLS1	E
212003_at	chromosome 1 open reading frame 144	C1orf144	E
219271_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	GALNT14	E
219662_at	hypothetical protein MGC5509	MGC5509	E
204678_s_at	potassium channel, subfamily K, member 1	KCNK1	E
207233_s_at	microphthalmia-associated transcription factor	MITF	E
206710_s_at	erythrocyte membrane protein band 4.1-like 3	EPB41L3	E
219263_at	ring finger protein 128	RNF128	E
207434_s_at	FXYD domain containing ion transport regulator 2	FXYD2	E
213398_s_at	chromosome 14 open reading frame 124	C14orf124	E
218671_s_at	ATPase inhibitory factor 1	ATPIF1	E
213137_s_at	protein tyrosine phosphatase, non-receptor type 2	PTPN2	E
217932_at	mitochondrial ribosomal protein S7	MRPS7	E
204361_s_at	src family associated phosphoprotein 2	SCAP2	E
209384_at	proline synthetase co-transcribed homolog (bacterial)	PROSC	E
201317_s_at	proteasome (prosome, macropain) subunit, alpha type, 2	PSMA2	E
201421_s_at	WD repeat domain 77	WDR77	E
210891_s_at	general transcription factor II, i	GTF2I	E
209875_s_at	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	SPP1	E
214329_x_at	tumor necrosis factor (ligand) superfamily, member 10	TNFSF10	E
207921_x_at	paired box gene 8	PAX8	E
209238_at	syntaxin 3	STX3	E
201415_at	glutathione synthetase	GSS	E
219610_at	Rho-guanine nucleotide exchange factor	RGNEF	E
201538_s_at	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	DUSP3	E
218035_s_at	RNA-binding protein	FLJ20273	E
201284_s_at	N-acylaminoacyl-peptide hydrolase	APEH	E
213535_s_at	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	UBE2I	E
211828_s_at	TRAF2 and NCK interacting kinase	TNIK	E
219133_at	3-oxoacyl-ACP synthase, mitochondrial	OXSM	E
200866_s_at	phospholipid scramblase 3	PSAP	E
219564_at	potassium inwardly-rectifying channel, subfamily J, member 16	KCNJ16	E
212312_at	BCL2-like 1	BCL2L1	E
200900_s_at	mannose-6-phosphate receptor (cation dependent)	M6PR	E
208650_s_at	CD24 molecule	CD24	E
208596_s_at	UDP glucuronosyltransferase 1 family, polypeptide A10	UGT1A10	E
211417_x_at	gamma-glutamyltransferase 1	GGT1	E
219153_s_at	thrombospondin, type I, domain containing 4	THSD4	E
202295_s_at	cathepsin H	CTSH	E
218869_at	malonyl-CoA decarboxylase	MLYCD	E
201350_at	flotillin 2	FLOT2	E
207168_s_at	H2A histone family, member Y	H2AFY	E
212070_at	G protein-coupled receptor 56	GPR56	E
202178_at	protein kinase C, zeta	PRKCZ	E
201690_s_at	tumor protein D52	TPD52	E
202219_at	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	SLC6A8	E
203819_s_at	insulin-like growth factor 2 mRNA binding protein 3	IGF2BP3	E
217799_x_at	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H	E
213085_s_at	WW, C2 and coiled-coil domain containing 1	WWC1	E
211317_s_at	CASP8 and FADD-like apoptosis regulator	CFLAR	E
204301_at	kelch repeat and BTB (POZ) domain containing 11	KBTBD11	E
218980_at	formin homology 2 domain containing 3	FHOD3	E
202535_at	Fas (TNFRSF6)-associated via death domain	FADD	E
214107_x_at	aminopeptidase puromycin sensitive	NPEPPS	E
219192_at	ubiquitin associated protein 2	UBAP2	E
215440_s_at	brain expressed X-linked-like 1	BEXL1	E
200871_s_at	phospholipid scramblase 3	PSAP	E
203221_at	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1	E
217747_s_at	ribosomal protein S9	RPS9	E
209488_s_at	RNA binding protein with multiple splicing	RBPMS	E
216379_x_at	CD24 molecule	CD24	E
219630_at	PDZK1 interacting protein 1	PDZK1IP1	E
209771_x_at	CD24 molecule	CD24	E
202687_s_at	tumor necrosis factor (ligand) superfamily, member 10	TNFSF10	E
215223_s_at	superoxide dismutase 2, mitochondrial	SOD2	E
203910_at	Rho GTPase activating protein 29	ARHGAP29	E
203781_at	mitochondrial ribosomal protein L33	MRPL33	E
211012_s_at	hypothetical protein LOC161527	PML	E
204215_at	chromosome 7 open reading frame 23	C7orf23	E
205978_at	klotho	KL	E
221088_s_at	protein phosphatase 1, regulatory (inhibitor) subunit 9A	PPP1R9A	E
202758_s_at	regulatory factor X-associated ankyrin-containing protein	RFXANK	E
219418_at	nonhomologous end-joining factor 1	NHEJ1	E
203890_s_at	death-associated protein kinase 3	DAPK3	E
215116_s_at	dynamin 1	DNM1	E
216074_x_at	WW, C2 and coiled-coil domain containing 1	WWC1	E
204447_at	ProSAPiP1 protein	ProSAPiP1	E
202688_at	tumor necrosis factor (ligand) superfamily, member 10	TNFSF10	E
207924_x_at	paired box gene 8	PAX8	E
214528_s_at	paired box gene 8	PAX8	E
201487_at	cathepsin C	CTSC	E
206204_at	growth factor receptor-bound protein 14	GRB14	E
210827_s_at	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	ELF3	E
200814_at	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	PSME1	E
209050_s_at	ral guanine nucleotide dissociation stimulator	RALGDS	E
205975_s_at	homeobox D1	HOXD1	E
219869_s_at	solute carrier family 39 (zinc transporter), member 8	SLC39A8	E
210707_x_at	postmeiotic segregation increased 2-like 11	PMS2L11	E
201454_s_at	aminopeptidase puromycin sensitive	NPEPPS	E
202071_at	syndecan 4 (amphiglycan, ryudocan)	SDC4	E
213843_x_at	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	SLC6A8	E
205550_s_at	brain and reproductive organ-expressed (TNFRSF1A modulator)	BRE	E
213082_s_at	solute carrier family 35, member D2	SLC35D2	E
218826_at	solute carrier family 35, member F2	SLC35F2	E
221223_x_at	cytokine inducible SH2-containing protein	CISH	E
211937_at	eukaryotic translation initiation factor 4B	EIF4B	E
218517_at	PHD finger protein 17	PHF17	E
203222_s_at	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1	E
206445_s_at	protein arginine methyltransferase 1	PRMT1	E
200835_s_at	microtubule-associated protein 4	MAP4	E
204073_s_at	chromosome 11 open reading frame 9	C11orf9	E
46270_at	ubiquitin associated protein 1	UBAP1	E
202233_s_at	ubiquinol-cytochrome c reductase hinge protein	UQCRH	E
214043_at	protein tyrosine phosphatase, receptor type, D	PTPRD	E
204803_s_at	Ras-related associated with diabetes	RRAD	E
212694_s_at	propionyl Coenzyme A carboxylase, beta polypeptide	PCCB	E
201911_s_at	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	FARP1	E
202858_at	U2 small nuclear RNA auxiliary factor 1	U2AF1	E
208623_s_at	villin 2 (ezrin)	VIL2	E
209545_s_at	receptor-interacting serine-threonine kinase 2	RIPK2	E
219693_at	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	AGPAT4	E
208485_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	E
211862_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	E
211316_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	E
208879_x_at	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	PRPF6	E
202659_at	proteasome (prosome, macropain) subunit, beta type, 10	PSMB10	E
218298_s_at	chromosome 14 open reading frame 159	C14orf159	E
204881_s_at	UDP-glucose ceramide glucosyltransferase	UGCG	E
200980_s_at	pyruvate dehydrogenase (lipoamide) alpha 1	PDHA1	E
204967_at	shroom family member 2	SHROOM2	E
212645_x_at	brain and reproductive organ-expressed (TNFRSF1A modulator)	BRE	E
218091_at	HIV-1 Rev binding protein	HRB	E
200877_at	chaperonin containing TCP1, subunit 4 (delta)	CCT4	E
221485_at	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	B4GALT5	E
218261_at	adaptor-related protein complex 1, mu 2 subunit	AP1M2	E
213362_at	protein tyrosine phosphatase, receptor type, D	PTPRD	E
219545_at	potassium channel tetramerisation domain containing 14	KCTD14	E
209678_s_at	protein kinase C, iota	PRKCI	E
215017_s_at	formin binding protein 1-like	FNBP1L	E
208456_s_at	related RAS viral (r-ras) oncogene homolog 2	RRAS2	E
219327_s_at	G protein-coupled receptor, family C, group 5, member C	GPRC5C	E
212590_at	related RAS viral (r-ras) oncogene homolog 2	RRAS2	E
217739_s_at	pre-B-cell colony enhancing factor 1	PBEF1	E
204259_at	matrix metallopeptidase 7 (matrilysin, uterine)	MMP7	E
221524_s_at	Ras-related GTP binding D	RRAGD	E
208926_at	FYN oncogene related to SRC, FGR, YES	FYN	E
214456_x_at	serum amyloid A1	SAA1	E
222090_at	Full-length cDNA clone CS0DI007YH13 of Placenta Cot 25-normalized of Homo sapiens (human)	---	E
202604_x_at	ADAM metallopeptidase domain 10	ADAM10	E
210592_s_at	spermidine/spermine N1-acetyltransferase 1	SAT1	E
216266_s_at	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	ARFGEF1	E
221452_s_at	chromosome 20 open reading frame 7	C20orf7	E
213747_at	---	---	E
203455_s_at	spermidine/spermine N1-acetyltransferase 1	SAT1	E
211971_s_at	leucine-rich PPR-motif containing	LRPPRC	E
203717_at	dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)	DPP4	E
209118_s_at	tubulin, alpha 3	TUBA3	E
208971_at	SMAD, mothers against DPP homolog 3	SMAD3	E
221718_s_at	A kinase (PRKA) anchor protein 13	AKAP13	E
200647_x_at	eukaryotic translation initiation factor 3, subunit 8, 110kDa	EIF3S8	E
201649_at	ubiquitin-conjugating enzyme E2L 6	UBE2L6	E
201651_s_at	protein kinase C and casein kinase substrate in neurons 2	PACSIN2	E
203028_s_at	cytochrome b-245, alpha polypeptide	CYBA	E
211715_s_at	3-hydroxybutyrate dehydrogenase, type 1	BDH1	E
212075_s_at	casein kinase 2, alpha 1 polypeptide	CSNK2A1	E
209536_s_at	EH-domain containing 4	EHD4	E
205452_at	phosphatidylinositol glycan anchor biosynthesis, class B	PIGB	E
209633_at	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A	E
202772_at	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase	HMGCL	E
204679_at	potassium channel, subfamily K, member 1	KCNK1	E
202430_s_at	phospholipid scramblase 1	PLSCR1	E
202446_s_at	phospholipid scramblase 1	PLSCR1	E
209296_at	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	PPM1B	E
201711_x_at	RAN binding protein 2	RANBP2	E
203917_at	coxsackie virus and adenovirus receptor	CXADR	E
204168_at	microsomal glutathione S-transferase 2	MGST2	E
218541_s_at	chromosome 8 open reading frame 4	C8orf4	E
209047_at	aquaporin 1 (Colton blood group)	AQP1	E
214913_at	ADAM metallopeptidase with thrombospondin type 1 motif, 3	ADAMTS3	E
201689_s_at	tumor protein D52	TPD52	E
212508_at	modulator of apoptosis 1	MOAP1	E
49306_at	Ras association (RalGDS/AF-6) domain family 4	RASSF4	E
221916_at	neurofilament, light polypeptide 68kDa	NEFL	E
221827_at	RanBP-type and C3HC4-type zinc finger containing 1	RBCK1	E
210564_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	E
207836_s_at	RNA binding protein with multiple splicing	RBPMS	E
214119_s_at	FK506 binding protein 1A, 12kDa	FKBP1A	E
209487_at	RNA binding protein with multiple splicing	RBPMS	E
212589_at	Sterol carrier protein 2	SCP2	E
210038_at	protein kinase C, theta	PRKCQ	E
203511_s_at	trafficking protein particle complex 3	TRAPPC3	E
205366_s_at	homeobox B6	HOXB6	E
209081_s_at	collagen, type XVIII, alpha 1	COL18A1	E
201536_at	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	DUSP3	E
204880_at	O-6-methylguanine-DNA methyltransferase	MGMT	E
212595_s_at	DAZ associated protein 2	DAZAP2	E
214501_s_at	toll-like receptor 4 /// H2A histone family, member Y	TLR4	E
221942_s_at	guanylate cyclase 1, soluble, alpha 3	GUCY1A3	E
200804_at	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	E
207542_s_at	aquaporin 1 (Colton blood group)	AQP1	E
218180_s_at	EPS8-like 2	EPS8L2	E
215603_x_at	gamma-glutamyltransferase 1	GGT1	E
212072_s_at	casein kinase 2, alpha 1 polypeptide	CSNK2A1	E
214889_at	DKFZP564J102 protein	DKFZP564J102	E
208152_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	DDX21	E
209623_at	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	MCCC2	E
219051_x_at	meteorin, glial cell differentiation regulator	METRN	E
203896_s_at	phospholipase C, beta 4	PLCB4	E
220147_s_at	family with sequence similarity 60, member A	FAM60A	E
203828_s_at	interleukin 32 /// interleukin 32	IL32	E
219476_at	chromosome 1 open reading frame 116	C1orf116	E
217901_at	Desmoglein 2	DSG2	E
211478_s_at	dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)	DPP4	E
210734_x_at	MYC associated factor X	MAX	E
201549_x_at	Jumonji, AT rich interactive domain 1B (RBP2-like)	JARID1B	E
217755_at	hematological and neurological expressed 1	HN1	E
200635_s_at	protein tyrosine phosphatase, receptor type, F	PTPRF	E
221802_s_at	KIAA1598	KIAA1598	E
203355_s_at	pleckstrin and Sec7 domain containing 3	PSD3	E
209008_x_at	keratin 8 /// keratin 8	KRT8	E
215812_s_at	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	SLC6A8	E
202011_at	tight junction protein 1 (zona occludens 1)	TJP1	E
209993_at	ATP-binding cassette, sub-family B (MDR/TAP), member 1	ABCB1	E
203704_s_at	---	---	E
205712_at	protein tyrosine phosphatase, receptor type, D	PTPRD	E
206228_at	paired box gene 2	PAX2	E
204044_at	quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	QPRT	E
219414_at	calsyntenin 2	CLSTN2	E
212168_at	RNA binding motif protein 12	RBM12	E
203379_at	ribosomal protein S6 kinase, 90kDa, polypeptide 1	RPS6KA1	E
208358_s_at	UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)	UGT8	E
203911_at	RAP1 GTPase activating protein	RAP1GAP	E
211416_x_at	gamma-glutamyltransferase-like activity 4	GGTLA4	E
202239_at	poly (ADP-ribose) polymerase family, member 4	PARP4	E
208645_s_at	ribosomal protein S14	RPS14	E
211202_s_at	Jumonji, AT rich interactive domain 1B (RBP2-like)	JARID1B	E
213166_x_at	similar to hypothetical protein FLJ14346	LOC653784	E
200846_s_at	protein phosphatase 1, catalytic subunit, alpha isoform	PPP1CA	E
200715_x_at	ribosomal protein L13a	RPL13A	E
206687_s_at	protein tyrosine phosphatase, non-receptor type 6	PTPN6	E
209177_at	chromosome 3 open reading frame 60	C3orf60	E
209916_at	dehydrogenase E1 and transketolase domain containing 1	DHTKD1	E
208820_at	PTK2 protein tyrosine kinase 2	PTK2	E
205890_s_at	ubiquitin D	UBD	E
206421_s_at	serpin peptidase inhibitor, clade B (ovalbumin), member 7	SERPINB7	E
200746_s_at	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	E
