GeneID, ranked according to fold change	gene symbol	Fold change after EZH2 knockdown	Corresponding change after NIPP1 knockdown	Expression
9134	CCNE2	0.58	0.74	Downregulated genes
2030	SLC29A1	0.58	1.03	Downregulated genes
8452	CUL3	0.58	0.59	Downregulated genes
7918	BAT4	0.58	1.28	Downregulated genes
27338	UBE2S	0,58; 0,64	0,74; 0,84	Downregulated genes
219854	LOC219854	0.58	1.25	Downregulated genes
170960	ZNF721	0.58	0.97	Downregulated genes
22974	TPX2	0.58	0.8	Downregulated genes
6133	RPL9	0,58; 0,60; 0,65; 0,66; 0,67; 0,67; 0,69; 0,69	1,11; 1,14; 1,02; 1,07; 0,97; 1,06; 1,04; 1,01	Downregulated genes
84366	PRAC	0,58; 0,68	1,46; 1,27	Downregulated genes
3615	IMPDH2	0.58	0.89	Downregulated genes
9443	CRSP9	0.58	1.05	Downregulated genes
4586	MUC5AC	0.58	0.53	Downregulated genes
80178	C16orf59	0.58	0.9	Downregulated genes
55364	IMPACT	0.58	1.12	Downregulated genes
4521	NUDT1	0.58	1.02	Downregulated genes
5635	PRPSAP1	0.58	0.73	Downregulated genes
646786		0.58	0.98	Downregulated genes
54495	TXNDC10	0.58	1.23	Downregulated genes
63967	CLSPN	0.58	0.66	Downregulated genes
7922	SLC39A7	0.58	0.81	Downregulated genes
26258	PLDN	0,58; 0,64	0,96; 0,87	Downregulated genes
55790	ChGn	0.58	1.2	Downregulated genes
7462	LAT2	0.58	1.34	Downregulated genes
90665	TBL1Y	0.58	0.53	Downregulated genes
1690	COCH	0,58; 0,59	0,51; 0,62	Downregulated genes
57720	GPR107	0,58; 0,69	0,32; 1,12	Downregulated genes
5106	PCK2	0.58	1.19	Downregulated genes
94234	FOXQ1	0.58	0.59	Downregulated genes
9924	USP52	0.58	1.02	Downregulated genes
3066	HDAC2	0.58	0.78	Downregulated genes
9656	MDC1	0.58	1.3	Downregulated genes
114327	EFHC1	0.58	1.28	Downregulated genes
55732	C1orf112	0.58	0.94	Downregulated genes
60488	MRPS35	0.58	1.21	Downregulated genes
6194	RPS6	0,58; 0,59; 0,61; 0,62	0,95; 0,96; 0,93; 0,99	Downregulated genes
165055	CCDC138	0.58	1.45	Downregulated genes
4001	LMNB1	0.58	0.6	Downregulated genes
154791	HSPC268	0.58	1.55	Downregulated genes
9244	CRLF1	0.58	1.03	Downregulated genes
10024	TROAP	0.58	0.82	Downregulated genes
5889	RAD51C	0.58	0.7	Downregulated genes
10052	GJA7	0.58	0.84	Downregulated genes
6941	TCF19	0,58; 0,66	0,43; 0,56	Downregulated genes
143282	FGFBP3	0,58; 0,66	1,02; 1,05	Downregulated genes
387103	C6orf173	0,58; 0,61	0,82; 0,88	Downregulated genes
55010	C12orf48	0,59; 0,59	1,12; 1,20	Downregulated genes
8939	FUBP3	0.59	1.12	Downregulated genes
9715	FAM131B	0.59	0.42	Downregulated genes
64924	SLC30A5	0.59	0.69	Downregulated genes
10776	ARPP-19	0.59	0.59	Downregulated genes
55830	GLT8D1	0.59	0.99	Downregulated genes
6907	TBL1X	0.59	0.57	Downregulated genes
5876	RABGGTB	0.59	1.07	Downregulated genes
9639	ARHGEF10	0.59	0.99	Downregulated genes
27346	TMEM97	0,59; 0,59; 0,67	0,68; 0,75; 0,70	Downregulated genes
115	ADCY9	0.59	0.9	Downregulated genes
5010	CLDN11	0.59	1.29	Downregulated genes
3276	PRMT1	0.59	0.93	Downregulated genes
79612	NARG1L	0.59	1.02	Downregulated genes
57542	KLHDC5	0,59; 0,66; 0,66	0,86; 0,82; 0,83	Downregulated genes
389058	SP5	0.59	0.96	Downregulated genes
23362	PSD3	0,59; 0,61	1,13; 1,16	Downregulated genes
9055	PRC1	0.59	0.95	Downregulated genes
84002	B3GNT5	0.59	0.98	Downregulated genes
163786	SASS6	0.59	1.39	Downregulated genes
9768	KIAA0101	0.59	0.78	Downregulated genes
4781	NFIB	0.59	0.82	Downregulated genes
201799	TMEM154	0.59	0.56	Downregulated genes
23635	SSBP2	0.59	0.78	Downregulated genes
51293	CD320	0.59	0.87	Downregulated genes
50484	RRM2B	0.59	0.9	Downregulated genes
7248	TSC1	0.59	1.39	Downregulated genes
3556	IL1RAP	0,59; 0,63	1,96; 1,87	Downregulated genes
54534	MRPL50	0.59	1.23	Downregulated genes
10635	RAD51AP1	0.59	1.03	Downregulated genes
23224	SYNE2	0,59; 0,66	0,57; 0,61	Downregulated genes
83593	RASSF5	0.59	0.84	Downregulated genes
1962	EHHADH	0.59	0.99	Downregulated genes
51512	GTSE1	0.59	0.77	Downregulated genes
127428	C1orf83	0.59	1.07	Downregulated genes
57730	KIAA1641	0,59; 0,60	1,05; 0,97	Downregulated genes
10744	PTTG2	0.59	0.86	Downregulated genes
8555	CDC14B	0.59	0.88	Downregulated genes
64147	KIF9	0.59	1.1	Downregulated genes
10062	NR1H3	0.59	1.12	Downregulated genes
84440	RAB11FIP4	0.59	0.87	Downregulated genes
113130	CDCA5	0.59	1.04	Downregulated genes
80179	MYOHD1	0.59	0.98	Downregulated genes
528	ATP6V1C1	0,59; 0,70	1,26; 0,77	Downregulated genes
84705	GTPBP3	0.59	0.98	Downregulated genes
90141	C14orf143	0.59	1.17	Downregulated genes
116138	KLHDC3	0,59; 0,61	0,76; 0,72	Downregulated genes
23395	LARS2	0.59	0.83	Downregulated genes
23576	DDAH1	0,60; 0,61	0,78; 0,92	Downregulated genes
55344	PLCXD1	0.6	0.66	Downregulated genes
23019	CNOT1	0.6	1.07	Downregulated genes
81848	SPRY4	0.6	0.71	Downregulated genes
10113	PREB	0.6	0.75	Downregulated genes
699	BUB1	0.6	1.01	Downregulated genes
83707	TRPT1	0.6	0.84	Downregulated genes
130814	PQLC3	0.6	1.23	Downregulated genes
1058	CENPA	0.6	0.81	Downregulated genes
10244	RABEPK	0.6	1.09	Downregulated genes
259266	ASPM	0,60; 0,60	0,74; 0,90	Downregulated genes
92912	UBE2Q2	0.6	0.6	Downregulated genes
79019	CENPM	0.6	0.77	Downregulated genes
115106	CCDC5	0.6	0.93	Downregulated genes
378708	APITD1	0.6	0.84	Downregulated genes
3205	HOXA9	0.6	0.87	Downregulated genes
80346	REEP4	0.6	0.73	Downregulated genes
23560	GTPBP4	0.6	1.31	Downregulated genes
1039	CDR2	0.6	1.09	Downregulated genes
65008	MRPL1	0.6	0.97	Downregulated genes
4591	TRIM37	0.6	1.02	Downregulated genes
29128	UHRF1	0,60; 0,66	0,48; 0,60	Downregulated genes
28227	PPP2R3B	0,60; 0,60	0,87; 0,98	Downregulated genes
1434	CSE1L	0.6	0.84	Downregulated genes
26147	PHF19	0.6	0.69	Downregulated genes
7533	YWHAH	0.6	0.71	Downregulated genes
54847	SIDT1	0.6	0.74	Downregulated genes
23076	RRP1B	0.6	0.61	Downregulated genes
6790	AURKA	0,60; 0,62	0,56; 0,56	Downregulated genes
55159	RFWD3	0.6	0.94	Downregulated genes
6558	SLC12A2	0.6	0.57	Downregulated genes
55339	WDR33	0.6	0.82	Downregulated genes
51292	GMPR2	0,60; 0,64	1,28; 1,14	Downregulated genes
51776	ZAK	0.6	0.85	Downregulated genes
6470	SHMT1	0.6	0.83	Downregulated genes
56935	C11orf75	0.6	0.87	Downregulated genes
5501	PPP1CC	0,60; 0,61; 0,66	1,05; 1,04; 1,08	Downregulated genes
53340	SPA17	0.6	1.09	Downregulated genes
10152	ABI2	0.61	1.13	Downregulated genes
359948	IRF2BP2	0.61	0.98	Downregulated genes
5532	PPP3CB	0.61	0.87	Downregulated genes
166815	TIGD2	0.61	0.99	Downregulated genes
3795	KHK	0.61	0.58	Downregulated genes
1515	CTSL2	0.61	0.96	Downregulated genes
65266	WNK4	0.61	0.76	Downregulated genes
128239	IQGAP3	0.61	1.17	Downregulated genes
8996	NOL3	0.61	0.91	Downregulated genes
28977	MRPL42	0.61	1.18	Downregulated genes
29107	NXT1	0,61; 0,61	1,03; 0,93	Downregulated genes
374986	FAM73A	0.61	0.82	Downregulated genes
81704	DOCK8	0.61	0.9	Downregulated genes
5307	PITX1	0.61	0.81	Downregulated genes
55778	C14orf131	0,61; 0,62	0,94; 1,04	Downregulated genes
51015	ISOC1	0.61	0.91	Downregulated genes
79833	GEMIN6	0.61	1.26	Downregulated genes
26207	PITPNC1	0.61	0.88	Downregulated genes
9107	MTMR6	0.61	1.06	Downregulated genes
9232	PTTG1	0.61	0.92	Downregulated genes
4595	MUTYH	0.61	1.08	Downregulated genes
55266	TMEM19	0.61	1.09	Downregulated genes
11083	DIDO1	0.61	0.82	Downregulated genes
54510	PCDH18	0.61	0.6	Downregulated genes
117178	SSX2IP	0.61	0.64	Downregulated genes
2189	FANCG	0.61	0.93	Downregulated genes
6491	STIL	0,61; 0,64	0,84; 0,89	Downregulated genes
3200	HOXA3	0.61	0.83	Downregulated genes
22794	CASC3	0.61	0.98	Downregulated genes
998	CDC42	0.61	1.08	Downregulated genes
55897	MESP1	0.61	0.95	Downregulated genes
898	CCNE1	0.61	1.1	Downregulated genes
10426	TUBGCP3	0,61; 0,67	0,85; 0,87	Downregulated genes
27247	NFU1	0.61	1.18	Downregulated genes
51012	SLMO2	0,61; 0,62	0,90; 0,87	Downregulated genes
55206	SBNO1	0.61	0.85	Downregulated genes
128710	C20orf94	0.61	1.11	Downregulated genes
983	CDC2	0.61	0.92	Downregulated genes
647949		0,61; 0,62; 0,62	0,97; 0,95; 0,95	Downregulated genes
5888	RAD51	0.61	0.82	Downregulated genes
1163	CKS1B	0.61	1.02	Downregulated genes
55251	PCMTD2	0.61	1.06	Downregulated genes
84955	NUDCD1	0.61	1.24	Downregulated genes
10057	ABCC5	0.61	0.85	Downregulated genes
57001	ACN9	0.61	1.17	Downregulated genes
283377	SPRYD4	0.61	0.95	Downregulated genes
83903	GSG2	0.61	0.81	Downregulated genes
113278	C20orf54	0.61	0.89	Downregulated genes
8368	HIST1H4L	0.61	0.76	Downregulated genes
11091	WDR5	0.61	0.95	Downregulated genes
23479	ISCU	0.61	1.11	Downregulated genes
10361	NPM2	0.61	1.01	Downregulated genes
56997	CABC1	0.61	0.85	Downregulated genes
10051	SMC4	0.62	0.85	Downregulated genes
3613	IMPA2	0.62	0.73	Downregulated genes
9939	RBM8A	0,62; 0,64; 0,64	1,04; 0,95; 1,01	Downregulated genes
113246	C12orf57	0.62	0.76	Downregulated genes
55660	PRPF40A	0.62	0.91	Downregulated genes
80817	KIAA1712	0.62	1.3	Downregulated genes
27238	GPKOW	0.62	1.22	Downregulated genes
79962	FLJ13236	0.62	0.74	Downregulated genes
54916	C14orf101	0.62	0.84	Downregulated genes
3149	HMGB3	0,62; 0,64	0,77; 0,83	Downregulated genes
27237	ARHGEF16	0.62	0.65	Downregulated genes
9125	RQCD1	0,62; 0,63	0,84; 0,76	Downregulated genes
9053	MAP7	0.62	0.94	Downregulated genes
7037	TFRC	0.62	1.39	Downregulated genes
23598	PATZ1	0.62	0.86	Downregulated genes
126272	EID2B	0.62	0.98	Downregulated genes
79998	ANKRD53	0.62	0.67	Downregulated genes
132720	C4orf32	0.62	1.5	Downregulated genes
64943	NT5DC2	0.62	0.62	Downregulated genes
29901	SAC3D1	0.62	0.92	Downregulated genes
80150	ASRGL1	0.62	0.81	Downregulated genes
6137	RPL13	0,62; 0,64; 0,65; 0,68	0,90; 0,91; 0,92; 0,83	Downregulated genes
4179	CD46	0.62	0.99	Downregulated genes
8317	CDC7	0.62	1.16	Downregulated genes
140735	DYNLL2	0.62	0.87	Downregulated genes
126129	CPT1C	0.62	1.22	Downregulated genes
126626	MGC29891	0,62; 0,66	1,00; 0,94	Downregulated genes
79729	C1orf113	0.62	1.02	Downregulated genes
8364	HIST1H4C	0.62	0.75	Downregulated genes
80757	TMEM121	0.62	0.72	Downregulated genes
9695	EDEM1	0,62; 0,63	0,99; 0,98	Downregulated genes
56731	SLC2A4RG	0,62; 0,66	0,59; 0,69	Downregulated genes
284348	LYPD5	0.62	0.71	Downregulated genes
55653	BCAS4	0.62	0.9	Downregulated genes
84268	RPAIN	0.62	1.23	Downregulated genes
4747	NEFL	0.62	0.85	Downregulated genes
116028	C16orf75	0.62	0.91	Downregulated genes
83543	C9orf58	0,62; 0,65	0,44; 0,45	Downregulated genes
8366	HIST1H4B	0.62	0.73	Downregulated genes
10892	MALT1	0.62	0.72	Downregulated genes
63922	CHTF18	0,62; 0,63	0,94; 0,96	Downregulated genes
57139	RGL3	0.62	1	Downregulated genes
11073	TOPBP1	0.62	0.85	Downregulated genes
6188	RPS3	0,62; 0,64	0,97; 1,00	Downregulated genes
23239	PHLPP	0.63	1.01	Downregulated genes
10929	SFRS2B	0.63	0.93	Downregulated genes
7718	ZNF165	0.63	1.07	Downregulated genes
11243	PMF1	0.63	0.89	Downregulated genes
10963	STIP1	0,63; 0,63	0,92; 0,94	Downregulated genes
55706	TMEM48	0.63	1.34	Downregulated genes
51514	DTL	0,63; 0,63; 0,63; 0,64; 0,64; 0,65; 0,65; 0,66; 0,66; 0,67	0,80; 0,81; 0,79; 0,81; 0,83; 0,82; 0,81; 0,81; 0,81; 0,83	Downregulated genes
84333	PCGF5	0.63	0.95	Downregulated genes
8402	SLC25A11	0.63	0.84	Downregulated genes
5822	PWP2	0.63	0.98	Downregulated genes
147184	TMEM99	0.63	0.99	Downregulated genes
65057	ACD	0.63	0.85	Downregulated genes
2491	CENPI	0.63	0.81	Downregulated genes
22876	INPP5F	0,63; 0,67	0,90; 0,92	Downregulated genes
29969	MDFIC	0,63; 0,69	0,73; 0,93	Downregulated genes
170622	COMMD6	0.63	1.25	Downregulated genes
6674	SPAG1	0.63	0.95	Downregulated genes
11022	TDRKH	0.63	1.01	Downregulated genes
57326	PBXIP1	0,63; 0,69	0,27; 0,41	Downregulated genes
7415	VCP	0,63; 0,68	0,85; 0,86	Downregulated genes
168451	THAP5	0,63; 0,63	0,98; 0,87	Downregulated genes
6934	TCF7L2	0.63	0.98	Downregulated genes
10775	POP4	0.63	0.96	Downregulated genes
152663	LOC152663	0.63	0.96	Downregulated genes
79682	MLF1IP	0.63	0.89	Downregulated genes
375757	C9orf119	0.63	0.99	Downregulated genes
283643	C14orf80	0.63	0.77	Downregulated genes
23608	MKRN1	0.63	0.94	Downregulated genes
57602	USP36	0.63	1.59	Downregulated genes
9792	SERTAD2	0.63	1.17	Downregulated genes
27032	ATP2C1	0,63; 0,68	1,06; 1,10	Downregulated genes
9858	KIAA0649	0.63	0.88	Downregulated genes
57763	ANKRA2	0.63	1.22	Downregulated genes
9874	TLK1	0.63	0.8	Downregulated genes
440957	SNHG8	0.63	1.48	Downregulated genes
6628	SNRPB	0.63	1.04	Downregulated genes
4800	NFYA	0.63	0.76	Downregulated genes
4729	NDUFV2	0.63	1.03	Downregulated genes
11130	ZWINT	0.63	1.07	Downregulated genes
84250	ANKRD32	0.64	0.69	Downregulated genes
81493	SYNC1	0.64	1.02	Downregulated genes
55215	FANCI	0,64; 0,66	0,90; 1,00	Downregulated genes
2870	GRK6	0.64	0.67	Downregulated genes
221687	RNF182	0.64	1.03	Downregulated genes
2820	GPD2	0.64	0.94	Downregulated genes
25937	WWTR1	0.64	0.9	Downregulated genes
6130	RPL7A	0.64	1.02	Downregulated genes
54491	FAM105A	0.64	0.53	Downregulated genes
1479	CSTF3	0.64	1.14	Downregulated genes
9774	BCLAF1	0.64	0.86	Downregulated genes
84455	KIAA1799	0.64	0.99	Downregulated genes
7750	ZMYM2	0.64	1.26	Downregulated genes
5347	PLK1	0.64	0.92	Downregulated genes
4173	MCM4	0.64	0.82	Downregulated genes
57669	EPB41L5	0.64	1.39	Downregulated genes
790	CAD	0.64	0.9	Downregulated genes
9631	NUP155	0.64	1.02	Downregulated genes
4603	MYBL1	0.64	0.91	Downregulated genes
11065	UBE2C	0.64	0.9	Downregulated genes
9475	ROCK2	0,64; 0,65	0,70; 0,70	Downregulated genes
6164	RPL34	0,64; 0,69	0,99; 1,08	Downregulated genes
79590	MRPL24	0.64	1.16	Downregulated genes
58497	PRUNE	0.64	0.72	Downregulated genes
492311	LOC492311	0.64	0.8	Downregulated genes
79968	WDR76	0.64	0.68	Downregulated genes
10055	SAE1	0.64	1.03	Downregulated genes
23225	NUP210	0.64	0.63	Downregulated genes
26013	L3MBTL	0.64	1.52	Downregulated genes
150468	CKAP2L	0.64	0.77	Downregulated genes
55780	C6orf70	0,64; 0,67	1,10; 1,02	Downregulated genes
51016	C14orf122	0.64	0.69	Downregulated genes
128240	APOA1BP	0,64; 0,66	0,86; 0,93	Downregulated genes
55766	H2AFJ	0.64	0.98	Downregulated genes
65094	JMJD4	0.64	0.68	Downregulated genes
2629	GBA	0.64	0.74	Downregulated genes
7465	WEE1	0.64	1.1	Downregulated genes
5872	RAB13	0.64	0.87	Downregulated genes
9536	PTGES	0.64	0.46	Downregulated genes
6856	SYPL1	0.64	1.01	Downregulated genes
55101	FLJ10241	0.64	1.03	Downregulated genes
55693	JMJD2D	0.64	1.1	Downregulated genes
51321	AMZ2	0,64; 0,65	0,87; 0,88	Downregulated genes
53838	C11orf24	0.64	0.86	Downregulated genes
26469	PTPN18	0.64	1.23	Downregulated genes
8914	TIMELESS	0.64	1.2	Downregulated genes
128061	C1orf131	0.64	1.09	Downregulated genes
8458	TTF2	0.64	1.33	Downregulated genes
286053	NSMCE2	0.64	1.19	Downregulated genes
51444	RNF138	0.64	0.69	Downregulated genes
84222	DKFZp434N035	0.64	1.01	Downregulated genes
23432	GPR161	0.64	0.64	Downregulated genes
53834	FGFRL1	0.64	0.56	Downregulated genes
51439	FAM8A1	0.64	0.99	Downregulated genes
172	AFG3L1	0.64	0.62	Downregulated genes
9985	REC8	0.64	0.85	Downregulated genes
6687	SPG7	0,64; 0,67	0,82; 0,90	Downregulated genes
159090	FAM122B	0.65	1.06	Downregulated genes
10417	SPON2	0.65	1.15	Downregulated genes
219333	USP12	0.65	1.13	Downregulated genes
7041	TGFB1I1	0.65	0.84	Downregulated genes
8630	HSD17B6	0.65	1.09	Downregulated genes
55638	FLJ20366	0.65	1.04	Downregulated genes
65263	PYCRL	0.65	1.04	Downregulated genes
64172	OSGEPL1	0,65; 0,65	1,39; 1,41	Downregulated genes
9867	PJA2	0.65	0.53	Downregulated genes
80821	DDHD1	0.65	1.16	Downregulated genes
51540	SCLY	0.65	1.38	Downregulated genes
59353	TMEM35	0.65	0.86	Downregulated genes
9497	SLC4A7	0,65; 0,66	1,01; 0,83	Downregulated genes
84328	LZIC	0.65	0.89	Downregulated genes
57185	NPAL3	0.65	0.56	Downregulated genes
55856	THEM2	0.65	1.36	Downregulated genes
79752	ZFAND1	0.65	0.88	Downregulated genes
9666	DZIP3	0,65; 0,67	1,45; 1,17	Downregulated genes
4796	NFKBIL2	0.65	0.79	Downregulated genes
55755	CDK5RAP2	0.65	0.86	Downregulated genes
256586	LYSMD2	0.65	0.99	Downregulated genes
3930	LBR	0.65	0.6	Downregulated genes
9031	BAZ1B	0.65	0.94	Downregulated genes
54842	FLJ20160	0.65	0.5	Downregulated genes
9252	RPS6KA5	0,65; 0,66	0,65; 0,69	Downregulated genes
374969	CCDC23	0.65	0.9	Downregulated genes
54681	PH-4	0.65	1.03	Downregulated genes
23354	KIAA0841	0.65	0.89	Downregulated genes
79650	C16orf57	0.65	0.86	Downregulated genes
10914	PAPOLA	0,65; 0,67	0,61; 0,63	Downregulated genes
6670	SP3	0.65	0.68	Downregulated genes
54939	COMMD4	0,65; 0,66; 0,68; 0,69	0,84; 0,85; 0,93; 0,87	Downregulated genes
64753	CCDC136	0.65	1.27	Downregulated genes
1033	CDKN3	0.65	0.8	Downregulated genes
83606	C22orf13	0.65	0.8	Downregulated genes
205428	C3orf58	0.65	0.53	Downregulated genes
55857	C20orf19	0.65	1.01	Downregulated genes
8443	GNPAT	0.65	1.21	Downregulated genes
375444	C5orf34	0.65	1.08	Downregulated genes
54820	NDE1	0.65	0.9	Downregulated genes
5611	DNAJC3	0.65	1.19	Downregulated genes
51170	HSD17B11	0,65; 0,69	0,83; 0,92	Downregulated genes
63920	LOC63920	0.65	1.32	Downregulated genes
57211	GPR126	0,65; 0,67	0,51; 0,61	Downregulated genes
84620	ST6GAL2	0.65	0.82	Downregulated genes
64895	PAPOLG	0.65	1.11	Downregulated genes
161291	TMEM30B	0.65	0.82	Downregulated genes
3014	H2AFX	0.65	0.7	Downregulated genes
54165	DCUN1D1	0.65	0.88	Downregulated genes
9583	ENTPD4	0.65	0.65	Downregulated genes
79629	OCEL1	0.65	1.05	Downregulated genes
152189	CMTM8	0.66	0.96	Downregulated genes
56924	PAK6	0.66	0.81	Downregulated genes
4678	NASP	0,66; 0,66	1,00; 1,04	Downregulated genes
138716	C9orf23	0.66	1.22	Downregulated genes
2305	FOXM1	0.66	0.57	Downregulated genes
93183	PIGM	0.66	0.77	Downregulated genes
8879	SGPL1	0.66	0.86	Downregulated genes
650276		0.66	0.79	Downregulated genes
341	APOC1	0.66	0.95	Downregulated genes
441795	LOC441795	0.66	0.81	Downregulated genes
83595	SOX7	0.66	0.96	Downregulated genes
57695	USP37	0,66; 0,70	0,73; 0,80	Downregulated genes
63892	THADA	0.66	1	Downregulated genes
11116	FGFR1OP	0.66	0.95	Downregulated genes
29127	RACGAP1	0,66; 0,68	1,13; 1,05	Downregulated genes
91687	CENPL	0.66	1.04	Downregulated genes
221908	C7orf47	0.66	1.14	Downregulated genes
8360	HIST1H4D	0.66	0.76	Downregulated genes
29993	PACSIN1	0.66	1.07	Downregulated genes
128338	TMEM77	0,66; 0,69	1,51; 1,52	Downregulated genes
5634	PRPS2	0.66	0.68	Downregulated genes
55133	SRBD1	0.66	0.85	Downregulated genes
440804	LOC440804	0.66	0.84	Downregulated genes
10036	CHAF1A	0.66	0.85	Downregulated genes
55839	CENPN	0,66; 0,68	0,82; 0,78	Downregulated genes
55757	UGCGL2	0.66	0.82	Downregulated genes
11020	RABL4	0.66	0.85	Downregulated genes
22818	COPZ1	0.66	0.92	Downregulated genes
64318	NOC3L	0,66; 0,66; 0,66; 0,66; 0,67; 0,67; 0,67; 0,68; 0,68	1,44; 1,49; 1,45; 1,44; 1,45; 1,44; 1,48; 1,46; 1,47; 1,48	Downregulated genes
55002	TMCO3	0.66	0.67	Downregulated genes
23310	NCAPD3	0.66	0.83	Downregulated genes
56906	THAP10	0.66	0.76	Downregulated genes
22838	RNF44	0.66	1.01	Downregulated genes
51290	ERGIC2	0,66; 0,66; 0,66; 0,66; 0,66; 0,67; 0,67; 0,67; 0,68	0,57; 0,57; 0,55; 0,58; 0,57; 0,56; 0,56; 0,56; 0,57	Downregulated genes
5424	POLD1	0,66; 0,71	1,01; 1,11	Downregulated genes
85014	TMEM141	0.66	0.84	Downregulated genes
196074	METT5D1	0.66	1.16	Downregulated genes
9240	PNMA1	0.66	0.88	Downregulated genes
9585	MPHOSPH1	0.66	1.08	Downregulated genes
27085	MTBP	0.66	1.1	Downregulated genes
140462	ASB9	0.66	0.8	Downregulated genes
50628	GEMIN4	0,66; 0,66	1,01; 0,83	Downregulated genes
3280	HES1	0.66	0.8	Downregulated genes
9156	EXO1	0,66; 0,67; 0,67; 0,67; 0,68; 0,70	1,18; 1,18; 1,14; 1,18; 1,20; 1,24	Downregulated genes
83605	CCM2	0.66	0.81	Downregulated genes
54539	NDUFB11	0.66	0.85	Downregulated genes
10535	RNASEH2A	0.66	0.89	Downregulated genes
146754	DNAH2	0.66	0.86	Downregulated genes
84904	C9orf100	0.66	0.99	Downregulated genes
27102	EIF2AK1	0.66	0.86	Downregulated genes
84914	ZNF587	0.66	0.83	Downregulated genes
11344	TWF2	0.67	0.84	Downregulated genes
3422	IDI1	0.67	0.89	Downregulated genes
54930	C14orf94	0.67	1.13	Downregulated genes
6125	RPL5	0,67; 0,70; 0,67; 0,68; 0,68; 0,69; 0,69; 0,69; 0,69	0,97; 0,91; 0,90; 0,95; 0,89; 0,89; 0,93; 0,93	Downregulated genes
55504	TNFRSF19	0.67	0.97	Downregulated genes
4751	NEK2	0,67; 0,69	0,94; 0,90	Downregulated genes
6916	TBXAS1	0.67	1.11	Downregulated genes
158160	HSD17B7P2	0.67	0.99	Downregulated genes
632	BGLAP	0.67	0.94	Downregulated genes
55182	C1orf164	0,67; 0,67	1,16; 0,99	Downregulated genes
23417	MLYCD	0.67	1.37	Downregulated genes
9889	ZBED4	0.67	1.09	Downregulated genes
9815	GIT2	0.67	0.97	Downregulated genes
3059	HCLS1	0.67	0.83	Downregulated genes
58495	OVOL2	0.67	0.79	Downregulated genes
203427	SLC25A43	0.67	0.94	Downregulated genes
3835	KIF22	0.67	0.87	Downregulated genes
144577	FLJ32549	0.67	1.58	Downregulated genes
245812	MGC40499	0.67	0.8	Downregulated genes
55907	CMAS	0.67	1.03	Downregulated genes
51499	TRIAP1	0.67	1.27	Downregulated genes
220988	HNRPA3	0.67	0.9	Downregulated genes
57107	PDSS2	0.67	0.84	Downregulated genes
8624	DSCR2	0.67	1.19	Downregulated genes
3833	KIFC1	0.67	0.88	Downregulated genes
10576	CCT2	0.67	1.15	Downregulated genes
55835	CENPJ	0,67; 0,67	1,00; 0,87	Downregulated genes
55713	ZNF334	0.67	0.99	Downregulated genes
91695	dJ222E13.2	0.67	0.7	Downregulated genes
2487	FRZB	0.67	0.87	Downregulated genes
4976	OPA1	0.67	0.76	Downregulated genes
23390	ZDHHC17	0.67	0.71	Downregulated genes
26275	HIBCH	0.67	1.16	Downregulated genes
631	BFSP1	0.67	1.05	Downregulated genes
10902	BRD8	0.67	0.87	Downregulated genes
23510	KCTD2	0.67	0.88	Downregulated genes
126382	TRA16	0.67	1.05	Downregulated genes
57673	KIAA1553	0.67	1.09	Downregulated genes
11127	KIF3A	0.67	0.79	Downregulated genes
54821	FLJ20105	0.67	0.92	Downregulated genes
414899	BRCC2	0.67	0.75	Downregulated genes
23185	LARP5	0.67	0.69	Downregulated genes
64781	CERK	0.67	0.95	Downregulated genes
79155	TNIP2	0.67	0.84	Downregulated genes
51692	CPSF3	0.67	0.97	Downregulated genes
4176	MCM7	0.67	0.84	Downregulated genes
83982	FAM14A	0.67	1.08	Downregulated genes
5737	PTGFR	0.67	1.11	Downregulated genes
783	CACNB2	0.67	1.15	Downregulated genes
54503	ZDHHC13	0.67	1.04	Downregulated genes
11252	PACSIN2	0.67	0.6	Downregulated genes
51650	MRPS33	0.67	0.93	Downregulated genes
79718	TBL1XR1	0.67	0.68	Downregulated genes
36	ACADSB	0.67	1	Downregulated genes
5436	POLR2G	0.67	0.92	Downregulated genes
55127	HEATR1	0.67	0.98	Downregulated genes
842	CASP9	0,67; 0,68	0,78; 0,70	Downregulated genes
26519	TIMM10	0.68	1.02	Downregulated genes
8065	CUL5	0,68; 0,69	0,49; 1,37	Downregulated genes
11004	KIF2C	0.68	0.78	Downregulated genes
2637	GBX2	0.68	0.58	Downregulated genes
30833	NT5C	0.68	0.86	Downregulated genes
8545	CGGBP1	0.68	1.02	Downregulated genes
6204	RPS10	0,68; 0,68; 0,69; 0,69; 0,70; 0,70	1,00; 1,00; 1,02; 1,00; 0,99; 1,01	Downregulated genes
9369	NRXN3	0.68	0.79	Downregulated genes
54964	C1orf56	0.68	1.24	Downregulated genes
57613	KIAA1467	0.68	1.24	Downregulated genes
79886	C9orf82	0.68	0.79	Downregulated genes
2091	FBL	0,68; 0,69	1,06; 1,10	Downregulated genes
9493	KIF23	0.68	0.94	Downregulated genes
7112	TMPO	0,68; 0,71	0,84; 0,82	Downregulated genes
10618	TGOLN2	0.68	0.74	Downregulated genes
85016	C11orf70	0.68	1.22	Downregulated genes
6191	RPS4X	0,68; 0,69; 0,71; 0,72	0,90; 0,91; 0,89; 0,94; 0,94	Downregulated genes
78995	C17orf53	0.68	0.92	Downregulated genes
