Refseq	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_020672	57402	S100A14	S100 calcium binding protein A14	2.03248477	4.9341886	NA
NM_080388	140576	S100A16	S100 calcium binding protein A16	2.19090871	1.219488	NA
NM_002961	6275	S100A4	S100 calcium binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)	1.83668153	5.5989565	NA
NM_019554	6275	S100A4	S100 calcium binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)	1.83668153	5.5989565	NA
NM_014624	6277	S100A6	S100 calcium binding protein A6 (calcyclin)	1.67965717	8.8660141	NA
NM_199161	6288	SAA1	serum amyloid A1	0.35217272	2.9727196	-2.839515792
NM_000331	6288	SAA1	serum amyloid A1	0.35217272	2.9727196	-2.839515792
NM_030754	6289	SAA2	serum amyloid A2	0.36345041	2.5903232	-2.751406994
NM_006512	6291	SAA4	serum amyloid A4, constitutive	0.55823414	7.6537443	-1.791363029
NM_013299	29901	SAC3D1	SAC3 domain containing 1	1.78186907	4.3199052	NA
NM_014363	26278	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)	0.21108405	1.7079054	-4.737449371
NM_005500	10055	SAE1	SUMO-1 activating enzyme subunit 1	2.16701937	3.797649	NA
NM_138352	90378	SAMD1	sterile alpha motif domain containing 1	17.1178598	0	NA
NM_017654	54809	SAMD9	sterile alpha motif domain containing 9	0.31009389	8.27025	-3.224829744
NM_005146	9092	SART1	squamous cell carcinoma antigen recognised by T cells	1.89312336	8.1979458	NA
NM_194292	163786	SASS6	spindle assembly 6 homolog (C. elegans)	0.30933455	1.7079054	-3.232745906
NM_002970	6303	SAT	spermidine/spermine N1-acetyltransferase	1.56655377	8.8660141	NA
NM_016558	51282	SCAND1	SCAN domain containing 1	1.7260436	9.0782945	NA
NM_033630	51282	SCAND1	SCAN domain containing 1	1.7260436	9.0782945	NA
NM_015200	23244	SCC-112	SCC-112 protein	0.50020311	8.27025	-1.99918789
NM_003020	6447	SCG5	secretogranin V (7B2 protein)	3.69727838	1.219488	NA
NM_016510	51540	SCLY	selenocysteine lyase	2.7930682	1.9393426	NA
NM_012236	22955	SCMH1	sex comb on midleg homolog 1 (Drosophila)	1.59051133	7.6537443	NA
NM_024041	79005	SCNM1	sodium channel modifier 1	2.00348605	1.9393426	NA
NM_001002234	79005	SCNM1	sodium channel modifier 1	1.85257945	2.9727196	NA
NM_138355	90507	SCRN2	secernin 2	2.52637783	0.637618	NA
NM_017988	55681	SCYL2	SCY1-like 2 (S. cerevisiae)	0.48544259	9.4283268	-2.059975825
NM_004713	9147	SDCCAG1	serologically defined colon cancer antigen 1	0.43485599	3.2351467	-2.299611878
NM_006643	10807	SDCCAG3	serologically defined colon cancer antigen 3	1.72638784	8.593663	NA
NM_006923	6388	SDF2	stromal cell-derived factor 2	1.9050979	3.797649	NA
NM_183352	6396	SEC13L1	SEC13-like 1 (S. cerevisiae)	2.79024822	0.637618	NA
NM_030673	6396	SEC13L1	SEC13-like 1 (S. cerevisiae)	2.79024822	0.637618	NA
NM_012429	23541	SEC14L2	SEC14-like 2 (S. cerevisiae)	2.08595674	1.4567723	NA
NM_006323	10427	SEC24B	SEC24 related gene family, member B (S. cerevisiae)	0.52439382	9.6306887	-1.90696374
NM_006808	10952	SEC61B	Sec61 beta subunit	2.1493712	2.9727196	NA
NM_014302	23480	SEC61G	Sec61 gamma subunit	2.54967742	0.637618	NA
NM_001012456	23480	SEC61G	Sec61 gamma subunit	2.42557847	0.637618	NA
NM_016275	51714	SELT	selenoprotein T	1.79114979	6.3497914	NA
NM_017893	57715	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	0.48760698	2.1038158	-2.050832004
NM_021627	59343	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	1.44635641	8.8660141	NA
NM_015670	26168	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	2.13627905	3.3991674	NA
NM_012247	22929	SEPHS1	selenophosphate synthetase 1	0.44845648	6.3497914	-2.229870778
NM_003009	6415	SEPW1	selenoprotein W, 1	1.81307856	9.6306887	NA
NM_016332	51734	SEPX1	selenoprotein X, 1	2.21147666	3.9508566	NA
NM_021967	8293	SERF1A	small EDRK-rich factor 1A (telomeric)	1.96487892	6.8159167	NA
NM_022978	56617	SERF1B	small EDRK-rich factor 1B (centromeric)	1.96487892	6.8159167	NA
NM_001018108	10169	SERF2	small EDRK-rich factor 2	2.2625026	6.3497914	NA
NM_020755	57515	SERINC1	serine incorporator 1	0.44556458	9.8653909	-2.24434357
NM_006811	10955	SERINC3	serine incorporator 3	0.41081803	9.8653909	-2.434167751
NM_001085	12	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	8.72287638	0	NA
NM_198833	5271	SERPINB8	serpin peptidase inhibitor, clade B (ovalbumin), member 8	1.64778651	8.0395314	NA
NM_002640	5271	SERPINB8	serpin peptidase inhibitor, clade B (ovalbumin), member 8	1.64778651	8.0395314	NA
NM_013376	29950	SERTAD1	SERTA domain containing 1	2.23574905	2.9727196	NA
NM_031459	83667	SESN2	sestrin 2	2.0099537	2.4738185	NA
NM_015559	26040	SETBP1	SET binding protein 1	0.45155538	8.7274414	-2.21456779
NM_014159	29072	SETD2	SET domain containing 2	0.55270808	9.0782945	-1.809273351
NM_012433	23451	SF3B1	splicing factor 3b, subunit 1, 155kDa	0.44432898	2.6012277	-2.250584691
NM_016047	51639	SF3B14	splicing factor 3B, 14 kDa subunit	1.60197091	8.593663	NA
NM_031287	83443	SF3B5	splicing factor 3b, subunit 5, 10kDa	2.16207697	2.3206861	NA
NM_007056	11129	SFRS16	splicing factor, arginine/serine-rich 16 (suppressor-of-white-apricot homolog, Drosophila)	1.63148197	9.4283268	NA
NM_003769	8683	SFRS9	splicing factor, arginine/serine-rich 9	1.59880863	9.8653909	NA
NM_022754	94081	SFXN1	sideroflexin 1	1.78064599	9.8653909	NA
NM_178858	118980	SFXN2	sideroflexin 2	2.51707215	2.9727196	NA
NM_003919	8910	SGCE	sarcoglycan, epsilon	0.45511819	6.3497914	-2.197231449
NM_030791	81537	SGPP1	sphingosine-1-phosphate phosphatase 1	0.43441297	3.2351467	-2.301957053
NM_022071	63898	SH2D4A	SH2 domain containing 4A	0.43072308	5.3706176	-2.321677306
NM_031286	83442	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	3.23317126	0.637618	NA
NM_153271	257364	SH3PX3	SH3 and PX domain containing 3	1.83432629	8.593663	NA
NM_030974	81858	SHARPIN	SHANK-associated RH domain interactor	1.93299734	2.5903232	NA
NM_173082	257218	SHPRH	SNF2 histone linker PHD RING helicase	0.27462938	3.6724243	-3.64127101
NM_020859	57619	SHRM	shroom	2.29663435	3.3991674	NA
NM_005067	6478	SIAH2	seven in absentia homolog 2 (Drosophila)	2.21043424	2.1038158	NA
NM_015477	25942	SIN3A	SIN3 homolog A, transcription regulator (yeast)	0.3231331	2.9727196	-3.094699986
NM_080792	140885	SIRPA	signal-regulatory protein alpha	1.75649197	8.593663	NA
NM_012237	22933	SIRT2	sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	1.81768769	8.593663	NA
NM_030593	22933	SIRT2	sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	1.81768769	8.593663	NA
NM_012241	23408	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	1.84832608	8.1979458	NA
NM_016538	51547	SIRT7	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	1.75850577	3.753678	NA
NM_016581	51295	SITPEC	signaling intermediate in Toll pathway, evolutionarily conserved	1.893504	5.0573729	NA
NM_021709	10572	SIVA	CD27-binding (Siva) protein	1.70816616	9.4283268	NA
NM_006427	10572	SIVA	CD27-binding (Siva) protein	1.86401203	8.1979458	NA
NM_015360	23517	SKIV2L2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)	0.50817862	6.8159167	-1.967812026
NM_032637	6502	SKP2	S-phase kinase-associated protein 2 (p45)	2.47416887	1.9393426	NA
NM_006517	6567	SLC16A2	solute carrier family 16 (monocarboxylic acid transporters), member 2	2.16551546	2.6012277	NA
NM_004696	9122	SLC16A4	solute carrier family 16 (monocarboxylic acid transporters), member 4	10.00444174	0	NA
NM_003059	6583	SLC22A4	solute carrier family 22 (organic cation transporter), member 4	0.29540448	1.7079054	-3.385189013
NM_005984	6576	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	2.93169043	1.3001076	NA
NM_003562	8402	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	2.74214863	0.8369687	NA
NM_021734	60386	SLC25A19	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	2.48863878	4.6110465	NA
NM_173626	284129	SLC26A11	solute carrier family 26, member 11	0.34438948	1.7079054	-2.90368916
NM_000112	1836	SLC26A2	solute carrier family 26 (sulfate transporter), member 2	0.21046607	1.7079054	-4.751359685
NM_012254	10998	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5	1.90475966	9.4283268	NA
NM_020062	56731	SLC2A4RG	SLC2A4 regulator	2.51961145	0.637618	NA
NM_006416	10559	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	0.4393684	8.1979458	-2.275994359
NM_080670	113829	SLC35A4	solute carrier family 35, member A4	1.94980845	7.2505573	NA
NM_173508	148641	SLC35F3	solute carrier family 35, member F3	2.16704716	1.4706181	NA
NM_001467	2542	SLC37A4	solute carrier family 37 (glycerol-6-phosphate transporter), member 4	1.65261649	7.2505573	NA
NM_030674	81539	SLC38A1	solute carrier family 38, member 1	0.39281138	3.3991674	-2.545751093
NM_018976	54407	SLC38A2	solute carrier family 38, member 2	0.4461746	4.6110465	-2.241275052
NM_020342	57181	SLC39A10	solute carrier family 39 (zinc transporter), member 10	0.43993346	4.9341886	-2.273071023
NM_017767	55630	SLC39A4	solute carrier family 39 (zinc transporter), member 4	3.57697759	0.637618	NA
NM_130849	55630	SLC39A4	solute carrier family 39 (zinc transporter), member 4	3.57697759	0.637618	NA
NM_012319	25800	SLC39A6	solute carrier family 39 (zinc transporter), member 6	0.41910434	8.27025	-2.386040669
NM_022154	64116	SLC39A8	solute carrier family 39 (zinc transporter), member 8	0.36382561	5.5989565	-2.748569569
NM_014585	30061	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	1.54480518	6.8159167	NA
NM_173854	254428	SLC41A1	solute carrier family 41, member 1	1.58087463	8.593663	NA
NM_001008486	54946	SLC41A3	solute carrier family 41, member 3	2.28310909	4.3199052	NA
NM_001008487	54946	SLC41A3	solute carrier family 41, member 3	1.73337254	8.593663	NA
NM_017836	54946	SLC41A3	solute carrier family 41, member 3	1.73337254	8.593663	NA
NM_001008485	54946	SLC41A3	solute carrier family 41, member 3	2.28310909	4.3199052	NA
NM_182767	55117	SLC6A15	solute carrier family 6, member 15	0.4573178	9.6306887	-2.186663191
NM_032178	84138	SLC7A6OS	solute carrier family 7, member 6 opposite strand	1.82391696	8.27025	NA
NM_006359	10479	SLC9A6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	0.47758122	5.5989565	-2.09388468
NM_032336	84296	SLD5	SLD5 homolog	3.44329763	9.0782945	NA
NM_018042	55106	SLFN12	schlafen family member 12	0.3726967	2.9727196	-2.683146913
NM_014720	9748	SLK	STE20-like kinase (yeast)	0.37902104	1.7079054	-2.638375959
NM_024755	79811	SLTM	SAFB-like, transcription modulator	0.4281041	8.593663	-2.335880455
NM_017968	79811	SLTM	SAFB-like, transcription modulator	0.4281041	8.593663	-2.335880455
NM_001013843	79811	SLTM	SAFB-like, transcription modulator	0.4281041	8.593663	-2.335880455
NM_005902	4088	SMAD3	SMAD, mothers against DPP homolog 3 (Drosophila)	1.55331551	9.8653909	NA
NM_005904	4092	SMAD7	SMAD, mothers against DPP homolog 7 (Drosophila)	1.84173083	5.9122677	NA
NM_022733	64744	SMAP1L	stromal membrane-associated protein 1-like	1.96031817	6.3497914	NA
NM_139035	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.4523827	2.9727196	-2.210517776
NM_003069	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.4523827	2.9727196	-2.210517776
NM_003071	6596	SMARCA3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	0.33542658	1.7079054	-2.981278347
NM_139048	6596	SMARCA3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	0.33542658	1.7079054	-2.981278347
NM_003073	6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	1.93340941	6.8159167	NA
NM_001007468	6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	1.93340941	6.8159167	NA
NM_014311	23583	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	1.88614078	3.3991674	NA
NM_181349	57154	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	2.09270276	3.753678	NA
NM_020429	57154	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	2.09270276	3.753678	NA
NM_006062	10322	SMYD5	SMYD family member 5	2.33406742	2.9727196	NA
NM_012437	23557	SNAPAP	SNAP-associated protein	1.82126619	6.5999626	NA
NM_003082	6617	SNAPC1	small nuclear RNA activating complex, polypeptide 1, 43kDa	0.4849527	4.6110465	-2.062056774
NM_007308	6622	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	1.83312005	6.8159167	NA
NM_173354	150094	SNF1LK	SNF1-like kinase	1.61194349	8.27025	NA
NM_007241	11267	SNF8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	2.32386845	1.219488	NA
NM_014723	9751	SNPH	syntaphilin	1.64210471	8.0395314	NA
NM_004596	6626	SNRPA	small nuclear ribonucleoprotein polypeptide A	2.02004888	4.3199052	NA
NM_003091	6628	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	2.24332013	1.9393426	NA
NM_198216	6628	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	2.10495866	1.9982331	NA
NM_004597	6633	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	1.69394268	6.8159167	NA
NM_177542	6633	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	1.71251476	6.5999626	NA
NM_004175	6634	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 18kDa	1.76824738	7.6537443	NA
NM_003095	6636	SNRPF	small nuclear ribonucleoprotein polypeptide F	1.75023222	8.27025	NA
NM_022805	6638	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	NA
NM_022807	6638	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	NA
NM_022806	6638	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	NA
NM_003097	6638	SNRPN	small nuclear ribonucleoprotein polypeptide N	2.91551908	0.637618	NA
NM_022808	6638	SNRPN	small nuclear ribonucleoprotein polypeptide N	3.10642609	0.637618	NA
NM_022804	8926	SNURF	SNRPN upstream reading frame	3.6065499	0.637618	NA
NM_005678	8926	SNURF	SNRPN upstream reading frame	2.91551908	0.637618	NA
NM_013323	29916	SNX11	sorting nexin 11	2.29599122	1.4706181	NA
NM_152244	29916	SNX11	sorting nexin 11	2.29599122	1.4706181	NA
NM_013346	29934	SNX12	sorting nexin 12	2.02163606	1.219488	NA
NM_014748	9784	SNX17	sorting nexin 17	2.31563048	2.1038158	NA
NM_014426	27131	SNX5	sorting nexin 5	1.68338145	8.593663	NA
NM_152227	27131	SNX5	sorting nexin 5	1.68338145	8.593663	NA
NM_003101	6646	SOAT1	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	0.49242427	8.1979458	-2.030769117
NM_004509	3431	SP110	SP110 nuclear body protein	0.29473787	9.6306887	-3.39284531
NM_004890	9552	SPAG7	sperm associated antigen 7	2.0973868	5.9122677	NA
NM_014041	28972	SPCS1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	1.60062984	8.7274414	NA
NM_007175	11160	SPFH2	SPFH domain family, member 2	0.47300015	9.4283268	-2.114164234
NM_021972	8877	SPHK1	sphingosine kinase 1	3.45332988	0.637618	NA
NM_182965	8877	SPHK1	sphingosine kinase 1	3.45332988	0.637618	NA
NM_205841	404203	SPINK6	serine peptidase inhibitor, Kazal type 6	7.64894142	0.637618	NA
NM_025106	80176	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	1.70055381	8.8660141	NA
NM_032641	84727	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	1.8829511	7.6537443	NA
NM_015326	23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	0.3982759	3.6724243	-2.510822272
NM_003132	6723	SRM	spermidine synthase	2.67007717	3.3991674	NA
NM_080725	140809	SRXN1	sulfiredoxin 1 homolog (S. cerevisiae)	2.38482836	0.637618	NA
NM_198935	26039	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	0.44476361	4.3199052	-2.248385384
NM_015558	26039	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	0.44476361	4.3199052	-2.248385384
NM_018070	23648	SSBP3	single stranded DNA binding protein 3	2.31489646	9.0782945	NA
NM_001009955	23648	SSBP3	single stranded DNA binding protein 3	2.31489646	9.0782945	NA
NM_145716	23648	SSBP3	single stranded DNA binding protein 3	2.31489646	9.0782945	NA
NM_032627	170463	SSBP4	single stranded DNA binding protein 4	1.75533156	6.3497914	NA
NM_001009998	170463	SSBP4	single stranded DNA binding protein 4	1.75533156	6.3497914	NA
NM_003731	8636	SSNA1	Sjogrens syndrome nuclear autoantigen 1	1.77583204	6.5999626	NA
NM_006396	10534	SSSCA1	Sjogrens syndrome/scleroderma autoantigen 1	3.57975959	0.637618	NA
NM_014188	29101	SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)	1.88519584	3.2351467	NA
NM_139157	6764	ST5	suppression of tumorigenicity 5	1.66721149	8.27025	NA
NM_213618	6764	ST5	suppression of tumorigenicity 5	1.66721149	8.27025	NA
NM_005418	6764	ST5	suppression of tumorigenicity 5	1.66721149	8.27025	NA
NM_030965	81849	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	2.60885103	1.0218237	NA
NM_005862	10274	STAG1	stromal antigen 1	0.33968088	2.6012277	-2.943939618
NM_003473	8027	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	0.46047451	5.7639809	-2.171672868
NM_006645	10809	STARD10	START domain containing 10	2.28087532	3.9508566	NA
NM_003151	6775	STAT4	signal transducer and activator of transcription 4	0.30817283	8.1979458	-3.244932397
NM_003152	6776	STAT5A	signal transducer and activator of transcription 5A	0.36959692	1.7079054	-2.705650253
NM_006948	6782	STCH	stress 70 protein chaperone, microsome-associated, 60kDa	0.46745307	8.593663	-2.139252182
NM_152999	261729	STEAP2	six transmembrane epithelial antigen of the prostate 2	0.38779564	3.3991674	-2.57867778
NM_032454	8859	STK19	serine/threonine kinase 19	2.21976724	5.3706176	NA
NM_004197	8859	STK19	serine/threonine kinase 19	2.21976724	5.3706176	NA
NM_006374	10494	STK25	serine/threonine kinase 25 (STE20 homolog, yeast)	2.04491847	2.4738185	NA
NM_080836	140901	STK35	serine/threonine kinase 35	1.54250257	8.8660141	NA
NM_144998	201254	STRA13	stimulated by retinoic acid 13 homolog (mouse)	3.12018774	0.637618	NA
NM_003765	8677	STX10	syntaxin 10	2.26686028	2.9727196	NA
NM_004604	6810	STX4A	syntaxin 4A (placental)	1.8906924	8.7274414	NA
NM_003164	6811	STX5A	syntaxin 5A	2.02651651	8.27025	NA
NM_005819	10228	STX6	syntaxin 6	1.77530679	8.593663	NA
NM_016086	51657	STYXL1	serine/threonine/tyrosine interacting-like 1	2.28216877	1.5613079	NA
NM_177536	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	1.71527478	7.2505573	NA
NM_177534	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	1.71527478	7.2505573	NA
NM_001055	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	1.71527478	7.2505573	NA
NM_177529	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	1.71527478	7.2505573	NA
NM_177530	6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	1.71527478	7.2505573	NA
NM_006936	6612	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	1.93863156	2.4738185	NA
NM_001002255	387082	SUMO4	SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)	1.78645796	3.797649	NA
NM_003168	6827	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	2.34899399	4.3199052	NA
NM_003172	6834	SURF1	surfeit 1	1.62507684	8.7274414	NA
NM_017503	6835	SURF2	surfeit 2	1.73303189	8.593663	NA
NM_017635	51111	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	0.49347443	8.7274414	-2.026447449
NM_003174	6840	SVIL	supervillin	0.26786653	1.7079054	-3.733202502
NM_021738	6840	SVIL	supervillin	0.26786653	1.7079054	-3.733202502
NM_182912	23224	SYNE2	spectrin repeat containing, nuclear envelope 2	0.27821653	9.6306887	-3.594322738
NM_182910	23224	SYNE2	spectrin repeat containing, nuclear envelope 2	0.27821653	9.6306887	-3.594322738
NM_182913	23224	SYNE2	spectrin repeat containing, nuclear envelope 2	0.27821653	9.6306887	-3.594322738
NM_003895	8867	SYNJ1	synaptojanin 1	0.50535183	2.6012277	-1.97881939
NM_203446	8867	SYNJ1	synaptojanin 1	0.50535183	2.6012277	-1.97881939
NM_182715	6856	SYPL1	synaptophysin-like 1	0.56865256	8.0395314	-1.758543037
NM_006754	6856	SYPL1	synaptophysin-like 1	0.56865256	8.0395314	-1.758543037
NM_138567	90019	SYT8	synaptotagmin VIII	2.51398205	0.8369687	NA
NM_002354	4072	TACSTD1	tumor-associated calcium signal transducer 1	0.46306896	8.8660141	-2.159505573
NM_006284	6881	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	3.75877328	0.637618	NA
NM_005643	6882	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	1.80413015	4.3199052	NA
NM_005644	6883	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	1.94936529	8.593663	NA
NM_014409	27097	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	1.67929757	8.0395314	NA
NM_003186	6876	TAGLN	transgelin	20.13620004	0.637618	NA
NM_001001522	6876	TAGLN	transgelin	20.13620004	0.637618	NA
NM_003564	8407	TAGLN2	transgelin 2	2.86636285	3.3991674	NA
NM_006755	6888	TALDO1	transaldolase 1	1.73923986	3.2351467	NA
NM_020791	57551	TAOK1	TAO kinase 1	0.33561312	8.1979458	-2.979621297
NM_134324	6895	TARBP2	Tar (HIV-1) RNA binding protein 2	1.8644291	4.3199052	NA
NM_134323	6895	TARBP2	Tar (HIV-1) RNA binding protein 2	1.8644291	4.3199052	NA
NM_004178	6895	TARBP2	Tar (HIV-1) RNA binding protein 2	1.8644291	4.3199052	NA
NM_006024	8887	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	0.37327877	1.7079054	-2.678962964
NM_014604	30851	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	2.15790193	1.219488	NA
NM_014346	25771	TBC1D22A	TBC1 domain family, member 22A	1.71004639	7.2505573	NA
NM_016495	51256	TBC1D7	TBC1 domain family, member 7	2.49585067	2.5903232	NA
NM_004865	9519	TBPL1	TBP-like 1	1.78300071	7.2505573	NA
NM_003195	6919	TCEA2	transcription elongation factor A (SII), 2	1.84851467	2.3206861	NA
NM_198723	6919	TCEA2	transcription elongation factor A (SII), 2	5.404624	0	NA
NM_032926	85012	TCEAL3	transcription elongation factor A (SII)-like 3	1.78992376	8.1979458	NA
NM_001006933	85012	TCEAL3	transcription elongation factor A (SII)-like 3	1.78992376	8.1979458	NA
NM_153333	90843	TCEAL8	transcription elongation factor A (SII)-like 8	1.63200047	9.0782945	NA
NM_001006684	90843	TCEAL8	transcription elongation factor A (SII)-like 8	1.63200047	9.0782945	NA
NM_005648	6921	TCEB1	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	1.68463154	6.5999626	NA
NM_207013	6923	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	1.68395036	8.7274414	NA
NM_007108	6923	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	1.74927336	6.8159167	NA
NM_003200	6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	1.72413026	7.6537443	NA
NM_031283	83439	TCF7L1	transcription factor 7-like 1 (T-cell specific, HMG-box)	1.747227	8.7274414	NA
NM_018393	55346	TCP11L1	t-complex 11 (mouse) like 1	1.84283699	6.3497914	NA
NM_015319	23371	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	1.82139077	3.2351467	NA
NM_170754	23371	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	1.82139077	3.2351467	NA
NM_198316	23371	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	1.82139077	3.2351467	NA
NM_199046	374739	TEPP	testis/prostate/placenta-expressed protein, isoform 2	2.71381401	1.5613079	NA
NM_199456	374739	TEPP	testis/prostate/placenta-expressed protein, isoform 2	2.71381401	1.5613079	NA
NM_006287	7035	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	1.87504511	5.0573729	NA
NM_013342	29844	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	2.26890024	2.1038158	NA
NM_003236	7039	TGFA	transforming growth factor, alpha	1.62011835	5.0573729	NA
NM_016397	51497	TH1L	TH1-like (Drosophila)	1.56930587	9.0782945	NA
NM_198976	51497	TH1L	TH1-like (Drosophila)	1.56972203	9.8653909	NA
NM_000361	7056	THBD	thrombomodulin	3.3810673	1.9393426	NA
NM_005131	9984	THOC1	THO complex 1	0.44550427	9.6306887	-2.244647397
NM_020449	57187	THOC2	THO complex 2	0.38363921	8.593663	-2.606615731
NM_001002878	8563	THOC5	THO complex 5	1.7878727	8.7274414	NA
NM_003678	8563	THOC5	THO complex 5	1.7878727	8.7274414	NA
NM_001002877	8563	THOC5	THO complex 5	1.7878727	8.7274414	NA
NM_001002879	8563	THOC5	THO complex 5	1.7878727	8.7274414	NA
NM_080651	90390	THRAP6	thyroid hormone receptor associated protein 6	1.86765462	8.27025	NA
NM_003920	8914	TIMELESS	timeless homolog (Drosophila)	1.66630631	8.27025	NA
NM_012456	26519	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	2.05851095	3.9508566	NA
NM_012458	26517	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	2.32705483	4.6110465	NA
NM_005834	10245	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	2.53851596	2.3697766	NA
NM_013337	29928	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	2.05557907	2.3206861	NA
NM_006327	10431	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	1.79779153	6.8159167	NA
NM_001001563	92609	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	2.56025234	2.0161834	NA
