Probe ID	Gene symbol	Gene title	P value	Expression difference
235708_at	KLB	klotho beta	0.0005768	2.901720047
238907_at	---	Transcribed locus	0.000216314	2.725628096
207854_at	GYPE	glycophorin E	0.001298347	2.966236514
218191_s_at	LMBRD1	LMBR1 domain containing 1	0.000600439	2.927612864
208884_s_at	EDD1	E3 ubiquitin protein ligase, HECT domain containing, 1	0.000790022	2.703880945
227425_at	REPS2	RALBP1 associated Eps domain containing 2	0.000261202	2.503843443
208910_s_at	C1QBP	complement component 1, q subcomponent binding protein	2.67E-05	2.740371743
212521_s_at	PDE8A	phosphodiesterase 8A	0.00495582	2.319153734
227928_at	C12orf48	chromosome 12 open reading frame 48	0.000163284	2.69088085
212470_at	SPAG9	sperm associated antigen 9	0.000352769	2.661737165
221477_s_at	MGC5618	hypothetical protein MGC5618	0.000991857	2.711177513
232149_s_at	NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	0.004138574	2.40778539
203319_s_at	ZNF148	zinc finger protein 148	0.000409251	2.552203046
212698_s_at	10-Sep	septin 10	0.001443134	2.434948816
208885_at	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	0.002658023	3.026830893
221473_x_at	SERINC3	serine incorporator 3	8.95E-05	2.575893607
226747_at	KIAA1344	KIAA1344	0.000643255	2.964544114
223220_s_at	PARP9	poly (ADP-ribose) polymerase family, member 9	0.003120816	2.968262666
201773_at	ADNP	activity-dependent neuroprotector	0.000602042	2.500437185
201292_at	TOP2A	topoisomerase (DNA) II alpha 170kDa	0.000785803	2.772799565
205408_at	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	0.006766417	3.023742198
244490_at	---	MRNA; cDNA DKFZp686B0610 (from clone DKFZp686B0610)	0.001030377	2.68921598
225189_s_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.004963084	2.601593092
225579_at	PQLC3	PQ loop repeat containing 3	0.008760102	3.344681102
201585_s_at	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	0.000318733	2.895119405
206085_s_at	CTH	cystathionase (cystathionine gamma-lyase)	0.00489417	2.719620656
230399_at	---	Transcribed locus	9.64E-05	2.844718029
241164_at	---	Transcribed locus	0.00115791	2.692061774
231669_at	SEPP1	Selenoprotein P, plasma, 1	0.002933364	3.221174484
208783_s_at	CD46	CD46 molecule, complement regulatory protein	4.39E-06	2.714110243
225992_at	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	4.77E-05	2.730344046
206651_s_at	CPB2	carboxypeptidase B2 (plasma)	0.000157405	2.886234542
223879_s_at	OXR1	oxidation resistance 1	0.003431469	2.715134441
205542_at	STEAP1	six transmembrane epithelial antigen of the prostate 1	0.000221245	2.74930591
227988_s_at	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.001768252	2.904383131
234311_s_at	GTPBP10	GTP-binding protein 10 (putative)	0.005920907	2.754743501
1552417_a_at	NEDD1	neural precursor cell expressed, developmentally down-regulated 1	0.00106865	2.626172892
202459_s_at	LPIN2	lipin 2	0.002114315	2.640300888
226557_at	TTC5	tetratricopeptide repeat domain 5	0.00033394	2.676649241
1555427_s_at	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	0.00070815	2.504197157
202431_s_at	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	0.00053418	2.994128042
223092_at	ANKH	ankylosis, progressive homolog (mouse)	0.00777279	3.318020238
232432_s_at	SLC30A5	solute carrier family 30 (zinc transporter), member 5	0.001210348	2.635580142
208368_s_at	BRCA2	breast cancer 2, early onset	0.000655063	2.730846511
223947_s_at	CRSP3	cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa	0.007123581	2.817446269
1557100_s_at	HECTD1	HECT domain containing 1	0.008016319	2.554051861
236621_at	RPS27	ribosomal protein S27 (metallopanstimulin 1)	0.006530023	2.35243865
209027_s_at	ABI1	abl-interactor 1	2.62E-07	2.736922675
212986_s_at	TLK2	tousled-like kinase 2	0.000493444	2.828477636
234733_s_at	FANCM	Fanconi anemia, complementation group M	2.03E-05	2.769250711
233208_x_at	CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	0.000120715	2.799861349
202062_s_at	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)	0.001596265	2.720119727
200776_s_at	BZW1	basic leucine zipper and W2 domains 1	0.000124458	2.823411194
208677_s_at	BSG	basigin (Ok blood group)	0.001614788	2.896482097
1554365_a_at	PPP2R5C	protein phosphatase 2, regulatory subunit B, gamma isoform	0.000140259	2.856011195
1554899_s_at	FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	0.006103369	2.810600792
204658_at	TRA2A	transformer-2 alpha	7.35E-05	2.656863974
216125_s_at	RANBP9	RAN binding protein 9	0.000373401	2.724784699
217496_s_at	IDE	insulin-degrading enzyme	0.005642226	2.853882604
205421_at	SLC22A3	solute carrier family 22 (extraneuronal monoamine transporter), member 3	0.005378563	2.588625273
228378_at	C12orf29	chromosome 12 open reading frame 29	0.001481106	2.746820908
210544_s_at	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	0.00095727	2.768458302
1557370_s_at	MYCBP2	MYC binding protein 2	0.000608306	2.73747848
220018_at	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	0.000855241	2.837763999
238962_at	---	Full-length cDNA clone CS0DF003YC20 of Fetal brain of Homo sapiens (human)	0.002392038	2.497211054
217404_s_at	COL2A1	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	0.002205888	2.645185934
218711_s_at	SDPR	serum deprivation response (phosphatidylserine binding protein)	0.003322345	3.166270583
217919_s_at	MRPL42	mitochondrial ribosomal protein L42	0.000260078	2.923182199
207616_s_at	TANK	TRAF family member-associated NFKB activator	0.000369888	3.034863146
210458_s_at	TANK	TRAF family member-associated NFKB activator	0.001572356	3.215647838
201179_s_at	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	0.000149467	2.947446789
206155_at	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	0.000772161	3.036191704
221606_s_at	NSBP1	nucleosomal binding protein 1	0.004392223	3.308298239
202162_s_at	CNOT8	CCR4-NOT transcription complex, subunit 8	0.002106391	3.031998247
223214_s_at	ZHX1	zinc fingers and homeoboxes 1	0.000298025	2.7980302
209366_x_at	CYB5A	cytochrome b5 type A (microsomal)	0.002607445	3.181796765
208490_x_at	HIST1H2BF	histone cluster 1, H2bf	0.002041404	2.829122473
211061_s_at	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	5.93E-05	2.885487138
219803_at	ANGPTL3	angiopoietin-like 3	0.00369307	3.155712669
1568954_s_at	C16orf72	chromosome 16 open reading frame 72	0.000721575	2.605744505
227935_s_at	PCGF5	polycomb group ring finger 5	0.003729152	3.350407659
205895_s_at	NOLC1	nucleolar and coiled-body phosphoprotein 1	0.001905119	2.761506652
208848_at	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	8.84E-05	2.744310119
200892_s_at	SFRS10	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	0.000309692	2.915466579
222394_at	PDCD6IP	programmed cell death 6 interacting protein	0.000127015	2.968154239
200866_s_at	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	0.000251116	2.88282774
223921_s_at	GBA2	glucosidase, beta (bile acid) 2	0.005174662	2.969424615
1553117_a_at	STK38	serine/threonine kinase 38	0.003088376	2.627949121
212445_s_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like	0.000696208	3.016643978
214794_at	PA2G4	proliferation-associated 2G4, 38kDa	0.003939002	3.181639224
224411_at	PLA2G12B	phospholipase A2, group XIIB	0.001047809	3.100821853
232007_at	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	0.00796382	2.932087996
229352_at	SPESP1	sperm equatorial segment protein 1	0.006751658	3.030099751
230175_s_at	---	---	0.005819727	2.530240446
221542_s_at	ERLIN2	ER lipid raft associated 2	0.000905969	2.708206274
222699_s_at	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	0.000602989	2.920446503
215807_s_at	PLXNB1	plexin B1	0.000531278	2.871268855
210052_s_at	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)	0.000499135	2.927126851
223197_s_at	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	0.000781272	2.967237425
200782_at	ANXA5	annexin A5	0.000302509	2.723417168
1552486_s_at	LACTB	lactamase, beta	0.006690482	3.469851951
207827_x_at	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	0.003323913	3.276667096
222385_x_at	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)	2.88E-05	2.816895077
206303_s_at	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	0.000923709	3.025729211
240046_at	---	---	0.001632149	2.79718631
203165_s_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	0.002814529	3.337264578
223438_s_at	PPARA	peroxisome proliferator-activated receptor alpha	0.001151113	3.074738999
201376_s_at	HNRPF	heterogeneous nuclear ribonucleoprotein F	0.001484111	3.262518437
209316_s_at	HBS1L	HBS1-like (S. cerevisiae)	0.003058763	3.071341851
228851_s_at	ENSA	endosulfine alpha	0.007170621	2.898633976
202067_s_at	LDLR	low density lipoprotein receptor (familial hypercholesterolemia)	0.006619478	2.974835356
203582_s_at	RAB4A	RAB4A, member RAS oncogene family	0.000301845	2.736642762
205219_s_at	GALK2	galactokinase 2	0.001942157	2.593265503
202514_at	DLG1	discs, large homolog 1 (Drosophila)	0.001012146	2.6875392
1565269_s_at	ATF1	activating transcription factor 1	0.009446012	3.161224357
208839_s_at	CAND1	cullin-associated and neddylation-dissociated 1	0.000130399	2.754789495
212749_s_at	RCHY1	ring finger and CHY zinc finger domain containing 1	0.002760162	2.924051968
237183_at	---	---	0.009111926	3.13529947
223047_at	CMTM6	CKLF-like MARVEL transmembrane domain containing 6	0.000198544	3.059643625
211212_s_at	ORC5L	origin recognition complex, subunit 5-like (yeast)	0.004960452	2.97643526
1564053_a_at	YTHDF3	YTH domain family, member 3	2.04E-05	2.964138432
203156_at	AKAP11	A kinase (PRKA) anchor protein 11	0.000326844	2.729617904
225687_at	FAM83D	family with sequence similarity 83, member D	0.004641838	3.432332756
217211_at	LOC390861	similar to cytoplasmic beta-actin	0.000158845	2.859152079
216266_s_at	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	0.001623902	2.894725589
223940_x_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.000696732	2.946998782
225750_at	---	CDNA FLJ14162 fis, clone NT2RM4002504	0.001356051	2.680558566
235302_at	---	Full-length cDNA clone CS0CAP006YP08 of Thymus of Homo sapiens (human)	0.006391265	2.86595598
212316_at	NUP210	nucleoporin 210kDa	2.40E-05	2.782592627
214971_s_at	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	0.000214949	2.858626654
211136_s_at	CLPTM1	cleft lip and palate associated transmembrane protein 1	0.002212227	2.874715363
206174_s_at	PPP6C	protein phosphatase 6, catalytic subunit	0.000334651	3.156971186
215708_s_at	PRIM2A	primase, polypeptide 2A, 58kDa	8.93E-06	2.904251679
1569142_at	TRIM13	tripartite motif-containing 13	0.000751901	2.942835473
202579_x_at	HMGN4	high mobility group nucleosomal binding domain 4	0.000962002	2.589643248
223275_at	PRMT6	protein arginine methyltransferase 6	0.00022941	2.938029102
223996_s_at	MRPL30	mitochondrial ribosomal protein L30	0.000426665	3.159575551
210285_x_at	WTAP	Wilms tumor 1 associated protein	0.001313428	2.787573218
202506_at	SSFA2	sperm specific antigen 2	9.60E-06	2.839261136
217238_s_at	ALDOB	aldolase B, fructose-bisphosphate	0.000151112	3.082875335
224982_at	AKT1S1	AKT1 substrate 1 (proline-rich)	0.000630298	2.913326167
221764_at	C19orf22	chromosome 19 open reading frame 22	0.002630203	3.232533344
218542_at	CEP55	centrosomal protein 55kDa	0.001624257	3.089123349
234304_s_at	IPO11	importin 11	0.000270344	3.099812447
223043_at	TMEM85	transmembrane protein 85	1.28E-05	2.873261299
214726_x_at	ADD1	adducin 1 (alpha)	0.003018731	2.790259652
213289_at	---	Transcribed locus, strongly similar to XP_001147416.1  spermidine/spermine N1-acetyl transferase-like 1 [Pan troglodytes]	0.000148397	3.015722038
227485_at	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	0.005599354	2.555444581
211505_s_at	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	2.15E-05	3.039408352
241682_at	KLHL23	kelch-like 23 (Drosophila)	0.000669643	2.777122573
204186_s_at	PPID	peptidylprolyl isomerase D (cyclophilin D)	0.00103479	3.008976573
232282_at	WNK3	WNK lysine deficient protein kinase 3	0.004705306	2.704856994
220147_s_at	FAM60A	family with sequence similarity 60, member A	0.000177608	3.102310899
210658_s_at	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	0.000804493	3.00751715
211812_s_at	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	0.003020669	3.003036088
226628_at	THOC2	THO complex 2	0.000225772	2.817139536
224801_at	NDFIP2	Nedd4 family interacting protein 2	0.006752285	2.882571807
201367_s_at	ZFP36L2	zinc finger protein 36, C3H type-like 2	0.000102822	2.93833554
208853_s_at	CANX	calnexin	0.000213463	3.024887475
1555948_s_at	FAM120A	family with sequence similarity 120A	0.00033203	3.174633112
218311_at	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	0.000122347	2.773696864
1555037_a_at	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	1.50E-05	2.930814559
222791_at	RSBN1	round spermatid basic protein 1	0.000133966	2.942971295
1555789_s_at	PHF23	PHD finger protein 23	0.000375649	2.691628508
204290_s_at	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	6.45E-05	3.065593266
244187_at	APOOL	Apolipoprotein O-like	1.89E-05	2.970947825
239253_at	---	Transcribed locus	0.000234296	2.986933498
232702_at	RABGAP1L	RAB GTPase activating protein 1-like	0.003094918	3.450814228
225848_at	ZNF746	zinc finger protein 746	0.008363434	2.605617765
200712_s_at	MAPRE1	microtubule-associated protein, RP/EB family, member 1	0.000765494	3.303724479
205803_s_at	TRPC1	transient receptor potential cation channel, subfamily C, member 1	0.002065365	2.802567704
206036_s_at	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	0.000381952	3.02831274
1556006_s_at	CSNK1A1	Casein kinase 1, alpha 1	0.00295206	3.533989669
206613_s_at	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	0.00113087	3.105208944
211251_x_at	NFYC	nuclear transcription factor Y, gamma	0.004900699	2.83858514
209937_at	TM4SF4	transmembrane 4 L six family member 4	0.004051274	3.232287123
211769_x_at	SERINC3	serine incorporator 3	0.000201226	2.876052629
203267_s_at	DRG2	developmentally regulated GTP binding protein 2	0.001003655	3.216100892
200894_s_at	FKBP4	FK506 binding protein 4, 59kDa	0.000334483	3.143914866
1563494_at	---	MRNA; cDNA DKFZp761J1224 (from clone DKFZp761J1224)	0.004843907	3.044844922
203992_s_at	UTX	ubiquitously transcribed tetratricopeptide repeat, X chromosome	0.002471357	2.664180443
201908_at	DVL3	dishevelled, dsh homolog 3 (Drosophila)	0.001266818	3.271139183
201359_at	COPB1	coatomer protein complex, subunit beta 1	0.000206148	2.91081839
213655_at	YWHAE	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	0.001603526	2.890243017
211074_at	FOLR1	folate receptor 1 (adult)	0.000577129	3.072784344
213288_at	MBOAT2	membrane bound O-acyltransferase domain containing 2	0.000332936	3.133890264
218302_at	PSENEN	presenilin enhancer 2 homolog (C. elegans)	0.001018522	3.404663749
215905_s_at	WDR57	WD repeat domain 57 (U5 snRNP specific)	0.000254638	3.083032918
203091_at	FUBP1	far upstream element (FUSE) binding protein 1	0.003698828	2.649644128
222916_s_at	HDLBP	high density lipoprotein binding protein (vigilin)	0.000351133	2.892334404
225400_at	C1orf19	chromosome 1 open reading frame 19	0.008484969	3.106090028
1552617_a_at	RFWD2	ring finger and WD repeat domain 2	0.001687653	3.105012306
208671_at	SERINC1	serine incorporator 1	7.69E-05	3.177472717
203328_x_at	IDE	insulin-degrading enzyme	0.00275713	3.238496934
207627_s_at	TFCP2	transcription factor CP2	3.19E-06	3.00118357
1553603_s_at	ARL6IP2	ADP-ribosylation factor-like 6 interacting protein 2	8.21E-05	3.030312687
200624_s_at	MATR3	matrin 3	0.00083662	2.733095699
1554678_s_at	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	0.001291777	2.834530068
244151_at	LOC285733	hypothetical protein LOC285733	0.003162113	3.080014793
225161_at	GFM1	G elongation factor, mitochondrial 1	0.000615215	3.334778098
200731_s_at	PTP4A1	protein tyrosine phosphatase type IVA, member 1	0.00792009	3.586154927
200900_s_at	M6PR	mannose-6-phosphate receptor (cation dependent)	0.009163124	2.87949565
203109_at	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	0.001549103	3.496697478
221452_s_at	TMEM14B	transmembrane protein 14B	0.000299529	3.271440784
1555543_a_at	CLCC1	chloride channel CLIC-like 1	0.000936968	2.753149853
204385_at	KYNU	kynureninase (L-kynurenine hydrolase)	0.000718166	3.362424047
201259_s_at	SYPL1	synaptophysin-like 1	0.0001549	3.121559124
208643_s_at	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	4.62E-05	3.131857202
212141_at	MCM4	minichromosome maintenance complex component 4	0.003137206	3.661817328
217100_s_at	UBXD7	UBX domain containing 7	0.003673719	2.782723775
217777_s_at	LOC732402	protein tyrosine phosphatase-like A domain containing 1	0.000629393	2.979258279
222697_s_at	ABHD10	abhydrolase domain containing 10	0.000180184	3.233663969
216274_s_at	SEC11A	SEC11 homolog A (S. cerevisiae)	0.000604164	2.85565536
202304_at	FNDC3A	fibronectin type III domain containing 3A	0.002263414	2.80039815
213548_s_at	CDV3	CDV3 homolog (mouse)	0.000264776	3.090617036
214308_s_at	HGD	homogentisate 1,2-dioxygenase (homogentisate oxidase)	0.00016679	3.193987466
210296_s_at	PXMP3	peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	0.000438767	3.163624904
222414_at	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	0.000564361	3.168803721
211703_s_at	TM2D1	TM2 domain containing 1	0.00295719	2.856292956
200993_at	IPO7	importin 7	0.000265199	2.94705326
201847_at	LIPA	lipase A, lysosomal acid, cholesterol esterase (Wolman disease)	0.000137481	3.231654716
210829_s_at	SSBP2	single-stranded DNA binding protein 2	0.001733964	3.088918876
221781_s_at	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	0.00466415	3.110837177
1555270_a_at	WFS1	Wolfram syndrome 1 (wolframin)	0.004670121	2.85688833
218178_s_at	CHMP1B	chromatin modifying protein 1B	0.000468623	3.395436844
238010_at	C1orf174	chromosome 1 open reading frame 174	0.000496902	3.091933985
225341_at	MTERFD3	MTERF domain containing 3	0.004948794	3.726960977
227609_at	EPSTI1	epithelial stromal interaction 1 (breast)	0.003332547	3.529949722
1553510_s_at	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	0.000289517	3.220028577
213887_s_at	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	0.005493903	2.719626542
202730_s_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0.001359246	3.299792058
205377_s_at	ACHE	acetylcholinesterase (Yt blood group)	0.005679098	3.400835633
1555201_a_at	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	7.68E-05	3.079545618
203716_s_at	DPP4	dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)	0.00323117	3.422236735
1552334_at	TRIOBP	TRIO and F-actin binding protein	0.000114161	3.035512879
219634_at	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11	0.004808316	3.342637939
222528_s_at	SLC25A37	solute carrier family 25, member 37	0.003075554	3.363214822
216607_s_at	CYP51A1	cytochrome P450, family 51, subfamily A, polypeptide 1	0.002380991	3.672509051
203300_x_at	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	0.008991816	2.984309341
202006_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12	0.0008564	2.796634011
224470_at	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	0.000801953	2.951289889
243337_at	FREM3	FRAS1 related extracellular matrix 3	0.000782507	3.213394665
207564_x_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	0.002174053	2.992144353
229846_s_at	MAPKAP1	mitogen-activated protein kinase associated protein 1	0.000302603	2.855144693
210942_s_at	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	0.004333097	3.248716329
1555758_a_at	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	0.000828992	3.435923605
223285_s_at	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	5.57E-06	3.105801903
207824_s_at	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	0.003714748	3.11675708
208669_s_at	EID1	EP300 interacting inhibitor of differentiation 1	0.000306854	3.120724211
217894_at	KCTD3	potassium channel tetramerisation domain containing 3	0.000191325	3.239664361
225088_at	C16orf63	chromosome 16 open reading frame 63	0.000240666	3.035948732
203811_s_at	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4	0.000187741	3.160999732
205996_s_at	AK2	adenylate kinase 2	0.000429588	3.359980117
216091_s_at	BTRC	beta-transducin repeat containing	0.002013614	3.535144527
203466_at	MPV17	MpV17 mitochondrial inner membrane protein	0.000261283	3.091349597
1554747_a_at	2-Sep	septin 2	0.000750439	2.849941329
224787_s_at	RAB18	RAB18, member RAS oncogene family	2.99E-05	3.164134448
210153_s_at	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	0.008871093	3.149661831
217857_s_at	RBM8A	RNA binding motif protein 8A	0.000219829	3.057676594
211821_x_at	GYPA	glycophorin A (MNS blood group)	0.000207381	3.389283744
210950_s_at	FDFT1	farnesyl-diphosphate farnesyltransferase 1	0.000615601	3.558276292
243025_at	---	---	1.23E-05	3.065783559
212330_at	TFDP1	transcription factor Dp-1	0.000369282	3.491330023
214507_s_at	EXOSC2	exosome component 2	0.00548131	3.053450337
208739_x_at	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	1.46E-06	3.149284473
220238_s_at	KLHL7	kelch-like 7 (Drosophila)	0.000972198	3.115628148
212171_x_at	VEGFA	vascular endothelial growth factor A	0.000671136	3.586267775
242900_at	---	CDNA FLJ41107 fis, clone BLADE2007923	0.00038889	3.029419688
209463_s_at	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	0.001382609	2.877776146
220773_s_at	GPHN	gephyrin	0.001777066	3.098161796
223336_s_at	RAB18	RAB18, member RAS oncogene family	3.00E-05	3.21919094
232079_s_at	PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	0.000539568	3.119658192
200883_at	UQCRC2	ubiquinol-cytochrome c reductase core protein II	6.23E-05	3.308990514
220937_s_at	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	0.00487485	3.826567352
225635_s_at	LOC401504	Hypothetical gene supported by AK091718	7.40E-05	3.245297866
1555359_at	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	0.000939649	3.134848364
236218_at	PHOSPHO1	phosphatase, orphan 1	7.64E-05	3.187776227
213579_s_at	EP300	E1A binding protein p300	1.15E-05	3.223153255
217725_x_at	SERBP1	SERPINE1 mRNA binding protein 1	8.19E-07	3.201370875
207549_x_at	CD46	CD46 molecule, complement regulatory protein	0.00037113	3.487223587
210754_s_at	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	0.001744874	3.452399888
223400_s_at	PBRM1	polybromo 1	0.000289105	3.16999327
212815_at	ASCC3	activating signal cointegrator 1 complex subunit 3	0.000351512	3.387770404
202131_s_at	RIOK3	RIO kinase 3 (yeast)	0.004276964	3.14896623
202783_at	NNT	nicotinamide nucleotide transhydrogenase	0.00251347	3.731064866
203048_s_at	KIAA0372	KIAA0372	0.003626244	2.922358296
203526_s_at	APC	adenomatosis polyposis coli	0.003925835	3.166084563
218122_s_at	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	0.000601373	3.578518763
202828_s_at	MMP14	matrix metallopeptidase 14 (membrane-inserted)	0.001431418	3.545435197
200828_s_at	ZNF207	zinc finger protein 207	0.000295882	3.476071397
200640_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	0.000444194	3.084915404
222777_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1	0.005566748	3.332461805
202686_s_at	AXL	AXL receptor tyrosine kinase	0.000944635	2.866070873
243618_s_at	LOC152485	Hypothetical protein LOC152485	0.000867144	3.21799814
219023_at	C4orf16	chromosome 4 open reading frame 16	0.001892314	2.827186128
1552370_at	C4orf33	chromosome 4 open reading frame 33	0.009683914	3.269077896
209512_at	HSDL2	hydroxysteroid dehydrogenase like 2	0.000301861	3.245457344
1569057_s_at	MIA3	melanoma inhibitory activity family, member 3	0.002517176	3.184055881
202166_s_at	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	0.001289771	3.547134711
AFFX-r2-Bs-thr-M_s_at	---	---	0.003983989	3.098284699
230556_at	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	0.001810445	3.549213665
209978_s_at	LPA	lipoprotein, Lp(a)	0.000540371	3.633812064
206491_s_at	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha	0.00545878	2.853223287
1565228_s_at	ALB	albumin	0.000339591	3.593673465
204313_s_at	CREB1	cAMP responsive element binding protein 1	6.97E-05	3.270159519
232922_s_at	C20orf59	chromosome 20 open reading frame 59	0.00031258	3.04494943
227818_at	CCDC21	coiled-coil domain containing 21	0.008102491	3.287119143
231819_at	---	Homo sapiens, clone IMAGE:3885733, mRNA	5.66E-06	3.209120813
203798_s_at	VSNL1	visinin-like 1	4.67E-05	3.403963219
235341_at	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	0.000616024	3.270882863
219330_at	VANGL1	vang-like 1 (van gogh, Drosophila)	0.006440428	3.112352844
212365_at	MYO1B	myosin IB	0.006122091	3.247975296
1553551_s_at	---	---	0.000252098	3.332959967
223922_x_at	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	0.000262751	3.594006848
202501_at	MAPRE2	microtubule-associated protein, RP/EB family, member 2	0.000882071	3.218782172
214347_s_at	DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)	2.87E-06	3.282223825
201295_s_at	---	---	0.000928854	3.191707335
225827_at	EIF2C2	eukaryotic translation initiation factor 2C, 2	9.23E-05	3.445850953
200737_at	PGK1	phosphoglycerate kinase 1	8.46E-05	3.120534666
217564_s_at	CPS1	carbamoyl-phosphate synthetase 1, mitochondrial	0.000787906	3.56616346
